symbol,tf,quarter,train_pf_2x,cfg,test_pf_2x,test_trades
XAGUSD,1h,2024-10-01,2.434,429,1.2501,11
XAGUSD,1h,2025-01-01,3.8944,375,0.199,9
XAGUSD,1h,2025-04-01,2.842,645,3.0806,14
XAGUSD,1h,2025-07-01,2.5104,429,0.4567,14
XAGUSD,1h,2025-10-01,1.9268,647,1.025,12
XAGUSD,1h,2026-01-01,1.769,205,1.3184,10
XAGUSD,1h,2026-04-01,2.7065,367,1.3256,10
XAGUSD,4h,2024-10-01,1.8729,410,0.4324,9
XAGUSD,4h,2025-01-01,2.0104,223,1.8464,6
XAGUSD,4h,2025-04-01,2.4274,57,1.4239,10
XAGUSD,4h,2025-07-01,2.0958,276,0.9632,10
XAGUSD,4h,2025-10-01,2.0253,486,33.9679,6
XAGUSD,4h,2026-01-01,2.99,486,2.2647,6
XAGUSD,4h,2026-04-01,2.7786,432,1.1049,9
BTCUSDT,30m,2018-10-01,1.5569,431,0.4902,17
BTCUSDT,30m,2019-01-01,1.4252,647,1.0654,16
BTCUSDT,30m,2019-04-01,1.1853,104,0.4065,14
BTCUSDT,30m,2019-07-01,1.554,430,1.0282,16
BTCUSDT,30m,2019-10-01,1.1025,462,0.741,44
BTCUSDT,30m,2020-01-01,1.6799,421,0.9628,15
BTCUSDT,30m,2020-04-01,1.5701,421,0.3919,17
BTCUSDT,30m,2020-07-01,1.802,209,1.0032,21
BTCUSDT,30m,2020-10-01,1.7402,104,2.127,14
BTCUSDT,30m,2021-01-01,2.2876,104,3.6924,12
BTCUSDT,30m,2021-04-01,2.6217,104,1.2708,13
BTCUSDT,30m,2021-07-01,2.1388,475,1.6639,14
BTCUSDT,30m,2021-10-01,2.8405,529,1.1077,15
BTCUSDT,30m,2022-01-01,1.9475,206,2.8319,16
BTCUSDT,30m,2022-04-01,2.5508,475,0.6857,15
BTCUSDT,30m,2022-07-01,2.3009,206,1.7508,15
BTCUSDT,30m,2022-10-01,2.1456,421,0.3324,21
BTCUSDT,30m,2023-01-01,1.9475,206,1.1552,19
BTCUSDT,30m,2023-04-01,1.8073,151,0.6608,20
BTCUSDT,30m,2023-07-01,1.7757,158,1.6676,16
BTCUSDT,30m,2023-10-01,1.5886,98,1.8123,14
BTCUSDT,30m,2024-01-01,1.7158,103,1.7134,14
BTCUSDT,30m,2024-04-01,2.016,103,2.3665,13
BTCUSDT,30m,2024-07-01,2.0765,638,0.4751,21
BTCUSDT,30m,2024-10-01,1.8137,103,0.8474,14
BTCUSDT,30m,2025-01-01,1.7464,260,0.78,15
BTCUSDT,30m,2025-04-01,1.5092,103,1.2254,14
BTCUSDT,30m,2025-07-01,1.4895,156,0.8373,20
BTCUSDT,30m,2025-10-01,1.6377,43,0.9243,16
BTCUSDT,30m,2026-01-01,1.775,592,1.4331,13
BTCUSDT,30m,2026-04-01,1.8526,592,1.8386,15
BTCUSDT,1h,2018-10-01,1.62,468,3.4508,16
BTCUSDT,1h,2019-01-01,2.311,471,1.2524,19
BTCUSDT,1h,2019-04-01,1.7934,471,0.2793,18
BTCUSDT,1h,2019-07-01,1.3936,424,0.5613,14
BTCUSDT,1h,2019-10-01,1.5582,160,0.8189,14
BTCUSDT,1h,2020-01-01,1.5325,427,1.1155,13
BTCUSDT,1h,2020-04-01,1.6302,527,6.3526,12
BTCUSDT,1h,2020-07-01,2.5959,470,0.4282,15
BTCUSDT,1h,2020-10-01,2.6264,472,1.3305,15
BTCUSDT,1h,2021-01-01,2.3129,472,0.2259,10
BTCUSDT,1h,2021-04-01,2.2767,144,0.8456,16
BTCUSDT,1h,2021-07-01,1.5951,144,2.6547,16
BTCUSDT,1h,2021-10-01,2.0695,142,0.559,15
BTCUSDT,1h,2022-01-01,1.617,196,1.0775,20
BTCUSDT,1h,2022-04-01,1.3013,522,1.2195,19
BTCUSDT,1h,2022-07-01,1.4444,256,0.9371,16
BTCUSDT,1h,2022-10-01,1.7089,316,1.0665,14
BTCUSDT,1h,2023-01-01,2.3263,527,1.3166,15
BTCUSDT,1h,2023-04-01,1.8225,527,0.7741,13
BTCUSDT,1h,2023-07-01,1.5339,527,1.146,15
BTCUSDT,1h,2023-10-01,1.8018,214,0.9146,13
BTCUSDT,1h,2024-01-01,1.363,643,1.3297,14
BTCUSDT,1h,2024-04-01,1.5176,85,0.7429,18
BTCUSDT,1h,2024-07-01,1.4537,592,0.727,14
BTCUSDT,1h,2024-10-01,1.6477,535,0.5015,11
BTCUSDT,1h,2025-01-01,1.6214,468,3.4143,13
BTCUSDT,1h,2025-04-01,1.5419,468,0.4635,17
BTCUSDT,1h,2025-07-01,1.4222,525,0.6018,35
BTCUSDT,1h,2025-10-01,1.2566,636,0.5368,23
BTCUSDT,1h,2026-01-01,1.3687,101,1.5263,12
BTCUSDT,1h,2026-04-01,1.316,101,0.6657,13
BTCUSDT,4h,2018-10-01,1.5098,33,0.3996,11
BTCUSDT,4h,2019-01-01,2.1081,531,1.3924,8
BTCUSDT,4h,2019-04-01,1.7557,531,0.5606,7
BTCUSDT,4h,2019-07-01,1.6081,217,1.6448,13
BTCUSDT,4h,2019-10-01,1.7552,217,3.8641,11
BTCUSDT,4h,2020-01-01,2.402,276,0.8643,16
BTCUSDT,4h,2020-04-01,2.8701,31,2.9116,7
BTCUSDT,4h,2020-07-01,3.0297,31,0.5768,10
BTCUSDT,4h,2020-10-01,2.5567,304,0.5744,10
BTCUSDT,4h,2021-01-01,2.0989,249,0.0363,9
BTCUSDT,4h,2021-04-01,1.5772,12,0.0843,15
BTCUSDT,4h,2021-07-01,1.5326,521,0.3633,8
BTCUSDT,4h,2021-10-01,1.2136,280,2.6021,11
BTCUSDT,4h,2022-01-01,1.2446,280,0.7622,16
BTCUSDT,4h,2022-04-01,1.6356,101,1.341,8
BTCUSDT,4h,2022-07-01,1.7815,83,0.1216,10
BTCUSDT,4h,2022-10-01,1.6771,580,3.4481,13
BTCUSDT,4h,2023-01-01,1.7768,580,1.1,12
BTCUSDT,4h,2023-04-01,1.9266,303,0.4322,14
BTCUSDT,4h,2023-07-01,1.3425,434,0.935,8
BTCUSDT,4h,2023-10-01,1.7927,87,1.1231,11
BTCUSDT,4h,2024-01-01,2.0673,445,1.8357,13
BTCUSDT,4h,2024-04-01,2.1447,444,0.5127,11
BTCUSDT,4h,2024-07-01,2.0373,508,0.9949,8
BTCUSDT,4h,2024-10-01,2.2999,281,1.4996,13
BTCUSDT,4h,2025-01-01,1.9607,281,0.5191,13
BTCUSDT,4h,2025-04-01,2.2014,417,0.5448,13
BTCUSDT,4h,2025-07-01,1.884,413,1.3479,13
BTCUSDT,4h,2025-10-01,1.8462,639,3.1296,13
BTCUSDT,4h,2026-01-01,2.7173,252,2.0794,10
BTCUSDT,4h,2026-04-01,2.5747,255,0.4762,11
ETHUSDT,1h,2020-04-01,1.9246,205,0.419,16
ETHUSDT,1h,2020-07-01,1.5752,591,0.7745,15
ETHUSDT,1h,2020-10-01,1.4124,107,4.9384,12
ETHUSDT,1h,2021-01-01,1.3555,539,6.8393,10
ETHUSDT,1h,2021-04-01,2.2637,539,0.4243,10
ETHUSDT,1h,2021-07-01,2.665,538,2.6146,11
ETHUSDT,1h,2021-10-01,3.1617,538,0.4397,12
ETHUSDT,1h,2022-01-01,2.0603,537,0.8851,12
ETHUSDT,1h,2022-04-01,1.5537,258,0.8648,13
ETHUSDT,1h,2022-07-01,1.4812,641,0.6357,15
ETHUSDT,1h,2022-10-01,1.1544,425,0.8832,18
ETHUSDT,1h,2023-01-01,1.2575,350,0.4586,31
ETHUSDT,1h,2023-04-01,1.6475,366,0.7528,18
ETHUSDT,1h,2023-07-01,1.7686,154,3.2496,16
ETHUSDT,1h,2023-10-01,2.1519,209,0.8143,14
ETHUSDT,1h,2024-01-01,2.0543,209,1.3163,15
ETHUSDT,1h,2024-04-01,2.0163,420,1.4602,15
ETHUSDT,1h,2024-07-01,2.11,636,2.4568,17
ETHUSDT,1h,2024-10-01,1.8338,636,1.0961,17
ETHUSDT,1h,2025-01-01,1.7931,91,0.5134,14
ETHUSDT,1h,2025-04-01,2.188,206,0.9666,13
ETHUSDT,1h,2025-07-01,1.8992,105,1.0964,12
ETHUSDT,1h,2025-10-01,1.8773,429,1.5476,14
ETHUSDT,1h,2026-01-01,2.0775,208,1.2505,15
ETHUSDT,1h,2026-04-01,1.9381,536,0.907,10
ETHUSDT,4h,2020-04-01,1.3398,201,0.2241,12
ETHUSDT,4h,2020-07-01,1.9059,472,0.2327,4
ETHUSDT,4h,2020-10-01,1.3787,633,1.9402,13
ETHUSDT,4h,2021-01-01,1.6252,647,2.9284,12
ETHUSDT,4h,2021-04-01,1.8787,586,1.8809,12
ETHUSDT,4h,2021-07-01,2.3256,147,0.2158,10
ETHUSDT,4h,2021-10-01,3.0055,305,2.0114,9
ETHUSDT,4h,2022-01-01,3.0265,305,0.886,9
ETHUSDT,4h,2022-04-01,2.9696,305,1.6147,8
ETHUSDT,4h,2022-07-01,1.8711,317,2.4938,7
ETHUSDT,4h,2022-10-01,1.5362,407,0.5219,19
ETHUSDT,4h,2023-01-01,1.6018,364,0.7733,13
ETHUSDT,4h,2023-04-01,1.5403,197,1.8332,12
ETHUSDT,4h,2023-07-01,1.9852,93,1.0824,11
ETHUSDT,4h,2023-10-01,2.0638,489,1.1983,19
ETHUSDT,4h,2024-01-01,2.4087,526,1.3259,7
ETHUSDT,4h,2024-04-01,1.7697,243,0.8919,11
ETHUSDT,4h,2024-07-01,1.657,523,1.1266,9
ETHUSDT,4h,2024-10-01,1.5272,572,0.9526,12
ETHUSDT,4h,2025-01-01,2.0394,201,0.5326,11
ETHUSDT,4h,2025-04-01,1.5507,457,0.9842,9
ETHUSDT,4h,2025-07-01,2.1427,533,1.1262,9
ETHUSDT,4h,2025-10-01,1.4426,539,2.387,9
ETHUSDT,4h,2026-01-01,1.441,521,1.5476,7
ETHUSDT,4h,2026-04-01,1.7683,521,0.7013,9
SOLUSDT,1h,2021-10-01,2.5602,321,0.4324,12
SOLUSDT,1h,2022-01-01,2.2967,323,2.9675,11
SOLUSDT,1h,2022-04-01,2.621,431,3.427,12
SOLUSDT,1h,2022-07-01,2.2727,431,1.4334,13
SOLUSDT,1h,2022-10-01,1.5675,641,0.8803,16
SOLUSDT,1h,2023-01-01,1.9483,641,2.5027,13
SOLUSDT,1h,2023-04-01,2.8603,425,0.4927,14
SOLUSDT,1h,2023-07-01,2.0035,431,0.5659,14
SOLUSDT,1h,2023-10-01,1.7051,647,0.6896,13
SOLUSDT,1h,2024-01-01,1.5373,580,1.6953,16
SOLUSDT,1h,2024-04-01,1.5808,91,0.6662,14
SOLUSDT,1h,2024-07-01,1.9186,585,0.4797,16
SOLUSDT,1h,2024-10-01,2.2091,154,4.5333,14
SOLUSDT,1h,2025-01-01,3.0815,212,0.3392,13
SOLUSDT,1h,2025-04-01,1.9461,159,0.2729,15
SOLUSDT,1h,2025-07-01,2.9373,483,1.1786,13
SOLUSDT,1h,2025-10-01,3.6268,480,1.0649,11
SOLUSDT,1h,2026-01-01,2.2173,536,0.7278,12
SOLUSDT,1h,2026-04-01,1.6105,626,0.9863,19
SOLUSDT,4h,2021-10-01,0.9087,533,0.8102,6
SOLUSDT,4h,2022-01-01,1.2272,357,2.5458,13
SOLUSDT,4h,2022-04-01,1.5284,357,1.4624,12
SOLUSDT,4h,2022-07-01,1.909,406,0.9475,15
SOLUSDT,4h,2022-10-01,2.1886,411,1.8958,14
SOLUSDT,4h,2023-01-01,2.6238,639,1.7004,12
SOLUSDT,4h,2023-04-01,2.9626,323,0.3717,5
SOLUSDT,4h,2023-07-01,2.4226,46,1.041,7
SOLUSDT,4h,2023-10-01,2.0918,246,1.0524,9
SOLUSDT,4h,2024-01-01,1.8099,241,15.1644,7
SOLUSDT,4h,2024-04-01,2.1828,241,1.211,11
SOLUSDT,4h,2024-07-01,3.0123,533,0.2956,7
SOLUSDT,4h,2024-10-01,2.5859,323,1.6404,7
SOLUSDT,4h,2025-01-01,3.8231,305,0.1781,8
SOLUSDT,4h,2025-04-01,3.8461,88,0.1367,10
SOLUSDT,4h,2025-07-01,1.8307,39,0.396,7
SOLUSDT,4h,2025-10-01,1.6133,625,1.3662,14
SOLUSDT,4h,2026-01-01,1.4327,349,1.7193,17
SOLUSDT,4h,2026-04-01,1.5894,508,0.2818,12
EURUSD,1h,2024-10-01,1.1449,539,2.1299,9
EURUSD,1h,2025-01-01,1.1691,539,0.2513,9
EURUSD,1h,2025-04-01,1.3261,539,0.9874,9
EURUSD,1h,2025-07-01,1.2326,539,1.2994,9
EURUSD,1h,2025-10-01,1.9577,641,1.3873,13
EURUSD,1h,2026-01-01,2.0106,641,0.7094,11
EURUSD,1h,2026-04-01,2.1076,532,0.5022,10
AUDUSD,1h,2024-10-01,1.5529,431,0.8296,11
AUDUSD,1h,2025-01-01,2.0601,539,0.6116,9
AUDUSD,1h,2025-04-01,3.0935,484,1.2229,5
AUDUSD,1h,2025-07-01,3.3051,484,3.8069,9
AUDUSD,1h,2025-10-01,2.972,484,1.1234,8
AUDUSD,1h,2026-01-01,2.0202,484,0.2354,10
AUDUSD,1h,2026-04-01,1.6186,422,0.7211,12
