entry_bar,exit_bar_ref,dir_ref,entry_px_ref,exit_px_ref,r_ref,exit_bar_nau,dir_nau,entry_px_nau,exit_px_nau,r_nau,reason,_merge
3109,3109,1,45111.1,44883.89178242468,-1.2772632738374041,3109,1,45111.100000000006,44883.89327299772,-1.2772650973950257,stop,both
3114,3119,1,45648.01,46951.04,3.966842837780608,3119,1,45648.0,46951.0,3.9667657375203493,session,both
3142,3142,-1,45439.44,45596.172612414375,-1.4065837214543195,3142,-1,45439.4,45596.13207725725,-1.40658475003487,stop,both
3157,3157,-1,44670.54,44932.48134465302,-1.239450992451543,3157,-1,44670.5,44932.442805601146,-1.239449447065288,stop,both
3163,3163,1,46527.32,46288.82485218583,-1.2724219003698796,3163,1,46527.299999999996,46288.80500302981,-1.2724219557118839,stop,both
3167,3167,1,46902.69,46662.511716309724,-1.2726959331838361,3167,1,46902.700000000004,46662.519053384814,-1.2726929602884136,stop,both
3182,3183,1,47325.21,47038.452966426594,-1.230350283839111,3183,1,47325.2,47038.44174177378,-1.230349248275646,stop,both
3207,3215,-1,45442.01,42782.73,9.794293355187419,3215,-1,45442.0,42782.700000000004,9.794273045511373,session,both
3304,3304,1,43252.45,43150.268025117155,-1.5919038332046795,3304,1,43252.5,43150.31908908325,-1.5919106887942533,stop,both
3353,3353,-1,41948.99,42062.59145332814,-1.5176703756373295,3353,-1,41949.0,42062.6008564299,-1.5176732152172592,stop,both
3356,3356,-1,41022.33,41302.54187980043,-1.2056565565917559,3356,-1,41022.3,41302.51286734899,-1.2056556843814406,stop,both
3377,3377,-1,40395.0,40555.11408130232,-1.3539044123790775,3377,-1,40395.0,40555.11479803137,-1.3539028313142982,stop,both
3452,3452,-1,39820.31,40055.019267638294,-1.238221230247756,3452,-1,39820.3,40055.011944911355,-1.2382184612826448,stop,both
3466,3471,-1,38961.39,39227.05490422,-1.2060185992336647,3471,-1,38961.4,39227.06375239853,-1.2060195421186823,stop,both
3540,3541,1,41289.52,41076.45499291505,-1.2706037151940823,3541,1,41289.5,41076.43638482166,-1.2706053561567336,stop,both
3545,3551,1,41961.15,41823.51,-0.5655825135829092,3551,1,41961.2,41823.5,-0.5657560545277137,session,both
3617,3617,1,43200.01,43003.93338818535,-1.3077509337460993,3617,1,43200.0,43003.924846627764,-1.3077531566586624,stop,both
3834,3839,1,43499.91,44349.6,8.508937758785324,3839,1,43499.9,44349.6,8.50902474778362,session,both
3867,3867,1,46285.22,46077.73868390861,-1.311613943350233,3867,1,46285.2,46077.71913514166,-1.3116144876239288,stop,both
3876,3878,1,47180.01,46844.891594560846,-1.1964005260467256,3878,1,47180.0,46844.879223542375,-1.1963990897616166,stop,both
3916,3916,1,48519.6,48309.27473819279,-1.32226377247477,3916,1,48519.6,48309.27715663583,-1.3222674861440633,stop,both
3952,3952,1,49917.8,49622.35279457878,-1.2358394517790887,3952,1,49917.8,49622.352639852215,-1.2358393279027375,stop,both
3975,3975,-1,48692.17,48870.01533248201,-1.3840051846153785,3975,-1,48692.2,48870.04391365419,-1.3840084787627498,stop,both
3994,3995,1,51551.1,51135.68033960776,-1.173031642676362,3995,1,51551.100000000006,51135.68473550429,-1.173033481092968,stop,both
4023,4023,1,52621.31,52461.78004517643,-1.461093110149587,4023,1,52621.299999999996,52461.77049119836,-1.461094313499741,stop,both
4142,4142,1,52840.14,52681.7368283939,-1.4663120885202932,4142,1,52840.1,52681.69705522132,-1.466312403736314,stop,both
4288,4295,1,52842.33,54476.47,6.493765260969507,4295,1,52842.3,54476.5,6.494089321585673,session,both
4299,4319,1,56298.47,57037.34,0.8196147380225409,4319,1,56298.5,57037.299999999996,0.8195282995332331,session,both
4328,4343,1,58241.09,62432.1,22.07574390540955,4343,1,58241.100000000006,62432.1,22.07557180066757,session,both
4351,4352,1,63000.01,62419.624272934314,-1.1512679238942098,4352,1,63000.0,62419.61452174603,-1.1512679649210722,stop,both
4449,4449,1,65241.08,64784.30457090602,-1.19926152634822,4449,1,65241.100000000006,64784.32593730334,-1.1992621858140817,stop,both
4455,4463,1,66169.41,68245.71,3.714740109423164,4463,1,66169.40000000001,68245.7,3.714727100955215,session,both
4479,4479,1,68710.41,68368.21472975718,-1.280410179961686,4479,1,68710.4,68368.20732424674,-1.280412270413868,stop,both
4481,4487,-1,65495.98,63724.01,4.3009285762662,4487,-1,65496.0,63724.0,4.301036847539196,session,both
4551,4551,1,68422.0,68246.48306046086,-1.545063846222006,4551,1,68422.0,68246.48221571805,-1.5450612195360787,stop,both
4557,4557,1,69071.99,68757.25078545656,-1.3065409840644402,4557,1,69072.0,68757.26292867224,-1.306543120716797,stop,both
4616,4631,1,71019.99,72078.1,2.280476171582578,4631,1,71020.0,72078.09999999999,2.280462676662827,session,both
4647,4647,-1,71666.8,71769.30801036517,-1.9794871176367226,4647,-1,71666.8,71769.3070585635,-1.9794962059008145,stop,both
4649,4649,-1,70507.38,70728.81087169042,-1.4464839652007295,4649,-1,70507.4,70728.83225639588,-1.4464813039827464,stop,both
4694,4694,-1,71884.82,72078.79485725754,-1.51952367345367,4694,-1,71884.8,72078.77523047056,-1.5195225308760685,stop,both
4696,4696,-1,70844.0,71186.8046393586,-1.2900239723522025,4696,-1,70844.0,71186.80615652018,-1.290022691887446,stop,both
4699,4700,-1,70098.49,70625.14349403574,-1.1870424188985536,4700,-1,70098.5,70625.15463328296,-1.1870420423898076,stop,both
4707,4722,-1,69035.39,69674.74825297255,-1.1518664947635433,4722,-1,69035.4,69674.75705249446,-1.1518668004957844,stop,both
4808,4817,-1,64704.23,65286.38116648303,-1.1563054977047575,4817,-1,64704.19999999999,65286.3523579758,-1.1563051070805097,stop,both
4829,4831,-1,61646.91,62119.29657787529,-1.1834013679943884,4831,-1,61646.899999999994,62119.286939259764,-1.1834011985878339,stop,both
4845,4847,1,67057.56,67840.51,1.0085356559781662,4847,1,67057.6,67840.5,1.008459565734077,session,both
4959,4967,1,69377.2,69880.01,0.7536982573665016,4967,1,69377.2,69880.0,0.7536767203788008,session,both
5139,5159,-1,66996.01,65463.99,3.4528032345767383,5159,-1,66996.0,65464.0,3.4527559709497595,session,both
5289,5294,1,71968.0,71525.53218980753,-1.2270119322107795,5294,1,71968.0,71525.53130545901,-1.2270114770899592,stop,both
5319,5327,-1,69358.32,69146.0,0.29248239451883723,5327,-1,69358.3,69146.0,0.2924288470584822,session,both
5341,5341,-1,67975.99,68215.26114190639,-1.398434491680732,5341,-1,67976.0,68215.26843337994,-1.3984390525597974,stop,both
5394,5399,-1,68140.01,67116.52,1.9674022597244187,5399,-1,68140.0,67116.5,1.9674195011695035,session,both
5420,5423,-1,64788.01,65163.66770199232,-1.2421517618538058,5423,-1,64788.0,65163.65664077635,-1.2421524066779264,stop,both
5511,5514,-1,61279.65,61696.533741508036,-1.206492410348398,5514,-1,61279.7,61696.580215650814,-1.2064943187974748,stop,both
5535,5536,1,63816.56,63357.17722929189,-1.1937852739302477,5536,1,63816.600000000006,63357.22113823393,-1.1937870507461346,stop,both
5551,5552,1,64624.37,64120.87654748211,-1.1789927398907603,5552,1,64624.4,64120.90494231852,-1.1789922504396044,stop,both
5679,5687,-1,65234.86,64289.59,3.3986653088767254,5687,-1,65234.899999999994,64289.6,3.3987908337247545,session,both
5820,5831,-1,61204.41,60672.0,1.012416045019576,5831,-1,61204.4,60672.0,1.012395252057549,session,both
5840,5844,-1,57500.0,58127.66860650235,-1.1289523917335669,5844,-1,57500.0,58127.6707602726,-1.128951951652229,stop,both
5893,5903,1,60641.0,62882.01,9.77792381785576,5903,1,60640.99999999999,62882.0,9.777882758034695,session,both
6063,6071,-1,61063.87,60799.99,0.6111655865933682,6071,-1,61063.9,60800.0,0.6112395638918737,session,both
6181,6191,1,63757.57,66206.5,6.4547413426034295,6191,1,63757.6,66206.5,6.454691595857133,session,both
6308,6308,1,70000.0,69435.75679765063,-1.1729839710109977,6308,1,70000.0,69435.75554582912,-1.1729835856791828,stop,both
6374,6374,-1,68036.14,68304.38391811751,-1.355789489701924,6374,-1,68036.09999999999,68304.34540632168,-1.355787310929662,stop,both
6739,6742,-1,69154.44,69585.14559361119,-1.2254851373098143,6742,-1,69154.4,69585.10643135654,-1.2254845700726393,stop,both
6819,6839,-1,68268.62,67314.24,3.167491803863442,6839,-1,68268.6,67314.20000000001,3.1675523522826907,session,both
6853,6858,1,69339.29,68944.06252108484,-1.2449180584063848,6858,1,69339.3,68944.07456047084,-1.2449193612325304,stop,both
6905,6905,-1,65293.39,65554.60072732338,-1.350650198970303,6905,-1,65293.40000000001,65554.60876394846,-1.350652882966997,stop,both
6999,7004,-1,64634.0,64958.716133469476,-1.2793667820695283,7004,-1,64634.0,64958.715173837634,-1.2793676056143959,stop,both
7138,7151,-1,61402.28,60293.3,2.323625686860528,7151,-1,61402.3,60293.299999999996,2.3236703043599594,session,both
7377,7383,-1,57688.46,58124.60410462592,-1.185876970509022,7383,-1,57688.5,58124.64425493222,-1.1858770350902665,stop,both
7395,7407,-1,55766.32,56117.68839058704,-1.2228965609073639,7407,-1,55766.3,56117.669545557364,-1.2228957508473295,stop,both
7473,7473,1,57791.99,57315.027624479706,-1.168933476669387,7473,1,57792.0,57315.041467134106,-1.1689348726876687,stop,both
7517,7517,1,59347.43,59087.11086691923,-1.3184713225866669,7517,1,59347.399999999994,59087.08299770264,-1.3184737737710113,stop,both
7635,7655,1,62482.0,64724.14,5.4066070684784435,7655,1,62482.0,64724.1,5.40650404958022,session,both
7672,7672,1,64878.24,64576.74017688133,-1.3005590026105998,7672,1,64878.200000000004,64576.70095906478,-1.3005595984327276,stop,both
7697,7698,-1,64242.01,64464.142747916994,-1.405587684699294,7698,-1,64242.0,64464.13303864208,-1.4055870917617714,stop,both
7742,7751,1,65135.89,66660.0,7.4104065060291715,7751,1,65135.9,66660.0,7.410372995263556,session,both
7983,7991,-1,68228.01,66784.69,4.6792399667551505,7991,-1,68228.0,66784.7,4.679142754044184,session,both
8036,8036,-1,65256.83,65414.3605712768,-1.5806481412371345,8036,-1,65256.8,65414.33467252949,-1.5806327762775412,stop,both
8056,8058,-1,62907.44,63361.9176867495,-1.1944838062631746,8058,-1,62907.399999999994,63361.87468616999,-1.1944849624633518,stop,both
8086,8087,-1,61987.02,61498.33,0.8413600402744873,8087,-1,61987.00000000001,61498.3,0.8413799032957892,session,both
8127,8135,-1,59586.69,58161.0,7.479367584383933,8135,-1,59586.700000000004,58161.0,7.479397265793644,session,both
8175,8175,1,56132.01,55745.10566671296,-1.2024117442711668,8175,1,56132.0,55745.09457759223,-1.2024111363365164,stop,both
8177,8179,1,56775.51,56341.02181006281,-1.1822410231184668,8179,1,56775.5,56341.01076244137,-1.1822405497973323,stop,both
8199,8199,-1,56085.83,56274.78588944196,-1.416247576907459,8199,-1,56085.8,56274.75515383489,-1.4162489723694744,stop,both
8203,8203,-1,54805.01,55117.21403289319,-1.2464592020479985,8203,-1,54805.0,55117.20221153551,-1.2464605909408313,stop,both
8221,8221,1,57924.63,57447.48138767915,-1.1692564452373815,8221,1,57924.6,57447.453993047784,-1.1692572852301337,stop,both
8223,8231,1,58922.25,61685.99,4.79286683901619,8231,1,58922.3,61686.0,4.792809725074794,session,both
8301,8301,-1,58504.91,58921.023935605095,-1.1975376134312778,8301,-1,58504.899999999994,58921.01557241378,-1.1975368055174547,stop,both
8319,8319,1,60299.99,60014.5825046987,-1.2950875577544863,8319,1,60300.0,60014.59368722583,-1.2950888323472158,stop,both
8345,8346,1,61157.6,60892.723375967376,-1.3225472488378358,8346,1,61157.6,60892.723041135665,-1.3225468402200942,stop,both
8366,8375,-1,59611.93,58683.39,3.2776529541389454,8375,-1,59611.9,58683.4,3.2775009574856875,session,both
8395,8399,-1,57872.82,57541.06,0.9785898423415946,8399,-1,57872.8,57541.100000000006,0.9783588925065457,session,both
8512,8514,-1,58825.53,59209.59006893462,-1.215134534234327,8514,-1,58825.5,59209.562162580565,-1.2151332559256527,stop,both
8540,8540,1,61570.0,61240.339238482724,-1.2607748555553646,8540,1,61570.0,61240.3421892293,-1.2607771960005305,stop,both
8586,8586,1,62999.88,62706.406363511785,-1.2998374965036812,8586,1,62999.9,62706.42616307623,-1.2998373866526753,stop,both
8588,8591,1,63628.84,64037.24,0.6701021210965936,8591,1,63628.8,64037.2,0.6701060869966343,session,both
8686,8687,-1,60419.99,59415.0,2.6086822806545116,8687,-1,60420.0,59415.00000000001,2.6087070060515245,session,both
8751,8753,-1,58462.89,58732.04436823909,-1.3047933221165242,8753,-1,58462.899999999994,58732.05299572378,-1.3047949248211124,stop,both
8847,8847,-1,57672.84,57914.741941837885,-1.3344797761628138,8847,-1,57672.8,57914.70412419308,-1.3344765334482545,stop,both
8872,8873,1,58134.0,57832.029860851166,-1.2688220137640265,8873,1,58134.0,57832.032192825434,-1.2688240951726766,stop,both
8896,8896,-1,55976.01,56320.25487939138,-1.2283472903200485,8896,-1,55976.0,56320.24770750527,-1.2283453794504846,stop,both
8912,8914,-1,55804.28,55984.664796511664,-1.4338074098861004,8914,-1,55804.3,55984.686174917864,-1.4338042555538033,stop,both
8917,8917,1,56873.99,56705.05954845895,-1.470639449303811,8917,1,56874.0,56705.06879600243,-1.4706374327287761,stop,both
8919,8919,-1,54734.0,54991.63722784937,-1.2981244081092056,8919,-1,54734.0,54991.64228934017,-1.2981185650820137,stop,both
8921,8927,-1,54074.0,53962.97,0.08112421005956513,8927,-1,54074.0,53963.0,0.08105481634237797,session,both
8993,8999,1,56430.11,57042.0,2.281206555969056,8999,1,56430.1,57042.0,2.281295285907828,session,both
9038,9038,-1,55740.01,55975.61054981176,-1.3319216973277468,9038,-1,55740.0,55975.60033952818,-1.3319219335348746,stop,both
9088,9088,1,59666.01,59432.71607728267,-1.3573565366943252,9088,1,59666.0,59432.70305725292,-1.3573518416418222,stop,both
9183,9187,1,60265.99,59875.03402224072,-1.215110451303418,9187,1,60266.0,59875.04093769649,-1.2151087844361044,stop,both
9229,9239,1,62924.06,62947.99,-0.11896428272474525,9239,1,62924.1,62948.0,-0.1190204498581601,session,both
9316,9316,1,64354.0,64078.91694618596,-1.326821447616691,9316,1,64354.0,64078.91436634296,-1.3268183760134962,stop,both
9400,9403,1,65229.03,64887.17173221754,-1.2664301255703894,9403,1,65228.99999999999,64887.14245197897,-1.2664305651393353,stop,both
9423,9423,1,66242.65,66057.90495981084,-1.50128754946303,9423,1,66242.7,66057.95388467993,-1.50128500704234,stop,both
9518,9518,-1,62866.8,63015.01188454489,-1.59453577956831,9518,-1,62866.8,63015.01089456932,-1.5945397460980009,stop,both
9525,9527,-1,60809.03,60805.78,-0.17920098677558077,9527,-1,60808.99999999999,60805.799999999996,-0.17930947563524194,session,both
9548,9548,-1,60190.01,60402.444292399545,-1.3973686030215715,9548,-1,60190.0,60402.43663013782,-1.3973641720184125,stop,both
9739,9740,-1,59502.0,59790.03764149305,-1.2899080339506903,9740,-1,59502.0,59790.040214976,-1.2899054500339064,stop,both
9820,9821,1,64300.0,64033.77444713206,-1.337434333952001,9821,1,64300.0,64033.77317444487,-1.337432717513681,stop,both
9831,9839,1,65922.0,66083.99,0.13049643325447915,9839,1,65922.0,66084.0,0.13051529664432557,session,both
9854,9854,1,67658.0,67416.95065977656,-1.3922535750323601,9854,1,67658.0,67416.94795257921,-1.3922491618656583,stop,both
9857,9857,1,66868.21,66627.96713391035,-1.388970234641048,9857,1,66868.2,66627.95452316306,-1.3889659418214235,stop,both
9876,9877,1,67894.73,67566.22112967669,-1.2886456785700966,9877,1,67894.7,67566.19013429117,-1.2886446740021251,stop,both
9927,9934,1,68426.99,68217.39953533268,-1.456371299269529,9934,1,68427.0,68217.40819285986,-1.4563684384430409,stop,both
9998,9998,-1,67312.01,67592.53658098458,-1.336628287684,9998,-1,67312.0,67592.52778549197,-1.3366267953965314,stop,both
10172,10175,1,69629.99,69962.21,0.8716716748264035,10175,1,69630.0,69962.20000000001,0.8716014474181355,session,both
10179,10199,1,71190.05,72736.42,3.1677323808100066,10199,1,71190.09999999999,72736.4,3.167562419832696,session,both
10221,10221,1,72857.14,72735.26163176961,-1.8361999148985868,10221,1,72857.1,72735.21995905225,-1.8361879695709453,stop,both
10239,10239,-1,70752.01,71015.0844343278,-1.3772201063839589,10239,-1,70752.0,71015.07670792984,-1.3772167991475037,stop,both
10262,10262,1,71200.43,70919.98515854712,-1.3547374595859647,10262,1,71200.4,70919.95546841681,-1.3547377025548317,stop,both
10299,10300,-1,68214.91,68459.23912095964,-1.3915697973655758,10300,-1,68214.9,68459.22965783262,-1.3915688811958653,stop,both
10337,10337,-1,67756.0,67929.59112631175,-1.5471472868829534,10337,-1,67756.0,67929.59494379493,-1.5471352700966652,stop,both
10342,10342,-1,67120.56,67428.3356363644,-1.3060158629123393,10342,-1,67120.6,67428.37540159484,-1.3060162777566546,stop,both
10359,10359,1,69964.01,69588.52034187464,-1.2601583535669496,10359,1,69964.0,69588.51104759057,-1.2601588065546783,stop,both
10361,10363,1,70191.98,69722.38029263874,-1.2085607181384137,10363,1,70192.0,69722.40149438339,-1.2085613132807227,stop,both
10371,10391,1,73077.05,75571.99,3.94784990235907,10391,1,73077.1,75572.0,3.947785751099143,session,both
10408,10408,1,76059.68,75808.50955962547,-1.4232493781243676,10408,1,76059.7,75808.52824556819,-1.423247271622504,stop,both
10410,10410,1,76257.9,76020.39551455918,-1.4488117631225137,10410,1,76257.90000000001,76020.3941446981,-1.448809170476185,stop,both
10412,10413,1,76530.4,76249.34248173636,-1.3805122182745069,10413,1,76530.4,76249.34073962212,-1.3805098553733632,stop,both
10432,10432,1,76427.72,76324.70404790976,-2.037962516134024,10432,1,76427.7,76324.68330939444,-2.037954798276324,stop,both
10436,10436,1,76912.58,76751.54847822915,-1.6679741255120402,10436,1,76912.6,76751.566206723,-1.6679648672231082,stop,both
10469,10470,1,79122.02,78701.80791337493,-1.2629069535497062,10470,1,79122.0,78701.7925116507,-1.2629097715324966,stop,both
10499,10501,1,81984.19,81593.6648656584,-1.2932064759391246,10501,1,81984.2,81593.67704322068,-1.293208150615727,stop,both
10503,10511,1,82484.91,88647.99,13.271996553942063,10511,1,82484.9,88648.0,13.272114512613133,session,both
10533,10533,1,89472.01,88972.39268213711,-1.2500135151675758,10533,1,89472.0,88972.38303894171,-1.2500136661947432,stop,both
10550,10550,1,89152.0,88719.54718407894,-1.2879159955604969,10550,1,89152.0,88719.54730533836,-1.2879160764882362,stop,both
10552,10552,1,92540.0,91725.37876523197,-1.1583383290669937,10552,1,92540.0,91725.38260482342,-1.1583390786731407,stop,both
10555,10555,1,92824.0,91815.0556621359,-1.128101555371344,10555,1,92824.0,91815.05825957992,-1.128101886961179,stop,both
10575,10575,-1,88720.03,89273.01115993391,-1.2253153232685874,10575,-1,88720.0,89272.9793299374,-1.225315990644822,stop,both
10581,10581,-1,87612.67,88073.64519024057,-1.2667831658553788,10581,-1,87612.7,88073.6746430324,-1.266783572825453,stop,both
10605,10607,1,91447.99,90919.76311621518,-1.2416715829884701,10607,1,91448.0,90919.7731129952,-1.2416716080147765,stop,both
10672,10672,1,92309.51,91886.00156111829,-1.3044493243942017,10672,1,92309.5,91885.99295074161,-1.3044502926015027,stop,both
10698,10700,1,92853.75,92536.07309411142,-1.4085058553528687,10700,1,92853.79999999999,92536.12203798167,-1.408504715284891,stop,both
10718,10718,1,94382.87,94017.6465182654,-1.361094968309357,10718,1,94382.9,94017.67717846805,-1.3610957373138883,stop,both
10720,10720,1,94739.98,94316.82149348735,-1.3127427642565712,10720,1,94740.0,94316.84351346291,-1.3127443266731869,stop,both
10732,10751,1,95798.12,98317.12,6.480819509872776,10751,1,95798.09999999999,98317.1,6.480850242939809,session,both
10793,10793,-1,97708.85,97901.87532158781,-1.7093758818727203,10793,-1,97708.9,97901.92098969482,-1.7093921490573494,stop,both
10839,10839,-1,95385.5,95820.89501444495,-1.3074092997613698,10839,-1,95385.5,95820.89464406435,-1.3074095606721845,stop,both
