dist_bps,bars,touch_rate,through_rate,through_given_touch,fwd_touch_bps,fwd_through_bps,fwd_touch_only_bps,adverse_bps,fillrate_q0.0,fwd_q0.0_bps,fillrate_q0.5,fwd_q0.5_bps,fillrate_q2.0,fwd_q2.0_bps,fillrate_q10.0,fwd_q10.0_bps
5,11232,0.6745904558404558,0.6735220797720798,0.9984162597334038,0.09025901816088754,0.06086478575083055,,-0.029394232410056988,1.0,0.09025901816088754,0.9989441731556025,0.06589674742196976,0.9939289956447143,-0.08687998395671774,0.9633100171571862,-0.505093175533344
10,11232,0.45388176638176636,0.4530804843304843,0.9982346018046293,0.27350532796190696,0.21670086142978462,,-0.056804466532122344,1.0,0.27350532796190696,0.9992153785798352,0.22266973866817316,0.993919183993723,0.15970998113520746,0.9668497449980384,-0.23332491143974907
15,11232,0.3074252136752137,0.3068019943019943,0.9979727772951057,1.3344207268203119,1.3388700888682334,,0.004449362047921568,1.0,1.3344207268203119,0.9991311902693311,1.2556640301091373,0.9959455545902114,1.1780749150737968,0.9606139588763394,0.8825481825166404
20,11232,0.21153846153846154,0.21109330484330485,0.997895622895623,2.342121918226975,2.263568817161685,,-0.07855310106529023,1.0,2.342121918226975,0.9974747474747475,2.2172391516389873,0.9924242424242424,2.1187245047021994,0.9642255892255892,1.6621773974518619
30,11232,0.10487891737891739,0.1047008547008547,0.99830220713073,4.601465536567117,4.576055971008279,,-0.025409565558837777,1.0,4.601465536567117,0.9974533106960951,4.530248952462004,0.9915110356536503,4.533825431360742,0.9796264855687606,4.371031763237229
40,11232,0.0584045584045584,0.0584045584045584,1.0,8.07274060237396,8.07274060237396,,0.0,1.0,8.07274060237396,1.0,8.07274060237396,0.9939024390243902,7.733032565631461,0.9710365853658537,7.426529104396633
60,11232,0.020922364672364673,0.020922364672364673,1.0,18.2870728244837,18.2870728244837,,0.0,1.0,18.2870728244837,1.0,18.2870728244837,1.0,18.2870728244837,0.9617021276595744,16.686038757211914
80,11232,0.008992165242165243,0.008992165242165243,1.0,26.062589378576085,26.062589378576085,,0.0,1.0,26.062589378576085,1.0,26.062589378576085,0.9900990099009901,25.506069830123238,0.9603960396039604,25.43175411338702
