symbol,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
SOLUSDT,dcrowd,48,288,0.02,8640,576,1.5,True,610,0.352,77.09,0.3918,355.7,1.4599,1.3436,-36.59,185.0,1.2399,-42.66,136.5,1.1468
SOLUSDT,dcrowd,48,288,0.02,8640,576,2.0,True,543,0.313,94.63,0.4604,416.2,1.542,1.4345,-34.15,225.7,1.3364,-39.77,182.8,1.2465
SOLUSDT,dcrowd,48,288,0.02,8640,576,3.0,True,488,0.281,72.69,0.5143,476.3,1.4205,1.3359,-40.16,182.0,1.2569,-45.19,144.1,1.183
SOLUSDT,dcrowd,48,288,0.02,8640,864,0.0,True,331,0.191,47.92,0.4985,864.0,1.1537,1.1036,-74.87,57.1,1.0557,-77.04,31.4,1.01
SOLUSDT,dcrowd,48,288,0.02,8640,864,1.0,True,653,0.377,51.83,0.2557,351.2,1.452,1.3153,-36.13,163.7,1.1982,-43.67,111.0,1.0971
SOLUSDT,dcrowd,48,288,0.02,8640,864,1.5,True,541,0.312,62.4,0.342,470.7,1.4178,1.3151,-32.73,169.3,1.2228,-39.29,126.3,1.1397
SOLUSDT,dcrowd,48,288,0.02,8640,864,2.0,True,480,0.277,86.7,0.4,556.4,1.4649,1.3734,-33.86,201.7,1.2896,-36.8,163.4,1.2126
SOLUSDT,dcrowd,48,288,0.02,8640,864,3.0,True,418,0.241,76.86,0.4474,665.0,1.3816,1.3096,-46.24,173.3,1.2422,-52.95,140.3,1.1791
SOLUSDT,dcrowd,48,288,0.05,8640,288,0.0,True,932,0.537,8.62,0.5322,288.0,1.0423,0.9616,-102.07,-37.6,0.8869,-164.44,-115.2,0.8179
SOLUSDT,dcrowd,48,288,0.05,8640,288,1.0,True,1517,0.875,25.54,0.3336,157.5,1.2584,1.111,-49.42,116.5,0.9872,-81.86,-14.6,0.8819
SOLUSDT,dcrowd,48,288,0.05,8640,288,1.5,True,1289,0.743,23.02,0.4104,196.3,1.2091,1.0898,-65.26,95.5,0.9851,-121.71,-16.9,0.8928
SOLUSDT,dcrowd,48,288,0.05,8640,288,2.0,True,1186,0.684,22.61,0.457,221.7,1.1908,1.0855,-58.2,91.5,0.9909,-96.6,-10.3,0.9056
SOLUSDT,dcrowd,48,288,0.05,8640,288,3.0,True,1054,0.608,19.05,0.5028,253.6,1.1381,1.0465,-59.97,48.6,0.9625,-91.45,-41.0,0.8855
SOLUSDT,dcrowd,48,288,0.05,8640,576,0.0,True,579,0.334,44.82,0.5268,576.0,1.2133,1.1466,-69.59,113.5,1.0835,-71.7,66.5,1.0239
SOLUSDT,dcrowd,48,288,0.05,8640,576,1.0,True,1179,0.68,24.0,0.2672,255.1,1.2097,1.0817,-53.62,74.9,0.9736,-93.71,-26.3,0.881
SOLUSDT,dcrowd,48,288,0.05,8640,576,1.5,True,948,0.547,21.68,0.3555,337.4,1.2042,1.1039,-42.17,93.9,1.0149,-52.81,14.2,0.9353
SOLUSDT,dcrowd,48,288,0.05,8640,576,2.0,True,824,0.475,41.0,0.4126,395.5,1.2602,1.1682,-42.21,147.6,1.0847,-45.96,78.0,1.0087
SOLUSDT,dcrowd,48,288,0.05,8640,576,3.0,True,722,0.416,28.16,0.4612,459.0,1.2063,1.1319,-47.07,118.3,1.0628,-50.99,58.4,0.9985
SOLUSDT,dcrowd,48,288,0.05,8640,864,0.0,True,434,0.25,-29.1,0.4885,864.0,0.9622,0.9162,-116.69,-62.1,0.8724,-131.69,-96.8,0.8307
SOLUSDT,dcrowd,48,288,0.05,8640,864,1.0,True,1021,0.589,11.31,0.2233,328.7,1.258,1.1357,-53.91,115.6,1.0315,-64.3,29.0,0.9418
SOLUSDT,dcrowd,48,288,0.05,8640,864,1.5,True,810,0.467,12.3,0.2926,435.1,1.1663,1.0784,-52.13,68.5,1.0,-73.57,-0.0,0.9296
SOLUSDT,dcrowd,48,288,0.05,8640,864,2.0,True,675,0.389,18.22,0.3659,538.0,1.2627,1.1823,-43.74,146.9,1.1088,-46.86,91.6,1.0414
SOLUSDT,dcrowd,48,288,0.05,8640,864,3.0,True,570,0.329,-9.3,0.4,643.2,1.1012,1.0427,-78.37,36.1,0.988,-90.74,-10.4,0.9369
SOLUSDT,dcrowd,48,288,0.1,8640,288,0.0,True,1236,0.713,26.17,0.5178,288.0,1.0605,0.9763,-141.43,-30.9,0.8988,-177.75,-137.3,0.8276
SOLUSDT,dcrowd,48,288,0.1,8640,288,1.0,True,2096,1.209,26.74,0.3368,157.5,1.2959,1.1368,-55.28,198.1,1.0044,-77.16,6.9,0.8926
SOLUSDT,dcrowd,48,288,0.1,8640,288,1.5,True,1720,0.992,25.17,0.4267,198.5,1.2652,1.1362,-54.68,190.9,1.0233,-90.79,35.0,0.9241
SOLUSDT,dcrowd,48,288,0.1,8640,288,2.0,True,1557,0.898,40.45,0.4772,224.7,1.2824,1.1622,-49.62,222.3,1.0551,-62.61,80.0,0.9595
SOLUSDT,dcrowd,48,288,0.1,8640,288,3.0,True,1384,0.798,38.77,0.5173,255.8,1.2284,1.1229,-54.88,161.5,1.027,-76.1,37.2,0.9398
SOLUSDT,dcrowd,48,288,0.1,8640,576,0.0,True,705,0.407,49.1,0.4979,576.0,1.0865,1.0231,-100.89,22.9,0.9636,-137.47,-37.2,0.9078
SOLUSDT,dcrowd,48,288,0.1,8640,576,1.0,True,1522,0.878,26.46,0.2622,248.0,1.2825,1.1427,-77.26,173.5,1.0255,-107.79,33.7,0.9259
SOLUSDT,dcrowd,48,288,0.1,8640,576,1.5,True,1142,0.659,48.39,0.3546,343.8,1.3295,1.2153,-45.88,231.5,1.1147,-58.76,131.2,1.0254
SOLUSDT,dcrowd,48,288,0.1,8640,576,2.0,True,986,0.569,55.82,0.4168,402.5,1.2803,1.1817,-44.62,187.2,1.093,-57.37,100.8,1.0126
SOLUSDT,dcrowd,48,288,0.1,8640,576,3.0,True,869,0.501,36.07,0.4787,463.1,1.2218,1.1409,-55.87,145.2,1.066,-66.47,70.7,0.9966
SOLUSDT,dcrowd,48,288,0.1,8640,864,0.0,True,494,0.285,7.19,0.504,864.0,0.9509,0.9082,-271.95,-88.6,0.8673,-287.48,-130.9,0.8283
SOLUSDT,dcrowd,48,288,0.1,8640,864,1.0,True,1233,0.711,28.27,0.232,330.4,1.2821,1.1493,-53.57,153.0,1.0376,-72.18,41.8,0.9423
SOLUSDT,dcrowd,48,288,0.1,8640,864,1.5,True,919,0.53,48.26,0.3254,456.4,1.3914,1.282,-33.34,267.5,1.1851,-45.23,186.1,1.0985
SOLUSDT,dcrowd,48,288,0.1,8640,864,2.0,True,799,0.461,14.54,0.3617,533.2,1.1691,1.0921,-55.31,90.1,1.0218,-72.24,22.3,0.9576
SOLUSDT,dcrowd,48,288,0.1,8640,864,3.0,True,650,0.375,35.85,0.4385,659.1,1.2192,1.152,-47.6,136.2,1.0893,-54.16,82.8,1.0307
SOLUSDT,dcrowd,144,288,0.02,8640,288,0.0,True,368,0.212,58.53,0.587,288.0,1.5653,1.4401,-31.42,108.1,1.3247,-32.69,83.4,1.2187
SOLUSDT,dcrowd,144,288,0.02,8640,288,1.0,True,499,0.288,44.49,0.3968,179.8,1.2816,1.1462,-38.88,44.2,1.0293,-48.58,9.5,0.9277
SOLUSDT,dcrowd,144,288,0.02,8640,288,1.5,True,444,0.256,54.61,0.491,220.9,1.3648,1.2424,-38.88,72.2,1.1327,-47.19,41.8,1.0343
SOLUSDT,dcrowd,144,288,0.02,8640,288,2.0,True,416,0.24,75.66,0.5457,246.7,1.533,1.4024,-29.22,110.6,1.284,-36.73,82.2,1.1768
SOLUSDT,dcrowd,144,288,0.02,8640,288,3.0,True,391,0.225,73.87,0.5627,267.1,1.4723,1.3568,-37.87,99.7,1.2506,-44.56,73.2,1.1531
SOLUSDT,dcrowd,144,288,0.02,8640,576,0.0,True,287,0.166,25.03,0.5505,576.0,1.2894,1.218,-71.94,68.1,1.1503,-75.96,48.4,1.0864
SOLUSDT,dcrowd,144,288,0.02,8640,576,1.0,True,476,0.275,24.84,0.2962,288.4,1.1389,1.0315,-53.81,10.9,0.9387,-72.11,-22.7,0.8577
SOLUSDT,dcrowd,144,288,0.02,8640,576,1.5,True,404,0.233,25.98,0.3936,369.5,1.2143,1.1237,-55.66,42.6,1.0417,-62.4,15.1,0.9674
SOLUSDT,dcrowd,144,288,0.02,8640,576,2.0,True,377,0.217,23.66,0.4456,425.8,1.1856,1.1061,-57.93,37.9,1.0329,-64.27,12.3,0.9655
SOLUSDT,dcrowd,144,288,0.02,8640,576,3.0,True,328,0.189,52.67,0.5335,497.3,1.403,1.3204,-45.68,103.8,1.2426,-51.47,81.3,1.1698
SOLUSDT,dcrowd,144,288,0.02,8640,864,0.0,True,239,0.138,-22.99,0.5105,864.0,1.0536,1.0051,-70.27,1.8,0.9588,-73.18,-14.4,0.9146
SOLUSDT,dcrowd,144,288,0.02,8640,864,1.0,True,437,0.252,12.13,0.2586,376.7,1.1292,1.0301,-66.49,10.4,0.944,-79.01,-20.6,0.8685
SOLUSDT,dcrowd,144,288,0.02,8640,864,1.5,True,378,0.218,33.73,0.3386,495.5,1.2692,1.1842,-76.66,68.5,1.1072,-85.56,41.9,1.0371
SOLUSDT,dcrowd,144,288,0.02,8640,864,2.0,True,335,0.193,50.1,0.4239,584.5,1.2416,1.1667,-42.81,59.4,1.0975,-48.54,36.1,1.0333
SOLUSDT,dcrowd,144,288,0.02,8640,864,3.0,True,286,0.165,64.27,0.4825,705.4,1.2407,1.1769,-32.91,60.6,1.1168,-38.01,41.2,1.0601
SOLUSDT,dcrowd,144,288,0.05,8640,288,0.0,True,639,0.369,26.21,0.5462,288.0,1.1989,1.1111,-75.24,63.4,1.0294,-85.27,17.4,0.9537
SOLUSDT,dcrowd,144,288,0.05,8640,288,1.0,True,934,0.539,23.48,0.3512,168.1,1.2382,1.1058,-39.53,65.4,0.9923,-57.46,-5.1,0.8941
SOLUSDT,dcrowd,144,288,0.05,8640,288,1.5,True,791,0.456,34.51,0.4475,213.7,1.2817,1.1652,-32.59,97.4,1.0614,-48.26,38.3,0.9686
SOLUSDT,dcrowd,144,288,0.05,8640,288,2.0,True,738,0.426,38.73,0.5027,237.2,1.3047,1.1956,-31.44,113.2,1.0965,-34.16,58.7,1.0065
SOLUSDT,dcrowd,144,288,0.05,8640,288,3.0,True,688,0.397,45.3,0.5349,265.3,1.3503,1.2449,-34.17,136.1,1.1477,-36.05,85.8,1.0585
SOLUSDT,dcrowd,144,288,0.05,8640,576,0.0,True,433,0.25,68.16,0.545,576.0,1.3445,1.2724,-75.99,137.9,1.2042,-81.64,106.3,1.1396
SOLUSDT,dcrowd,144,288,0.05,8640,576,1.0,True,799,0.461,33.6,0.2904,271.8,1.2897,1.1632,-32.39,97.6,1.0547,-44.54,35.2,0.9606
SOLUSDT,dcrowd,144,288,0.05,8640,576,1.5,True,661,0.381,38.09,0.3737,350.9,1.3158,1.2144,-35.56,128.8,1.1235,-43.68,78.3,1.0415
SOLUSDT,dcrowd,144,288,0.05,8640,576,2.0,True,576,0.332,61.57,0.4497,419.1,1.4266,1.3308,-37.96,185.0,1.2428,-40.84,141.8,1.1619
SOLUSDT,dcrowd,144,288,0.05,8640,576,3.0,True,507,0.292,58.98,0.5148,483.4,1.4436,1.3604,-45.01,194.6,1.2825,-53.72,157.6,1.2093
SOLUSDT,dcrowd,144,288,0.05,8640,864,0.0,True,343,0.198,56.69,0.4985,864.0,1.3478,1.2861,-49.97,138.8,1.2273,-51.34,113.1,1.1714
SOLUSDT,dcrowd,144,288,0.05,8640,864,1.0,True,735,0.424,24.89,0.2435,340.8,1.3417,1.2178,-50.76,129.4,1.1113,-66.95,71.1,1.0187
SOLUSDT,dcrowd,144,288,0.05,8640,864,1.5,True,587,0.339,40.96,0.3186,465.7,1.3762,1.28,-44.51,166.1,1.1934,-53.03,120.9,1.1152
SOLUSDT,dcrowd,144,288,0.05,8640,864,2.0,True,515,0.297,38.8,0.3689,551.2,1.3309,1.2517,-65.81,151.9,1.1789,-73.69,112.5,1.1119
SOLUSDT,dcrowd,144,288,0.05,8640,864,3.0,True,436,0.251,31.37,0.4151,673.0,1.2581,1.194,-49.41,113.5,1.134,-55.92,81.0,1.0777
SOLUSDT,dcrowd,144,288,0.1,8640,288,0.0,True,967,0.558,23.33,0.5419,288.0,1.1897,1.0938,-89.92,80.7,1.0054,-112.48,4.9,0.9241
SOLUSDT,dcrowd,144,288,0.1,8640,288,1.0,True,1504,0.867,21.72,0.3411,163.4,1.1838,1.0463,-54.71,47.2,0.9301,-113.66,-77.3,0.8309
SOLUSDT,dcrowd,144,288,0.1,8640,288,1.5,True,1249,0.72,29.57,0.4259,207.1,1.2005,1.0843,-50.07,83.1,0.9818,-82.72,-19.1,0.8908
SOLUSDT,dcrowd,144,288,0.1,8640,288,2.0,True,1145,0.66,31.4,0.4751,233.9,1.208,1.1001,-52.66,95.9,1.003,-82.44,3.1,0.9156
SOLUSDT,dcrowd,144,288,0.1,8640,288,3.0,True,1046,0.603,34.48,0.5134,261.3,1.2435,1.1414,-50.29,129.6,1.048,-64.51,46.0,0.9625
SOLUSDT,dcrowd,144,288,0.1,8640,576,0.0,True,592,0.341,48.41,0.549,576.0,1.1669,1.1027,-116.82,77.5,1.0419,-132.42,32.5,0.9844
SOLUSDT,dcrowd,144,288,0.1,8640,576,1.0,True,1169,0.674,22.86,0.2763,265.3,1.2247,1.1,-42.96,89.7,0.9936,-75.26,-6.2,0.902
SOLUSDT,dcrowd,144,288,0.1,8640,576,1.5,True,934,0.539,26.1,0.364,345.9,1.2213,1.121,-80.08,104.9,1.0317,-105.54,29.1,0.9518
SOLUSDT,dcrowd,144,288,0.1,8640,576,2.0,True,817,0.471,25.33,0.4186,406.3,1.2224,1.1361,-77.23,115.1,1.0574,-98.33,50.8,0.9853
SOLUSDT,dcrowd,144,288,0.1,8640,576,3.0,True,718,0.414,21.71,0.4749,469.8,1.1832,1.1118,-124.18,95.9,1.0453,-135.68,40.2,0.9831
SOLUSDT,dcrowd,144,288,0.1,8640,864,0.0,True,437,0.252,62.97,0.5469,864.0,1.3227,1.2605,-55.57,160.4,1.2013,-61.02,127.0,1.1448
SOLUSDT,dcrowd,144,288,0.1,8640,864,1.0,True,1036,0.597,16.51,0.2249,336.4,1.2609,1.1398,-60.3,120.2,1.0364,-69.37,33.8,0.9472
SOLUSDT,dcrowd,144,288,0.1,8640,864,1.5,True,765,0.441,53.07,0.3216,472.5,1.3877,1.2852,-49.62,221.3,1.1936,-55.68,158.7,1.1113
SOLUSDT,dcrowd,144,288,0.1,8640,864,2.0,True,689,0.397,29.78,0.3527,543.6,1.2005,1.1251,-98.85,104.4,1.0562,-113.91,48.9,0.9928
SOLUSDT,dcrowd,144,288,0.1,8640,864,3.0,True,575,0.332,33.51,0.4348,659.3,1.2147,1.1509,-100.14,120.1,1.0912,-114.26,74.9,1.0351
