symbol,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,crowd_z,0,864,0.02,8640,288,0.0,True,498,0.227,56.61,0.5542,288.0,1.6907,1.469,-51.33,231.0,1.2781,-58.42,148.1,1.1135
BTCUSDT,crowd_z,0,864,0.02,8640,288,1.0,True,702,0.321,37.05,0.3348,157.5,1.6458,1.3063,-38.29,164.0,1.064,-97.68,40.0,0.8829
BTCUSDT,crowd_z,0,864,0.02,8640,288,1.5,True,603,0.275,39.6,0.4146,198.6,1.5533,1.2875,-46.48,154.3,1.0813,-84.1,49.2,0.9173
BTCUSDT,crowd_z,0,864,0.02,8640,288,2.0,True,564,0.258,49.09,0.4645,226.7,1.6394,1.3837,-39.78,200.1,1.1778,-76.61,103.1,1.0095
BTCUSDT,crowd_z,0,864,0.02,8640,288,3.0,True,528,0.241,51.5,0.517,255.6,1.6667,1.4338,-42.64,224.2,1.2385,-68.35,134.6,1.0734
BTCUSDT,crowd_z,0,864,0.02,8640,576,0.0,True,419,0.191,55.23,0.5179,576.0,1.2883,1.1646,-93.74,98.8,1.0538,-105.08,34.2,0.9545
BTCUSDT,crowd_z,0,864,0.02,8640,576,1.0,True,649,0.296,31.47,0.2681,262.9,1.4401,1.1762,-39.37,96.5,0.9823,-63.87,-11.2,0.8341
BTCUSDT,crowd_z,0,864,0.02,8640,576,1.5,True,562,0.257,41.29,0.3488,346.1,1.3744,1.1721,-51.07,99.4,1.0113,-66.09,7.3,0.8806
BTCUSDT,crowd_z,0,864,0.02,8640,576,2.0,True,521,0.238,47.76,0.4127,402.0,1.3202,1.1479,-58.32,85.9,1.0047,-83.94,3.0,0.8842
BTCUSDT,crowd_z,0,864,0.02,8640,576,3.0,True,472,0.216,54.63,0.4831,474.6,1.479,1.3166,-34.97,181.3,1.1753,-41.97,107.6,1.0517
BTCUSDT,crowd_z,0,864,0.02,8640,864,0.0,True,373,0.17,72.32,0.5282,864.0,1.4296,1.3235,-66.59,183.9,1.2258,-76.02,134.0,1.1358
BTCUSDT,crowd_z,0,864,0.02,8640,864,1.0,True,604,0.276,46.93,0.2533,368.5,1.659,1.4034,-37.83,205.9,1.2074,-48.33,119.9,1.0526
BTCUSDT,crowd_z,0,864,0.02,8640,864,1.5,True,510,0.233,60.09,0.3451,497.6,1.5633,1.3738,-42.53,194.5,1.217,-55.96,123.7,1.0854
BTCUSDT,crowd_z,0,864,0.02,8640,864,2.0,True,468,0.214,56.64,0.3974,574.8,1.5344,1.3791,-44.66,209.5,1.245,-52.74,145.6,1.1283
BTCUSDT,crowd_z,0,864,0.02,8640,864,3.0,True,428,0.195,64.62,0.4556,680.0,1.5474,1.4166,-47.77,243.0,1.2997,-54.75,184.9,1.1947
BTCUSDT,crowd_z,0,864,0.05,8640,288,0.0,True,748,0.342,41.38,0.5321,288.0,1.3971,1.2231,-93.82,183.7,1.0718,-143.46,63.6,0.9407
BTCUSDT,crowd_z,0,864,0.05,8640,288,1.0,True,1143,0.522,32.58,0.3281,158.0,1.5138,1.1965,-66.51,170.7,0.9706,-191.79,-29.9,0.8025
BTCUSDT,crowd_z,0,864,0.05,8640,288,1.5,True,959,0.438,40.56,0.4088,199.1,1.5108,1.2498,-66.62,209.6,1.0477,-150.37,45.2,0.8876
BTCUSDT,crowd_z,0,864,0.05,8640,288,2.0,True,890,0.406,41.64,0.4573,223.9,1.4845,1.2539,-66.67,214.0,1.0675,-138.01,63.2,0.915
BTCUSDT,crowd_z,0,864,0.05,8640,288,3.0,True,825,0.377,44.24,0.5006,252.5,1.4767,1.2692,-71.02,225.4,1.0953,-135.6,87.3,0.9491
BTCUSDT,crowd_z,0,864,0.05,8640,576,0.0,True,556,0.254,47.88,0.5018,576.0,1.2343,1.1192,-86.88,96.6,1.016,-112.14,13.7,0.9231
BTCUSDT,crowd_z,0,864,0.05,8640,576,1.0,True,1004,0.458,33.37,0.2639,259.3,1.3837,1.129,-77.1,109.8,0.9422,-188.13,-56.8,0.7995
BTCUSDT,crowd_z,0,864,0.05,8640,576,1.5,True,830,0.379,37.82,0.3506,341.1,1.3634,1.1659,-51.19,139.7,1.0076,-114.9,7.1,0.8782
BTCUSDT,crowd_z,0,864,0.05,8640,576,2.0,True,743,0.339,48.99,0.4065,399.0,1.3576,1.1861,-55.11,155.9,1.0428,-132.11,39.2,0.9217
BTCUSDT,crowd_z,0,864,0.05,8640,576,3.0,True,679,0.31,50.44,0.4683,468.4,1.3475,1.2001,-55.3,170.9,1.072,-105.65,66.0,0.9601
BTCUSDT,crowd_z,0,864,0.05,8640,864,0.0,True,467,0.213,43.09,0.4732,864.0,1.1959,1.1055,-121.3,82.2,1.0228,-162.83,18.5,0.9468
BTCUSDT,crowd_z,0,864,0.05,8640,864,1.0,True,898,0.41,24.67,0.2216,345.2,1.4149,1.1907,-66.52,151.4,1.02,-134.3,18.0,0.8857
BTCUSDT,crowd_z,0,864,0.05,8640,864,1.5,True,728,0.332,29.16,0.3022,472.3,1.3937,1.2249,-37.79,179.7,1.0854,-82.78,74.8,0.9684
BTCUSDT,crowd_z,0,864,0.05,8640,864,2.0,True,645,0.295,46.3,0.3674,566.5,1.4656,1.3134,-50.15,249.5,1.183,-64.88,157.0,1.07
BTCUSDT,crowd_z,0,864,0.05,8640,864,3.0,True,578,0.264,43.64,0.417,671.5,1.2852,1.1723,-84.54,143.7,1.0719,-116.69,63.5,0.9822
BTCUSDT,crowd_z,0,864,0.1,8640,288,0.0,True,1056,0.482,37.46,0.5303,288.0,1.3889,1.2095,-65.59,235.7,1.0542,-119.09,65.5,0.9195
BTCUSDT,crowd_z,0,864,0.1,8640,288,1.0,True,1679,0.767,30.04,0.3341,155.6,1.4566,1.1384,-110.41,176.7,0.9143,-311.98,-128.7,0.749
BTCUSDT,crowd_z,0,864,0.1,8640,288,1.5,True,1402,0.64,34.17,0.4123,196.3,1.4256,1.1685,-92.19,209.5,0.9712,-241.19,-40.6,0.8158
BTCUSDT,crowd_z,0,864,0.1,8640,288,2.0,True,1264,0.577,41.38,0.4684,225.8,1.5025,1.2571,-75.26,298.8,1.0606,-166.75,78.4,0.9008
BTCUSDT,crowd_z,0,864,0.1,8640,288,3.0,True,1164,0.532,37.05,0.5009,252.2,1.4249,1.2178,-61.34,258.3,1.045,-156.31,58.4,0.8999
BTCUSDT,crowd_z,0,864,0.1,8640,576,0.0,True,700,0.32,37.94,0.5129,576.0,1.308,1.1847,-86.1,177.4,1.0742,-104.43,75.3,0.9749
BTCUSDT,crowd_z,0,864,0.1,8640,576,1.0,True,1342,0.613,25.53,0.263,257.2,1.339,1.0916,-95.41,104.5,0.9099,-239.56,-118.6,0.7712
BTCUSDT,crowd_z,0,864,0.1,8640,576,1.5,True,1085,0.495,26.28,0.3502,337.4,1.3235,1.1308,-53.6,146.5,0.9763,-147.68,-29.5,0.8501
BTCUSDT,crowd_z,0,864,0.1,8640,576,2.0,True,941,0.43,32.6,0.4198,403.8,1.4117,1.2317,-47.04,242.5,1.0813,-92.16,92.9,0.9542
BTCUSDT,crowd_z,0,864,0.1,8640,576,3.0,True,830,0.379,44.24,0.4855,482.7,1.4912,1.3255,-57.87,316.9,1.1818,-73.44,190.1,1.0565
BTCUSDT,crowd_z,0,864,0.1,8640,864,0.0,True,540,0.247,60.46,0.487,864.0,1.4,1.2898,-140.96,239.4,1.1894,-171.1,164.3,1.0981
BTCUSDT,crowd_z,0,864,0.1,8640,864,1.0,True,1189,0.543,28.97,0.2195,344.9,1.4384,1.1985,-86.31,211.9,1.0192,-177.14,23.5,0.8803
BTCUSDT,crowd_z,0,864,0.1,8640,864,1.5,True,932,0.426,42.61,0.3112,463.6,1.49,1.3006,-52.18,306.5,1.1463,-98.68,164.5,1.0182
BTCUSDT,crowd_z,0,864,0.1,8640,864,2.0,True,804,0.367,49.66,0.3619,557.6,1.4785,1.3198,-53.18,317.3,1.185,-70.48,198.8,1.0693
BTCUSDT,crowd_z,0,864,0.1,8640,864,3.0,True,684,0.312,51.68,0.4313,685.2,1.4545,1.3252,-64.25,306.0,1.2106,-80.13,210.6,1.1087
BTCUSDT,crowd_z,0,288,0.02,8640,288,0.0,True,986,0.45,35.48,0.5375,288.0,1.3369,1.1548,-185.93,171.0,0.9978,-244.08,-2.7,0.8627
BTCUSDT,crowd_z,0,288,0.02,8640,288,1.0,True,1379,0.63,29.75,0.3408,155.4,1.5206,1.184,-55.67,194.1,0.948,-182.55,-64.6,0.7743
BTCUSDT,crowd_z,0,288,0.02,8640,288,1.5,True,1220,0.557,31.87,0.4139,195.0,1.4335,1.1687,-72.18,184.0,0.9667,-179.01,-41.3,0.8088
BTCUSDT,crowd_z,0,288,0.02,8640,288,2.0,True,1133,0.517,36.36,0.4643,224.8,1.4916,1.2437,-69.54,261.8,1.0461,-127.71,55.3,0.8862
BTCUSDT,crowd_z,0,288,0.02,8640,288,3.0,True,1072,0.489,36.0,0.5084,250.4,1.432,1.2173,-81.44,240.3,1.0387,-135.97,47.0,0.8894
BTCUSDT,crowd_z,0,288,0.02,8640,576,0.0,True,661,0.302,71.23,0.5703,576.0,1.5961,1.4462,-66.7,392.7,1.3101,-90.7,288.3,1.1874
BTCUSDT,crowd_z,0,288,0.02,8640,576,1.0,True,1123,0.513,26.63,0.2671,254.8,1.4688,1.1966,-68.93,188.0,0.9968,-112.44,-3.6,0.8441
BTCUSDT,crowd_z,0,288,0.02,8640,576,1.5,True,941,0.43,41.72,0.3698,338.5,1.5565,1.329,-46.66,314.1,1.1468,-76.06,156.0,0.9982
BTCUSDT,crowd_z,0,288,0.02,8640,576,2.0,True,861,0.393,55.44,0.4413,397.8,1.5911,1.3865,-44.58,366.1,1.2155,-86.46,223.0,1.0711
BTCUSDT,crowd_z,0,288,0.02,8640,576,3.0,True,783,0.358,65.31,0.507,465.9,1.5957,1.4191,-52.07,398.7,1.2653,-82.37,271.0,1.1311
BTCUSDT,crowd_z,0,288,0.02,8640,864,0.0,True,515,0.235,59.1,0.5146,864.0,1.342,1.2316,-106.04,202.3,1.131,-125.07,120.2,1.0396
BTCUSDT,crowd_z,0,288,0.02,8640,864,1.0,True,989,0.452,27.93,0.2174,334.1,1.4716,1.2087,-71.96,189.4,1.0166,-136.65,17.4,0.8702
BTCUSDT,crowd_z,0,288,0.02,8640,864,1.5,True,819,0.374,41.73,0.3016,448.0,1.4494,1.2513,-56.9,231.3,1.0927,-94.69,94.8,0.9629
BTCUSDT,crowd_z,0,288,0.02,8640,864,2.0,True,735,0.336,41.01,0.3469,532.5,1.3981,1.2369,-53.43,226.0,1.1019,-79.28,105.8,0.9873
BTCUSDT,crowd_z,0,288,0.02,8640,864,3.0,True,642,0.293,50.36,0.419,648.2,1.4155,1.2801,-68.43,265.8,1.1613,-84.05,163.4,1.0566
BTCUSDT,crowd_z,0,288,0.05,8640,288,0.0,True,1327,0.606,37.66,0.5365,288.0,1.4874,1.2794,-91.67,371.9,1.102,-118.49,147.3,0.9506
BTCUSDT,crowd_z,0,288,0.05,8640,288,1.0,True,2088,0.953,21.9,0.329,156.6,1.4178,1.0988,-75.57,159.8,0.8767,-351.45,-235.8,0.7145
BTCUSDT,crowd_z,0,288,0.05,8640,288,1.5,True,1770,0.808,25.45,0.4085,196.1,1.4125,1.1493,-73.17,234.0,0.9487,-210.13,-91.5,0.792
BTCUSDT,crowd_z,0,288,0.05,8640,288,2.0,True,1607,0.734,33.65,0.4624,225.9,1.51,1.2546,-47.01,376.5,1.0519,-101.45,85.9,0.8886
BTCUSDT,crowd_z,0,288,0.05,8640,288,3.0,True,1504,0.687,35.65,0.5066,251.5,1.4673,1.2437,-60.58,363.3,1.0591,-120.2,96.9,0.9056
BTCUSDT,crowd_z,0,288,0.05,8640,576,0.0,True,811,0.37,63.93,0.5425,576.0,1.3963,1.2641,-65.2,308.9,1.1452,-100.66,179.2,1.038
BTCUSDT,crowd_z,0,288,0.05,8640,576,1.0,True,1573,0.718,19.37,0.2537,254.2,1.3896,1.1269,-103.49,171.7,0.9355,-205.93,-101.0,0.7902
BTCUSDT,crowd_z,0,288,0.05,8640,576,1.5,True,1289,0.589,25.17,0.3328,332.8,1.2642,1.0714,-119.27,97.6,0.9189,-258.78,-124.0,0.7955
BTCUSDT,crowd_z,0,288,0.05,8640,576,2.0,True,1134,0.518,39.13,0.4065,392.6,1.3824,1.1988,-93.49,256.0,1.0471,-131.42,66.4,0.9198
BTCUSDT,crowd_z,0,288,0.05,8640,576,3.0,True,998,0.456,55.04,0.482,459.4,1.432,1.2707,-60.96,341.2,1.1313,-75.97,177.9,1.01
BTCUSDT,crowd_z,0,288,0.05,8640,864,0.0,True,590,0.269,56.18,0.4847,864.0,1.3067,1.2002,-119.44,214.7,1.1036,-158.17,116.5,1.0156
BTCUSDT,crowd_z,0,288,0.05,8640,864,1.0,True,1361,0.621,11.98,0.2013,314.1,1.3502,1.1071,-75.54,136.5,0.9298,-177.41,-103.4,0.7949
BTCUSDT,crowd_z,0,288,0.05,8640,864,1.5,True,1065,0.486,17.14,0.2836,434.8,1.3184,1.1364,-48.61,168.0,0.9907,-118.11,-12.8,0.8716
BTCUSDT,crowd_z,0,288,0.05,8640,864,2.0,True,930,0.425,15.02,0.329,513.0,1.3007,1.1484,-72.98,186.4,1.0211,-120.89,28.9,0.9133
BTCUSDT,crowd_z,0,288,0.05,8640,864,3.0,True,782,0.357,34.16,0.3977,635.6,1.3054,1.1771,-73.04,213.1,1.0653,-115.34,84.0,0.9671
BTCUSDT,crowd_z,0,288,0.1,8640,288,0.0,True,1594,0.728,32.47,0.5364,288.0,1.4032,1.2035,-79.31,330.3,1.0334,-155.4,58.9,0.8887
BTCUSDT,crowd_z,0,288,0.1,8640,288,1.0,True,2680,1.224,18.09,0.316,154.1,1.3512,1.0418,-150.86,88.7,0.8282,-518.29,-432.0,0.6729
BTCUSDT,crowd_z,0,288,0.1,8640,288,1.5,True,2259,1.032,18.21,0.3944,193.3,1.3129,1.0642,-74.83,132.7,0.8758,-354.04,-293.0,0.7294
BTCUSDT,crowd_z,0,288,0.1,8640,288,2.0,True,2016,0.921,25.25,0.4524,222.2,1.3891,1.1518,-79.09,293.5,0.9636,-282.25,-78.7,0.8123
BTCUSDT,crowd_z,0,288,0.1,8640,288,3.0,True,1818,0.83,28.37,0.4967,251.5,1.3714,1.1589,-73.11,293.5,0.9839,-240.15,-32.8,0.8386
BTCUSDT,crowd_z,0,288,0.1,8640,576,0.0,True,906,0.414,58.02,0.5276,576.0,1.2786,1.1533,-112.39,211.1,1.0411,-171.42,59.8,0.9406
BTCUSDT,crowd_z,0,288,0.1,8640,576,1.0,True,1881,0.859,20.12,0.2594,253.8,1.4031,1.1398,-99.5,225.9,0.9474,-260.46,-98.4,0.8009
BTCUSDT,crowd_z,0,288,0.1,8640,576,1.5,True,1499,0.684,27.12,0.3369,332.9,1.3265,1.1245,-98.8,196.2,0.9645,-203.44,-62.4,0.8352
BTCUSDT,crowd_z,0,288,0.1,8640,576,2.0,True,1304,0.595,36.91,0.3965,393.3,1.3474,1.1673,-82.78,251.5,1.0187,-156.87,30.9,0.8945
BTCUSDT,crowd_z,0,288,0.1,8640,576,3.0,True,1124,0.513,62.67,0.4822,463.5,1.4631,1.2945,-65.61,413.1,1.1495,-85.56,225.9,1.0238
BTCUSDT,crowd_z,0,288,0.1,8640,864,0.0,True,634,0.289,45.57,0.5237,864.0,1.2283,1.1264,-139.18,152.2,1.0331,-156.57,41.7,0.9478
BTCUSDT,crowd_z,0,288,0.1,8640,864,1.0,True,1533,0.7,20.95,0.2179,329.5,1.3638,1.1188,-72.48,166.4,0.9394,-186.0,-98.0,0.8025
BTCUSDT,crowd_z,0,288,0.1,8640,864,1.5,True,1204,0.55,14.79,0.289,436.1,1.2881,1.1119,-67.86,154.2,0.9701,-135.97,-45.6,0.8538
BTCUSDT,crowd_z,0,288,0.1,8640,864,2.0,True,1034,0.472,23.2,0.3366,519.6,1.2938,1.1456,-63.63,200.2,1.0208,-82.73,31.0,0.9145
BTCUSDT,crowd_z,0,288,0.1,8640,864,3.0,True,844,0.385,21.14,0.4064,642.8,1.2584,1.1367,-94.7,175.6,1.0299,-115.79,41.0,0.9358
BTCUSDT,dcrowd,48,288,0.02,8640,288,0.0,True,773,0.353,27.33,0.5201,288.0,1.2921,1.1281,-132.14,92.0,0.9862,-183.21,-10.7,0.8637
BTCUSDT,dcrowd,48,288,0.02,8640,288,1.0,True,1135,0.518,20.28,0.3374,166.2,1.3126,1.0785,-113.35,62.8,0.9001,-220.69,-90.8,0.7607
BTCUSDT,dcrowd,48,288,0.02,8640,288,1.5,True,996,0.455,27.41,0.4207,208.4,1.3224,1.1202,-111.54,96.7,0.9566,-191.76,-38.7,0.8227
BTCUSDT,dcrowd,48,288,0.02,8640,288,2.0,True,935,0.427,25.17,0.461,233.2,1.3033,1.1193,-107.81,96.4,0.9658,-188.16,-30.2,0.8372
BTCUSDT,dcrowd,48,288,0.02,8640,288,3.0,True,864,0.395,19.63,0.4919,256.0,1.2131,1.0599,-163.88,50.7,0.928,-231.1,-65.8,0.8143
BTCUSDT,dcrowd,48,288,0.02,8640,576,0.0,True,548,0.25,31.73,0.5292,576.0,1.3936,1.2663,-66.92,183.8,1.1509,-87.7,109.6,1.0465
BTCUSDT,dcrowd,48,288,0.02,8640,576,1.0,True,1006,0.459,19.22,0.2624,256.6,1.3451,1.1322,-76.71,109.2,0.9678,-138.43,-30.1,0.8371
BTCUSDT,dcrowd,48,288,0.02,8640,576,1.5,True,845,0.386,28.96,0.3574,344.8,1.3663,1.1889,-65.29,156.6,1.0426,-111.17,38.7,0.92
BTCUSDT,dcrowd,48,288,0.02,8640,576,2.0,True,771,0.352,22.69,0.4034,398.8,1.2899,1.1412,-61.65,120.7,1.0143,-131.19,13.2,0.9051
BTCUSDT,dcrowd,48,288,0.02,8640,576,3.0,True,675,0.308,33.07,0.4756,469.1,1.3152,1.1842,-100.73,152.1,1.068,-141.66,59.7,0.9649
BTCUSDT,dcrowd,48,288,0.02,8640,864,0.0,True,446,0.204,19.49,0.5,864.0,1.2863,1.1869,-64.91,126.3,1.0955,-82.65,67.4,1.0115
BTCUSDT,dcrowd,48,288,0.02,8640,864,1.0,True,931,0.425,21.55,0.246,345.8,1.4128,1.1968,-59.72,156.1,1.0295,-104.5,26.4,0.8965
BTCUSDT,dcrowd,48,288,0.02,8640,864,1.5,True,778,0.355,23.93,0.3123,458.4,1.3263,1.1671,-69.07,140.3,1.0348,-107.21,31.9,0.9232
BTCUSDT,dcrowd,48,288,0.02,8640,864,2.0,True,661,0.302,40.29,0.3933,556.8,1.4303,1.2808,-56.15,214.7,1.1517,-71.07,124.7,1.0394
BTCUSDT,dcrowd,48,288,0.02,8640,864,3.0,True,571,0.261,37.46,0.4571,654.2,1.3081,1.1926,-50.81,149.2,1.0891,-66.55,73.0,0.9963
BTCUSDT,dcrowd,48,288,0.05,8640,288,0.0,True,1191,0.544,38.05,0.5357,288.0,1.3549,1.1784,-133.78,207.0,1.0257,-180.36,32.1,0.8942
BTCUSDT,dcrowd,48,288,0.05,8640,288,1.0,True,1940,0.886,20.56,0.3366,156.9,1.3087,1.0528,-122.63,75.7,0.8643,-361.09,-224.6,0.7207
BTCUSDT,dcrowd,48,288,0.05,8640,288,1.5,True,1644,0.751,21.22,0.4106,197.4,1.2701,1.0627,-102.34,88.9,0.8978,-278.24,-161.9,0.7648
BTCUSDT,dcrowd,48,288,0.05,8640,288,2.0,True,1488,0.679,31.3,0.4556,224.2,1.3174,1.1202,-94.18,165.2,0.9585,-206.48,-62.9,0.8249
BTCUSDT,dcrowd,48,288,0.05,8640,288,3.0,True,1350,0.616,34.05,0.5007,254.1,1.3048,1.1254,-108.3,165.7,0.9734,-202.84,-38.2,0.8445
BTCUSDT,dcrowd,48,288,0.05,8640,576,0.0,True,741,0.338,38.73,0.5358,576.0,1.3272,1.2,-102.07,192.2,1.0851,-123.58,86.2,0.9814
BTCUSDT,dcrowd,48,288,0.05,8640,576,1.0,True,1608,0.734,2.35,0.2407,241.7,1.1727,0.969,-113.24,-43.1,0.8161,-337.47,-292.3,0.6974
BTCUSDT,dcrowd,48,288,0.05,8640,576,1.5,True,1221,0.558,19.05,0.3489,340.5,1.3031,1.1198,-83.99,146.9,0.9714,-146.54,-38.9,0.8491
BTCUSDT,dcrowd,48,288,0.05,8640,576,2.0,True,1071,0.489,25.35,0.4034,401.3,1.343,1.1776,-54.8,208.5,1.0381,-80.3,48.6,0.9195
BTCUSDT,dcrowd,48,288,0.05,8640,576,3.0,True,926,0.423,34.89,0.4806,467.5,1.4093,1.2606,-56.8,290.9,1.1298,-66.07,154.7,1.0146
BTCUSDT,dcrowd,48,288,0.05,8640,864,0.0,True,563,0.257,41.56,0.4991,864.0,1.2983,1.1989,-78.77,176.6,1.1077,-92.56,99.9,1.0239
BTCUSDT,dcrowd,48,288,0.05,8640,864,1.0,True,1345,0.614,17.83,0.2253,331.9,1.3525,1.1312,-56.9,156.9,0.9637,-138.97,-49.4,0.8328
BTCUSDT,dcrowd,48,288,0.05,8640,864,1.5,True,1015,0.463,22.29,0.3123,461.1,1.3658,1.1942,-51.3,214.0,1.0532,-134.26,64.4,0.9355
BTCUSDT,dcrowd,48,288,0.05,8640,864,2.0,True,863,0.394,46.78,0.3986,557.0,1.5121,1.3455,-47.23,349.6,1.2036,-65.36,222.8,1.0814
BTCUSDT,dcrowd,48,288,0.05,8640,864,3.0,True,728,0.332,37.28,0.4505,671.5,1.4102,1.2803,-46.76,269.5,1.1649,-61.33,168.3,1.0621
BTCUSDT,dcrowd,48,288,0.1,8640,288,0.0,True,1570,0.717,13.2,0.5229,288.0,1.1845,1.0251,-203.7,42.0,0.8874,-319.55,-202.5,0.7688
BTCUSDT,dcrowd,48,288,0.1,8640,288,1.0,True,2747,1.254,18.83,0.32,154.4,1.2876,1.017,-176.05,36.1,0.8233,-549.59,-438.3,0.6788
BTCUSDT,dcrowd,48,288,0.1,8640,288,1.5,True,2276,1.039,19.05,0.3985,194.2,1.2506,1.0301,-94.22,62.0,0.8591,-422.11,-327.8,0.7238
BTCUSDT,dcrowd,48,288,0.1,8640,288,2.0,True,2039,0.931,21.36,0.4414,220.0,1.2613,1.0591,-142.53,117.1,0.8962,-312.97,-228.4,0.7633
BTCUSDT,dcrowd,48,288,0.1,8640,288,3.0,True,1792,0.818,23.78,0.4911,252.2,1.2947,1.1049,-135.38,190.3,0.9467,-248.79,-105.8,0.8143
BTCUSDT,dcrowd,48,288,0.1,8640,576,0.0,True,904,0.413,31.35,0.4978,576.0,1.1583,1.0498,-97.77,67.5,0.952,-174.36,-68.5,0.8638
BTCUSDT,dcrowd,48,288,0.1,8640,576,1.0,True,2037,0.93,2.24,0.2332,239.1,1.1717,0.9593,-129.26,-72.9,0.8022,-444.16,-408.0,0.6814
BTCUSDT,dcrowd,48,288,0.1,8640,576,1.5,True,1554,0.71,9.73,0.3237,325.0,1.2375,1.0601,-92.24,99.2,0.9173,-232.77,-151.2,0.8002
BTCUSDT,dcrowd,48,288,0.1,8640,576,2.0,True,1309,0.598,25.05,0.3904,394.2,1.385,1.2143,-63.64,319.7,1.071,-84.63,115.3,0.9493
BTCUSDT,dcrowd,48,288,0.1,8640,576,3.0,True,1109,0.506,23.59,0.4545,464.9,1.3032,1.1633,-72.56,232.1,1.0412,-89.12,62.7,0.9343
BTCUSDT,dcrowd,48,288,0.1,8640,864,0.0,True,630,0.288,32.63,0.5032,864.0,1.2482,1.1491,-75.23,162.1,1.0585,-87.72,66.6,0.9757
BTCUSDT,dcrowd,48,288,0.1,8640,864,1.0,True,1603,0.732,15.12,0.2183,327.9,1.3686,1.1378,-63.43,199.7,0.965,-147.71,-58.1,0.8309
BTCUSDT,dcrowd,48,288,0.1,8640,864,1.5,True,1232,0.563,24.33,0.2987,438.7,1.3314,1.1581,-64.31,220.5,1.0173,-146.74,26.6,0.9009
BTCUSDT,dcrowd,48,288,0.1,8640,864,2.0,True,1029,0.47,34.78,0.3644,533.0,1.3694,1.2148,-45.49,278.4,1.0843,-66.15,118.5,0.9727
BTCUSDT,dcrowd,48,288,0.1,8640,864,3.0,True,834,0.381,33.18,0.4484,664.4,1.3291,1.2051,-61.75,240.0,1.0953,-93.33,118.4,0.9976
BTCUSDT,dcrowd,144,288,0.02,8640,288,0.0,True,469,0.214,32.79,0.5288,288.0,1.5649,1.3773,-37.93,128.2,1.2133,-50.89,77.7,1.0696
BTCUSDT,dcrowd,144,288,0.02,8640,288,1.0,True,646,0.295,29.09,0.3994,183.8,1.5661,1.3256,-39.06,129.8,1.1325,-70.31,58.7,0.9749
BTCUSDT,dcrowd,144,288,0.02,8640,288,1.5,True,559,0.255,39.14,0.4633,224.7,1.5678,1.3587,-44.97,139.3,1.1832,-75.57,77.5,1.0343
BTCUSDT,dcrowd,144,288,0.02,8640,288,2.0,True,525,0.24,45.51,0.5029,250.8,1.6889,1.4747,-29.49,170.7,1.2915,-56.34,113.5,1.1339
BTCUSDT,dcrowd,144,288,0.02,8640,288,3.0,True,494,0.226,36.38,0.5243,270.3,1.5736,1.3811,-47.56,137.7,1.2142,-72.19,83.2,1.0689
BTCUSDT,dcrowd,144,288,0.02,8640,576,0.0,True,371,0.169,71.37,0.5553,576.0,1.8313,1.6647,-46.23,234.6,1.514,-52.6,191.9,1.3784
BTCUSDT,dcrowd,144,288,0.02,8640,576,1.0,True,613,0.28,28.66,0.323,285.7,1.4427,1.2324,-43.98,106.0,1.0647,-83.05,32.9,0.9282
BTCUSDT,dcrowd,144,288,0.02,8640,576,1.5,True,515,0.235,49.34,0.4233,377.0,1.6227,1.4331,-43.46,191.5,1.2718,-56.19,130.3,1.1336
BTCUSDT,dcrowd,144,288,0.02,8640,576,2.0,True,462,0.211,56.75,0.4784,435.4,1.6564,1.4846,-48.57,207.4,1.3341,-56.74,153.0,1.2019
BTCUSDT,dcrowd,144,288,0.02,8640,576,3.0,True,426,0.195,56.97,0.5211,504.7,1.657,1.4994,-51.22,209.6,1.3586,-58.44,159.6,1.2325
BTCUSDT,dcrowd,144,288,0.02,8640,864,0.0,True,325,0.148,66.71,0.5138,864.0,1.5506,1.43,-42.81,171.9,1.3196,-47.27,133.6,1.2181
BTCUSDT,dcrowd,144,288,0.02,8640,864,1.0,True,578,0.264,36.06,0.2768,390.4,1.4559,1.2477,-48.55,114.5,1.0831,-91.55,42.9,0.9498
BTCUSDT,dcrowd,144,288,0.02,8640,864,1.5,True,491,0.224,36.76,0.3422,496.1,1.3901,1.2321,-57.07,113.4,1.0991,-86.55,52.6,0.9857
BTCUSDT,dcrowd,144,288,0.02,8640,864,2.0,True,437,0.2,57.33,0.4188,594.6,1.5542,1.4026,-35.86,186.2,1.2701,-45.69,133.6,1.1537
BTCUSDT,dcrowd,144,288,0.02,8640,864,3.0,True,389,0.178,54.24,0.4679,705.3,1.4402,1.3169,-45.25,148.6,1.2061,-57.86,102.0,1.1063
BTCUSDT,dcrowd,144,288,0.05,8640,288,0.0,True,829,0.379,12.27,0.5006,288.0,1.1732,1.0286,-157.76,21.3,0.9029,-205.56,-77.4,0.7937
BTCUSDT,dcrowd,144,288,0.05,8640,288,1.0,True,1224,0.559,21.3,0.3546,173.4,1.3603,1.13,-97.85,107.4,0.9511,-208.47,-45.5,0.809
BTCUSDT,dcrowd,144,288,0.05,8640,288,1.5,True,1054,0.481,14.95,0.4194,213.3,1.2545,1.0718,-112.53,59.5,0.9216,-188.26,-71.4,0.7969
