symbol,feature,horizon,ic,null_med,null_best,beats_null,spread_bps,monotone,clears_1x,clears_2x,years,same_sign_years,n
SOLUSDT,quad_4h,24h,0.02882,0.00651,0.00936,True,61.14,1.0,True,True,6,0.83,497415
SOLUSDT,taker,1h,-0.01163,0.00021,0.00279,True,-1.2,0.75,False,False,6,1.0,462250
SOLUSDT,taker,4h,-0.00501,-0.00034,0.00217,True,-0.83,0.75,False,False,6,0.67,462214
SOLUSDT,taker,8h,-0.0034,0.00142,0.00198,True,-1.27,0.5,False,False,6,0.67,462166
SOLUSDT,taker,12h,-0.00285,0.00128,0.00212,True,-2.85,0.5,False,False,6,0.67,462118
SOLUSDT,taker,24h,-0.0009,0.00053,0.00315,False,-0.02,0.5,False,False,6,0.33,461974
SOLUSDT,taker_z,1h,-0.01082,4e-05,0.00264,True,-0.87,0.75,False,False,6,1.0,461674
SOLUSDT,taker_z,4h,-0.00411,0.00027,0.00184,True,-0.84,0.5,False,False,6,0.67,461638
SOLUSDT,taker_z,8h,-0.00353,0.00081,0.0018,True,-2.33,0.75,False,False,6,0.83,461590
SOLUSDT,taker_z,12h,-0.0035,0.00033,0.00135,True,-3.95,0.75,False,False,6,0.83,461542
SOLUSDT,taker_z,24h,-0.00244,0.00077,0.00316,False,-2.88,0.5,False,False,6,0.83,461398
SOLUSDT,cvd,1h,-0.01381,-0.00011,0.00258,True,-1.65,1.0,False,False,6,1.0,498035
SOLUSDT,cvd,4h,-0.00486,-0.00092,0.00214,True,-0.61,0.5,False,False,6,0.83,497999
SOLUSDT,cvd,8h,-0.00284,0.00043,0.00195,True,-0.34,0.5,False,False,6,0.67,497951
SOLUSDT,cvd,12h,-0.00167,0.00076,0.00259,False,-0.95,0.5,False,False,6,0.5,497903
SOLUSDT,cvd,24h,1e-05,-0.00034,0.00268,False,1.22,0.5,False,False,6,0.5,497759
SOLUSDT,cvd_z,1h,-0.01365,-0.00034,0.00301,True,-1.75,0.75,False,False,6,1.0,497891
SOLUSDT,cvd_z,4h,-0.00454,-0.00096,0.00197,True,-1.59,0.75,False,False,6,0.83,497855
SOLUSDT,cvd_z,8h,-0.00334,0.00026,0.0021,True,-2.2,0.75,False,False,6,0.83,497807
SOLUSDT,cvd_z,12h,-0.00247,0.00044,0.00102,True,-2.91,0.75,False,False,6,0.67,497759
SOLUSDT,cvd_z,24h,-0.0015,-0.00057,0.0025,False,-2.33,0.75,False,False,6,0.5,497615
SOLUSDT,cvd_1h,1h,-0.02867,-0.00011,0.00472,True,-1.17,0.75,False,False,6,1.0,498050
SOLUSDT,cvd_1h,4h,-0.009,-0.00308,0.00613,True,2.19,0.5,False,False,6,0.67,498014
SOLUSDT,cvd_1h,8h,0.00027,0.00238,0.00709,False,4.57,0.75,False,False,6,0.67,497966
SOLUSDT,cvd_1h,12h,0.00092,0.00041,0.00907,False,3.46,0.75,False,False,6,0.67,497918
SOLUSDT,cvd_1h,24h,0.00401,-0.00225,0.0106,False,13.0,0.75,False,False,6,0.83,497774
SOLUSDT,cvd_4h,1h,-0.02187,-0.00095,0.00528,True,1.32,0.75,False,False,6,1.0,498017
SOLUSDT,cvd_4h,4h,-0.0051,-0.00591,0.00882,False,7.16,0.75,False,False,6,0.67,497981
SOLUSDT,cvd_4h,8h,0.00663,0.00936,0.01036,False,9.59,1.0,False,False,6,0.83,497933
SOLUSDT,cvd_4h,12h,0.00868,0.00541,0.00992,False,11.51,0.75,False,False,6,0.5,497885
SOLUSDT,cvd_4h,24h,0.0147,-0.00392,0.01828,False,31.51,0.75,True,True,6,0.83,497741
SOLUSDT,crowd_z,1h,-0.00035,0.00342,0.01033,False,-2.93,0.5,False,False,6,0.67,491986
SOLUSDT,crowd_z,4h,-0.01268,0.00651,0.01078,True,-9.15,0.75,False,False,6,0.67,491950
SOLUSDT,crowd_z,8h,-0.02535,-0.01202,0.01916,True,-13.36,0.5,False,False,6,0.83,491902
SOLUSDT,crowd_z,12h,-0.02874,-0.00534,0.03038,False,-18.83,0.75,True,False,6,0.83,491854
SOLUSDT,crowd_z,24h,-0.02912,0.00579,0.03012,False,-35.37,0.75,True,True,6,1.0,491710
SOLUSDT,size_z,1h,0.00517,0.00411,0.00857,False,0.83,0.75,False,False,6,0.5,406710
SOLUSDT,size_z,4h,0.00363,0.00332,0.01049,False,5.11,0.75,False,False,6,0.33,406674
SOLUSDT,size_z,8h,-0.00012,-0.00329,0.0103,False,5.64,0.75,False,False,6,0.67,406626
SOLUSDT,size_z,12h,-0.00498,-0.00114,0.02036,False,-2.03,0.5,False,False,6,0.67,406578
SOLUSDT,size_z,24h,0.00365,-0.01374,0.03813,False,-3.51,0.5,False,False,6,0.5,406434
SOLUSDT,disagree,1h,0.00354,0.00178,0.00618,False,4.87,0.75,False,False,6,0.67,406708
SOLUSDT,disagree,4h,0.01222,-0.00249,0.00736,True,15.58,0.75,True,False,6,1.0,406672
SOLUSDT,disagree,8h,0.02061,0.00845,0.01386,True,23.37,1.0,True,False,6,0.83,406624
SOLUSDT,disagree,12h,0.02113,0.00345,0.02296,False,24.2,0.75,True,False,6,0.83,406576
SOLUSDT,disagree,24h,0.02785,-0.01947,0.0312,False,21.02,0.75,True,False,6,0.83,406432
SOLUSDT,dcrowd_1h,1h,-0.01094,0.00274,0.00582,True,-6.28,1.0,False,False,6,0.67,492207
SOLUSDT,dcrowd_1h,4h,-0.00905,0.00054,0.00866,True,-6.28,1.0,False,False,6,0.83,492171
SOLUSDT,dcrowd_1h,8h,-0.01635,-0.00056,0.00932,True,-6.55,0.5,False,False,6,1.0,492123
SOLUSDT,dcrowd_1h,12h,-0.02069,-0.00697,0.00962,True,-14.96,0.75,True,False,6,1.0,492075
SOLUSDT,dcrowd_1h,24h,-0.02027,-0.00071,0.01056,True,-25.47,1.0,True,False,6,1.0,491931
SOLUSDT,dcrowd_4h,1h,0.00112,0.00308,0.00569,False,-2.38,0.75,False,False,6,0.5,492132
SOLUSDT,dcrowd_4h,4h,-0.00495,0.0008,0.01032,False,-2.66,0.5,False,False,6,0.67,492096
SOLUSDT,dcrowd_4h,8h,-0.01753,-0.00928,0.01187,True,-9.54,1.0,False,False,6,0.83,492048
SOLUSDT,dcrowd_4h,12h,-0.02143,-0.01201,0.01567,True,-14.9,0.75,True,False,6,0.83,492000
SOLUSDT,dcrowd_4h,24h,-0.02479,-0.0027,0.01704,True,-26.14,1.0,True,False,6,0.83,491856
