symbol,seed,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
SOLUSDT,1,crowd_z,0,288,0.02,8640,576,3.0,True,602,0.347,31.94,0.4817,481.5,1.2235,1.1395,-46.1,94.6,1.0621,-60.84,43.8,0.9906
SOLUSDT,1,crowd_z,0,288,0.02,8640,864,0.0,True,401,0.231,83.69,0.5611,864.0,1.5214,1.4484,-70.97,246.3,1.3786,-73.36,213.4,1.312
SOLUSDT,1,crowd_z,0,288,0.02,8640,864,1.0,True,728,0.42,16.74,0.2335,348.5,1.2677,1.141,-49.63,84.5,1.0337,-63.34,21.9,0.9417
SOLUSDT,1,crowd_z,0,288,0.02,8640,864,1.5,True,597,0.344,22.13,0.335,486.3,1.3177,1.2165,-46.42,128.9,1.1262,-53.09,79.5,1.0453
SOLUSDT,1,crowd_z,0,288,0.02,8640,864,2.0,True,540,0.311,41.11,0.4093,585.4,1.3894,1.2986,-48.91,178.2,1.2155,-51.72,134.4,1.1392
SOLUSDT,1,crowd_z,0,288,0.02,8640,864,3.0,True,477,0.275,55.5,0.4822,691.3,1.4289,1.3482,-47.62,201.2,1.2728,-51.37,163.1,1.2023
SOLUSDT,2,crowd_z,0,288,0.02,8640,288,0.0,True,792,0.457,2.48,0.4987,288.0,1.0659,0.9696,-83.24,-21.5,0.8822,-114.55,-87.6,0.8029
SOLUSDT,2,crowd_z,0,288,0.02,8640,288,1.0,True,1053,0.607,-12.98,0.3229,160.0,0.9446,0.8234,-144.27,-130.3,0.7226,-235.89,-223.4,0.6376
SOLUSDT,2,crowd_z,0,288,0.02,8640,288,1.5,True,927,0.535,-16.33,0.3981,202.6,0.9575,0.8549,-126.88,-111.0,0.7656,-205.99,-191.6,0.6873
SOLUSDT,2,crowd_z,0,288,0.02,8640,288,2.0,True,874,0.504,-10.69,0.4428,232.0,0.9923,0.8943,-110.24,-80.8,0.8073,-170.39,-156.0,0.7299
SOLUSDT,2,crowd_z,0,288,0.02,8640,288,3.0,True,821,0.473,-5.31,0.475,262.4,1.0294,0.9335,-76.87,-48.8,0.8471,-133.81,-118.0,0.7693
SOLUSDT,2,crowd_z,0,288,0.02,8640,576,0.0,True,546,0.315,35.02,0.5055,576.0,1.1338,1.0638,-93.18,43.5,0.9985,-106.59,-1.1,0.9374
SOLUSDT,2,crowd_z,0,288,0.02,8640,576,1.0,True,870,0.502,-5.35,0.2483,253.5,1.0777,0.9642,-87.93,-25.0,0.8685,-133.59,-99.6,0.7867
SOLUSDT,2,crowd_z,0,288,0.02,8640,576,1.5,True,734,0.423,-10.82,0.3311,341.4,1.0793,0.9888,-85.52,-8.0,0.9087,-114.68,-69.4,0.8373
SOLUSDT,2,crowd_z,0,288,0.02,8640,576,2.0,True,676,0.39,-16.64,0.3713,393.3,1.0223,0.9477,-79.39,-39.6,0.8801,-132.0,-95.2,0.8187
SOLUSDT,2,crowd_z,0,288,0.02,8640,576,3.0,True,621,0.358,-13.58,0.43,469.8,1.0077,0.9415,-84.16,-44.8,0.8804,-129.94,-95.3,0.8241
SOLUSDT,2,crowd_z,0,288,0.02,8640,864,0.0,True,410,0.236,36.99,0.4756,864.0,1.1623,1.1068,-70.41,71.1,1.0543,-82.75,37.1,1.0045
SOLUSDT,2,crowd_z,0,288,0.02,8640,864,1.0,True,763,0.44,-4.13,0.2031,323.4,1.1257,1.0144,-80.52,9.4,0.92,-116.13,-56.7,0.8391
SOLUSDT,2,crowd_z,0,288,0.02,8640,864,1.5,True,623,0.359,3.52,0.3002,456.0,1.1729,1.0848,-66.33,55.6,1.0061,-78.48,4.2,0.9353
SOLUSDT,2,crowd_z,0,288,0.02,8640,864,2.0,True,563,0.325,-2.42,0.3499,543.0,1.1324,1.0592,-55.68,40.5,0.9924,-84.29,-5.5,0.9311
SOLUSDT,2,crowd_z,0,288,0.02,8640,864,3.0,True,489,0.282,3.02,0.4294,664.7,1.1231,1.0589,-66.57,39.2,0.999,-73.99,-0.7,0.9431
SOLUSDT,0,crowd_z,0,288,0.05,8640,288,0.0,True,1062,0.612,2.66,0.4972,288.0,0.9492,0.8674,-202.06,-140.5,0.7927,-264.76,-229.6,0.7246
SOLUSDT,0,crowd_z,0,288,0.05,8640,288,1.0,True,1579,0.911,10.58,0.3306,159.2,1.0533,0.9203,-128.5,-87.5,0.8098,-260.68,-228.1,0.7167
SOLUSDT,0,crowd_z,0,288,0.05,8640,288,1.5,True,1354,0.781,3.58,0.3929,199.0,1.0068,0.9006,-154.72,-112.4,0.8083,-257.81,-231.9,0.7276
SOLUSDT,0,crowd_z,0,288,0.05,8640,288,2.0,True,1242,0.716,9.01,0.442,228.2,1.0067,0.9075,-148.94,-101.2,0.8198,-247.36,-209.3,0.7418
SOLUSDT,0,crowd_z,0,288,0.05,8640,288,3.0,True,1133,0.653,4.53,0.4775,257.7,1.0146,0.9236,-143.5,-81.8,0.8415,-220.04,-178.5,0.7672
SOLUSDT,0,crowd_z,0,288,0.05,8640,576,0.0,True,655,0.378,-15.84,0.4977,576.0,0.8145,0.7658,-264.05,-240.3,0.72,-312.98,-295.7,0.6769
SOLUSDT,0,crowd_z,0,288,0.05,8640,576,1.0,True,1195,0.689,5.09,0.2628,256.5,1.0125,0.8995,-135.52,-94.4,0.8047,-232.76,-199.5,0.724
SOLUSDT,0,crowd_z,0,288,0.05,8640,576,1.5,True,980,0.565,-0.63,0.3357,335.8,0.9676,0.8845,-150.2,-111.3,0.8109,-224.42,-193.3,0.7453
SOLUSDT,0,crowd_z,0,288,0.05,8640,576,2.0,True,868,0.501,-10.92,0.3871,398.2,0.9181,0.8478,-151.42,-146.7,0.7842,-220.13,-218.4,0.7264
SOLUSDT,0,crowd_z,0,288,0.05,8640,576,3.0,True,775,0.447,-29.91,0.431,464.8,0.8313,0.7756,-227.45,-226.6,0.7241,-290.09,-289.4,0.6764
SOLUSDT,0,crowd_z,0,288,0.05,8640,864,0.0,True,468,0.27,-5.5,0.5021,864.0,0.907,0.8631,-121.29,-118.2,0.8214,-158.06,-158.0,0.7817
SOLUSDT,0,crowd_z,0,288,0.05,8640,864,1.0,True,1001,0.577,1.43,0.2238,331.5,0.9829,0.8832,-126.23,-97.6,0.7988,-209.49,-182.2,0.7264
SOLUSDT,0,crowd_z,0,288,0.05,8640,864,1.5,True,804,0.464,-12.8,0.2898,441.2,0.9737,0.8984,-150.31,-88.6,0.8315,-210.21,-155.6,0.7715
SOLUSDT,0,crowd_z,0,288,0.05,8640,864,2.0,True,704,0.406,-9.9,0.3523,527.1,0.9094,0.8482,-148.08,-133.0,0.7926,-204.77,-190.3,0.7418
SOLUSDT,0,crowd_z,0,288,0.05,8640,864,3.0,True,604,0.348,-33.22,0.404,642.4,0.843,0.7926,-181.24,-179.9,0.746,-229.6,-228.5,0.7027
SOLUSDT,1,crowd_z,0,288,0.05,8640,288,0.0,True,1088,0.627,17.79,0.5083,288.0,1.1652,1.0628,-85.64,60.3,0.9696,-107.89,-30.6,0.8847
SOLUSDT,1,crowd_z,0,288,0.05,8640,288,1.0,True,1565,0.903,11.05,0.3342,163.1,1.1306,0.9876,-85.72,-13.4,0.869,-161.46,-154.8,0.7693
SOLUSDT,1,crowd_z,0,288,0.05,8640,288,1.5,True,1346,0.776,8.16,0.4056,202.2,1.1136,0.9984,-88.75,-1.8,0.8978,-125.19,-119.0,0.8095
SOLUSDT,1,crowd_z,0,288,0.05,8640,288,2.0,True,1244,0.717,16.19,0.459,230.7,1.1438,1.0359,-80.22,38.0,0.9395,-107.8,-67.7,0.8533
SOLUSDT,1,crowd_z,0,288,0.05,8640,288,3.0,True,1150,0.663,18.24,0.4913,259.8,1.1147,1.0146,-90.98,15.1,0.9241,-119.89,-82.3,0.8422
SOLUSDT,1,crowd_z,0,288,0.05,8640,576,0.0,True,650,0.375,25.68,0.5308,576.0,1.2167,1.1405,-81.51,109.1,1.0691,-108.84,55.4,1.0022
SOLUSDT,1,crowd_z,0,288,0.05,8640,576,1.0,True,1199,0.691,0.34,0.2644,258.5,1.151,1.0271,-89.36,25.5,0.9227,-136.5,-78.9,0.8335
SOLUSDT,1,crowd_z,0,288,0.05,8640,576,1.5,True,937,0.54,16.52,0.365,355.0,1.2547,1.1482,-55.62,128.9,1.0539,-72.21,49.7,0.9699
SOLUSDT,1,crowd_z,0,288,0.05,8640,576,2.0,True,851,0.491,12.48,0.4148,406.9,1.2321,1.1407,-61.08,122.9,1.0578,-70.32,53.0,0.9823
SOLUSDT,1,crowd_z,0,288,0.05,8640,576,3.0,True,747,0.431,35.82,0.4913,484.9,1.3359,1.2469,-55.26,196.4,1.1645,-61.77,136.2,1.0884
SOLUSDT,1,crowd_z,0,288,0.05,8640,864,0.0,True,468,0.27,64.16,0.5235,864.0,1.4363,1.3662,-50.74,237.3,1.2994,-53.0,199.4,1.2361
SOLUSDT,1,crowd_z,0,288,0.05,8640,864,1.0,True,995,0.574,14.19,0.2261,342.7,1.191,1.0696,-56.82,57.8,0.9672,-71.9,-29.6,0.8796
SOLUSDT,1,crowd_z,0,288,0.05,8640,864,1.5,True,777,0.448,7.73,0.3218,466.5,1.273,1.1763,-61.31,141.1,1.09,-69.87,76.1,1.0125
SOLUSDT,1,crowd_z,0,288,0.05,8640,864,2.0,True,676,0.39,-7.11,0.3743,552.1,1.142,1.0668,-78.53,53.6,0.998,-95.55,-1.7,0.9349
SOLUSDT,1,crowd_z,0,288,0.05,8640,864,3.0,True,578,0.333,36.15,0.4585,668.9,1.2738,1.2043,-62.07,152.2,1.1393,-65.7,107.3,1.0784
SOLUSDT,2,crowd_z,0,288,0.05,8640,288,0.0,True,1067,0.615,18.87,0.5183,288.0,1.1316,1.0347,-56.08,34.2,0.9463,-91.28,-55.4,0.8655
SOLUSDT,2,crowd_z,0,288,0.05,8640,288,1.0,True,1618,0.933,5.41,0.3263,157.2,1.0637,0.9266,-106.1,-83.2,0.8133,-240.99,-231.7,0.7183
SOLUSDT,2,crowd_z,0,288,0.05,8640,288,1.5,True,1349,0.778,13.42,0.4225,203.4,1.1465,1.0243,-70.17,26.0,0.9181,-134.62,-94.0,0.8251
SOLUSDT,2,crowd_z,0,288,0.05,8640,288,2.0,True,1228,0.708,14.38,0.456,230.8,1.1008,0.9934,-100.74,-7.0,0.8981,-162.59,-114.2,0.8133
SOLUSDT,2,crowd_z,0,288,0.05,8640,288,3.0,True,1132,0.653,20.09,0.4982,260.4,1.155,1.0501,-59.87,50.3,0.9555,-103.55,-47.1,0.8701
SOLUSDT,2,crowd_z,0,288,0.05,8640,576,0.0,True,664,0.383,9.71,0.5241,576.0,1.1268,1.0594,-88.61,51.4,0.996,-115.7,-3.5,0.9364
SOLUSDT,2,crowd_z,0,288,0.05,8640,576,1.0,True,1203,0.694,20.87,0.271,257.3,1.2099,1.0786,-61.0,73.6,0.9684,-96.32,-32.2,0.8746
SOLUSDT,2,crowd_z,0,288,0.05,8640,576,1.5,True,984,0.567,15.35,0.3587,341.6,1.164,1.0648,-55.3,61.2,0.9771,-76.81,-22.9,0.8992
SOLUSDT,2,crowd_z,0,288,0.05,8640,576,2.0,True,882,0.509,18.05,0.4138,397.1,1.1634,1.078,-55.04,74.4,1.0005,-71.77,0.5,0.93
SOLUSDT,2,crowd_z,0,288,0.05,8640,576,3.0,True,779,0.449,2.59,0.4737,473.1,1.1088,1.0356,-73.37,33.3,0.9679,-109.09,-31.1,0.9052
SOLUSDT,2,crowd_z,0,288,0.05,8640,864,0.0,True,475,0.274,49.92,0.5116,864.0,1.2635,1.2025,-52.67,148.7,1.1445,-58.85,108.9,1.0893
SOLUSDT,2,crowd_z,0,288,0.05,8640,864,1.0,True,991,0.572,30.32,0.2341,341.5,1.3284,1.1955,-72.16,159.9,1.0832,-100.23,73.7,0.987
SOLUSDT,2,crowd_z,0,288,0.05,8640,864,1.5,True,778,0.449,34.87,0.3252,469.5,1.3569,1.2528,-91.67,198.9,1.1602,-113.43,133.4,1.0773
SOLUSDT,2,crowd_z,0,288,0.05,8640,864,2.0,True,664,0.383,32.37,0.3886,568.3,1.2901,1.2064,-63.98,155.8,1.13,-79.25,102.5,1.0598
SOLUSDT,2,crowd_z,0,288,0.05,8640,864,3.0,True,572,0.33,66.14,0.4738,689.8,1.3999,1.3236,-48.88,231.2,1.2522,-62.3,186.3,1.1853
SOLUSDT,0,crowd_z,0,288,0.1,8640,288,0.0,True,1276,0.736,3.35,0.4969,288.0,0.9756,0.8919,-201.36,-137.2,0.8156,-291.99,-244.7,0.746
SOLUSDT,0,crowd_z,0,288,0.1,8640,288,1.0,True,2098,1.21,-0.69,0.3112,155.2,0.9957,0.8693,-227.43,-195.7,0.7645,-406.8,-385.6,0.6763
SOLUSDT,0,crowd_z,0,288,0.1,8640,288,1.5,True,1726,0.995,3.42,0.3876,196.7,0.9997,0.8943,-202.2,-155.4,0.8028,-348.77,-310.3,0.7228
SOLUSDT,0,crowd_z,0,288,0.1,8640,288,2.0,True,1542,0.889,3.31,0.4429,226.6,1.0308,0.9319,-138.68,-94.3,0.844,-265.59,-228.8,0.7656
SOLUSDT,0,crowd_z,0,288,0.1,8640,288,3.0,True,1382,0.797,8.54,0.4776,257.9,1.0534,0.9594,-111.58,-52.4,0.8745,-186.41,-170.4,0.7978
SOLUSDT,0,crowd_z,0,288,0.1,8640,576,0.0,True,728,0.42,-40.85,0.5014,576.0,0.7708,0.7241,-308.08,-308.1,0.68,-367.35,-367.3,0.6387
SOLUSDT,0,crowd_z,0,288,0.1,8640,576,1.0,True,1484,0.856,1.8,0.2534,247.8,1.0032,0.893,-171.17,-127.2,0.8004,-284.86,-257.8,0.7215
SOLUSDT,0,crowd_z,0,288,0.1,8640,576,1.5,True,1155,0.666,-5.47,0.3307,330.4,0.975,0.8906,-165.25,-126.1,0.8161,-256.62,-225.2,0.7497
SOLUSDT,0,crowd_z,0,288,0.1,8640,576,2.0,True,1001,0.577,-0.75,0.3956,396.8,0.9802,0.9068,-134.15,-103.5,0.8401,-210.52,-186.0,0.7793
SOLUSDT,0,crowd_z,0,288,0.1,8640,576,3.0,True,876,0.505,-27.37,0.4498,466.2,0.8815,0.8221,-229.46,-199.3,0.7671,-277.57,-270.9,0.7162
SOLUSDT,0,crowd_z,0,288,0.1,8640,864,0.0,True,512,0.295,-27.82,0.4707,864.0,0.7997,0.7599,-247.99,-224.1,0.7221,-282.07,-265.9,0.6861
SOLUSDT,0,crowd_z,0,288,0.1,8640,864,1.0,True,1175,0.678,10.68,0.2187,328.8,1.007,0.9057,-138.86,-93.0,0.82,-230.31,-192.3,0.7465
SOLUSDT,0,crowd_z,0,288,0.1,8640,864,1.5,True,914,0.527,17.84,0.2965,442.2,1.0197,0.942,-165.09,-56.7,0.8729,-211.46,-131.5,0.8111
SOLUSDT,0,crowd_z,0,288,0.1,8640,864,2.0,True,788,0.454,5.69,0.3515,529.4,0.9644,0.9003,-152.16,-97.0,0.8419,-211.72,-161.0,0.7885
SOLUSDT,0,crowd_z,0,288,0.1,8640,864,3.0,True,660,0.381,-7.21,0.4167,648.1,0.8892,0.8388,-195.92,-151.3,0.7919,-242.71,-202.2,0.7482
SOLUSDT,1,crowd_z,0,288,0.1,8640,288,0.0,True,1285,0.741,-5.95,0.5035,288.0,0.992,0.9078,-157.82,-117.3,0.8307,-251.62,-225.0,0.7603
SOLUSDT,1,crowd_z,0,288,0.1,8640,288,1.0,True,2054,1.185,2.9,0.3277,159.0,1.0863,0.9469,-201.5,-76.6,0.8314,-282.06,-265.9,0.7345
SOLUSDT,1,crowd_z,0,288,0.1,8640,288,1.5,True,1714,0.988,1.87,0.4032,198.8,1.0549,0.9438,-170.84,-80.4,0.8472,-252.85,-233.9,0.7626
SOLUSDT,1,crowd_z,0,288,0.1,8640,288,2.0,True,1550,0.894,1.25,0.4439,226.2,1.0312,0.9319,-175.91,-95.3,0.8436,-265.2,-231.7,0.765
SOLUSDT,1,crowd_z,0,288,0.1,8640,288,3.0,True,1401,0.808,1.04,0.4861,257.6,1.0602,0.9657,-107.71,-44.6,0.8803,-188.03,-163.7,0.803
SOLUSDT,1,crowd_z,0,288,0.1,8640,576,0.0,True,736,0.424,22.52,0.5122,576.0,1.2294,1.156,-62.66,142.6,1.087,-77.3,82.1,1.0222
SOLUSDT,1,crowd_z,0,288,0.1,8640,576,1.0,True,1409,0.813,3.57,0.2704,264.4,1.1951,1.0669,-83.78,72.9,0.9587,-115.81,-48.8,0.8662
SOLUSDT,1,crowd_z,0,288,0.1,8640,576,1.5,True,1104,0.637,0.98,0.3533,353.2,1.1676,1.0686,-70.37,71.2,0.9807,-101.21,-21.2,0.9025
SOLUSDT,1,crowd_z,0,288,0.1,8640,576,2.0,True,968,0.558,19.39,0.4143,412.9,1.2438,1.152,-64.93,151.5,1.0688,-70.06,71.9,0.993
SOLUSDT,1,crowd_z,0,288,0.1,8640,576,3.0,True,853,0.492,19.27,0.4725,478.2,1.2464,1.1649,-52.27,158.5,1.0895,-70.01,89.4,1.0195
SOLUSDT,1,crowd_z,0,288,0.1,8640,864,0.0,True,513,0.296,-23.16,0.4932,864.0,1.0616,1.0136,-167.36,12.3,0.9677,-185.46,-29.8,0.9238
SOLUSDT,1,crowd_z,0,288,0.1,8640,864,1.0,True,1184,0.683,0.77,0.2204,332.4,1.1587,1.0422,-84.17,42.1,0.9436,-128.87,-60.9,0.8591
SOLUSDT,1,crowd_z,0,288,0.1,8640,864,1.5,True,911,0.525,-3.07,0.3074,448.6,1.0851,1.0014,-81.15,1.3,0.9268,-116.26,-74.3,0.86
SOLUSDT,1,crowd_z,0,288,0.1,8640,864,2.0,True,769,0.443,21.73,0.3875,544.3,1.222,1.1403,-72.14,125.6,1.0657,-77.16,61.5,0.9974
SOLUSDT,1,crowd_z,0,288,0.1,8640,864,3.0,True,651,0.375,7.49,0.4424,659.7,1.0678,1.0072,-86.88,6.3,0.9505,-101.13,-44.7,0.8976
SOLUSDT,2,crowd_z,0,288,0.1,8640,288,0.0,True,1295,0.747,14.4,0.5151,288.0,1.0529,0.9626,-153.92,-47.0,0.88,-220.13,-157.6,0.8047
SOLUSDT,2,crowd_z,0,288,0.1,8640,288,1.0,True,2152,1.241,-4.46,0.3099,151.0,0.9873,0.8598,-232.03,-219.4,0.7545,-431.95,-420.8,0.6663
SOLUSDT,2,crowd_z,0,288,0.1,8640,288,1.5,True,1752,1.01,0.77,0.4013,196.3,1.0282,0.9174,-186.87,-121.3,0.8212,-299.97,-281.3,0.7373
SOLUSDT,2,crowd_z,0,288,0.1,8640,288,2.0,True,1570,0.905,-0.65,0.4376,223.3,0.9935,0.8943,-227.54,-152.6,0.8066,-323.4,-296.4,0.7289
SOLUSDT,2,crowd_z,0,288,0.1,8640,288,3.0,True,1416,0.817,2.19,0.4929,256.2,1.0199,0.9272,-176.97,-99.0,0.8434,-259.38,-223.8,0.7677
SOLUSDT,2,crowd_z,0,288,0.1,8640,576,0.0,True,734,0.423,-10.33,0.5014,576.0,0.9878,0.9295,-148.91,-74.1,0.8746,-193.87,-135.8,0.8231
SOLUSDT,2,crowd_z,0,288,0.1,8640,576,1.0,True,1519,0.876,4.53,0.2429,242.9,1.0249,0.9144,-138.67,-105.5,0.8216,-254.77,-239.0,0.7426
SOLUSDT,2,crowd_z,0,288,0.1,8640,576,1.5,True,1200,0.692,4.18,0.3342,324.6,1.0631,0.9726,-75.43,-32.8,0.8926,-146.8,-136.6,0.8214
SOLUSDT,2,crowd_z,0,288,0.1,8640,576,2.0,True,1023,0.59,8.68,0.391,389.3,1.0863,1.0068,-78.36,7.8,0.9348,-136.14,-78.3,0.8693
SOLUSDT,2,crowd_z,0,288,0.1,8640,576,3.0,True,877,0.506,6.39,0.4584,466.4,1.0426,0.9751,-112.85,-27.5,0.9126,-135.19,-100.2,0.8546
SOLUSDT,2,crowd_z,0,288,0.1,8640,864,0.0,True,509,0.294,-48.17,0.4774,864.0,0.7718,0.7351,-310.5,-258.3,0.7001,-340.18,-298.9,0.6668
SOLUSDT,2,crowd_z,0,288,0.1,8640,864,1.0,True,1170,0.675,19.78,0.2376,341.1,1.2568,1.135,-52.91,128.7,1.0311,-75.37,32.0,0.9414
SOLUSDT,2,crowd_z,0,288,0.1,8640,864,1.5,True,933,0.538,0.77,0.2947,439.2,1.1219,1.0396,-89.6,39.5,0.9659,-124.93,-35.8,0.8995
SOLUSDT,2,crowd_z,0,288,0.1,8640,864,2.0,True,795,0.458,-13.04,0.3484,529.8,1.0686,1.0,-63.67,-0.0,0.9372,-84.67,-64.3,0.8795
SOLUSDT,2,crowd_z,0,288,0.1,8640,864,3.0,True,649,0.374,-4.63,0.4284,662.4,1.1054,1.0451,-59.97,41.1,0.9887,-69.4,-10.6,0.9359
SOLUSDT,0,dcrowd,48,288,0.02,8640,288,0.0,True,590,0.34,-9.31,0.4983,288.0,1.0131,0.9203,-68.29,-43.6,0.836,-104.17,-94.1,0.7593
SOLUSDT,0,dcrowd,48,288,0.02,8640,288,1.0,True,795,0.458,-9.49,0.3195,164.0,0.9395,0.8179,-120.1,-102.2,0.7171,-190.87,-173.6,0.6322
SOLUSDT,0,dcrowd,48,288,0.02,8640,288,1.5,True,698,0.403,-6.47,0.4026,205.7,0.9814,0.8729,-90.24,-71.7,0.779,-151.71,-133.7,0.697
SOLUSDT,0,dcrowd,48,288,0.02,8640,288,2.0,True,666,0.384,-16.06,0.4309,230.6,0.9216,0.8282,-115.94,-102.6,0.7456,-174.02,-161.1,0.6721
SOLUSDT,0,dcrowd,48,288,0.02,8640,288,3.0,True,625,0.36,-13.02,0.48,261.2,0.9774,0.8865,-80.56,-66.3,0.8044,-130.05,-120.0,0.7302
SOLUSDT,0,dcrowd,48,288,0.02,8640,576,0.0,True,434,0.25,-25.98,0.4862,576.0,0.946,0.8908,-161.6,-71.3,0.8389,-190.19,-108.5,0.7901
SOLUSDT,0,dcrowd,48,288,0.02,8640,576,1.0,True,689,0.397,-5.08,0.2467,252.9,1.0131,0.8993,-77.73,-56.1,0.8043,-140.13,-118.9,0.7237
SOLUSDT,0,dcrowd,48,288,0.02,8640,576,1.5,True,574,0.331,-9.56,0.3275,337.4,0.9653,0.8782,-106.11,-69.0,0.8017,-152.85,-119.6,0.7339
SOLUSDT,0,dcrowd,48,288,0.02,8640,576,2.0,True,533,0.307,-15.63,0.3752,396.8,0.9551,0.8804,-107.31,-71.9,0.813,-148.99,-118.1,0.7519
SOLUSDT,0,dcrowd,48,288,0.02,8640,576,3.0,True,489,0.282,-6.1,0.4438,465.7,1.031,0.9621,-73.24,-23.8,0.8986,-111.11,-66.3,0.8398
SOLUSDT,0,dcrowd,48,288,0.02,8640,864,0.0,True,339,0.196,26.21,0.5221,864.0,1.0289,0.9826,-108.37,-11.1,0.9382,-132.28,-40.3,0.8958
SOLUSDT,0,dcrowd,48,288,0.02,8640,864,1.0,True,645,0.372,-12.31,0.2186,320.9,0.9571,0.855,-113.96,-78.7,0.7691,-165.84,-136.1,0.696
SOLUSDT,0,dcrowd,48,288,0.02,8640,864,1.5,True,529,0.305,-17.48,0.2892,436.8,0.9858,0.905,-89.93,-54.5,0.8335,-131.66,-101.4,0.7699
SOLUSDT,0,dcrowd,48,288,0.02,8640,864,2.0,True,466,0.269,-22.26,0.3498,523.0,0.9671,0.8999,-107.07,-59.1,0.839,-132.67,-99.6,0.7835
SOLUSDT,0,dcrowd,48,288,0.02,8640,864,3.0,True,409,0.236,3.2,0.4303,646.8,1.0549,0.9941,-73.98,-3.5,0.9374,-101.47,-37.7,0.8847
SOLUSDT,1,dcrowd,48,288,0.02,8640,288,0.0,True,584,0.337,-30.86,0.5051,288.0,0.8789,0.8031,-145.4,-112.5,0.7334,-166.06,-158.7,0.6693
SOLUSDT,1,dcrowd,48,288,0.02,8640,288,1.0,True,787,0.454,-13.75,0.3329,168.9,0.9434,0.8259,-99.15,-93.5,0.7273,-161.0,-159.2,0.6438
SOLUSDT,1,dcrowd,48,288,0.02,8640,288,1.5,True,705,0.407,-24.93,0.3957,204.1,0.8645,0.7729,-135.93,-131.5,0.6927,-191.34,-189.5,0.6224
SOLUSDT,1,dcrowd,48,288,0.02,8640,288,2.0,True,661,0.381,-37.13,0.4372,229.8,0.8226,0.7427,-155.77,-153.8,0.6711,-209.07,-207.3,0.607
SOLUSDT,1,dcrowd,48,288,0.02,8640,288,3.0,True,616,0.355,-32.11,0.4773,259.1,0.8476,0.7704,-142.64,-133.9,0.7002,-184.83,-183.0,0.6365
SOLUSDT,1,dcrowd,48,288,0.02,8640,576,0.0,True,437,0.252,-42.41,0.4714,576.0,0.9037,0.8504,-124.09,-93.4,0.8002,-150.01,-128.5,0.7529
SOLUSDT,1,dcrowd,48,288,0.02,8640,576,1.0,True,691,0.399,-4.96,0.2547,258.6,1.0588,0.9467,-64.49,-29.0,0.852,-102.1,-87.3,0.771
SOLUSDT,1,dcrowd,48,288,0.02,8640,576,1.5,True,575,0.332,-5.41,0.3443,342.6,1.0799,0.9905,-60.98,-5.3,0.911,-86.35,-52.3,0.8398
SOLUSDT,1,dcrowd,48,288,0.02,8640,576,2.0,True,534,0.308,4.57,0.3989,400.6,1.0538,0.9755,-96.42,-14.1,0.9044,-126.49,-57.5,0.8395
SOLUSDT,1,dcrowd,48,288,0.02,8640,576,3.0,True,489,0.282,-36.57,0.4274,464.5,0.8775,0.8204,-145.0,-115.0,0.7675,-175.83,-154.5,0.7183
SOLUSDT,1,dcrowd,48,288,0.02,8640,864,0.0,True,342,0.197,-81.85,0.4561,864.0,0.7798,0.7402,-177.2,-156.1,0.7027,-197.76,-183.1,0.6671
SOLUSDT,1,dcrowd,48,288,0.02,8640,864,1.0,True,613,0.354,3.17,0.2349,350.3,1.1878,1.0716,-60.85,35.8,0.9726,-88.24,-14.8,0.8873
SOLUSDT,1,dcrowd,48,288,0.02,8640,864,1.5,True,502,0.29,-5.17,0.3088,464.7,1.1341,1.0495,-74.07,25.9,0.9737,-97.7,-14.5,0.9056
SOLUSDT,1,dcrowd,48,288,0.02,8640,864,2.0,True,449,0.259,-56.37,0.3408,546.8,0.8325,0.7776,-159.33,-124.7,0.7273,-187.31,-159.5,0.6813
SOLUSDT,1,dcrowd,48,288,0.02,8640,864,3.0,True,405,0.234,-70.63,0.3901,665.6,0.8507,0.8029,-160.74,-118.8,0.7584,-186.39,-150.7,0.7169
SOLUSDT,2,dcrowd,48,288,0.02,8640,288,0.0,True,588,0.339,9.19,0.5323,288.0,0.9732,0.8891,-90.88,-65.5,0.812,-136.05,-115.7,0.7417
SOLUSDT,2,dcrowd,48,288,0.02,8640,288,1.0,True,813,0.469,12.91,0.3296,159.5,1.0657,0.9259,-97.49,-42.3,0.8105,-137.5,-118.4,0.714
SOLUSDT,2,dcrowd,48,288,0.02,8640,288,1.5,True,714,0.412,14.0,0.4062,197.7,0.9905,0.8827,-118.92,-70.5,0.7892,-153.19,-135.8,0.7078
SOLUSDT,2,dcrowd,48,288,0.02,8640,288,2.0,True,670,0.386,5.09,0.4433,221.6,0.9396,0.8462,-106.72,-95.8,0.7635,-163.33,-156.1,0.69
SOLUSDT,2,dcrowd,48,288,0.02,8640,288,3.0,True,625,0.36,17.78,0.5008,251.6,1.0361,0.9427,-91.59,-34.3,0.8583,-119.44,-89.1,0.782
SOLUSDT,2,dcrowd,48,288,0.02,8640,576,0.0,True,436,0.251,23.31,0.5436,576.0,0.9821,0.9252,-131.87,-48.7,0.8716,-162.13,-86.0,0.821
SOLUSDT,2,dcrowd,48,288,0.02,8640,576,1.0,True,700,0.404,26.32,0.2714,259.9,1.2953,1.1525,-79.25,83.8,1.0331,-104.57,19.8,0.9319
