symbol,seed,signal,look,win,q,band,hold,stop_k,contrarian,trades,tpd,avg_bps,win_rate,avg_hold_bars,pf_0x,pf_1x,maxdd_r_1x,total_r_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,0,dcrowd,48,288,0.1,8640,288,3.0,True,1747,0.798,10.32,0.4751,254.2,1.0742,0.9014,-262.62,-170.3,0.7601,-507.1,-456.4,0.6442
BTCUSDT,0,dcrowd,48,288,0.1,8640,576,0.0,True,904,0.413,7.48,0.5199,576.0,1.0889,0.9793,-175.97,-25.6,0.8807,-272.4,-155.9,0.792
BTCUSDT,0,dcrowd,48,288,0.1,8640,576,1.0,True,1834,0.837,4.48,0.2574,255.7,1.0854,0.8849,-241.35,-180.5,0.7365,-512.4,-475.1,0.6228
BTCUSDT,0,dcrowd,48,288,0.1,8640,576,1.5,True,1419,0.648,13.56,0.339,342.9,1.1213,0.9534,-172.44,-67.7,0.8194,-367.83,-291.8,0.7103
BTCUSDT,0,dcrowd,48,288,0.1,8640,576,2.0,True,1226,0.56,26.89,0.4152,407.9,1.1777,1.02,-157.97,26.4,0.8894,-299.25,-160.2,0.7802
BTCUSDT,0,dcrowd,48,288,0.1,8640,576,3.0,True,1063,0.485,42.95,0.4845,481.6,1.2496,1.0989,-107.75,119.1,0.9697,-188.72,-39.4,0.8586
BTCUSDT,0,dcrowd,48,288,0.1,8640,864,0.0,True,641,0.293,9.27,0.5195,864.0,0.9898,0.9129,-172.42,-106.0,0.8419,-230.59,-200.2,0.7765
BTCUSDT,0,dcrowd,48,288,0.1,8640,864,1.0,True,1533,0.7,-9.84,0.2035,322.8,0.9997,0.8282,-288.76,-241.2,0.7002,-516.78,-482.0,0.601
BTCUSDT,0,dcrowd,48,288,0.1,8640,864,1.5,True,1149,0.525,5.78,0.309,447.5,1.1531,0.9926,-102.58,-9.3,0.8637,-219.67,-191.4,0.758
BTCUSDT,0,dcrowd,48,288,0.1,8640,864,2.0,True,949,0.433,16.41,0.3878,554.8,1.2229,1.0824,-122.18,94.2,0.9636,-164.86,-45.1,0.8621
BTCUSDT,0,dcrowd,48,288,0.1,8640,864,3.0,True,795,0.363,6.72,0.4478,679.2,1.2439,1.1239,-82.28,129.6,1.018,-92.22,20.0,0.9239
BTCUSDT,1,dcrowd,48,288,0.1,8640,288,0.0,True,1583,0.723,2.51,0.5028,288.0,1.0091,0.863,-261.11,-228.1,0.7391,-499.22,-470.2,0.6343
BTCUSDT,1,dcrowd,48,288,0.1,8640,288,1.0,True,2649,1.21,2.26,0.2978,154.0,1.0546,0.8193,-455.0,-381.6,0.6542,-899.36,-858.5,0.5328
BTCUSDT,1,dcrowd,48,288,0.1,8640,288,1.5,True,2160,0.986,1.25,0.3824,196.5,1.0773,0.8751,-286.02,-242.5,0.7207,-646.64,-615.4,0.6002
BTCUSDT,1,dcrowd,48,288,0.1,8640,288,2.0,True,1962,0.896,1.57,0.4174,221.1,1.0225,0.8478,-367.15,-292.6,0.7092,-681.24,-623.7,0.5977
BTCUSDT,1,dcrowd,48,288,0.1,8640,288,3.0,True,1761,0.804,5.48,0.4702,252.5,1.0786,0.909,-239.07,-160.3,0.7696,-508.9,-446.0,0.6544
BTCUSDT,1,dcrowd,48,288,0.1,8640,576,0.0,True,909,0.415,24.52,0.5138,576.0,0.9852,0.89,-238.67,-153.5,0.8041,-322.58,-287.3,0.7266
BTCUSDT,1,dcrowd,48,288,0.1,8640,576,1.0,True,1887,0.862,0.8,0.2427,249.2,1.0207,0.8343,-362.7,-271.4,0.6959,-641.6,-571.6,0.5893
BTCUSDT,1,dcrowd,48,288,0.1,8640,576,1.5,True,1450,0.662,-1.12,0.3255,336.8,1.0696,0.9147,-205.2,-128.3,0.7896,-411.58,-350.0,0.6868
BTCUSDT,1,dcrowd,48,288,0.1,8640,576,2.0,True,1267,0.579,0.41,0.3852,395.2,1.036,0.9058,-258.6,-137.5,0.7962,-431.21,-323.1,0.7031
BTCUSDT,1,dcrowd,48,288,0.1,8640,576,3.0,True,1109,0.506,-5.76,0.4409,462.2,0.9351,0.8269,-302.2,-249.3,0.7329,-457.09,-411.6,0.6511
BTCUSDT,1,dcrowd,48,288,0.1,8640,864,0.0,True,634,0.289,-5.67,0.5221,864.0,0.9468,0.8709,-217.8,-148.6,0.8009,-267.88,-238.3,0.7366
BTCUSDT,1,dcrowd,48,288,0.1,8640,864,1.0,True,1555,0.71,-8.68,0.1968,314.4,0.984,0.8242,-312.42,-250.9,0.7026,-531.64,-482.1,0.607
BTCUSDT,1,dcrowd,48,288,0.1,8640,864,1.5,True,1121,0.512,-8.06,0.2997,455.8,1.0696,0.9356,-169.53,-80.0,0.8248,-292.8,-238.2,0.7318
BTCUSDT,1,dcrowd,48,288,0.1,8640,864,2.0,True,956,0.437,-1.79,0.3556,548.2,1.0478,0.9338,-167.55,-78.8,0.8362,-259.99,-210.3,0.7518
BTCUSDT,1,dcrowd,48,288,0.1,8640,864,3.0,True,810,0.37,-9.17,0.4309,662.8,1.0792,0.9768,-155.35,-26.3,0.8861,-229.04,-137.0,0.8055
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,0.0,True,1570,0.717,-6.25,0.4987,288.0,0.9449,0.8086,-347.56,-331.9,0.6921,-587.12,-575.1,0.5933
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,1.0,True,2625,1.199,4.1,0.3051,154.7,1.0936,0.851,-339.15,-308.5,0.6806,-798.94,-777.4,0.5554
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,1.5,True,2152,0.983,7.45,0.3931,197.2,1.1348,0.9229,-170.78,-147.1,0.761,-533.62,-517.6,0.6343
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,2.0,True,1934,0.883,7.04,0.4364,224.0,1.102,0.9154,-184.48,-155.4,0.7666,-499.51,-477.5,0.6463
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,3.0,True,1756,0.802,2.4,0.4692,252.4,1.0528,0.8916,-242.25,-195.7,0.758,-505.68,-478.1,0.6468
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,0.0,True,914,0.417,0.07,0.4912,576.0,0.9722,0.8791,-212.35,-169.9,0.795,-336.46,-302.7,0.7193
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,1.0,True,1848,0.844,6.16,0.2592,252.6,1.1073,0.909,-200.49,-142.7,0.7608,-457.73,-429.4,0.6461
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,1.5,True,1449,0.662,2.97,0.3451,335.5,1.0532,0.9011,-199.08,-146.9,0.7779,-379.74,-364.5,0.6768
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,2.0,True,1257,0.574,4.82,0.3938,397.7,1.0619,0.9284,-198.04,-101.7,0.8158,-335.5,-283.9,0.7202
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,3.0,True,1095,0.5,-0.04,0.4311,467.4,0.9902,0.8801,-257.92,-169.2,0.7846,-387.75,-325.5,0.7015
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,0.0,True,641,0.293,34.57,0.5242,864.0,1.075,0.9904,-140.33,-11.2,0.9126,-167.52,-106.2,0.8411
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,1.0,True,1493,0.682,9.34,0.2217,332.6,1.1827,0.9878,-129.48,-16.2,0.8405,-290.36,-240.8,0.7253
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,1.5,True,1123,0.513,27.45,0.3295,463.5,1.3067,1.1396,-61.19,165.1,1.0026,-92.67,3.4,0.8883
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,2.0,True,951,0.434,25.18,0.3859,556.3,1.2338,1.0967,-81.98,109.6,0.9795,-115.16,-25.0,0.8783
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,3.0,True,807,0.368,25.38,0.4473,666.6,1.1918,1.0818,-59.04,89.4,0.9839,-74.83,-18.6,0.8963
BTCUSDT,0,dcrowd,144,288,0.02,8640,288,0.0,True,509,0.232,-25.03,0.4578,288.0,0.7255,0.614,-230.36,-218.3,0.5212,-302.73,-293.3,0.4443
BTCUSDT,0,dcrowd,144,288,0.02,8640,288,1.0,True,736,0.336,-14.07,0.2894,155.0,0.8205,0.6423,-216.1,-205.9,0.5148,-333.91,-325.1,0.42
BTCUSDT,0,dcrowd,144,288,0.02,8640,288,1.5,True,625,0.285,-13.03,0.3776,196.9,0.8696,0.7104,-173.91,-160.4,0.5868,-267.49,-257.3,0.4894
BTCUSDT,0,dcrowd,144,288,0.02,8640,288,2.0,True,581,0.265,-13.02,0.4062,225.7,0.856,0.7103,-182.99,-158.6,0.5939,-263.15,-246.6,0.5002
BTCUSDT,0,dcrowd,144,288,0.02,8640,288,3.0,True,545,0.249,-16.81,0.4385,253.2,0.8025,0.6752,-191.69,-181.6,0.5707,-270.03,-262.7,0.4849
BTCUSDT,0,dcrowd,144,288,0.02,8640,576,0.0,True,414,0.189,-16.65,0.4686,576.0,1.0237,0.9222,-110.37,-47.0,0.8318,-132.57,-107.5,0.7512
BTCUSDT,0,dcrowd,144,288,0.02,8640,576,1.0,True,671,0.306,-7.36,0.2235,239.8,0.9544,0.7884,-150.66,-126.7,0.6647,-248.9,-230.1,0.5691
BTCUSDT,0,dcrowd,144,288,0.02,8640,576,1.5,True,558,0.255,-3.4,0.3011,324.8,0.988,0.8507,-122.93,-90.6,0.74,-201.44,-174.6,0.6493
BTCUSDT,0,dcrowd,144,288,0.02,8640,576,2.0,True,506,0.231,-6.97,0.3577,387.6,0.9876,0.8641,-110.33,-81.6,0.7613,-182.06,-156.3,0.6747
BTCUSDT,0,dcrowd,144,288,0.02,8640,576,3.0,True,468,0.214,-9.95,0.4209,458.6,0.9831,0.8744,-111.91,-79.3,0.7807,-172.67,-148.7,0.6995
BTCUSDT,0,dcrowd,144,288,0.02,8640,864,0.0,True,339,0.155,11.4,0.4867,864.0,1.0574,0.9735,-131.7,-15.6,0.8965,-149.93,-63.6,0.8258
BTCUSDT,0,dcrowd,144,288,0.02,8640,864,1.0,True,630,0.288,-3.42,0.1825,304.1,0.805,0.668,-210.72,-195.4,0.5657,-303.94,-292.6,0.4867
BTCUSDT,0,dcrowd,144,288,0.02,8640,864,1.5,True,511,0.233,-11.56,0.2427,410.7,0.7609,0.663,-218.78,-206.3,0.5832,-288.82,-281.0,0.5171
BTCUSDT,0,dcrowd,144,288,0.02,8640,864,2.0,True,444,0.203,-4.34,0.3108,513.6,0.8536,0.7592,-192.01,-143.5,0.679,-249.03,-206.8,0.6101
BTCUSDT,0,dcrowd,144,288,0.02,8640,864,3.0,True,395,0.18,13.64,0.4076,641.5,1.0114,0.9169,-121.13,-49.3,0.8336,-150.02,-104.9,0.7599
BTCUSDT,1,dcrowd,144,288,0.02,8640,288,0.0,True,509,0.232,-0.23,0.4931,288.0,1.1262,0.9736,-82.11,-13.8,0.8431,-127.73,-88.4,0.732
BTCUSDT,1,dcrowd,144,288,0.02,8640,288,1.0,True,717,0.327,2.22,0.3305,165.4,1.2366,0.9797,-69.3,-10.6,0.7939,-164.51,-125.8,0.6546
BTCUSDT,1,dcrowd,144,288,0.02,8640,288,1.5,True,630,0.288,-1.48,0.3905,202.2,1.1557,0.9532,-78.42,-25.5,0.796,-158.52,-125.6,0.6718
BTCUSDT,1,dcrowd,144,288,0.02,8640,288,2.0,True,583,0.266,4.6,0.434,229.2,1.1727,0.9855,-74.83,-7.7,0.8347,-137.29,-97.9,0.7121
BTCUSDT,1,dcrowd,144,288,0.02,8640,288,3.0,True,540,0.247,3.75,0.4759,258.0,1.1736,0.9983,-71.58,-0.9,0.853,-115.52,-82.5,0.7324
BTCUSDT,1,dcrowd,144,288,0.02,8640,576,0.0,True,424,0.194,-8.29,0.4882,576.0,0.9424,0.8564,-147.98,-97.4,0.7784,-206.85,-157.5,0.7078
BTCUSDT,1,dcrowd,144,288,0.02,8640,576,1.0,True,656,0.3,9.53,0.2652,260.6,1.21,0.9979,-63.63,-1.1,0.8384,-159.58,-101.1,0.7143
BTCUSDT,1,dcrowd,144,288,0.02,8640,576,1.5,True,560,0.256,12.18,0.3393,343.2,1.1742,1.0106,-58.95,6.1,0.8776,-134.7,-77.3,0.7676
BTCUSDT,1,dcrowd,144,288,0.02,8640,576,2.0,True,515,0.235,0.13,0.3806,394.5,1.0432,0.9151,-107.49,-51.8,0.8068,-180.47,-127.7,0.7145
BTCUSDT,1,dcrowd,144,288,0.02,8640,576,3.0,True,467,0.213,6.86,0.4454,477.9,1.1092,0.9894,-76.39,-6.3,0.8848,-122.74,-73.9,0.793
BTCUSDT,1,dcrowd,144,288,0.02,8640,864,0.0,True,348,0.159,-51.14,0.4253,864.0,0.7506,0.6976,-312.97,-243.4,0.6488,-361.82,-293.7,0.6038
BTCUSDT,1,dcrowd,144,288,0.02,8640,864,1.0,True,620,0.283,3.52,0.2177,327.3,1.2163,1.0181,-69.93,10.0,0.868,-149.32,-83.3,0.7504
BTCUSDT,1,dcrowd,144,288,0.02,8640,864,1.5,True,515,0.235,-3.37,0.2835,435.8,1.1029,0.9628,-92.9,-21.9,0.848,-156.77,-98.4,0.7525
BTCUSDT,1,dcrowd,144,288,0.02,8640,864,2.0,True,455,0.208,1.54,0.3495,533.5,1.1335,1.0105,-70.25,6.2,0.9054,-117.52,-60.1,0.8149
BTCUSDT,1,dcrowd,144,288,0.02,8640,864,3.0,True,399,0.182,6.66,0.4035,653.1,1.1216,1.0178,-69.64,10.5,0.9262,-107.95,-46.4,0.8449
BTCUSDT,2,dcrowd,144,288,0.02,8640,288,0.0,True,499,0.228,5.82,0.491,288.0,0.9886,0.8481,-83.88,-81.5,0.7284,-157.54,-157.4,0.6262
BTCUSDT,2,dcrowd,144,288,0.02,8640,288,1.0,True,715,0.326,1.89,0.3175,162.1,1.0758,0.8412,-110.16,-85.5,0.6739,-208.19,-205.1,0.5495
BTCUSDT,2,dcrowd,144,288,0.02,8640,288,1.5,True,604,0.276,6.89,0.3891,206.6,1.15,0.9361,-105.17,-32.5,0.7716,-147.42,-131.6,0.6424
BTCUSDT,2,dcrowd,144,288,0.02,8640,288,2.0,True,571,0.261,10.68,0.4378,228.3,1.1556,0.959,-95.02,-20.9,0.8021,-134.39,-112.5,0.6755
BTCUSDT,2,dcrowd,144,288,0.02,8640,288,3.0,True,530,0.242,8.58,0.4698,254.3,1.1073,0.9324,-94.12,-34.2,0.7883,-128.06,-117.7,0.6689
BTCUSDT,2,dcrowd,144,288,0.02,8640,576,0.0,True,396,0.181,10.0,0.5328,576.0,1.0359,0.9292,-106.91,-40.5,0.8335,-132.26,-100.5,0.7479
BTCUSDT,2,dcrowd,144,288,0.02,8640,576,1.0,True,639,0.292,-5.56,0.2332,248.5,1.0108,0.8255,-121.72,-98.1,0.6883,-211.01,-201.3,0.5828
BTCUSDT,2,dcrowd,144,288,0.02,8640,576,1.5,True,526,0.24,-4.21,0.3251,335.9,1.0133,0.8639,-106.88,-75.4,0.7437,-176.49,-157.3,0.6452
BTCUSDT,2,dcrowd,144,288,0.02,8640,576,2.0,True,484,0.221,-1.66,0.3884,394.5,0.9966,0.8653,-90.51,-76.3,0.7558,-154.96,-150.8,0.6635
BTCUSDT,2,dcrowd,144,288,0.02,8640,576,3.0,True,435,0.199,9.7,0.4713,477.2,1.1133,0.9798,-82.11,-10.7,0.8649,-108.95,-76.8,0.7656
BTCUSDT,2,dcrowd,144,288,0.02,8640,864,0.0,True,330,0.151,23.43,0.4879,864.0,0.8951,0.8275,-164.93,-124.5,0.7651,-185.91,-176.2,0.7076
BTCUSDT,2,dcrowd,144,288,0.02,8640,864,1.0,True,596,0.272,15.21,0.2097,324.2,1.249,1.0315,-46.98,17.2,0.8704,-91.03,-81.3,0.7464
BTCUSDT,2,dcrowd,144,288,0.02,8640,864,1.5,True,485,0.221,28.84,0.3031,456.1,1.2953,1.1188,-54.15,63.8,0.9769,-80.92,-13.8,0.8604
BTCUSDT,2,dcrowd,144,288,0.02,8640,864,2.0,True,442,0.202,11.43,0.3326,520.7,1.1183,0.9875,-71.1,-7.3,0.8775,-92.46,-77.4,0.7839
BTCUSDT,2,dcrowd,144,288,0.02,8640,864,3.0,True,384,0.175,25.11,0.4089,658.4,1.1642,1.0462,-69.17,25.9,0.9434,-90.23,-34.0,0.8531
BTCUSDT,0,dcrowd,144,288,0.05,8640,288,0.0,True,876,0.4,-0.35,0.492,288.0,0.9909,0.8492,-170.03,-137.8,0.7284,-292.72,-267.9,0.6261
BTCUSDT,0,dcrowd,144,288,0.05,8640,288,1.0,True,1417,0.647,-3.5,0.2943,152.6,0.9055,0.7069,-353.18,-329.8,0.5659,-582.45,-570.8,0.4616
BTCUSDT,0,dcrowd,144,288,0.05,8640,288,1.5,True,1165,0.532,0.08,0.3837,195.8,0.9859,0.8059,-239.83,-203.3,0.667,-420.93,-393.7,0.5574
BTCUSDT,0,dcrowd,144,288,0.05,8640,288,2.0,True,1052,0.48,2.36,0.4221,221.8,0.9729,0.8105,-237.01,-193.0,0.6804,-396.23,-361.2,0.5753
BTCUSDT,0,dcrowd,144,288,0.05,8640,288,3.0,True,966,0.441,0.6,0.4658,252.3,0.9931,0.8424,-184.28,-154.7,0.7169,-324.55,-303.2,0.6125
BTCUSDT,0,dcrowd,144,288,0.05,8640,576,0.0,True,627,0.286,-8.13,0.496,576.0,1.0665,0.9616,-153.11,-34.4,0.8672,-201.57,-125.4,0.7827
BTCUSDT,0,dcrowd,144,288,0.05,8640,576,1.0,True,1174,0.536,2.46,0.2385,247.4,1.1016,0.9074,-134.12,-94.4,0.7624,-300.02,-277.3,0.6506
BTCUSDT,0,dcrowd,144,288,0.05,8640,576,1.5,True,930,0.425,7.19,0.3323,337.7,1.1579,0.9971,-104.49,-2.8,0.8666,-187.92,-141.5,0.7591
BTCUSDT,0,dcrowd,144,288,0.05,8640,576,2.0,True,829,0.379,5.67,0.3836,393.1,1.1095,0.9716,-123.41,-27.1,0.8557,-202.06,-149.9,0.7576
BTCUSDT,0,dcrowd,144,288,0.05,8640,576,3.0,True,740,0.338,-4.25,0.4392,460.2,1.0414,0.9295,-122.87,-68.9,0.8319,-199.16,-175.6,0.7467
BTCUSDT,0,dcrowd,144,288,0.05,8640,864,0.0,True,483,0.221,17.27,0.4886,864.0,1.0401,0.961,-199.6,-35.0,0.8881,-230.45,-104.5,0.8209
BTCUSDT,0,dcrowd,144,288,0.05,8640,864,1.0,True,1012,0.462,11.04,0.2223,326.5,1.0408,0.8657,-147.01,-121.2,0.7337,-286.46,-273.9,0.6308
BTCUSDT,0,dcrowd,144,288,0.05,8640,864,1.5,True,804,0.367,5.45,0.2948,441.1,0.982,0.8525,-161.15,-132.9,0.7468,-268.79,-251.2,0.659
BTCUSDT,0,dcrowd,144,288,0.05,8640,864,2.0,True,679,0.31,23.12,0.3638,550.9,1.1128,0.9887,-136.58,-9.5,0.8831,-179.69,-105.6,0.7923
BTCUSDT,0,dcrowd,144,288,0.05,8640,864,3.0,True,586,0.268,42.47,0.4403,668.2,1.2506,1.1334,-73.59,108.6,1.0301,-106.71,26.0,0.9384
BTCUSDT,1,dcrowd,144,288,0.05,8640,288,0.0,True,888,0.405,4.43,0.5079,288.0,1.0822,0.9311,-125.43,-63.1,0.8024,-235.73,-195.8,0.6932
BTCUSDT,1,dcrowd,144,288,0.05,8640,288,1.0,True,1352,0.617,2.34,0.3217,159.9,1.1642,0.9165,-135.25,-85.8,0.7395,-340.41,-312.7,0.6078
BTCUSDT,1,dcrowd,144,288,0.05,8640,288,1.5,True,1147,0.524,1.86,0.3958,199.6,1.1498,0.945,-105.98,-55.3,0.7862,-271.28,-242.5,0.6609
BTCUSDT,1,dcrowd,144,288,0.05,8640,288,2.0,True,1044,0.477,4.33,0.4511,227.1,1.1795,0.9919,-96.62,-7.8,0.8397,-204.63,-170.0,0.7152
BTCUSDT,1,dcrowd,144,288,0.05,8640,288,3.0,True,962,0.439,2.97,0.4802,255.1,1.1242,0.9607,-112.68,-37.7,0.8239,-220.27,-184.2,0.7093
BTCUSDT,1,dcrowd,144,288,0.05,8640,576,0.0,True,641,0.293,23.55,0.5117,576.0,1.1298,1.0208,-119.24,19.3,0.9232,-145.19,-75.1,0.8356
BTCUSDT,1,dcrowd,144,288,0.05,8640,576,1.0,True,1165,0.532,9.79,0.2472,248.1,1.1956,0.9762,-109.75,-24.0,0.8145,-269.77,-215.1,0.6905
BTCUSDT,1,dcrowd,144,288,0.05,8640,576,1.5,True,944,0.431,11.34,0.3326,337.1,1.1551,0.9847,-96.16,-14.9,0.8483,-213.92,-164.4,0.7369
BTCUSDT,1,dcrowd,144,288,0.05,8640,576,2.0,True,840,0.384,10.66,0.3869,392.9,1.136,0.9922,-80.42,-7.6,0.8719,-185.35,-136.3,0.7699
BTCUSDT,1,dcrowd,144,288,0.05,8640,576,3.0,True,732,0.334,18.99,0.4495,469.1,1.1548,1.0254,-95.55,23.6,0.9134,-137.05,-86.3,0.8159
BTCUSDT,1,dcrowd,144,288,0.05,8640,864,0.0,True,504,0.23,0.65,0.4921,864.0,0.9665,0.8907,-184.85,-104.5,0.8213,-246.54,-178.3,0.7575
BTCUSDT,1,dcrowd,144,288,0.05,8640,864,1.0,True,1002,0.458,8.49,0.2206,330.3,1.2696,1.0553,-97.88,49.8,0.895,-177.91,-108.2,0.7708
BTCUSDT,1,dcrowd,144,288,0.05,8640,864,1.5,True,809,0.369,18.3,0.3078,443.1,1.2586,1.0934,-84.66,84.3,0.9595,-125.99,-40.4,0.8489
BTCUSDT,1,dcrowd,144,288,0.05,8640,864,2.0,True,702,0.321,16.96,0.3675,538.5,1.1964,1.0618,-73.44,54.5,0.9478,-125.61,-49.9,0.8503
BTCUSDT,1,dcrowd,144,288,0.05,8640,864,3.0,True,611,0.279,12.85,0.4354,647.7,1.1646,1.0515,-89.27,45.1,0.9521,-131.93,-44.7,0.8642
BTCUSDT,2,dcrowd,144,288,0.05,8640,288,0.0,True,893,0.408,9.86,0.4938,288.0,1.0613,0.9028,-87.37,-86.4,0.7694,-222.99,-222.9,0.6578
BTCUSDT,2,dcrowd,144,288,0.05,8640,288,1.0,True,1412,0.645,-0.39,0.3102,154.6,1.0125,0.781,-248.85,-241.8,0.6191,-500.83,-495.1,0.5011
BTCUSDT,2,dcrowd,144,288,0.05,8640,288,1.5,True,1153,0.526,9.52,0.4059,200.3,1.1266,0.9106,-117.58,-87.9,0.7458,-287.15,-284.0,0.6179
BTCUSDT,2,dcrowd,144,288,0.05,8640,288,2.0,True,1049,0.479,11.35,0.4471,228.6,1.1956,0.9895,-93.51,-9.7,0.8255,-183.9,-180.7,0.6935
BTCUSDT,2,dcrowd,144,288,0.05,8640,288,3.0,True,965,0.441,12.15,0.4788,256.7,1.1364,0.956,-105.62,-40.0,0.8081,-195.4,-192.2,0.6863
BTCUSDT,2,dcrowd,144,288,0.05,8640,576,0.0,True,620,0.283,8.3,0.5194,576.0,1.0975,0.986,-79.6,-12.1,0.8857,-116.79,-104.0,0.7958
BTCUSDT,2,dcrowd,144,288,0.05,8640,576,1.0,True,1137,0.519,-1.1,0.2436,248.6,1.0631,0.8667,-148.35,-132.3,0.7215,-321.05,-317.8,0.6104
BTCUSDT,2,dcrowd,144,288,0.05,8640,576,1.5,True,899,0.411,-0.75,0.3293,335.8,1.0522,0.8969,-103.1,-96.7,0.7722,-241.53,-237.0,0.6703
BTCUSDT,2,dcrowd,144,288,0.05,8640,576,2.0,True,804,0.367,-9.42,0.3756,394.5,0.9885,0.862,-138.74,-130.5,0.7557,-255.59,-251.1,0.6657
BTCUSDT,2,dcrowd,144,288,0.05,8640,576,3.0,True,707,0.323,5.44,0.4597,476.5,1.1093,0.9833,-78.86,-14.7,0.8738,-138.48,-118.5,0.7784
BTCUSDT,2,dcrowd,144,288,0.05,8640,864,0.0,True,489,0.223,-11.81,0.4744,864.0,0.9127,0.8407,-167.41,-153.5,0.7746,-236.33,-226.3,0.7139
BTCUSDT,2,dcrowd,144,288,0.05,8640,864,1.0,True,1035,0.473,-4.39,0.1981,314.4,1.0422,0.8596,-142.27,-134.9,0.7244,-310.69,-304.4,0.6204
BTCUSDT,2,dcrowd,144,288,0.05,8640,864,1.5,True,799,0.365,-6.26,0.2804,444.1,0.983,0.846,-148.06,-141.2,0.736,-274.31,-268.5,0.6458
BTCUSDT,2,dcrowd,144,288,0.05,8640,864,2.0,True,690,0.315,-5.86,0.3377,534.6,1.0652,0.9421,-92.99,-52.0,0.8383,-167.6,-157.5,0.7498
BTCUSDT,2,dcrowd,144,288,0.05,8640,864,3.0,True,597,0.273,-7.23,0.4054,655.1,1.0627,0.9558,-100.87,-38.8,0.8623,-155.33,-129.0,0.7801
BTCUSDT,0,dcrowd,144,288,0.1,8640,288,0.0,True,1253,0.572,-1.31,0.4828,288.0,0.9874,0.8424,-226.78,-206.3,0.7199,-412.75,-397.5,0.6173
BTCUSDT,0,dcrowd,144,288,0.1,8640,288,1.0,True,2178,0.995,-0.25,0.2888,149.1,0.945,0.7289,-531.55,-481.8,0.579,-918.8,-883.3,0.4701
BTCUSDT,0,dcrowd,144,288,0.1,8640,288,1.5,True,1758,0.803,-1.36,0.3675,191.9,0.9669,0.7818,-418.6,-358.3,0.6417,-706.91,-669.5,0.5332
BTCUSDT,0,dcrowd,144,288,0.1,8640,288,2.0,True,1574,0.719,-0.02,0.4079,219.0,0.9606,0.7938,-391.18,-324.1,0.6622,-644.52,-593.3,0.5572
BTCUSDT,0,dcrowd,144,288,0.1,8640,288,3.0,True,1417,0.647,-6.32,0.4453,249.5,0.9232,0.7766,-378.66,-337.4,0.6563,-597.59,-569.7,0.5575
BTCUSDT,0,dcrowd,144,288,0.1,8640,576,0.0,True,808,0.369,0.47,0.4802,576.0,1.0769,0.9723,-106.03,-32.7,0.8784,-215.03,-151.7,0.7942
BTCUSDT,0,dcrowd,144,288,0.1,8640,576,1.0,True,1674,0.764,-1.88,0.2288,234.7,0.9885,0.8075,-336.56,-286.2,0.674,-599.57,-557.9,0.572
BTCUSDT,0,dcrowd,144,288,0.1,8640,576,1.5,True,1298,0.593,1.04,0.3097,319.7,0.9943,0.8496,-252.65,-210.8,0.7336,-450.41,-414.5,0.6389
BTCUSDT,0,dcrowd,144,288,0.1,8640,576,2.0,True,1114,0.509,6.55,0.3824,385.7,1.0949,0.9573,-168.64,-55.3,0.8417,-279.44,-223.0,0.7439
BTCUSDT,0,dcrowd,144,288,0.1,8640,576,3.0,True,962,0.439,-3.77,0.4168,463.4,1.0696,0.9542,-134.99,-58.0,0.8537,-240.86,-198.2,0.7657
BTCUSDT,0,dcrowd,144,288,0.1,8640,864,0.0,True,584,0.267,33.76,0.4914,864.0,1.1148,1.0316,-189.52,34.4,0.955,-234.17,-51.0,0.8843
BTCUSDT,0,dcrowd,144,288,0.1,8640,864,1.0,True,1391,0.635,5.02,0.2085,315.4,1.0836,0.8962,-235.09,-132.7,0.7573,-444.47,-356.5,0.6503
BTCUSDT,0,dcrowd,144,288,0.1,8640,864,1.5,True,1045,0.477,2.27,0.2861,443.4,1.058,0.9201,-196.58,-95.5,0.8077,-340.41,-253.3,0.7147
BTCUSDT,0,dcrowd,144,288,0.1,8640,864,2.0,True,887,0.405,2.0,0.3337,531.0,1.0252,0.9124,-193.26,-101.8,0.8165,-310.08,-230.5,0.7343
BTCUSDT,0,dcrowd,144,288,0.1,8640,864,3.0,True,736,0.336,24.27,0.4253,656.5,1.1325,1.0233,-180.81,24.7,0.9274,-231.52,-82.2,0.8429
BTCUSDT,1,dcrowd,144,288,0.1,8640,288,0.0,True,1269,0.579,12.69,0.5122,288.0,1.1218,0.9646,-166.42,-46.7,0.8304,-282.55,-242.0,0.7161
