symbol,signal,look,win,q,band,hold,contrarian,trades,tpd,avg_bps,win_rate,pf_0x,tot_0x,pf_1x,tot_1x,pf_2x,tot_2x,pf_3x,tot_3x
ETHUSDT,crowd_z,0,288,0.05,2016,864,True,483,0.279,-8.93,0.499,0.9592,-4314.6,0.8986,-11076.6,0.8417,-17838.6,0.7884,-24600.6
ETHUSDT,crowd_z,0,288,0.05,2016,864,False,483,0.279,8.93,0.501,1.0425,4314.6,0.9767,-2447.4,0.9151,-9209.4,0.8576,-15971.4
ETHUSDT,crowd_z,0,288,0.05,8640,96,True,1520,0.877,19.86,0.4987,1.3075,30192.5,1.0815,8912.5,0.898,-12367.5,0.749,-33647.5
ETHUSDT,crowd_z,0,288,0.05,8640,96,False,1520,0.877,-19.86,0.5013,0.7648,-30192.5,0.6308,-51472.5,0.5195,-72752.5,0.428,-94032.5
ETHUSDT,crowd_z,0,288,0.05,8640,144,True,1342,0.774,21.57,0.5082,1.2674,28952.4,1.0863,10164.4,0.9327,-8623.6,0.8029,-27411.6
ETHUSDT,crowd_z,0,288,0.05,8640,144,False,1342,0.774,-21.57,0.4918,0.789,-28952.4,0.6757,-47740.4,0.5788,-66528.4,0.4963,-85316.4
ETHUSDT,crowd_z,0,288,0.05,8640,288,True,1069,0.616,10.88,0.4911,1.0898,11625.9,0.9757,-3340.1,0.8741,-18306.1,0.7839,-33272.1
ETHUSDT,crowd_z,0,288,0.05,8640,288,False,1069,0.616,-10.88,0.5089,0.9176,-11625.9,0.821,-26591.9,0.7343,-41557.9,0.6565,-56523.9
ETHUSDT,crowd_z,0,288,0.05,8640,576,True,652,0.376,10.1,0.5031,1.058,6585.9,0.9785,-2542.1,0.9051,-11670.1,0.8374,-20798.1
ETHUSDT,crowd_z,0,288,0.05,8640,576,False,652,0.376,-10.1,0.4969,0.9452,-6585.9,0.8741,-15713.9,0.8084,-24841.9,0.7475,-33969.9
ETHUSDT,crowd_z,0,288,0.05,8640,864,True,473,0.273,0.12,0.4968,1.0005,57.3,0.9396,-6564.7,0.8825,-13186.7,0.8288,-19808.7
ETHUSDT,crowd_z,0,288,0.05,8640,864,False,473,0.273,-0.12,0.5032,0.9995,-57.3,0.9386,-6679.3,0.8814,-13301.3,0.8276,-19923.3
ETHUSDT,crowd_z,0,288,0.1,2016,96,True,2353,1.357,18.46,0.5053,1.2962,43432.0,1.0641,10490.0,0.8767,-22452.0,0.7258,-55394.0
ETHUSDT,crowd_z,0,288,0.1,2016,96,False,2353,1.357,-18.46,0.4947,0.7715,-43432.0,0.6322,-76374.0,0.5183,-109316.0,0.4261,-142258.0
ETHUSDT,crowd_z,0,288,0.1,2016,144,True,1869,1.078,23.73,0.5126,1.3148,44349.6,1.1179,18183.6,0.9527,-7982.4,0.8141,-34148.4
ETHUSDT,crowd_z,0,288,0.1,2016,144,False,1869,1.078,-23.73,0.4874,0.7606,-44349.6,0.646,-70515.6,0.5485,-96681.6,0.4662,-122847.6
ETHUSDT,crowd_z,0,288,0.1,2016,288,True,1310,0.755,25.55,0.5092,1.2289,33475.5,1.0973,15135.5,0.9806,-3204.5,0.8772,-21544.5
ETHUSDT,crowd_z,0,288,0.1,2016,288,False,1310,0.755,-25.55,0.4901,0.8137,-33475.5,0.7262,-51815.5,0.648,-70155.5,0.5783,-88495.5
ETHUSDT,crowd_z,0,288,0.1,2016,576,True,727,0.419,18.73,0.4924,1.1132,13619.1,1.0274,3441.1,0.9486,-6736.9,0.8761,-16914.9
ETHUSDT,crowd_z,0,288,0.1,2016,576,False,727,0.419,-18.73,0.5076,0.8983,-13619.1,0.8287,-23797.1,0.7644,-33975.1,0.7051,-44153.1
ETHUSDT,crowd_z,0,288,0.1,2016,864,True,514,0.296,37.02,0.5156,1.1845,19025.9,1.1109,11829.9,1.042,4633.9,0.9775,-2562.1
ETHUSDT,crowd_z,0,288,0.1,2016,864,False,514,0.296,-37.02,0.4844,0.8443,-19025.9,0.7918,-26221.9,0.7425,-33417.9,0.6963,-40613.9
ETHUSDT,crowd_z,0,288,0.1,8640,96,True,2232,1.287,15.06,0.5022,1.2357,33616.7,1.0149,2368.7,0.8364,-28879.3,0.6925,-60127.3
ETHUSDT,crowd_z,0,288,0.1,8640,96,False,2232,1.287,-15.06,0.4978,0.8093,-33616.7,0.6635,-64864.7,0.544,-96112.7,0.447,-127360.7
ETHUSDT,crowd_z,0,288,0.1,8640,144,True,1799,1.037,22.14,0.5036,1.2869,39828.7,1.0964,14642.7,0.9364,-10543.3,0.8021,-35729.3
ETHUSDT,crowd_z,0,288,0.1,8640,144,False,1799,1.037,-22.14,0.4964,0.7771,-39828.7,0.6611,-65014.7,0.5626,-90200.7,0.4791,-115386.7
ETHUSDT,crowd_z,0,288,0.1,8640,288,True,1262,0.728,14.74,0.4976,1.1237,18596.0,1.0058,928.0,0.9008,-16740.0,0.8075,-34408.0
ETHUSDT,crowd_z,0,288,0.1,8640,288,False,1262,0.728,-14.74,0.5024,0.8899,-18596.0,0.7962,-36264.0,0.7121,-53932.0,0.637,-71600.0
ETHUSDT,crowd_z,0,288,0.1,8640,576,True,718,0.414,12.74,0.4875,1.0736,9146.8,0.993,-905.2,0.9188,-10957.2,0.8504,-21009.2
ETHUSDT,crowd_z,0,288,0.1,8640,576,False,718,0.414,-12.74,0.5125,0.9315,-9146.8,0.8613,-19198.8,0.7963,-29250.8,0.736,-39302.8
ETHUSDT,crowd_z,0,288,0.1,8640,864,True,501,0.289,-8.62,0.501,0.962,-4321.0,0.9034,-11335.0,0.8482,-18349.0,0.7965,-25363.0
ETHUSDT,crowd_z,0,288,0.1,8640,864,False,501,0.289,8.62,0.499,1.0395,4321.0,0.9762,-2693.0,0.9168,-9707.0,0.8611,-16721.0
ETHUSDT,crowd_z,0,288,0.2,2016,96,True,3452,1.991,11.04,0.491,1.1739,38115.5,0.9583,-10212.5,0.7853,-58540.5,0.6467,-106868.5
ETHUSDT,crowd_z,0,288,0.2,2016,96,False,3452,1.991,-11.04,0.5081,0.8519,-38115.5,0.6939,-86443.5,0.5652,-134771.5,0.4619,-183099.5
ETHUSDT,crowd_z,0,288,0.2,2016,144,True,2537,1.463,11.03,0.4825,1.1324,27972.6,0.9672,-7545.4,0.8281,-43063.4,0.7107,-78581.4
ETHUSDT,crowd_z,0,288,0.2,2016,144,False,2537,1.463,-11.03,0.5175,0.8831,-27972.6,0.7531,-63490.6,0.642,-99008.6,0.5477,-134526.6
ETHUSDT,crowd_z,0,288,0.2,2016,288,True,1487,0.858,26.55,0.5124,1.2349,39477.8,1.1046,18659.8,0.9886,-2158.2,0.8855,-22976.2
ETHUSDT,crowd_z,0,288,0.2,2016,288,False,1487,0.858,-26.55,0.4876,0.8098,-39477.8,0.724,-60295.8,0.6473,-81113.8,0.579,-101931.8
ETHUSDT,crowd_z,0,288,0.2,2016,576,True,791,0.456,19.0,0.5133,1.1166,15027.2,1.0294,3953.2,0.9492,-7120.8,0.8754,-18194.8
ETHUSDT,crowd_z,0,288,0.2,2016,576,False,791,0.456,-19.0,0.4867,0.8956,-15027.2,0.8256,-26101.2,0.761,-37175.2,0.7017,-48249.2
ETHUSDT,crowd_z,0,288,0.2,2016,864,True,543,0.313,48.92,0.5525,1.2458,26563.3,1.17,18961.3,1.0986,11359.3,1.0316,3757.3
ETHUSDT,crowd_z,0,288,0.2,2016,864,False,543,0.313,-48.92,0.4475,0.8027,-26563.3,0.754,-34165.3,0.7085,-41767.3,0.666,-49369.3
ETHUSDT,crowd_z,0,288,0.2,8640,96,True,3351,1.933,12.22,0.4918,1.1923,40939.0,0.9749,-5975.0,0.8005,-52889.0,0.6605,-99803.0
ETHUSDT,crowd_z,0,288,0.2,8640,96,False,3351,1.933,-12.22,0.5079,0.8387,-40939.0,0.684,-87853.0,0.558,-134767.0,0.4563,-181681.0
ETHUSDT,crowd_z,0,288,0.2,8640,144,True,2452,1.414,14.6,0.489,1.1824,35797.9,1.0069,1469.9,0.8596,-32858.1,0.736,-67186.1
ETHUSDT,crowd_z,0,288,0.2,8640,144,False,2452,1.414,-14.6,0.5106,0.8457,-35797.9,0.7189,-70125.9,0.611,-104453.9,0.5198,-138781.9
ETHUSDT,crowd_z,0,288,0.2,8640,288,True,1453,0.838,29.0,0.5093,1.263,42133.7,1.1278,21791.7,1.008,1449.7,0.9019,-18892.3
ETHUSDT,crowd_z,0,288,0.2,8640,288,False,1453,0.838,-29.0,0.4907,0.7918,-42133.7,0.7067,-62475.7,0.6306,-82817.7,0.5629,-103159.7
ETHUSDT,crowd_z,0,288,0.2,8640,576,True,777,0.448,15.92,0.5019,1.0947,12373.1,1.011,1495.1,0.9339,-9382.9,0.8628,-20260.9
ETHUSDT,crowd_z,0,288,0.2,8640,576,False,777,0.448,-15.92,0.4968,0.9135,-12373.1,0.8435,-23251.1,0.7788,-34129.1,0.7193,-45007.1
ETHUSDT,crowd_z,0,288,0.2,8640,864,True,529,0.305,28.16,0.5217,1.1372,14897.9,1.0668,7491.9,1.0007,85.9,0.9389,-7320.1
ETHUSDT,crowd_z,0,288,0.2,8640,864,False,529,0.305,-28.16,0.4783,0.8794,-14897.9,0.8249,-22303.9,0.7739,-29709.9,0.7261,-37115.9
ETHUSDT,crowd_z,0,288,0.3,2016,96,True,4269,2.462,10.5,0.4914,1.1656,44835.2,0.9507,-14930.8,0.7784,-74696.8,0.6405,-134462.8
ETHUSDT,crowd_z,0,288,0.3,2016,96,False,4269,2.462,-10.5,0.5083,0.858,-44835.2,0.6982,-104601.2,0.5683,-164367.2,0.4636,-224133.2
ETHUSDT,crowd_z,0,288,0.3,2016,144,True,2996,1.728,12.91,0.498,1.163,38684.3,0.9874,-3259.7,0.8401,-45203.7,0.7165,-87147.7
ETHUSDT,crowd_z,0,288,0.3,2016,144,False,2996,1.728,-12.91,0.502,0.8599,-38684.3,0.7293,-80628.3,0.6185,-122572.3,0.525,-164516.3
ETHUSDT,crowd_z,0,288,0.3,2016,288,True,1605,0.926,22.88,0.4997,1.2004,36729.2,1.0732,14259.2,0.9603,-8210.8,0.86,-30680.8
ETHUSDT,crowd_z,0,288,0.3,2016,288,False,1605,0.926,-22.88,0.4997,0.8331,-36729.2,0.7443,-59199.2,0.6649,-81669.2,0.5943,-104139.2
ETHUSDT,crowd_z,0,288,0.3,2016,576,True,824,0.475,18.41,0.5158,1.1134,15168.0,1.026,3632.0,0.9457,-7904.0,0.8719,-19440.0
ETHUSDT,crowd_z,0,288,0.3,2016,576,False,824,0.475,-18.41,0.4842,0.8982,-15168.0,0.8277,-26704.0,0.7631,-38240.0,0.7037,-49776.0
ETHUSDT,crowd_z,0,288,0.3,2016,864,True,558,0.322,36.11,0.5305,1.178,20149.4,1.1055,12337.4,1.0375,4525.4,0.9736,-3286.6
ETHUSDT,crowd_z,0,288,0.3,2016,864,False,558,0.322,-36.11,0.4695,0.8489,-20149.4,0.7966,-27961.4,0.7476,-35773.4,0.7016,-43585.4
ETHUSDT,crowd_z,0,288,0.3,8640,96,True,4165,2.402,10.35,0.4884,1.1675,43114.6,0.9473,-15195.4,0.7721,-73505.4,0.6327,-131815.4
ETHUSDT,crowd_z,0,288,0.3,8640,96,False,4165,2.402,-10.35,0.5116,0.8566,-43114.6,0.6932,-101424.6,0.561,-159734.6,0.4553,-218044.6
ETHUSDT,crowd_z,0,288,0.3,8640,144,True,2914,1.681,14.99,0.5017,1.1953,43687.1,1.0118,2891.1,0.8584,-37904.9,0.7304,-78700.9
ETHUSDT,crowd_z,0,288,0.3,8640,144,False,2914,1.681,-14.99,0.4983,0.8366,-43687.1,0.7074,-84483.1,0.5982,-125279.1,0.5065,-166075.1
ETHUSDT,crowd_z,0,288,0.3,8640,288,True,1570,0.905,24.25,0.486,1.2135,38077.3,1.0848,16097.3,0.9708,-5882.7,0.8697,-27862.7
ETHUSDT,crowd_z,0,288,0.3,8640,288,False,1570,0.905,-24.25,0.514,0.824,-38077.3,0.7359,-60057.3,0.657,-82037.3,0.5867,-104017.3
ETHUSDT,crowd_z,0,288,0.3,8640,576,True,808,0.466,25.73,0.5136,1.157,20790.2,1.0687,9478.2,0.9873,-1833.8,0.9124,-13145.8
ETHUSDT,crowd_z,0,288,0.3,8640,576,False,808,0.466,-25.73,0.4864,0.8643,-20790.2,0.7983,-32102.2,0.7373,-43414.2,0.6809,-54726.2
ETHUSDT,crowd_z,0,288,0.3,8640,864,True,546,0.315,-5.57,0.489,0.9744,-3040.2,0.9128,-10684.2,0.8551,-18328.2,0.8013,-25972.2
ETHUSDT,crowd_z,0,288,0.3,8640,864,False,546,0.315,5.57,0.511,1.0263,3040.2,0.9614,-4603.8,0.9005,-12247.8,0.8436,-19891.8
ETHUSDT,crowd_z,0,864,0.02,2016,96,True,745,0.43,24.53,0.5087,1.4025,18271.7,1.1545,7841.7,0.9543,-2588.3,0.7929,-13018.3
ETHUSDT,crowd_z,0,864,0.02,2016,96,False,745,0.43,-24.53,0.4899,0.713,-18271.7,0.5854,-28701.7,0.4797,-39131.7,0.3931,-49561.7
ETHUSDT,crowd_z,0,864,0.02,2016,144,True,635,0.366,29.69,0.5102,1.407,18855.6,1.196,9965.6,1.0193,1075.6,0.8713,-7814.4
ETHUSDT,crowd_z,0,864,0.02,2016,144,False,635,0.366,-29.69,0.4898,0.7107,-18855.6,0.6025,-27745.6,0.5102,-36635.6,0.4319,-45525.6
ETHUSDT,crowd_z,0,864,0.02,2016,288,True,512,0.295,29.07,0.5156,1.2521,14886.4,1.1232,7718.4,1.0083,550.4,0.9058,-6617.6
ETHUSDT,crowd_z,0,864,0.02,2016,288,False,512,0.295,-29.07,0.4844,0.7987,-14886.4,0.7161,-22054.4,0.6419,-29222.4,0.5752,-36390.4
ETHUSDT,crowd_z,0,864,0.02,2016,576,True,417,0.24,27.52,0.5156,1.1672,11475.4,1.0788,5637.4,0.9973,-200.6,0.9221,-6038.6
ETHUSDT,crowd_z,0,864,0.02,2016,576,False,417,0.24,-27.52,0.4844,0.8567,-11475.4,0.7918,-17313.4,0.7317,-23151.4,0.6761,-28989.4
ETHUSDT,crowd_z,0,864,0.02,2016,864,True,344,0.198,31.94,0.5116,1.1592,10987.4,1.0865,6171.4,1.0184,1355.4,0.9547,-3460.6
ETHUSDT,crowd_z,0,864,0.02,2016,864,False,344,0.198,-31.94,0.4884,0.8626,-10987.4,0.8084,-15803.4,0.7575,-20619.4,0.7096,-25435.4
ETHUSDT,crowd_z,0,864,0.02,8640,96,True,506,0.292,32.42,0.5296,1.5441,16403.2,1.2768,9319.2,1.0596,2235.2,0.8833,-4848.8
ETHUSDT,crowd_z,0,864,0.02,8640,96,False,506,0.292,-32.42,0.4704,0.6476,-16403.2,0.5348,-23487.2,0.4417,-30571.2,0.3657,-37655.2
ETHUSDT,crowd_z,0,864,0.02,8640,144,True,446,0.257,35.85,0.5157,1.458,15989.9,1.2563,9745.9,1.0847,3501.9,0.9388,-2742.1
ETHUSDT,crowd_z,0,864,0.02,8640,144,False,446,0.257,-35.85,0.4843,0.6859,-15989.9,0.5901,-22233.9,0.5079,-28477.9,0.437,-34721.9
ETHUSDT,crowd_z,0,864,0.02,8640,288,True,379,0.219,23.05,0.5145,1.201,8737.1,1.0744,3431.1,0.9616,-1874.9,0.8611,-7180.9
ETHUSDT,crowd_z,0,864,0.02,8640,288,False,379,0.219,-23.05,0.4855,0.8327,-8737.1,0.7447,-14043.1,0.6658,-19349.1,0.595,-24655.1
ETHUSDT,crowd_z,0,864,0.02,8640,576,True,329,0.19,34.69,0.5046,1.1974,11412.9,1.1132,6806.9,1.0352,2200.9,0.9629,-2405.1
ETHUSDT,crowd_z,0,864,0.02,8640,576,False,329,0.19,-34.69,0.4954,0.8351,-11412.9,0.7763,-16018.9,0.7217,-20624.9,0.6712,-25230.9
ETHUSDT,crowd_z,0,864,0.02,8640,864,True,292,0.168,33.0,0.4863,1.1585,9636.7,1.0882,5548.7,1.0224,1460.7,0.961,-2627.3
ETHUSDT,crowd_z,0,864,0.02,8640,864,False,292,0.168,-33.0,0.5137,0.8632,-9636.7,0.8106,-13724.7,0.761,-17812.7,0.7144,-21900.7
ETHUSDT,crowd_z,0,864,0.05,2016,96,True,1215,0.701,17.14,0.5045,1.2715,20822.0,1.0447,3812.0,0.8606,-13198.0,0.7113,-30208.0
ETHUSDT,crowd_z,0,864,0.05,2016,96,False,1215,0.701,-17.14,0.4955,0.7865,-20822.0,0.6446,-37832.0,0.5282,-54842.0,0.4334,-71852.0
ETHUSDT,crowd_z,0,864,0.05,2016,144,True,951,0.548,29.23,0.5195,1.3732,27797.7,1.1787,14483.7,1.0133,1169.7,0.8728,-12144.3
ETHUSDT,crowd_z,0,864,0.05,2016,144,False,951,0.548,-29.23,0.4805,0.7282,-27797.7,0.6243,-41111.7,0.5348,-54425.7,0.4577,-67739.7
ETHUSDT,crowd_z,0,864,0.05,2016,288,True,670,0.386,32.22,0.509,1.2762,21590.6,1.1474,12210.6,1.0323,2830.6,0.9292,-6549.4
ETHUSDT,crowd_z,0,864,0.05,2016,288,False,670,0.386,-32.22,0.491,0.7836,-21590.6,0.7039,-30970.6,0.6321,-40350.6,0.5673,-49730.6
ETHUSDT,crowd_z,0,864,0.05,2016,576,True,506,0.292,37.88,0.5138,1.2289,19168.0,1.1385,12084.0,1.055,5000.0,0.978,-2084.0
ETHUSDT,crowd_z,0,864,0.05,2016,576,False,506,0.292,-37.88,0.4862,0.8137,-19168.0,0.7537,-26252.0,0.6981,-33336.0,0.6466,-40420.0
ETHUSDT,crowd_z,0,864,0.05,2016,864,True,396,0.228,28.39,0.4848,1.1397,11241.4,1.0684,5697.4,1.0018,153.4,0.9396,-5390.6
ETHUSDT,crowd_z,0,864,0.05,2016,864,False,396,0.228,-28.39,0.5152,0.8774,-11241.4,0.8223,-16785.4,0.7704,-22329.4,0.7216,-27873.4
ETHUSDT,crowd_z,0,864,0.05,8640,96,True,998,0.576,19.13,0.5,1.2968,19096.1,1.0716,5124.1,0.8885,-8847.9,0.7393,-22819.9
ETHUSDT,crowd_z,0,864,0.05,8640,96,False,998,0.576,-19.13,0.5,0.7711,-19096.1,0.6354,-33068.1,0.5229,-47040.1,0.4304,-61012.1
ETHUSDT,crowd_z,0,864,0.05,8640,144,True,802,0.463,28.26,0.5249,1.3493,22668.2,1.1626,11440.2,1.0028,212.2,0.8656,-11015.8
ETHUSDT,crowd_z,0,864,0.05,8640,144,False,802,0.463,-28.26,0.4751,0.7411,-22668.2,0.6382,-33896.2,0.5494,-45124.2,0.4731,-56352.2
ETHUSDT,crowd_z,0,864,0.05,8640,288,True,588,0.339,25.52,0.5034,1.2085,15007.0,1.089,6775.0,0.9819,-1457.0,0.8857,-9689.0
ETHUSDT,crowd_z,0,864,0.05,8640,288,False,588,0.339,-25.52,0.4966,0.8275,-15007.0,0.7453,-23239.0,0.6711,-31471.0,0.6042,-39703.0
ETHUSDT,crowd_z,0,864,0.05,8640,576,True,455,0.262,22.69,0.4857,1.1227,10323.2,1.0452,3953.2,0.9734,-2416.8,0.9068,-8786.8
ETHUSDT,crowd_z,0,864,0.05,8640,576,False,455,0.262,-22.69,0.5143,0.8907,-10323.2,0.8289,-16693.2,0.7713,-23063.2,0.7175,-29433.2
ETHUSDT,crowd_z,0,864,0.05,8640,864,True,382,0.22,15.21,0.4764,1.0747,5809.4,1.0057,461.4,0.9415,-4886.6,0.8817,-10234.6
ETHUSDT,crowd_z,0,864,0.05,8640,864,False,382,0.22,-15.21,0.5236,0.9305,-5809.4,0.8706,-11157.4,0.8143,-16505.4,0.7614,-21853.4
ETHUSDT,crowd_z,0,864,0.1,2016,96,True,1866,1.076,14.51,0.515,1.2348,27074.1,1.0074,950.1,0.8238,-25173.9,0.676,-51297.9
ETHUSDT,crowd_z,0,864,0.1,2016,96,False,1866,1.076,-14.51,0.485,0.8098,-27074.1,0.6599,-53198.1,0.5382,-79322.1,0.4396,-105446.1
ETHUSDT,crowd_z,0,864,0.1,2016,144,True,1407,0.811,18.77,0.5103,1.2316,26414.8,1.0542,6716.8,0.9036,-12981.2,0.7758,-32679.2
ETHUSDT,crowd_z,0,864,0.1,2016,144,False,1407,0.811,-18.77,0.4897,0.812,-26414.8,0.6943,-46112.8,0.5934,-65810.8,0.5071,-85508.8
ETHUSDT,crowd_z,0,864,0.1,2016,288,True,910,0.525,22.85,0.5165,1.1891,20789.7,1.0693,8049.7,0.9618,-4690.3,0.8655,-17430.3
ETHUSDT,crowd_z,0,864,0.1,2016,288,False,910,0.525,-22.85,0.4835,0.841,-20789.7,0.7561,-33529.7,0.6799,-46269.7,0.6115,-59009.7
ETHUSDT,crowd_z,0,864,0.1,2016,576,True,597,0.344,30.51,0.5276,1.1816,18212.6,1.0945,9854.6,1.0138,1496.6,0.9392,-6861.4
ETHUSDT,crowd_z,0,864,0.1,2016,576,False,597,0.344,-30.51,0.4724,0.8463,-18212.6,0.7839,-26570.6,0.7262,-34928.6,0.6728,-43286.6
ETHUSDT,crowd_z,0,864,0.1,2016,864,True,453,0.261,7.29,0.4967,1.0334,3300.4,0.9702,-3041.6,0.9111,-9383.6,0.8557,-15725.6
ETHUSDT,crowd_z,0,864,0.1,2016,864,False,453,0.261,-7.29,0.5033,0.9677,-3300.4,0.9085,-9642.4,0.8529,-15984.4,0.8007,-22326.4
ETHUSDT,crowd_z,0,864,0.1,8640,96,True,1640,0.946,15.61,0.4927,1.2495,25601.4,1.023,2641.4,0.8411,-20318.6,0.695,-43278.6
ETHUSDT,crowd_z,0,864,0.1,8640,96,False,1640,0.946,-15.61,0.5067,0.8003,-25601.4,0.6534,-48561.4,0.5328,-71521.4,0.4346,-94481.4
ETHUSDT,crowd_z,0,864,0.1,8640,144,True,1265,0.73,19.73,0.4901,1.2415,24954.9,1.0643,7244.9,0.9146,-10465.1,0.7879,-28175.1
ETHUSDT,crowd_z,0,864,0.1,8640,144,False,1265,0.73,-19.73,0.5099,0.8055,-24954.9,0.6892,-42664.9,0.5888,-60374.9,0.5027,-78084.9
ETHUSDT,crowd_z,0,864,0.1,8640,288,True,816,0.471,32.47,0.5074,1.2662,26492.2,1.1432,15068.2,1.0328,3644.2,0.9337,-7779.8
ETHUSDT,crowd_z,0,864,0.1,8640,288,False,816,0.471,-32.47,0.4926,0.7897,-26492.2,0.7126,-37916.2,0.6427,-49340.2,0.5797,-60764.2
ETHUSDT,crowd_z,0,864,0.1,8640,576,True,557,0.321,13.28,0.4991,1.071,7396.8,0.9963,-401.2,0.9269,-8199.2,0.8625,-15997.2
ETHUSDT,crowd_z,0,864,0.1,8640,576,False,557,0.321,-13.28,0.5009,0.9337,-7396.8,0.8684,-15194.8,0.8078,-22992.8,0.7512,-30790.8
ETHUSDT,crowd_z,0,864,0.1,8640,864,True,431,0.249,28.79,0.5128,1.144,12410.5,1.0715,6376.5,1.0037,342.5,0.9403,-5691.5
ETHUSDT,crowd_z,0,864,0.1,8640,864,False,431,0.249,-28.79,0.4872,0.8742,-12410.5,0.8187,-18444.5,0.7667,-24478.5,0.718,-30512.5
ETHUSDT,crowd_z,0,864,0.2,2016,96,True,2967,1.711,12.81,0.4948,1.201,38012.7,0.9833,-3525.3,0.8082,-45063.3,0.6672,-86601.3
ETHUSDT,crowd_z,0,864,0.2,2016,96,False,2967,1.711,-12.81,0.5052,0.8327,-38012.7,0.6802,-79550.7,0.5556,-121088.7,0.4548,-162626.7
ETHUSDT,crowd_z,0,864,0.2,2016,144,True,2129,1.228,17.7,0.5186,1.2223,37680.6,1.0427,7874.6,0.8905,-21931.4,0.7617,-51737.4
ETHUSDT,crowd_z,0,864,0.2,2016,144,False,2129,1.228,-17.7,0.4814,0.8181,-37680.6,0.6976,-67486.6,0.5947,-97292.6,0.5073,-127098.6
ETHUSDT,crowd_z,0,864,0.2,2016,288,True,1246,0.719,7.9,0.5016,1.0611,9840.4,0.9553,-7603.6,0.8603,-25047.6,0.7751,-42491.6
ETHUSDT,crowd_z,0,864,0.2,2016,288,False,1246,0.719,-7.9,0.4984,0.9424,-9840.4,0.8484,-27284.4,0.7637,-44728.4,0.6876,-62172.4
ETHUSDT,crowd_z,0,864,0.2,2016,576,True,711,0.41,-0.94,0.4866,0.9948,-669.9,0.9204,-10623.9,0.8517,-20577.9,0.7882,-30531.9
ETHUSDT,crowd_z,0,864,0.2,2016,576,False,711,0.41,0.94,0.5134,1.0053,669.9,0.9299,-9284.1,0.8603,-19238.1,0.7961,-29192.1
ETHUSDT,crowd_z,0,864,0.2,2016,864,True,505,0.291,43.51,0.5109,1.2354,21974.6,1.1538,14904.6,1.0779,7834.6,1.0073,764.6
ETHUSDT,crowd_z,0,864,0.2,2016,864,False,505,0.291,-43.51,0.4891,0.8095,-21974.6,0.7559,-29044.6,0.7058,-36114.6,0.659,-43184.6
ETHUSDT,crowd_z,0,864,0.2,8640,96,True,2778,1.602,15.77,0.4989,1.2563,43800.7,1.0257,4908.7,0.8407,-33983.3,0.6925,-72875.3
ETHUSDT,crowd_z,0,864,0.2,8640,96,False,2778,1.602,-15.77,0.5011,0.796,-43800.7,0.648,-82692.7,0.5269,-121584.7,0.4289,-160476.7
ETHUSDT,crowd_z,0,864,0.2,8640,144,True,2030,1.171,18.09,0.5143,1.2272,36714.7,1.0471,8294.7,0.8948,-20125.3,0.7661,-48545.3
ETHUSDT,crowd_z,0,864,0.2,8640,144,False,2030,1.171,-18.09,0.4847,0.8149,-36714.7,0.6948,-65134.7,0.592,-93554.7,0.5043,-121974.7
ETHUSDT,crowd_z,0,864,0.2,8640,288,True,1195,0.689,20.91,0.4929,1.174,24993.2,1.0543,8263.2,0.9475,-8466.8,0.8524,-25196.8
ETHUSDT,crowd_z,0,864,0.2,8640,288,False,1195,0.689,-20.91,0.5071,0.8518,-24993.2,0.7644,-41723.2,0.6858,-58453.2,0.6151,-75183.2
ETHUSDT,crowd_z,0,864,0.2,8640,576,True,692,0.399,17.81,0.487,1.1046,12322.1,1.0214,2634.1,0.9449,-7053.9,0.8745,-16741.9
ETHUSDT,crowd_z,0,864,0.2,8640,576,False,692,0.399,-17.81,0.513,0.9053,-12322.1,0.8369,-22010.1,0.7735,-31698.1,0.7149,-41386.1
ETHUSDT,crowd_z,0,864,0.2,8640,864,True,489,0.282,42.87,0.501,1.2146,20963.5,1.1396,14117.5,1.0695,7271.5,1.0039,425.5
ETHUSDT,crowd_z,0,864,0.2,8640,864,False,489,0.282,-42.87,0.499,0.8233,-20963.5,0.7724,-27809.5,0.7245,-34655.5,0.6794,-41501.5
ETHUSDT,crowd_z,0,864,0.3,2016,96,True,3928,2.265,10.33,0.4919,1.1625,40590.8,0.9484,-14401.2,0.7768,-69393.2,0.6395,-124385.2
ETHUSDT,crowd_z,0,864,0.3,2016,96,False,3928,2.265,-10.33,0.5076,0.8602,-40590.8,0.7004,-95582.8,0.5703,-150574.8,0.4649,-205566.8
ETHUSDT,crowd_z,0,864,0.3,2016,144,True,2746,1.584,9.47,0.496,1.1165,26018.2,0.949,-12425.8,0.808,-50869.8,0.6897,-89313.8
ETHUSDT,crowd_z,0,864,0.3,2016,144,False,2746,1.584,-9.47,0.504,0.8957,-26018.2,0.7605,-64462.2,0.6456,-102906.2,0.5487,-141350.2
ETHUSDT,crowd_z,0,864,0.3,2016,288,True,1491,0.86,13.26,0.4842,1.1122,19769.7,0.9941,-1104.3,0.8895,-21978.3,0.7967,-42852.3
ETHUSDT,crowd_z,0,864,0.3,2016,288,False,1491,0.86,-13.26,0.5151,0.8992,-19769.7,0.8032,-40643.7,0.7173,-61517.7,0.6407,-82391.7
ETHUSDT,crowd_z,0,864,0.3,2016,576,True,796,0.459,-0.4,0.4761,0.9978,-314.5,0.9223,-11458.5,0.8528,-22602.5,0.7888,-33746.5
