symbol,signal,look,win,q,band,hold,contrarian,trades,tpd,avg_bps,win_rate,pf_0x,tot_0x,pf_1x,tot_1x,pf_2x,tot_2x,pf_3x,tot_3x
BTCUSDT,crowd_z,0,864,0.02,8640,144,True,590,0.269,33.42,0.5203,1.5072,19717.5,1.2666,11457.5,1.0676,3197.5,0.9027,-5062.5
BTCUSDT,crowd_z,0,864,0.02,8640,144,False,590,0.269,-33.42,0.4797,0.6635,-19717.5,0.5565,-27977.5,0.4671,-36237.5,0.3927,-44497.5
BTCUSDT,crowd_z,0,864,0.02,8640,288,True,498,0.227,56.61,0.5542,1.6247,28194.1,1.4391,21222.1,1.2758,14250.1,1.1319,7278.1
BTCUSDT,crowd_z,0,864,0.02,8640,288,False,498,0.227,-56.61,0.4458,0.6155,-28194.1,0.5447,-35166.1,0.4819,-42138.1,0.4263,-49110.1
BTCUSDT,crowd_z,0,864,0.02,8640,576,True,419,0.191,55.23,0.5179,1.4083,23141.0,1.29,17275.0,1.1825,11409.0,1.0846,5543.0
BTCUSDT,crowd_z,0,864,0.02,8640,576,False,419,0.191,-55.23,0.4821,0.7101,-23141.0,0.6501,-29007.0,0.5949,-34873.0,0.5444,-40739.0
BTCUSDT,crowd_z,0,864,0.02,8640,864,True,373,0.17,72.32,0.5282,1.4369,26976.3,1.3387,21754.3,1.2475,16532.3,1.1629,11310.3
BTCUSDT,crowd_z,0,864,0.02,8640,864,False,373,0.17,-72.32,0.4718,0.6959,-26976.3,0.6481,-32198.3,0.6032,-37420.3,0.5613,-42642.3
BTCUSDT,crowd_z,0,864,0.05,2016,96,True,1598,0.73,25.26,0.5307,1.5292,40370.7,1.2059,17998.7,0.9562,-4373.3,0.764,-26745.3
BTCUSDT,crowd_z,0,864,0.05,2016,96,False,1598,0.73,-25.26,0.4687,0.6539,-40370.7,0.514,-62742.7,0.4042,-85114.7,0.3183,-107486.7
BTCUSDT,crowd_z,0,864,0.05,2016,144,True,1244,0.568,32.87,0.533,1.5181,40889.1,1.2684,23473.1,1.0626,6057.1,0.8934,-11358.9
BTCUSDT,crowd_z,0,864,0.05,2016,144,False,1244,0.568,-32.87,0.467,0.6587,-40889.1,0.5499,-58305.1,0.4591,-75721.1,0.3835,-93137.1
BTCUSDT,crowd_z,0,864,0.05,2016,288,True,885,0.404,28.05,0.522,1.281,24823.9,1.1317,12433.9,1.0004,43.9,0.8852,-12346.1
BTCUSDT,crowd_z,0,864,0.05,2016,288,False,885,0.404,-28.05,0.478,0.7806,-24823.9,0.6894,-37213.9,0.6086,-49603.9,0.5373,-61993.9
BTCUSDT,crowd_z,0,864,0.05,2016,576,True,623,0.284,38.92,0.4928,1.2618,24247.0,1.1599,15525.0,1.0669,6803.0,0.982,-1919.0
BTCUSDT,crowd_z,0,864,0.05,2016,576,False,623,0.284,-38.92,0.5072,0.7925,-24247.0,0.7281,-32969.0,0.6687,-41691.0,0.6139,-50413.0
BTCUSDT,crowd_z,0,864,0.05,2016,864,True,511,0.233,25.56,0.4795,1.1461,13061.2,1.0634,5907.2,0.9872,-1246.8,0.9169,-8400.8
BTCUSDT,crowd_z,0,864,0.05,2016,864,False,511,0.233,-25.56,0.5205,0.8725,-13061.2,0.8092,-20215.2,0.7502,-27369.2,0.6954,-34523.2
BTCUSDT,crowd_z,0,864,0.05,8640,96,True,1268,0.579,24.63,0.511,1.4585,31231.4,1.1744,13479.4,0.951,-4272.6,0.7755,-22024.6
BTCUSDT,crowd_z,0,864,0.05,8640,96,False,1268,0.579,-24.63,0.4882,0.6856,-31231.4,0.5503,-48983.4,0.4415,-66735.4,0.355,-84487.4
BTCUSDT,crowd_z,0,864,0.05,8640,144,True,1027,0.469,29.86,0.5093,1.4286,30665.8,1.2065,16287.8,1.022,1909.8,0.8685,-12468.2
BTCUSDT,crowd_z,0,864,0.05,8640,144,False,1027,0.469,-29.86,0.4907,0.7,-30665.8,0.5899,-45043.8,0.497,-59421.8,0.4192,-73799.8
BTCUSDT,crowd_z,0,864,0.05,8640,288,True,748,0.342,41.38,0.5321,1.3998,30953.6,1.2484,20481.6,1.1141,10009.6,0.995,-462.4
BTCUSDT,crowd_z,0,864,0.05,8640,288,False,748,0.342,-41.38,0.4679,0.7144,-30953.6,0.6368,-41425.6,0.5677,-51897.6,0.506,-62369.6
BTCUSDT,crowd_z,0,864,0.05,8640,576,True,556,0.254,47.88,0.5018,1.3344,26621.6,1.2255,18837.6,1.1263,11053.6,1.0357,3269.6
BTCUSDT,crowd_z,0,864,0.05,8640,576,False,556,0.254,-47.88,0.4982,0.7494,-26621.6,0.6879,-34405.6,0.6312,-42189.6,0.5791,-49973.6
BTCUSDT,crowd_z,0,864,0.05,8640,864,True,467,0.213,43.09,0.4732,1.2448,20124.5,1.1586,13586.5,1.079,7048.5,1.0055,510.5
BTCUSDT,crowd_z,0,864,0.05,8640,864,False,467,0.213,-43.09,0.5268,0.8033,-20124.5,0.7472,-26662.5,0.6945,-33200.5,0.6453,-39738.5
BTCUSDT,crowd_z,0,864,0.1,2016,96,True,2419,1.105,16.72,0.5151,1.3143,40454.7,1.0451,6588.7,0.8352,-27277.3,0.6725,-61143.3
BTCUSDT,crowd_z,0,864,0.1,2016,96,False,2419,1.105,-16.72,0.4849,0.7609,-40454.7,0.6038,-74320.7,0.4795,-108186.7,0.3824,-142052.7
BTCUSDT,crowd_z,0,864,0.1,2016,144,True,1826,0.834,21.05,0.5263,1.3108,38441.4,1.0945,12877.4,0.9154,-12686.6,0.7677,-38250.6
BTCUSDT,crowd_z,0,864,0.1,2016,144,False,1826,0.834,-21.05,0.4737,0.7629,-38441.4,0.6365,-64005.4,0.5316,-89569.4,0.4447,-115133.4
BTCUSDT,crowd_z,0,864,0.1,2016,288,True,1166,0.532,22.65,0.5223,1.216,26405.1,1.0774,10081.1,0.955,-6242.9,0.8471,-22566.9
BTCUSDT,crowd_z,0,864,0.1,2016,288,False,1166,0.532,-22.65,0.4777,0.8224,-26405.1,0.7285,-42729.1,0.6455,-59053.1,0.5724,-75377.1
BTCUSDT,crowd_z,0,864,0.1,2016,576,True,752,0.343,38.44,0.5306,1.2699,28906.3,1.1638,18378.3,1.0667,7850.3,0.9783,-2677.7
BTCUSDT,crowd_z,0,864,0.1,2016,576,False,752,0.343,-38.44,0.4694,0.7875,-28906.3,0.7217,-39434.3,0.6614,-49962.3,0.6061,-60490.3
BTCUSDT,crowd_z,0,864,0.1,2016,864,True,568,0.259,33.16,0.4824,1.1933,18837.3,1.1071,10885.3,1.0277,2933.3,0.9545,-5018.7
BTCUSDT,crowd_z,0,864,0.1,2016,864,False,568,0.259,-33.16,0.5176,0.838,-18837.3,0.777,-26789.3,0.7202,-34741.3,0.6672,-42693.3
BTCUSDT,crowd_z,0,864,0.1,8640,96,True,2123,0.969,27.03,0.5266,1.5319,57392.2,1.225,27670.2,0.9853,-2051.8,0.7991,-31773.8
BTCUSDT,crowd_z,0,864,0.1,8640,96,False,2123,0.969,-27.03,0.4734,0.6528,-57392.2,0.5207,-87114.2,0.4158,-116836.2,0.3333,-146558.2
BTCUSDT,crowd_z,0,864,0.1,8640,144,True,1611,0.736,30.88,0.5301,1.4592,49740.2,1.2279,27186.2,1.0353,4632.2,0.8752,-17921.8
BTCUSDT,crowd_z,0,864,0.1,8640,144,False,1611,0.736,-30.88,0.4699,0.6853,-49740.2,0.5758,-72294.2,0.4839,-94848.2,0.407,-117402.2
BTCUSDT,crowd_z,0,864,0.1,8640,288,True,1056,0.482,37.46,0.5303,1.3725,39558.4,1.2187,24774.4,1.0829,9990.4,0.9626,-4793.6
BTCUSDT,crowd_z,0,864,0.1,8640,288,False,1056,0.482,-37.46,0.4697,0.7286,-39558.4,0.6467,-54342.4,0.574,-69126.4,0.5095,-83910.4
BTCUSDT,crowd_z,0,864,0.1,8640,576,True,700,0.32,37.94,0.5129,1.2658,26561.2,1.1599,16761.2,1.0634,6961.2,0.9753,-2838.8
BTCUSDT,crowd_z,0,864,0.1,8640,576,False,700,0.32,-37.94,0.4871,0.79,-26561.2,0.7239,-36361.2,0.6632,-46161.2,0.6077,-55961.2
BTCUSDT,crowd_z,0,864,0.1,8640,864,True,540,0.247,60.46,0.487,1.3746,32646.5,1.2754,25086.5,1.1843,17526.5,1.1004,9966.5
BTCUSDT,crowd_z,0,864,0.1,8640,864,False,540,0.247,-60.46,0.513,0.7275,-32646.5,0.6746,-40206.5,0.6251,-47766.5,0.579,-55326.5
BTCUSDT,crowd_z,0,864,0.2,2016,96,True,3831,1.749,13.97,0.5093,1.2613,53517.4,0.9995,-116.6,0.7961,-53750.6,0.6383,-107384.6
BTCUSDT,crowd_z,0,864,0.2,2016,96,False,3831,1.749,-13.97,0.4907,0.7928,-53517.4,0.627,-107151.4,0.4966,-160785.4,0.3945,-214419.4
BTCUSDT,crowd_z,0,864,0.2,2016,144,True,2758,1.259,14.8,0.5141,1.2216,40807.6,1.0108,2195.6,0.8383,-36416.4,0.6976,-75028.4
BTCUSDT,crowd_z,0,864,0.2,2016,144,False,2758,1.259,-14.8,0.4859,0.8186,-40807.6,0.6768,-79419.6,0.5602,-118031.6,0.4651,-156643.6
BTCUSDT,crowd_z,0,864,0.2,2016,288,True,1587,0.725,26.78,0.5299,1.2759,42499.0,1.1231,20281.0,0.989,-1937.0,0.8716,-24155.0
BTCUSDT,crowd_z,0,864,0.2,2016,288,False,1587,0.725,-26.78,0.4701,0.7837,-42499.0,0.6897,-64717.0,0.607,-86935.0,0.5347,-109153.0
BTCUSDT,crowd_z,0,864,0.2,2016,576,True,913,0.417,34.61,0.5257,1.2504,31596.2,1.1421,18814.2,1.0434,6032.2,0.9536,-6749.8
BTCUSDT,crowd_z,0,864,0.2,2016,576,False,913,0.417,-34.61,0.4743,0.7997,-31596.2,0.7304,-44378.2,0.6673,-57160.2,0.6097,-69942.2
BTCUSDT,crowd_z,0,864,0.2,2016,864,True,639,0.292,38.37,0.5055,1.224,24519.4,1.1367,15573.4,1.0559,6627.4,0.9812,-2318.6
BTCUSDT,crowd_z,0,864,0.2,2016,864,False,639,0.292,-38.37,0.4945,0.817,-24519.4,0.7585,-33465.4,0.7043,-42411.4,0.6542,-51357.4
BTCUSDT,crowd_z,0,864,0.2,8640,96,True,3579,1.634,16.3,0.508,1.3053,58322.8,1.0378,8216.8,0.8298,-41889.2,0.6684,-91995.2
BTCUSDT,crowd_z,0,864,0.2,8640,96,False,3579,1.634,-16.3,0.4918,0.7661,-58322.8,0.6077,-108428.8,0.4824,-158534.8,0.3847,-208640.8
BTCUSDT,crowd_z,0,864,0.2,8640,144,True,2597,1.186,21.1,0.5241,1.3235,54797.6,1.0983,18439.6,0.9135,-17918.4,0.7623,-54276.4
BTCUSDT,crowd_z,0,864,0.2,8640,144,False,2597,1.186,-21.1,0.4759,0.7556,-54797.6,0.6264,-91155.6,0.5197,-127513.6,0.4319,-163871.6
BTCUSDT,crowd_z,0,864,0.2,8640,288,True,1509,0.689,22.45,0.5249,1.2258,33880.2,1.0795,12754.2,0.9512,-8371.8,0.8391,-29497.8
BTCUSDT,crowd_z,0,864,0.2,8640,288,False,1509,0.689,-22.45,0.4751,0.8158,-33880.2,0.7184,-55006.2,0.6329,-76132.2,0.558,-97258.2
BTCUSDT,crowd_z,0,864,0.2,8640,576,True,876,0.4,44.38,0.5194,1.3277,38875.7,1.2134,26611.7,1.1095,14347.7,1.0151,2083.7
BTCUSDT,crowd_z,0,864,0.2,8640,576,False,876,0.4,-44.38,0.4806,0.7532,-38875.7,0.6882,-51139.7,0.6287,-63403.7,0.5741,-75667.7
BTCUSDT,crowd_z,0,864,0.2,8640,864,True,622,0.284,34.22,0.5145,1.1968,21282.5,1.1118,12574.5,1.0331,3866.5,0.9602,-4841.5
BTCUSDT,crowd_z,0,864,0.2,8640,864,False,622,0.284,-34.22,0.4855,0.8356,-21282.5,0.7763,-29990.5,0.7212,-38698.5,0.67,-47406.5
BTCUSDT,crowd_z,0,864,0.3,2016,96,True,4987,2.277,11.37,0.5039,1.215,56698.1,0.9563,-13119.9,0.7569,-82937.9,0.6036,-152755.9
BTCUSDT,crowd_z,0,864,0.3,2016,96,False,4987,2.277,-11.37,0.4961,0.823,-56698.1,0.6465,-126516.1,0.5093,-196334.1,0.4035,-266152.1
BTCUSDT,crowd_z,0,864,0.3,2016,144,True,3489,1.593,12.82,0.4958,1.1954,44727.4,0.9838,-4118.6,0.8123,-52964.6,0.6736,-101810.6
BTCUSDT,crowd_z,0,864,0.3,2016,144,False,3489,1.593,-12.82,0.5042,0.8366,-44727.4,0.6874,-93573.4,0.5655,-142419.4,0.4665,-191265.4
BTCUSDT,crowd_z,0,864,0.3,2016,288,True,1878,0.858,20.7,0.5218,1.2186,38881.7,1.066,12589.7,0.9331,-13702.3,0.8175,-39994.3
BTCUSDT,crowd_z,0,864,0.3,2016,288,False,1878,0.858,-20.7,0.4782,0.8206,-38881.7,0.7177,-65173.7,0.6279,-91465.7,0.5498,-117757.7
BTCUSDT,crowd_z,0,864,0.3,2016,576,True,1001,0.457,34.2,0.5205,1.2577,34232.3,1.1447,20218.3,1.0422,6204.3,0.9494,-7809.7
BTCUSDT,crowd_z,0,864,0.3,2016,576,False,1001,0.457,-34.2,0.4795,0.7951,-34232.3,0.7236,-48246.3,0.6585,-62260.3,0.5993,-76274.3
BTCUSDT,crowd_z,0,864,0.3,2016,864,True,684,0.312,9.03,0.4912,1.0502,6178.3,0.9734,-3397.7,0.9024,-12973.7,0.8367,-22549.7
BTCUSDT,crowd_z,0,864,0.3,2016,864,False,684,0.312,-9.03,0.5088,0.9522,-6178.3,0.8824,-15754.3,0.8175,-25330.3,0.7574,-34906.3
BTCUSDT,crowd_z,0,864,0.3,8640,96,True,4781,2.183,11.31,0.5106,1.2143,54082.5,0.9553,-12851.5,0.7555,-79785.5,0.6019,-146719.5
BTCUSDT,crowd_z,0,864,0.3,8640,96,False,4781,2.183,-11.31,0.4892,0.8235,-54082.5,0.6467,-121016.5,0.5089,-187950.5,0.4024,-254884.5
BTCUSDT,crowd_z,0,864,0.3,8640,144,True,3379,1.543,12.81,0.5058,1.1933,43272.2,0.9838,-4033.8,0.8132,-51339.8,0.6747,-98645.8
BTCUSDT,crowd_z,0,864,0.3,8640,144,False,3379,1.543,-12.81,0.4939,0.838,-43272.2,0.6901,-90578.2,0.5691,-137884.2,0.4706,-185190.2
BTCUSDT,crowd_z,0,864,0.3,8640,288,True,1822,0.832,18.75,0.5165,1.1915,34166.3,1.0453,8658.3,0.9176,-16849.7,0.8062,-42357.7
BTCUSDT,crowd_z,0,864,0.3,8640,288,False,1822,0.832,-18.75,0.4835,0.8393,-34166.3,0.7362,-59674.3,0.6461,-85182.3,0.5674,-110690.3
BTCUSDT,crowd_z,0,864,0.3,8640,576,True,975,0.445,45.63,0.5241,1.3559,44487.0,1.2343,30837.0,1.124,17187.0,1.0243,3537.0
BTCUSDT,crowd_z,0,864,0.3,8640,576,False,975,0.445,-45.63,0.4759,0.7375,-44487.0,0.6712,-58137.0,0.6106,-71787.0,0.5555,-85437.0
BTCUSDT,crowd_z,0,864,0.3,8640,864,True,666,0.304,47.75,0.5135,1.2988,31800.0,1.2024,22476.0,1.1136,13152.0,1.0317,3828.0
BTCUSDT,crowd_z,0,864,0.3,8640,864,False,666,0.304,-47.75,0.4865,0.77,-31800.0,0.7127,-41124.0,0.6595,-50448.0,0.6102,-59772.0
BTCUSDT,disagree,0,288,0.02,2016,96,True,1306,0.596,-6.53,0.4954,0.8957,-8526.8,0.7071,-26810.8,0.5598,-45094.8,0.4451,-63378.8
BTCUSDT,disagree,0,288,0.02,2016,96,False,1306,0.596,6.53,0.5038,1.1164,8526.8,0.8823,-9757.2,0.7001,-28041.2,0.5584,-46325.2
BTCUSDT,disagree,0,288,0.02,2016,144,True,1164,0.532,-12.41,0.4914,0.846,-14443.9,0.6999,-30739.9,0.5795,-47035.9,0.4811,-63331.9
BTCUSDT,disagree,0,288,0.02,2016,144,False,1164,0.532,12.41,0.5086,1.1821,14443.9,0.9789,-1852.1,0.8125,-18148.1,0.6765,-34444.1
BTCUSDT,disagree,0,288,0.02,2016,288,True,896,0.409,-14.71,0.4855,0.874,-13179.4,0.7687,-25723.4,0.6761,-38267.4,0.5954,-50811.4
BTCUSDT,disagree,0,288,0.02,2016,288,False,896,0.409,14.71,0.5145,1.1441,13179.4,1.0065,635.4,0.8858,-11908.6,0.7802,-24452.6
BTCUSDT,disagree,0,288,0.02,2016,576,True,611,0.279,-20.04,0.4714,0.875,-12246.4,0.7973,-20800.4,0.7268,-29354.4,0.6627,-37908.4
BTCUSDT,disagree,0,288,0.02,2016,576,False,611,0.279,20.04,0.5286,1.1428,12246.4,1.0411,3692.4,0.9483,-4861.6,0.8639,-13415.6
BTCUSDT,disagree,0,288,0.02,2016,864,True,463,0.211,-61.7,0.4622,0.6974,-28566.7,0.6421,-35048.7,0.5911,-41530.7,0.5441,-48012.7
BTCUSDT,disagree,0,288,0.02,2016,864,False,463,0.211,61.7,0.5378,1.4339,28566.7,1.3205,22084.7,1.2165,15602.7,1.121,9120.7
BTCUSDT,disagree,0,288,0.02,8640,96,True,1030,0.47,-8.76,0.4845,0.8725,-9021.8,0.7019,-23441.8,0.5657,-37861.8,0.458,-52281.8
BTCUSDT,disagree,0,288,0.02,8640,96,False,1030,0.47,8.76,0.5155,1.1461,9021.8,0.9219,-5398.2,0.7437,-19818.2,0.6028,-34238.2
BTCUSDT,disagree,0,288,0.02,8640,144,True,947,0.432,-15.78,0.4857,0.821,-14943.6,0.6887,-28201.6,0.5781,-41459.6,0.4863,-54717.6
BTCUSDT,disagree,0,288,0.02,8640,144,False,947,0.432,15.78,0.5143,1.2181,14943.6,1.0224,1685.6,0.8593,-11572.4,0.7236,-24830.4
BTCUSDT,disagree,0,288,0.02,8640,288,True,760,0.347,-15.4,0.4921,0.869,-11701.4,0.7645,-22341.4,0.6727,-32981.4,0.5926,-43621.4
BTCUSDT,disagree,0,288,0.02,8640,288,False,760,0.347,15.4,0.5079,1.1508,11701.4,1.0128,1061.4,0.892,-9578.6,0.7864,-20218.6
BTCUSDT,disagree,0,288,0.02,8640,576,True,538,0.246,-24.26,0.4665,0.853,-13051.6,0.7785,-20583.6,0.711,-28115.6,0.6494,-35647.6
BTCUSDT,disagree,0,288,0.02,8640,576,False,538,0.246,24.26,0.5335,1.1723,13051.6,1.0696,5519.6,0.9758,-2012.4,0.8902,-9544.4
BTCUSDT,disagree,0,288,0.02,8640,864,True,427,0.195,-61.02,0.4614,0.7184,-26055.7,0.6655,-32033.7,0.6166,-38011.7,0.5712,-43989.7
BTCUSDT,disagree,0,288,0.02,8640,864,False,427,0.195,61.02,0.5386,1.392,26055.7,1.2897,20077.7,1.1951,14099.7,1.1078,8121.7
BTCUSDT,disagree,0,288,0.05,2016,96,True,2025,0.925,-9.3,0.5022,0.8582,-18842.4,0.6807,-47192.4,0.5408,-75542.4,0.4317,-103892.4
BTCUSDT,disagree,0,288,0.05,2016,96,False,2025,0.925,9.3,0.4973,1.1652,18842.4,0.9263,-9507.6,0.7399,-37857.6,0.5952,-66207.6
BTCUSDT,disagree,0,288,0.05,2016,144,True,1678,0.766,-12.23,0.4934,0.8507,-20522.7,0.7064,-44014.7,0.5868,-67506.7,0.4891,-90998.7
BTCUSDT,disagree,0,288,0.05,2016,144,False,1678,0.766,12.23,0.506,1.1755,20522.7,0.977,-2969.3,0.814,-26461.3,0.6806,-49953.3
BTCUSDT,disagree,0,288,0.05,2016,288,True,1182,0.54,-12.62,0.4898,0.8881,-14922.6,0.7786,-31470.6,0.6828,-48018.6,0.5995,-64566.6
BTCUSDT,disagree,0,288,0.05,2016,288,False,1182,0.54,12.62,0.5093,1.126,14922.6,0.9872,-1625.4,0.8661,-18173.4,0.7609,-34721.4
BTCUSDT,disagree,0,288,0.05,2016,576,True,720,0.329,-29.02,0.4847,0.8251,-20897.0,0.7517,-30977.0,0.6848,-41057.0,0.624,-51137.0
BTCUSDT,disagree,0,288,0.05,2016,576,False,720,0.329,29.02,0.5153,1.212,20897.0,1.1045,10817.0,1.0068,737.0,0.9181,-9343.0
BTCUSDT,disagree,0,288,0.05,2016,864,True,517,0.236,-40.5,0.4623,0.8038,-20940.2,0.7453,-28178.2,0.6912,-35416.2,0.641,-42654.2
BTCUSDT,disagree,0,288,0.05,2016,864,False,517,0.236,40.5,0.5377,1.2441,20940.2,1.1536,13702.2,1.0697,6464.2,0.992,-773.8
BTCUSDT,disagree,0,288,0.05,8640,96,True,1778,0.812,-8.61,0.5062,0.8688,-15300.1,0.6899,-40192.1,0.5485,-65084.1,0.438,-89976.1
BTCUSDT,disagree,0,288,0.05,8640,96,False,1778,0.812,8.61,0.4938,1.151,15300.1,0.9162,-9591.9,0.7325,-34483.9,0.5897,-59375.9
BTCUSDT,disagree,0,288,0.05,8640,144,True,1490,0.68,-14.17,0.5034,0.8314,-21113.5,0.6918,-41973.5,0.576,-62833.5,0.481,-83693.5
BTCUSDT,disagree,0,288,0.05,8640,144,False,1490,0.68,14.17,0.4966,1.2028,21113.5,1.0022,253.5,0.8376,-20606.5,0.7026,-41466.5
BTCUSDT,disagree,0,288,0.05,8640,288,True,1060,0.484,-14.42,0.4858,0.8781,-15284.9,0.7739,-30124.9,0.6824,-44964.9,0.6021,-59804.9
BTCUSDT,disagree,0,288,0.05,8640,288,False,1060,0.484,14.42,0.5142,1.1389,15284.9,1.0038,444.9,0.8851,-14395.1,0.7813,-29235.1
BTCUSDT,disagree,0,288,0.05,8640,576,True,664,0.303,-25.98,0.4789,0.851,-17250.4,0.7801,-26546.4,0.7153,-35842.4,0.6558,-45138.4
BTCUSDT,disagree,0,288,0.05,8640,576,False,664,0.303,25.98,0.5211,1.1752,17250.4,1.0772,7954.4,0.9876,-1341.6,0.9056,-10637.6
BTCUSDT,disagree,0,288,0.05,8640,864,True,489,0.223,-59.09,0.4663,0.7223,-28892.9,0.6684,-35738.9,0.6184,-42584.9,0.5725,-49430.9
BTCUSDT,disagree,0,288,0.05,8640,864,False,489,0.223,59.09,0.5337,1.3844,28892.9,1.2811,22046.9,1.1859,15200.9,1.098,8354.9
BTCUSDT,disagree,0,288,0.1,2016,96,True,2878,1.314,-5.63,0.499,0.9086,-16204.4,0.7158,-56496.4,0.5649,-96788.4,0.4476,-137080.4
BTCUSDT,disagree,0,288,0.1,2016,96,False,2878,1.314,5.63,0.501,1.1006,16204.4,0.8678,-24087.6,0.6868,-64379.6,0.5469,-104671.6
BTCUSDT,disagree,0,288,0.1,2016,144,True,2229,1.018,-11.57,0.5011,0.8512,-25791.3,0.6997,-56997.3,0.5757,-88203.3,0.4743,-119409.3
BTCUSDT,disagree,0,288,0.1,2016,144,False,2229,1.018,11.57,0.4989,1.1749,25791.3,0.967,-5414.7,0.7986,-36620.7,0.6626,-67826.7
BTCUSDT,disagree,0,288,0.1,2016,288,True,1410,0.644,-9.69,0.4979,0.911,-13659.2,0.7959,-33399.2,0.6956,-53139.2,0.6085,-72879.2
BTCUSDT,disagree,0,288,0.1,2016,288,False,1410,0.644,9.69,0.5021,1.0977,13659.2,0.9595,-6080.8,0.8395,-25820.8,0.7356,-45560.8
BTCUSDT,disagree,0,288,0.1,2016,576,True,800,0.365,-27.85,0.4813,0.8331,-22276.4,0.7599,-33476.4,0.693,-44676.4,0.6322,-55876.4
BTCUSDT,disagree,0,288,0.1,2016,576,False,800,0.365,27.85,0.5188,1.2003,22276.4,1.0949,11076.4,0.999,-123.6,0.9117,-11323.6
BTCUSDT,disagree,0,288,0.1,2016,864,True,556,0.254,-81.83,0.4011,0.6281,-45495.4,0.5806,-53279.4,0.5369,-61063.4,0.4968,-68847.4
BTCUSDT,disagree,0,288,0.1,2016,864,False,556,0.254,81.83,0.5989,1.5921,45495.4,1.471,37711.4,1.3586,29927.4,1.2545,22143.4
BTCUSDT,disagree,0,288,0.1,8640,96,True,2641,1.206,-9.42,0.4972,0.8572,-24872.4,0.6807,-61846.4,0.5413,-98820.4,0.4318,-135794.4
BTCUSDT,disagree,0,288,0.1,8640,96,False,2641,1.206,9.42,0.5028,1.1666,24872.4,0.9283,-12101.6,0.7418,-49075.6,0.5966,-86049.6
BTCUSDT,disagree,0,288,0.1,8640,144,True,2051,0.937,-13.84,0.4998,0.8352,-28393.6,0.695,-57107.6,0.5786,-85821.6,0.483,-114535.6
BTCUSDT,disagree,0,288,0.1,8640,144,False,2051,0.937,13.84,0.5002,1.1973,28393.6,0.998,-320.4,0.834,-29034.4,0.6996,-57748.4
BTCUSDT,disagree,0,288,0.1,8640,288,True,1320,0.603,-11.5,0.4879,0.8986,-15183.8,0.789,-33663.8,0.6928,-52143.8,0.6089,-70623.8
BTCUSDT,disagree,0,288,0.1,8640,288,False,1320,0.603,11.5,0.5121,1.1128,15183.8,0.9771,-3296.2,0.8587,-21776.2,0.7556,-40256.2
BTCUSDT,disagree,0,288,0.1,8640,576,True,760,0.347,-35.05,0.4947,0.7945,-26635.9,0.7242,-37275.9,0.6598,-47915.9,0.6009,-58555.9
BTCUSDT,disagree,0,288,0.1,8640,576,False,760,0.347,35.05,0.5053,1.2586,26635.9,1.1477,15995.9,1.0471,5355.9,0.9558,-5284.1
BTCUSDT,disagree,0,288,0.1,8640,864,True,539,0.246,-76.27,0.436,0.6618,-41111.0,0.6135,-48657.0,0.5687,-56203.0,0.5273,-63749.0
BTCUSDT,disagree,0,288,0.1,8640,864,False,539,0.246,76.27,0.564,1.511,41111.0,1.4006,33565.0,1.2982,26019.0,1.2033,18473.0
BTCUSDT,disagree,0,288,0.2,2016,96,True,4072,1.859,-6.0,0.5029,0.9026,-24430.9,0.7103,-81438.9,0.5603,-138446.9,0.4443,-195454.9
BTCUSDT,disagree,0,288,0.2,2016,96,False,4072,1.859,6.0,0.4971,1.1079,24430.9,0.8732,-32577.1,0.6916,-89585.1,0.5514,-146593.1
BTCUSDT,disagree,0,288,0.2,2016,144,True,2937,1.341,-5.05,0.508,0.9315,-14826.7,0.7649,-55944.7,0.6289,-97062.7,0.5187,-138180.7
BTCUSDT,disagree,0,288,0.2,2016,144,False,2937,1.341,5.05,0.4917,1.0735,14826.7,0.8825,-26291.3,0.7278,-67409.3,0.6031,-108527.3
BTCUSDT,disagree,0,288,0.2,2016,288,True,1641,0.749,-8.59,0.4954,0.9203,-14094.0,0.8037,-37068.0,0.7024,-60042.0,0.6146,-83016.0
BTCUSDT,disagree,0,288,0.2,2016,288,False,1641,0.749,8.59,0.5046,1.0866,14094.0,0.9491,-8880.0,0.8293,-31854.0,0.7253,-54828.0
BTCUSDT,disagree,0,288,0.2,2016,576,True,863,0.394,-18.32,0.4762,0.8845,-15806.1,0.8053,-27888.1,0.7334,-39970.1,0.668,-52052.1
BTCUSDT,disagree,0,288,0.2,2016,576,False,863,0.394,18.32,0.5238,1.1306,15806.1,1.0293,3724.1,0.9372,-8357.9,0.8536,-20439.9
BTCUSDT,disagree,0,288,0.2,2016,864,True,591,0.27,-15.05,0.4755,0.9214,-8893.3,0.854,-17167.3,0.7916,-25441.3,0.7341,-33715.3
BTCUSDT,disagree,0,288,0.2,2016,864,False,591,0.27,15.05,0.5245,1.0853,8893.3,1.0057,619.3,0.9319,-7654.7,0.8635,-15928.7
BTCUSDT,disagree,0,288,0.2,8640,96,True,3859,1.762,-8.18,0.5045,0.8709,-31570.9,0.6865,-85596.9,0.5421,-139622.9,0.4298,-193648.9
BTCUSDT,disagree,0,288,0.2,8640,96,False,3859,1.762,8.18,0.4955,1.1483,31570.9,0.9071,-22455.1,0.7203,-76481.1,0.5761,-130507.1
BTCUSDT,disagree,0,288,0.2,8640,144,True,2808,1.282,-6.51,0.5235,0.9132,-18277.5,0.7499,-57589.5,0.6155,-96901.5,0.5061,-136213.5
