symbol,seed,signal,look,win,q,band,hold,contrarian,trades,tpd,avg_bps,win_rate,pf_0x,tot_0x,pf_1x,tot_1x,pf_2x,tot_2x,pf_3x,tot_3x
BTCUSDT,2,dcrowd,48,288,0.1,8640,144,False,2621,1.197,-0.3,0.499,0.9956,-795.1,0.8128,-37489.1,0.6648,-74183.1,0.5457,-110877.1
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,True,1597,0.729,-3.24,0.4947,0.9686,-5168.9,0.844,-27526.9,0.7358,-49884.9,0.6421,-72242.9
BTCUSDT,2,dcrowd,48,288,0.1,8640,288,False,1597,0.729,3.24,0.5053,1.0324,5168.9,0.8995,-17189.1,0.7843,-39547.1,0.6846,-61905.1
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,True,912,0.416,-10.58,0.4989,0.9315,-9652.7,0.848,-22420.7,0.7722,-35188.7,0.7035,-47956.7
BTCUSDT,2,dcrowd,48,288,0.1,8640,576,False,912,0.416,10.58,0.5011,1.0735,9652.7,0.9774,-3115.3,0.8902,-15883.3,0.8111,-28651.3
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,True,644,0.294,7.32,0.5357,1.0395,4716.4,0.9652,-4299.6,0.896,-13315.6,0.8317,-22331.6
BTCUSDT,2,dcrowd,48,288,0.1,8640,864,False,644,0.294,-7.32,0.4643,0.962,-4716.4,0.8935,-13732.4,0.8302,-22748.4,0.7717,-31764.4
BTCUSDT,0,dcrowd,48,288,0.2,2016,96,True,5022,2.293,2.07,0.5104,1.0381,10412.6,0.807,-59895.4,0.6299,-130203.4,0.4954,-200511.4
BTCUSDT,0,dcrowd,48,288,0.2,2016,96,False,5022,2.293,-2.07,0.4896,0.9633,-10412.6,0.7494,-80720.6,0.5857,-151028.6,0.461,-221336.6
BTCUSDT,0,dcrowd,48,288,0.2,2016,144,True,3559,1.625,0.45,0.5122,1.0063,1603.1,0.8277,-48222.9,0.6816,-98048.9,0.5629,-147874.9
BTCUSDT,0,dcrowd,48,288,0.2,2016,144,False,3559,1.625,-0.45,0.4875,0.9937,-1603.1,0.8179,-51429.1,0.6746,-101255.1,0.5583,-151081.1
BTCUSDT,0,dcrowd,48,288,0.2,2016,288,True,1952,0.891,-5.98,0.4892,0.9429,-11667.5,0.8218,-38995.5,0.7168,-66323.5,0.6257,-93651.5
BTCUSDT,0,dcrowd,48,288,0.2,2016,288,False,1952,0.891,5.98,0.5108,1.0605,11667.5,0.9242,-15660.5,0.8058,-42988.5,0.7032,-70316.5
BTCUSDT,0,dcrowd,48,288,0.2,2016,576,True,1032,0.471,7.81,0.5145,1.0537,8063.2,0.9594,-6384.8,0.8734,-20832.8,0.7952,-35280.8
BTCUSDT,0,dcrowd,48,288,0.2,2016,576,False,1032,0.471,-7.81,0.4855,0.949,-8063.2,0.8641,-22511.2,0.7871,-36959.2,0.7174,-51407.2
BTCUSDT,0,dcrowd,48,288,0.2,2016,864,True,698,0.319,14.15,0.5143,1.0807,9877.5,1.0008,105.5,0.9268,-9666.5,0.8583,-19438.5
BTCUSDT,0,dcrowd,48,288,0.2,2016,864,False,698,0.319,-14.15,0.4857,0.9254,-9877.5,0.857,-19649.5,0.7939,-29421.5,0.7356,-39193.5
BTCUSDT,1,dcrowd,48,288,0.2,2016,96,True,4990,2.279,1.24,0.5124,1.022,6174.2,0.7991,-63685.8,0.6268,-133545.8,0.4951,-203405.8
BTCUSDT,1,dcrowd,48,288,0.2,2016,96,False,4990,2.279,-1.24,0.4876,0.9785,-6174.2,0.766,-76034.2,0.603,-145894.2,0.4781,-215754.2
BTCUSDT,1,dcrowd,48,288,0.2,2016,144,True,3572,1.631,6.15,0.5146,1.0904,21966.7,0.8956,-28041.3,0.7371,-78049.3,0.6091,-128057.3
BTCUSDT,1,dcrowd,48,288,0.2,2016,144,False,3572,1.631,-6.15,0.4854,0.9171,-21966.7,0.7535,-71974.7,0.6208,-121982.7,0.5133,-171990.7
BTCUSDT,1,dcrowd,48,288,0.2,2016,288,True,1956,0.893,-10.89,0.4959,0.8998,-21296.8,0.7854,-48680.8,0.686,-76064.8,0.5997,-103448.8
BTCUSDT,1,dcrowd,48,288,0.2,2016,288,False,1956,0.893,10.89,0.5041,1.1113,21296.8,0.9703,-6087.2,0.848,-33471.2,0.7419,-60855.2
BTCUSDT,1,dcrowd,48,288,0.2,2016,576,True,1026,0.468,3.95,0.4903,1.0284,4048.2,0.9313,-10315.8,0.8438,-24679.8,0.7651,-39043.8
BTCUSDT,1,dcrowd,48,288,0.2,2016,576,False,1026,0.468,-3.95,0.5097,0.9724,-4048.2,0.8804,-18412.2,0.7969,-32776.2,0.7213,-47140.2
BTCUSDT,1,dcrowd,48,288,0.2,2016,864,True,698,0.319,10.36,0.5029,1.0585,7232.7,0.9802,-2539.3,0.9079,-12311.3,0.841,-22083.3
BTCUSDT,1,dcrowd,48,288,0.2,2016,864,False,698,0.319,-10.36,0.4971,0.9447,-7232.7,0.8747,-17004.7,0.8098,-26776.7,0.7497,-36548.7
BTCUSDT,2,dcrowd,48,288,0.2,2016,96,True,4967,2.268,2.02,0.5075,1.0366,10041.0,0.8084,-59497.0,0.6328,-129035.0,0.4988,-198573.0
BTCUSDT,2,dcrowd,48,288,0.2,2016,96,False,4967,2.268,-2.02,0.4925,0.9647,-10041.0,0.7525,-79579.0,0.5898,-149117.0,0.4658,-218655.0
BTCUSDT,2,dcrowd,48,288,0.2,2016,144,True,3591,1.64,2.47,0.5057,1.0355,8852.8,0.8498,-41421.2,0.6989,-91695.2,0.5772,-141969.2
BTCUSDT,2,dcrowd,48,288,0.2,2016,144,False,3591,1.64,-2.47,0.494,0.9657,-8852.8,0.7927,-59126.8,0.6521,-109400.8,0.5385,-159674.8
BTCUSDT,2,dcrowd,48,288,0.2,2016,288,True,1945,0.888,-3.17,0.4967,0.9693,-6167.8,0.8446,-33397.8,0.7362,-60627.8,0.6423,-87857.8
BTCUSDT,2,dcrowd,48,288,0.2,2016,288,False,1945,0.888,3.17,0.5028,1.0317,6167.8,0.899,-21062.2,0.7841,-48292.2,0.6852,-75522.2
BTCUSDT,2,dcrowd,48,288,0.2,2016,576,True,1028,0.469,21.17,0.5379,1.1519,21767.4,1.0491,7375.4,0.9554,-7016.6,0.87,-21408.6
BTCUSDT,2,dcrowd,48,288,0.2,2016,576,False,1028,0.469,-21.17,0.4621,0.8681,-21767.4,0.7909,-36159.4,0.7209,-50551.4,0.6575,-64943.4
BTCUSDT,2,dcrowd,48,288,0.2,2016,864,True,698,0.319,5.2,0.5143,1.0287,3632.2,0.9533,-6139.8,0.8833,-15911.8,0.8186,-25683.8
BTCUSDT,2,dcrowd,48,288,0.2,2016,864,False,698,0.319,-5.2,0.4857,0.9721,-3632.2,0.9009,-13404.2,0.835,-23176.2,0.7742,-32948.2
BTCUSDT,0,dcrowd,48,288,0.2,8640,96,True,4890,2.233,1.42,0.508,1.0255,6930.0,0.7999,-61530.0,0.6262,-129990.0,0.4933,-198450.0
BTCUSDT,0,dcrowd,48,288,0.2,8640,96,False,4890,2.233,-1.42,0.4918,0.9751,-6930.0,0.7612,-75390.0,0.5974,-143850.0,0.4725,-212310.0
BTCUSDT,0,dcrowd,48,288,0.2,8640,144,True,3484,1.591,1.17,0.5092,1.0168,4071.6,0.8333,-44704.4,0.6844,-93480.4,0.564,-142256.4
BTCUSDT,0,dcrowd,48,288,0.2,8640,144,False,3484,1.591,-1.17,0.4905,0.9835,-4071.6,0.8064,-52847.6,0.6628,-101623.6,0.5469,-150399.6
BTCUSDT,0,dcrowd,48,288,0.2,8640,288,True,1913,0.874,-0.78,0.5133,0.9923,-1496.7,0.8647,-28278.7,0.7537,-55060.7,0.6573,-81842.7
BTCUSDT,0,dcrowd,48,288,0.2,8640,288,False,1913,0.874,0.78,0.4867,1.0077,1496.7,0.8786,-25285.3,0.7667,-52067.3,0.67,-78849.3
BTCUSDT,0,dcrowd,48,288,0.2,8640,576,True,1017,0.464,-13.96,0.4828,0.9111,-14195.5,0.8299,-28433.5,0.756,-42671.5,0.6889,-56909.5
BTCUSDT,0,dcrowd,48,288,0.2,8640,576,False,1017,0.464,13.96,0.5172,1.0976,14195.5,0.9997,-42.5,0.9107,-14280.5,0.8299,-28518.5
BTCUSDT,0,dcrowd,48,288,0.2,8640,864,True,693,0.316,9.57,0.4877,1.0527,6633.7,0.9766,-3068.3,0.9061,-12770.3,0.8409,-22472.3
BTCUSDT,0,dcrowd,48,288,0.2,8640,864,False,693,0.316,-9.57,0.5123,0.9499,-6633.7,0.881,-16335.7,0.8169,-26037.7,0.7574,-35739.7
BTCUSDT,1,dcrowd,48,288,0.2,8640,96,True,4882,2.229,0.74,0.507,1.0132,3600.0,0.7908,-64748.0,0.6195,-133096.0,0.4888,-201444.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,96,False,4882,2.229,-0.74,0.493,0.987,-3600.0,0.7709,-71948.0,0.6053,-140296.0,0.4787,-208644.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,144,True,3485,1.591,0.62,0.5033,1.0085,2151.0,0.8318,-46639.0,0.6871,-95429.0,0.5695,-144219.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,144,False,3485,1.591,-0.62,0.4964,0.9915,-2151.0,0.8179,-50941.0,0.6763,-99731.0,0.5613,-148521.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,288,True,1911,0.873,-9.87,0.4992,0.9107,-18867.0,0.7973,-45621.0,0.6984,-72375.0,0.6123,-99129.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,288,False,1911,0.873,9.87,0.5008,1.0981,18867.0,0.9618,-7887.0,0.8434,-34641.0,0.7408,-61395.0
BTCUSDT,1,dcrowd,48,288,0.2,8640,576,True,1010,0.461,-14.48,0.4891,0.9059,-14629.7,0.8235,-28769.7,0.7488,-42909.7,0.6813,-57049.7
BTCUSDT,1,dcrowd,48,288,0.2,8640,576,False,1010,0.461,14.48,0.5109,1.1039,14629.7,1.0033,489.7,0.912,-13650.3,0.8292,-27790.3
BTCUSDT,1,dcrowd,48,288,0.2,8640,864,True,690,0.315,12.13,0.4971,1.0663,8366.7,0.9901,-1293.3,0.9195,-10953.3,0.8541,-20613.3
BTCUSDT,1,dcrowd,48,288,0.2,8640,864,False,690,0.315,-12.13,0.5029,0.9378,-8366.7,0.8707,-18026.7,0.8082,-27686.7,0.7502,-37346.7
BTCUSDT,2,dcrowd,48,288,0.2,8640,96,True,4877,2.227,-0.91,0.4999,0.9839,-4415.5,0.7663,-72693.5,0.5994,-140971.5,0.4723,-209249.5
BTCUSDT,2,dcrowd,48,288,0.2,8640,96,False,4877,2.227,0.91,0.4999,1.0163,4415.5,0.7917,-63862.5,0.6196,-132140.5,0.4886,-200418.5
BTCUSDT,2,dcrowd,48,288,0.2,8640,144,True,3502,1.599,-1.24,0.5071,0.9827,-4331.1,0.8066,-53359.1,0.663,-102387.1,0.5467,-151415.1
BTCUSDT,2,dcrowd,48,288,0.2,8640,144,False,3502,1.599,1.24,0.4926,1.0176,4331.1,0.8357,-44696.9,0.688,-93724.9,0.5687,-142752.9
BTCUSDT,2,dcrowd,48,288,0.2,8640,288,True,1914,0.874,-7.16,0.4953,0.9325,-13709.2,0.8134,-40505.2,0.7097,-67301.2,0.6199,-94097.2
BTCUSDT,2,dcrowd,48,288,0.2,8640,288,False,1914,0.874,7.16,0.5047,1.0724,13709.2,0.9356,-13086.8,0.8168,-39882.8,0.7142,-66678.8
BTCUSDT,2,dcrowd,48,288,0.2,8640,576,True,1018,0.465,21.72,0.5196,1.1572,22113.3,1.0532,7861.3,0.9588,-6390.7,0.8732,-20642.7
BTCUSDT,2,dcrowd,48,288,0.2,8640,576,False,1018,0.465,-21.72,0.4804,0.8642,-22113.3,0.7866,-36365.3,0.7161,-50617.3,0.6522,-64869.3
BTCUSDT,2,dcrowd,48,288,0.2,8640,864,True,691,0.316,-24.15,0.508,0.8787,-16688.9,0.8149,-26362.9,0.7556,-36036.9,0.7007,-45710.9
BTCUSDT,2,dcrowd,48,288,0.2,8640,864,False,691,0.316,24.15,0.492,1.1381,16688.9,1.0557,7014.9,0.9797,-2659.1,0.9095,-12333.1
BTCUSDT,0,dcrowd,48,288,0.3,2016,96,True,5852,2.672,0.35,0.5058,1.0063,2054.0,0.7849,-79874.0,0.6147,-161802.0,0.4846,-243730.0
BTCUSDT,0,dcrowd,48,288,0.3,2016,96,False,5852,2.672,-0.35,0.4942,0.9938,-2054.0,0.7756,-83982.0,0.6082,-165910.0,0.481,-247838.0
BTCUSDT,0,dcrowd,48,288,0.3,2016,144,True,4030,1.84,3.3,0.5037,1.0478,13306.1,0.86,-43113.9,0.7077,-99533.9,0.5845,-155953.9
BTCUSDT,0,dcrowd,48,288,0.3,2016,144,False,4030,1.84,-3.3,0.4963,0.9544,-13306.1,0.7834,-69726.1,0.6446,-126146.1,0.5321,-182566.1
BTCUSDT,0,dcrowd,48,288,0.3,2016,288,True,2090,0.954,7.29,0.5163,1.0743,15242.8,0.9362,-14017.2,0.8163,-43277.2,0.7125,-72537.2
BTCUSDT,0,dcrowd,48,288,0.3,2016,288,False,2090,0.954,-7.29,0.4837,0.9308,-15242.8,0.8114,-44502.8,0.7078,-73762.8,0.6183,-103022.8
BTCUSDT,0,dcrowd,48,288,0.3,2016,576,True,1068,0.488,13.03,0.5019,1.0923,13913.5,0.9934,-1038.5,0.9038,-15990.5,0.8228,-30942.5
BTCUSDT,0,dcrowd,48,288,0.3,2016,576,False,1068,0.488,-13.03,0.4981,0.9155,-13913.5,0.8325,-28865.5,0.7571,-43817.5,0.6888,-58769.5
BTCUSDT,0,dcrowd,48,288,0.3,2016,864,True,717,0.327,-7.64,0.5119,0.9604,-5475.0,0.8916,-15513.0,0.8275,-25551.0,0.7682,-35589.0
BTCUSDT,0,dcrowd,48,288,0.3,2016,864,False,717,0.327,7.64,0.4881,1.0413,5475.0,0.9669,-4563.0,0.8981,-14601.0,0.8345,-24639.0
BTCUSDT,1,dcrowd,48,288,0.3,2016,96,True,5850,2.671,-0.82,0.4938,0.9852,-4815.8,0.7656,-86715.8,0.5981,-168615.8,0.4709,-250515.8
BTCUSDT,1,dcrowd,48,288,0.3,2016,96,False,5850,2.671,0.82,0.5062,1.015,4815.8,0.7882,-77084.2,0.6147,-158984.2,0.4829,-240884.2
BTCUSDT,1,dcrowd,48,288,0.3,2016,144,True,4016,1.834,-0.26,0.502,0.9963,-1056.3,0.8171,-57280.3,0.6716,-113504.3,0.5539,-169728.3
BTCUSDT,1,dcrowd,48,288,0.3,2016,144,False,4016,1.834,0.26,0.498,1.0037,1056.3,0.8234,-55167.7,0.677,-111391.7,0.5585,-167615.7
BTCUSDT,1,dcrowd,48,288,0.3,2016,288,True,2083,0.951,1.53,0.5122,1.015,3184.2,0.8858,-25977.8,0.7733,-55139.8,0.6755,-84301.8
BTCUSDT,1,dcrowd,48,288,0.3,2016,288,False,2083,0.951,-1.53,0.4873,0.9853,-3184.2,0.8602,-32346.2,0.7519,-61508.2,0.6583,-90670.2
BTCUSDT,1,dcrowd,48,288,0.3,2016,576,True,1069,0.488,-23.23,0.4659,0.853,-24833.2,0.7752,-39799.2,0.7046,-54765.2,0.6406,-69731.2
BTCUSDT,1,dcrowd,48,288,0.3,2016,576,False,1069,0.488,23.23,0.5341,1.1723,24833.2,1.0652,9867.2,0.9679,-5098.8,0.8796,-20064.8
BTCUSDT,1,dcrowd,48,288,0.3,2016,864,True,718,0.328,-7.32,0.4972,0.9613,-5255.7,0.8915,-15307.7,0.827,-25359.7,0.7674,-35411.7
BTCUSDT,1,dcrowd,48,288,0.3,2016,864,False,718,0.328,7.32,0.5028,1.0402,5255.7,0.9647,-4796.3,0.8947,-14848.3,0.8299,-24900.3
BTCUSDT,2,dcrowd,48,288,0.3,2016,96,True,5867,2.679,-1.58,0.4987,0.9717,-9284.0,0.7544,-91422.0,0.5877,-173560.0,0.4609,-255698.0
BTCUSDT,2,dcrowd,48,288,0.3,2016,96,False,5867,2.679,1.58,0.5013,1.0291,9284.0,0.7993,-72854.0,0.6239,-154992.0,0.4905,-237130.0
BTCUSDT,2,dcrowd,48,288,0.3,2016,144,True,4036,1.843,3.09,0.503,1.0447,12464.2,0.8571,-44039.8,0.7046,-100543.8,0.5812,-157047.8
BTCUSDT,2,dcrowd,48,288,0.3,2016,144,False,4036,1.843,-3.09,0.497,0.9572,-12464.2,0.7851,-68968.2,0.645,-125472.2,0.5315,-181976.2
BTCUSDT,2,dcrowd,48,288,0.3,2016,288,True,2088,0.953,-3.63,0.4966,0.9646,-7577.4,0.8393,-36809.4,0.7305,-66041.4,0.6362,-95273.4
BTCUSDT,2,dcrowd,48,288,0.3,2016,288,False,2088,0.953,3.63,0.5034,1.0367,7577.4,0.9022,-21654.6,0.7859,-50886.6,0.6857,-80118.6
BTCUSDT,2,dcrowd,48,288,0.3,2016,576,True,1067,0.487,3.16,0.5014,1.0217,3369.2,0.9289,-11568.8,0.8446,-26506.8,0.7683,-41444.8
BTCUSDT,2,dcrowd,48,288,0.3,2016,576,False,1067,0.487,-3.16,0.4986,0.9787,-3369.2,0.8898,-18307.2,0.8091,-33245.2,0.7359,-48183.2
BTCUSDT,2,dcrowd,48,288,0.3,2016,864,True,716,0.327,-6.84,0.5237,0.9638,-4899.3,0.8935,-14923.3,0.828,-24947.3,0.7673,-34971.3
BTCUSDT,2,dcrowd,48,288,0.3,2016,864,False,716,0.327,6.84,0.4763,1.0376,4899.3,0.9622,-5124.7,0.8927,-15148.7,0.8286,-25172.7
BTCUSDT,0,dcrowd,48,288,0.3,8640,96,True,5749,2.625,-1.42,0.5044,0.975,-8162.3,0.7602,-88648.3,0.5946,-169134.3,0.4678,-249620.3
BTCUSDT,0,dcrowd,48,288,0.3,8640,96,False,5749,2.625,1.42,0.4956,1.0256,8162.3,0.8003,-72323.7,0.6279,-152809.7,0.4966,-233295.7
BTCUSDT,0,dcrowd,48,288,0.3,8640,144,True,3976,1.816,-2.11,0.5048,0.9703,-8389.1,0.7947,-64053.1,0.6521,-119717.1,0.5372,-175381.1
BTCUSDT,0,dcrowd,48,288,0.3,8640,144,False,3976,1.816,2.11,0.4952,1.0306,8389.1,0.8445,-47274.9,0.6937,-102938.9,0.572,-158602.9
BTCUSDT,0,dcrowd,48,288,0.3,8640,288,True,2063,0.942,2.66,0.5119,1.0263,5492.1,0.8953,-23389.9,0.7812,-52271.9,0.6823,-81153.9
BTCUSDT,0,dcrowd,48,288,0.3,8640,288,False,2063,0.942,-2.66,0.4881,0.9744,-5492.1,0.8501,-34374.1,0.7423,-63256.1,0.6489,-92138.1
BTCUSDT,0,dcrowd,48,288,0.3,8640,576,True,1056,0.482,22.88,0.518,1.1639,24164.1,1.0606,9380.1,0.9667,-5403.9,0.8814,-20187.9
BTCUSDT,0,dcrowd,48,288,0.3,8640,576,False,1056,0.482,-22.88,0.482,0.8592,-24164.1,0.7829,-38948.1,0.7134,-53732.1,0.6503,-68516.1
BTCUSDT,0,dcrowd,48,288,0.3,8640,864,True,710,0.324,-14.37,0.4746,0.9255,-10201.4,0.8584,-20141.4,0.7963,-30081.4,0.739,-40021.4
BTCUSDT,0,dcrowd,48,288,0.3,8640,864,False,710,0.324,14.37,0.5254,1.0805,10201.4,1.002,261.4,0.9291,-9678.6,0.8616,-19618.6
BTCUSDT,1,dcrowd,48,288,0.3,8640,96,True,5767,2.633,-1.73,0.4975,0.97,-10003.4,0.7587,-90741.4,0.5959,-171479.4,0.4713,-252217.4
BTCUSDT,1,dcrowd,48,288,0.3,8640,96,False,5767,2.633,1.73,0.5023,1.031,10003.4,0.8067,-70734.6,0.634,-151472.6,0.5017,-232210.6
BTCUSDT,1,dcrowd,48,288,0.3,8640,144,True,3966,1.811,-1.28,0.5008,0.9821,-5093.5,0.8072,-60617.5,0.6648,-116141.5,0.5494,-171665.5
BTCUSDT,1,dcrowd,48,288,0.3,8640,144,False,3966,1.811,1.28,0.4992,1.0182,5093.5,0.837,-50430.5,0.6898,-105954.5,0.5703,-161478.5
BTCUSDT,1,dcrowd,48,288,0.3,8640,288,True,2060,0.941,-8.95,0.5034,0.9176,-18435.5,0.8019,-47275.5,0.7008,-76115.5,0.6129,-104955.5
BTCUSDT,1,dcrowd,48,288,0.3,8640,288,False,2060,0.941,8.95,0.4966,1.0898,18435.5,0.9528,-10404.5,0.8338,-39244.5,0.7308,-68084.5
BTCUSDT,1,dcrowd,48,288,0.3,8640,576,True,1055,0.482,-26.68,0.473,0.8343,-28142.9,0.7586,-42912.9,0.6899,-57682.9,0.6279,-72452.9
BTCUSDT,1,dcrowd,48,288,0.3,8640,576,False,1055,0.482,26.68,0.527,1.1987,28142.9,1.0899,13372.9,0.991,-1397.1,0.9013,-16167.1
BTCUSDT,1,dcrowd,48,288,0.3,8640,864,True,709,0.324,-27.96,0.4908,0.8632,-19821.9,0.8018,-29747.9,0.7446,-39673.9,0.6915,-49599.9
BTCUSDT,1,dcrowd,48,288,0.3,8640,864,False,709,0.324,27.96,0.5092,1.1585,19821.9,1.0761,9895.9,0.9998,-30.1,0.9292,-9956.1
BTCUSDT,2,dcrowd,48,288,0.3,8640,96,True,5768,2.634,-3.66,0.495,0.937,-21123.3,0.7309,-101875.3,0.5723,-182627.3,0.451,-263379.3
BTCUSDT,2,dcrowd,48,288,0.3,8640,96,False,5768,2.634,3.66,0.5049,1.0673,21123.3,0.8329,-59628.7,0.6532,-140380.7,0.5163,-221132.7
BTCUSDT,2,dcrowd,48,288,0.3,8640,144,True,3984,1.819,-4.98,0.4962,0.9321,-19823.9,0.7649,-75599.9,0.6287,-131375.9,0.5188,-187151.9
BTCUSDT,2,dcrowd,48,288,0.3,8640,144,False,3984,1.819,4.98,0.5038,1.0728,19823.9,0.8807,-35952.1,0.7247,-91728.1,0.5988,-147504.1
BTCUSDT,2,dcrowd,48,288,0.3,8640,288,True,2062,0.942,0.12,0.5078,1.0011,240.8,0.874,-28627.2,0.7632,-57495.2,0.667,-86363.2
BTCUSDT,2,dcrowd,48,288,0.3,8640,288,False,2062,0.942,-0.12,0.4922,0.9989,-240.8,0.8723,-29108.8,0.7624,-57976.8,0.6674,-86844.8
BTCUSDT,2,dcrowd,48,288,0.3,8640,576,True,1056,0.482,3.55,0.4848,1.0245,3744.6,0.9312,-11039.4,0.8469,-25823.4,0.7707,-40607.4
BTCUSDT,2,dcrowd,48,288,0.3,8640,576,False,1056,0.482,-3.55,0.5152,0.9761,-3744.6,0.8869,-18528.6,0.8058,-33312.6,0.7322,-48096.6
BTCUSDT,2,dcrowd,48,288,0.3,8640,864,True,706,0.322,8.0,0.5312,1.0425,5650.6,0.9692,-4233.4,0.9009,-14117.4,0.8372,-24001.4
BTCUSDT,2,dcrowd,48,288,0.3,8640,864,False,706,0.322,-8.0,0.4688,0.9592,-5650.6,0.892,-15534.6,0.8296,-25418.6,0.7719,-35302.6
BTCUSDT,0,dcrowd,144,288,0.02,2016,96,True,1147,0.524,-8.37,0.5065,0.86,-9601.8,0.6669,-25659.8,0.5173,-41717.8,0.4035,-57775.8
BTCUSDT,0,dcrowd,144,288,0.02,2016,96,False,1147,0.524,8.37,0.4935,1.1628,9601.8,0.9046,-6456.2,0.709,-22514.2,0.5609,-38572.2
BTCUSDT,0,dcrowd,144,288,0.02,2016,144,True,967,0.442,-6.55,0.4902,0.9109,-6335.2,0.7466,-19873.2,0.6136,-33411.2,0.506,-46949.2
BTCUSDT,0,dcrowd,144,288,0.02,2016,144,False,967,0.442,6.55,0.5098,1.0978,6335.2,0.8997,-7202.8,0.7398,-20740.8,0.611,-34278.8
BTCUSDT,0,dcrowd,144,288,0.02,2016,288,True,751,0.343,-6.15,0.514,0.9443,-4621.9,0.8285,-15135.9,0.727,-25649.9,0.6384,-36163.9
BTCUSDT,0,dcrowd,144,288,0.02,2016,288,False,751,0.343,6.15,0.486,1.059,4621.9,0.9298,-5892.1,0.8177,-16406.1,0.7204,-26920.1
BTCUSDT,0,dcrowd,144,288,0.02,2016,576,True,552,0.252,-19.27,0.5072,0.8768,-10635.1,0.7965,-18363.1,0.7234,-26091.1,0.657,-33819.1
BTCUSDT,0,dcrowd,144,288,0.02,2016,576,False,552,0.252,19.27,0.4928,1.1405,10635.1,1.0365,2907.1,0.9425,-4820.9,0.8574,-12548.9
BTCUSDT,0,dcrowd,144,288,0.02,2016,864,True,439,0.2,2.4,0.4738,1.0128,1054.5,0.9405,-5091.5,0.8737,-11237.5,0.8122,-17383.5
BTCUSDT,0,dcrowd,144,288,0.02,2016,864,False,439,0.2,-2.4,0.5262,0.9873,-1054.5,0.9166,-7200.5,0.8507,-13346.5,0.7895,-19492.5
BTCUSDT,1,dcrowd,144,288,0.02,2016,96,True,1132,0.517,7.56,0.492,1.1418,8563.4,0.8944,-7284.6,0.7055,-23132.6,0.5611,-38980.6
BTCUSDT,1,dcrowd,144,288,0.02,2016,96,False,1132,0.517,-7.56,0.508,0.8758,-8563.4,0.6842,-24411.4,0.535,-40259.4,0.4204,-56107.4
BTCUSDT,1,dcrowd,144,288,0.02,2016,144,True,946,0.432,11.21,0.5169,1.1669,10608.6,0.9625,-2635.4,0.7957,-15879.4,0.6605,-29123.4
BTCUSDT,1,dcrowd,144,288,0.02,2016,144,False,946,0.432,-11.21,0.4831,0.857,-10608.6,0.7065,-23852.6,0.5829,-37096.6,0.4824,-50340.6
BTCUSDT,1,dcrowd,144,288,0.02,2016,288,True,740,0.338,7.89,0.5027,1.0786,5839.4,0.9432,-4520.6,0.8255,-14880.6,0.7237,-25240.6
BTCUSDT,1,dcrowd,144,288,0.02,2016,288,False,740,0.338,-7.89,0.4973,0.9271,-5839.4,0.8105,-16199.4,0.7086,-26559.4,0.6198,-36919.4
BTCUSDT,1,dcrowd,144,288,0.02,2016,576,True,569,0.26,15.36,0.5185,1.1094,8738.1,1.0092,772.1,0.9181,-7193.9,0.8353,-15159.9
BTCUSDT,1,dcrowd,144,288,0.02,2016,576,False,569,0.26,-15.36,0.4815,0.9014,-8738.1,0.8201,-16704.1,0.7464,-24670.1,0.6796,-32636.1
BTCUSDT,1,dcrowd,144,288,0.02,2016,864,True,444,0.203,53.9,0.5113,1.3484,23931.9,1.2468,17715.9,1.1534,11499.9,1.0675,5283.9
BTCUSDT,1,dcrowd,144,288,0.02,2016,864,False,444,0.203,-53.9,0.4887,0.7416,-23931.9,0.6854,-30147.9,0.6331,-36363.9,0.5845,-42579.9
BTCUSDT,2,dcrowd,144,288,0.02,2016,96,True,1127,0.515,0.25,0.52,1.0042,276.3,0.7901,-15501.7,0.6236,-31279.7,0.4948,-47057.7
BTCUSDT,2,dcrowd,144,288,0.02,2016,96,False,1127,0.515,-0.25,0.48,0.9958,-276.3,0.7848,-16054.3,0.6218,-31832.3,0.4966,-47610.3
BTCUSDT,2,dcrowd,144,288,0.02,2016,144,True,947,0.432,3.7,0.5037,1.0519,3505.4,0.869,-9752.6,0.719,-23010.6,0.5969,-36268.6
BTCUSDT,2,dcrowd,144,288,0.02,2016,144,False,947,0.432,-3.7,0.4963,0.9506,-3505.4,0.7853,-16763.4,0.6501,-30021.4,0.5402,-43279.4
BTCUSDT,2,dcrowd,144,288,0.02,2016,288,True,734,0.335,0.91,0.5191,1.0089,671.2,0.8803,-9604.8,0.7685,-19880.8,0.6716,-30156.8
BTCUSDT,2,dcrowd,144,288,0.02,2016,288,False,734,0.335,-0.91,0.4809,0.9911,-671.2,0.8652,-10947.2,0.756,-21223.2,0.6617,-31499.2
BTCUSDT,2,dcrowd,144,288,0.02,2016,576,True,553,0.253,21.41,0.5208,1.1507,11840.1,1.0498,4098.1,0.9578,-3643.9,0.8742,-11385.9
