symbol,tf,level,min_pen,max_pen,close_frac,conf,stop_buf,target_mode,rr,min_risk_bps,revert,trades,tpd,win_rate,pf_0x,pf_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.1,0,0.0,25.0,1,1776,0.73,0.3339,1.0588,0.718,0.5055,-912.7,-906.3,0.3637
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.1,1,1.0,100.0,1,526,0.216,0.5057,1.0806,0.8762,0.707,-98.36,-85.4,0.5648
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.1,2,0.0,25.0,1,1599,0.657,0.2195,1.2233,0.8946,0.6872,-619.52,-605.9,0.5452
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.35,0,0.0,100.0,1,649,0.267,0.4499,0.9277,0.758,0.62,-153.24,-151.5,0.5075
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.35,1,2.0,25.0,1,1813,0.745,0.3574,1.0623,0.7351,0.5186,-830.1,-826.4,0.3652
BTCUSDT,15m,day,0.0,0.0,1.0,none,0.35,2,0.0,100.0,1,608,0.25,0.3224,0.9969,0.8561,0.7404,-125.83,-121.1,0.6441
BTCUSDT,15m,day,0.0,0.0,1.0,oi,0.1,1,1.0,25.0,1,1142,0.469,0.521,1.0964,0.6006,0.2905,-611.83,-611.1,0.1303
BTCUSDT,15m,day,0.0,0.0,1.0,oi,0.1,1,2.0,100.0,1,236,0.097,0.411,1.1497,0.9753,0.8311,-39.18,-27.1,0.7104
BTCUSDT,15m,day,0.0,0.0,1.0,oi,0.35,0,0.0,25.0,1,1221,0.502,0.3497,0.9775,0.6587,0.457,-666.2,-655.9,0.3223
BTCUSDT,15m,day,0.0,0.0,1.0,oi,0.35,1,1.0,100.0,1,324,0.133,0.5216,1.0929,0.8895,0.7208,-54.52,-50.3,0.5793
BTCUSDT,15m,day,0.0,0.0,1.0,oi,0.35,2,0.0,25.0,1,1126,0.463,0.2256,1.0795,0.7948,0.6108,-533.95,-516.7,0.483
BTCUSDT,15m,day,0.0,0.0,1.0,flow,0.1,0,0.0,100.0,1,384,0.158,0.4583,1.1504,0.9536,0.7931,-55.68,-47.5,0.6618
BTCUSDT,15m,day,0.0,0.0,1.0,flow,0.1,1,2.0,25.0,1,1471,0.604,0.3678,1.1191,0.744,0.505,-720.1,-711.4,0.3401
BTCUSDT,15m,day,0.0,0.0,1.0,flow,0.1,2,0.0,100.0,1,368,0.151,0.337,1.133,0.9758,0.8465,-58.91,-42.3,0.7389
BTCUSDT,15m,day,0.0,0.0,1.0,flow,0.35,1,1.0,25.0,1,1551,0.637,0.519,1.0884,0.6492,0.3593,-712.37,-710.9,0.1867
BTCUSDT,15m,day,0.0,0.0,1.0,flow,0.35,1,2.0,100.0,1,494,0.203,0.3887,1.1356,0.9676,0.8291,-64.24,-58.9,0.7131
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.1,0,0.0,25.0,1,509,0.209,0.3851,1.4009,0.9748,0.701,-167.83,-138.4,0.5141
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.1,1,1.0,100.0,1,166,0.068,0.5723,1.4071,1.1511,0.9386,-19.44,-4.9,0.7596
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.1,2,0.0,25.0,1,498,0.205,0.2671,1.5974,1.1899,0.9259,-112.54,-40.5,0.7414
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.35,0,0.0,100.0,1,198,0.081,0.4596,1.1237,0.9406,0.7898,-38.15,-25.0,0.6645
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.35,1,2.0,25.0,1,538,0.221,0.3959,1.2686,0.8973,0.6464,-169.31,-164.0,0.4658
BTCUSDT,15m,day,0.0,0.0,1.0,crowd,0.35,2,0.0,100.0,1,196,0.081,0.3367,1.0629,0.9198,0.8012,-32.06,-28.9,0.7019
BTCUSDT,15m,day,0.0,0.0,1.0,crowd+oi,0.1,1,1.0,25.0,1,340,0.14,0.5294,1.1472,0.6693,0.3604,-156.78,-153.9,0.1898
BTCUSDT,15m,day,0.0,0.0,1.0,crowd+oi,0.1,1,2.0,100.0,1,94,0.039,0.4362,1.3694,1.1721,1.0086,-10.53,0.5,0.8717
BTCUSDT,15m,day,0.0,0.0,1.0,crowd+oi,0.35,0,0.0,25.0,1,375,0.154,0.384,1.1693,0.8111,0.5776,-143.66,-139.8,0.418
BTCUSDT,15m,day,0.0,0.0,1.0,crowd+oi,0.35,1,1.0,100.0,1,125,0.051,0.568,1.3623,1.1209,0.9196,-9.9,-4.9,0.7497
BTCUSDT,15m,day,0.0,0.0,1.0,crowd+oi,0.35,2,0.0,25.0,1,367,0.151,0.2643,1.3716,1.0338,0.8091,-97.29,-74.6,0.6498
BTCUSDT,15m,day,0.0,0.0,0.5,none,0.1,0,0.0,100.0,1,513,0.211,0.4483,0.9971,0.8171,0.671,-108.1,-102.1,0.5521
BTCUSDT,15m,day,0.0,0.0,0.5,none,0.1,1,2.0,25.0,1,1687,0.693,0.3705,1.1244,0.7654,0.532,-752.06,-749.0,0.3686
BTCUSDT,15m,day,0.0,0.0,0.5,none,0.1,2,0.0,100.0,1,490,0.201,0.3367,1.0714,0.9193,0.7942,-101.47,-75.3,0.6901
BTCUSDT,15m,day,0.0,0.0,0.5,none,0.35,1,1.0,25.0,1,1760,0.723,0.5159,1.0791,0.6623,0.3806,-761.59,-760.0,0.2073
BTCUSDT,15m,day,0.0,0.0,0.5,none,0.35,1,2.0,100.0,1,631,0.259,0.3851,1.0829,0.9204,0.7862,-106.96,-93.6,0.674
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.1,0,0.0,25.0,1,1069,0.439,0.3499,1.0382,0.6897,0.4742,-578.95,-569.0,0.3324
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.1,1,1.0,100.0,1,232,0.095,0.5517,1.2712,1.0369,0.8424,-28.38,-18.9,0.6787
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.1,2,0.0,25.0,1,1004,0.412,0.2241,1.0301,0.7424,0.5614,-547.75,-534.2,0.438
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.35,0,0.0,100.0,1,316,0.13,0.4557,0.9576,0.7879,0.6498,-71.03,-69.3,0.5373
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.35,1,2.0,25.0,1,1123,0.461,0.3758,1.1304,0.7819,0.5506,-473.59,-467.5,0.3867
BTCUSDT,15m,day,0.0,0.0,0.5,oi,0.35,2,0.0,100.0,1,303,0.124,0.33,0.9305,0.7972,0.6875,-76.38,-73.4,0.5964
BTCUSDT,15m,day,0.0,0.0,0.5,flow,0.1,1,1.0,25.0,1,1465,0.602,0.5229,1.1046,0.6249,0.3177,-733.87,-733.0,0.1516
BTCUSDT,15m,day,0.0,0.0,0.5,flow,0.1,1,2.0,100.0,1,381,0.157,0.3963,1.201,1.0243,0.8785,-50.75,-31.6,0.7566
BTCUSDT,15m,day,0.0,0.0,0.5,flow,0.35,0,0.0,25.0,1,1515,0.622,0.3663,1.0687,0.7358,0.5201,-685.21,-679.6,0.3731
BTCUSDT,15m,day,0.0,0.0,0.5,flow,0.35,1,1.0,100.0,1,492,0.202,0.5183,1.1097,0.9044,0.7344,-79.92,-71.9,0.5916
BTCUSDT,15m,day,0.0,0.0,0.5,flow,0.35,2,0.0,25.0,1,1383,0.568,0.2451,1.1491,0.8539,0.6606,-563.52,-526.7,0.5251
BTCUSDT,15m,day,0.0,0.0,0.5,crowd,0.1,0,0.0,100.0,1,161,0.066,0.4596,1.2028,1.0044,0.8423,-22.47,-15.0,0.7086
BTCUSDT,15m,day,0.0,0.0,0.5,crowd,0.1,1,2.0,25.0,1,464,0.191,0.3987,1.2517,0.8719,0.6187,-162.32,-155.0,0.4389
BTCUSDT,15m,day,0.0,0.0,0.5,crowd,0.1,2,0.0,100.0,1,160,0.066,0.35,1.217,1.0517,0.9157,-29.23,-9.8,0.8022
BTCUSDT,15m,day,0.0,0.0,0.5,crowd,0.35,1,1.0,25.0,1,489,0.201,0.5624,1.3285,0.8424,0.5052,-148.37,-146.1,0.2932
BTCUSDT,15m,day,0.0,0.0,0.5,crowd,0.35,1,2.0,100.0,1,192,0.079,0.4167,1.2745,1.0931,0.9426,-23.86,-7.2,0.816
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.1,0,0.0,25.0,1,310,0.127,0.371,1.1414,0.7831,0.5544,-133.51,-127.6,0.4
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.1,1,1.0,100.0,1,90,0.037,0.6111,1.7341,1.429,1.1734,-5.98,6.6,0.9569
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.1,2,0.0,25.0,1,307,0.126,0.2345,1.1694,0.868,0.6727,-118.04,-113.8,0.5365
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.35,0,0.0,100.0,1,120,0.049,0.4917,1.3467,1.1278,0.9472,-17.32,-3.5,0.7979
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.35,1,2.0,25.0,1,333,0.137,0.3964,1.2561,0.8986,0.6539,-105.62,-97.5,0.4765
BTCUSDT,15m,day,0.0,0.0,0.5,crowd+oi,0.35,2,0.0,100.0,1,119,0.049,0.3445,1.1885,1.0282,0.8961,-13.64,-8.9,0.7861
BTCUSDT,15m,day,0.0,1.5,1.0,none,0.1,1,1.0,25.0,1,1725,0.709,0.4962,0.9908,0.5483,0.2694,-993.24,-993.2,0.1239
BTCUSDT,15m,day,0.0,1.5,1.0,none,0.1,1,2.0,100.0,1,418,0.172,0.366,1.0402,0.8835,0.7548,-92.99,-75.2,0.6475
BTCUSDT,15m,day,0.0,1.5,1.0,none,0.35,0,0.0,25.0,1,1792,0.736,0.3398,1.0205,0.7004,0.4958,-912.06,-903.8,0.3571
BTCUSDT,15m,day,0.0,1.5,1.0,none,0.35,1,1.0,100.0,1,559,0.23,0.4866,0.963,0.7801,0.6292,-127.26,-123.5,0.5029
BTCUSDT,15m,day,0.0,1.5,1.0,none,0.35,2,0.0,25.0,1,1605,0.659,0.2243,1.1153,0.8219,0.6327,-722.4,-693.9,0.5015
BTCUSDT,15m,day,0.0,1.5,1.0,oi,0.1,0,0.0,100.0,1,191,0.078,0.4293,1.0647,0.8878,0.7434,-40.77,-32.0,0.6255
BTCUSDT,15m,day,0.0,1.5,1.0,oi,0.1,1,2.0,25.0,1,1085,0.446,0.3548,1.0606,0.688,0.457,-617.88,-609.0,0.3005
BTCUSDT,15m,day,0.0,1.5,1.0,oi,0.1,2,0.0,100.0,1,187,0.077,0.3316,1.1465,0.9895,0.8602,-34.97,-20.4,0.7522
BTCUSDT,15m,day,0.0,1.5,1.0,oi,0.35,1,1.0,25.0,1,1191,0.489,0.5155,1.0631,0.6081,0.3144,-607.05,-606.3,0.15
BTCUSDT,15m,day,0.0,1.5,1.0,oi,0.35,1,2.0,100.0,1,275,0.113,0.3782,1.0409,0.8855,0.757,-55.04,-49.0,0.6496
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.1,0,0.0,25.0,1,1437,0.59,0.3305,1.0842,0.7284,0.5086,-757.06,-745.2,0.363
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.1,1,1.0,100.0,1,329,0.135,0.5471,1.243,1.007,0.8124,-45.89,-32.5,0.6494
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.1,2,0.0,25.0,1,1329,0.546,0.2175,1.2145,0.8805,0.6722,-588.56,-538.4,0.5307
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.35,0,0.0,100.0,1,440,0.181,0.4341,0.9338,0.7665,0.6306,-104.97,-104.5,0.5197
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.35,1,2.0,25.0,1,1496,0.615,0.371,1.1278,0.7742,0.5423,-650.58,-647.7,0.379
BTCUSDT,15m,day,0.0,1.5,1.0,flow,0.35,2,0.0,100.0,1,416,0.171,0.3173,1.0253,0.8824,0.7651,-78.78,-77.2,0.6675
BTCUSDT,15m,day,0.0,1.5,1.0,crowd,0.1,1,1.0,25.0,1,479,0.197,0.5449,1.2084,0.7029,0.3771,-209.61,-208.0,0.1945
BTCUSDT,15m,day,0.0,1.5,1.0,crowd,0.1,1,2.0,100.0,1,145,0.06,0.3862,1.1606,0.9927,0.8544,-28.63,-15.0,0.7386
BTCUSDT,15m,day,0.0,1.5,1.0,crowd,0.35,0,0.0,25.0,1,511,0.21,0.3953,1.3472,0.9455,0.681,-161.14,-142.9,0.4984
BTCUSDT,15m,day,0.0,1.5,1.0,crowd,0.35,1,1.0,100.0,1,176,0.072,0.5398,1.1998,0.9859,0.8081,-29.58,-18.0,0.6581
BTCUSDT,15m,day,0.0,1.5,1.0,crowd,0.35,2,0.0,25.0,1,499,0.205,0.2645,1.4912,1.1246,0.8814,-122.28,-63.9,0.7088
BTCUSDT,15m,day,0.0,1.5,1.0,crowd+oi,0.1,0,0.0,100.0,1,80,0.033,0.4375,1.4138,1.201,1.0254,-9.68,1.2,0.8799
BTCUSDT,15m,day,0.0,1.5,1.0,crowd+oi,0.1,1,2.0,25.0,1,319,0.131,0.3824,1.1813,0.7959,0.5474,-145.37,-136.9,0.3743
BTCUSDT,15m,day,0.0,1.5,1.0,crowd+oi,0.1,2,0.0,100.0,1,80,0.033,0.35,1.4465,1.2612,1.108,-14.27,6.3,0.9797
BTCUSDT,15m,day,0.0,1.5,1.0,crowd+oi,0.35,1,1.0,25.0,1,356,0.146,0.5449,1.2037,0.7283,0.4099,-141.92,-140.5,0.2194
BTCUSDT,15m,day,0.0,1.5,1.0,crowd+oi,0.35,1,2.0,100.0,1,111,0.046,0.4234,1.2882,1.1063,0.9546,-15.07,-3.4,0.8267
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.1,0,0.0,25.0,1,1641,0.674,0.3376,1.0716,0.7279,0.5119,-832.14,-820.3,0.3673
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.1,1,1.0,100.0,1,409,0.168,0.5012,1.0375,0.8406,0.678,-84.11,-75.5,0.5418
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.1,2,0.0,25.0,1,1493,0.613,0.2291,1.2358,0.9028,0.6919,-580.68,-550.5,0.5472
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.35,0,0.0,100.0,1,541,0.222,0.427,0.8615,0.7065,0.5803,-149.96,-148.9,0.4775
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.35,1,2.0,25.0,1,1683,0.691,0.3702,1.1264,0.7855,0.5579,-692.72,-689.8,0.3958
BTCUSDT,15m,day,0.0,1.5,0.5,none,0.35,2,0.0,100.0,1,509,0.209,0.3084,0.9418,0.8096,0.7011,-123.06,-121.5,0.6109
BTCUSDT,15m,day,0.0,1.5,0.5,oi,0.1,1,1.0,25.0,1,1028,0.422,0.5282,1.1281,0.6219,0.3025,-530.21,-529.5,0.1348
BTCUSDT,15m,day,0.0,1.5,0.5,oi,0.1,1,2.0,100.0,1,187,0.077,0.3957,1.0866,0.922,0.786,-45.14,-28.2,0.6721
BTCUSDT,15m,day,0.0,1.5,0.5,oi,0.35,0,0.0,25.0,1,1090,0.448,0.3624,1.0183,0.6866,0.4748,-556.09,-549.7,0.3328
BTCUSDT,15m,day,0.0,1.5,0.5,oi,0.35,1,1.0,100.0,1,272,0.112,0.511,1.0417,0.8463,0.6847,-56.05,-49.4,0.5493
BTCUSDT,15m,day,0.0,1.5,0.5,oi,0.35,2,0.0,25.0,1,1015,0.417,0.2345,1.0698,0.7877,0.6041,-471.6,-465.3,0.4762
BTCUSDT,15m,day,0.0,1.5,0.5,flow,0.1,0,0.0,100.0,1,319,0.131,0.4263,1.0496,0.87,0.7245,-62.04,-56.5,0.6058
BTCUSDT,15m,day,0.0,1.5,0.5,flow,0.1,1,2.0,25.0,1,1406,0.578,0.3677,1.1206,0.7431,0.5035,-700.79,-688.6,0.3386
BTCUSDT,15m,day,0.0,1.5,0.5,flow,0.1,2,0.0,100.0,1,308,0.127,0.3312,1.1225,0.9671,0.8396,-48.98,-38.3,0.7336
BTCUSDT,15m,day,0.0,1.5,0.5,flow,0.35,1,1.0,25.0,1,1482,0.609,0.5202,1.0896,0.6483,0.3565,-684.75,-683.8,0.1832
BTCUSDT,15m,day,0.0,1.5,0.5,flow,0.35,1,2.0,100.0,1,431,0.177,0.3852,1.13,0.9626,0.8246,-60.86,-54.1,0.7091
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.1,0,0.0,25.0,1,433,0.178,0.3764,1.2916,0.8953,0.6392,-151.14,-143.6,0.4641
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.1,1,1.0,100.0,1,137,0.056,0.5766,1.4283,1.1675,0.9507,-15.16,-3.3,0.7676
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.1,2,0.0,25.0,1,421,0.173,0.2732,1.4754,1.0954,0.8477,-104.32,-69.9,0.6738
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.35,0,0.0,100.0,1,168,0.069,0.4345,1.0942,0.9199,0.7765,-32.52,-23.6,0.6571
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.35,1,2.0,25.0,1,456,0.187,0.4232,1.42,1.0123,0.7324,-107.97,-99.6,0.5286
BTCUSDT,15m,day,0.0,1.5,0.5,crowd,0.35,2,0.0,100.0,1,166,0.068,0.3313,1.0229,0.8865,0.7732,-33.07,-28.8,0.678
BTCUSDT,15m,day,0.0,1.5,0.5,crowd+oi,0.1,1,1.0,25.0,1,289,0.119,0.5363,1.1703,0.6898,0.3749,-128.66,-125.8,0.198
BTCUSDT,15m,day,0.0,1.5,0.5,crowd+oi,0.1,1,2.0,100.0,1,76,0.031,0.4211,1.2562,1.0763,0.9266,-12.45,-3.7,0.8007
BTCUSDT,15m,day,0.0,1.5,0.5,crowd+oi,0.35,0,0.0,25.0,1,312,0.128,0.3846,1.1136,0.7719,0.5476,-127.53,-122.2,0.3937
BTCUSDT,15m,day,0.0,1.5,0.5,crowd+oi,0.35,1,1.0,100.0,1,107,0.044,0.5607,1.293,1.0605,0.8666,-10.86,-7.2,0.7032
BTCUSDT,15m,day,0.0,1.5,0.5,crowd+oi,0.35,2,0.0,25.0,1,309,0.127,0.2654,1.2987,0.9811,0.7682,-101.27,-75.8,0.6168
BTCUSDT,15m,day,0.25,0.0,1.0,none,0.1,0,0.0,100.0,1,481,0.198,0.4574,1.0714,0.8812,0.7263,-91.96,-78.6,0.5998
BTCUSDT,15m,day,0.25,0.0,1.0,none,0.1,1,2.0,25.0,1,1646,0.676,0.3663,1.1106,0.7524,0.5209,-766.1,-758.8,0.3594
BTCUSDT,15m,day,0.25,0.0,1.0,none,0.1,2,0.0,100.0,1,457,0.188,0.337,1.0627,0.9112,0.7867,-98.8,-72.9,0.6831
BTCUSDT,15m,day,0.25,0.0,1.0,none,0.35,1,1.0,25.0,1,1721,0.707,0.5078,1.0432,0.6345,0.3608,-790.71,-787.9,0.1946
BTCUSDT,15m,day,0.25,0.0,1.0,none,0.35,1,2.0,100.0,1,596,0.245,0.3792,1.0559,0.898,0.7675,-113.17,-97.3,0.6582
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.1,0,0.0,25.0,1,974,0.4,0.345,1.0643,0.7096,0.4907,-522.17,-507.6,0.3463
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.1,1,1.0,100.0,1,211,0.087,0.5403,1.2015,0.9797,0.7955,-29.11,-22.9,0.6403
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.1,2,0.0,25.0,1,912,0.375,0.2116,1.0811,0.7835,0.597,-466.96,-455.6,0.4696
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.35,0,0.0,100.0,1,280,0.115,0.4464,0.9496,0.7843,0.6491,-66.98,-62.1,0.538
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.35,1,2.0,25.0,1,1023,0.42,0.3578,1.053,0.7307,0.5173,-479.33,-471.5,0.3661
BTCUSDT,15m,day,0.25,0.0,1.0,oi,0.35,2,0.0,100.0,1,267,0.11,0.3296,0.8833,0.7568,0.6524,-82.12,-72.6,0.5656
BTCUSDT,15m,day,0.25,0.0,1.0,flow,0.1,1,1.0,25.0,1,1318,0.541,0.5212,1.0996,0.6324,0.3311,-643.98,-642.8,0.1608
BTCUSDT,15m,day,0.25,0.0,1.0,flow,0.1,1,2.0,100.0,1,344,0.141,0.4012,1.2203,1.0413,0.8934,-42.81,-24.9,0.7695
BTCUSDT,15m,day,0.25,0.0,1.0,flow,0.35,0,0.0,25.0,1,1378,0.566,0.3701,1.0639,0.7345,0.5197,-614.75,-610.0,0.373
BTCUSDT,15m,day,0.25,0.0,1.0,flow,0.35,1,1.0,100.0,1,448,0.184,0.5223,1.1281,0.9209,0.749,-68.95,-61.3,0.6042
BTCUSDT,15m,day,0.25,0.0,1.0,flow,0.35,2,0.0,25.0,1,1274,0.523,0.241,1.0625,0.7904,0.611,-564.25,-554.5,0.4849
BTCUSDT,15m,day,0.25,0.0,1.0,crowd,0.1,0,0.0,100.0,1,145,0.06,0.4345,1.1642,0.9802,0.8294,-27.96,-15.6,0.7043
BTCUSDT,15m,day,0.25,0.0,1.0,crowd,0.1,1,2.0,25.0,1,443,0.182,0.4221,1.4033,0.9823,0.701,-124.62,-112.1,0.5005
BTCUSDT,15m,day,0.25,0.0,1.0,crowd,0.1,2,0.0,100.0,1,144,0.059,0.3403,1.151,0.9961,0.8685,-33.08,-14.3,0.762
BTCUSDT,15m,day,0.25,0.0,1.0,crowd,0.35,1,1.0,25.0,1,465,0.191,0.5677,1.3493,0.8565,0.5127,-139.4,-135.2,0.2941
BTCUSDT,15m,day,0.25,0.0,1.0,crowd,0.35,1,2.0,100.0,1,171,0.07,0.4211,1.304,1.1228,0.9717,-21.02,-3.2,0.8442
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.1,0,0.0,25.0,1,268,0.11,0.3619,1.2364,0.8613,0.621,-103.43,-95.0,0.4575
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.1,1,1.0,100.0,1,80,0.033,0.5875,1.5413,1.2704,1.0428,-8.02,1.6,0.8495
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.1,2,0.0,25.0,1,264,0.108,0.2348,1.2342,0.9189,0.7151,-94.25,-85.6,0.5727
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.35,0,0.0,100.0,1,104,0.043,0.4615,1.2521,1.0555,0.8921,-16.46,-6.5,0.7556
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.35,1,2.0,25.0,1,283,0.116,0.4028,1.3087,0.9457,0.6947,-78.8,-72.3,0.511
BTCUSDT,15m,day,0.25,0.0,1.0,crowd+oi,0.35,2,0.0,100.0,1,103,0.042,0.3398,1.1014,0.9549,0.8333,-20.35,-12.6,0.7315
BTCUSDT,15m,day,0.25,0.0,0.5,none,0.1,1,1.0,25.0,1,1583,0.65,0.5237,1.1118,0.6534,0.3529,-730.91,-728.4,0.1783
BTCUSDT,15m,day,0.25,0.0,0.5,none,0.1,1,2.0,100.0,1,467,0.192,0.3854,1.1081,0.9415,0.8039,-91.19,-63.5,0.6887
BTCUSDT,15m,day,0.25,0.0,0.5,none,0.35,0,0.0,25.0,1,1631,0.67,0.382,1.1017,0.7691,0.5495,-661.37,-655.1,0.3975
BTCUSDT,15m,day,0.25,0.0,0.5,none,0.35,1,1.0,100.0,1,588,0.242,0.5,1.0291,0.8379,0.6791,-114.9,-106.6,0.5456
BTCUSDT,15m,day,0.25,0.0,0.5,none,0.35,2,0.0,25.0,1,1469,0.604,0.26,1.1792,0.8867,0.6911,-506.49,-489.4,0.5521
BTCUSDT,15m,day,0.25,0.0,0.5,oi,0.1,0,0.0,100.0,1,204,0.084,0.4608,1.0427,0.8617,0.7143,-40.69,-35.8,0.5937
BTCUSDT,15m,day,0.25,0.0,0.5,oi,0.1,1,2.0,25.0,1,908,0.373,0.3722,1.1311,0.7594,0.52,-432.46,-418.6,0.3537
BTCUSDT,15m,day,0.25,0.0,0.5,oi,0.1,2,0.0,100.0,1,199,0.082,0.3367,1.027,0.8836,0.7654,-44.36,-35.9,0.6669
BTCUSDT,15m,day,0.25,0.0,0.5,oi,0.35,1,1.0,25.0,1,965,0.396,0.542,1.1835,0.719,0.4048,-385.64,-383.3,0.2108
BTCUSDT,15m,day,0.25,0.0,0.5,oi,0.35,1,2.0,100.0,1,271,0.111,0.3911,1.0354,0.8822,0.7551,-52.18,-47.5,0.6487
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.1,0,0.0,25.0,1,1293,0.531,0.3387,1.0377,0.7062,0.4966,-659.99,-654.2,0.3558
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.1,1,1.0,100.0,1,343,0.141,0.5394,1.2247,0.9989,0.8116,-44.25,-33.7,0.6537
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.1,2,0.0,25.0,1,1202,0.494,0.218,1.0316,0.7552,0.5789,-626.43,-605.9,0.4574
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.35,0,0.0,100.0,1,435,0.179,0.4529,1.0026,0.8264,0.6825,-88.32,-83.7,0.5641
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.35,1,2.0,25.0,1,1355,0.557,0.3727,1.1313,0.7926,0.5656,-541.3,-537.9,0.4036
BTCUSDT,15m,day,0.25,0.0,0.5,flow,0.35,2,0.0,100.0,1,417,0.171,0.3309,1.069,0.9222,0.8012,-71.09,-62.6,0.7001
BTCUSDT,15m,day,0.25,0.0,0.5,crowd,0.1,1,1.0,25.0,1,403,0.166,0.5608,1.3053,0.8057,0.4694,-137.84,-135.2,0.2601
BTCUSDT,15m,day,0.25,0.0,0.5,crowd,0.1,1,2.0,100.0,1,140,0.058,0.4143,1.2854,1.1026,0.9513,-19.45,-4.6,0.8245
BTCUSDT,15m,day,0.25,0.0,0.5,crowd,0.35,0,0.0,25.0,1,420,0.173,0.4381,1.5479,1.1142,0.8162,-77.7,-58.5,0.6048
BTCUSDT,15m,day,0.25,0.0,0.5,crowd,0.35,1,1.0,100.0,1,164,0.067,0.5122,1.1151,0.9202,0.7575,-31.18,-21.5,0.6198
BTCUSDT,15m,day,0.25,0.0,0.5,crowd,0.35,2,0.0,25.0,1,408,0.168,0.3088,1.5271,1.17,0.9244,-76.21,-29.7,0.7462
BTCUSDT,15m,day,0.25,0.0,0.5,crowd+oi,0.1,0,0.0,100.0,1,77,0.032,0.4935,1.4675,1.2333,1.0396,-9.2,1.6,0.8795
BTCUSDT,15m,day,0.25,0.0,0.5,crowd+oi,0.1,1,2.0,25.0,1,243,0.1,0.3992,1.2872,0.8999,0.641,-82.64,-75.9,0.4565
BTCUSDT,15m,day,0.25,0.0,0.5,crowd+oi,0.1,2,0.0,100.0,1,77,0.032,0.3377,1.1807,1.0211,0.89,-15.12,-6.1,0.7813
BTCUSDT,15m,day,0.25,0.0,0.5,crowd+oi,0.35,1,1.0,25.0,1,255,0.105,0.5686,1.3651,0.8802,0.5382,-71.45,-68.8,0.3148
BTCUSDT,15m,day,0.25,0.0,0.5,crowd+oi,0.35,1,2.0,100.0,1,99,0.041,0.4242,1.3311,1.1476,0.9945,-12.19,-0.4,0.8654
BTCUSDT,15m,day,0.25,1.5,1.0,none,0.1,0,0.0,25.0,1,1580,0.649,0.3278,1.0778,0.7339,0.5186,-809.01,-797.3,0.3746
BTCUSDT,15m,day,0.25,1.5,1.0,none,0.1,1,1.0,100.0,1,374,0.154,0.5107,1.0633,0.8613,0.6945,-72.52,-65.1,0.5547
