symbol,tf,level,min_pen,max_pen,close_frac,conf,stop_buf,target_mode,rr,min_risk_bps,revert,trades,tpd,win_rate,pf_0x,pf_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,4h,day,0.25,1.5,0.5,flow,0.1,0,0.0,100.0,0,451,0.185,0.5211,0.5535,0.4253,0.3235,-149.63,-148.0,0.2443
BTCUSDT,4h,day,0.25,1.5,0.5,flow,0.1,1,2.0,25.0,0,432,0.177,0.3333,0.9843,0.857,0.7503,-101.23,-85.2,0.6594
BTCUSDT,4h,day,0.25,1.5,0.5,flow,0.1,2,0.0,100.0,0,260,0.107,0.1385,0.937,0.8622,0.7972,-92.13,-51.6,0.7401
BTCUSDT,4h,day,0.25,1.5,0.5,flow,0.35,1,1.0,25.0,0,487,0.2,0.4846,0.9433,0.8142,0.7023,-98.34,-86.0,0.6045
BTCUSDT,4h,day,0.25,1.5,0.5,flow,0.35,1,2.0,100.0,0,366,0.15,0.3607,1.0965,0.9953,0.9058,-53.64,-24.7,0.8262
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.1,0,0.0,25.0,0,217,0.089,0.4793,0.6054,0.4681,0.3645,-76.67,-73.5,0.2845
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.1,1,1.0,100.0,0,183,0.075,0.4863,0.9468,0.8372,0.74,-38.59,-27.5,0.6532
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.1,2,0.0,25.0,0,149,0.061,0.1611,1.4223,1.2925,1.1826,-47.08,26.9,1.0884
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.35,0,0.0,100.0,0,192,0.079,0.5677,0.6995,0.56,0.4461,-43.99,-40.9,0.3535
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.35,1,2.0,25.0,0,180,0.074,0.3222,0.8719,0.7838,0.7068,-62.6,-40.9,0.6388
BTCUSDT,4h,day,0.25,1.5,0.5,crowd,0.35,2,0.0,100.0,0,129,0.053,0.1938,1.0655,0.9918,0.9262,-48.89,-8.6,0.8676
BTCUSDT,4h,day,0.25,1.5,0.5,crowd+oi,0.1,1,1.0,25.0,0,107,0.044,0.4673,0.8772,0.7442,0.6312,-30.98,-24.8,0.5341
BTCUSDT,4h,day,0.25,1.5,0.5,crowd+oi,0.1,1,2.0,100.0,0,86,0.035,0.314,0.8633,0.7859,0.7171,-31.64,-18.8,0.6557
BTCUSDT,4h,day,0.25,1.5,0.5,crowd+oi,0.35,0,0.0,25.0,0,102,0.042,0.5588,0.8333,0.6596,0.5205,-23.42,-19.5,0.4117
BTCUSDT,4h,day,0.25,1.5,0.5,crowd+oi,0.35,1,1.0,100.0,0,93,0.038,0.4946,0.9787,0.8777,0.7866,-19.18,-11.1,0.7042
BTCUSDT,4h,day,0.25,1.5,0.5,crowd+oi,0.35,2,0.0,25.0,0,80,0.033,0.225,0.6764,0.6142,0.5605,-46.06,-31.5,0.5136
BTCUSDT,4h,day,0.5,0.0,1.0,none,0.1,0,0.0,100.0,0,458,0.188,0.4978,0.5198,0.3982,0.3031,-157.49,-156.7,0.231
BTCUSDT,4h,day,0.5,0.0,1.0,none,0.1,1,2.0,25.0,0,404,0.166,0.3366,0.9842,0.8685,0.7696,-77.61,-71.8,0.6841
BTCUSDT,4h,day,0.5,0.0,1.0,none,0.1,2,0.0,100.0,0,253,0.104,0.1739,1.222,1.1258,1.0422,-48.88,10.1,0.9687
BTCUSDT,4h,day,0.5,0.0,1.0,none,0.35,1,1.0,25.0,0,463,0.19,0.46,0.8544,0.7463,0.6514,-101.32,-98.9,0.5675
BTCUSDT,4h,day,0.5,0.0,1.0,none,0.35,1,2.0,100.0,0,347,0.143,0.3199,0.8966,0.817,0.7464,-76.94,-66.9,0.6833
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.1,0,0.0,25.0,0,195,0.08,0.5128,0.587,0.4313,0.317,-72.32,-68.9,0.2335
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.1,1,1.0,100.0,0,168,0.069,0.4881,0.9535,0.8229,0.7092,-33.81,-28.7,0.6094
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.1,2,0.0,25.0,0,151,0.062,0.1656,1.2028,1.0826,0.9823,-30.47,-2.7,0.8974
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.35,0,0.0,100.0,0,179,0.074,0.5754,0.6288,0.4825,0.3682,-49.18,-46.8,0.2814
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.35,1,2.0,25.0,0,170,0.07,0.2941,0.7941,0.7102,0.6372,-52.96,-50.1,0.5732
BTCUSDT,4h,day,0.5,0.0,1.0,oi,0.35,2,0.0,100.0,0,134,0.055,0.1866,1.1593,1.0737,0.9984,-25.82,-0.2,0.9315
BTCUSDT,4h,day,0.5,0.0,1.0,flow,0.1,1,1.0,25.0,0,290,0.119,0.4517,0.8239,0.7038,0.6,-76.17,-73.5,0.5094
BTCUSDT,4h,day,0.5,0.0,1.0,flow,0.1,1,2.0,100.0,0,235,0.097,0.3149,0.8949,0.81,0.7355,-53.96,-48.0,0.6694
BTCUSDT,4h,day,0.5,0.0,1.0,flow,0.35,0,0.0,25.0,0,299,0.123,0.5552,0.5702,0.4272,0.3171,-85.0,-83.8,0.2351
BTCUSDT,4h,day,0.5,0.0,1.0,flow,0.35,1,1.0,100.0,0,266,0.109,0.4662,0.8806,0.783,0.6961,-54.15,-48.1,0.6183
BTCUSDT,4h,day,0.5,0.0,1.0,flow,0.35,2,0.0,25.0,0,190,0.078,0.1947,1.6215,1.5018,1.3969,-30.87,67.9,1.3041
BTCUSDT,4h,day,0.5,0.0,1.0,crowd,0.1,0,0.0,100.0,0,116,0.048,0.5086,0.5475,0.4296,0.3367,-36.77,-35.5,0.2646
BTCUSDT,4h,day,0.5,0.0,1.0,crowd,0.1,1,2.0,25.0,0,115,0.047,0.2783,0.7334,0.654,0.5851,-46.61,-39.7,0.5249
BTCUSDT,4h,day,0.5,0.0,1.0,crowd,0.1,2,0.0,100.0,0,89,0.037,0.1348,0.9119,0.8495,0.7942,-60.76,-17.8,0.7449
BTCUSDT,4h,day,0.5,0.0,1.0,crowd,0.35,1,1.0,25.0,0,126,0.052,0.4841,0.9385,0.8268,0.7285,-24.64,-20.0,0.6412
BTCUSDT,4h,day,0.5,0.0,1.0,crowd,0.35,1,2.0,100.0,0,103,0.042,0.2718,0.7038,0.6502,0.602,-40.97,-33.1,0.5582
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.1,0,0.0,25.0,0,69,0.028,0.5072,0.5354,0.4029,0.3027,-25.13,-23.7,0.2291
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.1,1,1.0,100.0,0,64,0.026,0.5,1.0,0.884,0.7806,-12.91,-7.9,0.6878
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.1,2,0.0,25.0,0,59,0.024,0.1356,0.4036,0.3659,0.3336,-51.12,-39.7,0.3057
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.35,0,0.0,100.0,0,65,0.027,0.5692,0.6032,0.4744,0.3714,-18.32,-15.9,0.2925
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.35,1,2.0,25.0,0,66,0.027,0.2273,0.5594,0.5099,0.466,-35.31,-30.8,0.4269
BTCUSDT,4h,day,0.5,0.0,1.0,crowd+oi,0.35,2,0.0,100.0,0,55,0.023,0.1636,0.5071,0.4717,0.44,-38.23,-28.7,0.4114
BTCUSDT,4h,day,0.5,0.0,0.5,none,0.1,1,1.0,25.0,0,458,0.188,0.4607,0.8543,0.7247,0.6135,-112.81,-111.2,0.5171
BTCUSDT,4h,day,0.5,0.0,0.5,none,0.1,1,2.0,100.0,0,338,0.139,0.3343,0.9718,0.8765,0.793,-57.29,-52.7,0.7192
BTCUSDT,4h,day,0.5,0.0,0.5,none,0.35,0,0.0,25.0,0,478,0.196,0.5293,0.5724,0.4306,0.3234,-140.71,-140.5,0.2435
BTCUSDT,4h,day,0.5,0.0,0.5,none,0.35,1,1.0,100.0,0,407,0.167,0.4496,0.8195,0.726,0.6431,-92.05,-89.6,0.569
BTCUSDT,4h,day,0.5,0.0,0.5,none,0.35,2,0.0,25.0,0,250,0.103,0.204,1.6345,1.5072,1.3965,-22.13,90.0,1.2991
BTCUSDT,4h,day,0.5,0.0,0.5,oi,0.1,0,0.0,100.0,0,159,0.065,0.5472,0.6155,0.4693,0.3553,-49.96,-46.8,0.2675
BTCUSDT,4h,day,0.5,0.0,0.5,oi,0.1,1,2.0,25.0,0,162,0.067,0.3272,0.9304,0.8143,0.7162,-42.18,-36.6,0.632
BTCUSDT,4h,day,0.5,0.0,0.5,oi,0.1,2,0.0,100.0,0,125,0.051,0.208,1.5926,1.4645,1.3533,-19.66,40.3,1.2559
BTCUSDT,4h,day,0.5,0.0,0.5,oi,0.35,1,1.0,25.0,0,172,0.071,0.4535,0.8298,0.7183,0.6216,-47.1,-41.0,0.5369
BTCUSDT,4h,day,0.5,0.0,0.5,oi,0.35,1,2.0,100.0,0,143,0.059,0.3077,0.8315,0.7562,0.6894,-38.15,-34.7,0.6299
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.1,0,0.0,25.0,0,289,0.119,0.526,0.5518,0.4045,0.2942,-96.91,-95.5,0.2136
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.1,1,1.0,100.0,0,258,0.106,0.438,0.7793,0.683,0.5983,-68.94,-66.3,0.5233
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.1,2,0.0,25.0,0,195,0.08,0.159,1.3934,1.2739,1.1718,-45.35,32.4,1.0833
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.35,0,0.0,100.0,0,272,0.112,0.5846,0.5862,0.4462,0.3338,-70.16,-68.9,0.2492
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.35,1,2.0,25.0,0,244,0.1,0.3402,0.9967,0.9021,0.8187,-43.73,-32.7,0.7447
BTCUSDT,4h,day,0.5,0.0,0.5,flow,0.35,2,0.0,100.0,0,177,0.073,0.1977,1.2063,1.124,1.0508,-33.05,7.9,0.9853
BTCUSDT,4h,day,0.5,0.0,0.5,crowd,0.1,1,1.0,25.0,0,108,0.044,0.4815,0.9286,0.8075,0.7017,-23.43,-19.1,0.6086
BTCUSDT,4h,day,0.5,0.0,0.5,crowd,0.1,1,2.0,100.0,0,88,0.036,0.2955,0.7701,0.7068,0.6501,-31.64,-24.2,0.599
BTCUSDT,4h,day,0.5,0.0,0.5,crowd,0.35,0,0.0,25.0,0,111,0.046,0.5225,0.5277,0.4004,0.3063,-31.79,-30.6,0.234
BTCUSDT,4h,day,0.5,0.0,0.5,crowd,0.35,1,1.0,100.0,0,98,0.04,0.4898,0.96,0.8701,0.7887,-16.25,-11.7,0.7147
BTCUSDT,4h,day,0.5,0.0,0.5,crowd,0.35,2,0.0,25.0,0,83,0.034,0.1928,1.7196,1.605,1.5035,-26.81,37.8,1.4129
BTCUSDT,4h,day,0.5,0.0,0.5,crowd+oi,0.1,0,0.0,100.0,0,54,0.022,0.5741,0.7667,0.6025,0.4709,-12.56,-10.4,0.3693
BTCUSDT,4h,day,0.5,0.0,0.5,crowd+oi,0.1,1,2.0,25.0,0,56,0.023,0.2321,0.5719,0.5155,0.4663,-32.37,-26.2,0.4228
BTCUSDT,4h,day,0.5,0.0,0.5,crowd+oi,0.1,2,0.0,100.0,0,45,0.018,0.1778,0.5563,0.5157,0.4794,-34.11,-21.6,0.4469
BTCUSDT,4h,day,0.5,0.0,0.5,crowd+oi,0.35,1,1.0,25.0,0,58,0.024,0.4483,0.8125,0.7252,0.6481,-17.01,-12.7,0.5793
BTCUSDT,4h,day,0.5,0.0,0.5,crowd+oi,0.35,1,2.0,100.0,0,52,0.021,0.2308,0.539,0.4995,0.464,-27.09,-23.8,0.4318
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.1,0,0.0,25.0,0,495,0.203,0.4788,0.5373,0.3953,0.2902,-187.05,-186.8,0.2136
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.1,1,1.0,100.0,0,427,0.175,0.4637,0.8646,0.749,0.6483,-93.98,-92.5,0.5599
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.1,2,0.0,25.0,0,285,0.117,0.1614,1.5852,1.437,1.312,-41.07,87.8,1.2052
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.35,0,0.0,100.0,0,455,0.187,0.5319,0.5503,0.4216,0.3201,-136.3,-136.1,0.2435
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.35,1,2.0,25.0,0,361,0.148,0.3296,0.9468,0.8523,0.7699,-77.35,-63.3,0.6974
BTCUSDT,4h,day,0.5,1.5,1.0,none,0.35,2,0.0,100.0,0,252,0.104,0.1825,1.2436,1.1533,1.0738,-52.27,17.1,1.0033
BTCUSDT,4h,day,0.5,1.5,1.0,oi,0.1,1,1.0,25.0,0,193,0.079,0.4508,0.8208,0.6835,0.5688,-59.01,-54.7,0.4716
BTCUSDT,4h,day,0.5,1.5,1.0,oi,0.1,1,2.0,100.0,0,148,0.061,0.3378,0.9911,0.8873,0.7971,-31.33,-22.9,0.7181
BTCUSDT,4h,day,0.5,1.5,1.0,oi,0.35,0,0.0,25.0,0,186,0.076,0.5376,0.5518,0.4167,0.3136,-63.23,-61.3,0.2364
BTCUSDT,4h,day,0.5,1.5,1.0,oi,0.35,1,1.0,100.0,0,168,0.069,0.4524,0.8261,0.725,0.6363,-42.89,-38.1,0.5579
BTCUSDT,4h,day,0.5,1.5,1.0,oi,0.35,2,0.0,25.0,0,143,0.059,0.1748,1.1653,1.0661,0.9809,-33.59,-2.6,0.9071
BTCUSDT,4h,day,0.5,1.5,1.0,flow,0.1,0,0.0,100.0,0,254,0.104,0.5354,0.5409,0.4121,0.3093,-81.06,-79.7,0.2309
BTCUSDT,4h,day,0.5,1.5,1.0,flow,0.1,1,2.0,25.0,0,248,0.102,0.3387,1.0016,0.8863,0.7873,-51.51,-40.2,0.7013
BTCUSDT,4h,day,0.5,1.5,1.0,flow,0.1,2,0.0,100.0,0,175,0.072,0.1771,1.1829,1.0916,1.0119,-36.07,1.9,0.9417
BTCUSDT,4h,day,0.5,1.5,1.0,flow,0.35,1,1.0,25.0,0,264,0.108,0.4848,0.9469,0.8295,0.7262,-52.39,-42.1,0.6348
BTCUSDT,4h,day,0.5,1.5,1.0,flow,0.35,1,2.0,100.0,0,223,0.092,0.3453,1.0077,0.9195,0.8413,-47.94,-25.8,0.7715
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.1,0,0.0,25.0,0,127,0.052,0.4646,0.4861,0.3654,0.2781,-49.0,-47.8,0.2128
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.1,1,1.0,100.0,0,113,0.046,0.4956,0.9825,0.8674,0.7654,-20.27,-15.1,0.6743
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.1,2,0.0,25.0,0,98,0.04,0.1429,1.5636,1.4319,1.3192,-42.32,31.3,1.2219
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.35,0,0.0,100.0,0,117,0.048,0.5299,0.528,0.4178,0.3301,-34.37,-33.1,0.2614
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.35,1,2.0,25.0,0,111,0.046,0.2973,0.8049,0.7309,0.6654,-37.37,-29.5,0.6071
BTCUSDT,4h,day,0.5,1.5,1.0,crowd,0.35,2,0.0,100.0,0,88,0.036,0.1591,0.8891,0.8332,0.7831,-53.14,-17.8,0.7379
BTCUSDT,4h,day,0.5,1.5,1.0,crowd+oi,0.1,1,1.0,25.0,0,69,0.028,0.4638,0.8649,0.7436,0.6402,-21.37,-15.6,0.5508
BTCUSDT,4h,day,0.5,1.5,1.0,crowd+oi,0.1,1,2.0,100.0,0,59,0.024,0.2373,0.5909,0.5384,0.4919,-31.35,-25.8,0.4503
BTCUSDT,4h,day,0.5,1.5,1.0,crowd+oi,0.35,0,0.0,25.0,0,67,0.028,0.5522,0.5564,0.4308,0.3324,-22.12,-19.7,0.2577
BTCUSDT,4h,day,0.5,1.5,1.0,crowd+oi,0.35,1,1.0,100.0,0,64,0.026,0.4844,0.9394,0.8416,0.754,-14.14,-9.1,0.6751
BTCUSDT,4h,day,0.5,1.5,1.0,crowd+oi,0.35,2,0.0,25.0,0,58,0.024,0.1552,0.476,0.4376,0.4039,-42.82,-33.3,0.3741
BTCUSDT,4h,day,0.5,1.5,0.5,none,0.1,0,0.0,100.0,0,403,0.166,0.5186,0.5689,0.4369,0.3326,-127.94,-127.7,0.2531
BTCUSDT,4h,day,0.5,1.5,0.5,none,0.1,1,2.0,25.0,0,369,0.152,0.3469,1.0346,0.91,0.8039,-64.11,-55.1,0.7125
BTCUSDT,4h,day,0.5,1.5,0.5,none,0.1,2,0.0,100.0,0,244,0.1,0.1762,1.2832,1.1821,1.0941,-51.63,21.5,1.0169
BTCUSDT,4h,day,0.5,1.5,0.5,none,0.35,1,1.0,25.0,0,418,0.172,0.4665,0.8758,0.762,0.6626,-88.87,-85.8,0.575
BTCUSDT,4h,day,0.5,1.5,0.5,none,0.35,1,2.0,100.0,0,315,0.129,0.3397,0.9807,0.8938,0.8169,-57.28,-42.6,0.7483
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.1,0,0.0,25.0,0,172,0.071,0.5058,0.5252,0.3839,0.2802,-68.72,-66.0,0.2043
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.1,1,1.0,100.0,0,153,0.063,0.4641,0.8659,0.7466,0.6432,-38.1,-33.7,0.5527
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.1,2,0.0,25.0,0,139,0.057,0.1799,1.3294,1.199,1.0899,-27.32,12.2,0.9971
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.35,0,0.0,100.0,0,157,0.065,0.5732,0.5845,0.4495,0.3428,-45.69,-43.7,0.261
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.35,1,2.0,25.0,0,154,0.063,0.2987,0.8154,0.7311,0.658,-48.52,-42.6,0.5941
BTCUSDT,4h,day,0.5,1.5,0.5,oi,0.35,2,0.0,100.0,0,122,0.05,0.2131,1.4112,1.3092,1.2194,-24.75,23.9,1.1398
BTCUSDT,4h,day,0.5,1.5,0.5,flow,0.1,1,1.0,25.0,0,268,0.11,0.4627,0.8611,0.7335,0.6238,-65.64,-63.0,0.5286
BTCUSDT,4h,day,0.5,1.5,0.5,flow,0.1,1,2.0,100.0,0,217,0.089,0.3272,0.9526,0.8598,0.7787,-41.67,-36.5,0.7073
BTCUSDT,4h,day,0.5,1.5,0.5,flow,0.35,0,0.0,25.0,0,269,0.111,0.5651,0.5843,0.4354,0.321,-75.1,-73.9,0.2357
BTCUSDT,4h,day,0.5,1.5,0.5,flow,0.35,1,1.0,100.0,0,243,0.1,0.4815,0.9346,0.8299,0.7369,-44.77,-37.1,0.654
BTCUSDT,4h,day,0.5,1.5,0.5,flow,0.35,2,0.0,25.0,0,173,0.071,0.2081,1.5934,1.4722,1.3663,-28.64,56.3,1.2731
BTCUSDT,4h,day,0.5,1.5,0.5,crowd,0.1,0,0.0,100.0,0,99,0.041,0.5455,0.5943,0.464,0.3609,-27.01,-25.9,0.2793
BTCUSDT,4h,day,0.5,1.5,0.5,crowd,0.1,1,2.0,25.0,0,96,0.039,0.3125,0.8446,0.7585,0.6834,-31.49,-24.0,0.6173
BTCUSDT,4h,day,0.5,1.5,0.5,crowd,0.1,2,0.0,100.0,0,74,0.03,0.1892,1.2071,1.1283,1.0581,-42.47,3.9,0.9949
BTCUSDT,4h,day,0.5,1.5,0.5,crowd,0.35,1,1.0,25.0,0,104,0.043,0.4904,0.9623,0.8553,0.7607,-18.92,-14.3,0.6764
BTCUSDT,4h,day,0.5,1.5,0.5,crowd,0.35,1,2.0,100.0,0,87,0.036,0.3103,0.81,0.751,0.6977,-25.91,-20.1,0.6492
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.1,0,0.0,25.0,0,57,0.023,0.5439,0.6595,0.5068,0.3892,-17.52,-15.4,0.2996
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.1,1,1.0,100.0,0,52,0.021,0.4615,0.8571,0.7618,0.677,-16.17,-10.2,0.6013
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.1,2,0.0,25.0,0,49,0.02,0.1633,0.502,0.4576,0.4193,-40.06,-27.5,0.3858
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.35,0,0.0,100.0,0,54,0.022,0.5926,0.683,0.5425,0.4297,-12.78,-11.1,0.3412
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.35,1,2.0,25.0,0,54,0.022,0.2407,0.5746,0.5262,0.4832,-27.16,-23.9,0.4448
BTCUSDT,4h,day,0.5,1.5,0.5,crowd+oi,0.35,2,0.0,100.0,0,45,0.018,0.2,0.5251,0.4883,0.4552,-32.48,-21.9,0.4254
BTCUSDT,4h,week,0.0,0.0,1.0,none,0.1,1,1.0,25.0,0,555,0.228,0.4649,0.8738,0.7012,0.56,-159.65,-158.8,0.4434
BTCUSDT,4h,week,0.0,0.0,1.0,none,0.1,1,2.0,100.0,0,343,0.141,0.3207,0.9205,0.8217,0.7359,-71.72,-69.9,0.6608
BTCUSDT,4h,week,0.0,0.0,1.0,none,0.35,0,0.0,25.0,0,578,0.237,0.4896,0.6304,0.4932,0.3865,-198.2,-197.2,0.3051
BTCUSDT,4h,week,0.0,0.0,1.0,none,0.35,1,1.0,100.0,0,424,0.174,0.4599,0.8599,0.751,0.6552,-91.91,-88.7,0.5702
BTCUSDT,4h,week,0.0,0.0,1.0,none,0.35,2,0.0,25.0,0,276,0.113,0.163,1.6113,1.4723,1.3535,-44.44,94.1,1.2507
BTCUSDT,4h,week,0.0,0.0,1.0,oi,0.1,0,0.0,100.0,0,185,0.076,0.4919,0.6087,0.4827,0.3795,-61.95,-61.9,0.298
BTCUSDT,4h,week,0.0,0.0,1.0,oi,0.1,1,2.0,25.0,0,220,0.09,0.2955,0.8285,0.6876,0.5759,-87.83,-82.1,0.4852
BTCUSDT,4h,week,0.0,0.0,1.0,oi,0.1,2,0.0,100.0,0,130,0.053,0.1308,1.0311,0.9457,0.8719,-43.23,-16.5,0.8075
BTCUSDT,4h,week,0.0,0.0,1.0,oi,0.35,1,1.0,25.0,0,228,0.094,0.443,0.7984,0.6651,0.5532,-72.85,-67.2,0.4586
BTCUSDT,4h,week,0.0,0.0,1.0,oi,0.35,1,2.0,100.0,0,163,0.067,0.3006,0.8184,0.7362,0.6644,-49.04,-43.1,0.601
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.1,0,0.0,25.0,0,435,0.179,0.4598,0.6793,0.5197,0.399,-163.64,-161.5,0.3088
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.1,1,1.0,100.0,0,308,0.127,0.4513,0.8268,0.7134,0.6146,-74.89,-74.4,0.5278
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.1,2,0.0,25.0,0,255,0.105,0.1451,1.5119,1.35,1.2172,-39.85,57.1,1.1063
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.35,0,0.0,100.0,0,371,0.152,0.531,0.6705,0.542,0.4361,-100.26,-99.7,0.3498
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.35,1,2.0,25.0,0,286,0.118,0.3252,0.9269,0.8221,0.7318,-63.29,-59.3,0.6532
BTCUSDT,4h,week,0.0,0.0,1.0,flow,0.35,2,0.0,100.0,0,208,0.085,0.1827,1.3728,1.2713,1.1822,-27.91,34.8,1.1033
BTCUSDT,4h,week,0.0,0.0,1.0,crowd,0.1,1,1.0,25.0,0,260,0.107,0.4231,0.7333,0.5954,0.4806,-95.5,-93.7,0.3861
BTCUSDT,4h,week,0.0,0.0,1.0,crowd,0.1,1,2.0,100.0,0,177,0.073,0.2881,0.7769,0.7,0.6324,-61.93,-52.7,0.5725
BTCUSDT,4h,week,0.0,0.0,1.0,crowd,0.35,0,0.0,25.0,0,276,0.113,0.4638,0.5061,0.3871,0.2959,-110.02,-110.0,0.2281
BTCUSDT,4h,week,0.0,0.0,1.0,crowd,0.35,1,1.0,100.0,0,209,0.086,0.4354,0.7688,0.678,0.5974,-56.26,-53.5,0.5254
BTCUSDT,4h,week,0.0,0.0,1.0,crowd,0.35,2,0.0,25.0,0,173,0.071,0.1445,1.2745,1.1634,1.0684,-43.31,11.9,0.9864
BTCUSDT,4h,week,0.0,0.0,1.0,crowd+oi,0.1,0,0.0,100.0,0,113,0.046,0.4336,0.5287,0.4266,0.3429,-42.94,-42.9,0.2778
BTCUSDT,4h,week,0.0,0.0,1.0,crowd+oi,0.1,1,2.0,25.0,0,144,0.059,0.2917,0.8097,0.6823,0.5792,-58.6,-53.0,0.494
BTCUSDT,4h,week,0.0,0.0,1.0,crowd+oi,0.1,2,0.0,100.0,0,89,0.037,0.1573,1.0658,0.9793,0.9039,-53.42,-8.3,0.8376
BTCUSDT,4h,week,0.0,0.0,1.0,crowd+oi,0.35,1,1.0,25.0,0,146,0.06,0.4247,0.7347,0.6224,0.5273,-50.19,-46.9,0.4458
BTCUSDT,4h,week,0.0,0.0,1.0,crowd+oi,0.35,1,2.0,100.0,0,116,0.048,0.3017,0.8004,0.7228,0.6545,-37.5,-31.8,0.5939
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.1,0,0.0,25.0,0,491,0.202,0.4725,0.6445,0.4966,0.3824,-179.94,-179.3,0.296
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.1,1,1.0,100.0,0,376,0.154,0.4495,0.8233,0.7111,0.6132,-91.88,-91.1,0.5272
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.1,2,0.0,25.0,0,267,0.11,0.1423,1.5638,1.4111,1.2836,-34.11,76.6,1.1754
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.35,0,0.0,100.0,0,434,0.178,0.5392,0.6379,0.5128,0.4099,-122.91,-122.1,0.327
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.35,1,2.0,25.0,0,306,0.126,0.3203,0.8972,0.8034,0.7216,-69.87,-65.5,0.6499
BTCUSDT,4h,week,0.0,0.0,0.5,none,0.35,2,0.0,100.0,0,224,0.092,0.183,1.3744,1.2737,1.1853,-33.46,37.9,1.107
BTCUSDT,4h,week,0.0,0.0,0.5,oi,0.1,1,1.0,25.0,0,194,0.08,0.433,0.7695,0.6294,0.5131,-70.34,-64.0,0.4162
BTCUSDT,4h,week,0.0,0.0,0.5,oi,0.1,1,2.0,100.0,0,140,0.058,0.3,0.8412,0.7525,0.6754,-40.5,-36.0,0.6077
BTCUSDT,4h,week,0.0,0.0,0.5,oi,0.35,0,0.0,25.0,0,211,0.087,0.4929,0.497,0.3724,0.2761,-82.13,-81.9,0.2041
BTCUSDT,4h,week,0.0,0.0,0.5,oi,0.35,1,1.0,100.0,0,164,0.067,0.4268,0.7484,0.6546,0.5725,-50.51,-45.5,0.5001
BTCUSDT,4h,week,0.0,0.0,0.5,oi,0.35,2,0.0,25.0,0,135,0.055,0.1481,1.4999,1.3758,1.269,-55.89,35.4,1.1761
BTCUSDT,4h,week,0.0,0.0,0.5,flow,0.1,0,0.0,100.0,0,318,0.131,0.5063,0.6271,0.5005,0.3974,-100.7,-99.8,0.3144
BTCUSDT,4h,week,0.0,0.0,0.5,flow,0.1,1,2.0,25.0,0,301,0.124,0.299,0.8401,0.7301,0.6376,-90.58,-89.9,0.5587
BTCUSDT,4h,week,0.0,0.0,0.5,flow,0.1,2,0.0,100.0,0,196,0.081,0.1633,1.1746,1.0796,0.9972,-74.72,-0.5,0.925
