ts,hour,year,ticks,median_bps,mean_bps,p90_bps,sym
2025-08-27 13:00:00+00:00,13,2025,10118,7.848472164083829,7.846517018444099,7.862665443585673,XAGUSD
2025-08-27 17:00:00+00:00,17,2025,2827,7.769202879784829,7.769388797011428,7.772020725388896,XAGUSD
2025-09-05 01:00:00+00:00,1,2025,5996,7.606521979169394,8.307369413020814,9.817757871024956,XAGUSD
2025-09-05 05:00:00+00:00,5,2025,3826,7.341784543096554,7.980883756714082,9.54490387792175,XAGUSD
2025-09-05 09:00:00+00:00,9,2025,5808,7.352941176470868,7.354175389492693,7.357629862167347,XAGUSD
2025-09-05 13:00:00+00:00,13,2025,25984,7.277490721199607,7.346827890483017,7.298027100007575,XAGUSD
2025-09-05 17:00:00+00:00,17,2025,7488,7.323503564105345,7.32396912123667,7.328870865295631,XAGUSD
2025-09-15 01:00:00+00:00,1,2025,8892,7.138438109740169,7.6721115358198535,9.029087921389856,XAGUSD
2025-09-15 05:00:00+00:00,5,2025,2629,7.104964001514311,7.1357930975356,7.1093416749611675,XAGUSD
2025-09-15 09:00:00+00:00,9,2025,5920,7.1132187314762625,7.113911451722403,7.120478496155212,XAGUSD
2025-09-15 13:00:00+00:00,13,2025,15092,7.10883628350066,7.108826655557282,7.116762347581258,XAGUSD
2025-09-15 17:00:00+00:00,17,2025,4534,7.050363093699593,7.047252080790343,7.055669230226755,XAGUSD
2025-09-24 01:00:00+00:00,1,2025,7455,6.838230266007416,6.874436303641838,6.849002328661051,XAGUSD
2025-09-24 05:00:00+00:00,5,2025,3627,6.7931705991579046,6.966049592973143,7.458722750234782,XAGUSD
2025-09-24 09:00:00+00:00,9,2025,4031,6.797634423220977,6.797398807372774,6.802721088435631,XAGUSD
2025-09-24 13:00:00+00:00,13,2025,14749,6.795940558173509,6.801366501837472,6.806425265450843,XAGUSD
2025-09-24 17:00:00+00:00,17,2025,5040,6.834024329125252,6.833762818909081,6.841037101224805,XAGUSD
2025-10-02 01:00:00+00:00,1,2025,4533,6.349609499016052,6.403448610956153,6.384337092998752,XAGUSD
2025-10-02 05:00:00+00:00,5,2025,3016,6.337537233029982,6.546405548406804,7.158271526842516,XAGUSD
2025-10-02 13:00:00+00:00,13,2025,20998,6.279303415939809,6.288484034211857,6.323244245847976,XAGUSD
2025-10-02 17:00:00+00:00,17,2025,7362,6.4510579735079,6.487026201908839,6.464681291212588,XAGUSD
2025-10-13 01:00:00+00:00,1,2025,6770,24.578548797773905,53.90707839835314,114.87777254805206,XAGUSD
2025-10-13 05:00:00+00:00,5,2025,8096,10.4920580959042,13.603318661542188,23.65189071724749,XAGUSD
2025-10-13 09:00:00+00:00,9,2025,7792,10.688639919154959,12.016882298854068,19.85973575140343,XAGUSD
2025-10-13 13:00:00+00:00,13,2025,10345,9.846225131042047,11.653004649807782,19.534838740873088,XAGUSD
2025-10-13 17:00:00+00:00,17,2025,7007,11.549344574695825,12.873823724384348,17.360441340998307,XAGUSD
2025-10-21 01:00:00+00:00,1,2025,10189,10.703773080010205,10.918394808110765,12.03174087831754,XAGUSD
