legs,n_legs,target,risk,mean_corr,active_days_per_day,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,median_days,p25_days,pass_within_7,pass_within_14,pass_within_30
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,5%,0.0075,0.036,0.483,0.3888,-0.1507,1.38,0.5846,0.3833,0.0,19.0,14.0,0.0083,0.1719,0.4329
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,8%,0.01,0.036,0.483,0.4798,-0.1645,1.38,0.5119,0.4357,0.0156,19.0,14.0,0.0083,0.1526,0.3732
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,5%,0.01,0.036,0.483,0.4798,-0.1645,1.38,0.5781,0.3842,0.0138,17.0,13.0,0.0092,0.2142,0.5147
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,8%,0.015,0.036,0.483,0.6345,-0.181,1.38,0.4357,0.3796,0.1691,16.0,12.0,0.0092,0.1838,0.4237
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,5%,0.015,0.036,0.483,0.6345,-0.181,1.38,0.4669,0.3621,0.1553,14.0,11.0,0.0092,0.2362,0.4586
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,8%,0.02,0.036,0.483,0.7647,-0.1906,1.38,0.3015,0.2077,0.4871,14.0,12.0,0.0074,0.1517,0.2996
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,5%,0.02,0.036,0.483,0.7647,-0.1906,1.38,0.3235,0.1958,0.477,14.0,11.0,0.0074,0.1783,0.3235
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,8%,0.03,0.036,0.483,0.9796,-0.2013,1.38,0.2151,0.1278,0.6535,14.0,11.0,0.0028,0.1287,0.2151
BTCUSDT 1h + USDJPY 15m + USDCAD 1h,3,5%,0.03,0.036,0.483,0.9796,-0.2013,1.38,0.2188,0.1278,0.6498,14.0,11.0,0.0028,0.1324,0.2188
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.005,0.099,0.408,0.2232,-0.06,1.37,0.625,0.0175,0.0,74.5,34.0,0.0055,0.0257,0.1333
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.005,0.099,0.408,0.2232,-0.06,1.37,0.6939,0.0175,0.0,48.0,27.0,0.0074,0.0533,0.2114
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.0075,0.099,0.408,0.3098,-0.0791,1.37,0.5625,0.3051,0.0,39.0,25.0,0.0074,0.0515,0.2077
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.0075,0.099,0.408,0.3098,-0.0791,1.37,0.6066,0.2665,0.0,30.0,18.0,0.0101,0.0928,0.3051
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.01,0.099,0.408,0.3862,-0.1006,1.37,0.5239,0.3796,0.0,29.5,19.0,0.0083,0.0772,0.2721
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.01,0.099,0.408,0.3862,-0.1006,1.37,0.591,0.341,0.0,24.0,15.0,0.0119,0.1342,0.3732
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.015,0.099,0.408,0.5182,-0.1379,1.37,0.4651,0.4311,0.0735,22.0,15.0,0.0119,0.1158,0.3419
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.015,0.099,0.408,0.5182,-0.1379,1.37,0.5221,0.3842,0.068,18.0,13.0,0.0156,0.1654,0.4026
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.02,0.099,0.408,0.6308,-0.1694,1.37,0.3061,0.3364,0.3318,17.0,12.0,0.0129,0.1103,0.2693
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.02,0.099,0.408,0.6308,-0.1694,1.37,0.3594,0.3051,0.3097,16.0,12.0,0.0165,0.1544,0.3281
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,8%,0.03,0.099,0.408,0.8186,-0.2194,1.37,0.2776,0.1461,0.5506,15.0,11.0,0.0129,0.1287,0.2619
BTCUSDT 1h + NZDUSD 4h + GBPUSD 4h,3,5%,0.03,0.099,0.408,0.8186,-0.2194,1.37,0.3116,0.1388,0.5239,15.0,11.0,0.0147,0.1526,0.2969
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.005,-0.013,0.411,0.2345,-0.0986,1.33,0.6627,0.148,0.0,55.0,34.0,0.0,0.0276,0.1397
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.005,-0.013,0.411,0.2345,-0.0986,1.33,0.7114,0.148,0.0,34.5,22.0,0.0009,0.0754,0.3088
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.0075,-0.013,0.411,0.3245,-0.1186,1.33,0.6406,0.2665,0.0,33.0,21.0,0.0009,0.0643,0.2914
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.0075,-0.013,0.411,0.3245,-0.1186,1.33,0.6976,0.2325,0.0,25.0,16.0,0.0064,0.1305,0.4246
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.01,-0.013,0.411,0.4037,-0.132,1.33,0.6268,0.307,0.0,27.0,18.0,0.0028,0.1002,0.3594
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.01,-0.013,0.411,0.4037,-0.132,1.33,0.671,0.2822,0.0,20.5,15.0,0.0083,0.1627,0.4853
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.015,-0.013,0.411,0.5401,-0.1488,1.33,0.4347,0.3474,0.1884,17.0,13.0,0.0083,0.1443,0.3603
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.015,-0.013,0.411,0.5401,-0.1488,1.33,0.4743,0.3244,0.1838,16.0,13.0,0.0101,0.1792,0.4072
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.02,-0.013,0.411,0.6561,-0.1589,1.33,0.3208,0.2675,0.3971,16.0,13.0,0.0064,0.1268,0.2868
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.02,-0.013,0.411,0.6561,-0.1589,1.33,0.3539,0.2472,0.3842,16.0,13.0,0.0074,0.1415,0.3272
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,8%,0.03,-0.013,0.411,0.8492,-0.1738,1.33,0.2068,0.2344,0.5487,16.0,13.0,0.0046,0.0855,0.2068
BTCUSDT 1h + NZDUSD 4h + USDCHF 15m,3,5%,0.03,-0.013,0.411,0.8492,-0.1738,1.33,0.2243,0.2289,0.5368,15.0,12.0,0.0046,0.0965,0.2243
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.005,0.034,0.421,0.2229,-0.049,1.38,0.6287,0.011,0.0,72.0,34.0,0.0018,0.0257,0.1379
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.005,0.034,0.421,0.2229,-0.049,1.38,0.7096,0.011,0.0,48.0,23.0,0.0028,0.0588,0.2482
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.0075,0.034,0.421,0.3093,-0.0598,1.38,0.6379,0.182,0.0,41.5,22.0,0.0028,0.0561,0.2298
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.0075,0.034,0.421,0.3093,-0.0598,1.38,0.6967,0.1498,0.0,34.5,18.0,0.0101,0.1048,0.3226
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.01,0.034,0.421,0.3857,-0.0672,1.38,0.6029,0.2987,0.0,34.0,18.0,0.0064,0.0855,0.2831
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.01,0.034,0.421,0.3857,-0.0672,1.38,0.671,0.2675,0.0,26.0,16.0,0.0101,0.1425,0.3805
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.015,0.034,0.421,0.5176,-0.0864,1.38,0.4421,0.4485,0.0892,19.0,13.0,0.0101,0.1379,0.329
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.015,0.034,0.421,0.5176,-0.0864,1.38,0.4972,0.4007,0.0846,18.0,12.0,0.0129,0.1719,0.432
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.02,0.034,0.421,0.63,-0.1064,1.38,0.3382,0.296,0.3483,17.0,12.0,0.011,0.1305,0.3217
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.02,0.034,0.421,0.63,-0.1064,1.38,0.4173,0.2546,0.3107,15.0,11.0,0.0147,0.1884,0.4062
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,8%,0.03,0.034,0.421,0.8177,-0.1385,1.38,0.307,0.1958,0.4816,14.0,11.0,0.0101,0.1581,0.3061
BTCUSDT 1h + NZDUSD 4h + USDCAD 1h,3,5%,0.03,0.034,0.421,0.8177,-0.1385,1.38,0.3438,0.1875,0.4531,13.0,10.0,0.0165,0.2004,0.3428
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.005,0.006,0.42,0.2308,-0.1087,1.3,0.6222,0.25,0.0,55.0,30.0,0.0018,0.0496,0.1599
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.005,0.006,0.42,0.2308,-0.1087,1.3,0.6866,0.205,0.0,36.0,21.0,0.0046,0.0809,0.2895
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.0075,0.006,0.42,0.3196,-0.1303,1.3,0.6351,0.2858,0.0,36.0,21.0,0.0046,0.0781,0.2638
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.0075,0.006,0.42,0.3196,-0.1303,1.3,0.6912,0.2528,0.0,24.0,17.0,0.0055,0.1158,0.432
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.01,0.006,0.42,0.398,-0.1446,1.3,0.5846,0.3649,0.0,26.0,17.0,0.0046,0.091,0.3585
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.01,0.006,0.42,0.398,-0.1446,1.3,0.6222,0.3382,0.0,20.0,15.0,0.0064,0.1415,0.4568
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.015,0.006,0.42,0.5329,-0.1625,1.3,0.4292,0.3493,0.1921,18.0,13.5,0.0064,0.1296,0.3722
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.015,0.006,0.42,0.5329,-0.1625,1.3,0.4632,0.3309,0.1884,17.0,13.0,0.0074,0.1627,0.421
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.02,0.006,0.42,0.6477,-0.1782,1.3,0.2803,0.2472,0.4577,16.0,13.0,0.0037,0.1048,0.2702
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.02,0.006,0.42,0.6477,-0.1782,1.3,0.3254,0.2068,0.4531,16.0,13.0,0.0055,0.1232,0.3125
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,8%,0.03,0.006,0.42,0.8392,-0.2704,1.3,0.2188,0.1958,0.5754,16.0,12.0,0.0055,0.0928,0.2142
BTCUSDT 1h + GBPUSD 4h + USDCHF 15m,3,5%,0.03,0.006,0.42,0.8392,-0.2704,1.3,0.2436,0.1884,0.5579,15.0,12.0,0.0055,0.1066,0.239
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.005,0.029,0.431,0.2191,-0.0633,1.35,0.6186,0.1415,0.0,65.0,32.0,0.0,0.0368,0.1471
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.005,0.029,0.431,0.2191,-0.0633,1.35,0.6268,0.1415,0.0,42.0,21.0,0.0,0.0717,0.2353
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.0075,0.029,0.431,0.3044,-0.0769,1.35,0.5625,0.3355,0.0,39.0,21.0,0.0,0.0662,0.2289
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.0075,0.029,0.431,0.3044,-0.0769,1.35,0.6627,0.2656,0.0,29.0,18.0,0.0018,0.0993,0.3456
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.01,0.029,0.431,0.3798,-0.0862,1.35,0.5248,0.3824,0.0,27.0,17.0,0.0,0.0827,0.2877
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.01,0.029,0.431,0.3798,-0.0862,1.35,0.648,0.3116,0.0,24.0,15.0,0.0046,0.1443,0.398
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.015,0.029,0.431,0.5102,-0.1138,1.35,0.4292,0.4062,0.1415,19.0,14.0,0.0037,0.1296,0.3355
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.015,0.029,0.431,0.5102,-0.1138,1.35,0.4816,0.3713,0.1296,17.0,13.0,0.0046,0.1765,0.3989
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.02,0.029,0.431,0.6214,-0.1419,1.35,0.3125,0.307,0.3631,16.0,12.0,0.0028,0.125,0.2932
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.02,0.029,0.431,0.6214,-0.1419,1.35,0.3768,0.261,0.3447,15.0,12.0,0.0055,0.1691,0.3704
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,8%,0.03,0.029,0.431,0.8073,-0.1884,1.35,0.2849,0.1792,0.5202,14.0,11.0,0.0055,0.148,0.2822
BTCUSDT 1h + GBPUSD 4h + USDCAD 1h,3,5%,0.03,0.029,0.431,0.8073,-0.1884,1.35,0.3263,0.1783,0.4798,14.0,11.0,0.0092,0.1866,0.3235
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.005,0.016,0.434,0.2304,-0.0986,1.3,0.6287,0.1572,0.0,51.0,32.0,0.0,0.0331,0.1434
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.005,0.016,0.434,0.2304,-0.0986,1.3,0.7151,0.1572,0.0,35.0,20.0,0.0009,0.0928,0.3107
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.0075,0.016,0.434,0.3192,-0.1187,1.3,0.6608,0.2601,0.0,36.0,21.0,0.0009,0.0836,0.2812
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.0075,0.016,0.434,0.3192,-0.1187,1.3,0.7289,0.2206,0.0,27.0,16.0,0.0009,0.136,0.432
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.01,0.016,0.434,0.3975,-0.1321,1.3,0.5009,0.3658,0.0836,24.0,15.0,0.0009,0.1085,0.3373
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.01,0.016,0.434,0.3975,-0.1321,1.3,0.5671,0.3208,0.0809,19.0,13.0,0.0018,0.17,0.4237
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.015,0.016,0.434,0.5323,-0.1489,1.3,0.4412,0.3474,0.1801,18.0,13.0,0.0009,0.1452,0.3695
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.015,0.016,0.434,0.5323,-0.1489,1.3,0.5074,0.3051,0.17,17.0,13.0,0.0009,0.1811,0.4623
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.02,0.016,0.434,0.647,-0.159,1.3,0.3199,0.2491,0.4164,16.0,12.0,0.0009,0.1204,0.2969
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.02,0.016,0.434,0.647,-0.159,1.3,0.3805,0.1985,0.4062,16.0,13.0,0.0009,0.1415,0.364
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,8%,0.03,0.016,0.434,0.8383,-0.2024,1.3,0.2215,0.182,0.5864,16.0,12.0,0.0,0.0901,0.2178
BTCUSDT 1h + USDCHF 15m + USDCAD 1h,3,5%,0.03,0.016,0.434,0.8383,-0.2024,1.3,0.2491,0.1774,0.5634,15.0,12.0,0.0037,0.1149,0.2454
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.005,-0.004,0.374,0.3563,-0.1647,0.95,0.2987,0.5202,0.079,33.0,17.0,0.0018,0.0524,0.1434
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.005,-0.004,0.374,0.3563,-0.1647,0.95,0.4292,0.4384,0.0671,28.0,17.0,0.0064,0.0754,0.2335
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.0075,-0.004,0.374,0.4806,-0.2154,0.95,0.3465,0.3814,0.2059,23.0,16.0,0.0064,0.0754,0.2178
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.0075,-0.004,0.374,0.4806,-0.2154,0.95,0.5597,0.2353,0.171,28.0,17.0,0.0064,0.1103,0.2996
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.01,-0.004,0.374,0.5871,-0.2546,0.95,0.4127,0.2077,0.3447,28.0,16.0,0.0018,0.0901,0.2215
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.01,-0.004,0.374,0.5871,-0.2546,0.95,0.5432,0.1783,0.2564,26.0,16.0,0.0018,0.1066,0.3033
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.015,-0.004,0.374,0.7657,-0.3112,0.95,0.3722,0.2307,0.375,20.0,14.0,0.0009,0.0974,0.2739
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.015,-0.004,0.374,0.7657,-0.3112,0.95,0.4559,0.1728,0.3557,20.0,14.0,0.0009,0.1167,0.3263
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.02,-0.004,0.374,0.9143,-0.3501,0.95,0.3199,0.2013,0.4632,19.0,14.75,0.0009,0.08,0.2665
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.02,-0.004,0.374,0.9143,-0.3501,0.95,0.3612,0.1737,0.4494,19.0,14.0,0.0009,0.0919,0.3015
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,8%,0.03,-0.004,0.374,1.1576,-0.4001,0.95,0.2289,0.0836,0.6719,20.0,15.0,0.0,0.0469,0.1912
EURUSD 5m + AUDUSD 1h + XAUUSD 1h,3,5%,0.03,-0.004,0.374,1.1576,-0.4001,0.95,0.2693,0.0763,0.6388,19.0,15.0,0.0,0.0662,0.2362
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.005,0.026,0.421,0.3963,-0.1541,1.01,0.273,0.5717,0.08,23.0,13.0,0.0101,0.0836,0.1599
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.005,0.026,0.421,0.3963,-0.1541,1.01,0.3833,0.5,0.079,22.0,13.0,0.011,0.114,0.2601
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.0075,0.026,0.421,0.5309,-0.1924,1.01,0.2794,0.42,0.2638,17.0,12.0,0.011,0.1085,0.2086
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.0075,0.026,0.421,0.5309,-0.1924,1.01,0.4026,0.3474,0.2132,18.0,13.0,0.0138,0.1425,0.3153
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.01,0.026,0.421,0.6454,-0.2196,1.01,0.318,0.3042,0.341,17.5,13.0,0.011,0.1186,0.2399
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.01,0.026,0.421,0.6454,-0.2196,1.01,0.364,0.2941,0.3061,17.0,12.0,0.0138,0.1406,0.284
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.015,0.026,0.421,0.8363,-0.2559,1.01,0.2445,0.2068,0.5129,16.0,12.0,0.0083,0.1039,0.2188
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.015,0.026,0.421,0.8363,-0.2559,1.01,0.2748,0.2022,0.4945,16.0,12.0,0.0092,0.1121,0.2546
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.02,0.026,0.421,0.9944,-0.2789,1.01,0.1158,0.1204,0.7601,16.5,12.25,0.0083,0.0423,0.1103
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.02,0.026,0.421,0.9944,-0.2789,1.01,0.1268,0.1121,0.7574,16.0,12.0,0.0083,0.0506,0.1259
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,8%,0.03,0.026,0.421,1.2522,-0.3065,1.01,0.045,0.0928,0.8585,19.0,14.0,0.0037,0.0129,0.0441
EURUSD 5m + AUDUSD 1h + USDJPY 15m,3,5%,0.03,0.026,0.421,1.2522,-0.3065,1.01,0.045,0.0928,0.8585,19.0,14.0,0.0037,0.0129,0.0441
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.005,0.028,0.36,0.3449,-0.2046,0.91,0.2702,0.5515,0.0763,27.5,15.0,0.0,0.0625,0.1406
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.005,0.028,0.36,0.3449,-0.2046,0.91,0.4182,0.4044,0.0754,31.0,17.0,0.0028,0.0754,0.2077
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.0075,0.028,0.36,0.4662,-0.2695,0.91,0.3502,0.3208,0.227,26.0,16.0,0.0028,0.0754,0.1985
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.0075,0.028,0.36,0.4662,-0.2695,0.91,0.4292,0.2702,0.2031,25.0,15.0,0.0028,0.0947,0.2546
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.01,0.028,0.36,0.5704,-0.3204,0.91,0.341,0.2638,0.3024,21.0,14.0,0.0028,0.0864,0.2105
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.01,0.028,0.36,0.5704,-0.3204,0.91,0.4412,0.2574,0.2482,26.0,15.0,0.0028,0.0938,0.2546
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.015,0.028,0.36,0.7454,-0.3949,0.91,0.3244,0.2399,0.3814,22.0,15.0,0.0009,0.079,0.2169
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.015,0.028,0.36,0.7454,-0.3949,0.91,0.3759,0.2215,0.3631,21.0,14.0,0.0018,0.102,0.2647
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.02,0.028,0.36,0.8913,-0.4468,0.91,0.2684,0.1608,0.5423,22.0,15.0,0.0009,0.0561,0.1912
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.02,0.028,0.36,0.8913,-0.4468,0.91,0.2914,0.1608,0.5193,19.0,14.0,0.0018,0.0781,0.2335
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,8%,0.03,0.028,0.36,1.1303,-0.5145,0.91,0.1875,0.0358,0.7482,21.5,15.0,0.0,0.0386,0.1425
EURUSD 5m + AUDUSD 1h + NZDUSD 4h,3,5%,0.03,0.028,0.36,1.1303,-0.5145,0.91,0.204,0.0349,0.7325,20.0,15.0,0.0,0.045,0.17
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.005,0.009,0.369,0.3418,-0.1604,0.91,0.2803,0.5303,0.08,32.0,14.0,0.0028,0.0735,0.136
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.005,0.009,0.369,0.3418,-0.1604,0.91,0.4357,0.3925,0.068,37.0,15.0,0.0055,0.1085,0.1939
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.0075,0.009,0.369,0.4623,-0.2107,0.91,0.3971,0.2638,0.2408,35.5,14.0,0.0028,0.1011,0.182
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.0075,0.009,0.369,0.4623,-0.2107,0.91,0.5671,0.1774,0.1921,28.0,15.0,0.0074,0.1324,0.307
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.01,0.009,0.369,0.5658,-0.25,0.91,0.3502,0.2601,0.3107,26.0,15.0,0.0009,0.0846,0.1949
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.01,0.009,0.369,0.5658,-0.25,0.91,0.477,0.2233,0.2574,26.0,15.0,0.0028,0.1094,0.2748
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.015,0.009,0.369,0.7398,-0.3073,0.91,0.3557,0.2206,0.3814,24.0,14.0,0.0028,0.0974,0.2289
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.015,0.009,0.369,0.7398,-0.3073,0.91,0.4145,0.1985,0.3585,20.0,14.0,0.0046,0.1232,0.2932
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.02,0.009,0.369,0.8849,-0.347,0.91,0.3006,0.171,0.5,19.0,14.0,0.0018,0.0919,0.2325
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.02,0.009,0.369,0.8849,-0.347,0.91,0.3419,0.1553,0.4743,18.0,13.0,0.0018,0.1186,0.2794
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,8%,0.03,0.009,0.369,1.1227,-0.3985,0.91,0.2353,0.1112,0.625,20.0,14.0,0.0,0.0607,0.1921
EURUSD 5m + AUDUSD 1h + GBPUSD 4h,3,5%,0.03,0.009,0.369,1.1227,-0.3985,0.91,0.2629,0.0901,0.6186,20.0,15.0,0.0,0.0653,0.205
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.005,-0.016,0.373,0.3512,-0.1186,0.92,0.3612,0.3548,0.182,42.0,18.0,0.0037,0.0533,0.1526
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,5%,0.005,-0.016,0.373,0.3512,-0.1186,0.92,0.5046,0.2776,0.1369,33.0,18.0,0.0083,0.0836,0.2307
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.0075,-0.016,0.373,0.4741,-0.157,0.92,0.4136,0.2803,0.2289,30.0,17.0,0.0083,0.0781,0.2123
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,5%,0.0075,-0.016,0.373,0.4741,-0.157,0.92,0.5009,0.2619,0.193,21.0,15.0,0.0092,0.1176,0.3428
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.01,-0.016,0.373,0.5796,-0.1879,0.92,0.3741,0.2969,0.2757,22.0,16.0,0.0009,0.0717,0.2325
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,5%,0.01,-0.016,0.373,0.5796,-0.1879,0.92,0.4458,0.261,0.2518,20.0,15.0,0.0009,0.102,0.3254
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.015,-0.016,0.373,0.7566,-0.2339,0.92,0.2767,0.1434,0.5386,19.0,15.0,0.0009,0.0689,0.216
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,5%,0.015,-0.016,0.373,0.7566,-0.2339,0.92,0.33,0.1406,0.5,17.0,14.0,0.0018,0.1029,0.2831
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.02,-0.016,0.373,0.904,-0.2665,0.92,0.2408,0.1232,0.6066,17.0,14.0,0.0018,0.0726,0.2096
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,5%,0.02,-0.016,0.373,0.904,-0.2665,0.92,0.2693,0.1085,0.5938,16.0,13.0,0.0018,0.0993,0.2564
EURUSD 5m + AUDUSD 1h + USDCHF 15m,3,8%,0.03,-0.016,0.373,1.1453,-0.3853,0.92,0.1599,0.1029,0.7086,17.0,14.0,0.0009,0.0478,0.1581
