legs,n_legs,target,risk,mean_corr,active_days_per_day,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,median_days,p25_days,pass_within_7,pass_within_14,pass_within_30
EURUSD 5m + AUDUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.03,0.04,0.552,1.2952,-0.2709,1.07,0.0993,0.0625,0.8346,15.0,10.75,0.0083,0.0487,0.0993
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.005,0.021,0.561,0.412,-0.1219,1.07,0.2767,0.5386,0.0983,21.0,11.0,0.0147,0.1121,0.1728
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.005,0.021,0.561,0.412,-0.1219,1.07,0.4393,0.4265,0.0965,19.0,12.0,0.0184,0.1682,0.2996
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.0075,0.021,0.561,0.5504,-0.1512,1.07,0.3557,0.3548,0.2528,17.0,11.0,0.0156,0.1489,0.2574
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.0075,0.021,0.561,0.5504,-0.1512,1.07,0.4568,0.3116,0.1949,16.0,11.0,0.0276,0.205,0.3585
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.01,0.021,0.561,0.668,-0.1718,1.07,0.352,0.2803,0.3309,16.0,11.0,0.0138,0.1627,0.2895
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.01,0.021,0.561,0.668,-0.1718,1.07,0.4412,0.2509,0.2711,15.0,11.0,0.0202,0.2105,0.3621
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.015,0.021,0.561,0.8636,-0.1989,1.07,0.2757,0.2178,0.4697,14.0,10.0,0.0119,0.1517,0.2546
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.015,0.021,0.561,0.8636,-0.1989,1.07,0.3373,0.2013,0.4329,14.0,10.0,0.0147,0.1847,0.3263
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.02,0.021,0.561,1.0253,-0.2159,1.07,0.17,0.0855,0.7408,13.0,9.0,0.0119,0.1094,0.17
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.02,0.021,0.561,1.0253,-0.2159,1.07,0.204,0.0846,0.7077,13.0,10.0,0.0119,0.1268,0.204
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.03,0.021,0.561,1.2886,-0.2361,1.07,0.1241,0.0699,0.8024,13.0,10.0,0.0037,0.0689,0.1241
EURUSD 5m + AUDUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.03,0.021,0.561,1.2886,-0.2361,1.07,0.1305,0.0689,0.7969,14.0,10.0,0.0037,0.0699,0.1259
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.005,0.007,0.565,0.4205,-0.1358,1.08,0.4062,0.3612,0.1829,36.5,14.0,0.0156,0.1066,0.1866
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.005,0.007,0.565,0.4205,-0.1358,1.08,0.568,0.2638,0.1314,23.0,12.25,0.0276,0.1838,0.3529
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.0075,0.007,0.565,0.561,-0.1518,1.08,0.3631,0.4026,0.1967,15.0,11.0,0.0248,0.1682,0.2932
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.0075,0.007,0.565,0.561,-0.1518,1.08,0.4577,0.3318,0.1737,14.0,10.0,0.0395,0.2353,0.3906
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.01,0.007,0.565,0.6802,-0.1613,1.08,0.3263,0.3529,0.284,13.0,10.0,0.0248,0.1875,0.3006
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.01,0.007,0.565,0.6802,-0.1613,1.08,0.386,0.3318,0.2454,13.0,10.0,0.0285,0.2197,0.3612
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.015,0.007,0.565,0.8783,-0.2182,1.08,0.2463,0.2132,0.5276,13.0,10.0,0.0211,0.1471,0.2445
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.015,0.007,0.565,0.8783,-0.2182,1.08,0.2877,0.1838,0.5156,12.0,9.0,0.0331,0.1903,0.2858
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.02,0.007,0.565,1.0419,-0.2856,1.08,0.1232,0.0974,0.7757,12.5,9.0,0.0175,0.0772,0.1232
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.02,0.007,0.565,1.0419,-0.2856,1.08,0.1397,0.0882,0.7684,11.0,8.0,0.023,0.1039,0.1397
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,8%,0.03,0.007,0.565,1.3082,-0.4132,1.08,0.0607,0.0965,0.8392,12.0,9.0,0.0083,0.0386,0.0607
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCHF 15m,4,5%,0.03,0.007,0.565,1.3082,-0.4132,1.08,0.0634,0.0965,0.8364,12.0,9.0,0.0083,0.0386,0.0625
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.005,0.024,0.575,0.4118,-0.1273,1.06,0.3162,0.4568,0.1415,27.0,12.0,0.0138,0.1029,0.1691
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.005,0.024,0.575,0.4118,-0.1273,1.06,0.4504,0.3676,0.1406,22.0,12.0,0.0211,0.1461,0.3024
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.0075,0.024,0.575,0.5501,-0.1578,1.06,0.3603,0.3575,0.2408,20.0,11.0,0.0184,0.1333,0.2619
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.0075,0.024,0.575,0.5501,-0.1578,1.06,0.454,0.3125,0.1967,17.0,11.0,0.0276,0.1875,0.3575
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.01,0.024,0.575,0.6676,-0.1792,1.06,0.3217,0.2923,0.3493,16.5,11.0,0.0175,0.1415,0.2445
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.01,0.024,0.575,0.6676,-0.1792,1.06,0.4044,0.2564,0.3033,15.0,11.0,0.0239,0.1912,0.3428
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.015,0.024,0.575,0.8631,-0.2074,1.06,0.2702,0.2289,0.4642,13.5,10.25,0.0138,0.1517,0.2472
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.015,0.024,0.575,0.8631,-0.2074,1.06,0.3217,0.2123,0.4375,14.0,10.0,0.0147,0.1811,0.3024
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.02,0.024,0.575,1.0248,-0.2251,1.06,0.148,0.0873,0.761,13.0,10.0,0.0092,0.0846,0.1471
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.02,0.024,0.575,1.0248,-0.2251,1.06,0.182,0.0873,0.727,14.0,10.25,0.0101,0.0983,0.1792
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,8%,0.03,0.024,0.575,1.2881,-0.2461,1.06,0.1094,0.0928,0.7941,15.0,11.0,0.0064,0.0506,0.1085
EURUSD 5m + AUDUSD 1h + USDJPY 15m + USDCAD 1h,4,5%,0.03,0.024,0.575,1.2881,-0.2461,1.06,0.1158,0.0882,0.7923,15.0,11.0,0.0064,0.0533,0.1149
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.005,0.068,0.5,0.3618,-0.1527,0.97,0.3612,0.4531,0.0781,50.0,15.0,0.0046,0.0873,0.1434
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.005,0.068,0.5,0.3618,-0.1527,0.97,0.5009,0.3263,0.0708,30.0,14.0,0.011,0.136,0.2555
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.0075,0.068,0.5,0.4875,-0.1979,0.97,0.4439,0.2509,0.2068,28.0,14.0,0.0092,0.1222,0.2408
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.0075,0.068,0.5,0.4875,-0.1979,0.97,0.5634,0.1553,0.1829,27.0,14.0,0.0138,0.1461,0.3079
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.01,0.068,0.5,0.5952,-0.2323,0.97,0.3676,0.3033,0.2362,20.0,12.0,0.011,0.1369,0.2482
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.01,0.068,0.5,0.5952,-0.2323,0.97,0.4476,0.2739,0.2197,19.0,12.0,0.0138,0.1627,0.3171
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.015,0.068,0.5,0.7755,-0.2811,0.97,0.329,0.2132,0.3869,18.0,12.0,0.0092,0.1278,0.2399
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.015,0.068,0.5,0.7755,-0.2811,0.97,0.3989,0.1976,0.3539,16.0,11.0,0.0156,0.1774,0.3143
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.02,0.068,0.5,0.9255,-0.314,0.97,0.318,0.1103,0.5432,16.0,11.0,0.0119,0.1443,0.2574
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.02,0.068,0.5,0.9255,-0.314,0.97,0.3649,0.08,0.5267,16.0,11.0,0.0147,0.1608,0.3006
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,8%,0.03,0.068,0.5,1.1708,-0.3558,0.97,0.227,0.0974,0.6471,16.0,11.0,0.0092,0.0947,0.1985
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + GBPUSD 4h,4,5%,0.03,0.068,0.5,1.1708,-0.3558,0.97,0.2362,0.0974,0.6388,15.0,11.0,0.0119,0.1057,0.2096
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.005,-0.003,0.503,0.3709,-0.1143,0.99,0.386,0.3373,0.1746,41.5,16.0,0.0046,0.0809,0.1636
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.005,-0.003,0.503,0.3709,-0.1143,0.99,0.5276,0.2601,0.1186,31.0,15.0,0.0101,0.1259,0.2546
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.0075,-0.003,0.503,0.499,-0.1503,0.99,0.4559,0.2362,0.2233,30.0,14.75,0.0074,0.114,0.2307
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.0075,-0.003,0.503,0.499,-0.1503,0.99,0.5423,0.2123,0.1875,20.0,13.0,0.0074,0.1746,0.3621
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.01,-0.003,0.503,0.6085,-0.1784,0.99,0.4136,0.2684,0.2408,19.0,13.0,0.0037,0.1351,0.284
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.01,-0.003,0.503,0.6085,-0.1784,0.99,0.5175,0.216,0.216,18.0,12.0,0.0037,0.1875,0.3952
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.015,-0.003,0.503,0.7917,-0.2193,0.99,0.3134,0.1324,0.5101,16.0,12.0,0.0018,0.1305,0.2601
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.015,-0.003,0.503,0.7917,-0.2193,0.99,0.3759,0.1324,0.4513,15.0,11.0,0.0046,0.1765,0.3346
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.02,-0.003,0.503,0.9438,-0.2478,0.99,0.2702,0.1057,0.58,15.0,11.0,0.0018,0.1305,0.2445
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.02,-0.003,0.503,0.9438,-0.2478,0.99,0.2969,0.0983,0.5653,15.0,11.0,0.0037,0.1461,0.2748
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,8%,0.03,-0.003,0.503,1.1925,-0.2848,0.99,0.2105,0.0827,0.6673,15.0,12.0,0.0009,0.0901,0.1939
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCHF 15m,4,5%,0.03,-0.003,0.503,1.1925,-0.2848,0.99,0.2233,0.0827,0.6654,15.0,11.0,0.0009,0.1057,0.2086
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.005,0.034,0.513,0.3615,-0.1707,0.97,0.3125,0.4706,0.1149,40.0,14.0,0.0064,0.0836,0.1379
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.005,0.034,0.513,0.3615,-0.1707,0.97,0.4237,0.3603,0.114,28.0,14.0,0.0129,0.1176,0.2279
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.0075,0.034,0.513,0.4872,-0.2219,0.97,0.3511,0.3281,0.2279,24.0,13.0,0.0119,0.1112,0.2142
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.0075,0.034,0.513,0.4872,-0.2219,0.97,0.5083,0.1903,0.2086,28.0,14.0,0.0147,0.1397,0.2711
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.01,0.034,0.513,0.5948,-0.261,0.97,0.329,0.3006,0.2776,21.0,12.0,0.011,0.1176,0.2123
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.01,0.034,0.513,0.5948,-0.261,0.97,0.4274,0.2482,0.2656,18.0,12.0,0.0119,0.1673,0.3189
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.015,0.034,0.513,0.775,-0.317,0.97,0.3511,0.2381,0.3566,17.0,11.0,0.0092,0.1507,0.2831
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.015,0.034,0.513,0.775,-0.317,0.97,0.4173,0.2132,0.3235,14.0,11.0,0.0156,0.216,0.3603
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.02,0.034,0.513,0.925,-0.355,0.97,0.3015,0.1572,0.5129,14.0,11.0,0.0055,0.1526,0.2555
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.02,0.034,0.513,0.925,-0.355,0.97,0.352,0.1471,0.4724,14.0,10.0,0.0119,0.193,0.3153
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,8%,0.03,0.034,0.513,1.1702,-0.4034,0.97,0.2491,0.0312,0.6912,14.0,11.0,0.0055,0.1259,0.2169
EURUSD 5m + AUDUSD 1h + NZDUSD 4h + USDCAD 1h,4,5%,0.03,0.034,0.513,1.1702,-0.4034,0.97,0.2794,0.0303,0.6645,14.0,11.0,0.0064,0.1434,0.2528
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.005,-0.004,0.512,0.3679,-0.1234,0.98,0.42,0.2803,0.1976,49.0,18.0,0.0046,0.0818,0.1572
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.005,-0.004,0.512,0.3679,-0.1234,0.98,0.557,0.227,0.1296,33.5,14.0,0.0092,0.1434,0.2629
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.0075,-0.004,0.512,0.4952,-0.1399,0.98,0.4439,0.2702,0.2068,26.0,13.0,0.0092,0.1379,0.2454
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.0075,-0.004,0.512,0.4952,-0.1399,0.98,0.5404,0.2316,0.1746,19.0,12.0,0.0119,0.1921,0.3741
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.01,-0.004,0.512,0.6041,-0.1628,0.98,0.4338,0.2546,0.2528,21.5,13.0,0.0028,0.1305,0.2702
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.01,-0.004,0.512,0.6041,-0.1628,0.98,0.5184,0.2233,0.2142,17.0,12.0,0.0074,0.2022,0.3971
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.015,-0.004,0.512,0.7863,-0.202,0.98,0.3447,0.1434,0.4678,15.0,11.0,0.0074,0.17,0.2969
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.015,-0.004,0.512,0.7863,-0.202,0.98,0.3741,0.1434,0.443,14.0,11.0,0.0119,0.2013,0.3355
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.02,-0.004,0.512,0.9378,-0.2297,0.98,0.2868,0.1333,0.5395,14.0,11.0,0.0074,0.148,0.2472
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.02,-0.004,0.512,0.9378,-0.2297,0.98,0.3116,0.1241,0.5358,14.0,11.0,0.0083,0.17,0.2858
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,8%,0.03,-0.004,0.512,1.1853,-0.3136,0.98,0.2298,0.1029,0.6388,15.5,12.0,0.0055,0.102,0.2132
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCHF 15m,4,5%,0.03,-0.004,0.512,1.1853,-0.3136,0.98,0.2454,0.0983,0.6278,14.0,11.0,0.0064,0.1314,0.2307
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.005,0.021,0.523,0.3585,-0.1362,0.96,0.329,0.4357,0.1333,48.0,14.0,0.011,0.0855,0.1388
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.005,0.021,0.523,0.3585,-0.1362,0.96,0.4936,0.2822,0.1222,33.0,15.0,0.0147,0.1195,0.2252
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.0075,0.021,0.523,0.4833,-0.1762,0.96,0.4237,0.2693,0.2142,32.0,14.0,0.0119,0.1131,0.204
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.0075,0.021,0.523,0.4833,-0.1762,0.96,0.579,0.1507,0.1994,25.0,13.0,0.0211,0.1737,0.3263
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.01,0.021,0.523,0.5903,-0.2065,0.96,0.3447,0.2849,0.2849,21.0,12.0,0.0101,0.1195,0.2325
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.01,0.021,0.523,0.5903,-0.2065,0.96,0.4678,0.2178,0.261,17.0,12.0,0.0175,0.1884,0.3539
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.015,0.021,0.523,0.7696,-0.2494,0.96,0.3824,0.2298,0.3483,16.0,11.0,0.0165,0.171,0.3107
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.015,0.021,0.523,0.7696,-0.2494,0.96,0.4467,0.1967,0.3281,15.0,11.0,0.0257,0.2188,0.3851
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.02,0.021,0.523,0.9188,-0.2783,0.96,0.3456,0.1765,0.4494,14.0,11.0,0.0193,0.1903,0.3088
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.02,0.021,0.523,0.9188,-0.2783,0.96,0.3888,0.1544,0.4292,14.0,10.0,0.0239,0.2188,0.3631
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,8%,0.03,0.021,0.523,1.1629,-0.3149,0.96,0.2914,0.0717,0.6085,14.0,11.0,0.0202,0.1535,0.2721
EURUSD 5m + AUDUSD 1h + GBPUSD 4h + USDCAD 1h,4,5%,0.03,0.021,0.523,1.1629,-0.3149,0.96,0.2941,0.0708,0.6075,14.0,11.0,0.0221,0.1562,0.2748
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.005,-0.001,0.526,0.3676,-0.1212,0.98,0.3778,0.3254,0.1949,36.0,16.0,0.011,0.0855,0.17
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.005,-0.001,0.526,0.3676,-0.1212,0.98,0.5211,0.2261,0.1599,30.0,14.0,0.0193,0.1351,0.2629
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.0075,-0.001,0.526,0.4949,-0.1505,0.98,0.4145,0.3006,0.2004,24.0,13.0,0.0184,0.1278,0.2491
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.0075,-0.001,0.526,0.4949,-0.1505,0.98,0.5414,0.2362,0.1654,19.0,12.0,0.0221,0.1985,0.3759
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.01,-0.001,0.526,0.6037,-0.1795,0.98,0.3594,0.3162,0.2684,18.0,12.0,0.0138,0.1314,0.2592
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.01,-0.001,0.526,0.6037,-0.1795,0.98,0.4366,0.2721,0.2472,16.0,11.0,0.0138,0.1847,0.3447
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.015,-0.001,0.526,0.7859,-0.2221,0.98,0.2969,0.2059,0.4531,15.0,11.0,0.011,0.1452,0.2482
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.015,-0.001,0.526,0.7859,-0.2221,0.98,0.3704,0.1875,0.4007,14.0,10.0,0.0165,0.1958,0.3447
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.02,-0.001,0.526,0.9372,-0.2521,0.98,0.2518,0.1131,0.5938,13.0,10.0,0.0147,0.1498,0.25
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.02,-0.001,0.526,0.9372,-0.2521,0.98,0.3134,0.102,0.5551,13.0,10.0,0.0248,0.1967,0.3116
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,8%,0.03,-0.001,0.526,1.1847,-0.2914,0.98,0.2463,0.0634,0.6618,14.0,10.0,0.0175,0.136,0.2445
EURUSD 5m + AUDUSD 1h + USDCHF 15m + USDCAD 1h,4,5%,0.03,-0.001,0.526,1.1847,-0.2914,0.98,0.261,0.0607,0.6498,14.0,10.0,0.0193,0.1471,0.2592
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.005,0.019,0.565,0.3984,-0.1468,1.02,0.2325,0.579,0.0956,17.0,11.0,0.0165,0.1011,0.1618
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.005,0.019,0.565,0.3984,-0.1468,1.02,0.3713,0.4449,0.0919,22.0,13.0,0.0175,0.1287,0.2335
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.0075,0.019,0.565,0.5335,-0.1825,1.02,0.3061,0.3438,0.2583,18.0,12.0,0.0175,0.1204,0.2059
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.0075,0.019,0.565,0.5335,-0.1825,1.02,0.4173,0.3107,0.1939,17.0,12.0,0.023,0.171,0.3171
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.01,0.019,0.565,0.6484,-0.2077,1.02,0.3116,0.3989,0.2279,16.0,11.0,0.0175,0.1369,0.2436
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.01,0.019,0.565,0.6484,-0.2077,1.02,0.4191,0.3309,0.2059,15.0,11.0,0.0211,0.1884,0.3603
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.015,0.019,0.565,0.84,-0.241,1.02,0.2895,0.2748,0.4062,15.0,11.0,0.0147,0.1351,0.2647
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.015,0.019,0.565,0.84,-0.241,1.02,0.3529,0.2491,0.3686,14.0,11.0,0.0175,0.1829,0.3392
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.02,0.019,0.565,0.9986,-0.262,1.02,0.2077,0.2142,0.5744,15.0,11.0,0.0092,0.0965,0.2031
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.02,0.019,0.565,0.9986,-0.262,1.02,0.2353,0.193,0.568,14.0,11.0,0.0129,0.1278,0.2316
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,8%,0.03,0.019,0.565,1.2572,-0.287,1.02,0.1176,0.0836,0.795,14.0,12.0,0.0028,0.0625,0.1167
EURUSD 5m + XAUUSD 1h + USDJPY 15m + NZDUSD 4h,4,5%,0.03,0.019,0.565,1.2572,-0.287,1.02,0.1278,0.0836,0.7849,14.0,12.0,0.0046,0.0708,0.1195
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.005,0.001,0.574,0.3955,-0.1244,1.02,0.2417,0.5671,0.0983,16.0,10.0,0.0202,0.1112,0.1682
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.005,0.001,0.574,0.3955,-0.1244,1.02,0.3594,0.4568,0.0928,18.0,11.0,0.0294,0.1535,0.2509
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.0075,0.001,0.574,0.5299,-0.1482,1.02,0.284,0.3787,0.2463,14.0,10.0,0.0248,0.1425,0.2114
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.0075,0.001,0.574,0.5299,-0.1482,1.02,0.4347,0.3244,0.1774,15.0,10.0,0.0368,0.2068,0.3419
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.01,0.001,0.574,0.6442,-0.1688,1.02,0.341,0.3621,0.2224,15.0,10.0,0.0248,0.1618,0.2665
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.01,0.001,0.574,0.6442,-0.1688,1.02,0.4412,0.3281,0.1847,15.0,11.0,0.0312,0.2059,0.3511
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,8%,0.015,0.001,0.574,0.8349,-0.1959,1.02,0.2877,0.2528,0.4301,14.0,10.0,0.0239,0.1544,0.2656
EURUSD 5m + XAUUSD 1h + USDJPY 15m + GBPUSD 4h,4,5%,0.015,0.001,0.574,0.8349,-0.1959,1.02,0.3456,0.2335,0.3915,13.0,10.0,0.0285,0.1958,0.3318
