symbol,tf,risk,fit_pf,pf_oos,pf_all,trades_all,trades_oos,tpd,total_return,cagr,max_dd,sharpe,pass_rate,fail_max,fail_daily,open,median_days_pass,p25_days_pass,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars
BTCUSDT,30m,0.02,1.743,2.061,1.742,181,54,0.165,2.6653,0.5423,-0.2384,0.9,0.2493,0.4022,0.3197,0.0287,42.0,35.0,-1,192,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,4
BTCUSDT,30m,0.0025,1.667,0.895,1.343,263,103,0.24,0.1875,0.059,-0.0646,0.86,0.1097,0.0,0.0,0.8903,58.0,47.5,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.005,1.667,0.895,1.343,263,103,0.24,0.3749,0.1121,-0.1085,0.86,0.2286,0.6553,0.0,0.1161,37.0,24.0,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.0075,1.667,0.895,1.343,263,103,0.24,0.5624,0.1605,-0.1403,0.86,0.3705,0.5493,0.0,0.0802,36.0,22.0,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.01,1.667,0.895,1.343,263,103,0.24,0.7499,0.2052,-0.1643,0.86,0.3751,0.6083,0.0,0.0166,28.0,20.0,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.015,1.667,0.895,1.343,263,103,0.24,1.1248,0.2858,-0.1982,0.86,0.3235,0.5364,0.1336,0.0065,23.0,18.0,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.02,1.667,0.895,1.343,263,103,0.24,1.4997,0.3574,-0.2211,0.86,0.2627,0.3364,0.3954,0.0055,23.0,17.0,13,30,2,1,2.5,0,1.0,0,0.0,8,1.5,0.0,0.0,4
BTCUSDT,30m,0.0025,1.66,1.058,1.438,168,51,0.153,0.0951,0.0308,-0.0287,0.93,0.1047,0.0,0.0,0.8953,113.0,85.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,30m,0.005,1.66,1.058,1.438,168,51,0.153,0.1901,0.0598,-0.0519,0.93,0.1566,0.0,0.0,0.8434,62.0,42.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,30m,0.0075,1.66,1.058,1.438,168,51,0.153,0.2852,0.0873,-0.0711,0.93,0.1844,0.2122,0.0,0.6033,44.0,32.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,30m,0.01,1.66,1.058,1.438,168,51,0.153,0.3803,0.1135,-0.0873,0.93,0.2771,0.5144,0.0,0.2085,51.0,33.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,30m,0.015,1.66,1.058,1.438,168,51,0.153,0.5704,0.1625,-0.1129,0.93,0.3503,0.5635,0.0343,0.0519,61.5,38.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,30m,0.02,1.66,1.058,1.438,168,51,0.153,0.7606,0.2076,-0.1324,0.93,0.3559,0.532,0.0612,0.051,52.0,34.0,-1,192,2,1,2.5,0,1.0,0,0.0,24,1.5,0.0,0.0,4
BTCUSDT,4h,0.0025,1.81,2.509,1.924,174,40,0.159,0.075,0.0244,-0.0165,1.46,0.0,0.0,0.0,1.0,,,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.005,1.81,2.509,1.924,174,40,0.159,0.15,0.0477,-0.0321,1.46,0.2151,0.0,0.0,0.7849,322.0,268.0,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.0075,1.81,2.509,1.924,174,40,0.159,0.225,0.07,-0.0468,1.46,0.556,0.0,0.0,0.444,212.0,179.0,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.01,1.81,2.509,1.924,174,40,0.159,0.3,0.0915,-0.0608,1.46,0.6065,0.0,0.0,0.3935,172.0,123.0,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.015,1.81,2.509,1.924,174,40,0.159,0.45,0.1319,-0.0866,1.46,0.67,0.0981,0.0,0.2319,140.0,78.0,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.02,1.81,2.509,1.924,174,40,0.159,0.6,0.1697,-0.11,1.46,0.7175,0.0922,0.0,0.1903,115.0,62.0,8,0,0,1,2.0,0,6.0,0,0.0,1,1.5,0.0,0.0,2
BTCUSDT,4h,0.0025,1.761,1.969,1.744,172,40,0.157,0.0686,0.0224,-0.017,1.24,0.0,0.0,0.0,1.0,,,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.005,1.761,1.969,1.744,172,40,0.157,0.1373,0.0438,-0.0333,1.24,0.218,0.0,0.0,0.782,327.0,300.75,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.0075,1.761,1.969,1.744,172,40,0.157,0.2059,0.0645,-0.0488,1.24,0.4618,0.0,0.0,0.5382,238.0,210.0,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.01,1.761,1.969,1.744,172,40,0.157,0.2746,0.0843,-0.0636,1.24,0.5976,0.0,0.0,0.4024,191.0,152.0,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.015,1.761,1.969,1.744,172,40,0.157,0.4119,0.1219,-0.0914,1.24,0.6838,0.0981,0.0,0.218,142.0,87.0,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.02,1.761,1.969,1.744,172,40,0.157,0.5491,0.1572,-0.1169,1.24,0.7195,0.0991,0.0,0.1814,120.0,72.0,8,0,0,1,2.0,0,6.0,0,0.0,0,1.5,0.0,0.0,2
BTCUSDT,4h,0.0025,1.761,1.969,1.744,172,40,0.157,0.0686,0.0224,-0.017,1.24,0.0,0.0,0.0,1.0,,,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
BTCUSDT,4h,0.005,1.761,1.969,1.744,172,40,0.157,0.1373,0.0438,-0.0333,1.24,0.218,0.0,0.0,0.782,327.0,300.75,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
BTCUSDT,4h,0.0075,1.761,1.969,1.744,172,40,0.157,0.2059,0.0645,-0.0488,1.24,0.4618,0.0,0.0,0.5382,238.0,210.0,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
BTCUSDT,4h,0.01,1.761,1.969,1.744,172,40,0.157,0.2746,0.0843,-0.0636,1.24,0.5976,0.0,0.0,0.4024,191.0,152.0,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
BTCUSDT,4h,0.015,1.761,1.969,1.744,172,40,0.157,0.4119,0.1219,-0.0914,1.24,0.6838,0.0981,0.0,0.218,142.0,87.0,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
BTCUSDT,4h,0.02,1.761,1.969,1.744,172,40,0.157,0.5491,0.1572,-0.1169,1.24,0.7195,0.0991,0.0,0.1814,120.0,72.0,8,0,0,1,2.0,0,6.0,0,0.0,3,1.5,0.0,0.0,2
EURUSD,15m,0.0025,1.533,0.516,1.246,316,100,0.289,0.146,0.0466,-0.0595,0.7,0.3847,0.0,0.0,0.6153,205.0,138.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.005,1.533,0.516,1.246,316,100,0.289,0.2921,0.0893,-0.1017,0.7,0.4769,0.4142,0.0,0.1089,85.0,46.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.0075,1.533,0.516,1.246,316,100,0.289,0.4381,0.129,-0.1332,0.7,0.488,0.453,0.0,0.059,54.0,30.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.01,1.533,0.516,1.246,316,100,0.289,0.5841,0.166,-0.1575,0.7,0.3911,0.5886,0.0,0.0203,34.0,21.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.015,1.533,0.516,1.246,316,100,0.289,0.8762,0.2338,-0.1928,0.7,0.3967,0.4327,0.1577,0.0129,26.0,19.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.02,1.533,0.516,1.246,316,100,0.289,1.1683,0.2948,-0.2171,0.7,0.2777,0.0747,0.6356,0.012,23.0,18.0,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.0025,1.518,0.47,1.162,280,90,0.256,0.0764,0.0249,-0.0758,0.46,0.322,0.1559,0.0,0.5221,235.0,163.0,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.005,1.518,0.47,1.162,280,90,0.256,0.1527,0.0486,-0.1337,0.46,0.4446,0.3865,0.0,0.1688,121.0,64.25,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.0075,1.518,0.47,1.162,280,90,0.256,0.2291,0.0713,-0.1793,0.46,0.4373,0.4742,0.0,0.0886,60.0,35.0,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.01,1.518,0.47,1.162,280,90,0.256,0.3055,0.0931,-0.2162,0.46,0.3884,0.5517,0.0,0.06,41.0,29.0,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.015,1.518,0.47,1.162,280,90,0.256,0.4582,0.1342,-0.2721,0.46,0.3561,0.4714,0.1596,0.0129,28.0,21.0,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.02,1.518,0.47,1.162,280,90,0.256,0.611,0.1726,-0.3126,0.46,0.2768,0.1402,0.571,0.012,26.0,21.0,-1,384,3,1,1.5,0,1.0,0,0.0,0,0.0,0.5,0.0,8
EURUSD,15m,0.0025,1.368,0.985,1.286,297,92,0.271,0.0931,0.0302,-0.0369,0.79,0.0933,0.0,0.0,0.9067,356.0,320.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,15m,0.005,1.368,0.985,1.286,297,92,0.271,0.1862,0.0587,-0.0719,0.79,0.4039,0.0,0.0,0.5961,219.0,122.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,15m,0.0075,1.368,0.985,1.286,297,92,0.271,0.2792,0.0857,-0.1051,0.79,0.4409,0.4316,0.0,0.1275,121.0,65.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,15m,0.01,1.368,0.985,1.286,297,92,0.271,0.3723,0.1115,-0.1368,0.79,0.4824,0.4298,0.0,0.0878,78.5,39.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,15m,0.015,1.368,0.985,1.286,297,92,0.271,0.5585,0.1597,-0.1956,0.79,0.5166,0.3586,0.0878,0.037,56.0,29.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,15m,0.02,1.368,0.985,1.286,297,92,0.271,0.7446,0.2042,-0.2492,0.79,0.2625,0.2311,0.4695,0.037,29.5,20.0,-1,384,4,1,2.0,0,1.0,0,0.0,48,0.0,0.699999988079071,0.0,8
EURUSD,1h,0.0025,1.46,0.799,1.211,217,69,0.198,0.0559,0.0183,-0.0311,0.56,0.0094,0.0,0.0,0.9906,305.5,303.25,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.005,1.46,0.799,1.211,217,69,0.198,0.1119,0.036,-0.0614,0.56,0.4064,0.0,0.0,0.5936,231.5,165.0,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.0075,1.46,0.799,1.211,217,69,0.198,0.1678,0.0532,-0.0908,0.56,0.3324,0.3558,0.0,0.3118,118.0,80.0,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.01,1.46,0.799,1.211,217,69,0.198,0.2238,0.0697,-0.1196,0.56,0.3998,0.3596,0.0,0.2406,76.0,50.5,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.015,1.46,0.799,1.211,217,69,0.198,0.3356,0.1014,-0.175,0.56,0.4457,0.4785,0.0,0.0758,56.5,37.0,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.02,1.46,0.799,1.211,217,69,0.198,0.4475,0.1314,-0.2277,0.56,0.441,0.3549,0.1826,0.0215,43.0,30.0,-1,96,4,1,2.0,0,1.0,0,0.0,12,1.5,0.0,0.0,2
EURUSD,1h,0.0025,1.457,0.997,1.268,202,49,0.185,0.091,0.0295,-0.0393,0.54,0.317,0.0,0.0,0.683,267.5,186.75,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.005,1.457,0.997,1.268,202,49,0.185,0.182,0.0574,-0.0703,0.54,0.4941,0.2476,0.0,0.2583,148.0,67.0,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.0075,1.457,0.997,1.268,202,49,0.185,0.273,0.0839,-0.0953,0.54,0.0528,0.5059,0.3395,0.1018,25.5,13.25,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.01,1.457,0.997,1.268,202,49,0.185,0.364,0.1092,-0.116,0.54,0.1438,0.727,0.0705,0.0587,55.0,28.5,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.015,1.457,0.997,1.268,202,49,0.185,0.5461,0.1566,-0.148,0.54,0.3053,0.6086,0.0714,0.0147,62.0,34.0,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.02,1.457,0.997,1.268,202,49,0.185,0.7281,0.2004,-0.1838,0.54,0.2935,0.2818,0.4178,0.0068,50.0,26.75,-1,96,4,1,2.0,0,0.5,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.0025,1.453,1.016,1.247,172,45,0.157,0.0428,0.0141,-0.0198,0.5,0.0,0.0,0.0,1.0,,,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.005,1.453,1.016,1.247,172,45,0.157,0.0856,0.0278,-0.0374,0.5,0.226,0.0,0.0,0.774,348.0,251.5,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.0075,1.453,1.016,1.247,172,45,0.157,0.1283,0.0411,-0.0531,0.5,0.4344,0.0,0.0,0.5656,242.0,181.75,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.01,1.453,1.016,1.247,172,45,0.157,0.1711,0.0542,-0.0672,0.5,0.5049,0.2935,0.0,0.2016,188.0,88.75,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.015,1.453,1.016,1.247,172,45,0.157,0.2567,0.0793,-0.0916,0.5,0.2622,0.682,0.0,0.0558,57.5,30.75,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,1h,0.02,1.453,1.016,1.247,172,45,0.157,0.3423,0.1033,-0.1118,0.5,0.2544,0.408,0.2838,0.0538,89.0,38.0,-1,96,4,1,2.0,0,1.0,0,0.0,12,0.0,0.699999988079071,0.0,2
EURUSD,30m,0.0025,1.698,0.815,1.479,271,70,0.248,0.2061,0.0646,-0.0355,1.01,0.4884,0.0,0.0,0.5116,237.0,190.75,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.005,1.698,0.815,1.479,271,70,0.248,0.4122,0.1221,-0.0591,1.01,0.6142,0.2396,0.0,0.1462,110.5,65.0,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.0075,1.698,0.815,1.479,271,70,0.248,0.6184,0.1744,-0.076,1.01,0.6994,0.2091,0.0,0.0916,101.5,55.75,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.01,1.698,0.815,1.479,271,70,0.248,0.8245,0.2223,-0.0886,1.01,0.5162,0.3978,0.0,0.086,64.0,31.0,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.015,1.698,0.815,1.479,271,70,0.248,1.2367,0.3083,-0.1155,1.01,0.469,0.2914,0.1665,0.0731,44.0,23.5,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.02,1.698,0.815,1.479,271,70,0.248,1.649,0.3844,-0.1432,1.01,0.4662,0.1175,0.3626,0.0537,41.0,25.0,-1,192,4,1,2.0,0,0.5,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.0025,1.697,0.75,1.425,235,62,0.215,0.098,0.0317,-0.0251,0.93,0.0879,0.0,0.0,0.9121,362.0,344.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.005,1.697,0.75,1.425,235,62,0.215,0.1961,0.0616,-0.0452,0.93,0.5134,0.0,0.0,0.4866,203.0,159.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.0075,1.697,0.75,1.425,235,62,0.215,0.2941,0.0899,-0.0616,0.93,0.5513,0.2202,0.0,0.2285,147.5,99.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.01,1.697,0.75,1.425,235,62,0.215,0.3922,0.1168,-0.0752,0.93,0.4773,0.4302,0.0,0.0925,103.5,59.75,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.015,1.697,0.75,1.425,235,62,0.215,0.5883,0.167,-0.0982,0.93,0.5532,0.3617,0.0,0.0851,82.0,41.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.02,1.697,0.75,1.425,235,62,0.215,0.7844,0.2133,-0.1255,0.93,0.4043,0.0389,0.4838,0.0731,62.0,30.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,0.0,0.699999988079071,0.0,4
EURUSD,30m,0.0025,1.58,1.034,1.395,278,91,0.254,0.1271,0.0408,-0.0443,1.05,0.3534,0.0,0.0,0.6466,305.5,264.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,30m,0.005,1.58,1.034,1.395,278,91,0.254,0.2542,0.0785,-0.0871,1.05,0.5097,0.111,0.0,0.3793,162.0,109.5,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,30m,0.0075,1.58,1.034,1.395,278,91,0.254,0.3813,0.1139,-0.1287,1.05,0.5282,0.1193,0.0,0.3525,92.0,60.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,30m,0.01,1.58,1.034,1.395,278,91,0.254,0.5084,0.1471,-0.169,1.05,0.5412,0.2322,0.0,0.2266,70.0,41.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,30m,0.015,1.58,1.034,1.395,278,91,0.254,0.7625,0.2083,-0.2461,1.05,0.5079,0.3765,0.0,0.1156,39.0,25.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,30m,0.02,1.58,1.034,1.395,278,91,0.254,1.0167,0.2639,-0.3189,1.05,0.4838,0.173,0.2942,0.049,35.0,22.0,-1,192,4,1,2.0,0,1.0,0,0.0,24,1.5,0.0,0.0,4
EURUSD,4h,0.0025,1.569,0.332,1.489,171,34,0.156,0.1208,0.0388,-0.0468,1.11,0.4128,0.0,0.0,0.5872,219.5,107.75,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.005,1.569,0.332,1.489,171,34,0.156,0.2417,0.0749,-0.0825,1.11,0.484,0.0733,0.0,0.4427,177.0,66.0,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.0075,1.569,0.332,1.489,171,34,0.156,0.3625,0.1088,-0.1105,1.11,0.2704,0.3323,0.0,0.3973,54.0,25.25,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.01,1.569,0.332,1.489,171,34,0.156,0.4833,0.1407,-0.1332,1.11,0.3354,0.3086,0.0,0.356,50.0,22.0,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.015,1.569,0.332,1.489,171,34,0.156,0.725,0.1997,-0.1675,1.11,0.4613,0.354,0.0,0.1847,51.0,21.0,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.02,1.569,0.332,1.489,171,34,0.156,0.9667,0.2533,-0.1923,1.11,0.2281,0.2167,0.419,0.1362,21.0,15.0,-1,24,1,1,1.5,1,1.0,0,0.0,0,0.0,0.699999988079071,0.0,2
EURUSD,4h,0.0025,1.554,0.649,1.577,210,77,0.192,0.1167,0.0375,-0.0241,1.47,0.1422,0.0,0.0,0.8578,248.5,207.25,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.005,1.554,0.649,1.577,210,77,0.192,0.2335,0.0726,-0.0442,1.47,0.4322,0.0,0.0,0.5678,226.5,114.75,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.0075,1.554,0.649,1.577,210,77,0.192,0.3502,0.1054,-0.0628,1.47,0.6427,0.0,0.0,0.3573,209.5,91.25,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.01,1.554,0.649,1.577,210,77,0.192,0.4669,0.1365,-0.0817,1.47,0.5735,0.2853,0.0,0.1412,128.0,55.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.015,1.554,0.649,1.577,210,77,0.192,0.7004,0.1939,-0.1171,1.47,0.5071,0.382,0.0,0.1109,52.0,33.5,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.02,1.554,0.649,1.577,210,77,0.192,0.9339,0.2463,-0.1494,1.47,0.4019,0.3735,0.1469,0.0777,30.5,23.0,-1,24,1,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2
EURUSD,4h,0.0025,1.531,0.91,1.324,190,63,0.174,0.0588,0.0193,-0.021,0.52,0.2698,0.0,0.0,0.7302,285.5,207.25,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,4h,0.005,1.531,0.91,1.324,190,63,0.174,0.1177,0.0378,-0.0417,0.52,0.3774,0.0,0.0,0.6226,200.5,100.75,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,4h,0.0075,1.531,0.91,1.324,190,63,0.174,0.1765,0.0558,-0.0621,0.52,0.4009,0.0,0.0,0.5991,188.0,100.0,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,4h,0.01,1.531,0.91,1.324,190,63,0.174,0.2354,0.0731,-0.0823,0.52,0.4698,0.0283,0.0,0.5019,151.5,80.25,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,4h,0.015,1.531,0.91,1.324,190,63,0.174,0.3531,0.1062,-0.122,0.52,0.5189,0.3962,0.0,0.0849,143.5,68.25,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,4h,0.02,1.531,0.91,1.324,190,63,0.174,0.4708,0.1375,-0.1608,0.52,0.4528,0.3151,0.1623,0.0698,119.0,51.75,-1,24,4,1,2.0,0,1.0,0,0.0,3,0.0,0.5,0.0,2
EURUSD,5m,0.0025,2.158,1.032,1.83,175,55,0.16,0.5213,0.1504,-0.1936,0.71,0.2202,0.6865,0.0,0.0933,43.0,29.25,-1,1152,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24
EURUSD,5m,0.005,2.158,1.032,1.83,175,55,0.16,1.0426,0.2693,-0.3422,0.71,0.1339,0.7321,0.0833,0.0506,28.0,19.0,-1,1152,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24
EURUSD,5m,0.0075,2.158,1.032,1.83,175,55,0.16,1.564,0.3694,-0.4598,0.71,0.1339,0.4762,0.3393,0.0506,28.0,19.0,-1,1152,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24
EURUSD,5m,0.01,2.158,1.032,1.83,175,55,0.16,2.0853,0.4567,-0.5552,0.71,0.0913,0.4554,0.4127,0.0407,34.0,20.0,-1,1152,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,24
EURUSD,5m,0.0025,1.65,0.778,1.349,182,55,0.166,0.2183,0.0682,-0.1523,0.5,0.1667,0.7093,0.0,0.124,45.5,30.0,-1,1152,4,1,2.0,1,1.0,0,0.0,144,0.0,0.0,0.5,24
EURUSD,5m,0.005,1.65,0.778,1.349,182,55,0.166,0.4366,0.1286,-0.2735,0.5,0.1052,0.754,0.0903,0.0506,30.0,22.0,-1,1152,4,1,2.0,1,1.0,0,0.0,144,0.0,0.0,0.5,24
EURUSD,5m,0.0075,1.65,0.778,1.349,182,55,0.166,0.655,0.1832,-0.3724,0.5,0.1002,0.4911,0.3581,0.0506,27.0,18.0,-1,1152,4,1,2.0,1,1.0,0,0.0,144,0.0,0.0,0.5,24
EURUSD,5m,0.01,1.65,0.778,1.349,182,55,0.166,0.8733,0.2331,-0.4545,0.5,0.1161,0.4345,0.4087,0.0407,33.0,24.0,-1,1152,4,1,2.0,1,1.0,0,0.0,144,0.0,0.0,0.5,24
EURUSD,5m,0.015,1.65,0.778,1.349,182,55,0.166,1.3099,0.3225,-0.5831,0.5,0.0258,0.126,0.8075,0.0407,17.5,13.25,-1,1152,4,1,2.0,1,1.0,0,0.0,144,0.0,0.0,0.5,24
EURUSD,5m,0.0025,1.624,0.444,1.347,352,115,0.322,0.2787,0.0855,-0.0693,0.87,0.4921,0.1867,0.0,0.3212,129.0,78.5,-1,1152,3,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24
