symbol,tf,quarter,floor,topn,selector,train_pf_2x,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter,train_pf
BTCUSDT,30m,2023-04-01,100,10,train_pf_2x,2.656,188,14933,306,2.097,1.46,21.559,3.363,0.4608,13,30,2,1,1.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.656
BTCUSDT,30m,2023-07-01,30,1,train_pf_2x,4.442,42,17952,14,1.067,0.832,0.607,0.152,0.2857,-1,192,2,1,2.5,1,2.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.442
BTCUSDT,30m,2023-07-01,30,10,train_pf_2x,4.442,42,17952,160,0.977,0.699,-0.3,1.74,0.2938,-1,192,2,1,2.5,1,2.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.442
BTCUSDT,30m,2023-07-01,100,1,train_pf_2x,2.497,168,14786,46,1.349,0.898,13.611,0.5,0.3043,13,30,2,1,1.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.497
BTCUSDT,30m,2023-07-01,100,10,train_pf_2x,2.497,168,14786,461,1.166,0.783,6.733,5.012,0.2993,13,30,2,1,1.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.497
BTCUSDT,30m,2023-10-01,30,1,train_pf_2x,2.873,61,17950,17,0.67,0.407,-7.085,0.185,0.2353,8,0,3,1,2.0,0,0.5,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.873
BTCUSDT,30m,2023-10-01,30,10,train_pf_2x,2.873,61,17950,128,1.075,0.707,1.038,1.392,0.2734,8,0,3,1,2.0,0,0.5,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.873
BTCUSDT,30m,2023-10-01,100,1,train_pf_2x,2.035,158,14036,51,5.159,3.737,153.992,0.554,0.451,13,30,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.035
BTCUSDT,30m,2023-10-01,100,10,train_pf_2x,2.035,158,14036,499,2.425,1.623,64.544,5.425,0.3768,13,30,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.035
BTCUSDT,30m,2024-01-01,30,1,train_pf_2x,3.025,35,17871,9,0.705,0.526,-1.772,0.099,0.4444,-1,192,3,1,1.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,3.025
BTCUSDT,30m,2024-01-01,30,10,train_pf_2x,3.025,35,17871,272,1.942,1.453,20.34,2.99,0.3529,-1,192,3,1,1.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,3.025
BTCUSDT,30m,2024-01-01,100,1,train_pf_2x,2.538,185,14413,61,2.003,1.529,49.163,0.67,0.3443,13,30,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.538
BTCUSDT,30m,2024-01-01,100,10,train_pf_2x,2.538,185,14413,688,2.001,1.512,50.944,7.562,0.3779,13,30,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.538
BTCUSDT,30m,2024-04-01,30,1,train_pf_2x,3.029,43,17887,4,inf,inf,8.436,0.044,1.0,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,3.029
BTCUSDT,30m,2024-04-01,30,10,train_pf_2x,3.029,43,17887,55,4.686,3.122,6.075,0.605,0.7273,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,3.029
BTCUSDT,30m,2024-04-01,100,1,train_pf_2x,2.031,196,14033,37,3.529,2.546,48.383,0.407,0.5946,13,30,2,1,1.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.031
BTCUSDT,30m,2024-04-01,100,10,train_pf_2x,2.031,196,14033,515,3.575,2.667,44.21,5.661,0.6117,13,30,2,1,1.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.031
BTCUSDT,30m,2024-07-01,30,1,train_pf_2x,4.471,37,17815,8,1.904,1.222,4.131,0.087,0.625,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.471
BTCUSDT,30m,2024-07-01,30,10,train_pf_2x,4.471,37,17815,92,2.158,1.435,5.243,1.0,0.6304,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.471
BTCUSDT,30m,2024-07-01,100,1,train_pf_2x,2.158,233,13924,63,1.743,1.299,33.862,0.685,0.4127,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.158
BTCUSDT,30m,2024-07-01,100,10,train_pf_2x,2.158,233,13924,608,1.576,1.194,18.497,6.61,0.4638,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.158
BTCUSDT,30m,2024-10-01,30,1,train_pf_2x,4.913,38,17734,10,2.939,1.941,11.475,0.109,0.6,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.913
BTCUSDT,30m,2024-10-01,30,10,train_pf_2x,4.913,38,17734,108,2.404,1.75,7.454,1.174,0.5833,13,30,2,1,2.5,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,4.913
BTCUSDT,30m,2024-10-01,100,1,train_pf_2x,2.433,239,14250,75,1.727,1.286,44.457,0.815,0.36,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.433
BTCUSDT,30m,2024-10-01,100,10,train_pf_2x,2.433,239,14250,621,1.416,1.059,19.531,6.752,0.3543,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.433
BTCUSDT,30m,2025-01-01,30,1,train_pf_2x,4.535,36,17737,9,0.724,0.569,-1.706,0.1,0.2222,13,30,2,1,2.5,1,1.0,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,4.535
BTCUSDT,30m,2025-01-01,30,10,train_pf_2x,4.535,36,17737,90,1.079,0.861,0.501,1.0,0.2778,13,30,2,1,2.5,1,1.0,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,4.535
BTCUSDT,30m,2025-01-01,100,1,train_pf_2x,1.987,252,14467,62,1.066,0.808,3.445,0.689,0.2903,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,1.987
BTCUSDT,30m,2025-01-01,100,10,train_pf_2x,1.987,252,14467,469,1.277,0.976,9.225,5.212,0.3667,0,0,2,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,1.987
BTCUSDT,30m,2025-04-01,30,1,train_pf_2x,2.736,33,17740,7,1.41,1.07,2.038,0.077,0.4286,13,30,2,1,2.5,1,1.0,3,3.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.736
BTCUSDT,30m,2025-04-01,30,10,train_pf_2x,2.736,33,17740,70,1.135,0.842,0.575,0.769,0.4714,13,30,2,1,2.5,1,1.0,3,3.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.736
BTCUSDT,30m,2025-04-01,100,1,train_pf_2x,1.799,247,14308,61,1.225,0.912,2.361,0.67,0.4426,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.799
BTCUSDT,30m,2025-04-01,100,10,train_pf_2x,1.799,247,14308,525,1.179,0.851,3.613,5.771,0.4038,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.799
BTCUSDT,30m,2025-07-01,30,1,train_pf_2x,2.001,36,17875,6,2.976,1.859,5.624,0.065,0.6667,13,30,2,1,2.5,1,1.0,3,3.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.001
BTCUSDT,30m,2025-07-01,30,10,train_pf_2x,2.001,36,17875,77,2.087,1.314,4.851,0.837,0.5065,13,30,2,1,2.5,1,1.0,3,3.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,2.001
BTCUSDT,30m,2025-07-01,100,1,train_pf_2x,1.642,248,14414,59,3.239,2.01,12.993,0.641,0.6102,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.642
BTCUSDT,30m,2025-07-01,100,10,train_pf_2x,1.642,248,14414,603,2.469,1.55,10.99,6.556,0.5705,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.642
BTCUSDT,30m,2025-10-01,30,1,train_pf_2x,2.141,37,17853,9,0.576,0.447,-3.544,0.098,0.2222,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.141
BTCUSDT,30m,2025-10-01,30,10,train_pf_2x,2.141,37,17853,126,1.997,1.429,4.99,1.37,0.5873,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.141
BTCUSDT,30m,2025-10-01,100,1,train_pf_2x,1.588,243,14166,65,1.407,1.013,4.265,0.707,0.4769,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.588
BTCUSDT,30m,2025-10-01,100,10,train_pf_2x,1.588,243,14166,650,1.31,0.951,3.424,7.067,0.4092,13,30,0,1,2.0,0,6.0,3,2.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,1.588
BTCUSDT,30m,2026-01-01,30,1,train_pf_2x,2.353,36,17838,12,1.389,1.134,4.734,0.133,0.1667,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.353
BTCUSDT,30m,2026-01-01,30,10,train_pf_2x,2.353,36,17838,152,1.879,1.456,7.975,1.689,0.3947,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,2.353
BTCUSDT,30m,2026-01-01,100,1,train_pf_2x,1.509,160,13821,51,2.464,1.795,59.385,0.567,0.3333,0,0,2,1,2.0,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,1.509
BTCUSDT,30m,2026-01-01,100,10,train_pf_2x,1.509,160,13821,576,2.323,1.669,24.624,6.401,0.4878,0,0,2,1,2.0,0,1.0,0,0.0,24,2.5,0.0,0.0,4,10.0,rvol>2.5,1.509
BTCUSDT,30m,2026-04-01,30,1,train_pf_2x,2.629,67,17726,9,1.084,0.677,0.238,0.099,0.5556,8,0,2,1,2.5,1,2.0,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,2.629
BTCUSDT,30m,2026-04-01,30,10,train_pf_2x,2.629,67,17726,120,0.494,0.325,-4.682,1.319,0.3667,8,0,2,1,2.5,1,2.0,0,0.0,8,2.5,0.0,0.0,4,10.0,rvol>2.5,2.629
BTCUSDT,30m,2026-04-01,100,1,train_pf_2x,1.77,173,13782,32,1.231,0.852,5.604,0.352,0.375,0,0,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,1.77
BTCUSDT,30m,2026-04-01,100,10,train_pf_2x,1.77,173,13782,332,1.268,0.886,4.779,3.649,0.4608,0,0,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,4,10.0,rvol>2.5,1.77
XAUUSD,5m,2024-09-01,30,1,train_pf_2x,1.654,62,18143,21,1.56,1.407,6.646,0.233,0.4286,-1,1152,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.654
XAUUSD,5m,2024-09-01,30,10,train_pf_2x,1.654,62,18143,245,1.314,1.162,4.811,2.722,0.4,-1,1152,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.654
XAUUSD,5m,2024-09-01,100,1,train_pf_2x,1.591,109,17346,29,1.571,1.41,11.203,0.322,0.3793,-1,1152,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.591
XAUUSD,5m,2024-09-01,100,10,train_pf_2x,1.591,109,17346,350,1.388,1.221,9.657,3.889,0.3514,-1,1152,2,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.591
XAUUSD,5m,2024-12-01,30,1,train_pf_2x,3.048,37,18124,16,0.387,0.313,-6.031,0.178,0.3125,-1,1152,3,1,2.5,0,1.0,0,0.0,144,2.5,0.0,0.0,24,3.0,rvol>2.5,3.048
XAUUSD,5m,2024-12-01,30,10,train_pf_2x,3.048,37,18124,143,0.539,0.425,-3.683,1.589,0.3776,-1,1152,3,1,2.5,0,1.0,0,0.0,144,2.5,0.0,0.0,24,3.0,rvol>2.5,3.048
XAUUSD,5m,2024-12-01,100,1,train_pf_2x,1.454,148,17318,34,1.095,0.947,1.645,0.378,0.4118,-1,1152,2,1,2.0,0,1.0,0,0.0,144,2.5,0.0,0.0,24,3.0,rvol>2.5,1.454
XAUUSD,5m,2024-12-01,100,10,train_pf_2x,1.454,148,17318,293,1.061,0.918,0.986,3.256,0.4164,-1,1152,2,1,2.0,0,1.0,0,0.0,144,2.5,0.0,0.0,24,3.0,rvol>2.5,1.454
XAUUSD,5m,2025-03-01,30,1,train_pf_2x,1.523,47,18140,24,1.964,1.477,6.559,0.267,0.625,-1,1152,2,1,2.5,0,0.5,3,1.0,144,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.523
XAUUSD,5m,2025-03-01,30,10,train_pf_2x,1.523,47,18140,284,2.78,2.458,15.422,3.156,0.6092,-1,1152,2,1,2.5,0,0.5,3,1.0,144,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.523
XAUUSD,5m,2025-03-01,100,1,train_pf_2x,1.358,113,17437,28,3.13,2.919,26.689,0.311,0.5357,-1,1152,2,1,1.5,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.358
XAUUSD,5m,2025-03-01,100,10,train_pf_2x,1.358,113,17437,360,2.343,2.079,18.471,4.0,0.55,-1,1152,2,1,1.5,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.358
XAUUSD,5m,2025-06-01,30,1,train_pf_2x,1.461,112,18111,29,1.464,1.273,6.518,0.315,0.4483,-1,1152,2,1,2.5,0,1.0,3,2.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.461
XAUUSD,5m,2025-06-01,30,10,train_pf_2x,1.461,112,18111,305,1.165,0.973,2.566,3.315,0.4131,-1,1152,2,1,2.5,0,1.0,3,2.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.461
XAUUSD,5m,2025-06-01,100,1,train_pf_2x,1.461,112,17335,29,1.464,1.273,6.518,0.315,0.4483,-1,1152,2,1,2.5,0,1.0,3,2.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.461
XAUUSD,5m,2025-06-01,100,10,train_pf_2x,1.461,112,17335,321,1.087,0.906,1.558,3.489,0.3925,-1,1152,2,1,2.5,0,1.0,3,2.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.461
XAUUSD,5m,2025-09-01,30,1,train_pf_2x,2.509,43,18117,11,1.759,1.455,8.468,0.121,0.1818,-1,1152,2,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,2.509
XAUUSD,5m,2025-09-01,30,10,train_pf_2x,2.509,43,18117,192,2.829,2.536,22.822,2.11,0.3646,-1,1152,2,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,2.509
XAUUSD,5m,2025-09-01,100,1,train_pf_2x,1.833,138,17211,32,2.857,2.51,46.84,0.352,0.2812,-1,1152,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.833
XAUUSD,5m,2025-09-01,100,10,train_pf_2x,1.833,138,17211,274,3.424,3.038,45.144,3.011,0.354,-1,1152,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,24,3.0,rvol>2.5,1.833
XAUUSD,5m,2025-12-01,30,1,train_pf_2x,2.21,72,18137,17,3.468,3.23,20.91,0.191,0.5294,-1,1152,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,2.21
XAUUSD,5m,2025-12-01,30,10,train_pf_2x,2.21,72,18137,184,3.204,2.789,13.5,2.067,0.6196,-1,1152,2,1,2.0,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,2.21
XAUUSD,5m,2025-12-01,100,1,train_pf_2x,1.567,100,17265,26,1.765,1.546,5.964,0.292,0.5385,-1,1152,2,1,2.0,0,1.0,3,2.0,144,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.567
XAUUSD,5m,2025-12-01,100,10,train_pf_2x,1.567,100,17265,331,2.044,1.864,18.894,3.719,0.4441,-1,1152,2,1,2.0,0,1.0,3,2.0,144,0.0,0.0,0.5,24,3.0,ATRrank<0.5,1.567
XAUUSD,5m,2026-03-01,30,1,train_pf_2x,3.359,39,18133,10,1.175,1.092,1.185,0.109,0.2,-1,1152,2,1,2.5,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,3.359
XAUUSD,5m,2026-03-01,30,10,train_pf_2x,3.359,39,18133,128,0.891,0.804,-1.004,1.391,0.2031,-1,1152,2,1,2.5,0,1.0,0,0.0,0,0.0,0.0,0.5,24,3.0,ATRrank<0.5,3.359
XAUUSD,5m,2026-03-01,100,1,train_pf_2x,2.34,108,17250,45,0.932,0.837,-2.95,0.489,0.1333,-1,1152,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24,3.0,rvol>1.5,2.34
XAUUSD,5m,2026-03-01,100,10,train_pf_2x,2.34,108,17250,391,1.286,1.164,9.703,4.25,0.1944,-1,1152,2,1,2.5,0,0.5,0,0.0,0,1.5,0.0,0.0,24,3.0,rvol>1.5,2.34
BTCUSDT,15m,2019-01-01,30,1,train_pf_2x,4.071,89,17737,17,1.334,0.834,6.5,0.189,0.2941,8,0,3,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,4.071
BTCUSDT,15m,2019-01-01,30,10,train_pf_2x,4.071,89,17737,158,1.301,0.827,4.55,1.756,0.3418,8,0,3,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,4.071
BTCUSDT,15m,2019-01-01,100,1,train_pf_2x,2.907,100,15810,25,1.213,0.864,6.383,0.278,0.2,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.907
BTCUSDT,15m,2019-01-01,100,10,train_pf_2x,2.907,100,15810,357,1.068,0.697,2.603,3.967,0.2857,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.907
BTCUSDT,15m,2019-04-01,30,1,train_pf_2x,3.636,64,17886,19,6.385,5.312,72.825,0.209,0.3684,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.636
BTCUSDT,15m,2019-04-01,30,10,train_pf_2x,3.636,64,17886,176,2.617,2.168,18.727,1.934,0.3807,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.636
BTCUSDT,15m,2019-04-01,100,1,train_pf_2x,2.554,113,15954,31,0.914,0.724,-2.03,0.341,0.2903,0,0,3,1,2.5,0,1.0,0,0.0,48,2.0,0.0,0.0,8,10.0,rvol>2.0,2.554
BTCUSDT,15m,2019-04-01,100,10,train_pf_2x,2.554,113,15954,482,1.67,1.335,26.362,5.297,0.2925,0,0,3,1,2.5,0,1.0,0,0.0,48,2.0,0.0,0.0,8,10.0,rvol>2.0,2.554
BTCUSDT,15m,2019-07-01,30,1,train_pf_2x,4.026,67,17964,16,1.839,1.542,5.837,0.174,0.5,-1,384,2,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,4.026
BTCUSDT,15m,2019-07-01,30,10,train_pf_2x,4.026,67,17964,146,1.51,1.295,5.342,1.587,0.3288,-1,384,2,1,2.5,0,1.0,0,0.0,48,2.5,0.0,0.0,8,10.0,rvol>2.5,4.026
BTCUSDT,15m,2019-07-01,100,1,train_pf_2x,3.103,102,16441,34,2.523,2.143,42.218,0.37,0.2941,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.103
BTCUSDT,15m,2019-07-01,100,10,train_pf_2x,3.103,102,16441,404,2.221,1.892,39.45,4.392,0.2797,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.103
BTCUSDT,15m,2019-10-01,30,1,train_pf_2x,3.926,59,17960,15,1.515,1.291,5.403,0.163,0.2667,-1,384,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.926
BTCUSDT,15m,2019-10-01,30,10,train_pf_2x,3.926,59,17960,164,1.416,1.145,4.415,1.783,0.3659,-1,384,2,1,2.5,0,1.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.926
BTCUSDT,15m,2019-10-01,100,1,train_pf_2x,3.203,112,16542,26,1.191,0.964,4.766,0.283,0.1923,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.203
BTCUSDT,15m,2019-10-01,100,10,train_pf_2x,3.203,112,16542,287,1.195,0.981,4.787,3.12,0.2578,-1,384,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.203
BTCUSDT,15m,2020-01-01,30,1,train_pf_2x,2.998,70,18049,17,3.009,2.561,19.543,0.187,0.4706,-1,384,2,1,2.5,1,2.0,0,0.0,0,1.5,0.0,0.0,8,10.0,rvol>1.5,2.998
BTCUSDT,15m,2020-01-01,30,10,train_pf_2x,2.998,70,18049,187,1.997,1.619,13.037,2.055,0.385,-1,384,2,1,2.5,1,2.0,0,0.0,0,1.5,0.0,0.0,8,10.0,rvol>1.5,2.998
BTCUSDT,15m,2020-01-01,100,1,train_pf_2x,2.761,127,16633,45,1.277,0.968,15.134,0.495,0.1111,8,0,4,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.761
BTCUSDT,15m,2020-01-01,100,10,train_pf_2x,2.761,127,16633,420,3.056,2.332,86.451,4.616,0.2643,8,0,4,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.761
BTCUSDT,15m,2020-04-01,30,1,train_pf_2x,3.662,64,17942,18,1.742,1.542,8.923,0.198,0.3889,-1,384,2,1,2.5,0,1.0,0,0.0,0,2.0,0.0,0.0,8,10.0,rvol>2.0,3.662
BTCUSDT,15m,2020-04-01,30,10,train_pf_2x,3.662,64,17942,213,2.783,2.328,25.8,2.341,0.3897,-1,384,2,1,2.5,0,1.0,0,0.0,0,2.0,0.0,0.0,8,10.0,rvol>2.0,3.662
BTCUSDT,15m,2020-04-01,100,1,train_pf_2x,3.405,139,16707,22,4.324,2.976,82.132,0.242,0.2727,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.405
BTCUSDT,15m,2020-04-01,100,10,train_pf_2x,3.405,139,16707,272,2.86,2.299,42.069,2.989,0.3051,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.405
BTCUSDT,15m,2020-07-01,30,1,train_pf_2x,3.786,108,17953,32,0.514,0.277,-20.027,0.348,0.25,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.786
BTCUSDT,15m,2020-07-01,30,10,train_pf_2x,3.786,108,17953,223,0.891,0.584,-2.692,2.424,0.2601,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.786
BTCUSDT,15m,2020-07-01,100,1,train_pf_2x,3.786,108,16203,32,0.514,0.277,-20.027,0.348,0.25,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.786
BTCUSDT,15m,2020-07-01,100,10,train_pf_2x,3.786,108,16203,315,0.916,0.585,-2.699,3.424,0.3111,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.786
BTCUSDT,15m,2020-10-01,30,1,train_pf_2x,3.022,108,18074,27,1.48,1.034,16.327,0.294,0.1852,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.022
BTCUSDT,15m,2020-10-01,30,10,train_pf_2x,3.022,108,18074,237,1.498,1.12,12.457,2.576,0.1983,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.022
BTCUSDT,15m,2020-10-01,100,1,train_pf_2x,3.022,108,16199,27,1.48,1.034,16.327,0.294,0.1852,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.022
BTCUSDT,15m,2020-10-01,100,10,train_pf_2x,3.022,108,16199,278,1.602,1.187,17.417,3.022,0.2338,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,3.022
BTCUSDT,15m,2021-01-01,30,1,train_pf_2x,2.283,102,18034,30,0.619,0.556,-8.733,0.333,0.2667,-1,384,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.283
BTCUSDT,15m,2021-01-01,30,10,train_pf_2x,2.283,102,18034,357,1.505,1.314,8.77,3.967,0.3725,-1,384,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.283
BTCUSDT,15m,2021-01-01,100,1,train_pf_2x,2.283,102,16378,30,0.619,0.556,-8.733,0.333,0.2667,-1,384,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.283
BTCUSDT,15m,2021-01-01,100,10,train_pf_2x,2.283,102,16378,474,1.316,1.142,5.301,5.267,0.4198,-1,384,2,1,2.0,1,2.0,0,0.0,0,2.5,0.0,0.0,8,10.0,rvol>2.5,2.283
BTCUSDT,15m,2021-04-01,30,1,train_pf_2x,3.424,40,17902,6,0.773,0.552,-0.876,0.066,0.3333,-1,384,3,1,2.5,1,1.0,0,0.0,16,1.5,0.0,0.0,8,10.0,rvol>1.5,3.424
BTCUSDT,15m,2021-04-01,30,10,train_pf_2x,3.424,40,17902,83,0.83,0.686,-0.977,0.912,0.3373,-1,384,3,1,2.5,1,1.0,0,0.0,16,1.5,0.0,0.0,8,10.0,rvol>1.5,3.424
BTCUSDT,15m,2021-04-01,100,1,train_pf_2x,2.124,378,15932,91,2.705,2.219,14.788,1.0,0.5714,0,0,0,1,2.0,0,6.0,3,1.0,16,2.5,0.0,0.0,8,10.0,rvol>2.5,2.124
