symbol,tf,quarter,floor,topn,selector,train_pf,train_pf_2x,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter
BTCUSDT,4h,2025-01-01,100,10,train_pf_2x,1.585,1.585,101,2954,332,0.484,0.413,-10.591,3.696,0.2861,-1,24,1,1,2.0,0,0.5,0,0.0,3,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,4h,2025-04-01,30,1,train_pf_2x,3.117,3.117,30,7092,10,4.317,3.421,2.855,0.11,0.6,-1,24,2,1,2.0,1,2.0,0,0.0,3,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2025-04-01,30,10,train_pf_2x,3.117,3.117,30,7092,104,2.863,2.362,3.779,1.145,0.6058,-1,24,2,1,2.0,1,2.0,0,0.0,3,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2025-04-01,100,1,train_pf_2x,1.425,1.425,106,3284,26,2.356,2.212,16.094,0.286,0.5,-1,24,2,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,4h,2025-04-01,100,10,train_pf_2x,1.425,1.425,106,3284,323,2.094,1.927,16.434,3.556,0.4923,-1,24,2,1,1.5,1,2.0,0,0.0,0,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,4h,2025-07-01,30,1,train_pf_2x,1.937,1.937,30,7059,8,0.98,0.792,-0.074,0.087,0.5,-1,24,2,1,2.0,1,1.0,3,1.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2025-07-01,30,10,train_pf_2x,1.937,1.937,30,7059,118,1.807,1.575,4.896,1.285,0.4237,-1,24,2,1,2.0,1,1.0,3,1.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2025-07-01,100,1,train_pf_2x,1.251,1.251,169,3584,43,1.136,0.867,0.973,0.468,0.4186,0,0,1,1,1.5,1,2.0,3,1.0,3,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,4h,2025-07-01,100,10,train_pf_2x,1.251,1.251,169,3584,355,1.061,0.906,0.728,3.866,0.3887,0,0,1,1,1.5,1,2.0,3,1.0,3,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,4h,2025-10-01,30,1,train_pf_2x,1.782,1.782,31,7015,8,1.604,1.368,1.862,0.087,0.5,-1,24,3,1,2.5,0,1.0,3,3.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,4h,2025-10-01,30,10,train_pf_2x,1.782,1.782,31,7015,114,1.036,0.895,0.234,1.241,0.3947,-1,24,3,1,2.5,0,1.0,3,3.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,4h,2025-10-01,100,1,train_pf_2x,1.443,1.443,107,3318,30,1.198,1.092,0.728,0.327,0.4667,-1,24,0,1,2.0,1,6.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,4h,2025-10-01,100,10,train_pf_2x,1.443,1.443,107,3318,308,1.225,1.117,0.833,3.354,0.4675,-1,24,0,1,2.0,1,6.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,4h,2026-01-01,30,1,train_pf_2x,2.111,2.111,71,7047,9,0.028,0.013,-9.424,0.1,0.1111,-1,24,2,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2026-01-01,30,10,train_pf_2x,2.111,2.111,71,7047,118,0.717,0.599,-2.372,1.314,0.339,-1,24,2,1,1.5,0,0.5,0,0.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2026-01-01,100,1,train_pf_2x,1.416,1.416,108,3288,28,0.279,0.238,-2.756,0.312,0.3571,-1,24,0,1,2.0,1,6.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,4h,2026-01-01,100,10,train_pf_2x,1.416,1.416,108,3288,300,0.241,0.208,-3.571,3.34,0.3,-1,24,0,1,2.0,1,6.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,4h,2026-04-01,30,1,train_pf_2x,3.074,3.074,33,7164,9,13.891,11.518,9.059,0.099,0.6667,-1,24,2,1,2.0,1,2.0,0,0.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2026-04-01,30,10,train_pf_2x,3.074,3.074,33,7164,112,3.197,2.809,6.568,1.233,0.5982,-1,24,2,1,2.0,1,2.0,0,0.0,0,1.5,0.0,0.0,2,10.0,rvol>1.5
BTCUSDT,4h,2026-04-01,100,1,train_pf_2x,1.262,1.262,107,3534,39,0.776,0.619,-3.595,0.429,0.4872,-1,24,2,1,2.0,1,1.0,0,0.0,3,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,4h,2026-04-01,100,10,train_pf_2x,1.262,1.262,107,3534,345,0.897,0.759,-2.023,3.798,0.3536,-1,24,2,1,2.0,1,1.0,0,0.0,3,0.0,0.5,0.0,2,10.0,ATRrank>0.5
XAGUSD,15m,2024-09-01,30,1,train_pf_2x,1.848,1.848,103,17836,21,0.949,0.799,-0.768,0.236,0.3333,13,30,1,1,2.5,0,1.0,2,0.0,48,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-09-01,30,10,train_pf_2x,1.848,1.848,103,17836,182,0.543,0.454,-7.106,2.045,0.2143,13,30,1,1,2.5,0,1.0,2,0.0,48,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-09-01,100,1,train_pf_2x,1.848,1.848,103,16429,21,0.949,0.799,-0.768,0.236,0.3333,13,30,1,1,2.5,0,1.0,2,0.0,48,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-09-01,100,10,train_pf_2x,1.848,1.848,103,16429,255,0.569,0.471,-9.306,2.866,0.2314,13,30,1,1,2.5,0,1.0,2,0.0,48,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-12-01,30,1,train_pf_2x,2.224,2.224,60,17842,12,0.0,0.0,-13.53,0.135,0.0,-1,384,2,1,2.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-12-01,30,10,train_pf_2x,2.224,2.224,60,17842,109,1.474,1.335,4.812,1.225,0.156,-1,384,2,1,2.5,1,1.0,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-12-01,100,1,train_pf_2x,1.746,1.746,147,16143,22,1.362,1.109,7.722,0.247,0.1818,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2024-12-01,100,10,train_pf_2x,1.746,1.746,147,16143,231,1.537,1.316,10.039,2.596,0.2597,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-03-01,30,1,train_pf_2x,1.715,1.715,38,17807,14,0.704,0.663,-2.65,0.156,0.2143,-1,384,1,1,2.5,0,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-03-01,30,10,train_pf_2x,1.715,1.715,38,17807,313,1.174,0.987,4.61,3.478,0.2332,-1,384,1,1,2.5,0,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-03-01,100,1,train_pf_2x,1.692,1.692,132,15625,55,2.204,1.814,62.538,0.611,0.2,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-03-01,100,10,train_pf_2x,1.692,1.692,132,15625,406,1.354,1.163,12.05,4.512,0.2365,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-06-01,30,1,train_pf_2x,1.864,1.864,154,17858,58,0.865,0.745,-5.613,0.631,0.2586,0,0,3,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-06-01,30,10,train_pf_2x,1.864,1.864,154,17858,376,1.121,0.929,2.617,4.087,0.375,0,0,3,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-06-01,100,1,train_pf_2x,1.864,1.864,154,15525,58,0.865,0.745,-5.613,0.631,0.2586,0,0,3,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-06-01,100,10,train_pf_2x,1.864,1.864,154,15525,597,1.002,0.823,0.106,6.49,0.2261,0,0,3,1,2.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-09-01,30,1,train_pf_2x,2.271,2.271,50,17826,5,2.361,2.064,4.551,0.056,0.4,-1,384,3,1,2.0,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-09-01,30,10,train_pf_2x,2.271,2.271,50,17826,413,0.422,0.378,-20.098,4.589,0.1816,-1,384,3,1,2.0,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-09-01,100,1,train_pf_2x,2.239,2.239,123,15543,86,0.271,0.249,-59.331,0.956,0.1047,-1,384,1,1,2.0,0,0.5,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-09-01,100,10,train_pf_2x,2.239,2.239,123,15543,830,0.404,0.369,-46.266,9.223,0.1277,-1,384,1,1,2.0,0,0.5,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-12-01,30,1,train_pf_2x,1.687,1.687,73,17842,8,0.341,0.245,-3.17,0.09,0.375,-1,384,1,1,2.5,1,2.0,1,0.0,16,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-12-01,30,10,train_pf_2x,1.687,1.687,73,17842,155,0.721,0.607,-3.314,1.742,0.271,-1,384,1,1,2.5,1,2.0,1,0.0,16,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2025-12-01,100,1,train_pf_2x,1.618,1.618,123,15809,21,0.819,0.74,-2.668,0.236,0.3333,-1,384,1,1,2.5,0,0.5,3,3.0,48,1.5,0.0,0.0,8,5.0,rvol>1.5
XAGUSD,15m,2025-12-01,100,10,train_pf_2x,1.618,1.618,123,15809,276,0.882,0.769,-2.43,3.101,0.2862,-1,384,1,1,2.5,0,0.5,3,3.0,48,1.5,0.0,0.0,8,5.0,rvol>1.5
XAGUSD,15m,2026-03-01,30,1,train_pf_2x,2.803,2.803,48,17826,39,0.464,0.39,-22.582,0.424,0.0769,-1,384,3,1,1.5,1,1.0,0,0.0,48,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,30,10,train_pf_2x,2.803,2.803,48,17826,405,0.86,0.752,-5.314,4.403,0.1407,-1,384,3,1,1.5,1,1.0,0,0.0,48,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,100,1,train_pf_2x,1.725,1.725,155,16357,45,1.531,1.343,22.295,0.489,0.1556,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2026-03-01,100,10,train_pf_2x,1.725,1.725,155,16357,505,0.993,0.835,-0.32,5.49,0.1881,0,0,1,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
BTCUSDT,1h,2019-01-01,30,1,train_pf_2x,2.127,2.127,31,13224,5,0.85,0.682,-0.328,0.056,0.6,-1,96,3,1,1.5,1,2.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2019-01-01,30,10,train_pf_2x,2.127,2.127,31,13224,84,0.915,0.792,-0.44,0.934,0.381,-1,96,3,1,1.5,1,2.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2019-01-01,100,1,train_pf_2x,1.407,1.407,192,9362,46,0.654,0.581,-4.812,0.511,0.2609,-1,96,0,1,2.0,1,6.0,3,3.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-01-01,100,10,train_pf_2x,1.407,1.407,192,9362,427,0.722,0.639,-2.908,4.747,0.2904,-1,96,0,1,2.0,1,6.0,3,3.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-04-01,30,1,train_pf_2x,1.918,1.918,31,13090,0,,,0.0,0.0,,-1,96,2,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-04-01,30,10,train_pf_2x,1.918,1.918,31,13090,119,0.641,0.555,-2.362,1.308,0.4286,-1,96,2,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-04-01,100,1,train_pf_2x,1.269,1.269,102,9466,28,0.049,0.04,-26.072,0.308,0.1071,-1,96,3,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.0,2,10.0,none
BTCUSDT,1h,2019-04-01,100,10,train_pf_2x,1.269,1.269,102,9466,264,0.205,0.169,-9.899,2.902,0.2235,-1,96,3,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.0,2,10.0,none
BTCUSDT,1h,2019-07-01,30,1,train_pf_2x,2.124,2.124,44,13008,36,0.092,0.076,-34.117,0.391,0.0556,-1,96,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-07-01,30,10,train_pf_2x,2.124,2.124,44,13008,234,0.402,0.341,-9.956,2.545,0.2949,-1,96,4,1,2.0,1,1.0,0,0.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-07-01,100,1,train_pf_2x,1.318,1.318,122,9507,59,0.623,0.547,-2.284,0.642,0.2373,-1,96,0,1,2.0,0,6.0,3,3.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-07-01,100,10,train_pf_2x,1.318,1.318,122,9507,417,0.771,0.673,-2.129,4.535,0.2998,-1,96,0,1,2.0,0,6.0,3,3.0,0,0.0,0.0,0.5,2,10.0,ATRrank<0.5
BTCUSDT,1h,2019-10-01,30,1,train_pf_2x,1.754,1.754,40,13112,9,0.533,0.453,-2.234,0.098,0.2222,0,0,1,1,2.5,1,2.0,3,3.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2019-10-01,30,10,train_pf_2x,1.754,1.754,40,13112,120,0.568,0.483,-2.805,1.305,0.2833,0,0,1,1,2.5,1,2.0,3,3.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2019-10-01,100,1,train_pf_2x,1.201,1.201,118,9599,30,0.467,0.389,-8.195,0.326,0.2667,0,0,1,1,2.0,1,2.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2019-10-01,100,10,train_pf_2x,1.201,1.201,118,9599,324,0.581,0.492,-6.95,3.523,0.3056,0,0,1,1,2.0,1,2.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2020-01-01,30,1,train_pf_2x,1.932,1.932,43,13186,6,2.478,2.095,2.134,0.066,0.6667,0,0,1,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-01-01,30,10,train_pf_2x,1.932,1.932,43,13186,80,0.626,0.513,-1.183,0.88,0.5125,0,0,1,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-01-01,100,1,train_pf_2x,1.24,1.24,117,9396,19,0.976,0.849,-0.122,0.209,0.5789,8,0,1,1,2.0,1,2.0,3,1.0,12,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-01-01,100,10,train_pf_2x,1.24,1.24,117,9396,268,1.29,1.141,3.318,2.946,0.5112,8,0,1,1,2.0,1,2.0,3,1.0,12,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-04-01,30,1,train_pf_2x,1.95,1.95,35,12988,5,2.097,1.767,1.697,0.055,0.6,0,0,1,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-04-01,30,10,train_pf_2x,1.95,1.95,35,12988,108,0.655,0.561,-2.456,1.187,0.3519,0,0,1,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-04-01,100,1,train_pf_2x,1.302,1.302,172,9404,44,0.448,0.411,-21.165,0.484,0.1591,-1,96,1,1,2.0,1,2.0,2,0.0,0,0.0,0.0,0.0,2,10.0,none
BTCUSDT,1h,2020-04-01,100,10,train_pf_2x,1.302,1.302,172,9404,371,0.48,0.423,-12.756,4.079,0.2938,-1,96,1,1,2.0,1,2.0,2,0.0,0,0.0,0.0,0.0,2,10.0,none
BTCUSDT,1h,2020-07-01,30,1,train_pf_2x,1.564,1.564,32,12872,24,0.506,0.407,-9.561,0.261,0.2917,-1,96,2,1,2.5,1,1.0,0,0.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-07-01,30,10,train_pf_2x,1.564,1.564,32,12872,137,0.737,0.566,-1.921,1.49,0.438,-1,96,2,1,2.5,1,1.0,0,0.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-07-01,100,1,train_pf_2x,1.258,1.258,115,9211,65,1.477,1.344,6.43,0.707,0.4615,-1,96,0,1,2.0,1,6.0,3,2.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-07-01,100,10,train_pf_2x,1.258,1.258,115,9211,610,1.081,0.915,1.315,6.633,0.4557,-1,96,0,1,2.0,1,6.0,3,2.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-10-01,30,1,train_pf_2x,2.097,2.097,39,12989,16,1.426,1.217,2.748,0.174,0.625,-1,96,4,1,2.0,0,1.0,3,1.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-10-01,30,10,train_pf_2x,2.097,2.097,39,12989,130,0.715,0.587,-1.665,1.414,0.4692,-1,96,4,1,2.0,0,1.0,3,1.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2020-10-01,100,1,train_pf_2x,1.319,1.319,153,9275,46,1.273,1.14,1.175,0.5,0.3696,-1,96,0,1,2.0,0,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2020-10-01,100,10,train_pf_2x,1.319,1.319,153,9275,423,0.864,0.757,-2.379,4.6,0.3239,-1,96,0,1,2.0,0,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2021-01-01,30,1,train_pf_2x,1.842,1.842,35,12713,6,2.324,2.05,1.662,0.067,0.6667,8,0,2,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2021-01-01,30,10,train_pf_2x,1.842,1.842,35,12713,97,0.753,0.656,-1.371,1.078,0.3711,8,0,2,1,2.5,1,2.0,3,2.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2021-01-01,100,1,train_pf_2x,1.447,1.447,193,9195,38,1.385,1.263,1.481,0.422,0.3947,-1,96,0,1,2.0,0,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2021-01-01,100,10,train_pf_2x,1.447,1.447,193,9195,492,1.152,1.02,1.025,5.469,0.4289,-1,96,0,1,2.0,0,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2021-04-01,30,1,train_pf_2x,2.659,2.659,35,12753,10,0.516,0.453,-2.208,0.11,0.3,0,0,2,1,2.5,1,2.0,3,2.0,12,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-04-01,30,10,train_pf_2x,2.659,2.659,35,12753,102,0.463,0.408,-2.68,1.121,0.2941,0,0,2,1,2.5,1,2.0,3,2.0,12,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-04-01,100,1,train_pf_2x,1.36,1.36,196,9155,57,0.262,0.237,-6.839,0.627,0.1579,-1,96,0,1,2.0,0,6.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-04-01,100,10,train_pf_2x,1.36,1.36,196,9155,403,0.367,0.336,-5.564,4.431,0.196,-1,96,0,1,2.0,0,6.0,3,1.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-07-01,30,1,train_pf_2x,2.177,2.177,38,12897,5,0.614,0.504,-0.814,0.054,0.6,0,0,2,1,2.5,1,2.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-07-01,30,10,train_pf_2x,2.177,2.177,38,12897,66,2.271,1.969,2.004,0.718,0.7121,0,0,2,1,2.5,1,2.0,3,3.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-07-01,100,1,train_pf_2x,1.245,1.245,180,9208,17,0.142,0.116,-2.758,0.185,0.2941,-1,96,0,1,2.0,1,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2021-07-01,100,10,train_pf_2x,1.245,1.245,180,9208,167,0.584,0.521,-2.7,1.816,0.3234,-1,96,0,1,2.0,1,6.0,3,1.0,0,0.0,0.7,0.0,2,10.0,ATRrank>0.7
BTCUSDT,1h,2021-10-01,30,1,train_pf_2x,2.368,2.368,32,13003,13,0.3,0.256,-5.435,0.141,0.3077,0,0,2,1,2.5,1,2.0,3,2.0,12,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-10-01,30,10,train_pf_2x,2.368,2.368,32,13003,114,0.486,0.422,-3.022,1.24,0.2982,0,0,2,1,2.5,1,2.0,3,2.0,12,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2021-10-01,100,1,train_pf_2x,1.22,1.22,204,9186,93,1.066,0.831,1.345,1.011,0.6129,0,0,1,1,2.0,1,2.0,1,0.0,12,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,1h,2021-10-01,100,10,train_pf_2x,1.22,1.22,204,9186,655,0.81,0.648,-3.704,7.123,0.5328,0,0,1,1,2.0,1,2.0,1,0.0,12,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,1h,2022-01-01,30,1,train_pf_2x,1.868,1.868,44,13075,19,0.808,0.632,-1.006,0.211,0.5263,8,0,2,1,2.5,1,2.0,3,2.0,4,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2022-01-01,30,10,train_pf_2x,1.868,1.868,44,13075,177,0.442,0.361,-4.596,1.968,0.4407,8,0,2,1,2.5,1,2.0,3,2.0,4,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2022-01-01,100,1,train_pf_2x,1.356,1.356,114,9315,65,0.84,0.643,-2.53,0.723,0.5385,0,0,1,1,2.5,1,2.0,1,0.0,12,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,1h,2022-01-01,100,10,train_pf_2x,1.356,1.356,114,9315,814,0.713,0.552,-5.044,9.049,0.473,0,0,1,1,2.5,1,2.0,1,0.0,12,0.0,0.5,0.0,2,10.0,ATRrank>0.5
BTCUSDT,1h,2022-04-01,30,1,train_pf_2x,1.647,1.647,66,13115,23,1.098,0.848,2.086,0.253,0.2174,0,0,1,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-04-01,30,10,train_pf_2x,1.647,1.647,66,13115,132,0.804,0.637,-1.412,1.451,0.4621,0,0,1,1,2.0,0,1.0,0,0.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-04-01,100,1,train_pf_2x,1.007,1.007,157,9572,43,0.735,0.571,-10.749,0.473,0.186,0,0,1,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-04-01,100,10,train_pf_2x,1.007,1.007,157,9572,456,0.748,0.629,-6.489,5.013,0.3706,0,0,1,1,1.5,0,1.0,0,0.0,0,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-07-01,30,1,train_pf_2x,2.347,2.347,42,13029,7,2.11,1.67,5.378,0.076,0.4286,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-07-01,30,10,train_pf_2x,2.347,2.347,42,13029,100,0.829,0.627,-1.455,1.087,0.28,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-07-01,100,1,train_pf_2x,1.532,1.532,101,9641,25,0.652,0.47,-7.431,0.272,0.32,0,0,1,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2022-07-01,100,10,train_pf_2x,1.532,1.532,101,9641,242,0.793,0.6,-3.528,2.632,0.3595,0,0,1,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2022-10-01,30,1,train_pf_2x,1.878,1.878,39,12583,8,0.0,0.0,-8.405,0.087,0.0,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-10-01,30,10,train_pf_2x,1.878,1.878,39,12583,399,0.465,0.342,-12.191,4.339,0.3283,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2022-10-01,100,1,train_pf_2x,1.541,1.541,111,8840,34,0.438,0.317,-18.885,0.37,0.2059,0,0,1,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2022-10-01,100,10,train_pf_2x,1.541,1.541,111,8840,378,0.379,0.29,-17.64,4.111,0.254,0,0,1,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,2,10.0,rvol>2.0
BTCUSDT,1h,2023-01-01,30,1,train_pf_2x,1.961,1.961,37,12858,11,0.926,0.715,-0.798,0.122,0.1818,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
BTCUSDT,1h,2023-01-01,30,10,train_pf_2x,1.961,1.961,37,12858,205,0.929,0.746,-1.145,2.279,0.278,8,0,2,1,2.5,0,1.0,0,0.0,12,2.5,0.0,0.0,2,10.0,rvol>2.5
