symbol,tf,quarter,floor,topn,train_pf,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter
XAGUSD,4h,2026-03-01,30,10,3.256,40,9650,39,0.176,0.165,-2.691,0.425,0.1026,-1,24,2,1,2.0,1,2.0,3,1.0,3,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,4h,2026-03-01,100,1,1.882,118,3783,38,0.317,0.295,-23.35,0.414,0.1316,-1,24,2,1,1.5,0,0.5,0,0.0,0,0.0,0.7,0.0,2,5.0,ATRrank>0.7
XAGUSD,4h,2026-03-01,100,10,1.882,118,3783,251,0.338,0.317,-10.188,2.733,0.2271,-1,24,2,1,1.5,0,0.5,0,0.0,0,0.0,0.7,0.0,2,5.0,ATRrank>0.7
XAGUSD,1h,2024-09-01,30,1,2.445,51,13278,19,0.457,0.324,-13.627,0.214,0.1053,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-09-01,30,10,2.445,51,13278,138,1.37,1.127,4.594,1.551,0.2464,8,0,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-09-01,100,1,1.897,131,10530,44,1.879,1.401,43.253,0.495,0.2045,8,0,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-09-01,100,10,1.897,131,10530,421,1.711,1.318,30.957,4.733,0.209,8,0,2,1,2.0,0,0.5,0,0.0,0,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-12-01,30,1,2.693,41,13251,1,inf,inf,0.437,0.011,1.0,0,0,2,1,2.5,1,1.0,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-12-01,30,10,2.693,41,13251,22,0.565,0.433,-0.61,0.247,0.3636,0,0,2,1,2.5,1,1.0,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-12-01,100,1,2.103,151,10683,7,1.668,1.168,4.118,0.079,0.2857,8,0,2,1,2.0,0,0.5,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2024-12-01,100,10,2.103,151,10683,138,1.132,0.832,1.044,1.551,0.3333,8,0,2,1,2.0,0,0.5,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-03-01,30,1,2.976,37,13106,6,0.428,0.388,-3.105,0.067,0.1667,0,0,2,1,2.5,1,1.0,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-03-01,30,10,2.976,37,13106,66,0.577,0.512,-2.434,0.734,0.2121,0,0,2,1,2.5,1,1.0,0,0.0,12,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-03-01,100,1,1.875,144,10118,27,0.331,0.241,-24.088,0.3,0.0741,8,0,2,1,2.0,0,0.5,0,0.0,4,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-03-01,100,10,1.875,144,10118,311,0.48,0.372,-9.564,3.457,0.3055,8,0,2,1,2.0,0,0.5,0,0.0,4,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-06-01,30,1,3.083,30,12976,6,3.723,2.844,14.962,0.065,0.3333,0,0,2,1,2.5,0,0.5,0,0.0,4,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-06-01,30,10,3.083,30,12976,94,2.019,1.675,6.574,1.022,0.383,0,0,2,1,2.5,0,0.5,0,0.0,4,2.5,0.0,0.0,2,5.0,rvol>2.5
XAGUSD,1h,2025-06-01,100,1,1.871,102,9723,14,0.305,0.214,-4.358,0.152,0.2857,-1,96,4,1,2.0,1,1.0,0,0.0,4,0.0,0.7,0.0,2,5.0,ATRrank>0.7
XAGUSD,1h,2025-06-01,100,10,1.871,102,9723,276,0.609,0.463,-11.35,3.001,0.1304,-1,96,4,1,2.0,1,1.0,0,0.0,4,0.0,0.7,0.0,2,5.0,ATRrank>0.7
XAGUSD,1h,2025-09-01,30,1,5.909,34,13105,1,inf,0.0,0.036,0.011,1.0,-1,96,2,1,2.5,0,1.0,0,0.0,4,0.0,0.0,0.5,2,5.0,ATRrank<0.5
XAGUSD,1h,2025-09-01,30,10,5.909,34,13105,17,0.952,0.711,-0.032,0.189,0.6471,-1,96,2,1,2.5,0,1.0,0,0.0,4,0.0,0.0,0.5,2,5.0,ATRrank<0.5
