tf,beta_win,L,z_thr,H,hedged,tag,trades,span_days,tpd,tpd_per_coin,pf_0x,pf,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
30m,100,2,2.0,2,False,null1,11651,2205,5.283900226757369,1.3209750566893423,0.9843231686158506,0.7158841294922935,0.5229240288752489,0.3843343144862681,0.4329242125139473,-0.03927988158918916,-457.6499003956429,463.3907648745362,1.0,-4.95443577519331,-0.2075509752361192,inf
30m,100,2,2.0,4,True,null1,5864,2205,2.659410430839002,0.6648526077097505,1.002173682091234,0.6239111184951517,0.39143110996905467,0.248278314057188,0.4104706684856753,-0.0529293750672678,-310.3778553944584,315.05602976541564,2.0,-5.243096568463965,-0.1407609321516818,inf
30m,100,2,2.0,4,False,null1,5864,2205,2.659410430839002,0.6648526077097505,1.003155951766507,0.7898631505817502,0.6226537521774946,0.49173927049768734,0.45139836289222374,-0.02610668736381496,-153.08961470141094,158.68091787261824,2.0,-2.610700926789838,-0.06942839668998228,inf
30m,100,2,2.5,1,True,null1,11827,2206,5.36128739800544,1.34032184950136,0.9865260549285795,0.44407368527978525,0.20938406135585955,0.1062983819822492,0.34581888898283586,-0.10514632578259503,-1243.5655950307514,1243.7137224689277,0.5,-12.178673737816506,-0.5637196713648012,inf
30m,100,2,2.5,1,False,null1,11827,2206,5.36128739800544,1.34032184950136,0.9892280210287704,0.6598361470528589,0.4432362929664318,0.30150344787291433,0.4214931935402046,-0.05281501959314096,-624.6432367280781,624.8474983717639,0.5,-6.1854152607385595,-0.283156498970117,inf
30m,100,2,2.5,2,True,null1,5918,2205,2.6839002267573697,0.6709750566893424,1.0061444378251923,0.5403720834804624,0.2977544639776441,0.16907967725210296,0.3788442041230145,-0.07228491532391144,-427.7821288869079,430.9981472059929,1.0,-6.546758598863987,-0.19400550062898317,inf
30m,100,2,2.5,2,False,null1,5918,2205,2.6839002267573697,0.6709750566893424,1.0077126451728546,0.7356422239137062,0.5397945700833363,0.39880410648903614,0.4313957418046637,-0.0354334968063175,-209.69543409978695,214.9320458989834,1.0,-3.2382315965379935,-0.09509997011328207,inf
30m,100,2,2.5,4,True,null1,2966,2204,1.3457350272232305,0.3364337568058076,1.0080610539789137,0.6341151125357394,0.401058681304064,0.25585658055915633,0.4140256237356709,-0.05044535986810692,-149.62093736880513,151.6795796561697,2.0,-3.577130274367146,-0.06788608773539252,inf
30m,100,2,2.5,4,False,null1,2966,2204,1.3457350272232305,0.3364337568058076,1.0068750604692214,0.7965253973879737,0.6305922661288009,0.4998819955716255,0.4554956169925826,-0.024789504335876563,-73.52566986020989,76.03590449697018,2.0,-1.782087636926855,-0.033360104292291234,inf
30m,100,2,3.0,1,True,null1,6302,2205,2.8580498866213153,0.7145124716553288,0.9726944335635519,0.4363057367803703,0.20518491545913306,0.1041159156072385,0.3416375753728975,-0.10320269107150339,-650.3833591326144,650.3833591326152,0.5,-9.161956058218633,-0.2949584395159249,inf
30m,100,2,3.0,1,False,null1,6302,2205,2.8580498866213153,0.7145124716553288,0.9725028453112472,0.6473334918523321,0.434203631091907,0.29510708181385437,0.41589971437638845,-0.05303209985657586,-334.20829329614105,334.28096744639134,0.5,-4.757981513298496,-0.1515683869823769,inf
30m,100,2,3.0,2,True,null1,3180,2205,1.4421768707482994,0.36054421768707484,0.9835899779182481,0.5233204348449705,0.28437945006424636,0.15906161291001233,0.3776729559748428,-0.07257972251329481,-230.8035175922775,232.58827815277783,1.0,-5.024302198210486,-0.1046727970940034,inf
30m,100,2,3.0,2,False,null1,3180,2205,1.4421768707482994,0.36054421768707484,0.9823358854290622,0.7135155689356186,0.5204691955657358,0.3816745995473455,0.4327044025157233,-0.037141457179384794,-118.10983383044365,121.04402638392196,1.0,-2.5987114355042737,-0.05356455048999712,inf
30m,100,2,3.0,4,True,null1,1599,2204,0.7254990925589837,0.18137477313974593,0.9728329212206724,0.6026443539667155,0.37357946925129654,0.23302496926117716,0.41213258286429016,-0.052773314374800685,-84.38452968530629,85.8919221553212,2.0,-2.91247234108214,-0.038286991690247865,inf
30m,100,2,3.0,4,False,null1,1599,2204,0.7254990925589837,0.18137477313974593,0.9733905450397692,0.7642668204717016,0.6000921071524239,0.47131168757998065,0.45653533458411505,-0.027591074179280462,-44.11812761266946,46.03360555423113,2.0,-1.5446221235666746,-0.02001729927979558,inf
30m,100,4,1.5,1,True,null1,54652,2206,24.774252039891206,6.193563009972801,1.0118069578893183,0.45575160900093226,0.21609468579832042,0.11050624065737014,0.34823977164605135,-0.10574746406190245,-5779.310405911093,5779.76662708023,0.5,-25.008045579583683,-2.6198143272489087,inf
30m,100,4,1.5,1,False,null1,54652,2206,24.774252039891206,6.193563009972801,1.0114459971081293,0.6746846911689192,0.45346928188485774,0.3089837231089422,0.42238161457952134,-0.05189749854839547,-2836.302090666909,2838.3904752096655,0.5,-12.419155571186513,-1.2857217092778372,inf
30m,100,4,1.5,2,True,null1,27158,2206,12.310970081595649,3.077742520398912,1.0181980031346718,0.5400284400346942,0.29181721341491407,0.1632197007653312,0.3862213712349952,-0.07375889023669055,-2003.143941048042,2005.6784400197037,1.0,-14.205828324122754,-0.9080434909555948,inf
30m,100,4,1.5,2,False,null1,27158,2206,12.310970081595649,3.077742520398912,1.0178313350917265,0.7388434843509866,0.5379627721267041,0.3936485274575574,0.4405699977907062,-0.03569067825487621,-969.287440045928,972.8191173731178,1.0,-6.954263952160563,-0.43938687218763733,inf
30m,100,4,1.5,4,True,null1,13622,2205,6.177777777777778,1.5444444444444445,1.0325000330205039,0.641784838484199,0.4016002470126803,0.2545498854833935,0.41733959770958745,-0.050066487918043294,-682.0056984195858,683.1105017537219,2.0,-7.556266591274056,-0.30929963647146747,inf
30m,100,4,1.5,4,False,null1,13622,2205,6.177777777777778,1.5444444444444445,1.030668679163436,0.8108210653548686,0.6387545578544073,0.504009940907734,0.45543972984877407,-0.023345065824764134,-318.00648666493703,321.2869878028792,2.0,-3.5589212906521315,-0.1442206288729873,inf
30m,100,4,2.0,1,True,null1,24728,2206,11.209428830462375,2.802357207615594,1.0354178791213235,0.46721208502494277,0.22242600710982527,0.11454140455416738,0.3495632481397606,-0.10036765929045421,-2481.8914789343517,2482.9160476242596,0.5,-16.234707374138786,-1.1250641336964422,inf
30m,100,4,2.0,1,False,null1,24728,2206,11.209428830462375,2.802357207615594,1.035696481110707,0.691384237517333,0.46520570159020663,0.3174837153939647,0.4249029440310579,-0.04767599599937115,-1178.9320290724497,1181.05736050969,0.5,-7.791842968336563,-0.5344206840763598,inf
30m,100,4,2.0,2,True,null1,12397,2206,5.619673617407072,1.404918404351768,1.02354909267498,0.5423686345943307,0.2928265620353043,0.1636653733026423,0.3866257965636848,-0.07148918600468777,-886.2514389001144,888.8187865162704,1.0,-9.566159277814265,-0.4017458925204508,inf
30m,100,4,2.0,2,False,null1,12397,2206,5.619673617407072,1.404918404351768,1.0255261936577393,0.7438882403275086,0.5413422597365115,0.39591696119091013,0.4409937888198758,-0.03402297666164426,-421.7828416744038,427.3432727636992,1.0,-4.593771240910079,-0.19119802433109873,inf
30m,100,4,2.0,4,True,null1,6261,2205,2.839455782312925,0.7098639455782313,1.0330752140759407,0.6423852837446172,0.4022714925563305,0.25487903197272865,0.4183037853378055,-0.04890084316942136,-306.16817908374713,308.3158442198697,2.0,-5.149300409009278,-0.138851781897391,inf
30m,100,4,2.0,4,False,null1,6261,2205,2.839455782312925,0.7098639455782313,1.0274688170057948,0.8081451705497549,0.6365980615906704,0.502372482326834,0.45455997444497687,-0.023172152112395535,-145.08084437570844,148.44778922813674,2.0,-2.4672894445595785,-0.06579630130417616,inf
30m,100,4,2.5,1,True,null1,11394,2205,5.16734693877551,1.2918367346938775,1.0309891574631782,0.46595216273822426,0.22360117522817424,0.11648289188331158,0.3474635773213972,-0.09729724791099355,-1108.6048426978605,1109.6665003251921,0.5,-10.728266926725736,-0.5027686361441545,inf
30m,100,4,2.5,1,False,null1,11394,2205,5.16734693877551,1.2918367346938775,1.031957578661237,0.6895530870979649,0.46511228196020005,0.318503683009777,0.42022116903633494,-0.046394215308361866,-528.6156892234751,533.1045747537854,0.5,-5.165788116084889,-0.2397350064505556,inf
30m,100,4,2.5,2,True,null1,5757,2205,2.6108843537414965,0.6527210884353741,1.0032289696978618,0.5264861544449405,0.2828602183784474,0.15827775608977862,0.37849574431127325,-0.07120396572157474,-409.92123065910573,411.5223697696739,1.0,-6.649297803435756,-0.18590532002680532,inf
30m,100,4,2.5,2,False,null1,5757,2205,2.6108843537414965,0.6527210884353741,1.0042572442404696,0.7248687302571639,0.5254741232990459,0.38344523431426364,0.43303804064616985,-0.035131276641133725,-202.25075962300684,205.69317459252676,1.0,-3.2936187312521397,-0.09172370050930015,inf
30m,100,4,2.5,4,True,null1,2912,2205,1.3206349206349206,0.33015873015873015,1.0004144968980795,0.6190854375485797,0.3843553996948756,0.24085447892864884,0.41380494505494503,-0.050566761064627,-147.25040822019383,149.21989455561732,2.0,-3.826909716819593,-0.06678023048534867,inf
30m,100,4,2.5,4,False,null1,2912,2205,1.3206349206349206,0.33015873015873015,1.0024575784173042,0.7866473060464806,0.6180637321300955,0.48616333239793164,0.4498626373626374,-0.024920843329706944,-72.56949577610662,75.65428805805429,2.0,-1.902393143010779,-0.03291133595288282,inf
30m,100,4,3.0,1,True,null1,5365,2205,2.433106575963719,0.6082766439909297,1.0021696999903198,0.45239334913085594,0.21586501409041817,0.1120079190663908,0.34333643988816404,-0.09529639317606337,-511.26514938957996,511.60077283104596,0.5,-7.594828309114509,-0.23186628090230385,inf
30m,100,4,3.0,1,False,null1,5365,2205,2.433106575963719,0.6082766439909297,1.0052873215587852,0.6711469403785906,0.45216795947288774,0.3090304766908664,0.42050326188257225,-0.04689900786831919,-251.61317721353242,253.25850199540977,0.5,-3.7813368129743052,-0.11411028445058159,inf
30m,100,4,3.0,2,True,null1,2708,2205,1.2281179138321996,0.3070294784580499,0.917052061139526,0.47802622246445803,0.253693852111048,0.1395190409350305,0.37038404726735596,-0.0767035626844969,-207.7132477496176,209.6673842980042,1.0,-5.061688625128686,-0.09420101938758169,inf
30m,100,4,3.0,2,False,null1,2708,2205,1.2281179138321996,0.3070294784580499,0.9210645256576245,0.6627941146633513,0.4784448914740258,0.3475842089470994,0.4257754800590842,-0.042091620487861206,-113.98410828112814,116.46084368200704,1.0,-2.76675904991153,-0.05169347314336877,inf
30m,100,4,3.0,4,True,null1,1353,2204,0.6138838475499092,0.1534709618874773,0.8974914053103251,0.5549866041737977,0.3446302297325721,0.2163076086818043,0.39320029563932,-0.05840685681416918,-79.0244772695709,80.24138904273552,2.0,-3.178085580914796,-0.035855025984378806,inf
30m,100,4,3.0,4,False,null1,1353,2204,0.6138838475499092,0.1534709618874773,0.8976565749559916,0.7042047737646877,0.5530501583839067,0.4348572731073357,0.4360679970436068,-0.03427269591174527,-46.37095756859135,47.84697818038465,2.0,-1.8800188564550622,-0.021039454432210232,inf
30m,100,8,1.5,1,True,null1,63130,2206,28.617407071622846,7.154351767905712,1.0055644496723608,0.45346160212476044,0.21529548519159789,0.11036508745660421,0.3480120386504039,-0.10541972885350791,-6655.147482521954,6656.433063602311,0.5,-26.857318317544383,-3.01683929398094,inf
30m,100,8,1.5,1,False,null1,63130,2206,28.617407071622846,7.154351767905712,1.0043060928273526,0.6705224509353223,0.4510764488618127,0.30758356289856786,0.4217170917155077,-0.05226134993083285,-3299.2590211334777,3303.0037131997265,0.5,-13.47512348013511,-1.4955843250831722,inf
30m,100,8,1.5,2,True,null1,31477,2206,14.268812330009066,3.5672030825022665,1.006888975548507,0.5333285724097524,0.28758705910769017,0.16022989919797503,0.3858055087841916,-0.07424844848337109,-2337.1184129110716,2337.1890787543293,1.0,-15.697963580778133,-1.0594371772035682,inf
30m,100,8,1.5,2,False,null1,31477,2206,14.268812330009066,3.5672030825022665,1.0052327116108408,0.729176210412761,0.5303153945583508,0.38747939061607367,0.4405438891889316,-0.03674213194866429,-1156.532087348106,1157.7305298035205,1.0,-7.8462353578135815,-0.5242665853799211,inf
30m,100,8,1.5,4,True,null1,15754,2206,7.14143245693563,1.7853581142339074,1.0131337441121497,0.6288350113057415,0.39222395352085576,0.24761277445815014,0.42014726418687315,-0.05157477766567925,-812.509047345111,812.9945795378384,2.0,-8.533831783341206,-0.3683177911809207,inf
30m,100,8,1.5,4,False,null1,15754,2206,7.14143245693563,1.7853581142339074,1.0110390157439775,0.7950217671409637,0.6254523319023038,0.4927075639885968,0.46134315094579154,-0.025179546390734747,-396.6785738396352,404.51966398705275,2.0,-4.206738655971222,-0.17981802984570952,inf
30m,100,8,2.0,1,True,null1,27114,2206,12.29102447869447,3.0727561196736173,1.0024095842308576,0.4518738370246539,0.2143237017533336,0.109544724236719,0.3480120970716235,-0.10339099234381678,-2803.343366410248,2805.1493452421796,0.5,-17.583920861463447,-1.2707812177743645,inf
30m,100,8,2.0,1,False,null1,27114,2206,12.29102447869447,3.0727561196736173,1.0010496786276555,0.6682803449610145,0.44973175471804266,0.3067284861816661,0.420631408128642,-0.05146282771036279,-1395.3631105387767,1397.5973367408599,0.5,-8.82870971750542,-0.6325308751309051,inf
30m,100,8,2.0,2,True,null1,13606,2205,6.170521541950113,1.5426303854875283,0.9824801439076927,0.5208181199528805,0.28079517607516513,0.15622233088684873,0.38394825812141703,-0.0753609422469651,-1025.360980212207,1025.3609802122076,1.0,-10.558223622200321,-0.4650163175565565,inf
30m,100,8,2.0,2,False,null1,13606,2205,6.170521541950113,1.5426303854875283,0.9806905452491914,0.7115777017350073,0.5176735465997315,0.378359701106869,0.43848302219609,-0.03870072533760623,-526.5620689434704,526.562068943469,1.0,-5.46062991921354,-0.23880365938479384,inf
30m,100,8,2.0,4,True,null1,6809,2205,3.087981859410431,0.7719954648526077,0.977306686214304,0.60824167342196,0.38056331270935667,0.24065577917505068,0.4135702746365105,-0.05428462629135893,-369.624020417863,369.6240204178631,2.0,-6.012898018345308,-0.16762994123259092,inf
30m,100,8,2.0,4,False,null1,6809,2205,3.087981859410431,0.7719954648526077,0.9762921712534776,0.7686921939356616,0.6058271071933271,0.4781004380921944,0.45307681010427375,-0.028351553709557546,-193.04572920837734,195.57984933660273,2.0,-3.1668095234605658,-0.08754908354121421,inf
30m,100,8,2.5,1,True,null1,11230,2205,5.09297052154195,1.2732426303854876,1.0203454060352464,0.4613730161738845,0.2207231590668365,0.1141377010312942,0.3452359750667854,-0.09701690863636975,-1089.4998839864322,1090.5657042816194,0.5,-11.245234012563055,-0.49410425577615974,inf
30m,100,8,2.5,1,False,null1,11230,2205,5.09297052154195,1.2732426303854876,1.01951376306251,0.680931562361104,0.45902976563968867,0.31405252948746937,0.4207479964381122,-0.04713377522058827,-529.3122957272063,530.7525951168254,0.5,-5.518836302182864,-0.24005092776744053,inf
30m,100,8,2.5,2,True,null1,5637,2205,2.5564625850340135,0.6391156462585034,1.008010236994473,0.53697437658312,0.292706105823714,0.1649112504275535,0.384069540535746,-0.06966506635402742,-392.7019790376525,394.41037476788136,1.0,-6.591555782104199,-0.178096135617983,inf
30m,100,8,2.5,2,False,null1,5637,2205,2.5564625850340135,0.6391156462585034,1.0099662837117083,0.7341362240736461,0.535593699886764,0.39309467607720877,0.43746673762639704,-0.034003249578849044,-191.67631787597205,195.35919401757673,1.0,-3.245774593598385,-0.08692803531790115,inf
30m,100,8,2.5,4,True,null1,2828,2204,1.2831215970961887,0.32078039927404717,0.9716942568710988,0.6011599516301129,0.37469249431648766,0.2352274522663147,0.40594059405940597,-0.05258954291244668,-148.7232273563992,151.75262409677887,2.0,-4.0087497641171685,-0.06747877829237714,inf
30m,100,8,2.5,4,False,null1,2828,2204,1.2831215970961887,0.32078039927404717,0.9778438568826218,0.7669571889397603,0.6028074347982394,0.47459328064233736,0.44377652050919375,-0.02696604083995209,-76.25996349538451,81.53763335579129,2.0,-2.0790175588027453,-0.034600709389920374,inf
30m,100,8,3.0,1,True,null1,4394,2204,1.9936479128856623,0.4984119782214156,0.9920823168632011,0.4484446809823781,0.21267045348092803,0.10881446976406228,0.3493400091033227,-0.09442753473721663,-414.91458763532984,414.9513834050066,0.5,-7.323809278659027,-0.1882552575477903,inf
30m,100,8,3.0,1,False,null1,4394,2204,1.9936479128856623,0.4984119782214156,0.9941908903141641,0.6640623717015391,0.446803046932308,0.3044019670578402,0.42125625853436505,-0.047164208965711274,-207.23953419533535,207.39443790982432,0.5,-3.7069797258962423,-0.09402882676739353,inf
30m,100,8,3.0,2,True,null1,2190,2204,0.9936479128856625,0.2484119782214156,0.9814160690843657,0.5218900197575017,0.2844661080180148,0.16007476845417024,0.3771689497716895,-0.06808590481787546,-149.10813155114727,150.27884851182938,1.0,-4.233071605069862,-0.06765341721921382,inf
30m,100,8,3.0,2,False,null1,2190,2204,0.9936479128856625,0.2484119782214156,0.9787274674192702,0.7105403158767842,0.5181133447815574,0.3802453896870856,0.4315068493150685,-0.0350826244800891,-76.83094761139513,80.16621220204672,1.0,-2.200680445389558,-0.034859776593191984,inf
30m,100,8,3.0,4,True,null1,1100,2204,0.49909255898366606,0.12477313974591651,0.9854053972253511,0.6113476933986791,0.382201953137889,0.24163252521259448,0.40545454545454546,-0.048067833108585103,-52.87461641944361,55.958235848719255,2.0,-2.3875766225323702,-0.023990297830963528,inf
30m,100,8,3.0,4,False,null1,1100,2204,0.49909255898366606,0.12477313974591651,0.988376686620887,0.776756546600174,0.6118635756700137,0.48245247316153694,0.4409090909090909,-0.02431180423581009,-26.742984659391098,30.93395839465893,2.0,-1.2216638059287772,-0.01213384058956039,inf
30m,100,16,1.5,1,True,null1,75123,2206,34.05394378966455,8.513485947416138,0.9957964150910378,0.44833731039871977,0.21251868539760993,0.10861009095466907,0.3466581473050863,-0.10578284775176908,-7946.724871656148,7947.2280908437415,0.5,-30.07693166310525,-3.602323151249387,inf
30m,100,16,1.5,1,False,null1,75123,2206,34.05394378966455,8.513485947416138,0.9954056473277862,0.663885530714511,0.44619355679997935,0.30397418687709465,0.4202973789651638,-0.05295888121106351,-3978.4300332187245,3980.9979047386587,0.5,-15.241423118594822,-1.8034587639250792,inf
30m,100,16,1.5,2,True,null1,37624,2206,17.055303717135086,4.2638259292837715,0.9937483737940898,0.5281579385005297,0.28594511584244603,0.15981417436156822,0.38374441845630447,-0.07518177271396544,-2828.6390165902353,2828.777837342184,1.0,-17.492702513927078,-1.2822479676292997,inf
30m,100,16,1.5,2,False,null1,37624,2206,17.055303717135086,4.2638259292837715,0.993700430661394,0.7222301474516192,0.5263465033860962,0.38552027238658315,0.44064958537103976,-0.037777466922615736,-1421.3394154964944,1422.141525472464,1.0,-8.878419820643977,-0.6443061720292359,inf
30m,100,16,1.5,4,True,null1,18792,2206,8.518585675430643,2.1296464188576607,1.008901104145181,0.6249750849667898,0.38936251067903566,0.24539036789431146,0.4175180928054491,-0.051640039570940134,-970.4196236171069,970.4613142208345,2.0,-9.512846596605616,-0.4399001013676822,inf
30m,100,16,1.5,4,False,null1,18792,2206,8.518585675430643,2.1296464188576607,1.0086002524283908,0.7923197438278947,0.6229385342969982,0.49048006631161134,0.45817369093231164,-0.02525221986914539,-474.53971578098015,478.75859435609425,2.0,-4.703787265707648,-0.215113198450127,inf
30m,100,16,2.0,1,True,null1,32459,2206,14.713961922030824,3.678490480507706,0.9846696429098347,0.4434752643557246,0.20931874943089793,0.10651612223276032,0.3501032071228319,-0.10524573250534679,-3416.171231391051,3416.6548681023683,0.5,-20.15225913905127,-1.5485817005399143,inf
30m,100,16,2.0,1,False,null1,32459,2206,14.713961922030824,3.678490480507706,0.9839885363297548,0.6569643419196934,0.44137745472618123,0.3001226120933107,0.42274869835792844,-0.053430743553555156,-1734.308505004847,1734.8656112822073,0.5,-10.348389872089971,-0.7861779261128046,inf
30m,100,16,2.0,2,True,null1,16154,2205,7.326077097505669,1.8315192743764173,0.9919039749155896,0.5254279163222115,0.28323499385445405,0.1579816665283987,0.38584870620279804,-0.07386228209509209,-1193.1713049641176,1193.2811012923253,1.0,-11.631795781917909,-0.5411207732263572,inf
30m,100,16,2.0,2,False,null1,16154,2205,7.326077097505669,1.8315192743764173,0.9918424474805733,0.7197003238353032,0.5233510950787675,0.38226405139436387,0.44292435310139905,-0.0372162913749585,-601.1919708710797,601.6407098925329,1.0,-5.924656090400978,-0.27264941989618124,inf
30m,100,16,2.0,4,True,null1,8107,2205,3.6766439909297053,0.9191609977324263,0.981023299460018,0.6082644785704292,0.3789649955508812,0.23857354720371185,0.41643024546688046,-0.053593169894979774,-434.479828338601,435.08193050426667,2.0,-6.5509054456671505,-0.19704300604925215,inf
30m,100,16,2.0,4,False,null1,8107,2205,3.6766439909297053,0.9191609977324263,0.977104430152281,0.768071787194653,0.6041383518140083,0.47563738488844315,0.4561490070309609,-0.028108247049324183,-227.87355882887115,229.63707427886627,2.0,-3.476659167626933,-0.10334401760946538,inf
30m,100,16,2.5,1,True,null1,11943,2205,5.416326530612245,1.3540816326530611,0.9682045511299556,0.43478837534981885,0.20492558814434453,0.10433510803208632,0.347735074939295,-0.10431656379410177,-1245.8527213929574,1245.892543934317,0.5,-12.441887797242062,-0.5650125720602981,inf
30m,100,16,2.5,1,False,null1,11943,2205,5.416326530612245,1.3540816326530611,0.9680961524968896,0.6455014050288622,0.43311180754712764,0.2943947515936922,0.42091601775098386,-0.05388615454926516,-643.5623437818738,643.6860933892036,0.5,-6.496976686187533,-0.2918650085178566,inf
30m,100,16,2.5,2,True,null1,5990,2205,2.7165532879818595,0.6791383219954649,0.9920117963447774,0.5258510540413812,0.2844810501373212,0.1593660382286496,0.3831385642737897,-0.07183121611202448,-430.2689845110266,430.4630194580262,1.0,-6.863580028544117,-0.1951333263088556,inf
30m,100,16,2.5,2,False,null1,5990,2205,2.7165532879818595,0.6791383219954649,0.9922432922676074,0.7200265213998983,0.5238945569934923,0.3832876344414673,0.4429048414023372,-0.03614838328625572,-216.52881588467176,216.90978836840594,1.0,-3.488417805720697,-0.09819900947150646,inf
30m,100,16,2.5,4,True,null1,2998,2205,1.3596371882086167,0.33990929705215417,1.035220885662233,0.6482963176491703,0.40825203005289223,0.26034051656982526,0.4219479653102068,-0.046349061191508445,-138.9544854521423,140.35238331583653,2.0,-3.3847225681055475,-0.06301790723453166,inf
30m,100,16,2.5,4,False,null1,2998,2205,1.3596371882086167,0.33990929705215417,1.0327883223041967,0.8154774495143104,0.6446587674540212,0.5100709398986274,0.461974649766511,-0.021497904410785362,-64.45071742353451,67.207505058534,2.0,-1.5885190275821257,-0.02922935030545783,inf
30m,100,16,3.0,1,True,null1,3925,2205,1.780045351473923,0.44501133786848074,0.9937691647866431,0.4424244592768535,0.2061609217285244,0.10389904960591728,0.354140127388535,-0.09595569052553221,-376.62608531271394,376.70825819510014,0.5,-7.101669154254838,-0.17080548086744396,inf
30m,100,16,3.0,1,False,null1,3925,2205,1.780045351473923,0.44501133786848074,0.9949712351537854,0.6602851960041458,0.4408292608161971,0.29806370833696266,0.4259872611464968,-0.047943325390970466,-188.17755215955907,188.79041857361182,0.5,-3.5865564031332897,-0.08534129349639867,inf
30m,100,16,3.0,2,True,null1,1964,2205,0.890702947845805,0.22267573696145124,1.0122531032230286,0.5291251812194375,0.28247241645365406,0.15623885725876496,0.3890020366598778,-0.06606999063824497,-129.76146161351312,129.95549656051185,1.0,-3.9543206069288934,-0.05884873542562953,inf
30m,100,16,3.0,2,False,null1,1964,2205,0.890702947845805,0.22267573696145124,1.006275751863832,0.7240520582751695,0.5221979039078706,0.37904392897327815,0.4455193482688391,-0.03284537063012377,-64.50830791756309,64.75876189514118,1.0,-1.9914209189641312,-0.029255468443339268,inf
30m,100,16,3.0,4,True,null1,978,2205,0.4435374149659864,0.1108843537414966,0.9784112438805194,0.6003412884753868,0.37019311888646567,0.23074675229418656,0.41513292433537835,-0.049614642051078746,-48.523119925955015,49.01632165696963,2.0,-2.3396600485635743,-0.022005950079798192,inf
30m,100,16,3.0,4,False,null1,978,2205,0.4435374149659864,0.1108843537414966,0.9782677805458938,0.7639214281312532,0.5969250142477428,0.4667116073388669,0.4601226993865031,-0.02571471009248391,-25.148986470449266,26.635974881368256,2.0,-1.230678812680436,-0.011405436041020076,inf
30m,200,2,1.5,1,True,null1,47989,2204,21.773593466424682,5.4433983666061705,0.9978809398140868,0.45007896802709657,0.21371102307559076,0.1094457359527961,0.3472670820396341,-0.10809348308109872,-5187.298159578846,5191.885163876457,0.5,-24.090123455902646,-2.3535835569776977,inf
30m,200,2,1.5,1,False,null1,47989,2204,21.773593466424682,5.4433983666061705,0.9989270790053593,0.6677697894754187,0.44962438677849936,0.30689865110417747,0.4220758923920065,-0.05393419389806182,-2588.2480309740886,2594.204446233122,0.5,-12.103543949366475,-1.1743412118757208,inf
30m,200,2,1.5,2,True,null1,23907,2204,10.84709618874773,2.7117740471869327,1.003327761287835,0.5310537177214769,0.2869223814827671,0.16076516184119005,0.38131091312167986,-0.07585119597917653,-1813.3745422741733,1815.3450401448154,1.0,-13.709417393612952,-0.822765218817683,inf
30m,200,2,1.5,2,False,null1,23907,2204,10.84709618874773,2.7117740471869327,1.0049959626494183,0.7292203749120391,0.5308620189737198,0.3885844590687661,0.43878361986029196,-0.03745179082674014,-895.3599632948765,898.5143563466779,1.0,-6.816823877767103,-0.4062431775385102,inf
30m,200,2,1.5,4,True,null1,11945,2204,5.419691470054446,1.3549228675136116,1.0422221136168808,0.6471557011612893,0.4049109386533599,0.2561427489962553,0.41598995395563,-0.04927979585122829,-588.647161442922,593.2656046284058,2.0,-6.961442960128938,-0.2670812892209265,inf
30m,200,2,1.5,4,False,null1,11945,2204,5.419691470054446,1.3549228675136116,1.0443995991725603,0.8217843892458447,0.6474848059612595,0.5112084307825634,0.4574298869820008,-0.022040884080643953,-263.27836034329204,268.8877062625137,2.0,-3.130534999828534,-0.11945479144432489,inf
30m,200,2,2.0,1,True,null1,23328,2204,10.584392014519056,2.646098003629764,0.9715251378135062,0.43695325848292116,0.20670226492806595,0.10573628537826885,0.34405006858710563,-0.10987426686460268,-2563.1468974174513,2563.524439019623,0.5,-17.27201174414911,-1.1629523128028363,inf
30m,200,2,2.0,1,False,null1,23328,2204,10.584392014519056,2.646098003629764,0.9742645493196893,0.6506821237548249,0.43765107903340805,0.29831490874017985,0.419238683127572,-0.05633244967674544,-1314.1233860591176,1314.8712689680704,0.5,-8.912893118267366,-0.596244730516841,inf
30m,200,2,2.0,2,True,null1,11671,2203,5.297775760326827,1.3244439400817067,0.9858395392457658,0.5236488752668665,0.2845286420123573,0.15997724886726455,0.375631908148402,-0.07672238452073074,-895.4269497414485,897.4110917814852,1.0,-9.750681945513676,-0.4064579889884015,inf
30m,200,2,2.0,2,False,null1,11671,2203,5.297775760326827,1.3244439400817067,0.9868764499211583,0.7171435707015906,0.523493344083852,0.3844203391426346,0.4326964270413846,-0.038984101943972095,-454.98345378809836,459.15254088511443,1.0,-4.985907014413597,-0.20652903031688533,inf
30m,200,2,2.0,4,True,null1,5887,2203,2.672265093054925,0.6680662732637312,1.0066342003594857,0.6254477965988519,0.39153746485396834,0.24793598176419251,0.41039578732801085,-0.05231184184056379,-307.959812915399,312.9592363147715,2.0,-5.270220338758475,-0.13979110890394872,inf
30m,200,2,2.0,4,False,null1,5887,2203,2.672265093054925,0.6680662732637312,1.0102571056957401,0.7951775599841573,0.6266470773787546,0.49471034681554416,0.45218277560727027,-0.025336004900489862,-149.15306084918382,154.82854346970768,2.0,-2.569261856400845,-0.06770452149304758,inf
