tf,beta_win,L,z_thr,H,hedged,tag,trades,span_days,tpd,tpd_per_coin,pf_0x,pf,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
15m,50,8,2.0,2,True,null0,28622,2209,12.956994114984155,3.239248528746039,1.0386905173467382,0.4677864260784291,0.22321909935550902,0.11550425598636453,0.34693592341555446,-0.10189325079440677,-2916.3886242375106,2918.9567223873305,0.5,-17.238292800269917,-1.3202302508997332,inf
15m,50,8,2.0,2,False,null0,28622,2209,12.956994114984155,3.239248528746039,1.0384952328473551,0.6899554065551085,0.4625254914395465,0.3150524646730471,0.4209349451470897,-0.04800002542891793,-1373.856727826489,1379.3288437320966,0.5,-8.32682512515387,-0.6219360470015795,inf
15m,50,8,2.0,4,True,null0,14298,2209,6.472612041647804,1.618153010411951,1.0442071326405455,0.5571673680774402,0.30423956634803484,0.1728631546049448,0.3868373199048818,-0.0703882747601056,-1006.41155251999,1007.6553778939685,1.0,-9.78631563121098,-0.4555959948030738,inf
15m,50,8,2.0,4,False,null0,14298,2209,6.472612041647804,1.618153010411951,1.0434294760002285,0.7580148624464075,0.5525734975032064,0.40548648791177144,0.44278920128689325,-0.03240167202932184,-463.2791066752437,465.81853022523387,1.0,-4.596733941958389,-0.20972345254651142,inf
15m,50,8,2.5,1,True,null0,25243,2209,11.427342688999547,2.8568356722498867,1.002481350113527,0.387341723236159,0.1652182739312332,0.07967592798731908,0.3133938121459415,-0.14306142112223075,-3611.2994533884707,3611.6378076326805,0.25,-19.77443700575388,-1.634811884739009,inf
15m,50,8,2.5,1,False,null0,25243,2209,11.427342688999547,2.8568356722498867,1.0040405624578768,0.61326716123263,0.3807016456058382,0.24272408462322936,0.4003486114962564,-0.07030262936476085,-1774.6492730546584,1778.2402322712674,0.25,-10.057048535294454,-0.8033722376888449,inf
15m,50,8,2.5,2,True,null0,12589,2209,5.69895880488909,1.4247397012222724,0.9988738446966029,0.453242201704394,0.21708709537825013,0.11220778383875374,0.3453014536500119,-0.1014521283331488,-1277.1808435860103,1277.1808435860146,0.5,-12.058676498453819,-0.5781715000389362,inf
15m,50,8,2.5,2,False,null0,12589,2209,5.69895880488909,1.4247397012222724,1.000051328317587,0.6658695218230973,0.4476449620296623,0.3054149535454744,0.41520374930494874,-0.050056143925890285,-630.1567958830328,630.5230648808412,0.5,-6.143856874053328,-0.285267902165248,inf
15m,50,8,2.5,4,True,null0,6318,2209,2.8601177003168856,0.7150294250792214,1.0334808534121687,0.5545963227338649,0.3033847001623524,0.17241032949715604,0.3901551123773346,-0.06780998610710058,-428.42349222466146,430.771980146355,1.0,-6.554712746802864,-0.19394454152316046,inf
15m,50,8,2.5,4,False,null0,6318,2209,2.8601177003168856,0.7150294250792214,1.0449095021263886,0.7601838843674253,0.5546384973823704,0.4069024475020321,0.4450775561886673,-0.030489608546950035,-192.63334679963032,196.57317233526922,1.0,-3.024445425737045,-0.08720386908086479,inf
15m,50,8,3.0,1,True,null0,10837,2209,4.905839746491625,1.2264599366229063,0.9946782302415168,0.3848559441839498,0.16442015505325996,0.07915845323759468,0.30986435360339576,-0.13334070773354045,-1445.0132497083778,1446.6503502508187,0.25,-13.109108234214714,-0.6541481438245259,inf
15m,50,8,3.0,1,False,null0,10837,2209,4.905839746491625,1.2264599366229063,0.991730146914059,0.6047415266091145,0.37501058743496923,0.23899741218501921,0.3988188613084802,-0.06659555467269206,-721.6960259879638,724.7562628484525,0.25,-6.811421010197122,-0.32670711905294875,inf
15m,50,8,3.0,2,True,null0,5451,2209,2.467632412856496,0.616908103214124,0.9531821916475612,0.43417570127308147,0.20815974310083726,0.1073761745619874,0.3421390570537516,-0.0995576037577354,-542.6884980834157,543.3189000687709,0.5,-8.28953551939324,-0.24567156997891157,inf
15m,50,8,3.0,2,False,null0,5451,2209,2.467632412856496,0.616908103214124,0.9492144530238509,0.6328389616758224,0.4258716580834388,0.29039092656192683,0.4090992478444322,-0.05231190616541974,-285.152200507703,286.0984474641787,0.5,-4.489238129529964,-0.12908655523209733,inf
15m,50,8,3.0,4,True,null0,2716,2209,1.2295156179266638,0.30737890448166594,0.9868289754773559,0.5304327477203888,0.2910507766638966,0.16677383205369128,0.3858615611192931,-0.06770150041954441,-183.8772751394826,186.42930126591588,1.0,-4.530790050836014,-0.08324005212289842,inf
15m,50,8,3.0,4,False,null0,2716,2209,1.2295156179266638,0.30737890448166594,0.9900247578262757,0.7195194242602233,0.5237494851165561,0.3835512965084971,0.43888070692194403,-0.03376141574856004,-91.69600517308908,94.54373813096794,1.0,-2.3278130425808072,-0.04151018794616979,inf
15m,50,16,1.5,1,True,null0,152173,2209,68.88773200543233,17.22193300135808,1.0035632638232277,0.38439621150843994,0.1633241284128872,0.07855141122096329,0.30947014253514094,-0.1530991675196265,-23297.559618964122,23298.247239391952,0.25,-48.775694559939055,-10.546654422346819,inf
15m,50,16,1.5,1,False,null0,152173,2209,68.88773200543233,17.22193300135808,1.0032593404221437,0.6115222594918687,0.3792146900354599,0.24194417815769637,0.39807981705033085,-0.07551549659542914,-11491.419663416238,11493.727559091085,0.25,-24.723147311217485,-5.202091291723059,inf
15m,50,16,1.5,2,True,null0,76172,2209,34.48257129923042,8.620642824807605,1.0018838882996597,0.44804672429347664,0.2111630073906427,0.10753615084227026,0.34695163577167465,-0.10841840136223926,-8258.446468564489,8258.893805854268,0.5,-29.758348115799187,-3.7385452551219958,inf
15m,50,16,1.5,2,False,null0,76172,2209,34.48257129923042,8.620642824807605,1.0015690643428514,0.6636258296292615,0.44306321381619784,0.30012257997674957,0.4206138738644121,-0.05355379479812177,-4079.2996573625314,4080.376025370744,0.5,-15.066924752331582,-1.8466725474705892,inf
