tf,beta_win,L,z_thr,H,hedged,tag,trades,span_days,tpd,tpd_per_coin,pf_0x,pf,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
30m,50,2,2.0,4,True,real,6011,2207,2.7236067059356595,0.6809016764839149,1.0156572336867435,0.3846197578588845,0.1610024798434262,0.07690788656195373,0.3691565463317252,-0.13526401952411338,-813.0720213594456,815.9688243703024,2.0,-10.050303952864192,-0.36840599064768714,inf
30m,50,2,2.0,4,False,real,6011,2207,2.7236067059356595,0.6809016764839149,0.9884009517734417,0.7121815223718296,0.5142632370794646,0.37429396691514916,0.46631176177008815,-0.04201708428284256,-252.56469362416664,261.1814500562846,2.0,-3.632344644687265,-0.11443801251661379,inf
30m,50,2,2.5,1,True,real,12074,2207,5.470774807430901,1.3676937018577253,1.0275496127309691,0.23425493470538344,0.07400501618848439,0.03176302154313809,0.28648335265860525,-0.2643057084473599,-3191.2271237934237,3194.210941042525,0.5,-21.370074383382452,-1.4459570112339935,inf
30m,50,2,2.5,1,False,real,12074,2207,5.470774807430901,1.3676937018577253,1.0094434583358756,0.5883528234044055,0.34777651179846597,0.21372149036597365,0.4378002319032632,-0.07951323808428895,-960.0428366297048,969.7336419244158,0.5,-7.727844475011383,-0.4349990197687833,inf
30m,50,2,2.5,2,True,real,6080,2207,2.7548708654281833,0.6887177163570458,1.0355107998590296,0.32010991306195447,0.1189983024868826,0.05453017991344,0.33667763157894737,-0.18651788474212816,-1134.0287392321393,1138.50134103154,1.0,-12.23456054970547,-0.5138326865573808,inf
30m,50,2,2.5,2,False,real,6080,2207,2.7548708654281833,0.6887177163570458,0.9855557571206763,0.6504744459496417,0.4321553644893831,0.29218987873223456,0.4585526315789474,-0.05919319577655339,-359.8946303214446,376.26605206193346,1.0,-4.652024886581739,-0.1630696104764135,inf
30m,50,2,2.5,4,True,real,3070,2207,1.391028545536928,0.347757136384232,1.0311024844241359,0.42741670330061515,0.19404579600531746,0.09763613367199968,0.37882736156351793,-0.1301169408314137,-399.45900835244004,402.5217618202443,2.0,-6.422061914834227,-0.1809963789544359,inf
30m,50,2,2.5,4,False,real,3070,2207,1.391028545536928,0.347757136384232,0.993120375601912,0.7310006571742041,0.5389325040242835,0.39997652394660393,0.4716612377850163,-0.041150025879001614,-126.33057944853495,133.2501547713122,2.0,-2.414602040933746,-0.05724086064727456,inf
30m,50,2,3.0,1,True,real,6427,2207,2.9120978704123246,0.7280244676030811,1.0156649274171805,0.2730291442651355,0.09395318211031266,0.042048313981202304,0.3135210829313832,-0.2589212628021994,-1664.0869560297356,1667.451737873827,0.5,-13.618375658132553,-0.7540040580107547,inf
30m,50,2,3.0,1,False,real,6427,2207,2.9120978704123246,0.7280244676030811,0.975888753599191,0.5970095867283711,0.3686383656104991,0.23482161340203836,0.44421969814843626,-0.08371803803286944,-538.0558304372519,544.9803481687574,0.5,-5.452214366261427,-0.24379512027061706,inf
30m,50,2,3.0,2,True,real,3210,2207,1.454463072043498,0.3636157680108745,1.0500210203186349,0.3644840937961171,0.1460135757893536,0.07056566104395447,0.36728971962616824,-0.17821558444559468,-572.0720260703589,577.1481045852668,1.0,-7.802107849838522,-0.2592079864387671,inf
30m,50,2,3.0,2,False,real,3210,2207,1.454463072043498,0.3636157680108745,0.959350685698502,0.652470250223153,0.44566666600444516,0.30856261660967155,0.467601246105919,-0.062454770865748015,-200.47981447905113,213.28665433217355,1.0,-3.3950834083799837,-0.0908381578971686,inf
30m,50,2,3.0,4,True,real,1645,2207,0.7453556864521975,0.18633892161304938,1.0033407827356458,0.4436406726675229,0.21199722558971656,0.11139174791111751,0.39270516717325227,-0.13127828228413355,-215.95277435739968,218.65331283835442,2.0,-4.616206989957346,-0.09784901420815573,inf
30m,50,2,3.0,4,False,real,1645,2207,0.7453556864521975,0.18633892161304938,1.0185757921718532,0.7607406864049295,0.5680878404592135,0.4264738771496943,0.48753799392097263,-0.037252991592565315,-61.28117116976995,67.65316987109509,2.0,-1.607152737939341,-0.027766729120874467,inf
30m,50,4,1.5,1,True,real,54343,2207,24.623017671046668,6.155754417761667,1.0363199671942263,0.15496696142876457,0.04060321701329263,0.015882722678890678,0.2231014114053328,-0.2709881335950728,-14726.30814395704,14726.827284548574,0.5,-58.76265814796438,-6.672545602155433,inf
30m,50,4,1.5,1,False,real,54343,2207,24.623017671046668,6.155754417761667,0.9985555905333161,0.5087053534509498,0.2691950055381636,0.15183660255240397,0.40073238503579117,-0.08210313443871896,-4461.730634803304,4468.030709291883,0.5,-21.207491755682103,-2.0216269301328973,inf
30m,50,4,1.5,2,True,real,27383,2207,12.407340280924332,3.101835070231083,1.054398539907781,0.2467540744280223,0.07898959508293169,0.03361223843008749,0.28331446517912573,-0.19021874820723092,-5208.7599821586045,5213.089201496485,1.0,-30.761854664982085,-2.3601087368185794,inf
30m,50,4,1.5,2,False,real,27383,2207,12.407340280924332,3.101835070231083,0.9972904432711307,0.6064459630634249,0.3737407207442947,0.2373412957265891,0.4373516415294161,-0.05828253011343802,-1595.9505220962733,1603.2738477170644,1.0,-11.119357848714534,-0.7231311835506449,inf
30m,50,4,1.5,4,True,real,13677,2207,6.197100135931128,1.549275033982782,1.0409942736823465,0.3561118778028788,0.14169472854960286,0.06654050150206943,0.344519997075382,-0.13363508289708742,-1827.7270287834647,1828.6186903416442,2.0,-16.15077104794975,-0.828149990386708,inf
30m,50,4,1.5,4,False,real,13677,2207,6.197100135931128,1.549275033982782,1.0043073562607654,0.698019643651502,0.4874947413298414,0.34514009621041664,0.46040798420706297,-0.0402968197046739,-551.139603100825,555.3967656537955,2.0,-5.678530339221281,-0.2497234268694268,inf
30m,50,4,2.0,1,True,real,25832,2207,11.704576347983688,2.926144086995922,1.019338650468909,0.18816053002198005,0.05391210286746528,0.02193796415832779,0.25135490864044596,-0.2703382304673236,-6983.377169431902,6984.27870659964,0.5,-35.748779981027795,-3.164194458283599,inf
30m,50,4,2.0,1,False,real,25832,2207,11.704576347983688,2.926144086995922,0.9936523169227759,0.5405835822786168,0.3017174776473717,0.17665682766304625,0.41560854753793747,-0.08248735054531797,-2130.8132392866537,2135.7854082935105,0.5,-13.190672088462108,-0.9654794922005681,inf
30m,50,4,2.0,2,True,real,13010,2207,5.894879927503398,1.4737199818758495,1.0429035974732712,0.2830912017704363,0.09714578116080433,0.042249549488208624,0.31114527286702537,-0.18876905225004745,-2455.8853697731174,2457.850567141998,1.0,-18.991135256231548,-1.1127708970426449,inf
30m,50,4,2.0,2,False,real,13010,2207,5.894879927503398,1.4737199818758495,0.9968355279889842,0.6331989630842615,0.40524863638133773,0.26517338399286233,0.45357417371252884,-0.05797748831382232,-754.2871229628284,758.4890945037428,1.0,-6.9873921710558715,-0.34177033210821406,inf
30m,50,4,2.0,4,True,real,6492,2207,2.9415496148618034,0.7353874037154509,1.0229245575414263,0.3842171058118574,0.15932191399537746,0.07516692826265,0.37276648182378314,-0.1338386938529024,-868.8808004930424,869.1015225609508,2.0,-10.318899171837185,-0.3936931583566119,inf
30m,50,4,2.0,4,False,real,6492,2207,2.9415496148618034,0.7353874037154509,0.9852835642899597,0.7028764724293561,0.5022294597208233,0.3616530634659218,0.4722735674676525,-0.04225648326522266,-274.3290893578255,275.6953045995978,2.0,-3.836359368876361,-0.12429954207422995,inf
30m,50,4,2.5,1,True,real,12963,2207,5.873584050747621,1.4683960126869053,1.0248222486993182,0.2265613565635014,0.07124360856938113,0.030777645323290886,0.2821877651778138,-0.26471168205594087,-3431.4575344911614,3435.169507635255,0.5,-22.216567822483178,-1.5548063137703496,inf
30m,50,4,2.5,1,False,real,12963,2207,5.873584050747621,1.4683960126869053,1.0052397172440362,0.5792416789277678,0.3395694190802078,0.20693201256765714,0.4326930494484301,-0.08015850062545832,-1039.0946436078161,1044.052944246609,0.5,-8.25317561042701,-0.47081769080553515,inf
30m,50,4,2.5,2,True,real,6498,2207,2.9442682374263707,0.7360670593565927,1.0599827496715657,0.3257259230429111,0.12112531190715552,0.0566326266708596,0.3365650969529086,-0.18269820558486316,-1187.1729398904408,1189.4281261958945,1.0,-12.217859572690752,-0.5379125237383058,inf
30m,50,4,2.5,2,False,real,6498,2207,2.9442682374263707,0.7360670593565927,1.0240706325779556,0.6750744434854257,0.4479548253676005,0.3021286368353968,0.4627577716220376,-0.05391096347610296,-350.31344066771703,358.3264840210103,1.0,-4.4085003207065805,-0.1587283374117431,inf
30m,50,4,2.5,4,True,real,3246,2206,1.471441523118767,0.36786038077969174,1.0400071182588853,0.4270738648760469,0.1905046421408284,0.09456616531104149,0.39217498459642636,-0.12919411523593605,-419.36409805584844,421.8647669763381,2.0,-6.657961491722473,-0.19010158570074726,inf
30m,50,4,2.5,4,False,real,3246,2206,1.471441523118767,0.36786038077969174,1.0172403992109806,0.7410021640016933,0.5401080722316758,0.396211734302671,0.4852125693160813,-0.03814808390711352,-123.8286803624905,135.7559746127732,2.0,-2.4197807399522646,-0.05613267468834565,inf
30m,50,4,3.0,1,True,real,6740,2207,3.0539193475305844,0.7634798368826461,1.0562391314147104,0.281459574805444,0.09757046456270091,0.044278896091503386,0.3161721068249258,-0.24897403384437541,-1678.0849881110903,1679.2098816869598,0.5,-13.53405221717313,-0.7603466189900726,inf
30m,50,4,3.0,1,False,real,6740,2207,3.0539193475305844,0.7634798368826461,1.0325006501366767,0.6298996975820154,0.38896206705703906,0.24796888242619958,0.4467359050445104,-0.0742839831887659,-500.6740466922822,506.62063887222814,0.5,-5.008560891177766,-0.22685729347180889,inf
30m,50,4,3.0,2,True,real,3344,2207,1.5151789759855008,0.3787947439963752,1.099592280101002,0.38556912369155655,0.15521785703902474,0.07616101720911972,0.3717105263157895,-0.16895307501314966,-564.9790828439725,568.5477931851511,1.0,-7.536448424866509,-0.2559941471880256,inf
30m,50,4,3.0,2,False,real,3344,2207,1.5151789759855008,0.3787947439963752,1.0387670539922433,0.7077543710328529,0.4843925169719538,0.3354693188307904,0.472188995215311,-0.050848557167206966,-170.0375751671401,188.32817522791527,1.0,-2.8174518805864057,-0.07704466477894883,inf
30m,50,4,3.0,4,True,real,1655,2204,0.7509074410163339,0.18772686025408347,1.0313186238885819,0.4615497972104944,0.21826573595688575,0.11308601381468579,0.4229607250755287,-0.12521989552715884,-207.23892709744788,209.9416468287486,2.0,-4.2509729035599575,-0.09402855131463153,inf
30m,50,4,3.0,4,False,real,1655,2204,0.7509074410163339,0.18772686025408347,1.0130981673753128,0.7560413867781155,0.5646471545568891,0.42338489081188996,0.48942598187311176,-0.03806058878229028,-62.99027443469041,69.59481811243987,2.0,-1.5853553069109978,-0.028579979326084578,inf
30m,50,8,1.5,1,True,real,61391,2207,27.81649297689171,6.954123244222927,1.0312937425858926,0.14624012947434217,0.03820654202135734,0.015048918285689309,0.21144793210731214,-0.2691102879916083,-16520.949690092824,16520.949690092857,0.5,-64.85837351340868,-7.485704435927877,inf
30m,50,8,1.5,1,False,real,61391,2207,27.81649297689171,6.954123244222927,1.0005873572654054,0.49735439543188037,0.25845447284467465,0.14405587429734493,0.3930869345669561,-0.08137523814348369,-4995.707244866607,5001.728573882486,0.5,-23.508586364740292,-2.263573740311104,inf
30m,50,8,1.5,2,True,real,30866,2207,13.98550067965564,3.49637516991391,1.0352913095962992,0.23375240704095812,0.07337514051377503,0.030915223500294527,0.2758374910905203,-0.1907043301474293,-5886.279854330553,5889.457276704784,1.0,-33.909821300064245,-2.667095538890146,inf
30m,50,8,1.5,2,False,real,30866,2207,13.98550067965564,3.49637516991391,0.9989141353780846,0.5988695916393336,0.36428409966315617,0.2290095692953641,0.4338106654571373,-0.05769466801920269,-1780.8036230807104,1789.0386810039868,1.0,-12.057303019122553,-0.8068888187950659,inf
30m,50,8,1.5,4,True,real,15369,2207,6.963751699139102,1.7409379247847756,1.0252952514987665,0.33891310876347275,0.13031300356459594,0.05960792150798198,0.33892901294814237,-0.1352425716709385,-2078.5430840106537,2081.2366546151834,2.0,-17.880109507995705,-0.9417956882694398,inf
30m,50,8,1.5,4,False,real,15369,2207,6.963751699139102,1.7409379247847756,1.0034696545394899,0.6922242985285753,0.47965411353618564,0.3369361996373227,0.4591059925824712,-0.0403761480605708,-620.5410195429126,625.3774509047271,2.0,-6.164387839390377,-0.2811694696614919,inf
30m,50,8,2.0,1,True,real,29222,2207,13.240598096964204,3.310149524241051,1.0256521088757415,0.1733234749993948,0.04838956189951776,0.019711886534191193,0.23643145575251523,-0.2675970506638998,-7819.72101450048,7823.150519192702,0.5,-40.68471192534799,-3.5431449997736655,inf
30m,50,8,2.0,1,False,real,29222,2207,13.240598096964204,3.310149524241051,0.9942469166263106,0.5223703659775051,0.2834060001817665,0.16270080599614548,0.406371911573472,-0.08209784714482206,-2399.06328926599,2403.118087214149,0.5,-15.091845381069602,-1.087024598670589,inf
30m,50,8,2.0,2,True,real,14694,2207,6.657906660625283,1.6644766651563208,1.0104526927005455,0.2544993530332748,0.0844570275777677,0.03661306890677239,0.2956989247311828,-0.19281797593279776,-2833.26733835653,2835.8502306901987,1.0,-22.416709209542546,-1.2837640862512598,inf
30m,50,8,2.0,2,False,real,14694,2207,6.657906660625283,1.6644766651563208,0.9752487684081756,0.6021513734312466,0.37570877754698007,0.24076841063359392,0.4405879951000408,-0.060516895445883574,-889.2352616818132,891.8666936755477,1.0,-8.463481217169639,-0.4029158412695121,inf
30m,50,8,2.0,4,True,real,7321,2207,3.31717263253285,0.8292931581332125,1.020042987443597,0.36880148060030826,0.14993018348324724,0.07066216210905862,0.3612894413331512,-0.1342855930827673,-983.1048269589394,983.8667363203575,2.0,-11.530856837897334,-0.44544849431759825,inf
30m,50,8,2.0,4,False,real,7321,2207,3.31717263253285,0.8292931581332125,0.9978357869923415,0.7034827183753568,0.4968873422007817,0.354448649005556,0.47070072394481627,-0.04075737362355704,-298.38473229806107,299.9448071543678,2.0,-4.142835244811575,-0.13519924435797964,inf
30m,50,8,2.5,1,True,real,14106,2207,6.391481649297689,1.5978704123244223,1.0237285182079885,0.2111861209158405,0.06475675755342027,0.027537904412507745,0.26272508152559193,-0.26259770038910013,-3704.2031616886466,3706.2511621919407,0.5,-25.096955263572454,-1.6783883831847062,inf
30m,50,8,2.5,1,False,real,14106,2207,6.391481649297689,1.5978704123244223,0.9858261420196869,0.5510886603735692,0.31530699507530485,0.18862308897055227,0.4188997589678151,-0.08268952085276499,-1166.418381149103,1167.7080598229713,0.5,-9.662922409195966,-0.5285085551196661,inf
30m,50,8,2.5,2,True,real,7039,2206,3.1908431550317315,0.7977107887579329,1.029526735136602,0.30028372988496915,0.10824328633700092,0.04909678386113569,0.3233413837192783,-0.18576971974051534,-1307.6330572534876,1309.9751357587313,1.0,-13.718004298266811,-0.5927620386461866,inf
30m,50,8,2.5,2,False,real,7039,2206,3.1908431550317315,0.7977107887579329,0.9793749382462347,0.6276659194361534,0.40603313335759117,0.2682434502887636,0.4456598948714306,-0.05964580259248382,-419.8468044484936,423.47594960145767,1.0,-5.459029906799129,-0.1903204009286009,inf
30m,50,8,2.5,4,True,real,3552,2205,1.6108843537414965,0.40272108843537413,1.0383705204297369,0.4119618274554823,0.1815462427860162,0.09059242399691021,0.3755630630630631,-0.12853155949859651,-456.5440993390148,457.97343287480857,2.0,-7.220155528166468,-0.20704947815828334,inf
30m,50,8,2.5,4,False,real,3552,2205,1.6108843537414965,0.40272108843537413,0.9500698182980835,0.6847159396278684,0.49477504557583535,0.3606706081334353,0.47100225225225223,-0.04640294177010794,-164.8232491674234,166.80436919641085,2.0,-3.169621378141045,-0.07474977286504463,inf
30m,50,8,3.0,1,True,real,6823,2206,3.0929283771532186,0.7732320942883046,1.0294846247425034,0.2564868547536879,0.08561024492054765,0.03794485577551368,0.29180712296643707,-0.2501767362384235,-1706.9558713547638,1707.6043662396075,0.5,-15.364235225622553,-0.7737787268153961,inf
30m,50,8,3.0,1,False,real,6823,2206,3.0929283771532186,0.7732320942883046,0.9793806242399661,0.5786236276609272,0.347658603084329,0.2166396476369205,0.42767111241389416,-0.08214809819483562,-560.4964739833634,564.0205093102836,0.5,-6.191298329803655,-0.25407818403597615,inf
30m,50,8,3.0,2,True,real,3370,2206,1.5276518585675432,0.3819129646418858,1.0148950169223703,0.3426930832915493,0.13380139198331117,0.06266988171994546,0.34421364985163205,-0.17972712572523186,-605.6804136940314,608.3274606449746,1.0,-8.664279639766239,-0.2745604776491529,inf
30m,50,8,3.0,2,False,real,3370,2206,1.5276518585675432,0.3819129646418858,0.9603726871676765,0.6372826200571284,0.4248238685969448,0.2878989412519596,0.4611275964391691,-0.061458127589023526,-207.11388997500927,210.9607943632964,1.0,-3.6741912170981403,-0.09388662283545297,inf
30m,50,8,3.0,4,True,real,1696,2205,0.7691609977324263,0.19229024943310657,1.0943251693803275,0.4667580717860174,0.21788262817409906,0.11271893150877722,0.39917452830188677,-0.11523833891058836,-195.44422279235786,197.49773320397645,2.0,-4.3991453813446935,-0.08863683573349562,inf
30m,50,8,3.0,4,False,real,1696,2205,0.7691609977324263,0.19229024943310657,0.9909055349698422,0.7180874023514103,0.5210160986352317,0.3805139410827311,0.48702830188679247,-0.04093704589433567,-69.4292298367933,71.27946491807388,2.0,-1.9638749168708391,-0.03148717906430535,inf
30m,50,16,1.5,1,True,real,73174,2207,33.155414589941095,8.288853647485274,1.0219329403628976,0.13494931886869604,0.03442962450769989,0.013437798130108711,0.19937409462377348,-0.2658572129290502,-19453.835698870316,19453.835698870294,0.5,-74.03328672623587,-8.814606116388907,inf
30m,50,16,1.5,1,False,real,73174,2207,33.155414589941095,8.288853647485274,0.9932849795370223,0.4818873252352211,0.2455941308638231,0.1351906794997989,0.3842895017355891,-0.08088395397038958,-5918.6024478292875,5919.520195699683,0.5,-26.688648696889246,-2.681741027561979,inf
30m,50,16,1.5,2,True,real,36575,2207,16.572270049841414,4.1430675124603535,1.029733352463447,0.22018968990934978,0.067240129971075,0.027861831939759992,0.265974025974026,-0.18799662309891682,-6875.976489842883,6877.430957828189,1.0,-39.37856802263983,-3.1155308064535037,inf
30m,50,16,1.5,2,False,real,36575,2207,16.572270049841414,4.1430675124603535,0.992094910023204,0.5848730918577921,0.35091969469160095,0.2185134832248258,0.42427887901572114,-0.057422854102977046,-2100.2408888163854,2105.249801108839,1.0,-14.020997069980302,-0.9516270452271797,inf
30m,50,16,1.5,4,True,real,18246,2207,8.267331218849117,2.0668328047122793,1.012696807030295,0.32417449162568013,0.12240439408286552,0.05583428419654664,0.32834593883590923,-0.13391254146994513,-2443.3682316606187,2444.4234850938305,2.0,-20.94915851216874,-1.1070993346899043,inf
30m,50,16,1.5,4,False,real,18246,2207,8.267331218849117,2.0668328047122793,0.9561270808656666,0.6510676768960376,0.4461326310518086,0.31048659502784165,0.4470568891811904,-0.044665809697839884,-814.9723637467865,817.2281564602798,2.0,-7.973942388045434,-0.3692670429301253,inf
30m,50,16,2.0,1,True,real,34735,2207,15.738559130040779,3.9346397825101946,1.0145300382084539,0.16064616912472,0.043606163493214195,0.017368411906713694,0.22277241974953219,-0.26431413218662825,-9180.951381502533,9181.60270556247,0.5,-46.43180943076872,-4.159923598324664,inf
30m,50,16,2.0,1,False,real,34735,2207,15.738559130040779,3.9346397825101946,0.9755052032907373,0.5011760096686171,0.2669903348306332,0.15146321665670542,0.39591190441917373,-0.08292297962914544,-2880.329697418367,2882.112890087864,0.5,-17.32849794124836,-1.3050882181324726,inf
30m,50,16,2.0,2,True,real,17395,2207,7.8817399184413235,1.9704349796103309,1.0327348682684432,0.25110794413241533,0.08056618467062138,0.033709335075872204,0.2892210405288876,-0.185621530868822,-3228.8865294631587,3229.0701458261005,1.0,-25.04925507112517,-1.4630206295709827,inf
30m,50,16,2.0,2,False,real,17395,2207,7.8817399184413235,1.9704349796103309,0.9733094119230662,0.5963003339319547,0.36973463898700026,0.2360016639400553,0.43518252371371086,-0.05965290593886847,-1037.662298806617,1038.85589537491,1.0,-9.368878405898986,-0.47016868998940503,inf
30m,50,16,2.0,4,True,real,8721,2205,3.9551020408163264,0.9887755102040816,1.0448165287656275,0.3598278973883571,0.14162627625943658,0.06528912965287456,0.34835454649696135,-0.12868270407727142,-1122.2418622578841,1122.2754783315863,2.0,-13.378319176503368,-0.5089532255137796,inf
30m,50,16,2.0,4,False,real,8721,2205,3.9551020408163264,0.9887755102040816,0.9528159568751099,0.662697918039786,0.4632775926926526,0.3277478012516455,0.45189771815158813,-0.045286723296455486,-394.9455138683883,395.64258623597544,2.0,-5.369374115949522,-0.17911361173169535,inf
30m,50,16,2.5,1,True,real,15473,2206,7.014052583862194,1.7535131459655484,1.040024899812426,0.19851400257207205,0.05917321545931686,0.024698132163012938,0.2514056744005687,-0.2566991665664454,-3971.90620428261,3972.909871705927,0.5,-27.156887725859583,-1.8005014525306482,inf
30m,50,16,2.5,1,False,real,15473,2206,7.014052583862194,1.7535131459655484,0.9839593644853163,0.5354813319021032,0.2997370870590339,0.17651596661962818,0.4098752665934208,-0.08201890445002538,-1269.0785085552427,1270.5525343272243,0.5,-10.417189983187878,-0.5752849086832469,inf
30m,50,16,2.5,2,True,real,7703,2204,3.4950090744101634,0.8737522686025408,1.064598168032635,0.3000050428162416,0.1048920278606514,0.045919585514449426,0.3142931325457614,-0.17880094697499815,-1377.3036945484107,1377.9631904289665,1.0,-14.47268824447291,-0.624910932190749,inf
30m,50,16,2.5,2,False,real,7703,2204,3.4950090744101634,0.8737522686025408,0.9751247845336657,0.6194755698610864,0.39683310116298237,0.2600364348187969,0.44696871348825135,-0.05990765162669024,-461.4686404803949,463.80010010429584,1.0,-5.781754110064717,-0.20937778606188517,inf
30m,50,16,2.5,4,True,real,3820,2204,1.7332123411978222,0.43330308529945555,1.0684988394580144,0.4080580853016943,0.17360413797397126,0.08399596178793112,0.3675392670157068,-0.12266565265852374,-468.5827931555607,468.6803327138991,2.0,-7.765651321480714,-0.21260562302883879,inf
30m,50,16,2.5,4,False,real,3820,2204,1.7332123411978222,0.43330308529945555,0.950529222279631,0.6771908829973884,0.4837869190700345,0.34838656716332783,0.4638743455497382,-0.04589605695878501,-175.32293758255872,176.68392721062946,2.0,-3.414454176824865,-0.07954761233328436,inf
30m,50,16,3.0,1,True,real,6623,2204,3.0049909255898366,0.7512477313974592,1.0589488225853714,0.2504635377692777,0.08311725505333913,0.03693897360819955,0.2855201570285369,-0.2472659792385687,-1637.6425804970404,1638.2461231775549,0.5,-15.076037126902834,-0.7430320238189838,inf
30m,50,16,3.0,1,False,real,6623,2204,3.0049909255898366,0.7512477313974592,0.9875194652729646,0.5716598866720514,0.33768083784200603,0.20796635941480326,0.42956364185414464,-0.0820499704498939,-543.4169542896473,545.1489521210327,0.5,-6.050162631739777,-0.24655941664684541,inf
30m,50,16,3.0,2,True,real,3288,2204,1.4918330308529946,0.37295825771324864,1.046408907669521,0.353973130918662,0.14070832897190758,0.06746415798103488,0.3488442822384428,-0.1750048243096491,-575.4158623301262,577.3756725978317,1.0,-8.147554778692133,-0.2610779774637596,inf
30m,50,16,3.0,2,False,real,3288,2204,1.4918330308529946,0.37295825771324864,0.9615724568588061,0.6415170343305716,0.43114895567839046,0.295180439664844,0.45954987834549876,-0.06213468724055587,-204.2988516469477,207.43732209636372,1.0,-3.532057321853473,-0.09269457878718135,inf
30m,50,16,3.0,4,True,real,1617,2204,0.7336660617059891,0.18341651542649728,1.104583989057336,0.4675895385175051,0.2151385454762835,0.10910680986237632,0.39888682745825604,-0.11351201685268987,-183.5489312507995,186.15772262162062,2.0,-4.3351796028863445,-0.08327991436061684,inf
30m,50,16,3.0,4,False,real,1617,2204,0.7336660617059891,0.18341651542649728,0.9779243855988109,0.7134910996016744,0.5214278171770812,0.3830306069389136,0.4836116264687693,-0.04277467246596237,-69.16664537746115,72.1352715483247,2.0,-1.9588545947024087,-0.03138232548886622,inf
30m,100,2,1.5,1,True,real,49735,2206,22.545330915684495,5.636332728921124,1.034296720758996,0.15882320799569752,0.041699122754368316,0.01602917140724977,0.22851110887704837,-0.2669965338307418,-13279.072610071944,13286.395719840253,0.5,-55.195882684795784,-6.019525208554825,inf
30m,100,2,1.5,1,False,real,49735,2206,22.545330915684495,5.636332728921124,1.000603095954878,0.5178070298867526,0.27759791354391744,0.1581425643740365,0.4036593947923997,-0.08208211692205522,-4082.3540851184166,4093.8272463455214,0.5,-19.727408193042788,-1.8505684882676412,inf
30m,100,2,1.5,2,True,real,24988,2206,11.327289211242068,2.831822302810517,1.0306844404473652,0.24508113615194993,0.07810327420981465,0.03282550785651307,0.2881383063870658,-0.189264971110268,-4729.353098103376,4732.682655337944,1.0,-30.03924168669132,-2.14385906532338,inf
30m,100,2,1.5,2,False,real,24988,2206,11.327289211242068,2.831822302810517,0.9847781071787899,0.6042933402414418,0.3757690775938635,0.24051769012865024,0.4364494957579638,-0.05968933087381708,-1491.5169998749411,1498.2385964883076,1.0,-10.880735159526234,-0.6761183136332461,inf
30m,100,2,1.5,4,True,real,12623,2206,5.722121486854035,1.4305303717135087,1.0248290566244358,0.35033545254243903,0.13856459855464853,0.06453573123382367,0.34452982650716946,-0.13337668659037752,-1683.6139148303353,1684.8379296558196,2.0,-15.810517032182641,-0.7631976041841955,inf
30m,100,2,1.5,4,False,real,12623,2206,5.722121486854035,1.4305303717135087,0.9939338717923758,0.6962913757568908,0.49017857796703423,0.34950195939472206,0.4553592648340331,-0.041563653528625004,-524.6579984918334,532.8463934015343,2.0,-5.561439813926674,-0.2378322749283016,inf
30m,100,2,2.0,1,True,real,23671,2206,10.730281051677244,2.682570262919311,1.02382090922487,0.19192746798238292,0.054508784657842764,0.02186713489187076,0.257995014997254,-0.2654565069166408,-6283.620975223805,6287.756760106632,0.5,-33.898201405017915,-2.84842292621206,inf
30m,100,2,2.0,1,False,real,23671,2206,10.730281051677244,2.682570262919311,0.9954929515500655,0.550845184614443,0.3117699613891576,0.18516585222218965,0.42186641882472226,-0.08221124741052181,-1946.0224374544619,1955.2187670548055,0.5,-12.2685922153127,-0.8821497903238721,inf
30m,100,2,2.0,2,True,real,11887,2206,5.388485947416138,1.3471214868540344,0.9998877042589751,0.27487813431073943,0.09399386275773837,0.040684640912180166,0.31488180365104734,-0.19148816618126804,-2276.2198313967333,2281.3084613951905,1.0,-19.056210527160935,-1.031831292564249,inf
30m,100,2,2.0,2,False,real,11887,2206,5.388485947416138,1.3471214868540344,0.9665669229329072,0.6190429798768364,0.39951941607654656,0.26341355746347805,0.44973500462690336,-0.061943861582379196,-736.3266826297415,746.0259065490645,1.0,-7.1810341944063705,-0.3337836276653407,inf
30m,100,2,2.0,4,True,real,5958,2206,2.700815956482321,0.6752039891205802,0.9930099411215342,0.37415995764957216,0.15585516092421525,0.07412246947341093,0.36623027861698554,-0.13594441900964696,-809.9568484594765,812.9118678924223,2.0,-10.048676510649198,-0.36716085605597304,inf
30m,100,2,2.0,4,False,real,5958,2206,2.700815956482321,0.6752039891205802,0.9793982516157368,0.7056411535879172,0.5089576328094713,0.36990610355486137,0.4711312520980195,-0.043224677177511356,-257.53262662361266,264.6751848763195,2.0,-3.6935915488280213,-0.11674189783481988,inf
30m,100,2,2.5,1,True,real,12087,2206,5.479147778785132,1.369786944696283,1.027200906114184,0.23263054595843988,0.07289964111179387,0.03087336247165566,0.2853478944320344,-0.25968159165718285,-3138.771398360369,3144.4405376245236,0.5,-21.28285642191574,-1.4228338161198408,inf
30m,100,2,2.5,1,False,real,12087,2206,5.479147778785132,1.369786944696283,1.0093247597009058,0.5903130991473381,0.3499552571241236,0.21549691904864657,0.43815669727806733,-0.07952111693453082,-961.1717403876739,971.1647376896874,0.5,-7.62296098102394,-0.4357079512183472,inf
