tf,beta_win,L,z_thr,H,hedged,tag,trades,span_days,tpd,tpd_per_coin,pf_0x,pf,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
15m,50,2,3.0,1,True,real,11629,2209,5.264373019465822,1.3160932548664555,0.9922831411637171,0.17205416167399468,0.047902612012089646,0.01893262329623646,0.23957348009287127,-0.3602345835355373,-4189.167971934763,4189.167971934736,0.25,-24.452143330425226,-1.8964092222429891,inf
15m,50,2,3.0,1,False,real,11629,2209,5.264373019465822,1.3160932548664555,0.9329278995682532,0.47253203193997106,0.24662160838898664,0.13750686375647178,0.40889156419296585,-0.12542410652446975,-1458.5569347730589,1459.301609337261,0.25,-10.142066537061543,-0.6602792823780257,inf
15m,50,2,3.0,2,True,real,5861,2209,2.65323675871435,0.6633091896785875,1.0092743525137045,0.24857683718486204,0.08187570681337636,0.03549849950265579,0.29551271114144345,-0.26374144528684296,-1545.7886108261864,1545.966141543035,0.5,-14.101946973915068,-0.6997684974315013,inf
15m,50,2,3.0,2,False,real,5861,2209,2.65323675871435,0.6633091896785875,0.9406972467386641,0.5555091268368473,0.33171376391105856,0.20489949990690115,0.439174202354547,-0.09054264179677189,-530.6704235708801,533.0413433128303,0.5,-5.857505527595573,-0.24023106544630152,inf
15m,50,2,3.0,4,True,real,2982,2208,1.3505434782608696,0.3376358695652174,1.0943569240187245,0.3465464568533444,0.13047575394986333,0.05976453311278698,0.34674714956405095,-0.17430799765179852,-519.7864489976632,522.2022346095413,1.0,-8.026725532455382,-0.23541052943734747,inf
15m,50,2,3.0,4,False,real,2982,2208,1.3505434782608696,0.3376358695652174,1.0340950343585997,0.6856852847463191,0.4568938576470429,0.3099766978804711,0.4624413145539906,-0.05219831906493492,-155.65538745163593,164.8046037160704,1.0,-2.8468607271814244,-0.07049609938932787,inf
15m,50,4,1.5,1,True,real,107647,2209,48.73110004526935,12.182775011317338,1.0358053433917696,0.08230876188677595,0.017559440331208844,0.006293285414388532,0.1511978968294518,-0.373412244179361,-40196.70784917567,40196.70784917536,0.25,-114.2214304040279,-18.196789429232986,inf
15m,50,4,1.5,1,False,real,107647,2209,48.73110004526935,12.182775011317338,0.9966251152206101,0.37657473985621226,0.15806629778428147,0.07618382971815205,0.35383243378821516,-0.11873880182813094,-12781.875800392812,12782.06784220997,0.25,-42.89334370853313,-5.786272431142061,inf
15m,50,4,1.5,2,True,real,53994,2209,24.442734268899954,6.110683567224989,1.0293189713353328,0.14148441996632952,0.03626389707303417,0.01387537819746677,0.2112827351187169,-0.2758482445399772,-14894.15011569153,14894.15011569153,0.5,-62.08990997239437,-6.742485339833196,inf
15m,50,4,1.5,2,False,real,53994,2209,24.442734268899954,6.110683567224989,1.0036395596916208,0.4888448002831607,0.25019969460447816,0.13829689419820118,0.3932659184353817,-0.08397471626042118,-4534.130829765181,4536.482367263392,0.5,-22.45982166738056,-2.052571674859747,inf
