sym,feature,horizon,n,q1,q3,q5,spread,abs_spread,monotone,null_best,beats_null,years_same_sign,years,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
ETHUSDT,dimb_1_4h,15m,371716,-0.19871449325142615,-0.045116409234755316,0.14772720946537174,0.34644170271679786,0.34644170271679786,0.75,0.15607049146080298,True,4,4,False,False,False,False
ETHUSDT,dimb_1_4h,30m,371713,-0.0616904407316597,0.008922083062356825,0.01386665867765721,0.0755570994093169,0.0755570994093169,0.5,0.36043601962528754,False,2,4,False,False,False,False
ETHUSDT,dimb_1_4h,1h,371707,0.5105783517542088,-0.23792303689410926,-0.172123672688202,-0.6827020244424109,0.6827020244424109,0.75,1.6167433790700678,False,4,4,False,False,False,False
ETHUSDT,dimb_1_4h,2h,371695,1.0001269027563855,-0.5372528976467242,0.17000827060429385,-0.8301186321520917,0.8301186321520917,0.75,1.9830408495539658,False,3,4,False,False,False,False
ETHUSDT,dimb_1_4h,4h,371671,2.028076331409797,-1.0522478263518331,0.5264201205078477,-1.5016562109019493,1.5016562109019493,0.5,4.42364526760292,False,2,4,False,False,False,False
ETHUSDT,imbxthin_1,15m,371716,0.36223229070243446,-0.04508015314652928,0.08270414931497999,-0.27952814138745447,0.27952814138745447,0.75,0.605930569436897,False,3,4,False,False,False,False
ETHUSDT,imbxthin_1,30m,371713,0.5922772039152416,0.11416739904724788,0.2192001526908527,-0.37307705122438894,0.37307705122438894,0.5,0.7953858781684601,False,3,4,False,False,False,False
ETHUSDT,imbxthin_1,1h,371707,0.9008096486743983,-0.3380283503539524,0.7684420456921478,-0.13236760298225048,0.13236760298225048,0.75,0.6977574104393806,False,2,4,False,False,False,False
ETHUSDT,imbxthin_1,2h,371695,0.9965939837336935,-1.0168578254064033,1.663109207877569,0.6665152241438757,0.6665152241438757,0.5,2.2935628036001994,False,2,4,False,False,False,False
ETHUSDT,imbxthin_1,4h,371671,0.057146654459030284,-1.2294522633288607,3.8575123369550917,3.800365682496061,3.800365682496061,0.75,2.6360026924135633,True,3,4,False,False,False,False
ETHUSDT,imbxthin_0.2,15m,65067,0.3029680174031794,-0.07197111555533406,-0.2767510646311522,-0.5797190820343316,0.5797190820343316,0.75,0.4967209277178815,True,1,1,False,False,False,False
ETHUSDT,imbxthin_0.2,30m,65064,0.28898484289104853,0.05391861065462192,-0.9833338245238613,-1.2723186674149098,1.2723186674149098,1.0,2.9331816196704876,False,1,1,False,False,False,False
ETHUSDT,imbxthin_0.2,1h,65058,0.7609336388076962,-0.39959101823862964,-1.6815001087194108,-2.442433747527107,2.442433747527107,1.0,2.6270882668145976,False,1,1,False,False,False,False
ETHUSDT,imbxthin_0.2,2h,65046,1.9476254042548937,-0.47261126487154975,-3.4088269650874743,-5.356452369342368,5.356452369342368,1.0,3.5121071310530048,True,1,1,False,False,False,False
ETHUSDT,imbxthin_0.2,4h,65022,0.752495050104072,-1.8624509731268728,-3.5603322736937475,-4.312827323797819,4.312827323797819,0.5,8.191200552046446,False,1,1,False,False,False,False
SOLUSDT,imbz_0.2,15m,65067,0.2800511955077937,-0.29174559756580914,-0.47640496252770737,-0.7564561580355011,0.7564561580355011,0.5,1.394527361771825,False,1,1,False,False,False,False
