dir_mode,entry_mode,stop_mode,stop_atr_mult,rr,buffer_bps,one_trade,min_or_atr,max_or_atr,trend_mode,fade,min_rvol,use_datr,min_risk_bps,hour,or_bars,hold_bars,trades,pf,win_rate,avg_r,expectancy_r,trades_per_day,trades_per_week,avg_hold_h,max_dd,max_dd_r,sharpe,total_r,days_to_target,days_to_breach,p_target_first,long_share,pct_stop,pct_target,pct_time,label,window,cost_mult
0,0,2,0.05,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,139,0.402,0.0791,-0.5503,-0.5503,0.063,0.44,0.28,-0.8149,-81.49,-1.634,-76.49,5435.1,212.9,0.0377,0.518,0.921,0.072,0.007,IS_cost0x,IS,0.0
0,2,2,0.05,5.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.074,0.1769,0.0612,0.0612,0.067,0.47,0.53,-0.28,-28.0,0.135,9.0,320.6,386.4,0.5465,0.503,0.823,0.177,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,122,1.1,0.1803,0.082,0.082,0.056,0.39,0.51,-0.25,-25.0,0.163,10.0,369.6,472.7,0.5612,0.533,0.82,0.18,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,144,0.264,0.0278,-0.7152,-0.7152,0.066,0.46,0.33,-1.0298,-102.98,-1.942,-102.98,4770.6,159.0,0.0323,0.493,0.972,0.021,0.007,IS_cost0x,IS,0.0
0,0,2,0.05,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,139,0.457,0.0576,-0.5119,-0.5119,0.063,0.44,0.49,-0.7515,-75.15,-1.141,-71.15,1064.0,194.6,0.1546,0.518,0.942,0.036,0.022,IS_cost0x,IS,0.0
0,2,2,0.05,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.575,0.1361,0.4966,0.4966,0.067,0.47,1.02,-0.25,-25.0,0.657,73.0,98.1,170.0,0.634,0.503,0.864,0.136,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,122,1.509,0.1311,0.4426,0.4426,0.056,0.39,1.03,-0.22,-22.0,0.543,54.0,124.7,207.0,0.624,0.533,0.869,0.131,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,0.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.173,0.1224,0.1522,0.1522,0.067,0.47,3.4,-0.39,-39.0,0.186,22.38,101.7,117.4,0.536,0.503,0.878,0.0,0.122,IS_cost0x,IS,0.0
0,0,2,0.1,0.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,1.158,0.1338,0.137,0.137,0.065,0.45,3.18,-0.3572,-35.72,0.165,19.45,106.1,120.9,0.5324,0.528,0.866,0.0,0.134,IS_cost0x,IS,0.0
0,2,2,0.1,0.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,2.226,0.1656,1.0232,1.0232,0.069,0.48,5.62,-0.2326,-23.26,0.837,154.5,37.7,57.5,0.6038,0.51,0.834,0.0,0.166,IS_cost0x,IS,0.0
0,2,2,0.1,0.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,2.59,0.1825,1.2999,1.2999,0.058,0.4,5.75,-0.1743,-17.43,0.898,163.79,37.9,59.9,0.6122,0.54,0.817,0.0,0.183,IS_cost0x,IS,0.0
0,0,2,0.1,3.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,0.594,0.1701,-0.3368,-0.3368,0.067,0.47,1.09,-0.55,-55.0,-1.119,-49.5,3241.7,309.6,0.0872,0.503,0.83,0.163,0.007,IS_cost0x,IS,0.0
0,0,2,0.1,3.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,0.6,0.1761,-0.3292,-0.3292,0.065,0.45,1.16,-0.4775,-47.75,-1.078,-46.75,3285.2,326.4,0.0904,0.528,0.824,0.162,0.014,IS_cost0x,IS,0.0
0,2,2,0.1,3.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.156,0.2781,0.1126,0.1126,0.069,0.48,1.29,-0.16,-16.0,0.32,17.0,426.5,745.4,0.6361,0.51,0.722,0.278,0.0,IS_cost0x,IS,0.0
0,2,2,0.1,3.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.154,0.2778,0.1111,0.1111,0.058,0.4,1.2,-0.17,-17.0,0.288,14.0,513.1,890.8,0.6345,0.54,0.722,0.278,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,5.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,0.832,0.1497,-0.1428,-0.1428,0.067,0.47,1.58,-0.45,-45.0,-0.345,-21.0,559.7,330.5,0.3713,0.503,0.85,0.136,0.014,IS_cost0x,IS,0.0
0,0,2,0.1,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,0.844,0.162,-0.1308,-0.1308,0.065,0.45,1.47,-0.3388,-33.88,-0.314,-18.58,579.1,354.2,0.3795,0.528,0.838,0.134,0.028,IS_cost0x,IS,0.0
0,2,2,0.1,5.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.453,0.2252,0.351,0.351,0.069,0.48,2.33,-0.14,-14.0,0.708,53.0,186.8,449.3,0.7064,0.51,0.775,0.225,0.0,IS_cost0x,IS,0.0
0,2,2,0.1,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.495,0.2302,0.381,0.381,0.058,0.4,2.19,-0.17,-17.0,0.695,48.0,214.4,546.3,0.7181,0.54,0.77,0.23,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.1,0.1361,0.0861,0.0861,0.067,0.47,2.72,-0.2928,-29.28,0.143,12.66,187.3,217.7,0.5376,0.503,0.864,0.068,0.068,IS_cost0x,IS,0.0
0,0,2,0.1,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,0.98,0.1408,-0.0172,-0.0172,0.065,0.45,2.59,-0.2511,-25.11,-0.03,-2.44,243.2,235.0,0.4914,0.528,0.859,0.056,0.085,IS_cost0x,IS,0.0
0,2,2,0.1,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.922,0.1854,0.7507,0.7507,0.069,0.48,4.02,-0.2326,-23.26,0.985,113.36,81.9,181.2,0.6887,0.51,0.815,0.126,0.06,IS_cost0x,IS,0.0
0,2,2,0.1,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,2.096,0.1984,0.8782,0.8782,0.058,0.4,4.01,-0.1726,-17.26,1.017,110.65,88.8,211.6,0.7043,0.54,0.802,0.135,0.063,IS_cost0x,IS,0.0
0,0,2,0.2,0.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.798,0.2925,0.5647,0.5647,0.067,0.47,8.34,-0.1712,-17.12,0.823,83.0,108.4,231.1,0.6807,0.503,0.707,0.0,0.293,IS_cost0x,IS,0.0
0,0,2,0.2,0.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,1.853,0.3099,0.5888,0.5888,0.065,0.45,7.77,-0.178,-17.8,0.836,83.61,109.4,237.7,0.6848,0.528,0.69,0.0,0.31,IS_cost0x,IS,0.0
0,2,2,0.2,0.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.56,0.2318,0.4268,0.4268,0.069,0.48,8.88,-0.191,-19.1,0.628,64.44,114.0,201.2,0.6384,0.51,0.762,0.0,0.238,IS_cost0x,IS,0.0
0,2,2,0.2,0.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.77,0.246,0.5753,0.5753,0.058,0.4,9.01,-0.1612,-16.12,0.723,72.49,114.1,222.9,0.6614,0.54,0.746,0.0,0.254,IS_cost0x,IS,0.0
0,0,2,0.2,3.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.186,0.3197,0.1268,0.1268,0.067,0.47,5.3,-0.1312,-13.12,0.371,18.63,450.6,893.2,0.6647,0.503,0.68,0.238,0.082,IS_cost0x,IS,0.0
0,0,2,0.2,3.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,1.185,0.331,0.124,0.124,0.065,0.45,4.9,-0.1365,-13.65,0.361,17.61,478.8,952.9,0.6656,0.528,0.669,0.232,0.099,IS_cost0x,IS,0.0
0,2,2,0.2,3.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.377,0.3245,0.2544,0.2544,0.069,0.48,5.47,-0.15,-15.0,0.702,38.41,306.8,1008.2,0.7667,0.51,0.675,0.298,0.026,IS_cost0x,IS,0.0
0,2,2,0.2,3.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.41,0.3254,0.2767,0.2767,0.058,0.4,5.48,-0.12,-12.0,0.69,34.86,349.1,1239.8,0.7803,0.54,0.675,0.31,0.016,IS_cost0x,IS,0.0
0,0,2,0.2,5.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.508,0.3061,0.3522,0.3522,0.067,0.47,6.73,-0.1712,-17.12,0.773,51.78,215.2,628.9,0.745,0.503,0.694,0.156,0.15,IS_cost0x,IS,0.0
0,0,2,0.2,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,1.539,0.3239,0.3647,0.3647,0.065,0.45,6.14,-0.1712,-17.12,0.792,51.79,220.9,680.4,0.7549,0.528,0.676,0.155,0.169,IS_cost0x,IS,0.0
0,2,2,0.2,5.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.411,0.2583,0.3022,0.3022,0.069,0.48,7.07,-0.1821,-18.21,0.659,45.64,217.7,526.2,0.7074,0.51,0.735,0.166,0.099,IS_cost0x,IS,0.0
0,2,2,0.2,5.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.528,0.2698,0.3816,0.3816,0.058,0.4,7.1,-0.1612,-16.12,0.741,48.09,230.2,663.6,0.7425,0.54,0.722,0.175,0.103,IS_cost0x,IS,0.0
0,0,2,0.2,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,147,1.828,0.2925,0.5859,0.5859,0.067,0.47,7.95,-0.1712,-17.12,0.937,86.13,120.4,310.3,0.7205,0.503,0.707,0.061,0.231,IS_cost0x,IS,0.0
0,0,2,0.2,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,142,2.007,0.3169,0.6882,0.6882,0.065,0.45,7.31,-0.1712,-17.12,1.04,97.73,111.3,310.6,0.7363,0.528,0.683,0.07,0.246,IS_cost0x,IS,0.0
0,2,2,0.2,10.0,0.0,1,0.0,0.0,0,0,2.0,1,10.0,0,4,96,151,1.635,0.2384,0.4802,0.4802,0.069,0.48,8.49,-0.1821,-18.21,0.785,72.51,127.4,280.3,0.6875,0.51,0.755,0.06,0.185,IS_cost0x,IS,0.0
0,2,2,0.2,10.0,0.0,1,0.0,0.0,1,0,2.0,1,10.0,0,4,96,126,1.865,0.254,0.6394,0.6394,0.058,0.4,8.55,-0.1612,-16.12,0.897,80.56,127.1,321.5,0.7166,0.54,0.738,0.071,0.19,IS_cost0x,IS,0.0
0,0,2,0.05,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,55,0.0,0.0,-1.0,-1.0,0.025,0.18,0.04,-0.55,-55.0,-3.119,-55.0,4160388194.4,307.9,0.0,0.436,1.0,0.0,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,52,0.106,0.0385,-0.8598,-0.8598,0.024,0.17,0.39,-0.4471,-44.71,-2.337,-44.71,31724203.6,378.8,0.0,0.442,0.962,0.0,0.038,IS_cost0x,IS,0.0
0,2,2,0.05,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,56,2.966,0.0714,1.8258,1.8258,0.026,0.18,2.34,-0.207,-20.7,0.414,102.24,23.9,27.9,0.5388,0.536,0.929,0.0,0.071,IS_cost0x,IS,0.0
0,2,2,0.05,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,50,3.353,0.08,2.1649,2.1649,0.023,0.16,2.52,-0.18,-18.0,0.439,108.24,23.8,28.1,0.5411,0.54,0.92,0.0,0.08,IS_cost0x,IS,0.0
0,0,2,0.05,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,55,0.113,0.0364,-0.8545,-0.8545,0.025,0.18,0.02,-0.47,-47.0,-2.333,-47.0,16709377.4,360.3,0.0,0.436,0.964,0.036,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,52,0.25,0.0769,-0.6923,-0.6923,0.024,0.17,0.04,-0.36,-36.0,-1.637,-36.0,468314.4,470.0,0.001,0.442,0.923,0.077,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,56,0.652,0.1786,-0.2857,-0.2857,0.026,0.18,0.12,-0.19,-19.0,-0.57,-16.0,5900.2,897.5,0.132,0.536,0.821,0.179,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,50,0.75,0.2,-0.2,-0.2,0.023,0.16,0.03,-0.17,-17.0,-0.364,-10.0,4104.3,1198.9,0.2261,0.54,0.8,0.2,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,55,0.0,0.0,-1.0,-1.0,0.025,0.18,0.04,-0.55,-55.0,-3.119,-55.0,4160388194.4,307.9,0.0,0.436,1.0,0.0,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,52,0.306,0.0577,-0.6538,-0.6538,0.024,0.17,0.11,-0.36,-36.0,-1.27,-34.0,40253.7,492.0,0.0121,0.442,0.942,0.058,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,56,0.833,0.1429,-0.1429,-0.1429,0.026,0.18,0.46,-0.19,-19.0,-0.211,-8.0,1429.5,853.3,0.3738,0.536,0.857,0.143,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,50,0.952,0.16,-0.04,-0.04,0.023,0.16,0.41,-0.17,-17.0,-0.053,-2.0,1196.5,1048.4,0.467,0.54,0.84,0.16,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,55,0.0,0.0,-1.0,-1.0,0.025,0.18,0.04,-0.55,-55.0,-3.119,-55.0,4160388194.4,307.9,0.0,0.436,1.0,0.0,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,52,0.464,0.0577,-0.5052,-0.5052,0.024,0.17,0.22,-0.2627,-26.27,-0.681,-26.27,2679.4,519.7,0.1624,0.442,0.942,0.038,0.019,IS_cost0x,IS,0.0
0,2,2,0.05,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,56,0.98,0.0893,-0.0179,-0.0179,0.026,0.18,0.62,-0.2,-20.0,-0.018,-1.0,498.8,484.5,0.4927,0.536,0.911,0.089,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,50,1.111,0.1,0.1,0.1,0.023,0.16,0.58,-0.18,-18.0,0.089,5.0,462.2,535.3,0.5366,0.54,0.9,0.1,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,0.259,0.0526,-0.7024,-0.7024,0.026,0.18,1.81,-0.4003,-40.03,-1.306,-40.03,21686.1,414.9,0.0188,0.456,0.947,0.0,0.053,IS_cost0x,IS,0.0
0,0,2,0.1,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,0.339,0.0926,-0.5998,-0.5998,0.025,0.17,2.05,-0.3239,-32.39,-1.061,-32.39,12633.6,502.1,0.0382,0.463,0.907,0.0,0.093,IS_cost0x,IS,0.0
0,2,2,0.1,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.667,0.1017,0.5993,0.5993,0.027,0.19,4.43,-0.2154,-21.54,0.281,35.36,89.4,110.0,0.5515,0.542,0.898,0.0,0.102,IS_cost0x,IS,0.0
0,2,2,0.1,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.88,0.1132,0.7804,0.7804,0.024,0.17,4.47,-0.1854,-18.54,0.329,41.36,88.1,112.3,0.5603,0.547,0.887,0.0,0.113,IS_cost0x,IS,0.0
0,0,2,0.1,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,0.37,0.1228,-0.5527,-0.5527,0.026,0.18,1.12,-0.315,-31.5,-1.284,-31.5,68470.4,533.4,0.0077,0.456,0.877,0.105,0.018,IS_cost0x,IS,0.0
0,0,2,0.1,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,0.544,0.1667,-0.3797,-0.3797,0.025,0.17,1.12,-0.205,-20.5,-0.787,-20.5,12777.6,775.8,0.0572,0.463,0.833,0.148,0.019,IS_cost0x,IS,0.0
0,2,2,0.1,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.023,0.2542,0.0169,0.0169,0.027,0.19,1.09,-0.09,-9.0,0.031,1.0,1447.5,1582.8,0.5223,0.542,0.746,0.254,0.0,IS_cost0x,IS,0.0
0,2,2,0.1,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,0.975,0.2453,-0.0189,-0.0189,0.024,0.17,0.95,-0.09,-9.0,-0.033,-1.0,1816.1,1640.2,0.4746,0.547,0.755,0.245,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,0.394,0.0877,-0.5527,-0.5527,0.026,0.18,1.27,-0.32,-32.0,-1.062,-31.5,14325.0,518.1,0.0349,0.456,0.912,0.07,0.018,IS_cost0x,IS,0.0
0,0,2,0.1,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,0.693,0.1481,-0.2618,-0.2618,0.025,0.17,1.31,-0.1763,-17.63,-0.417,-14.14,2554.6,815.5,0.242,0.463,0.852,0.111,0.037,IS_cost0x,IS,0.0
0,2,2,0.1,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.02,0.1695,0.0169,0.0169,0.027,0.19,1.91,-0.1,-10.0,0.024,1.0,882.0,930.5,0.5134,0.542,0.831,0.169,0.0,IS_cost0x,IS,0.0
0,2,2,0.1,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.163,0.1887,0.1321,0.1321,0.024,0.17,1.66,-0.1,-10.0,0.17,7.0,768.3,1125.9,0.5944,0.547,0.811,0.189,0.0,IS_cost0x,IS,0.0
0,0,2,0.1,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,0.458,0.0702,-0.5042,-0.5042,0.026,0.18,1.68,-0.2874,-28.74,-0.73,-28.74,2705.2,483.9,0.1517,0.456,0.93,0.035,0.035,IS_cost0x,IS,0.0
0,0,2,0.1,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,0.561,0.1111,-0.3906,-0.3906,0.025,0.17,1.91,-0.2109,-21.09,-0.537,-21.09,2054.5,577.3,0.2194,0.463,0.889,0.037,0.074,IS_cost0x,IS,0.0
0,2,2,0.1,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.447,0.1356,0.3867,0.3867,0.027,0.19,2.53,-0.1319,-13.19,0.342,22.81,281.5,453.4,0.617,0.542,0.864,0.119,0.017,IS_cost0x,IS,0.0
0,2,2,0.1,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.64,0.1509,0.5436,0.5436,0.024,0.17,2.35,-0.1219,-12.19,0.434,28.81,267.5,490.7,0.6473,0.547,0.849,0.132,0.019,IS_cost0x,IS,0.0
0,0,2,0.2,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,1.864,0.2632,0.637,0.637,0.026,0.18,7.09,-0.0975,-9.75,0.495,36.31,217.2,406.5,0.6517,0.456,0.737,0.0,0.263,IS_cost0x,IS,0.0
0,0,2,0.2,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,2.075,0.2963,0.7563,0.7563,0.025,0.17,6.69,-0.0975,-9.75,0.558,40.84,210.3,426.8,0.6699,0.463,0.704,0.0,0.296,IS_cost0x,IS,0.0
0,2,2,0.2,0.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.415,0.1695,0.3385,0.3385,0.027,0.19,7.89,-0.1333,-13.33,0.272,19.97,247.3,349.1,0.5854,0.542,0.814,0.0,0.186,IS_cost0x,IS,0.0
0,2,2,0.2,0.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.442,0.1698,0.3599,0.3599,0.024,0.17,7.67,-0.1133,-11.33,0.266,19.08,258.5,364.7,0.5852,0.547,0.811,0.0,0.189,IS_cost0x,IS,0.0
0,0,2,0.2,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,1.105,0.3158,0.0719,0.0719,0.026,0.18,4.07,-0.0967,-9.67,0.134,4.1,1381.5,2075.4,0.6004,0.456,0.684,0.228,0.088,IS_cost0x,IS,0.0
0,0,2,0.2,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,1.311,0.3519,0.2013,0.2013,0.025,0.17,3.58,-0.0967,-9.67,0.351,10.87,1012.6,2891.5,0.7406,0.463,0.648,0.259,0.093,IS_cost0x,IS,0.0
0,2,2,0.2,3.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.241,0.3051,0.1672,0.1672,0.027,0.19,4.56,-0.09,-9.0,0.297,9.86,970.1,2230.2,0.6969,0.542,0.695,0.271,0.034,IS_cost0x,IS,0.0
0,2,2,0.2,3.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.213,0.3019,0.1484,0.1484,0.024,0.17,4.43,-0.08,-8.0,0.252,7.86,1137.0,2409.0,0.6793,0.547,0.698,0.264,0.038,IS_cost0x,IS,0.0
0,0,2,0.2,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,1.38,0.2807,0.2732,0.2732,0.026,0.18,5.18,-0.0975,-9.75,0.372,15.57,610.7,1392.7,0.6952,0.456,0.719,0.175,0.105,IS_cost0x,IS,0.0
0,0,2,0.2,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,1.725,0.3333,0.4834,0.4834,0.025,0.17,4.5,-0.0975,-9.75,0.603,26.1,471.0,1718.4,0.7849,0.463,0.667,0.204,0.13,IS_cost0x,IS,0.0
0,2,2,0.2,5.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.283,0.2203,0.216,0.216,0.027,0.19,5.49,-0.1204,-12.04,0.294,12.75,619.8,1161.6,0.6521,0.542,0.763,0.186,0.051,IS_cost0x,IS,0.0
0,2,2,0.2,5.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.318,0.2264,0.2405,0.2405,0.024,0.17,5.17,-0.1004,-10.04,0.308,12.75,663.7,1326.2,0.6665,0.547,0.755,0.189,0.057,IS_cost0x,IS,0.0
0,0,2,0.2,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,57,1.944,0.2632,0.6958,0.6958,0.026,0.18,6.54,-0.0975,-9.75,0.614,39.66,250.3,604.9,0.7073,0.456,0.737,0.088,0.175,IS_cost0x,IS,0.0
0,0,2,0.2,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,54,2.492,0.3148,1.022,1.022,0.025,0.17,5.97,-0.0975,-9.75,0.803,55.19,203.1,600.9,0.7474,0.463,0.685,0.111,0.204,IS_cost0x,IS,0.0
0,2,2,0.2,10.0,0.0,1,0.0,0.0,0,0,3.0,1,10.0,0,4,96,59,1.644,0.1864,0.5142,0.5142,0.027,0.19,7.22,-0.1112,-11.12,0.472,30.34,275.8,545.0,0.664,0.542,0.797,0.085,0.119,IS_cost0x,IS,0.0
0,2,2,0.2,10.0,0.0,1,0.0,0.0,1,0,3.0,1,10.0,0,4,96,53,1.699,0.1887,0.5554,0.5554,0.024,0.17,6.92,-0.1112,-11.12,0.471,29.44,289.6,583.3,0.6682,0.547,0.792,0.094,0.113,IS_cost0x,IS,0.0
0,0,2,0.05,0.0,0.0,1,0.0,0.0,0,0,0.0,1,10.0,7,1,96,2164,0.8,0.0582,-0.1884,-0.1884,0.988,6.91,2.85,-6.2695,-626.95,-0.803,-407.73,7.0,6.1,0.4621,0.501,0.941,0.0,0.059,IS_cost0x,IS,0.0
0,0,2,0.05,0.0,0.0,1,0.0,0.0,1,0,0.0,1,10.0,7,1,96,2154,0.735,0.0594,-0.2488,-0.2488,0.983,6.88,2.62,-6.7098,-670.98,-1.403,-535.89,13.8,9.7,0.4127,0.519,0.941,0.0,0.059,IS_cost0x,IS,0.0
0,2,2,0.05,0.0,0.0,1,0.0,0.0,0,0,0.0,1,10.0,7,1,96,2159,1.071,0.0699,0.0656,0.0656,0.985,6.9,3.36,-2.9829,-298.29,0.246,141.71,5.0,5.2,0.5102,0.511,0.93,0.0,0.07,IS_cost0x,IS,0.0
0,2,2,0.05,0.0,0.0,1,0.0,0.0,1,0,0.0,1,10.0,7,1,96,1145,1.032,0.0664,0.0296,0.0296,0.523,3.66,3.3,-2.0078,-200.78,0.091,33.86,11.9,12.2,0.5058,0.528,0.934,0.0,0.066,IS_cost0x,IS,0.0
0,0,2,0.05,3.0,0.0,1,0.0,0.0,0,0,0.0,1,10.0,7,1,96,2164,0.706,0.1909,-0.2378,-0.2378,0.988,6.91,0.94,-5.3454,-534.54,-2.868,-514.54,124.0,26.7,0.1773,0.501,0.809,0.19,0.0,IS_cost0x,IS,0.0
0,0,2,0.05,3.0,0.0,1,0.0,0.0,1,0,0.0,1,10.0,7,1,96,2154,0.672,0.1834,-0.2677,-0.2677,0.983,6.88,0.8,-5.9554,-595.54,-3.277,-576.54,151.5,25.3,0.1432,0.519,0.817,0.183,0.0,IS_cost0x,IS,0.0
0,2,2,0.05,3.0,0.0,1,0.0,0.0,0,0,0.0,1,10.0,7,1,96,2159,0.931,0.2371,-0.0525,-0.0525,0.985,6.9,1.03,-1.4944,-149.44,-0.586,-113.44,52.1,39.0,0.4279,0.511,0.763,0.237,0.0,IS_cost0x,IS,0.0
