hour,or_bars,hold_bars,entry_mode,stop_mode,stop_atr_mult,rr,fade,symbol,pf,trades,win_rate,avg_r,trades_per_day,max_dd,days_to_target
8,1,96,0,2,1.0,0.0,1,EURUSD,0.59,774,0.1124,-0.4801,0.707,-3.8295,52.4
8,1,96,0,2,1.0,1.0,0,EURUSD,0.37,774,0.4199,-0.4849,0.707,-3.7686,35799.1
8,1,96,0,2,1.0,1.0,1,EURUSD,0.624,774,0.5504,-0.2239,0.707,-1.7664,1657.6
8,1,96,0,2,1.0,1.5,0,EURUSD,0.444,774,0.3333,-0.4914,0.707,-3.8336,4740.1
8,1,96,0,2,1.0,1.5,1,EURUSD,0.621,774,0.4121,-0.2943,0.707,-2.3214,773.3
8,1,96,0,2,1.0,2.0,0,EURUSD,0.474,774,0.2726,-0.5069,0.707,-3.9728,1659.1
8,1,96,0,2,1.0,2.0,1,EURUSD,0.654,774,0.3411,-0.3014,0.707,-2.3848,357.7
8,1,96,0,2,1.0,3.0,0,EURUSD,0.531,774,0.208,-0.4927,0.707,-3.8228,389.9
8,1,96,0,2,1.0,3.0,1,EURUSD,0.648,774,0.2429,-0.3531,0.707,-2.821,179.0
8,1,96,0,2,2.0,0.0,0,EURUSD,0.838,775,0.2206,-0.1438,0.708,-1.4325,59.9
8,1,96,0,2,2.0,0.0,1,EURUSD,0.793,775,0.2194,-0.1845,0.708,-1.7523,58.5
8,1,96,0,2,2.0,1.0,0,EURUSD,0.669,775,0.4813,-0.2001,0.708,-1.5731,1258.1
8,1,96,0,2,2.0,1.0,1,EURUSD,0.768,775,0.5161,-0.1304,0.708,-1.0511,603.8
8,1,96,0,2,2.0,1.5,0,EURUSD,0.78,775,0.4039,-0.153,0.708,-1.2278,290.8
8,1,96,0,2,2.0,1.5,1,EURUSD,0.774,775,0.4026,-0.157,0.708,-1.2426,308.6
8,1,96,0,2,2.0,2.0,0,EURUSD,0.778,775,0.3316,-0.172,0.708,-1.3822,197.8
8,1,96,0,2,2.0,2.0,1,EURUSD,0.788,775,0.3342,-0.1628,0.708,-1.262,193.6
8,1,96,0,2,2.0,3.0,0,EURUSD,0.801,775,0.2619,-0.1684,0.708,-1.4599,110.1
8,1,96,0,2,2.0,3.0,1,EURUSD,0.805,775,0.2645,-0.1645,0.708,-1.4159,107.3
8,1,96,1,0,0.0,0.0,0,EURUSD,0.753,775,0.2271,-0.2207,0.708,-2.0092,79.7
8,1,96,1,0,0.0,1.0,0,EURUSD,0.661,775,0.4813,-0.204,0.708,-1.6414,1326.0
8,1,96,1,0,0.0,1.5,0,EURUSD,0.717,775,0.3897,-0.2002,0.708,-1.7088,429.5
8,1,96,1,0,0.0,2.0,0,EURUSD,0.741,775,0.3316,-0.2,0.708,-1.7022,251.8
8,1,96,1,0,0.0,3.0,0,EURUSD,0.749,775,0.2684,-0.2124,0.708,-1.8346,149.4
8,1,96,1,1,0.0,0.0,0,EURUSD,0.707,775,0.1574,-0.3153,0.708,-2.6897,40.9
8,1,96,1,1,0.0,1.0,0,EURUSD,0.548,775,0.4903,-0.2931,0.708,-2.2825,3397.0
8,1,96,1,1,0.0,1.5,0,EURUSD,0.609,775,0.3871,-0.3044,0.708,-2.4033,868.2
8,1,96,1,1,0.0,2.0,0,EURUSD,0.686,775,0.3368,-0.2648,0.708,-2.0696,304.1
8,1,96,1,1,0.0,3.0,0,EURUSD,0.685,775,0.2477,-0.3015,0.708,-2.3367,160.3
8,1,96,1,2,1.0,0.0,0,EURUSD,0.625,774,0.1098,-0.4417,0.707,-3.9491,39.4
8,1,96,1,2,1.0,0.0,1,EURUSD,0.805,774,0.1202,-0.2268,0.707,-2.0513,15.4
8,1,96,1,2,1.0,1.0,0,EURUSD,0.455,774,0.4716,-0.3816,0.707,-2.9687,9845.7
8,1,96,1,2,1.0,1.0,1,EURUSD,0.543,774,0.5155,-0.2937,0.707,-2.3265,3532.4
8,1,96,1,2,1.0,1.5,0,EURUSD,0.52,774,0.3695,-0.4009,0.707,-3.1479,1903.2
8,1,96,1,2,1.0,1.5,1,EURUSD,0.622,774,0.4121,-0.2943,0.707,-2.3715,755.9
8,1,96,1,2,1.0,2.0,0,EURUSD,0.559,774,0.3062,-0.4061,0.707,-3.1772,714.3
8,1,96,1,2,1.0,2.0,1,EURUSD,0.697,774,0.3553,-0.2588,0.707,-2.1265,270.5
8,1,96,1,2,1.0,3.0,0,EURUSD,0.604,774,0.23,-0.4048,0.707,-3.1631,232.1
8,1,96,1,2,1.0,3.0,1,EURUSD,0.729,774,0.2661,-0.2634,0.707,-2.1955,120.6
8,1,96,1,2,2.0,0.0,0,EURUSD,0.789,775,0.2194,-0.1887,0.708,-1.9103,74.5
8,1,96,1,2,2.0,0.0,1,EURUSD,0.896,775,0.2232,-0.0922,0.708,-0.868,42.4
8,1,96,1,2,2.0,1.0,0,EURUSD,0.679,775,0.4852,-0.1923,0.708,-1.5389,1152.5
8,1,96,1,2,2.0,1.0,1,EURUSD,0.749,775,0.5097,-0.1433,0.708,-1.1713,680.9
8,1,96,1,2,2.0,1.5,0,EURUSD,0.751,775,0.3948,-0.1753,0.708,-1.4518,347.6
8,1,96,1,2,2.0,1.5,1,EURUSD,0.79,775,0.4077,-0.1445,0.708,-1.1636,279.6
8,1,96,1,2,2.0,2.0,0,EURUSD,0.735,775,0.3187,-0.2076,0.708,-1.6943,248.4
8,1,96,1,2,2.0,2.0,1,EURUSD,0.812,775,0.3419,-0.1427,0.708,-1.1057,167.0
8,1,96,1,2,2.0,3.0,0,EURUSD,0.763,775,0.2516,-0.2033,0.708,-1.7085,125.5
8,1,96,1,2,2.0,3.0,1,EURUSD,0.812,775,0.2645,-0.159,0.708,-1.2338,103.2
8,2,8,0,0,0.0,0.0,0,EURUSD,0.618,758,0.3958,-0.1984,0.692,-1.5052,1192.5
8,2,8,0,0,0.0,1.0,0,EURUSD,0.62,758,0.4631,-0.18,0.692,-1.3799,3576.4
8,2,8,0,0,0.0,1.5,0,EURUSD,0.608,758,0.4116,-0.1997,0.692,-1.5151,2287.9
8,2,8,0,0,0.0,2.0,0,EURUSD,0.622,758,0.3984,-0.1957,0.692,-1.485,1463.4
8,2,8,0,0,0.0,3.0,0,EURUSD,0.627,758,0.3958,-0.1936,0.692,-1.4689,1123.3
8,2,8,0,1,0.0,0.0,0,EURUSD,0.413,757,0.2338,-0.5697,0.691,-4.3129,937.1
8,2,8,0,1,0.0,1.0,0,EURUSD,0.29,757,0.3672,-0.5859,0.691,-4.4438,159405.1
8,2,8,0,1,0.0,1.5,0,EURUSD,0.359,757,0.3091,-0.571,0.691,-4.3407,18677.9
8,2,8,0,1,0.0,2.0,0,EURUSD,0.381,757,0.2721,-0.5755,0.691,-4.3647,7095.8
8,2,8,0,1,0.0,3.0,0,EURUSD,0.396,757,0.2444,-0.5803,0.691,-4.3927,2619.4
8,2,8,0,2,1.0,0.0,0,EURUSD,0.416,758,0.2427,-0.5573,0.692,-4.2269,1316.1
8,2,8,0,2,1.0,0.0,1,EURUSD,0.664,758,0.3219,-0.2773,0.692,-2.1436,183.7
8,2,8,0,2,1.0,1.0,0,EURUSD,0.311,758,0.3747,-0.5615,0.692,-4.2648,118162.4
8,2,8,0,2,1.0,1.0,1,EURUSD,0.718,758,0.5778,-0.1532,0.692,-1.2037,879.6
8,2,8,0,2,1.0,1.5,0,EURUSD,0.361,758,0.3021,-0.5745,0.692,-4.373,19708.1
8,2,8,0,2,1.0,1.5,1,EURUSD,0.6,758,0.4103,-0.2955,0.692,-2.2584,1055.7
8,2,8,0,2,1.0,2.0,0,EURUSD,0.382,758,0.2678,-0.5767,0.692,-4.3803,7362.2
8,2,8,0,2,1.0,2.0,1,EURUSD,0.597,758,0.3549,-0.3221,0.692,-2.4512,684.0
8,2,8,0,2,1.0,3.0,0,EURUSD,0.42,758,0.2493,-0.5508,0.692,-4.1938,2061.2
8,2,8,0,2,1.0,3.0,1,EURUSD,0.636,758,0.3285,-0.2987,0.692,-2.2948,321.2
8,2,8,0,2,2.0,0.0,0,EURUSD,0.606,758,0.3997,-0.1975,0.692,-1.4993,1872.1
8,2,8,0,2,2.0,0.0,1,EURUSD,0.781,758,0.4472,-0.0986,0.692,-0.7785,501.0
8,2,8,0,2,2.0,1.0,0,EURUSD,0.593,758,0.4459,-0.1936,0.692,-1.4734,5360.4
8,2,8,0,2,2.0,1.0,1,EURUSD,0.717,758,0.4802,-0.1228,0.692,-0.9522,1601.8
8,2,8,0,2,2.0,1.5,0,EURUSD,0.621,758,0.4116,-0.1873,0.692,-1.4305,2338.6
8,2,8,0,2,2.0,1.5,1,EURUSD,0.754,758,0.4551,-0.1091,0.692,-0.8618,837.4
8,2,8,0,2,2.0,2.0,0,EURUSD,0.624,758,0.4024,-0.1875,0.692,-1.4241,1713.4
8,2,8,0,2,2.0,2.0,1,EURUSD,0.771,758,0.4472,-0.1028,0.692,-0.8128,614.5
8,2,8,0,2,2.0,3.0,0,EURUSD,0.623,758,0.3997,-0.189,0.692,-1.4454,1466.1
8,2,8,0,2,2.0,3.0,1,EURUSD,0.777,758,0.4472,-0.1002,0.692,-0.7905,532.0
8,2,8,1,0,0.0,0.0,0,EURUSD,0.609,684,0.3991,-0.1495,0.625,-1.0455,4664.8
8,2,8,1,0,0.0,1.0,0,EURUSD,0.6,684,0.4167,-0.1498,0.625,-1.062,10810.3
8,2,8,1,0,0.0,1.5,0,EURUSD,0.625,684,0.402,-0.1423,0.625,-0.9982,5107.8
8,2,8,1,0,0.0,2.0,0,EURUSD,0.631,684,0.3991,-0.1409,0.625,-0.9817,3815.8
8,2,8,1,0,0.0,3.0,0,EURUSD,0.616,684,0.3991,-0.1467,0.625,-1.0264,4192.2
8,2,8,1,1,0.0,0.0,0,EURUSD,0.617,684,0.364,-0.2321,0.625,-1.6011,693.5
8,2,8,1,1,0.0,1.0,0,EURUSD,0.522,684,0.4342,-0.2565,0.625,-1.7892,8948.0
8,2,8,1,1,0.0,1.5,0,EURUSD,0.571,684,0.3874,-0.2503,0.625,-1.7718,2610.2
8,2,8,1,1,0.0,2.0,0,EURUSD,0.608,684,0.3743,-0.2346,0.625,-1.64,1251.2
8,2,8,1,1,0.0,3.0,0,EURUSD,0.632,684,0.3655,-0.2221,0.625,-1.5329,725.8
8,2,8,1,2,1.0,0.0,0,EURUSD,0.604,684,0.3202,-0.315,0.625,-2.1591,364.6
8,2,8,1,2,1.0,0.0,1,EURUSD,0.7,684,0.3713,-0.22,0.625,-1.5045,248.9
8,2,8,1,2,1.0,1.0,0,EURUSD,0.451,684,0.4547,-0.3646,0.625,-2.5425,12843.4
8,2,8,1,2,1.0,1.0,1,EURUSD,0.544,684,0.5015,-0.2773,0.625,-1.9043,4476.5
8,2,8,1,2,1.0,1.5,0,EURUSD,0.53,684,0.3772,-0.3487,0.625,-2.4468,2357.0
8,2,8,1,2,1.0,1.5,1,EURUSD,0.592,684,0.4108,-0.288,0.625,-1.97,1368.2
8,2,8,1,2,1.0,2.0,0,EURUSD,0.53,684,0.3319,-0.369,0.625,-2.5611,1449.7
8,2,8,1,2,1.0,2.0,1,EURUSD,0.626,684,0.3787,-0.2726,0.625,-1.8649,693.8
8,2,8,1,2,1.0,3.0,0,EURUSD,0.591,684,0.3202,-0.3253,0.625,-2.248,511.3
8,2,8,1,2,1.0,3.0,1,EURUSD,0.696,684,0.3728,-0.2226,0.625,-1.5227,311.1
8,2,8,1,2,2.0,0.0,0,EURUSD,0.629,684,0.3977,-0.1609,0.625,-1.1165,2513.0
8,2,8,1,2,2.0,0.0,1,EURUSD,0.71,684,0.4518,-0.1176,0.625,-0.8227,1381.2
8,2,8,1,2,2.0,1.0,0,EURUSD,0.586,684,0.4167,-0.176,0.625,-1.2421,9211.4
8,2,8,1,2,2.0,1.0,1,EURUSD,0.65,684,0.462,-0.1406,0.625,-0.9615,4339.2
8,2,8,1,2,2.0,1.5,0,EURUSD,0.645,684,0.402,-0.1526,0.625,-1.0803,2758.7
8,2,8,1,2,2.0,1.5,1,EURUSD,0.723,684,0.4561,-0.1117,0.625,-0.7741,1502.3
8,2,8,1,2,2.0,2.0,0,EURUSD,0.65,684,0.3991,-0.1511,0.625,-1.0656,2099.1
8,2,8,1,2,2.0,2.0,1,EURUSD,0.716,684,0.4532,-0.115,0.625,-0.8117,1453.7
8,2,8,1,2,2.0,3.0,0,EURUSD,0.646,684,0.3977,-0.1536,0.625,-1.0787,1935.7
8,2,8,1,2,2.0,3.0,1,EURUSD,0.704,684,0.4518,-0.1201,0.625,-0.8396,1540.0
8,2,16,0,0,0.0,0.0,0,EURUSD,0.635,773,0.3493,-0.2327,0.706,-1.8018,540.1
8,2,16,0,0,0.0,1.0,0,EURUSD,0.647,773,0.4696,-0.1892,0.706,-1.4984,1918.5
8,2,16,0,0,0.0,1.5,0,EURUSD,0.642,773,0.3868,-0.2185,0.706,-1.7226,1054.3
8,2,16,0,0,0.0,2.0,0,EURUSD,0.657,773,0.3635,-0.2149,0.706,-1.6837,665.4
8,2,16,0,0,0.0,3.0,0,EURUSD,0.678,773,0.3519,-0.205,0.706,-1.6218,413.2
8,2,16,0,1,0.0,0.0,0,EURUSD,0.41,773,0.1876,-0.6241,0.706,-4.8241,645.4
8,2,16,0,1,0.0,1.0,0,EURUSD,0.309,773,0.3777,-0.5742,0.706,-4.4468,101449.8
8,2,16,0,1,0.0,1.5,0,EURUSD,0.38,773,0.3079,-0.5668,0.706,-4.3999,12045.2
8,2,16,0,1,0.0,2.0,0,EURUSD,0.405,773,0.26,-0.5775,0.706,-4.4637,4298.6
8,2,16,0,1,0.0,3.0,0,EURUSD,0.425,773,0.2122,-0.5928,0.706,-4.5912,1316.1
8,2,16,0,2,1.0,0.0,0,EURUSD,0.415,773,0.1721,-0.6238,0.706,-4.8226,637.7
8,2,16,0,2,1.0,0.0,1,EURUSD,0.629,773,0.2458,-0.3569,0.706,-2.7693,123.4
8,2,16,0,2,1.0,1.0,0,EURUSD,0.304,773,0.3674,-0.5798,0.706,-4.4905,137799.7
8,2,16,0,2,1.0,1.0,1,EURUSD,0.753,773,0.5912,-0.1322,0.706,-1.056,660.9
8,2,16,0,2,1.0,1.5,0,EURUSD,0.355,773,0.282,-0.6079,0.706,-4.7178,20811.2
8,2,16,0,2,1.0,1.5,1,EURUSD,0.62,773,0.4075,-0.2935,0.706,-2.2869,791.6
8,2,16,0,2,1.0,2.0,0,EURUSD,0.385,773,0.2329,-0.614,0.706,-4.7459,5911.6
8,2,16,0,2,1.0,2.0,1,EURUSD,0.626,773,0.3312,-0.3242,0.706,-2.5304,447.6
8,2,16,0,2,1.0,3.0,0,EURUSD,0.428,773,0.1953,-0.5949,0.706,-4.6072,1241.4
8,2,16,0,2,1.0,3.0,1,EURUSD,0.657,773,0.273,-0.3197,0.706,-2.5411,198.8
8,2,16,0,2,2.0,0.0,0,EURUSD,0.646,773,0.3609,-0.2196,0.706,-1.7183,630.2
8,2,16,0,2,2.0,0.0,1,EURUSD,0.758,773,0.3997,-0.1401,0.706,-1.1459,289.4
8,2,16,0,2,2.0,1.0,0,EURUSD,0.641,773,0.4554,-0.1978,0.706,-1.5519,2023.5
8,2,16,0,2,2.0,1.0,1,EURUSD,0.765,773,0.4968,-0.1181,0.706,-0.9267,740.6
8,2,16,0,2,2.0,1.5,0,EURUSD,0.676,773,0.3946,-0.1933,0.706,-1.5299,831.7
8,2,16,0,2,2.0,1.5,1,EURUSD,0.772,773,0.4295,-0.127,0.706,-1.018,446.1
8,2,16,0,2,2.0,2.0,0,EURUSD,0.669,773,0.37,-0.2028,0.706,-1.5985,660.0
8,2,16,0,2,2.0,2.0,1,EURUSD,0.801,773,0.4088,-0.114,0.706,-0.9122,292.6
8,2,16,0,2,2.0,3.0,0,EURUSD,0.684,773,0.3622,-0.1955,0.706,-1.5471,451.6
8,2,16,0,2,2.0,3.0,1,EURUSD,0.763,773,0.401,-0.1369,0.706,-1.1089,303.9
8,2,16,1,0,0.0,0.0,0,EURUSD,0.595,756,0.377,-0.206,0.69,-1.5599,1903.4
8,2,16,1,0,0.0,1.0,0,EURUSD,0.663,756,0.4418,-0.1566,0.69,-1.2476,2377.1
8,2,16,1,0,0.0,1.5,0,EURUSD,0.67,756,0.4021,-0.1606,0.69,-1.2486,1375.7
8,2,16,1,0,0.0,2.0,0,EURUSD,0.687,756,0.3902,-0.155,0.69,-1.1851,908.8
8,2,16,1,0,0.0,3.0,0,EURUSD,0.628,756,0.377,-0.1895,0.69,-1.4399,1251.1
8,2,16,1,1,0.0,0.0,0,EURUSD,0.563,756,0.3029,-0.3345,0.69,-2.5324,498.0
8,2,16,1,1,0.0,1.0,0,EURUSD,0.54,756,0.4577,-0.2804,0.69,-2.1527,4834.2
8,2,16,1,1,0.0,1.5,0,EURUSD,0.606,756,0.381,-0.27,0.69,-2.0821,1188.6
8,2,16,1,1,0.0,2.0,0,EURUSD,0.634,756,0.3426,-0.2638,0.69,-2.0076,609.3
8,2,16,1,1,0.0,3.0,0,EURUSD,0.631,756,0.3175,-0.2765,0.69,-2.0937,399.1
8,2,16,1,2,1.0,0.0,0,EURUSD,0.563,756,0.246,-0.4156,0.69,-3.1697,241.4
8,2,16,1,2,1.0,0.0,1,EURUSD,0.712,756,0.2844,-0.2589,0.69,-1.9571,100.7
8,2,16,1,2,1.0,1.0,0,EURUSD,0.456,756,0.4669,-0.3794,0.69,-2.9385,10281.9
8,2,16,1,2,1.0,1.0,1,EURUSD,0.58,756,0.5251,-0.26,0.69,-1.9655,2565.2
8,2,16,1,2,1.0,1.5,0,EURUSD,0.553,756,0.3796,-0.3589,0.69,-2.7897,1468.7
8,2,16,1,2,1.0,1.5,1,EURUSD,0.665,756,0.4259,-0.2506,0.69,-1.8942,581.7
8,2,16,1,2,1.0,2.0,0,EURUSD,0.566,756,0.3122,-0.382,0.69,-2.9139,738.9
8,2,16,1,2,1.0,2.0,1,EURUSD,0.706,756,0.3624,-0.2399,0.69,-1.8133,283.3
8,2,16,1,2,1.0,3.0,0,EURUSD,0.609,756,0.2659,-0.3635,0.69,-2.7662,284.1
8,2,16,1,2,1.0,3.0,1,EURUSD,0.734,756,0.3082,-0.2328,0.69,-1.7602,150.4
8,2,16,1,2,2.0,0.0,0,EURUSD,0.611,756,0.3545,-0.2312,0.69,-1.7813,996.6
8,2,16,1,2,2.0,0.0,1,EURUSD,0.772,756,0.4127,-0.1229,0.69,-0.9376,327.6
8,2,16,1,2,2.0,1.0,0,EURUSD,0.623,756,0.4378,-0.2029,0.69,-1.5871,2696.9
8,2,16,1,2,2.0,1.0,1,EURUSD,0.762,756,0.4987,-0.1154,0.69,-0.8726,834.6
8,2,16,1,2,2.0,1.5,0,EURUSD,0.671,756,0.3849,-0.1869,0.69,-1.4445,989.3
8,2,16,1,2,2.0,1.5,1,EURUSD,0.793,756,0.4392,-0.1084,0.69,-0.8259,449.4
8,2,16,1,2,2.0,2.0,0,EURUSD,0.666,756,0.3638,-0.1951,0.69,-1.5269,764.0
8,2,16,1,2,2.0,2.0,1,EURUSD,0.766,756,0.4167,-0.1254,0.69,-0.9514,431.9
8,2,16,1,2,2.0,3.0,0,EURUSD,0.63,756,0.3545,-0.2194,0.69,-1.7013,820.3
8,2,16,1,2,2.0,3.0,1,EURUSD,0.769,756,0.4127,-0.1243,0.69,-0.9406,355.3
8,2,32,0,0,0.0,0.0,0,EURUSD,0.698,775,0.2684,-0.2494,0.708,-2.126,109.4
8,2,32,0,0,0.0,1.0,0,EURUSD,0.681,775,0.489,-0.1878,0.708,-1.4999,1151.3
8,2,32,0,0,0.0,1.5,0,EURUSD,0.685,775,0.3871,-0.2218,0.708,-1.7907,562.0
8,2,32,0,0,0.0,2.0,0,EURUSD,0.729,775,0.3394,-0.2027,0.708,-1.6178,276.9
8,2,32,0,0,0.0,3.0,0,EURUSD,0.742,775,0.2903,-0.2071,0.708,-1.6843,156.5
8,2,32,0,1,0.0,0.0,0,EURUSD,0.407,775,0.1148,-0.6976,0.708,-5.4067,175.6
8,2,32,0,1,0.0,1.0,0,EURUSD,0.314,775,0.3794,-0.5714,0.708,-4.4368,89917.8
8,2,32,0,1,0.0,1.5,0,EURUSD,0.39,775,0.3058,-0.5656,0.708,-4.4018,9653.0
8,2,32,0,1,0.0,2.0,0,EURUSD,0.413,775,0.249,-0.5887,0.708,-4.5627,3510.5
8,2,32,0,1,0.0,3.0,0,EURUSD,0.463,775,0.191,-0.5803,0.708,-4.5065,714.4
8,2,32,0,2,1.0,0.0,0,EURUSD,0.403,775,0.1032,-0.7036,0.708,-5.5627,190.2
8,2,32,0,2,1.0,0.0,1,EURUSD,0.721,775,0.1432,-0.3141,0.708,-2.4735,26.9
8,2,32,0,2,1.0,1.0,0,EURUSD,0.304,775,0.3677,-0.5801,0.708,-4.5042,137382.4
8,2,32,0,2,1.0,1.0,1,EURUSD,0.755,775,0.5923,-0.131,0.708,-1.0566,649.4
8,2,32,0,2,1.0,1.5,0,EURUSD,0.355,775,0.2826,-0.6091,0.708,-4.7392,20559.0
8,2,32,0,2,1.0,1.5,1,EURUSD,0.616,775,0.4065,-0.2994,0.708,-2.3391,808.9
8,2,32,0,2,1.0,2.0,0,EURUSD,0.385,775,0.231,-0.6227,0.708,-4.8256,5814.8
8,2,32,0,2,1.0,2.0,1,EURUSD,0.62,775,0.3265,-0.3362,0.708,-2.6298,449.5
8,2,32,0,2,1.0,3.0,0,EURUSD,0.435,775,0.1755,-0.6131,0.708,-4.7617,1010.0
8,2,32,0,2,1.0,3.0,1,EURUSD,0.649,775,0.2413,-0.3504,0.708,-2.7773,179.2
8,2,32,0,2,2.0,0.0,0,EURUSD,0.702,775,0.2684,-0.2445,0.708,-2.139,134.2
8,2,32,0,2,2.0,0.0,1,EURUSD,0.955,775,0.2903,-0.0363,0.708,-0.6896,37.2
8,2,32,0,2,2.0,1.0,0,EURUSD,0.68,775,0.4839,-0.1907,0.708,-1.5071,1153.6
8,2,32,0,2,2.0,1.0,1,EURUSD,0.768,775,0.5123,-0.13,0.708,-1.029,605.0
8,2,32,0,2,2.0,1.5,0,EURUSD,0.734,775,0.3923,-0.1854,0.708,-1.5247,397.6
8,2,32,0,2,2.0,1.5,1,EURUSD,0.782,775,0.4039,-0.1485,0.708,-1.176,299.3
8,2,32,0,2,2.0,2.0,0,EURUSD,0.768,775,0.3394,-0.1745,0.708,-1.4282,217.5
8,2,32,0,2,2.0,2.0,1,EURUSD,0.851,775,0.3587,-0.1086,0.708,-0.8578,148.6
8,2,32,0,2,2.0,3.0,0,EURUSD,0.759,775,0.2852,-0.1936,0.708,-1.5627,143.0
8,2,32,0,2,2.0,3.0,1,EURUSD,0.854,775,0.3084,-0.115,0.708,-0.9146,99.6
8,2,32,1,0,0.0,0.0,0,EURUSD,0.75,775,0.3071,-0.1816,0.708,-1.611,105.4
8,2,32,1,0,0.0,1.0,0,EURUSD,0.737,775,0.4929,-0.145,0.708,-1.2346,802.6
8,2,32,1,0,0.0,1.5,0,EURUSD,0.733,775,0.3987,-0.17,0.708,-1.42,462.9
8,2,32,1,0,0.0,2.0,0,EURUSD,0.731,775,0.351,-0.1845,0.708,-1.4778,320.2
8,2,32,1,0,0.0,3.0,0,EURUSD,0.732,775,0.3174,-0.1927,0.708,-1.5663,209.7
8,2,32,1,1,0.0,0.0,0,EURUSD,0.653,775,0.2026,-0.3339,0.708,-2.7284,64.7
8,2,32,1,1,0.0,1.0,0,EURUSD,0.556,775,0.4671,-0.2868,0.708,-2.2559,3463.7
8,2,32,1,1,0.0,1.5,0,EURUSD,0.638,775,0.3819,-0.2708,0.708,-2.1402,734.0
8,2,32,1,1,0.0,2.0,0,EURUSD,0.656,775,0.3187,-0.283,0.708,-2.2037,387.7
8,2,32,1,1,0.0,3.0,0,EURUSD,0.664,775,0.2542,-0.3017,0.708,-2.3488,198.8
8,2,32,1,2,1.0,0.0,0,EURUSD,0.655,775,0.1368,-0.3904,0.708,-3.3532,35.1
8,2,32,1,2,1.0,0.0,1,EURUSD,0.854,775,0.1716,-0.1589,0.708,-1.6042,17.3
8,2,32,1,2,1.0,1.0,0,EURUSD,0.449,775,0.4632,-0.3891,0.708,-3.0722,11038.5
8,2,32,1,2,1.0,1.0,1,EURUSD,0.585,775,0.529,-0.2575,0.708,-1.9956,2363.1
8,2,32,1,2,1.0,1.5,0,EURUSD,0.553,775,0.3806,-0.3639,0.708,-2.8803,1384.5
8,2,32,1,2,1.0,1.5,1,EURUSD,0.658,775,0.4219,-0.2607,0.708,-2.0206,582.7
8,2,32,1,2,1.0,2.0,0,EURUSD,0.572,775,0.3084,-0.3888,0.708,-3.0412,641.5
8,2,32,1,2,1.0,2.0,1,EURUSD,0.708,775,0.3561,-0.2472,0.708,-1.9156,255.8
8,2,32,1,2,1.0,3.0,0,EURUSD,0.601,775,0.2271,-0.4055,0.708,-3.1531,238.3
8,2,32,1,2,1.0,3.0,1,EURUSD,0.726,775,0.2645,-0.2643,0.708,-2.0486,123.6
8,2,32,1,2,2.0,0.0,0,EURUSD,0.752,775,0.2658,-0.2043,0.708,-1.9001,86.0
8,2,32,1,2,2.0,0.0,1,EURUSD,0.921,775,0.289,-0.0633,0.708,-0.6679,42.2
8,2,32,1,2,2.0,1.0,0,EURUSD,0.678,775,0.4813,-0.1921,0.708,-1.5409,1179.8
8,2,32,1,2,2.0,1.0,1,EURUSD,0.758,775,0.5084,-0.1363,0.708,-1.0639,651.4
8,2,32,1,2,2.0,1.5,0,EURUSD,0.74,775,0.391,-0.1813,0.708,-1.4716,384.6
8,2,32,1,2,2.0,1.5,1,EURUSD,0.784,775,0.4065,-0.1452,0.708,-1.1299,302.8
8,2,32,1,2,2.0,2.0,0,EURUSD,0.721,775,0.3265,-0.2128,0.708,-1.6859,285.9
8,2,32,1,2,2.0,2.0,1,EURUSD,0.796,775,0.3484,-0.1499,0.708,-1.1637,194.3
8,2,32,1,2,2.0,3.0,0,EURUSD,0.734,775,0.2813,-0.2155,0.708,-1.7772,163.0
8,2,32,1,2,2.0,3.0,1,EURUSD,0.849,775,0.3084,-0.1173,0.708,-0.9092,103.5
8,2,96,0,0,0.0,0.0,0,EURUSD,0.693,775,0.231,-0.2725,0.708,-2.4286,126.5
8,2,96,0,0,0.0,1.0,0,EURUSD,0.687,775,0.4916,-0.1855,0.708,-1.4826,1046.8
8,2,96,0,0,0.0,1.5,0,EURUSD,0.695,775,0.3845,-0.2183,0.708,-1.7727,500.3
8,2,96,0,0,0.0,2.0,0,EURUSD,0.758,775,0.3368,-0.1863,0.708,-1.5355,223.0
8,2,96,0,0,0.0,3.0,0,EURUSD,0.769,775,0.2723,-0.1945,0.708,-1.6811,128.5
8,2,96,0,1,0.0,0.0,0,EURUSD,0.403,775,0.0916,-0.7208,0.708,-5.586,155.9
8,2,96,0,1,0.0,1.0,0,EURUSD,0.314,775,0.3794,-0.5712,0.708,-4.4355,88648.5
8,2,96,0,1,0.0,1.5,0,EURUSD,0.391,775,0.3058,-0.5654,0.708,-4.4005,9575.1
8,2,96,0,1,0.0,2.0,0,EURUSD,0.414,775,0.2477,-0.5886,0.708,-4.562,3385.5
8,2,96,0,1,0.0,3.0,0,EURUSD,0.46,775,0.1871,-0.5856,0.708,-4.5476,715.9
8,2,96,0,2,1.0,0.0,0,EURUSD,0.382,775,0.0813,-0.7446,0.708,-5.7884,196.3
8,2,96,0,2,1.0,0.0,1,EURUSD,0.759,775,0.1135,-0.2809,0.708,-2.2107,23.1
8,2,96,0,2,1.0,1.0,0,EURUSD,0.304,775,0.3677,-0.5801,0.708,-4.5042,137382.4
8,2,96,0,2,1.0,1.0,1,EURUSD,0.755,775,0.5923,-0.131,0.708,-1.0566,649.4
