hour,minute,or_bars,hold_bars,entry_mode,stop_mode,stop_atr_mult,rr,fade,min_break_rvol,min_atr_rank,fast_trend_mode,symbol,window,pf,trades,win_rate,avg_r,trades_per_day,avg_hold_h,max_dd,sharpe,days_to_target
13,0,1,32,0,2,2.0,1.0,0,2.0,0.5,2,XAUUSD,OOS,1.161,73,0.589,0.0643,0.201,1.84,-0.0483,0.612,428.6
13,0,1,32,0,2,2.0,1.0,0,2.0,0.7,0,XAUUSD,OOS,0.811,90,0.4889,-0.0993,0.247,1.8,-0.1349,-0.995,1380.3
13,0,1,32,0,2,2.0,1.0,0,2.0,0.7,2,XAUUSD,OOS,1.038,51,0.5686,0.0159,0.14,2.17,-0.047,0.128,912.3
13,0,1,32,0,2,2.0,1.0,1,0.0,0.0,0,XAUUSD,OOS,0.932,257,0.5136,-0.0339,0.706,1.34,-0.1851,-0.557,253.1
13,0,1,32,0,2,2.0,1.0,1,0.0,0.0,2,XAUUSD,OOS,0.889,257,0.5058,-0.0562,0.706,1.3,-0.222,-0.926,313.9
13,0,1,32,0,2,2.0,1.0,1,0.0,0.5,0,XAUUSD,OOS,0.966,173,0.5202,-0.0165,0.475,1.49,-0.1599,-0.223,323.6
13,0,1,32,0,2,2.0,1.0,1,0.0,0.5,2,XAUUSD,OOS,0.899,173,0.5087,-0.0508,0.475,1.42,-0.2303,-0.688,444.3
13,0,1,32,0,2,2.0,1.0,1,0.0,0.7,0,XAUUSD,OOS,1.082,94,0.5426,0.0374,0.258,1.76,-0.1621,0.383,373.4
13,0,1,32,0,2,2.0,1.0,1,0.0,0.7,2,XAUUSD,OOS,0.923,94,0.5106,-0.0382,0.258,1.65,-0.2036,-0.389,700.4
13,0,1,32,0,2,2.0,1.0,1,1.5,0.0,0,XAUUSD,OOS,0.769,247,0.4656,-0.1269,0.679,1.2,-0.4489,-2.053,643.0
13,0,1,32,0,2,2.0,1.0,1,1.5,0.0,2,XAUUSD,OOS,0.743,246,0.4593,-0.1436,0.676,1.13,-0.4377,-2.32,780.6
13,0,1,32,0,2,2.0,1.0,1,1.5,0.5,0,XAUUSD,OOS,0.795,166,0.4699,-0.1108,0.456,1.37,-0.3358,-1.472,812.2
13,0,1,32,0,2,2.0,1.0,1,1.5,0.5,2,XAUUSD,OOS,0.765,166,0.4639,-0.1294,0.456,1.28,-0.3558,-1.719,992.5
13,0,1,32,0,2,2.0,1.0,1,1.5,0.7,0,XAUUSD,OOS,0.946,94,0.5106,-0.0265,0.258,1.73,-0.2221,-0.27,632.7
13,0,1,32,0,2,2.0,1.0,1,1.5,0.7,2,XAUUSD,OOS,0.845,94,0.4894,-0.0807,0.258,1.6,-0.2436,-0.821,1058.4
13,0,1,32,0,2,2.0,1.0,1,2.0,0.0,0,XAUUSD,OOS,0.837,236,0.4915,-0.0855,0.648,1.18,-0.3626,-1.357,442.2
13,0,1,32,0,2,2.0,1.0,1,2.0,0.0,2,XAUUSD,OOS,0.807,233,0.485,-0.1026,0.64,1.23,-0.395,-1.626,545.2
13,0,1,32,0,2,2.0,1.0,1,2.0,0.5,0,XAUUSD,OOS,0.891,159,0.5031,-0.0547,0.437,1.46,-0.2992,-0.72,499.0
13,0,1,32,0,2,2.0,1.0,1,2.0,0.5,2,XAUUSD,OOS,0.903,158,0.5127,-0.0483,0.434,1.48,-0.3391,-0.636,476.7
13,0,1,32,0,2,2.0,1.0,1,2.0,0.7,0,XAUUSD,OOS,0.883,90,0.4889,-0.0591,0.247,1.8,-0.1938,-0.593,915.5
13,0,1,32,0,2,2.0,1.0,1,2.0,0.7,2,XAUUSD,OOS,0.892,90,0.5,-0.0542,0.247,1.76,-0.2297,-0.546,878.9
13,0,1,32,0,2,2.0,2.0,0,0.0,0.0,0,XAUUSD,OOS,0.893,257,0.3696,-0.0693,0.706,2.46,-0.3145,-0.845,144.3
13,0,1,32,0,2,2.0,2.0,0,0.0,0.0,2,XAUUSD,OOS,0.877,193,0.4093,-0.0624,0.53,2.43,-0.1828,-0.797,308.6
13,0,1,32,0,2,2.0,2.0,0,0.0,0.5,0,XAUUSD,OOS,0.92,173,0.3757,-0.0508,0.475,2.65,-0.2646,-0.512,199.4
13,0,1,32,0,2,2.0,2.0,0,0.0,0.5,2,XAUUSD,OOS,0.915,132,0.4242,-0.0416,0.363,2.73,-0.1357,-0.445,400.3
13,0,1,32,0,2,2.0,2.0,0,0.0,0.7,0,XAUUSD,OOS,0.967,94,0.383,-0.0203,0.258,2.87,-0.2388,-0.155,308.1
13,0,1,32,0,2,2.0,2.0,0,0.0,0.7,2,XAUUSD,OOS,0.787,75,0.4133,-0.1091,0.206,2.92,-0.1326,-0.922,1319.1
13,0,1,32,0,2,2.0,2.0,0,1.5,0.0,0,XAUUSD,OOS,1.048,247,0.3968,0.0298,0.679,2.32,-0.2346,0.348,86.8
13,0,1,32,0,2,2.0,2.0,0,1.5,0.0,2,XAUUSD,OOS,1.013,133,0.4436,0.0066,0.365,2.53,-0.109,0.065,231.3
13,0,1,32,0,2,2.0,2.0,0,1.5,0.5,0,XAUUSD,OOS,1.072,166,0.4036,0.0436,0.456,2.56,-0.1705,0.421,124.7
13,0,1,32,0,2,2.0,2.0,0,1.5,0.5,2,XAUUSD,OOS,1.083,92,0.4674,0.0409,0.253,2.98,-0.0747,0.345,292.9
13,0,1,32,0,2,2.0,2.0,0,1.5,0.7,0,XAUUSD,OOS,1.053,94,0.4043,0.0313,0.258,2.97,-0.2244,0.237,237.8
13,0,1,32,0,2,2.0,2.0,0,1.5,0.7,2,XAUUSD,OOS,0.842,60,0.4167,-0.0835,0.165,3.16,-0.1027,-0.606,1145.2
13,0,1,32,0,2,2.0,2.0,0,2.0,0.0,0,XAUUSD,OOS,0.961,236,0.3729,-0.025,0.648,2.22,-0.2734,-0.29,119.5
13,0,1,32,0,2,2.0,2.0,0,2.0,0.0,2,XAUUSD,OOS,1.005,102,0.451,0.0027,0.28,2.71,-0.1245,0.024,313.3
13,0,1,32,0,2,2.0,2.0,0,2.0,0.5,0,XAUUSD,OOS,0.985,159,0.3774,-0.0092,0.437,2.5,-0.156,-0.089,170.0
13,0,1,32,0,2,2.0,2.0,0,2.0,0.5,2,XAUUSD,OOS,1.229,73,0.5068,0.1057,0.201,3.22,-0.0728,0.788,261.8
13,0,1,32,0,2,2.0,2.0,0,2.0,0.7,0,XAUUSD,OOS,1.064,90,0.4111,0.0368,0.247,3.02,-0.1308,0.275,247.6
13,0,1,32,0,2,2.0,2.0,0,2.0,0.7,2,XAUUSD,OOS,0.918,51,0.451,-0.0419,0.14,3.42,-0.0903,-0.279,966.8
13,0,1,32,0,2,2.0,2.0,1,0.0,0.0,0,XAUUSD,OOS,0.746,257,0.3424,-0.1668,0.706,2.64,-0.444,-2.155,309.2
13,0,1,32,0,2,2.0,2.0,1,0.0,0.0,2,XAUUSD,OOS,0.83,257,0.3619,-0.1085,0.706,2.61,-0.3376,-1.378,202.1
13,0,1,32,0,2,2.0,2.0,1,0.0,0.5,0,XAUUSD,OOS,0.846,173,0.3757,-0.0964,0.475,2.79,-0.3,-1.004,279.0
13,0,1,32,0,2,2.0,2.0,1,0.0,0.5,2,XAUUSD,OOS,0.91,173,0.3873,-0.0552,0.475,2.75,-0.3123,-0.57,216.8
13,0,1,32,0,2,2.0,2.0,1,0.0,0.7,0,XAUUSD,OOS,1.054,94,0.4255,0.0297,0.258,3.24,-0.194,0.232,253.5
13,0,1,32,0,2,2.0,2.0,1,0.0,0.7,2,XAUUSD,OOS,1.029,94,0.4149,0.0165,0.258,3.07,-0.2272,0.128,267.9
13,0,1,32,0,2,2.0,2.0,1,1.5,0.0,0,XAUUSD,OOS,0.647,247,0.3117,-0.2435,0.679,2.42,-0.6409,-3.182,601.3
13,0,1,32,0,2,2.0,2.0,1,1.5,0.0,2,XAUUSD,OOS,0.723,246,0.3252,-0.1878,0.676,2.35,-0.5079,-2.388,357.8
13,0,1,32,0,2,2.0,2.0,1,1.5,0.5,0,XAUUSD,OOS,0.735,166,0.3434,-0.175,0.456,2.61,-0.4526,-1.84,502.2
13,0,1,32,0,2,2.0,2.0,1,1.5,0.5,2,XAUUSD,OOS,0.813,166,0.3554,-0.121,0.456,2.56,-0.416,-1.25,333.0
13,0,1,32,0,2,2.0,2.0,1,1.5,0.7,0,XAUUSD,OOS,0.896,94,0.3936,-0.061,0.258,3.18,-0.2793,-0.488,429.8
13,0,1,32,0,2,2.0,2.0,1,1.5,0.7,2,XAUUSD,OOS,0.929,94,0.3936,-0.0423,0.258,3.01,-0.2825,-0.334,374.1
13,0,1,32,0,2,2.0,2.0,1,2.0,0.0,0,XAUUSD,OOS,0.709,236,0.3475,-0.1928,0.648,2.54,-0.506,-2.466,437.3
13,0,1,32,0,2,2.0,2.0,1,2.0,0.0,2,XAUUSD,OOS,0.803,233,0.3648,-0.1268,0.64,2.47,-0.4891,-1.567,254.1
13,0,1,32,0,2,2.0,2.0,1,2.0,0.5,0,XAUUSD,OOS,0.758,159,0.3711,-0.1541,0.437,2.84,-0.3807,-1.625,504.3
13,0,1,32,0,2,2.0,2.0,1,2.0,0.5,2,XAUUSD,OOS,0.871,158,0.3987,-0.0788,0.434,2.84,-0.3931,-0.812,291.5
13,0,1,32,0,2,2.0,2.0,1,2.0,0.7,0,XAUUSD,OOS,0.785,90,0.3778,-0.1303,0.247,3.32,-0.2407,-1.066,803.0
13,0,1,32,0,2,2.0,2.0,1,2.0,0.7,2,XAUUSD,OOS,0.955,90,0.4111,-0.0262,0.247,3.22,-0.2816,-0.207,377.1
13,0,1,32,1,0,0.0,0.0,0,0.0,0.0,0,XAUUSD,OOS,0.904,256,0.3398,-0.0621,0.703,3.84,-0.3963,-0.632,89.3
13,0,1,32,1,0,0.0,0.0,0,0.0,0.0,2,XAUUSD,OOS,1.154,170,0.4647,0.0567,0.467,2.73,-0.1123,0.628,141.4
13,0,1,32,1,0,0.0,0.0,0,0.0,0.5,0,XAUUSD,OOS,1.05,172,0.3663,0.0314,0.473,3.94,-0.2861,0.252,91.3
13,0,1,32,1,0,0.0,0.0,0,0.0,0.5,2,XAUUSD,OOS,1.486,118,0.4915,0.1707,0.324,2.92,-0.0786,1.406,112.1
13,0,1,32,1,0,0.0,0.0,0,0.0,0.7,0,XAUUSD,OOS,0.96,94,0.383,-0.025,0.258,3.88,-0.2952,-0.164,224.4
13,0,1,32,1,0,0.0,0.0,0,0.0,0.7,2,XAUUSD,OOS,0.948,66,0.4848,-0.0223,0.181,2.54,-0.1088,-0.162,566.8
13,0,1,32,1,0,0.0,0.0,0,1.5,0.0,0,XAUUSD,OOS,1.03,244,0.373,0.0187,0.67,3.93,-0.2933,0.179,64.8
13,0,1,32,1,0,0.0,0.0,0,1.5,0.0,2,XAUUSD,OOS,1.175,96,0.4688,0.0816,0.264,2.92,-0.0852,0.584,168.0
13,0,1,32,1,0,0.0,0.0,0,1.5,0.5,0,XAUUSD,OOS,1.273,164,0.4085,0.1565,0.451,4.08,-0.1446,1.166,62.2
13,0,1,32,1,0,0.0,0.0,0,1.5,0.5,2,XAUUSD,OOS,1.551,70,0.5,0.2444,0.192,3.15,-0.0665,1.355,124.8
13,0,1,32,1,0,0.0,0.0,0,1.5,0.7,0,XAUUSD,OOS,1.023,93,0.4086,0.0138,0.256,3.97,-0.25,0.09,200.5
13,0,1,32,1,0,0.0,0.0,0,1.5,0.7,2,XAUUSD,OOS,0.746,47,0.4043,-0.1396,0.129,2.67,-0.105,-0.843,1613.4
13,0,1,32,1,0,0.0,0.0,0,2.0,0.0,0,XAUUSD,OOS,1.024,225,0.3733,0.0138,0.618,4.04,-0.2434,0.137,81.4
13,0,1,32,1,0,0.0,0.0,0,2.0,0.0,2,XAUUSD,OOS,0.963,66,0.4697,-0.018,0.181,2.98,-0.1089,-0.126,512.9
13,0,1,32,1,0,0.0,0.0,0,2.0,0.5,0,XAUUSD,OOS,1.157,153,0.3922,0.0886,0.42,4.11,-0.1531,0.706,91.2
13,0,1,32,1,0,0.0,0.0,0,2.0,0.5,2,XAUUSD,OOS,1.243,50,0.5,0.1098,0.137,3.19,-0.0669,0.63,318.0
13,0,1,32,1,0,0.0,0.0,0,2.0,0.7,0,XAUUSD,OOS,1.04,86,0.4186,0.0227,0.236,4.12,-0.1897,0.148,224.0
13,0,1,32,1,0,0.0,0.0,0,2.0,0.7,2,XAUUSD,OOS,0.533,36,0.3889,-0.2631,0.099,2.6,-0.1098,-1.612,15402.2
13,0,1,32,1,0,0.0,1.0,0,0.0,0.0,0,XAUUSD,OOS,0.893,256,0.5117,-0.0525,0.703,1.58,-0.2376,-0.886,327.7
13,0,1,32,1,0,0.0,1.0,0,0.0,0.0,2,XAUUSD,OOS,1.039,170,0.5235,0.0122,0.467,1.69,-0.092,0.213,401.6
13,0,1,32,1,0,0.0,1.0,0,0.0,0.5,0,XAUUSD,OOS,0.886,172,0.5058,-0.0562,0.473,1.66,-0.2234,-0.774,502.2
13,0,1,32,1,0,0.0,1.0,0,0.0,0.5,2,XAUUSD,OOS,1.039,118,0.5254,0.0126,0.324,1.69,-0.0721,0.179,553.2
13,0,1,32,1,0,0.0,1.0,0,0.0,0.7,0,XAUUSD,OOS,0.787,94,0.4787,-0.1112,0.258,1.87,-0.1884,-1.154,1595.8
13,0,1,32,1,0,0.0,1.0,0,0.0,0.7,2,XAUUSD,OOS,0.749,66,0.5152,-0.1024,0.181,1.71,-0.0935,-1.054,4313.4
13,0,1,32,1,0,0.0,1.0,0,1.5,0.0,0,XAUUSD,OOS,0.948,244,0.5287,-0.0247,0.67,1.63,-0.1558,-0.411,257.8
13,0,1,32,1,0,0.0,1.0,0,1.5,0.0,2,XAUUSD,OOS,0.827,96,0.5208,-0.0717,0.264,1.66,-0.1033,-0.859,1600.2
13,0,1,32,1,0,0.0,1.0,0,1.5,0.5,0,XAUUSD,OOS,0.96,164,0.5244,-0.0186,0.451,1.75,-0.15,-0.255,364.5
13,0,1,32,1,0,0.0,1.0,0,1.5,0.5,2,XAUUSD,OOS,0.877,70,0.5286,-0.0517,0.192,1.57,-0.078,-0.52,1491.7
13,0,1,32,1,0,0.0,1.0,0,1.5,0.7,0,XAUUSD,OOS,0.807,93,0.4839,-0.0995,0.256,1.93,-0.1672,-1.028,1418.9
13,0,1,32,1,0,0.0,1.0,0,1.5,0.7,2,XAUUSD,OOS,0.605,47,0.4468,-0.2041,0.129,1.73,-0.1148,-1.633,16517.6
13,0,1,32,1,0,0.0,1.0,0,2.0,0.0,0,XAUUSD,OOS,0.886,225,0.4978,-0.0551,0.618,1.84,-0.1447,-0.891,392.5
13,0,1,32,1,0,0.0,1.0,0,2.0,0.0,2,XAUUSD,OOS,0.811,66,0.5303,-0.08,0.181,1.67,-0.0977,-0.788,2529.0
13,0,1,32,1,0,0.0,1.0,0,2.0,0.5,0,XAUUSD,OOS,0.881,153,0.4902,-0.0571,0.42,2.01,-0.1273,-0.767,601.6
13,0,1,32,1,0,0.0,1.0,0,2.0,0.5,2,XAUUSD,OOS,0.883,50,0.54,-0.0494,0.137,1.64,-0.0809,-0.422,2031.4
13,0,1,32,1,0,0.0,1.0,0,2.0,0.7,0,XAUUSD,OOS,0.882,86,0.5,-0.0575,0.236,2.03,-0.0965,-0.576,1008.0
13,0,1,32,1,0,0.0,1.0,0,2.0,0.7,2,XAUUSD,OOS,0.54,36,0.4444,-0.24,0.099,1.88,-0.097,-1.719,46064.0
13,0,1,32,1,0,0.0,2.0,0,0.0,0.0,0,XAUUSD,OOS,0.968,256,0.3906,-0.0192,0.703,2.63,-0.2779,-0.239,119.8
13,0,1,32,1,0,0.0,2.0,0,0.0,0.0,2,XAUUSD,OOS,1.06,170,0.4706,0.0216,0.467,2.29,-0.1018,0.298,246.6
13,0,1,32,1,0,0.0,2.0,0,0.0,0.5,0,XAUUSD,OOS,0.969,172,0.3895,-0.0184,0.473,2.68,-0.2642,-0.189,179.2
13,0,1,32,1,0,0.0,2.0,0,0.0,0.5,2,XAUUSD,OOS,1.261,118,0.4915,0.0916,0.324,2.29,-0.0786,0.988,201.4
13,0,1,32,1,0,0.0,2.0,0,0.0,0.7,0,XAUUSD,OOS,0.919,94,0.3936,-0.0492,0.258,2.79,-0.2497,-0.389,387.9
13,0,1,32,1,0,0.0,2.0,0,0.0,0.7,2,XAUUSD,OOS,0.84,66,0.4848,-0.069,0.181,2.2,-0.1088,-0.601,1362.0
13,0,1,32,1,0,0.0,2.0,0,1.5,0.0,0,XAUUSD,OOS,1.05,244,0.4221,0.0286,0.67,2.67,-0.1913,0.353,98.7
13,0,1,32,1,0,0.0,2.0,0,1.5,0.0,2,XAUUSD,OOS,1.047,96,0.4792,0.0215,0.264,2.24,-0.0886,0.198,330.1
13,0,1,32,1,0,0.0,2.0,0,1.5,0.5,0,XAUUSD,OOS,1.146,164,0.4329,0.0801,0.451,2.74,-0.1187,0.808,116.3
13,0,1,32,1,0,0.0,2.0,0,1.5,0.5,2,XAUUSD,OOS,1.268,70,0.5,0.119,0.192,2.23,-0.068,0.887,242.3
13,0,1,32,1,0,0.0,2.0,0,1.5,0.7,0,XAUUSD,OOS,1.077,93,0.4301,0.0436,0.256,2.78,-0.163,0.337,238.7
13,0,1,32,1,0,0.0,2.0,0,1.5,0.7,2,XAUUSD,OOS,0.666,47,0.4043,-0.1834,0.129,2.34,-0.1119,-1.266,4521.6
13,0,1,32,1,0,0.0,2.0,0,2.0,0.0,0,XAUUSD,OOS,1.022,225,0.4089,0.0125,0.618,2.92,-0.1642,0.152,121.5
13,0,1,32,1,0,0.0,2.0,0,2.0,0.0,2,XAUUSD,OOS,0.904,66,0.4697,-0.0463,0.181,2.26,-0.0904,-0.362,809.2
13,0,1,32,1,0,0.0,2.0,0,2.0,0.5,0,XAUUSD,OOS,1.114,153,0.4183,0.0617,0.42,2.92,-0.1313,0.614,139.4
13,0,1,32,1,0,0.0,2.0,0,2.0,0.5,2,XAUUSD,OOS,1.16,50,0.5,0.0724,0.137,2.23,-0.0709,0.472,438.3
13,0,1,32,1,0,0.0,2.0,0,2.0,0.7,0,XAUUSD,OOS,1.13,86,0.4419,0.0703,0.236,2.97,-0.1276,0.529,233.1
13,0,1,32,1,0,0.0,2.0,0,2.0,0.7,2,XAUUSD,OOS,0.481,36,0.3889,-0.2925,0.099,2.39,-0.1098,-1.943,48187.7
13,0,1,32,1,2,1.0,0.0,0,0.0,0.0,0,XAUUSD,OOS,0.968,256,0.2109,-0.0283,0.703,2.24,-0.47,-0.184,30.8
13,0,1,32,1,2,1.0,0.0,0,0.0,0.0,2,XAUUSD,OOS,1.24,170,0.3824,0.1439,0.467,1.96,-0.1205,1.056,60.1
13,0,1,32,1,2,1.0,0.0,0,0.0,0.5,0,XAUUSD,OOS,1.112,172,0.25,0.0937,0.473,2.43,-0.3813,0.502,39.5
13,0,1,32,1,2,1.0,0.0,0,0.0,0.5,2,XAUUSD,OOS,1.549,118,0.4237,0.3006,0.324,2.18,-0.0818,1.708,58.8
13,0,1,32,1,2,1.0,0.0,0,0.0,0.7,0,XAUUSD,OOS,1.155,94,0.2553,0.127,0.258,2.25,-0.2615,0.505,64.9
13,0,1,32,1,2,1.0,0.0,0,0.0,0.7,2,XAUUSD,OOS,1.063,66,0.3939,0.0386,0.181,1.69,-0.1205,0.207,238.0
13,0,1,32,1,2,1.0,0.0,0,1.5,0.0,0,XAUUSD,OOS,1.073,244,0.2254,0.0638,0.67,2.27,-0.3623,0.392,25.9
13,0,1,32,1,2,1.0,0.0,0,1.5,0.0,2,XAUUSD,OOS,1.263,96,0.3646,0.1836,0.264,1.86,-0.1079,0.906,78.5
13,0,1,32,1,2,1.0,0.0,0,1.5,0.5,0,XAUUSD,OOS,1.278,164,0.2683,0.2261,0.451,2.48,-0.2374,1.116,31.2
13,0,1,32,1,2,1.0,0.0,0,1.5,0.5,2,XAUUSD,OOS,1.624,70,0.4143,0.392,0.192,2.17,-0.0661,1.556,71.2
13,0,1,32,1,2,1.0,0.0,0,1.5,0.7,0,XAUUSD,OOS,1.154,93,0.2688,0.124,0.256,2.25,-0.2323,0.498,67.4
13,0,1,32,1,2,1.0,0.0,0,1.5,0.7,2,XAUUSD,OOS,0.92,47,0.3191,-0.0592,0.129,1.61,-0.1162,-0.25,379.9
13,0,1,32,1,2,1.0,0.0,0,2.0,0.0,0,XAUUSD,OOS,1.113,225,0.2267,0.0991,0.618,2.21,-0.349,0.57,25.9
13,0,1,32,1,2,1.0,0.0,0,2.0,0.0,2,XAUUSD,OOS,1.088,66,0.3485,0.0649,0.181,1.71,-0.1462,0.282,156.1
13,0,1,32,1,2,1.0,0.0,0,2.0,0.5,0,XAUUSD,OOS,1.306,153,0.2614,0.2527,0.42,2.35,-0.1712,1.173,31.3
13,0,1,32,1,2,1.0,0.0,0,2.0,0.5,2,XAUUSD,OOS,1.373,50,0.4,0.2447,0.137,1.97,-0.1001,0.893,134.3
13,0,1,32,1,2,1.0,0.0,0,2.0,0.7,0,XAUUSD,OOS,1.189,86,0.2674,0.1527,0.236,2.33,-0.1951,0.576,67.7
13,0,1,32,1,2,1.0,0.0,0,2.0,0.7,2,XAUUSD,OOS,0.667,36,0.2778,-0.2615,0.099,1.27,-0.151,-1.042,1250.8
13,0,1,32,1,2,1.0,0.0,1,0.0,0.0,0,XAUUSD,OOS,1.08,256,0.2305,0.0705,0.703,2.1,-0.4906,0.404,21.5
13,0,1,32,1,2,1.0,0.0,1,0.0,0.0,2,XAUUSD,OOS,1.262,256,0.2773,0.2178,0.703,2.34,-0.2544,1.226,18.1
13,0,1,32,1,2,1.0,0.0,1,0.0,0.5,0,XAUUSD,OOS,1.215,172,0.2384,0.186,0.473,2.2,-0.3413,0.826,26.0
13,0,1,32,1,2,1.0,0.0,1,0.0,0.5,2,XAUUSD,OOS,1.411,172,0.2965,0.329,0.473,2.49,-0.2677,1.465,23.2
13,0,1,32,1,2,1.0,0.0,1,0.0,0.7,0,XAUUSD,OOS,1.102,94,0.2553,0.0847,0.258,2.44,-0.2843,0.339,69.1
13,0,1,32,1,2,1.0,0.0,1,0.0,0.7,2,XAUUSD,OOS,1.423,94,0.3404,0.3099,0.258,2.8,-0.1917,1.243,53.0
13,0,1,32,1,2,1.0,0.0,1,1.5,0.0,0,XAUUSD,OOS,0.818,244,0.2049,-0.1667,0.67,1.87,-0.7151,-1.136,44.5
13,0,1,32,1,2,1.0,0.0,1,1.5,0.0,2,XAUUSD,OOS,0.968,243,0.2428,-0.0284,0.668,2.05,-0.4934,-0.187,33.7
13,0,1,32,1,2,1.0,0.0,1,1.5,0.5,0,XAUUSD,OOS,0.888,164,0.2195,-0.0994,0.451,1.95,-0.4484,-0.563,61.5
13,0,1,32,1,2,1.0,0.0,1,1.5,0.5,2,XAUUSD,OOS,1.048,164,0.2744,0.0395,0.451,2.2,-0.3823,0.224,49.8
13,0,1,32,1,2,1.0,0.0,1,1.5,0.7,0,XAUUSD,OOS,1.03,93,0.2473,0.0253,0.256,2.33,-0.2843,0.103,78.3
13,0,1,32,1,2,1.0,0.0,1,1.5,0.7,2,XAUUSD,OOS,1.334,93,0.3333,0.2477,0.256,2.69,-0.1917,1.011,59.5
13,0,1,32,1,2,1.0,0.0,1,2.0,0.0,0,XAUUSD,OOS,0.765,225,0.2178,-0.2122,0.618,1.87,-0.6781,-1.499,64.2
13,0,1,32,1,2,1.0,0.0,1,2.0,0.0,2,XAUUSD,OOS,0.932,222,0.2523,-0.0588,0.61,2.05,-0.4899,-0.39,43.2
13,0,1,32,1,2,1.0,0.0,1,2.0,0.5,0,XAUUSD,OOS,0.839,153,0.2353,-0.1401,0.42,1.99,-0.4694,-0.813,81.6
13,0,1,32,1,2,1.0,0.0,1,2.0,0.5,2,XAUUSD,OOS,1.057,151,0.2914,0.0458,0.415,2.29,-0.393,0.257,56.6
13,0,1,32,1,2,1.0,0.0,1,2.0,0.7,0,XAUUSD,OOS,0.748,86,0.2093,-0.222,0.236,2.11,-0.4183,-0.95,153.9
13,0,1,32,1,2,1.0,0.0,1,2.0,0.7,2,XAUUSD,OOS,1.109,84,0.2976,0.0851,0.231,2.56,-0.3182,0.343,86.5
13,0,1,32,1,2,1.0,1.0,0,0.0,0.0,0,XAUUSD,OOS,0.724,256,0.4961,-0.1588,0.703,0.19,-0.4227,-2.558,846.1
13,0,1,32,1,2,1.0,1.0,0,0.0,0.0,2,XAUUSD,OOS,0.955,170,0.5412,-0.0203,0.467,0.56,-0.1693,-0.285,370.3
13,0,1,32,1,2,1.0,1.0,0,0.0,0.5,0,XAUUSD,OOS,0.707,172,0.4826,-0.1715,0.473,0.22,-0.3382,-2.246,1385.7
13,0,1,32,1,2,1.0,1.0,0,0.0,0.5,2,XAUUSD,OOS,1.105,118,0.5678,0.0437,0.324,0.62,-0.0833,0.518,311.0
13,0,1,32,1,2,1.0,1.0,0,0.0,0.7,0,XAUUSD,OOS,0.561,94,0.4149,-0.2844,0.258,0.24,-0.2673,-2.795,8902.3
13,0,1,32,1,2,1.0,1.0,0,0.0,0.7,2,XAUUSD,OOS,0.854,66,0.5303,-0.0714,0.181,0.54,-0.0999,-0.629,1456.1
13,0,1,32,1,2,1.0,1.0,0,1.5,0.0,0,XAUUSD,OOS,0.722,244,0.4959,-0.1603,0.67,0.16,-0.4068,-2.537,868.4
13,0,1,32,1,2,1.0,1.0,0,1.5,0.0,2,XAUUSD,OOS,0.641,96,0.4688,-0.2177,0.264,0.37,-0.227,-2.182,3907.8
13,0,1,32,1,2,1.0,1.0,0,1.5,0.5,0,XAUUSD,OOS,0.783,164,0.5061,-0.1204,0.451,0.17,-0.2315,-1.567,853.7
13,0,1,32,1,2,1.0,1.0,0,1.5,0.5,2,XAUUSD,OOS,0.796,70,0.5143,-0.1099,0.192,0.4,-0.1001,-0.969,1758.3
13,0,1,32,1,2,1.0,1.0,0,1.5,0.7,0,XAUUSD,OOS,0.547,93,0.4086,-0.297,0.256,0.19,-0.2762,-2.899,10333.9
13,0,1,32,1,2,1.0,1.0,0,1.5,0.7,2,XAUUSD,OOS,0.63,47,0.4468,-0.2244,0.129,0.41,-0.1273,-1.597,8736.3
13,0,1,32,1,2,1.0,1.0,0,2.0,0.0,0,XAUUSD,OOS,0.689,225,0.4844,-0.1836,0.618,0.17,-0.4385,-2.785,1208.6
13,0,1,32,1,2,1.0,1.0,0,2.0,0.0,2,XAUUSD,OOS,0.597,66,0.4545,-0.2514,0.181,0.26,-0.1859,-2.079,8154.0
13,0,1,32,1,2,1.0,1.0,0,2.0,0.5,0,XAUUSD,OOS,0.696,153,0.4771,-0.1788,0.42,0.17,-0.2908,-2.236,1679.6
13,0,1,32,1,2,1.0,1.0,0,2.0,0.5,2,XAUUSD,OOS,0.799,50,0.52,-0.1076,0.137,0.29,-0.1087,-0.808,2437.6
13,0,1,32,1,2,1.0,1.0,0,2.0,0.7,0,XAUUSD,OOS,0.57,86,0.4186,-0.2776,0.236,0.21,-0.2388,-2.605,8782.2
13,0,1,32,1,2,1.0,1.0,0,2.0,0.7,2,XAUUSD,OOS,0.612,36,0.4444,-0.2393,0.099,0.29,-0.1062,-1.485,12849.2
13,0,1,32,1,2,1.0,1.0,1,0.0,0.0,0,XAUUSD,OOS,0.662,256,0.4727,-0.2057,0.703,0.19,-0.5387,-3.262,1304.1
13,0,1,32,1,2,1.0,1.0,1,0.0,0.0,2,XAUUSD,OOS,0.728,256,0.5,-0.1567,0.703,0.25,-0.4088,-2.498,780.6
13,0,1,32,1,2,1.0,1.0,1,0.0,0.5,0,XAUUSD,OOS,0.71,172,0.4826,-0.1715,0.473,0.22,-0.3048,-2.226,1313.5
13,0,1,32,1,2,1.0,1.0,1,0.0,0.5,2,XAUUSD,OOS,0.8,172,0.5174,-0.1102,0.473,0.29,-0.1972,-1.443,719.8
