hour,minute,or_bars,hold_bars,entry_mode,stop_mode,stop_atr_mult,rr,fade,min_break_rvol,min_atr_rank,fast_trend_mode,symbol,window,pf,trades,win_rate,avg_r,trades_per_day,avg_hold_h,max_dd,sharpe,days_to_target
13,30,4,96,1,2,1.0,0.0,0,0.0,0.5,2,BTCUSDT,IS,0.607,370,0.1973,-0.4242,0.506,4.81,-1.7121,-2.072,52.1
13,30,4,96,1,2,1.0,0.0,0,0.0,0.7,0,BTCUSDT,IS,0.61,270,0.1333,-0.4479,0.369,4.91,-1.4109,-1.739,57.7
13,30,4,96,1,2,1.0,0.0,0,0.0,0.7,2,BTCUSDT,IS,0.642,229,0.1965,-0.3708,0.313,5.01,-1.1602,-1.326,63.2
13,30,4,96,1,2,1.0,0.0,0,1.5,0.0,0,BTCUSDT,IS,1.21,652,0.2086,0.2446,0.892,5.65,-0.6137,0.877,5.2
13,30,4,96,1,2,1.0,0.0,0,1.5,0.0,2,BTCUSDT,IS,0.799,305,0.1705,-0.2354,0.417,2.83,-1.0194,-0.633,15.6
13,30,4,96,1,2,1.0,0.0,0,1.5,0.5,0,BTCUSDT,IS,0.81,409,0.1932,-0.2082,0.56,5.66,-1.3318,-0.949,27.1
13,30,4,96,1,2,1.0,0.0,0,1.5,0.5,2,BTCUSDT,IS,0.692,219,0.1781,-0.34,0.3,3.16,-0.8978,-1.118,54.6
13,30,4,96,1,2,1.0,0.0,0,1.5,0.7,0,BTCUSDT,IS,0.783,261,0.1877,-0.2307,0.357,5.69,-0.8484,-0.85,44.3
13,30,4,96,1,2,1.0,0.0,0,1.5,0.7,2,BTCUSDT,IS,0.727,143,0.1608,-0.2938,0.196,3.05,-0.6764,-0.705,62.0
13,30,4,96,1,2,1.0,0.0,0,2.0,0.0,0,BTCUSDT,IS,1.365,598,0.2358,0.4056,0.818,5.87,-0.4314,1.401,5.4
13,30,4,96,1,2,1.0,0.0,0,2.0,0.0,2,BTCUSDT,IS,0.608,217,0.1659,-0.4603,0.297,2.21,-1.1839,-1.489,59.1
13,30,4,96,1,2,1.0,0.0,0,2.0,0.5,0,BTCUSDT,IS,0.828,388,0.2062,-0.1847,0.531,5.73,-0.8236,-0.925,37.3
13,30,4,96,1,2,1.0,0.0,0,2.0,0.5,2,BTCUSDT,IS,0.858,157,0.1911,-0.1541,0.215,2.64,-0.5148,-0.375,48.2
13,30,4,96,1,2,1.0,0.0,0,2.0,0.7,0,BTCUSDT,IS,0.772,249,0.1968,-0.2382,0.341,5.74,-0.5931,-1.078,83.7
13,30,4,96,1,2,1.0,0.0,0,2.0,0.7,2,BTCUSDT,IS,0.918,105,0.181,-0.0864,0.144,2.84,-0.4097,-0.153,54.0
13,30,4,96,1,2,1.0,0.0,1,0.0,0.0,0,BTCUSDT,IS,0.443,713,0.1262,-0.7321,0.975,4.64,-5.2202,-6.466,134.6
13,30,4,96,1,2,1.0,0.0,1,0.0,0.0,2,BTCUSDT,IS,0.435,713,0.1262,-0.7419,0.975,4.65,-5.2895,-6.573,140.4
13,30,4,96,1,2,1.0,0.0,1,0.0,0.5,0,BTCUSDT,IS,0.479,432,0.1435,-0.6162,0.591,4.83,-2.662,-4.517,231.9
13,30,4,96,1,2,1.0,0.0,1,0.0,0.5,2,BTCUSDT,IS,0.465,432,0.1435,-0.6323,0.591,4.82,-2.7313,-4.662,250.1
13,30,4,96,1,2,1.0,0.0,1,0.0,0.7,0,BTCUSDT,IS,0.606,270,0.163,-0.4389,0.369,5.18,-1.2316,-2.315,155.3
13,30,4,96,1,2,1.0,0.0,1,0.0,0.7,2,BTCUSDT,IS,0.583,270,0.163,-0.4646,0.369,5.16,-1.3179,-2.466,167.5
13,30,4,96,1,2,1.0,0.0,1,1.5,0.0,0,BTCUSDT,IS,0.289,652,0.0828,-0.9673,0.892,2.51,-6.3068,-8.706,412.6
13,30,4,96,1,2,1.0,0.0,1,1.5,0.0,2,BTCUSDT,IS,0.282,650,0.0815,-0.9793,0.889,2.5,-6.3654,-8.876,459.3
13,30,4,96,1,2,1.0,0.0,1,1.5,0.5,0,BTCUSDT,IS,0.335,409,0.1002,-0.8185,0.56,3.07,-3.3477,-6.068,550.4
13,30,4,96,1,2,1.0,0.0,1,1.5,0.5,2,BTCUSDT,IS,0.322,407,0.0983,-0.8369,0.557,3.05,-3.4061,-6.273,648.2
13,30,4,96,1,2,1.0,0.0,1,1.5,0.7,0,BTCUSDT,IS,0.419,261,0.1111,-0.6842,0.357,3.59,-1.7856,-3.691,329.6
13,30,4,96,1,2,1.0,0.0,1,1.5,0.7,2,BTCUSDT,IS,0.398,260,0.1115,-0.7091,0.356,3.58,-1.8435,-3.885,386.5
13,30,4,96,1,2,1.0,0.0,1,2.0,0.0,0,BTCUSDT,IS,0.271,598,0.087,-0.9765,0.818,2.21,-5.8396,-8.934,749.6
13,30,4,96,1,2,1.0,0.0,1,2.0,0.0,2,BTCUSDT,IS,0.27,595,0.0891,-0.9773,0.814,2.21,-5.8148,-9.018,833.1
13,30,4,96,1,2,1.0,0.0,1,2.0,0.5,0,BTCUSDT,IS,0.341,388,0.1057,-0.8049,0.531,2.82,-3.1229,-5.848,580.9
13,30,4,96,1,2,1.0,0.0,1,2.0,0.5,2,BTCUSDT,IS,0.337,386,0.1062,-0.8104,0.528,2.81,-3.1282,-5.93,637.8
13,30,4,96,1,2,1.0,0.0,1,2.0,0.7,0,BTCUSDT,IS,0.411,249,0.1205,-0.6865,0.341,3.21,-1.7095,-3.757,427.0
13,30,4,96,1,2,1.0,0.0,1,2.0,0.7,2,BTCUSDT,IS,0.405,248,0.121,-0.6928,0.339,3.2,-1.7181,-3.836,472.1
13,30,4,96,1,2,1.0,1.0,0,0.0,0.0,0,BTCUSDT,IS,0.341,713,0.4825,-0.4942,0.975,0.4,-3.5285,-8.962,24643.2
13,30,4,96,1,2,1.0,1.0,0,0.0,0.0,2,BTCUSDT,IS,0.382,630,0.5095,-0.4292,0.862,1.0,-2.7038,-7.052,7822.5
13,30,4,96,1,2,1.0,1.0,0,0.0,0.5,0,BTCUSDT,IS,0.463,432,0.5046,-0.3629,0.591,0.44,-1.5715,-5.154,8318.7
13,30,4,96,1,2,1.0,1.0,0,0.0,0.5,2,BTCUSDT,IS,0.456,370,0.4946,-0.3703,0.506,1.22,-1.3767,-4.731,7900.5
13,30,4,96,1,2,1.0,1.0,0,0.0,0.7,0,BTCUSDT,IS,0.553,270,0.5259,-0.2814,0.369,0.47,-0.7597,-3.229,5772.8
13,30,4,96,1,2,1.0,1.0,0,0.0,0.7,2,BTCUSDT,IS,0.495,229,0.4891,-0.3348,0.313,1.38,-0.782,-3.378,8358.5
13,30,4,96,1,2,1.0,1.0,0,1.5,0.0,0,BTCUSDT,IS,0.771,652,0.658,-0.1031,0.892,0.22,-0.7308,-2.032,522.7
13,30,4,96,1,2,1.0,1.0,0,1.5,0.0,2,BTCUSDT,IS,0.242,305,0.3738,-0.6706,0.417,0.35,-2.0471,-7.276,103329.7
13,30,4,96,1,2,1.0,1.0,0,1.5,0.5,0,BTCUSDT,IS,0.894,409,0.6626,-0.0481,0.56,0.31,-0.3424,-0.736,411.7
13,30,4,96,1,2,1.0,1.0,0,1.5,0.5,2,BTCUSDT,IS,0.28,219,0.3744,-0.6061,0.3,0.45,-1.3289,-5.6,77779.5
13,30,4,96,1,2,1.0,1.0,0,1.5,0.7,0,BTCUSDT,IS,0.94,261,0.6513,-0.0274,0.357,0.32,-0.1812,-0.336,524.2
13,30,4,96,1,2,1.0,1.0,0,1.5,0.7,2,BTCUSDT,IS,0.296,143,0.3636,-0.5773,0.196,0.51,-0.8255,-4.405,115001.6
13,30,4,96,1,2,1.0,1.0,0,2.0,0.0,0,BTCUSDT,IS,0.881,598,0.689,-0.0503,0.818,0.16,-0.3489,-0.949,305.5
13,30,4,96,1,2,1.0,1.0,0,2.0,0.0,2,BTCUSDT,IS,0.235,217,0.3641,-0.6988,0.297,0.31,-1.5165,-6.182,112297.8
13,30,4,96,1,2,1.0,1.0,0,2.0,0.5,0,BTCUSDT,IS,0.997,388,0.6856,-0.0015,0.531,0.23,-0.1752,-0.022,282.1
13,30,4,96,1,2,1.0,1.0,0,2.0,0.5,2,BTCUSDT,IS,0.274,157,0.3694,-0.6225,0.215,0.37,-0.9773,-4.918,150929.5
13,30,4,96,1,2,1.0,1.0,0,2.0,0.7,0,BTCUSDT,IS,1.069,249,0.6787,0.0289,0.341,0.25,-0.1118,0.354,340.3
13,30,4,96,1,2,1.0,1.0,0,2.0,0.7,2,BTCUSDT,IS,0.29,105,0.3619,-0.5902,0.144,0.45,-0.6197,-3.901,213372.0
13,30,4,96,1,2,1.0,1.0,1,0.0,0.0,0,BTCUSDT,IS,0.299,713,0.4474,-0.5588,0.975,0.4,-3.984,-10.148,58039.7
13,30,4,96,1,2,1.0,1.0,1,0.0,0.0,2,BTCUSDT,IS,0.3,713,0.4474,-0.556,0.975,0.4,-3.964,-10.172,63241.1
13,30,4,96,1,2,1.0,1.0,1,0.0,0.5,0,BTCUSDT,IS,0.399,432,0.4699,-0.4417,0.591,0.44,-1.9236,-6.144,17001.8
13,30,4,96,1,2,1.0,1.0,1,0.0,0.5,2,BTCUSDT,IS,0.395,432,0.4676,-0.4463,0.591,0.45,-1.9436,-6.21,18036.5
13,30,4,96,1,2,1.0,1.0,1,0.0,0.7,0,BTCUSDT,IS,0.413,270,0.4519,-0.4295,0.369,0.47,-1.1702,-4.785,25705.0
13,30,4,96,1,2,1.0,1.0,1,0.0,0.7,2,BTCUSDT,IS,0.413,270,0.4519,-0.4295,0.369,0.47,-1.1703,-4.79,26062.7
13,30,4,96,1,2,1.0,1.0,1,1.5,0.0,0,BTCUSDT,IS,0.137,652,0.2638,-0.9562,0.892,0.22,-6.2365,-15.516,2025527.8
13,30,4,96,1,2,1.0,1.0,1,1.5,0.0,2,BTCUSDT,IS,0.136,650,0.2615,-0.9614,0.889,0.22,-6.2511,-15.574,2152632.6
13,30,4,96,1,2,1.0,1.0,1,1.5,0.5,0,BTCUSDT,IS,0.209,409,0.3081,-0.7563,0.56,0.31,-3.1019,-9.602,240079.8
13,30,4,96,1,2,1.0,1.0,1,1.5,0.5,2,BTCUSDT,IS,0.207,407,0.3071,-0.7587,0.557,0.32,-3.0963,-9.622,254756.1
13,30,4,96,1,2,1.0,1.0,1,1.5,0.7,0,BTCUSDT,IS,0.231,261,0.3103,-0.7081,0.357,0.32,-1.8549,-7.253,255170.2
13,30,4,96,1,2,1.0,1.0,1,1.5,0.7,2,BTCUSDT,IS,0.231,260,0.3115,-0.7061,0.356,0.33,-1.8425,-7.243,266147.9
13,30,4,96,1,2,1.0,1.0,1,2.0,0.0,0,BTCUSDT,IS,0.12,598,0.2341,-0.9992,0.818,0.16,-5.988,-15.15,1907067.1
13,30,4,96,1,2,1.0,1.0,1,2.0,0.0,2,BTCUSDT,IS,0.12,595,0.2336,-1.0011,0.814,0.17,-5.9689,-15.175,2071701.5
13,30,4,96,1,2,1.0,1.0,1,2.0,0.5,0,BTCUSDT,IS,0.18,388,0.2809,-0.8131,0.531,0.23,-3.1675,-9.981,413225.9
13,30,4,96,1,2,1.0,1.0,1,2.0,0.5,2,BTCUSDT,IS,0.179,386,0.2798,-0.815,0.528,0.24,-3.1584,-9.959,408253.5
13,30,4,96,1,2,1.0,1.0,1,2.0,0.7,0,BTCUSDT,IS,0.197,249,0.2811,-0.77,0.341,0.25,-1.9238,-7.702,539218.5
13,30,4,96,1,2,1.0,1.0,1,2.0,0.7,2,BTCUSDT,IS,0.198,248,0.2823,-0.7674,0.339,0.26,-1.9096,-7.668,536214.3
13,30,4,96,1,2,1.0,2.0,0,0.0,0.0,0,BTCUSDT,IS,0.551,713,0.3548,-0.4378,0.975,0.77,-3.1626,-5.547,422.2
13,30,4,96,1,2,1.0,2.0,0,0.0,0.0,2,BTCUSDT,IS,0.521,630,0.3492,-0.462,0.862,1.79,-2.9109,-5.598,612.3
13,30,4,96,1,2,1.0,2.0,0,0.0,0.5,0,BTCUSDT,IS,0.704,432,0.375,-0.2535,0.591,0.82,-1.1155,-2.536,294.8
13,30,4,96,1,2,1.0,2.0,0,0.0,0.5,2,BTCUSDT,IS,0.563,370,0.3297,-0.3934,0.506,2.08,-1.4722,-3.79,903.5
13,30,4,96,1,2,1.0,2.0,0,0.0,0.7,0,BTCUSDT,IS,0.763,270,0.3778,-0.1952,0.369,0.93,-0.5329,-1.563,366.2
13,30,4,96,1,2,1.0,2.0,0,0.0,0.7,2,BTCUSDT,IS,0.573,229,0.3188,-0.3755,0.313,2.28,-0.8766,-2.863,1311.4
13,30,4,96,1,2,1.0,2.0,0,1.5,0.0,0,BTCUSDT,IS,1.146,652,0.5307,0.0983,0.892,0.7,-0.259,1.202,46.4
13,30,4,96,1,2,1.0,2.0,0,1.5,0.0,2,BTCUSDT,IS,0.427,305,0.2918,-0.5748,0.417,0.83,-1.7647,-4.978,2880.1
13,30,4,96,1,2,1.0,2.0,0,1.5,0.5,0,BTCUSDT,IS,1.095,409,0.4817,0.0659,0.56,0.89,-0.1952,0.632,80.5
13,30,4,96,1,2,1.0,2.0,0,1.5,0.5,2,BTCUSDT,IS,0.442,219,0.2785,-0.5376,0.3,1.01,-1.189,-3.944,3185.7
13,30,4,96,1,2,1.0,2.0,0,1.5,0.7,0,BTCUSDT,IS,1.077,261,0.4636,0.0536,0.357,0.99,-0.1658,0.416,133.8
13,30,4,96,1,2,1.0,2.0,0,1.5,0.7,2,BTCUSDT,IS,0.422,143,0.2587,-0.5466,0.196,1.1,-0.7817,-3.441,8629.4
13,30,4,96,1,2,1.0,2.0,0,2.0,0.0,0,BTCUSDT,IS,1.335,598,0.5602,0.2097,0.818,0.58,-0.2122,2.397,35.4
13,30,4,96,1,2,1.0,2.0,0,2.0,0.0,2,BTCUSDT,IS,0.449,217,0.2995,-0.548,0.297,0.65,-1.1891,-3.942,3008.9
13,30,4,96,1,2,1.0,2.0,0,2.0,0.5,0,BTCUSDT,IS,1.218,388,0.5052,0.1448,0.531,0.79,-0.2204,1.327,64.9
13,30,4,96,1,2,1.0,2.0,0,2.0,0.5,2,BTCUSDT,IS,0.498,157,0.3057,-0.4713,0.215,0.77,-0.74,-2.974,3375.7
13,30,4,96,1,2,1.0,2.0,0,2.0,0.7,0,BTCUSDT,IS,1.207,249,0.4859,0.137,0.341,0.89,-0.1325,1.023,105.2
13,30,4,96,1,2,1.0,2.0,0,2.0,0.7,2,BTCUSDT,IS,0.499,105,0.2952,-0.4555,0.144,0.89,-0.4926,-2.477,6743.4
13,30,4,96,1,2,1.0,2.0,1,0.0,0.0,0,BTCUSDT,IS,0.45,713,0.3128,-0.5677,0.975,1.08,-4.0479,-7.699,1562.0
13,30,4,96,1,2,1.0,2.0,1,0.0,0.0,2,BTCUSDT,IS,0.455,713,0.3156,-0.5593,0.975,1.1,-3.9879,-7.627,1556.8
13,30,4,96,1,2,1.0,2.0,1,0.0,0.5,0,BTCUSDT,IS,0.5,432,0.2986,-0.4856,0.591,1.19,-2.1137,-5.109,1453.0
13,30,4,96,1,2,1.0,2.0,1,0.0,0.5,2,BTCUSDT,IS,0.5,432,0.2986,-0.4856,0.591,1.22,-2.1137,-5.128,1498.8
13,30,4,96,1,2,1.0,2.0,1,0.0,0.7,0,BTCUSDT,IS,0.546,270,0.3037,-0.4221,0.369,1.25,-1.1398,-3.55,1628.1
13,30,4,96,1,2,1.0,2.0,1,0.0,0.7,2,BTCUSDT,IS,0.546,270,0.3037,-0.4221,0.369,1.29,-1.1398,-3.554,1639.3
13,30,4,96,1,2,1.0,2.0,1,1.5,0.0,0,BTCUSDT,IS,0.219,652,0.1748,-0.9629,0.892,0.53,-6.278,-13.24,66856.8
13,30,4,96,1,2,1.0,2.0,1,1.5,0.0,2,BTCUSDT,IS,0.217,650,0.1723,-0.9687,0.889,0.55,-6.2963,-13.309,71329.5
13,30,4,96,1,2,1.0,2.0,1,1.5,0.5,0,BTCUSDT,IS,0.29,409,0.198,-0.7853,0.56,0.72,-3.212,-8.425,20021.2
13,30,4,96,1,2,1.0,2.0,1,1.5,0.5,2,BTCUSDT,IS,0.29,407,0.1966,-0.7863,0.557,0.74,-3.2002,-8.408,20058.9
13,30,4,96,1,2,1.0,2.0,1,1.5,0.7,0,BTCUSDT,IS,0.332,261,0.2107,-0.7014,0.357,0.8,-1.8306,-6.107,19882.1
13,30,4,96,1,2,1.0,2.0,1,1.5,0.7,2,BTCUSDT,IS,0.333,260,0.2115,-0.6993,0.356,0.85,-1.8182,-6.049,18501.3
13,30,4,96,1,2,1.0,2.0,1,2.0,0.0,0,BTCUSDT,IS,0.196,598,0.1589,-0.9973,0.818,0.38,-5.9639,-12.985,76546.2
13,30,4,96,1,2,1.0,2.0,1,2.0,0.0,2,BTCUSDT,IS,0.195,595,0.1597,-0.9994,0.814,0.4,-5.9463,-13.054,86767.9
13,30,4,96,1,2,1.0,2.0,1,2.0,0.5,0,BTCUSDT,IS,0.256,388,0.1804,-0.8385,0.531,0.55,-3.2534,-8.772,32400.3
13,30,4,96,1,2,1.0,2.0,1,2.0,0.5,2,BTCUSDT,IS,0.256,386,0.1813,-0.8383,0.528,0.58,-3.2359,-8.775,34095.2
13,30,4,96,1,2,1.0,2.0,1,2.0,0.7,0,BTCUSDT,IS,0.287,249,0.1928,-0.766,0.341,0.58,-1.9073,-6.538,36438.6
13,30,4,96,1,2,1.0,2.0,1,2.0,0.7,2,BTCUSDT,IS,0.288,248,0.1935,-0.7633,0.339,0.63,-1.8931,-6.506,36131.7
13,30,4,96,1,2,2.0,0.0,0,0.0,0.0,0,BTCUSDT,IS,0.86,726,0.2259,-0.1328,0.993,8.9,-1.1096,-0.794,14.1
13,30,4,96,1,2,2.0,0.0,0,0.0,0.0,2,BTCUSDT,IS,0.765,642,0.2788,-0.1922,0.878,7.69,-1.2693,-1.397,31.3
13,30,4,96,1,2,2.0,0.0,0,0.0,0.5,0,BTCUSDT,IS,0.714,432,0.2546,-0.2427,0.591,9.81,-1.0492,-1.908,113.2
13,30,4,96,1,2,2.0,0.0,0,0.0,0.5,2,BTCUSDT,IS,0.66,370,0.2919,-0.2478,0.506,8.43,-0.9503,-1.983,187.5
13,30,4,96,1,2,2.0,0.0,0,0.0,0.7,0,BTCUSDT,IS,0.726,270,0.2556,-0.224,0.369,9.84,-0.6653,-1.353,153.3
13,30,4,96,1,2,2.0,0.0,0,0.0,0.7,2,BTCUSDT,IS,0.668,229,0.2882,-0.2325,0.313,8.84,-0.6716,-1.408,243.9
13,30,4,96,1,2,2.0,0.0,0,1.5,0.0,0,BTCUSDT,IS,1.325,660,0.3121,0.2616,0.903,9.21,-0.4979,1.391,10.1
13,30,4,96,1,2,2.0,0.0,0,1.5,0.0,2,BTCUSDT,IS,0.633,309,0.2233,-0.3097,0.423,4.74,-1.0574,-1.548,73.2
13,30,4,96,1,2,2.0,0.0,0,1.5,0.5,0,BTCUSDT,IS,0.895,409,0.3056,-0.0803,0.56,9.96,-0.5582,-0.591,71.1
13,30,4,96,1,2,2.0,0.0,0,1.5,0.5,2,BTCUSDT,IS,0.544,219,0.242,-0.3556,0.3,5.65,-0.8485,-2.129,395.8
13,30,4,96,1,2,2.0,0.0,0,1.5,0.7,0,BTCUSDT,IS,0.821,261,0.2835,-0.1363,0.357,9.95,-0.4562,-0.795,122.7
13,30,4,96,1,2,2.0,0.0,0,1.5,0.7,2,BTCUSDT,IS,0.565,143,0.2308,-0.3358,0.196,5.88,-0.6106,-1.487,391.0
13,30,4,96,1,2,2.0,0.0,0,2.0,0.0,0,BTCUSDT,IS,1.404,604,0.3262,0.3161,0.826,9.09,-0.332,1.588,10.4
13,30,4,96,1,2,2.0,0.0,0,2.0,0.0,2,BTCUSDT,IS,0.537,217,0.2304,-0.3885,0.297,3.9,-1.0122,-2.12,302.9
13,30,4,96,1,2,2.0,0.0,0,2.0,0.5,0,BTCUSDT,IS,0.957,388,0.3196,-0.0319,0.531,9.82,-0.444,-0.231,68.8
13,30,4,96,1,2,2.0,0.0,0,2.0,0.5,2,BTCUSDT,IS,0.652,157,0.2548,-0.2758,0.215,4.6,-0.5136,-1.255,289.7
13,30,4,96,1,2,2.0,0.0,0,2.0,0.7,0,BTCUSDT,IS,0.876,249,0.2932,-0.0933,0.341,9.76,-0.3562,-0.541,121.9
13,30,4,96,1,2,2.0,0.0,0,2.0,0.7,2,BTCUSDT,IS,0.705,105,0.2571,-0.2272,0.144,4.92,-0.3814,-0.768,284.0
13,30,4,96,1,2,2.0,0.0,1,0.0,0.0,0,BTCUSDT,IS,0.611,726,0.2355,-0.3654,0.993,8.51,-2.6524,-3.847,109.7
13,30,4,96,1,2,2.0,0.0,1,0.0,0.0,2,BTCUSDT,IS,0.605,726,0.2355,-0.3713,0.993,8.49,-2.6955,-3.91,111.9
13,30,4,96,1,2,2.0,0.0,1,0.0,0.5,0,BTCUSDT,IS,0.56,432,0.2523,-0.3759,0.591,8.7,-1.6248,-3.744,533.4
13,30,4,96,1,2,2.0,0.0,1,0.0,0.5,2,BTCUSDT,IS,0.55,432,0.2523,-0.3859,0.591,8.67,-1.6678,-3.851,568.7
13,30,4,96,1,2,2.0,0.0,1,0.0,0.7,0,BTCUSDT,IS,0.63,270,0.2667,-0.3013,0.369,9.09,-0.898,-2.404,601.2
13,30,4,96,1,2,2.0,0.0,1,0.0,0.7,2,BTCUSDT,IS,0.612,270,0.2667,-0.3172,0.369,9.01,-0.9478,-2.544,669.3
13,30,4,96,1,2,2.0,0.0,1,1.5,0.0,0,BTCUSDT,IS,0.415,660,0.1939,-0.5705,0.903,5.88,-3.7892,-7.048,1011.8
13,30,4,96,1,2,2.0,0.0,1,1.5,0.0,2,BTCUSDT,IS,0.401,658,0.1915,-0.5882,0.9,5.82,-3.8942,-7.338,1242.1
13,30,4,96,1,2,2.0,0.0,1,1.5,0.5,0,BTCUSDT,IS,0.45,409,0.2225,-0.4805,0.56,7.05,-1.9651,-5.059,1820.9
13,30,4,96,1,2,2.0,0.0,1,1.5,0.5,2,BTCUSDT,IS,0.439,407,0.2211,-0.4934,0.557,7.0,-2.008,-5.194,2035.4
13,30,4,96,1,2,2.0,0.0,1,1.5,0.7,0,BTCUSDT,IS,0.547,261,0.2337,-0.3759,0.357,7.82,-1.0073,-2.954,928.6
13,30,4,96,1,2,2.0,0.0,1,1.5,0.7,2,BTCUSDT,IS,0.528,260,0.2346,-0.3938,0.356,7.74,-1.0515,-3.099,1048.5
13,30,4,96,1,2,2.0,0.0,1,2.0,0.0,0,BTCUSDT,IS,0.366,604,0.1854,-0.6224,0.826,5.34,-3.7593,-7.673,2223.3
13,30,4,96,1,2,2.0,0.0,1,2.0,0.0,2,BTCUSDT,IS,0.366,601,0.188,-0.6226,0.822,5.38,-3.7419,-7.693,2346.5
13,30,4,96,1,2,2.0,0.0,1,2.0,0.5,0,BTCUSDT,IS,0.438,388,0.2191,-0.4949,0.531,6.54,-1.9202,-4.994,1842.5
13,30,4,96,1,2,2.0,0.0,1,2.0,0.5,2,BTCUSDT,IS,0.435,386,0.2202,-0.4994,0.528,6.59,-1.9278,-5.039,1947.1
13,30,4,96,1,2,2.0,0.0,1,2.0,0.7,0,BTCUSDT,IS,0.511,249,0.2329,-0.4116,0.341,7.09,-1.0249,-3.145,1138.3
13,30,4,96,1,2,2.0,0.0,1,2.0,0.7,2,BTCUSDT,IS,0.506,248,0.2339,-0.417,0.339,7.16,-1.0342,-3.195,1213.9
13,30,4,96,1,2,2.0,1.0,0,0.0,0.0,0,BTCUSDT,IS,0.641,726,0.5193,-0.2158,0.993,2.38,-1.5873,-4.053,1037.6
13,30,4,96,1,2,2.0,1.0,0,0.0,0.0,2,BTCUSDT,IS,0.621,642,0.5,-0.2164,0.878,3.5,-1.3956,-3.936,1457.7
13,30,4,96,1,2,2.0,1.0,0,0.0,0.5,0,BTCUSDT,IS,0.84,432,0.5509,-0.0835,0.591,2.78,-0.3754,-1.263,505.7
13,30,4,96,1,2,2.0,1.0,0,0.0,0.5,2,BTCUSDT,IS,0.653,370,0.473,-0.1912,0.506,4.22,-0.7233,-2.721,2266.4
13,30,4,96,1,2,2.0,1.0,0,0.0,0.7,0,BTCUSDT,IS,0.853,270,0.5407,-0.0764,0.369,2.93,-0.2178,-0.928,771.5
13,30,4,96,1,2,2.0,1.0,0,0.0,0.7,2,BTCUSDT,IS,0.646,229,0.4585,-0.1957,0.313,4.56,-0.4564,-2.196,3762.3
13,30,4,96,1,2,2.0,1.0,0,1.5,0.0,0,BTCUSDT,IS,1.165,660,0.6515,0.0668,0.903,1.8,-0.1871,1.323,94.5
13,30,4,96,1,2,2.0,1.0,0,1.5,0.0,2,BTCUSDT,IS,0.396,309,0.3754,-0.4148,0.423,2.02,-1.2876,-5.052,24800.5
13,30,4,96,1,2,2.0,1.0,0,1.5,0.5,0,BTCUSDT,IS,1.165,409,0.6186,0.0689,0.56,2.46,-0.1645,1.065,148.8
13,30,4,96,1,2,2.0,1.0,0,1.5,0.5,2,BTCUSDT,IS,0.449,219,0.379,-0.352,0.3,2.58,-0.7767,-3.782,26743.9
13,30,4,96,1,2,2.0,1.0,0,1.5,0.7,0,BTCUSDT,IS,1.092,261,0.59,0.0397,0.357,2.65,-0.1192,0.487,287.4
13,30,4,96,1,2,2.0,1.0,0,1.5,0.7,2,BTCUSDT,IS,0.395,143,0.3427,-0.4036,0.196,2.77,-0.5772,-3.516,85030.4
13,30,4,96,1,2,2.0,1.0,0,2.0,0.0,0,BTCUSDT,IS,1.369,604,0.6805,0.1356,0.826,1.62,-0.1055,2.559,65.3
13,30,4,96,1,2,2.0,1.0,0,2.0,0.0,2,BTCUSDT,IS,0.433,217,0.3917,-0.3763,0.297,1.51,-0.8165,-3.938,29066.7
13,30,4,96,1,2,2.0,1.0,0,2.0,0.5,0,BTCUSDT,IS,1.299,388,0.6392,0.1169,0.531,2.24,-0.148,1.77,113.7
13,30,4,96,1,2,2.0,1.0,0,2.0,0.5,2,BTCUSDT,IS,0.471,157,0.3949,-0.3377,0.215,1.82,-0.5303,-3.133,38426.1
13,30,4,96,1,2,2.0,1.0,0,2.0,0.7,0,BTCUSDT,IS,1.254,249,0.6185,0.1022,0.341,2.3,-0.1077,1.231,192.6
13,30,4,96,1,2,2.0,1.0,0,2.0,0.7,2,BTCUSDT,IS,0.442,105,0.3714,-0.3656,0.144,1.88,-0.3916,-2.832,108520.6
13,30,4,96,1,2,2.0,1.0,1,0.0,0.0,0,BTCUSDT,IS,0.518,726,0.4683,-0.3151,0.993,2.38,-2.2874,-6.075,4469.3
13,30,4,96,1,2,2.0,1.0,1,0.0,0.0,2,BTCUSDT,IS,0.52,726,0.4697,-0.3135,0.993,2.38,-2.2759,-6.039,4340.4
13,30,4,96,1,2,2.0,1.0,1,0.0,0.5,0,BTCUSDT,IS,0.542,432,0.4398,-0.298,0.591,2.78,-1.3027,-4.423,5818.8
13,30,4,96,1,2,2.0,1.0,1,0.0,0.5,2,BTCUSDT,IS,0.545,432,0.4421,-0.2953,0.591,2.78,-1.2912,-4.381,5595.0
13,30,4,96,1,2,2.0,1.0,1,0.0,0.7,0,BTCUSDT,IS,0.587,270,0.4444,-0.2569,0.369,2.93,-0.7049,-3.078,6194.5
13,30,4,96,1,2,2.0,1.0,1,0.0,0.7,2,BTCUSDT,IS,0.584,270,0.4444,-0.26,0.369,2.91,-0.7249,-3.11,6360.4
13,30,4,96,1,2,2.0,1.0,1,1.5,0.0,0,BTCUSDT,IS,0.297,660,0.3258,-0.5775,0.903,1.8,-3.8168,-10.35,116804.1
13,30,4,96,1,2,2.0,1.0,1,1.5,0.0,2,BTCUSDT,IS,0.293,658,0.3222,-0.5866,0.9,1.78,-3.8647,-10.484,129798.5
