signal,tf,L,k,mode,H,tag,trades,span_days,tpd,pf,pf_0x,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
mom,4h,24,2,longonly,3,real,4388,2193,2.0009119927040584,0.9096576600007377,1.0838965445340965,0.7636941785362228,0.6423065716016629,0.48997265268915224,-0.0340871076451186,-149.57422834678042,253.01910712092655,12.0,-0.8914071796847435,-0.068205302483712,inf
mom,4h,24,2,longonly,6,real,2194,2193,1.0004559963520292,1.0005692059240698,1.1283602730958435,0.8870551700791295,0.7866951426449919,0.5045578851412944,0.00021027583684270936,0.4613451860329043,85.47547166684123,24.0,0.003851455500436405,0.0002103717218572295,406306.8501423868
mom,4h,48,1,spread,1,real,13164,2193,6.002735978112175,0.5756474538084854,1.0989346858180096,0.31825005053334954,0.18876595859566667,0.37108781525372225,-0.08748061308876007,-1151.5947907004374,1159.986644990217,4.0,-8.657827573825108,-0.5251230235752109,inf
mom,4h,48,1,spread,3,real,4388,2193,2.0009119927040584,0.8018287306758725,1.148086963849313,0.5670099570792326,0.4083020934801538,0.43117593436645396,-0.03644039229516685,-159.90044139119215,186.6112246233236,12.0,-1.8605300740144743,-0.07291401796223992,inf
mom,4h,48,1,spread,6,real,2194,2193,1.0004559963520292,0.9222734638093444,1.1802911166913344,0.7248364551836025,0.573840698254529,0.44758432087511396,-0.013780130858282526,-30.23360710307186,57.09083142530436,24.0,-0.482741858593022,-0.013786414547684388,inf
mom,4h,48,1,longonly,1,real,13164,2193,6.002735978112175,0.8174723817040246,1.0658354099983642,0.6300595198109612,0.49001627551602767,0.4535855363111516,-0.07716905215646802,-1015.853402587745,1113.6287079963722,4.0,-3.2256540413298453,-0.46322544577644553,inf
mom,4h,48,1,longonly,3,real,4388,2193,2.0009119927040584,0.9536314220593682,1.1066618397054169,0.8227035916009376,0.7110227635527927,0.4760711030082042,-0.018754656031463396,-82.29543066606138,185.5867239253422,12.0,-0.44665458195516744,-0.03752641617239461,inf
mom,4h,48,1,longonly,6,real,2194,2193,1.0004559963520292,1.028310914071172,1.1377673213202486,0.9297645725773156,0.8411998390855354,0.4826800364630811,0.01146495384296889,25.154108731473745,58.680428410710356,24.0,0.18890498596452576,0.011470181820097467,5115.910918508153
mom,4h,48,2,spread,1,real,13164,2193,6.002735978112175,0.41540271497395764,1.1128088604815327,0.17468118172263708,0.08397039840545037,0.32307809176542085,-0.09732307336027372,-1281.1609377146433,1281.1609377146385,4.0,-14.11200147839199,-0.5842047139601657,inf
mom,4h,48,2,spread,3,real,4388,2193,2.0009119927040584,0.66945223159972,1.1627568986021426,0.39563717843171514,0.2436249494418346,0.4088422971741112,-0.04583314564580963,-201.11584309381263,215.75705412387245,12.0,-3.6449607327845284,-0.09170809078605227,inf
mom,4h,48,2,spread,6,real,2194,2193,1.0004559963520292,0.7998860143383407,1.1646222089391893,0.5546176926919534,0.39010071485301245,0.4380127620783956,-0.026488356450499448,-58.11545405239579,70.67960398814729,24.0,-1.4314853405203976,-0.026500435044412126,inf
mom,4h,48,2,longonly,1,real,13164,2193,6.002735978112175,0.778430360493327,1.0660608773787459,0.5713399374340724,0.423237244355934,0.4522941355211182,-0.0867013531997859,-1141.3366135219817,1220.5603231197792,4.0,-4.039013448939373,-0.520445332203366,inf
mom,4h,48,2,longonly,3,real,4388,2193,2.0009119927040584,0.9160279511340569,1.0930972859762973,0.7679444186875499,0.6448801287300968,0.49111212397447584,-0.03114034396655444,-136.6438293252409,226.44188922797142,12.0,-0.8324644542410473,-0.062309087699608245,inf
mom,4h,48,2,longonly,6,real,2194,2193,1.0004559963520292,0.9979010358904443,1.1254786523511076,0.8847371888448016,0.784735477770941,0.5059252506836828,-0.0007748253297787512,-1.6999667735345803,73.13263649607168,24.0,-0.014356355011681974,-0.0007751786473025902,inf
mom,1d,3,1,spread,1,real,2109,2108,1.0004743833017078,0.8757105524549912,1.1120059464990522,0.6926045158740614,0.5515824778903213,0.4490279753437648,-0.021027243769019925,-44.34645710886302,64.53087539974021,24.0,-0.8241046470769879,-0.021037218742344887,inf
mom,1d,3,1,spread,3,real,703,2106,0.33380816714150047,1.1132027611485196,1.2750503350861757,0.9728875797463182,0.8519284321622141,0.4793741109530583,0.017374459444547168,12.21424498951666,8.207925243417437,72.0,0.3741561435892447,0.005799736462258623,1415.2238290187724
mom,1d,3,1,spread,7,real,301,2100,0.14333333333333334,1.4293255874026283,1.5700477373687767,1.3015093991424362,1.1854348717173053,0.5249169435215947,0.055213350655590236,16.61921854733266,4.45465790933938,168.0,0.8015450453625033,0.007913913593967934,562.8893791227094
mom,1d,3,1,longonly,1,real,2109,2108,1.0004743833017078,0.9814642043219469,1.0821339363155877,0.8904366226324637,0.8082713585266513,0.48885727833096254,-0.0073998686425271335,-15.606322967089724,85.54988423093558,24.0,-0.12173437148372734,-0.00740337901664598,inf
mom,1d,3,1,longonly,3,real,703,2106,0.33380816714150047,1.1435271528809008,1.2118373584008377,1.079119092312586,1.0184864883515925,0.4950213371266003,0.051908636046507306,36.49177114069464,29.34260605163788,72.0,0.48832538340373016,0.017327526657499828,1693.4099500541006
mom,1d,3,1,longonly,7,real,301,2100,0.14333333333333334,1.3616741761550368,1.4125012147961027,1.3128105830456593,1.2656944771114282,0.521594684385382,0.12478108367793952,37.5591061870598,14.552916125162891,168.0,0.7221179975456113,0.017885288660504664,813.6808078082345
mom,1d,3,2,spread,1,real,2109,2108,1.0004743833017078,0.7673735012411848,1.0988811234863187,0.5392627890745436,0.38423469919781994,0.44049312470365104,-0.02914135929567696,-61.45912675458271,72.03877846034831,24.0,-1.639936086412777,-0.0291551834699159,inf
mom,1d,3,2,spread,3,real,703,2106,0.33380816714150047,0.9344922028907858,1.1453615753208226,0.7655733678314551,0.6302311268761454,0.4466571834992888,-0.007639252022923728,-5.370394172115381,10.349060543856865,72.0,-0.2411739055396973,-0.0025500447161041695,inf
mom,1d,3,2,spread,7,real,301,2100,0.14333333333333334,1.210295061703692,1.3943421491304424,1.0517079323742828,0.9156259476248118,0.4950166112956811,0.02034814689253658,6.12479221465351,3.881347063809905,168.0,0.450639299281068,0.0029165677212635763,1330.792710730662
mom,1d,3,2,longonly,1,real,2109,2108,1.0004743833017078,0.9772895767717128,1.0970602270575236,0.8704886439376777,0.775586169666129,0.5040303461356093,-0.007971355696842406,-16.811589164640633,79.40598273285497,24.0,-0.15419490055142757,-0.00797513717487696,inf
mom,1d,3,2,longonly,3,real,703,2106,0.33380816714150047,1.095497353501259,1.172980961984556,1.0229604156565943,0.955187656196191,0.5291607396870555,0.030946424339931885,21.755336310972115,23.98376593712177,72.0,0.3595254747404539,0.010330169188495782,2321.720535209757
mom,1d,3,2,longonly,7,real,301,2100,0.14333333333333334,1.294027683228041,1.3505516634371917,1.2400169012212179,1.1882972251061665,0.5149501661129569,0.09276279405839825,27.921601011577874,13.689912788875056,168.0,0.6596321442977694,0.013296000481703749,1029.6263758198083
mom,1d,6,1,spread,1,real,2109,2108,1.0004743833017078,0.961379366339384,1.212958149893562,0.766577494485859,0.6164700734464104,0.4442863916548127,-0.006458386060841093,-13.620736202313864,52.6065468517241,24.0,-0.24101671047469286,-0.006461449811344338,inf
mom,1d,6,1,spread,3,real,703,2106,0.33380816714150047,1.2020956617791836,1.3718966762668565,1.0553291489375536,0.9283193227530839,0.4793741109530583,0.03103380842123805,21.81676732013035,8.861636227779748,72.0,0.6536122173548571,0.010359338708513936,855.424895075273
mom,1d,6,1,spread,7,real,301,2100,0.14333333333333334,1.4706325818917796,1.6102402878650346,1.3440234170567433,1.2291548140209525,0.5182724252491694,0.062323636941362025,18.75941471934997,5.559035378054013,168.0,0.8705739328143416,0.00893305462826189,622.2994943372062
mom,1d,6,1,longonly,1,real,2109,2108,1.0004743833017078,1.050992509734824,1.1572001618685808,0.9548974714333373,0.8681202629757313,0.4902797534376482,0.01990634607680461,41.98248387598092,51.55653249534343,24.0,0.32080690996296013,0.01991578931498146,2588.726546557737
mom,1d,6,1,longonly,3,real,703,2106,0.33380816714150047,1.164442732664682,1.232249190821539,1.1004712950152962,1.0402050180063522,0.49644381223328593,0.060233235618300816,42.34396463966547,26.78850737837161,72.0,0.5495398112075823,0.02010634598274714,1332.3409137273527
mom,1d,6,1,longonly,7,real,301,2100,0.14333333333333334,1.363068005878275,1.413952327673432,1.3141571768231604,1.2671567666826649,0.4950166112956811,0.12612437952877312,37.963438238160705,15.823776719933056,168.0,0.7350536356328435,0.018077827732457478,875.3140562083446
mom,1d,6,2,spread,1,real,2109,2108,1.0004743833017078,0.8068047512563615,1.1627665161215768,0.5664401675885012,0.40439186429063273,0.4262683736367947,-0.023274660147883822,-49.08625825188698,57.62000793437235,24.0,-1.381853840579917,-0.023285701258010903,inf
mom,1d,6,2,spread,3,real,703,2106,0.33380816714150047,1.0413047857584412,1.2771244014015999,0.8514594909043386,0.6995504064994555,0.47652916073968704,0.004555176488989553,3.202289071759656,5.826647059822947,72.0,0.14900964971326047,0.001520555114795658,3831.920989332879
mom,1d,6,2,spread,7,real,301,2100,0.14333333333333334,1.199857351729477,1.3779967135747142,1.045821182467678,0.9129811984703767,0.49169435215946844,0.019870398277009912,5.980989881379983,4.0229758413474945,168.0,0.44183578832628684,0.0028480904197047538,1412.5168967650034
mom,1d,6,2,longonly,1,real,2109,2108,1.0004743833017078,0.9968304073939293,1.1183015918079786,0.8886048070439596,0.7924298724951132,0.5040303461356093,-0.0011019273822975668,-2.3239648492655682,64.03632932436301,24.0,-0.021302447495596465,-0.0011024501182474232,inf
mom,1d,6,2,longonly,3,real,703,2106,0.33380816714150047,1.151491178956727,1.231682273429729,1.0764766934511942,1.0064090250291329,0.5263157894736842,0.04843538820098249,34.05007790529069,23.967608085605242,72.0,0.5489466518366916,0.016168128160157023,1482.3984476241603
mom,1d,6,2,longonly,7,real,301,2100,0.14333333333333334,1.2725797110600712,1.326874519653294,1.2206800640638082,1.1710090447281707,0.5116279069767442,0.08820347697973129,26.549246570899115,14.560608126897478,168.0,0.6229178665231679,0.012642498367094817,1151.7192017042303
mom,1d,12,1,spread,1,real,2109,2108,1.0004743833017078,0.9386981887118947,1.1931478060456295,0.7428893725218508,0.5928844868467121,0.44096728307254623,-0.010061220104835197,-21.219113201097432,47.01695451781691,24.0,-0.38418444099806404,-0.010065992979647739,inf
mom,1d,12,1,spread,3,real,703,2106,0.33380816714150047,1.0963818747420881,1.244908061929253,0.9665846158954632,0.8534805965863499,0.47652916073968704,0.015958385555153633,11.218745045273003,9.023719856659252,72.0,0.31963050894863576,0.0053270394327032304,1693.9465101875778
mom,1d,12,1,spread,7,real,301,2100,0.14333333333333334,1.4650794915829224,1.6039231268362608,1.3394618259119009,1.2251634363772144,0.5083056478405316,0.061647470997942856,18.5558887703808,3.5260193494335503,168.0,0.8264404727655278,0.008836137509705144,399.04532331697624
mom,1d,12,1,longonly,1,real,2109,2108,1.0004743833017078,1.0284456219897309,1.1309358275805905,0.9355655047883251,0.8515955227641014,0.4864864864864865,0.011255467078879559,23.73778006935699,68.88378125488697,24.0,0.18085101160639067,0.011260806484514701,6117.126810554156
mom,1d,12,1,longonly,3,real,703,2106,0.33380816714150047,1.15622374647487,1.222971429290546,1.0931747804547272,1.0337324113064994,0.49644381223328593,0.05718676548869235,40.20229613855072,25.968187411141713,72.0,0.5274162559835907,0.019089409372531205,1360.345252405177
mom,1d,12,1,longonly,7,real,301,2100,0.14333333333333334,1.4125767374693088,1.4631102551917252,1.3639605816623568,1.3171065170262763,0.5049833887043189,0.14355352310486155,43.209610454563325,14.084558600878658,168.0,0.8204581554015982,0.02057600497836349,684.513763273733
mom,1d,12,2,spread,1,real,2109,2108,1.0004743833017078,0.8291729092281118,1.1926134138744584,0.5843119761252997,0.4190619822280286,0.42579421526789946,-0.02051273128497975,-43.26135028002229,62.66568640470659,24.0,-1.1563186802452368,-0.020522462182173764,inf
mom,1d,12,2,spread,3,real,703,2106,0.33380816714150047,1.042116588992447,1.27327901392838,0.8562329249711026,0.7063571402957647,0.4623044096728307,0.004754676596919448,3.342537647634372,8.355205046270695,72.0,0.15094994441165327,0.0015871498801682679,5264.282315533354
mom,1d,12,2,spread,7,real,301,2100,0.14333333333333334,1.506463193504164,1.7244046174774539,1.317156077723322,1.1532015263462707,0.53156146179402,0.04582168852114257,13.792328244863914,3.241081495516804,168.0,0.9733946875194505,0.006567775354697102,493.4823925119282
mom,1d,12,2,longonly,1,real,2109,2108,1.0004743833017078,1.0110886453173829,1.1333616898175831,0.9020000465441923,0.8049417042096297,0.5021337126600285,0.0038660645178602415,8.15353006816725,59.90587558451389,24.0,0.0745946001871037,0.0038678985143108394,15487.964682337997
mom,1d,12,2,longonly,3,real,703,2106,0.33380816714150047,1.158817066650391,1.2388449677816111,1.0837509201338285,1.0134915035701297,0.5334281650071123,0.05072382094372412,35.65884612343806,23.347116183963568,72.0,0.5893432936436154,0.016932025699638205,1378.8731837598402
mom,1d,12,2,longonly,7,real,301,2100,0.14333333333333334,1.350713888739089,1.4077058264174673,1.2961594258765625,1.2439295403369692,0.521594684385382,0.11112235339284227,33.44782837124552,13.886482960838283,168.0,0.7823099381387271,0.015927537319640726,871.8537387267297
mom,1d,24,1,spread,1,real,2109,2108,1.0004743833017078,0.8903763339792147,1.1290602602432505,0.7055007434374593,0.5634534423711705,0.44523470839260315,-0.018330887555496476,-38.659841854542066,62.376200127562896,24.0,-0.6691169693847454,-0.018339583422458287,inf
mom,1d,24,1,spread,3,real,703,2106,0.33380816714150047,1.0516140164537569,1.2013628191794898,0.9215135270581503,0.8086333394902422,0.4779516358463727,0.008185998062911577,5.754756638226838,12.88043796708738,72.0,0.1822216701583244,0.0027325530096043867,4713.701041412617
mom,1d,24,1,spread,7,real,301,2100,0.14333333333333334,1.3995105233470142,1.5379197683039327,1.2739609550904356,1.1600235834774315,0.5249169435215947,0.05092713685488729,15.329068193321074,6.106423264436956,168.0,0.7662129411553739,0.007299556282533845,836.5471856211616
mom,1d,24,1,longonly,1,real,2109,2108,1.0004743833017078,0.9870060146582039,1.0876062595888152,0.8960713575081911,0.814041858501483,0.4793741109530583,-0.00501345418787657,-10.573374882231686,70.91483401333338,24.0,-0.08497632273994565,-0.005015832486827175,inf
mom,1d,24,1,longonly,3,real,703,2106,0.33380816714150047,1.1151183458322553,1.1813594942073586,1.0528329794487836,0.9942802258364472,0.48364153627311524,0.04068751355899847,28.603322031975924,33.74224428804969,72.0,0.4097464530882889,0.013581824326674229,2484.3675986723742
mom,1d,24,1,longonly,7,real,301,2100,0.14333333333333334,1.2769852394799952,1.3247980500657686,1.2310595604086747,1.187029895660369,0.4717607973421927,0.09555216775979973,28.76120249569972,15.68953579951996,168.0,0.5809416742894387,0.013695810712237962,1145.57189268836
mom,1d,24,2,spread,1,real,2109,2108,1.0004743833017078,0.8565103905700935,1.2197172661794258,0.6079244021345688,0.43878304391800826,0.4442863916548127,-0.017295827544345044,-36.476900291023696,51.00685570390708,24.0,-0.9497112297022232,-0.0173040323961213,inf
mom,1d,24,2,spread,3,real,703,2106,0.33380816714150047,1.1087023618276057,1.346113876323095,0.9150499059073671,0.757138781368592,0.4879089615931721,0.012144253263146844,8.537410043992232,6.818684416362412,72.0,0.37690117513854543,0.0040538509230732345,1682.0264350503423
mom,1d,24,2,spread,7,real,301,2100,0.14333333333333334,1.281671287168923,1.4574431335036377,1.1280360403290937,0.993851110884421,0.5116279069767442,0.02896058637369135,8.717136498481096,4.597704001866543,168.0,0.6133348685481371,0.004151017380229094,1107.6089499805457
mom,1d,24,2,longonly,1,real,2109,2108,1.0004743833017078,1.0147000087655278,1.1380688184922054,0.9047823722851697,0.8071529844727748,0.5002370791844476,0.00504157312063221,10.63267771141333,58.22025972390342,24.0,0.0984910905201395,0.005043964758734976,11542.558782370445
mom,1d,24,2,longonly,3,real,703,2106,0.33380816714150047,1.1753370490243196,1.2568950026029375,1.0987969098519255,1.0270910025866593,0.5462304409672831,0.054773664329086466,38.505886023347784,24.04256749241219,72.0,0.6423094655979653,0.018283896497316137,1314.9586301771812
mom,1d,24,2,longonly,7,real,301,2100,0.14333333333333334,1.3122254689692048,1.368007037451506,1.2588658481583856,1.207833199213286,0.5116279069767442,0.09945136056116587,29.934859528910927,14.929710241476371,168.0,0.7018276494626716,0.014254695013767108,1047.3538877581973
mom,1d,48,1,spread,1,real,2109,2108,1.0004743833017078,0.8130434949168271,1.0297264074022319,0.644242802934528,0.5141663641771955,0.44950213371266,-0.03227141739918885,-68.06041929488929,75.69355900707619,24.0,-1.26424396114407,-0.03228672642072547,inf
mom,1d,48,1,spread,3,real,703,2106,0.33380816714150047,0.9625971509519364,1.0957045929388896,0.8457597406975513,0.7435217741586736,0.48364153627311524,-0.006245986919270948,-4.390928804247476,11.196318300379948,72.0,-0.14231086212503394,-0.002084961445511622,inf
mom,1d,48,1,spread,7,real,301,2100,0.14333333333333334,1.0968785524856304,1.2013486173316466,1.0020572640638947,0.9158565727679269,0.46511627906976744,0.014379763802866291,4.328308904662753,5.905000144967744,168.0,0.21958681012900289,0.002061099478410835,2864.9758086983084
mom,1d,48,1,longonly,1,real,2109,2108,1.0004743833017078,0.9647760439632749,1.0627489875206513,0.8760244493165024,0.7958519899835341,0.48885727833096254,-0.013253315116792038,-27.951241581314406,80.55715737323145,24.0,-0.22756431661887913,-0.013259602268175715,inf
mom,1d,48,1,longonly,3,real,703,2106,0.33380816714150047,1.054329816651373,1.1157729656346123,0.9963915096873404,0.9418024990213815,0.48933143669985774,0.019337368721650858,13.594170211320552,32.77534105089853,72.0,0.19700173849875877,0.006454971610313652,5077.53450046637
mom,1d,48,1,longonly,7,real,301,2100,0.14333333333333334,1.1504498558196232,1.1936263431303542,1.1090072414797696,1.0691944703159946,0.4684385382059801,0.05282772819521043,15.90114618675834,20.846546433194412,168.0,0.34282820107091655,0.007571974374646828,2753.1189887534106
mom,1d,48,2,spread,1,real,2109,2108,1.0004743833017078,0.7681248454732122,1.0972434293895192,0.5432000190140251,0.39148571237772395,0.42911332385016593,-0.02906705355454429,-61.30241594653391,68.70899591717166,24.0,-1.6935261951944376,-0.029080842479380413,inf
mom,1d,48,2,spread,3,real,703,2106,0.33380816714150047,0.9299148384861159,1.1326075597097363,0.7651676521719724,0.631119227910121,0.4694167852062589,-0.008379381382897517,-5.8907051121769545,13.218122650741147,72.0,-0.2841641863152464,-0.002797105941204632,inf
mom,1d,48,2,spread,7,real,301,2100,0.14333333333333334,0.8841400140965093,1.0083601161333133,0.7763592285195557,0.6830041469603576,0.45182724252491696,-0.013925867526277917,-4.191686125409653,6.878069299799823,168.0,-0.30420231671939296,-0.0019960410120998346,inf
mom,1d,48,2,longonly,1,real,2109,2108,1.0004743833017078,0.973132478392529,1.092633643341143,0.8666475282485318,0.7721711019812153,0.5007112375533428,-0.00917548595064311,-19.351099869906317,73.07363142732015,24.0,-0.18213176033022552,-0.00917983864796315,inf
mom,1d,48,2,longonly,3,real,703,2106,0.33380816714150047,1.0697794173590685,1.1443601777574381,0.9998401754347674,0.934355613220743,0.5248933143669986,0.022545579911677157,15.849542677909042,25.890525259678668,72.0,0.26918588172615104,0.007525898707459185,3440.1905029651343
mom,1d,48,2,longonly,7,real,301,2100,0.14333333333333334,1.1598346751665287,1.209849539420023,1.112049987255662,1.066408409776718,0.48172757475083056,0.05262557969608689,15.840299488522152,15.13177533071009,168.0,0.3789308593165239,0.00754299975643912,2006.0686489871316
rvol,1h,3,1,spread,1,real,52942,2206,23.99909338168631,0.23418542842428158,1.0162086041429905,0.0772689721800236,0.03360525686358398,0.23850628990215708,-0.22997822676459864,-12175.507281371381,12177.184431054868,1.0,-46.86330202067735,-5.519268939878232,inf
rvol,1h,3,1,spread,4,real,13235,2206,5.999546690843155,0.46833851707634544,1.0035068196132304,0.23591563087324235,0.13130941944753058,0.35239894219871554,-0.11550130633923743,-1528.6597893998073,1531.4833118974968,4.0,-11.380542393034752,-0.6929554802356335,inf
rvol,1h,3,1,spread,12,real,4411,2205,2.000453514739229,0.6392160079948219,0.9847862707416026,0.4204706522041284,0.2824729365249737,0.4137383813194287,-0.06948496983048376,-306.4982019222639,306.8161522778585,12.0,-3.530299283141279,-0.13900145211894055,inf
rvol,1h,3,1,longonly,1,real,52942,2206,23.99909338168631,0.5466933963324297,1.0194382969133278,0.30731598016293465,0.18389745844873503,0.38374069736692984,-0.2301527085527906,-12184.74469620184,12190.04854928781,1.0,-19.10393402083549,-5.523456344606455,inf
rvol,1h,3,1,longonly,4,real,13235,2206,5.999546690843155,0.7613181836363848,1.0413540545191173,0.5609129429292035,0.4182747696893154,0.44064979221760486,-0.10260964098245016,-1358.038598402728,1374.4254574204801,4.0,-4.348265303940831,-0.6156113320048631,inf
rvol,1h,3,1,longonly,12,real,4411,2205,2.000453514739229,0.8845559078696718,1.0521437306409163,0.7445789026733067,0.6281560790509,0.4688279301745636,-0.048150945329230185,-212.39381984723434,265.8397828364001,12.0,-1.1481967375693962,-0.09632372782187498,inf
rvol,1h,3,2,spread,1,real,52942,2206,23.99909338168631,0.13700221743863875,1.02242215728714,0.033858423771713275,0.012287328022490157,0.17458728419780137,-0.2321903555042815,-12292.62180110767,12292.938177589996,1.0,-64.41593675964069,-5.572358024074194,inf
rvol,1h,3,2,spread,4,real,13235,2206,5.999546690843155,0.3458298682825857,1.0156130919719537,0.13562611406879507,0.061277108410923764,0.30442009822440497,-0.11555806365808377,-1529.4109725147387,1529.5934590883137,4.0,-17.07292784447361,-0.6932959984200991,inf
rvol,1h,3,2,spread,12,real,4411,2205,2.000453514739229,0.5455351724193993,1.0135425261592053,0.3019212672902886,0.17467994451246122,0.38834731353434593,-0.06640227359800172,-292.90042884078554,292.9617058033387,12.0,-5.371404911491912,-0.13283466160579843,inf
rvol,1h,3,2,longonly,1,real,52942,2206,23.99909338168631,0.5138059833442213,1.0177089098294367,0.27195705205701926,0.1532461523407791,0.38056741339579164,-0.23244190527426117,-12305.939349029935,12306.55504467989,1.0,-21.084991144164704,-5.578394990494077,inf
rvol,1h,3,2,longonly,4,real,13235,2206,5.999546690843155,0.7311379087934938,1.0283357742958399,0.5230237991605259,0.3785758776347487,0.4501700037778617,-0.10899122035859747,-1442.4988014460375,1462.2304442311427,4.0,-5.031751745108792,-0.6538979154333806,inf
rvol,1h,3,2,longonly,12,real,4411,2205,2.000453514739229,0.8669502367820603,1.0463618528499228,0.71895986913712,0.5975517921839331,0.4772160507821356,-0.05218893965669605,-230.20541282568627,284.87100019538207,12.0,-1.3400488893104534,-0.10440154776675115,inf
rvol,1h,6,1,spread,1,real,52942,2206,23.99909338168631,0.24366288790544907,1.0043141231135413,0.08304321779737091,0.03669268646083496,0.24069736692984775,-0.22903489748257225,-12125.56554252234,12126.683982222163,1.0,-43.15786963442411,-5.496629892349202,inf
rvol,1h,6,1,spread,4,real,13235,2206,5.999546690843155,0.4824198540229692,0.996247697390124,0.25141318993827655,0.143371514303788,0.3505855685681904,-0.1153655208209043,-1526.8626680646685,1528.8895278276113,4.0,-11.519838828056326,-0.6921408286784535,inf
rvol,1h,6,1,spread,12,real,4411,2205,2.000453514739229,0.6456744540171326,0.9976360774105657,0.42552093561582377,0.28780597685978104,0.4071639084107912,-0.06702948071171057,-295.6670394193553,295.8914628079745,12.0,-4.035983583774645,-0.13408936028088678,inf
rvol,1h,6,1,longonly,1,real,52942,2206,23.99909338168631,0.555559192982622,1.009632344888235,0.31883320745429067,0.1937187821981498,0.38782063390125043,-0.22797801184480745,-12069.611903087796,12074.11184540396,1.0,-18.528246669229944,-5.471265595234722,inf
rvol,1h,6,1,longonly,4,real,13235,2206,5.999546690843155,0.7705276408716599,1.0409014345414216,0.5744390978227496,0.4331241631789954,0.4438231960710238,-0.09982979630786468,-1321.247354134589,1341.1712477415722,4.0,-4.175267923145303,-0.5989335240863957,inf
rvol,1h,6,1,longonly,12,real,4411,2205,2.000453514739229,0.8722605309919509,1.0327101789997273,0.7375033807185533,0.6250023092687629,0.4735887553842666,-0.05362478464526203,-236.53892507025083,284.00988744007503,12.0,-1.2747339291167827,-0.10727388892074867,inf
rvol,1h,6,2,spread,1,real,52942,2206,23.99909338168631,0.1406627588919185,1.0294470365691957,0.034925308419904856,0.012721030461258937,0.17709946734161913,-0.2304196598469643,-12198.877631617985,12199.483380896781,1.0,-64.19670594285049,-5.529862933643692,inf
rvol,1h,6,2,spread,4,real,13235,2206,5.999546690843155,0.3461337779001478,0.9974520196449925,0.13954699988092492,0.0651591838592428,0.3045712126936154,-0.11704243816410402,-1549.0566691019167,1550.8030524419582,4.0,-17.059765678088485,-0.7022015725756648,inf
rvol,1h,6,2,spread,12,real,4411,2205,2.000453514739229,0.5488314313450657,1.0146551583426546,0.30693435262352314,0.18074419511620685,0.38585354794831106,-0.06600372498027046,-291.142430887973,291.8453139524599,12.0,-5.33305789493018,-0.13203738362266348,inf
rvol,1h,6,2,longonly,1,real,52942,2206,23.99909338168631,0.5231875374290916,1.0223642277961906,0.2796730215822244,0.1590260162543123,0.38587510860942165,-0.22751268166918331,-12044.976392929902,12046.010332945816,1.0,-20.55573604368869,-5.460098092896601,inf
rvol,1h,6,2,longonly,4,real,13235,2206,5.999546690843155,0.7367818626698579,1.0301825232440855,0.5299884845312465,0.38559641833675157,0.4494144314318096,-0.10693839256712673,-1415.3296256259223,1441.0691323091596,4.0,-4.9231640482593395,-0.6415818792501914,inf
rvol,1h,6,2,longonly,12,real,4411,2205,2.000453514739229,0.8724958814425403,1.0488052682046771,0.7263585332621688,0.605894358168921,0.4819768759918386,-0.05008784844277848,-220.93749948109587,283.55435289445325,12.0,-1.2776599121681427,-0.10019841246308203,inf
rvol,1h,12,1,spread,1,real,52942,2206,23.99909338168631,0.2492191396930456,1.0080018882582618,0.08659550892094793,0.03903552476916839,0.24124513618677043,-0.2283604609713749,-12089.859524746531,12091.594682748211,1.0,-42.53045332694565,-5.480444027536959,inf
rvol,1h,12,1,spread,4,real,13235,2206,5.999546690843155,0.47780113486297493,0.9981349163468746,0.245687128565754,0.13752347188827274,0.3486966377030601,-0.11522540482575065,-1525.00823286881,1529.8987021804894,4.0,-11.32816047883817,-0.6913001962233952,inf
rvol,1h,12,1,spread,12,real,4411,2205,2.000453514739229,0.6578227572885933,1.001989750303676,0.4387332338004559,0.29963046808406696,0.4139650872817955,-0.06642958720700666,-293.0209091701064,293.2654878233527,12.0,-3.3194704979178367,-0.1328893012109326,inf
rvol,1h,12,1,longonly,1,real,52942,2206,23.99909338168631,0.5649465793715058,1.0168832919715485,0.3271579589606202,0.20058039483013648,0.38876506365456537,-0.22544969454206742,-11935.757728446133,11942.838625697681,1.0,-17.95390500018879,-5.410588272187731,inf
rvol,1h,12,1,longonly,4,real,13235,2206,5.999546690843155,0.771015047291409,1.0405151903522971,0.5751250653705915,0.4338116615352692,0.4461654703437854,-0.10047464572297277,-1329.7819361435445,1353.9690831731536,4.0,-4.183599972155283,-0.6028023282608996,inf
rvol,1h,12,1,longonly,12,real,4411,2205,2.000453514739229,0.8961942908334989,1.058512980852889,0.7594664203831155,0.6449169582179552,0.47834958059396965,-0.043674778522577,-192.64944806308714,270.19700385206534,12.0,-1.0202551749137936,-0.08736936420094654,inf
rvol,1h,12,2,spread,1,real,52942,2206,23.99909338168631,0.1425666638758918,1.0263691236171277,0.03615893537506007,0.013188084868840788,0.17675947263042574,-0.23083839083046676,-12221.04608734657,12221.834960513466,1.0,-64.41275230046874,-5.539912097618572,inf
rvol,1h,12,2,spread,4,real,13235,2206,5.999546690843155,0.3582269064247156,1.018063021005141,0.14522161547094836,0.068173795168122,0.30691348696637705,-0.11485494153183552,-1520.105151173843,1522.9901164545324,4.0,-16.522044697425592,-0.6890775843943078,inf
