signal,tf,L,k,mode,H,tag,trades,span_days,tpd,pf,pf_0x,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
rvol,1h,6,1,spread,1,null0,52942,2206,23.99909338168631,0.5792020218221597,1.0083539288101526,0.33570374341190085,0.1975071161449686,0.401250424993389,-0.16181105137331772,-8566.600681806187,8568.24352552638,1.0,-18.606882623376993,-3.883318532097093,inf
rvol,1h,6,1,spread,4,null0,13235,2206,5.999546690843155,0.7562148999941534,1.0037742496173971,0.5697683552209767,0.4297897977314813,0.456290139780884,-0.08100818013072672,-1072.1432640301682,1082.8719171427626,4.0,-5.01627618975922,-0.4860123590345278,inf
rvol,1h,6,1,spread,12,null0,4411,2205,2.000453514739229,0.840158775551719,0.9888227385352261,0.7138122158485922,0.60656089739186,0.47404216730900023,-0.05088349621017063,-224.44710178306266,240.96424314813436,12.0,-1.8359856095162093,-0.10179006883585609,inf
rvol,1h,6,1,longonly,1,null0,52942,2206,23.99909338168631,0.7138856250558158,1.0199359527920977,0.5015098679738575,0.3549638177061738,0.43836651429866647,-0.1546568701319761,-8187.844018527079,8191.9190718794935,1.0,-11.017619685666943,-3.711624668416627,inf
rvol,1h,6,1,longonly,4,null0,13235,2206,5.999546690843155,0.8503792207891822,1.0327368631375868,0.7005115800843488,0.5775225881024311,0.47389497544389875,-0.06810450469718614,-901.3631196672586,914.6609443111514,4.0,-2.8215613872603864,-0.40859615578751524,inf
rvol,1h,6,1,longonly,12,null0,4411,2205,2.000453514739229,0.8793171651837964,0.9846568336589789,0.7853262957420764,0.7015267173956385,0.482656993878939,-0.05353107275283184,-236.12556191274123,270.8843065796893,12.0,-1.3286752799365589,-0.10708642263616383,inf
rvol,1h,6,2,spread,1,null0,52942,2206,23.99909338168631,0.4755362417557724,1.008746116061581,0.22609285894601633,0.10927529209941968,0.37308752974953724,-0.16011106366879277,-8476.599932753226,8478.650017874592,1.0,-26.107005104532398,-3.8425203684284797,inf
rvol,1h,6,2,spread,4,null0,13235,2206,5.999546690843155,0.6726076281524155,0.9925788140808891,0.45527410101184035,0.3073933314186703,0.43679637325273896,-0.08245096477650274,-1091.2385188170138,1094.786336032571,4.0,-7.225844022681255,-0.49466841288169255,inf
rvol,1h,6,2,spread,12,null0,4411,2205,2.000453514739229,0.7721058690536977,0.9692437756942498,0.6146837142336609,0.48904127443348155,0.46361369304012695,-0.05313629525557104,-234.38419837232385,238.84072193657136,12.0,-2.752723908154807,-0.1062966886042285,inf
rvol,1h,6,2,longonly,1,null0,52942,2206,23.99909338168631,0.6564343935081031,1.0205463237800603,0.42396865496447966,0.2763339149337827,0.4253333837029202,-0.15426052856302377,-8166.860903183605,8172.132487815978,1.0,-14.112150749853685,-3.702112830092296,inf
rvol,1h,6,2,longonly,4,null0,13235,2206,5.999546690843155,0.7990609819231018,1.0334712379682889,0.6177408653570101,0.47776968696083444,0.46709482432942956,-0.07036584205039771,-931.2919195370138,934.8593376047895,4.0,-3.9741717404887362,-0.42216315482185574,inf
rvol,1h,6,2,longonly,12,null0,4411,2205,2.000453514739229,0.8868450854557023,1.0365315626698335,0.7588603367576302,0.6496277906204319,0.4808433461800045,-0.03587658225194852,-158.25160431334493,163.22805294124862,12.0,-1.259110502785961,-0.07176943506274146,inf
rvol,1h,12,1,spread,1,null0,52942,2206,23.99909338168631,0.579410442811362,1.009330416898468,0.3356652242347799,0.19731701139478,0.4019870802009747,-0.16159123166160558,-8554.962986628723,8556.283255728678,1.0,-18.59127775279805,-3.878043058308578,inf
rvol,1h,12,1,spread,4,null0,13235,2206,5.999546690843155,0.7522776714419124,0.9998990501455497,0.5664123647276935,0.4270566717341879,0.451681148469966,-0.08221504345184152,-1088.1161000851225,1102.7876817772035,4.0,-5.088114222277484,-0.493252991879022,inf
rvol,1h,12,1,spread,12,null0,4411,2205,2.000453514739229,0.8372587796412468,0.9843128824594514,0.7124174404067499,0.6064189119966418,0.4665608705508955,-0.05223961980314268,-230.42896295166236,237.95598813858552,12.0,-1.8711167228829912,-0.1045029310438378,inf
rvol,1h,12,1,longonly,1,null0,52942,2206,23.99909338168631,0.7093855699398758,1.014050792247498,0.49819446278129204,0.3525133287453943,0.4364209890068377,-0.1573832993375393,-8332.186633528006,8338.31281707455,1.0,-11.262987639072264,-3.7770564975194953,inf
rvol,1h,12,1,longonly,4,null0,13235,2206,5.999546690843155,0.8607173742687828,1.0475593797068459,0.7074834879546174,0.5819763576349269,0.4741216471477144,-0.062391839833258494,-825.7560001931762,849.9281002139029,4.0,-2.6149485088234314,-0.37432275620724215,inf
rvol,1h,12,1,longonly,12,null0,4411,2205,2.000453514739229,0.9104338531185385,1.0196554245329095,0.8129227928987194,0.7259503079666226,0.4890047608252097,-0.03911484163754811,-172.5355664632247,201.99352010075407,12.0,-0.9716271906306747,-0.07824742243230146,inf
rvol,1h,12,2,spread,1,null0,52942,2206,23.99909338168631,0.4743300831753922,1.0077535274397582,0.22499669501169778,0.10849606659124096,0.37284197801367536,-0.16037025987986733,-8490.322298559937,8491.703998378012,1.0,-26.23274692383408,-3.848740842502238,inf
rvol,1h,12,2,spread,4,null0,13235,2206,5.999546690843155,0.6760213289093877,0.9992501778009057,0.4570320790955045,0.3088180083198195,0.4376275028333963,-0.08117188943293198,-1074.3099566448548,1077.968661178441,4.0,-7.108489099544286,-0.4869945406368335,inf
rvol,1h,12,2,spread,12,null0,4411,2205,2.000453514739229,0.7923987186702787,0.9944780940287363,0.6312050290891011,0.5027575311306958,0.4640671049648606,-0.047965951708549545,-211.57781298641206,219.66289992589336,12.0,-2.462991008122335,-0.09595365668318007,inf
rvol,1h,12,2,longonly,1,null0,52942,2206,23.99909338168631,0.6590380055256432,1.0248379096112206,0.42525833352053155,0.2769296542586468,0.4284500018888595,-0.15285265863327185,-8092.325453362678,8097.735722485386,1.0,-14.019152096831814,-3.668325228178911,inf
rvol,1h,12,2,longonly,4,null0,13235,2206,5.999546690843155,0.8047269330128125,1.0427359141311434,0.6210545642016485,0.4795947430289252,0.46777483944087644,-0.06779521309341488,-897.269645291346,902.8390120740185,4.0,-3.863494680617978,-0.40674054636960383,inf
rvol,1h,12,2,longonly,12,null0,4411,2205,2.000453514739229,0.9028243322829035,1.0542911283410537,0.7732305958646183,0.6625041971121445,0.4837905236907731,-0.030792973091749155,-135.82780430770552,149.91711667620066,12.0,-1.0763821071556428,-0.0615999112506601,inf
rvol,1h,24,1,spread,1,null0,52942,2206,23.99909338168631,0.5766342068663297,1.0048089853414288,0.33400679405451306,0.19642197583277077,0.40194930301084203,-0.1631088436015515,-8635.30839795334,8636.995871879442,1.0,-18.757294874094807,-3.9144643689725025,inf
rvol,1h,24,1,spread,4,null0,13235,2206,5.999546690843155,0.7700999085388468,1.023941342251614,0.5793005976968434,0.43600040080468866,0.45772572723838306,-0.0754197564771007,-998.1804769744277,1012.6674980443534,4.0,-4.679067081547611,-0.4524843503963861,inf
rvol,1h,24,1,spread,12,null0,4411,2205,2.000453514739229,0.8408216754493051,0.9891155623114245,0.7150481993836378,0.6084186548513701,0.4667875765132623,-0.05089722367097537,-224.50765361267236,231.66786927745073,12.0,-1.829560059589505,-0.10181752998307136,inf
rvol,1h,24,1,longonly,1,null0,52942,2206,23.99909338168631,0.7094690015763535,1.0138891812332083,0.4983510326349498,0.3527516383816162,0.4366854293377659,-0.15766255286014214,-8346.970873521645,8356.589782292733,1.0,-11.248091222261689,-3.783758328885605,inf
rvol,1h,24,1,longonly,4,null0,13235,2206,5.999546690843155,0.8696402569535318,1.0578770002861448,0.7151611041250414,0.5885159687280297,0.47676615035889686,-0.058407127301095055,-773.018329829993,788.8638226067504,4.0,-2.442887271540349,-0.3504162873209397,inf
rvol,1h,24,1,longonly,12,null0,4411,2205,2.000453514739229,0.8947754726460905,1.0014299435005276,0.7995801564287875,0.7146705644572334,0.4819768759918386,-0.046851830585214006,-206.66342471137898,217.06258292894992,12.0,-1.1540293107032304,-0.09372490916615826,inf
rvol,1h,24,2,spread,1,null0,52942,2206,23.99909338168631,0.475286427964085,1.0113440746004614,0.22498409642446232,0.10824222326103206,0.3749386120660345,-0.1596996762587148,-8454.82026048888,8456.16534946176,1.0,-26.162716611819892,-3.8326474435579687,inf
rvol,1h,24,2,spread,4,null0,13235,2206,5.999546690843155,0.6744400238408346,0.9942493265945017,0.45744034784344,0.3100712210012872,0.4341518700415565,-0.08219764930229506,-1087.8858885158752,1092.2154899681916,4.0,-7.174167865866539,-0.49314863486667054,inf
rvol,1h,24,2,spread,12,null0,4411,2205,2.000453514739229,0.7815120647590776,0.9804548459517792,0.6224992861521562,0.4954158236740218,0.4640671049648606,-0.050872625589374915,-224.39915147473275,230.84907106190923,12.0,-2.6216974684856558,-0.10176832266427789,inf
rvol,1h,24,2,longonly,1,null0,52942,2206,23.99909338168631,0.6586535768860612,1.0247633811486674,0.4250160336887154,0.27680906308326536,0.42710891163915227,-0.1529432368867121,-8097.120847256312,8101.748785773562,1.0,-14.023073581888005,-3.670499024141574,inf
rvol,1h,24,2,longonly,4,null0,13235,2206,5.999546690843155,0.801896394914573,1.0380805166295297,0.6193299748509928,0.47856530382699514,0.4684548545523234,-0.0691168153370564,-914.7610509859414,921.5885067415379,4.0,-3.9287177372848197,-0.41466956073705413,inf
rvol,1h,24,2,longonly,12,null0,4411,2205,2.000453514739229,0.8997924033057719,1.0499415800615204,0.7710749431075898,0.6608285294009767,0.48605758331444116,-0.03193304941499741,-140.85668096955357,148.21956980816958,12.0,-1.1117230341753657,-0.06388058093857304,inf
rvol,1h,48,1,spread,1,null0,52942,2206,23.99909338168631,0.5800479422844872,1.0120215812253144,0.335514747199887,0.19699011306756198,0.4028748441690907,-0.16104771734744286,-8526.18825180832,8527.508520908277,1.0,-18.554608956149444,-3.8649992075287036,inf
rvol,1h,48,1,spread,4,null0,13235,2206,5.999546690843155,0.7756086899032226,1.0310944256964456,0.5836076498465536,0.4395313552173487,0.45923687193048734,-0.07342159227672584,-971.7347737824665,986.2930280305889,4.0,-4.557780033499087,-0.4404962709802659,inf
rvol,1h,48,1,spread,12,null0,4411,2205,2.000453514739229,0.8479085421408646,0.9968498138351237,0.7216055311348861,0.6144661173367696,0.4658807526637951,-0.04861329401250776,-214.43323988917174,223.2394959649829,12.0,-1.7433821244863523,-0.09724863487037268,inf
rvol,1h,48,1,longonly,1,null0,52942,2206,23.99909338168631,0.7155949492579473,1.0221688978582466,0.5027182367255277,0.35571260211804256,0.43878206339012504,-0.15391392212911217,-8148.510865359456,8154.017634072744,1.0,-10.955828345255027,-3.693794589918158,inf
rvol,1h,48,1,longonly,4,null0,13235,2206,5.999546690843155,0.8781102588050421,1.0681366952950533,0.7222912743272087,0.5946009991076469,0.47548167737060826,-0.054322429231271965,-718.9573508758845,738.0899102574073,4.0,-2.271044421925395,-0.32590995053303917,inf
rvol,1h,48,1,longonly,12,null0,4411,2205,2.000453514739229,0.9204239197788818,1.029591525396133,0.8228964842284033,0.735822042665459,0.4883246429381093,-0.03505344015984595,-154.62072454508046,165.88011231351882,12.0,-0.8574120083329982,-0.07012277757146507,inf
rvol,1h,48,2,spread,1,null0,52942,2206,23.99909338168631,0.4720760843082748,1.0014564943497857,0.2241012469171739,0.1082069946913768,0.37484416909070306,-0.16181379463378598,-8566.745915501897,8568.676838311183,1.0,-26.296304002246988,-3.8833843678612405,inf
rvol,1h,48,2,spread,4,null0,13235,2206,5.999546690843155,0.6826625793402356,1.0069362071797507,0.46260762446440723,0.31343448684187203,0.43830751794484324,-0.07952373756857889,-1052.4966667201415,1059.2245780584026,4.0,-6.946423366806396,-0.47710637657304694,inf
rvol,1h,48,2,spread,12,null0,4411,2205,2.000453514739229,0.7737526246115148,0.9716371523691653,0.6159325420466366,0.4900217415589678,0.4613466334164589,-0.05271984127511891,-232.5472198645495,242.32764773989106,12.0,-2.731467218981915,-0.1054635917753059,inf
rvol,1h,48,2,longonly,1,null0,52942,2206,23.99909338168631,0.6557884285327711,1.0196936862505326,0.42341063981343663,0.27581862308450344,0.42646669940689813,-0.15472602853119446,-8191.5054024984975,8196.521222412175,1.0,-14.155686174157212,-3.7132844072975963,inf
rvol,1h,48,2,longonly,4,null0,13235,2206,5.999546690843155,0.8174942402504518,1.0574601264874128,0.631956246701473,0.48880861968766365,0.4705704571212694,-0.06325539374697597,-837.1851362412269,843.139545323294,4.0,-3.5854804018571467,-0.37950368823265046,inf
rvol,1h,48,2,longonly,12,null0,4411,2205,2.000453514739229,0.898895692879667,1.0502228781568368,0.769319884252595,0.6584831790072097,0.4865109952391748,-0.0320010434824308,-141.15660280100224,154.1448205677625,12.0,-1.11789356492171,-0.06401659990975159,inf
rvol,4h,3,1,spread,1,null0,13164,2193,6.002735978112175,0.747274384367651,0.9928596451125175,0.562488908666309,0.4236495197798008,0.45388939532057127,-0.08214388788256578,-1081.342140086096,1089.708964494902,4.0,-5.170316422678196,-0.49308807117469033,inf
rvol,4h,3,1,spread,3,null0,4388,2193,2.0009119927040584,0.9077358654288816,1.0715567283446243,0.7694346503714135,0.6526305693447603,0.47174111212397446,-0.027045548765846864,-118.67586798453604,159.05704704208512,12.0,-1.00745775972676,-0.05411576287484544,inf
rvol,4h,3,1,spread,6,null0,2194,2193,1.0004559963520292,0.8399256131247756,0.9404985174198748,0.7498790722857467,0.6694725101693558,0.4845031905195989,-0.050319450326633444,-110.40087401663378,128.01314848676057,24.0,-1.2995606855732078,-0.050342395812418506,inf
rvol,4h,3,1,longonly,1,null0,13164,2193,6.002735978112175,0.8263956851761366,1.0081926265473142,0.6774722999929513,0.5557478909209252,0.4684746277727135,-0.07807610144863755,-1027.7937994698648,1029.7771822877073,4.0,-3.33050366737815,-0.4686702231964728,inf
rvol,4h,3,1,longonly,3,null0,4388,2193,2.0009119927040584,0.9564320496381407,1.0755506549395006,0.8507337331275825,0.7569948777621578,0.4831358249772106,-0.017794695103620393,-78.08312211468629,115.43292155743656,12.0,-0.4647247248941264,-0.03560561883934624,inf
rvol,4h,3,1,longonly,6,null0,2194,2193,1.0004559963520292,0.9348499761139268,1.0152667110845632,0.8608412607349448,0.7927656135018927,0.4840474020054695,-0.026938896555919252,-59.103939043686836,82.25978161779217,24.0,-0.49668809530898944,-0.026951180594476442,inf
rvol,4h,3,2,spread,1,null0,13164,2193,6.002735978112175,0.6836122410063659,1.0107763647205632,0.46176759673197265,0.3115700132847586,0.44044363415375265,-0.07730013360666109,-1017.5789587980867,1020.833760460165,4.0,-6.920183809000971,-0.4640122931135826,inf
rvol,4h,3,2,spread,3,null0,4388,2193,2.0009119927040584,0.8656657299694748,1.0835814667107686,0.6920083215643446,0.5532168004762765,0.4678669097538742,-0.029495165028756643,-129.42478414618415,146.28322537442105,12.0,-1.5386675654311859,-0.05901722943282451,inf
rvol,4h,3,2,spread,6,null0,2194,2193,1.0004559963520292,0.8167258773488011,0.9545320590690161,0.698781717307022,0.5977943696384624,0.4644484958979034,-0.04210607311118183,-92.38072440593294,104.6741244903572,24.0,-1.5362001224689839,-0.0421252733269188,inf
rvol,4h,3,2,longonly,1,null0,13164,2193,6.002735978112175,0.7957698879381424,1.0329418476447472,0.6134008116285733,0.4730357421393754,0.4587511394712853,-0.07123924159430844,-937.7933763474764,941.1973536532735,4.0,-4.069949783382585,-0.42763035857158066,inf
rvol,4h,3,2,longonly,3,null0,4388,2193,2.0009119927040584,0.9380160654662253,1.0996627689944887,0.8001444962731017,0.6825300372216171,0.4874658158614403,-0.01884291601567817,-82.6827154767958,98.70076062805605,12.0,-0.675311797671515,-0.03770301663328582,inf
rvol,4h,3,2,longonly,6,null0,2194,2193,1.0004559963520292,0.9614843620520013,1.0768915745163166,0.8583772661754535,0.7663144211412708,0.49544211485870554,-0.01150876503007062,-25.25023047597494,42.947013543612904,24.0,-0.29597184582281894,-0.011514012984940694,inf
rvol,4h,6,1,spread,1,null0,13164,2193,6.002735978112175,0.7500678613499817,0.9963353271161364,0.5648305780407701,0.42563403044630665,0.4525220297781829,-0.08145673041852931,-1072.29639922952,1087.9181915534475,4.0,-5.164330975065772,-0.48896324634269034,inf
rvol,4h,6,1,spread,3,null0,4388,2193,2.0009119927040584,0.9010314568771506,1.0647420526871616,0.762648000544667,0.6455711629043939,0.4785779398359161,-0.028979998081514108,-127.16423158168391,160.2094315066098,12.0,-1.0885849700630057,-0.057986425709842186,inf
rvol,4h,6,1,spread,6,null0,2194,2193,1.0004559963520292,0.7925098992640013,0.8899647795423699,0.7054492215137822,0.6278626551530786,0.47174111212397446,-0.065941618784795,-144.67591161384024,160.93771979266984,24.0,-1.7394099682049566,-0.06597168792240778,inf
rvol,4h,6,1,longonly,1,null0,13164,2193,6.002735978112175,0.8525335108046985,1.036847722473341,0.7011537095929454,0.5770265036346792,0.4727286539045883,-0.06514797121671931,-857.6078930968929,859.211536184635,4.0,-2.785357149301923,-0.3910660707236174,inf
rvol,4h,6,1,longonly,3,null0,4388,2193,2.0009119927040584,0.9488152492467223,1.064792616927115,0.8455751647405902,0.7538132925851814,0.48906107566089335,-0.020905052889034072,-91.73137207708152,121.33326050398148,12.0,-0.5437755934603561,-0.0418291710337809,inf
rvol,4h,6,1,longonly,6,null0,2194,2193,1.0004559963520292,0.9049746003841754,0.9813704581998934,0.8344879899963157,0.7694964404928533,0.4854147675478578,-0.04000327665663779,-87.7671889846633,109.11850587531683,24.0,-0.7425260946542174,-0.04002151800486243,inf
rvol,4h,6,2,spread,1,null0,13164,2193,6.002735978112175,0.6718160460712623,0.993504284063592,0.45479705718536595,0.3081325730937289,0.4301883925858402,-0.08077221663509235,-1063.2854597843557,1066.1492321344174,4.0,-7.2395340774403065,-0.48485429082733955,inf
rvol,4h,6,2,spread,3,null0,4388,2193,2.0009119927040584,0.8080958117129345,1.015323330444393,0.6435041433873792,0.5125437479676619,0.46011850501367363,-0.042846399896809786,-188.01000274720136,196.71227387835447,12.0,-2.25914890146733,-0.08573187539772063,inf
rvol,4h,6,2,spread,6,null0,2194,2193,1.0004559963520292,0.7814323904314645,0.9144992386900501,0.667514695651468,0.5700497456560728,0.4612579762989973,-0.050867253095547404,-111.602753291631,122.3109181060775,24.0,-1.8821996456860195,-0.050890448377396716,inf
rvol,4h,6,2,longonly,1,null0,13164,2193,6.002735978112175,0.7947824135826501,1.028283054440906,0.6144417357033688,0.4752864665771078,0.4616378000607718,-0.0707830419937459,-931.787964805671,935.6398293439102,4.0,-4.079979692610774,-0.42489191281608346,inf
rvol,4h,6,2,longonly,3,null0,4388,2193,2.0009119927040584,0.9172700840227673,1.0730125910454347,0.7842158435941496,0.6704091327420857,0.4826800364630811,-0.025200196318496952,-110.57846144556463,124.46758547938387,12.0,-0.9094659186629283,-0.05042337503217721,inf
rvol,4h,6,2,longonly,6,null0,2194,2193,1.0004559963520292,0.8974814814922478,1.0019444923824634,0.8037856878072622,0.7198571286895608,0.48814949863263446,-0.03176214233151501,-69.68614027534393,94.55441194324362,24.0,-0.8195741571348668,-0.03177662575255081,inf
rvol,4h,12,1,spread,1,null0,13164,2193,6.002735978112175,0.7524991029375219,1.0012484631392453,0.5654851308890722,0.42516663429201407,0.45616833789121847,-0.08004214598457668,-1053.6748097409675,1054.637308211679,4.0,-5.069047096224077,-0.48047186946692544,inf
rvol,4h,12,1,spread,3,null0,4388,2193,2.0009119927040584,0.9049098964735389,1.0681487809993988,0.7666503241920313,0.6494820161882214,0.4817684594348222,-0.02793234806651511,-122.5671433158683,169.85428377035373,12.0,-1.048565089895417,-0.055890170230674094,inf
rvol,4h,12,1,spread,6,null0,2194,2193,1.0004559963520292,0.836188424771096,0.9381371637131218,0.7451645414448732,0.6640800231958202,0.4749316317228806,-0.05094079426409727,-111.76410261542941,139.43907283702336,24.0,-1.3418183484804407,-0.050964023080451164,inf
rvol,4h,12,1,longonly,1,null0,13164,2193,6.002735978112175,0.8479585511447268,1.030857933641393,0.6975804080453857,0.5741181630167612,0.4734123366757824,-0.0674981154062975,-888.5451912085002,890.3385619041978,4.0,-2.8766602948865025,-0.40517336580414964,inf
rvol,4h,12,1,longonly,3,null0,4388,2193,2.0009119927040584,0.9216366658637812,1.0346872081968306,0.8210321764767262,0.7316268596835718,0.4851868732907931,-0.032457766382679214,-142.4246788871964,182.1032027348516,12.0,-0.844969820589614,-0.06494513401148946,inf
rvol,4h,12,1,longonly,6,null0,2194,2193,1.0004559963520292,0.9171113476331788,0.9950689672788393,0.8452665526994438,0.7790601021155685,0.4831358249772106,-0.034528876202351746,-75.75635438795973,98.99852571732926,24.0,-0.6440478187558832,-0.034544621243939685,inf
rvol,4h,12,2,spread,1,null0,13164,2193,6.002735978112175,0.6827171712900516,1.0072864340756826,0.4626514807225273,0.31322838456128976,0.43588574901245825,-0.0778736762568328,-1025.1290742449469,1032.754136909511,4.0,-6.966716534185556,-0.46745511821475005,inf
rvol,4h,12,2,spread,3,null0,4388,2193,2.0009119927040584,0.8291207357358454,1.0417214918874798,0.659765083231668,0.5248537382446802,0.47128532360984504,-0.03760280768291713,-165.00112011264036,183.69772389392097,12.0,-1.996587836754462,-0.0752399088520932,inf
rvol,4h,12,2,spread,6,null0,2194,2193,1.0004559963520292,0.788002159484804,0.9226586084737652,0.6729445568258705,0.574521443194364,0.4608021877848678,-0.04891395985731869,-107.3172279269572,118.72080588950121,24.0,-1.8235577636576417,-0.048936264444576924,inf
rvol,4h,12,2,longonly,1,null0,13164,2193,6.002735978112175,0.7990831765781641,1.0324802719318695,0.618572931888565,0.4790194852439785,0.46110604679428746,-0.06935412750917529,-912.9777345307834,917.6735011833132,4.0,-3.979544497325626,-0.4163145164299058,inf
rvol,4h,12,2,longonly,3,null0,4388,2193,2.0009119927040584,0.9227605688830709,1.0775481993433718,0.7902515867404253,0.6767675285994222,0.4856426618049225,-0.023651748581525734,-103.78387277573492,126.44936413931524,12.0,-0.8467061847898513,-0.04732506738519604,inf
rvol,4h,12,2,longonly,6,null0,2194,2193,1.0004559963520292,0.9198489339162891,1.0277829088559753,0.8232280867418539,0.7368216195564157,0.487693710118505,-0.024296114888683377,-53.30567606577133,71.46836007633516,24.0,-0.6323785665580891,-0.024307193828441098,inf
rvol,4h,24,1,spread,1,null0,13164,2193,6.002735978112175,0.7517440553153543,1.001128105705533,0.5644068819490188,0.4239584511099184,0.45692798541476753,-0.08023289403501604,-1056.1858170769513,1066.0452107984277,4.0,-5.092924819928709,-0.4816168796520526,inf
rvol,4h,24,1,spread,3,null0,4388,2193,2.0009119927040584,0.8885262516424665,1.0477908223675398,0.7536516256383536,0.6393181050754638,0.47675478577939834,-0.033232573266839496,-145.82453149489172,175.1686206121791,12.0,-1.2436460197030004,-0.06649545439803543,inf
rvol,4h,24,1,spread,6,null0,2194,2193,1.0004559963520292,0.8186781390576744,0.9207896783158702,0.7278377274464469,0.647203523001281,0.4699179580674567,-0.055817746933010434,-122.4641367710249,143.06886842248844,24.0,-1.4939682735022322,-0.05584319962199038,inf
rvol,4h,24,1,longonly,1,null0,13164,2193,6.002735978112175,0.8411259990780947,1.0222389884428569,0.6921705257635793,0.5698533088881028,0.472120935885749,-0.07103739774718118,-935.136303943893,935.5349824324304,4.0,-3.013739826490726,-0.42641874324846923,inf
rvol,4h,24,1,longonly,3,null0,4388,2193,2.0009119927040584,0.9223123624236554,1.0354689236952876,0.8216808335149922,0.732314603470375,0.481996353691887,-0.03211201951773871,-140.90754164383748,162.18471122668566,12.0,-0.8360790653923226,-0.06425332496299019,inf
rvol,4h,24,1,longonly,6,null0,2194,2193,1.0004559963520292,0.9111279770186902,0.9899512904907013,0.8386178613583768,0.771929868606361,0.4799453053783045,-0.036513675084923494,-80.11100313632214,96.80889976568876,24.0,-0.6900660136793688,-0.03653032518756139,inf
rvol,4h,24,2,spread,1,null0,13164,2193,6.002735978112175,0.6832639624515068,1.009219041188952,0.46281544359016846,0.3132701759291081,0.433606806441811,-0.07754609125782216,-1020.816745317971,1027.0305855005852,4.0,-6.97155777453958,-0.4654887119552992,inf
rvol,4h,24,2,spread,3,null0,4388,2193,2.0009119927040584,0.8332412253901412,1.0476381787228928,0.6631596450924295,0.5279708049888563,0.4658158614402917,-0.036549764468304456,-160.38036648691997,172.15904991906277,12.0,-1.941596539941624,-0.07313286205513907,inf
rvol,4h,24,2,spread,6,null0,2194,2193,1.0004559963520292,0.8056350391698447,0.9440303786272001,0.6875483033148466,0.5867758429439617,0.4612579762989973,-0.044177634226010065,-96.92572949186608,105.64227360101084,24.0,-1.6424456085522485,-0.0441977790660584,inf
rvol,4h,24,2,longonly,1,null0,13164,2193,6.002735978112175,0.7905775749259276,1.0225534505753315,0.6114337384150043,0.47324392386641706,0.4592828927377697,-0.07240840089155534,-953.1841893364344,955.0887218838975,4.0,-4.181897609408033,-0.4346485131493089,inf
rvol,4h,24,2,longonly,3,null0,4388,2193,2.0009119927040584,0.9233896152133771,1.079622289721197,0.7898281861943993,0.6755992771010366,0.48359161349134,-0.0233073638125745,-102.2727124095769,116.78145357481202,12.0,-0.8390197156659966,-0.0466359837708969,inf
rvol,4h,24,2,longonly,6,null0,2194,2193,1.0004559963520292,0.9332388217024286,1.0445215350007395,0.8337747034508131,0.7449136235801347,0.49042844120328166,-0.019789056774675847,-43.41719056363881,68.612840152249,24.0,-0.5219271342659759,-0.0197980805123752,inf
rvol,4h,48,1,spread,1,null0,13164,2193,6.002735978112175,0.75923877512764,1.0105995803469348,0.570231308557501,0.4285944764049669,0.4585232452142206,-0.07747978763603217,-1019.9439244407274,1033.8783294950188,4.0,-4.89748997424108,-0.46509070881930115,inf
rvol,4h,48,1,spread,3,null0,4388,2193,2.0009119927040584,0.879643113523269,1.0376227689469084,0.7456659532729966,0.6319374241374024,0.479489516864175,-0.03592988767558572,-157.66034712047013,174.57693468237824,12.0,-1.3498427518831344,-0.0718925431465892,inf
rvol,4h,48,1,spread,6,null0,2194,2193,1.0004559963520292,0.8112927930451528,0.9100249531453377,0.723116743290436,0.6445019370106575,0.46946216955332726,-0.059439148237483384,-130.40949123303855,148.6890311752692,24.0,-1.5754562374327112,-0.0594662522722474,inf
rvol,4h,48,1,longonly,1,null0,13164,2193,6.002735978112175,0.8498706892124949,1.0322534949556643,0.6998280067436757,0.5765996513983299,0.47219690063810393,-0.06682747774499985,-879.716917035178,887.1146382000061,4.0,-2.8470758224846957,-0.4011477049864013,inf
rvol,4h,48,1,longonly,3,null0,4388,2193,2.0009119927040584,0.9261499928034809,1.0393504322008202,0.8255467817160743,0.7362663602743963,0.47766636280765723,-0.030524931605581094,-133.94339988528984,162.59017564186797,12.0,-0.7918079850118849,-0.061077701726078355,inf
rvol,4h,48,1,longonly,6,null0,2194,2193,1.0004559963520292,0.8939138184850984,0.9699520884526713,0.8239123171411747,0.7594818497232775,0.47174111212397446,-0.04455972105780309,-97.76402800081999,119.24899328316805,24.0,-0.8320475485982209,-0.04458004012805289,inf
rvol,4h,48,2,spread,1,null0,13164,2193,6.002735978112175,0.6924442057741612,1.021141627059533,0.4698844278701241,0.31874730693256365,0.436037678517168,-0.07513753792113098,-989.1105491937683,993.241174056215,4.0,-6.727924973400157,-0.4510308021859408,inf
rvol,4h,48,2,spread,3,null0,4388,2193,2.0009119927040584,0.8241643609548799,1.0365347257085775,0.6552581372069893,0.5208460846349722,0.47105742935278033,-0.038668159736934986,-169.67588492567072,180.7202199576548,12.0,-2.0506659952941844,-0.07737158455342942,inf
rvol,4h,48,2,spread,6,null0,2194,2193,1.0004559963520292,0.7762785367191399,0.9112526114539113,0.6610158785967828,0.562751131978766,0.4667274384685506,-0.05118173655359713,-112.29272999859211,119.87818274689187,24.0,-1.9143947053216916,-0.051205075238756094,inf
