signal,tf,L,k,mode,H,tag,trades,span_days,tpd,pf,pf_0x,pf_2x,pf_3x,win,avg_r,total_r,max_dd_r,hold_h,sharpe,r_per_day,est_days
mom,1h,24,1,spread,4,null0,13235,2206,5.999546690843155,0.7979787737522878,1.034437576987626,0.6161475561109434,0.47656029067226846,0.45863241405364563,-0.06524838554794951,-863.5623827271118,865.5381477135184,4.0,-4.036013243981147,-0.3914607355970588,inf
mom,1h,24,1,spread,12,null0,4411,2205,2.000453514739229,0.8554630318708287,0.994476380008113,0.7360935738448948,0.6335764678362626,0.4706415778734981,-0.0450082821888983,-198.53153273523043,227.2400580147929,12.0,-1.6506433907262665,-0.09003697629715665,inf
mom,1h,24,1,longonly,1,null0,52942,2206,23.99909338168631,0.7373572482884999,1.0308319113612823,0.5295850203211538,0.38303105969241424,0.43912205810131844,-0.13661632346843136,-7232.741397065693,7244.645254793153,1.0,-10.00144274918028,-3.278667904381547,inf
mom,1h,24,1,longonly,4,null0,13235,2206,5.999546690843155,0.8786278286187384,1.0537749653901247,0.7329852623332361,0.6119851876949148,0.47427276161692483,-0.053475978682184844,-707.7545778587164,714.9561765166536,4.0,-2.259986771813809,-0.32083163094230116,inf
mom,1h,24,1,longonly,12,null0,4411,2205,2.000453514739229,0.9396887679988033,1.044997531437399,0.8451524996740789,0.7603125751821873,0.4871911131262752,-0.025490409036876268,-112.43819426166122,143.18749979347555,12.0,-0.6508090512498567,-0.05099237834995974,inf
mom,1h,24,2,spread,1,null0,52942,2206,23.99909338168631,0.4776307779060689,0.9975693857174492,0.23139650171749207,0.11402795240203838,0.3712364474330399,-0.15927309646444512,-8432.236273020653,8435.893216294011,1.0,-26.091131132304138,-3.82240991524055,inf
mom,1h,24,2,spread,4,null0,13235,2206,5.999546690843155,0.6712487947100986,0.9829231407946231,0.4582920492922294,0.3130141771067728,0.43392519833774085,-0.08295579088027627,-1097.9198923004565,1100.7155758684899,4.0,-7.22484360032492,-0.4976971406620383,inf
mom,1h,24,2,spread,12,null0,4411,2205,2.000453514739229,0.7933384452786292,0.9908439325205466,0.6352928628970715,0.508758071357072,0.4577193380185899,-0.04771733350054823,-210.48115807091824,215.34832167555047,12.0,-2.4628433369286107,-0.09545630751515566,inf
mom,1h,24,2,longonly,1,null0,52942,2206,23.99909338168631,0.6567023936078182,1.0163762526296993,0.4262477347923682,0.2790232801916407,0.4249556118015942,-0.1528769550754713,-8093.6117556056015,8100.707547291031,1.0,-14.195706954757565,-3.6689083207640985,inf
mom,1h,24,2,longonly,4,null0,13235,2206,5.999546690843155,0.7906217021550268,1.0195822420005083,0.6134723214974576,0.47639283894688844,0.4578768417075935,-0.07333779741443762,-970.625748780082,975.3877849173258,4.0,-4.189516872857003,-0.43999353979151495,inf
mom,1h,24,2,longonly,12,null0,4411,2205,2.000453514739229,0.9148501522298328,1.0676552052309287,0.7839159729411858,0.6716263433303877,0.4871911131262752,-0.026389550794079866,-116.40430855268629,129.0026293233705,12.0,-0.9345762695616578,-0.052791069638406476,inf
