sym,feature,horizon,n,q1,q3,q5,spread,abs_spread,monotone,null_best,beats_null,years_same_sign,years,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
BTCUSDT,flow_15m,15m,630148,0.9179102520191982,-0.0058420057813585256,-0.5699391647224019,-1.4878494167416,1.4878494167416,1.0,0.3819741593026522,True,7,7,False,False,False,False
BTCUSDT,flow_15m,30m,630145,1.307166092877164,0.004612868787066126,-0.6864713753841527,-1.9936374682613167,1.9936374682613167,1.0,0.2234516690668982,True,7,7,False,False,False,False
BTCUSDT,flow_15m,1h,630139,1.6053690189254195,0.12287682060669762,-0.3833581600314292,-1.9887271789568488,1.9887271789568488,1.0,0.7231054021957548,True,7,7,False,False,False,False
BTCUSDT,flow_15m,2h,630127,2.0332183308871876,0.5557168031364039,-0.298639620270581,-2.331857951157769,2.331857951157769,1.0,1.2591441792278937,True,7,7,False,False,False,False
BTCUSDT,flow_15m,4h,630103,2.4395943954391615,1.1251344885465395,0.6087040439254996,-1.8308903515136619,1.8308903515136619,0.75,1.0080573013082113,True,6,7,False,False,False,False
BTCUSDT,ret_15m,15m,630220,0.8342961816305843,-0.06243125293025638,-0.23030756855965093,-1.0646037501902352,1.0646037501902352,0.75,0.1962696862080332,True,7,7,False,False,False,False
BTCUSDT,ret_15m,30m,630217,1.0853819636725655,-0.10182892090127535,-0.38326602127616094,-1.4686479849487264,1.4686479849487264,0.75,0.38961011500285675,True,5,7,False,False,False,False
BTCUSDT,ret_15m,1h,630211,1.3254554242205943,0.1745437167465419,0.0009869059341237648,-1.3244685182864704,1.3244685182864704,0.75,0.6925552543806058,True,6,7,False,False,False,False
BTCUSDT,ret_15m,2h,630199,1.7884701551406799,0.36719927216076764,0.702685752311719,-1.0857844028289607,1.0857844028289607,0.75,1.1876984316500252,False,6,7,False,False,False,False
BTCUSDT,ret_15m,4h,630175,2.3310286399304845,0.9333472692407216,1.7356472774976797,-0.5953813624328048,0.5953813624328048,0.75,1.2479623700758884,False,6,7,False,False,False,False
BTCUSDT,absorb_15m,15m,630147,0.6707724156062018,0.0022914329808586577,-0.16520930410511095,-0.8359817197113127,0.8359817197113127,0.75,0.17877996473414778,True,7,7,False,False,False,False
BTCUSDT,absorb_15m,30m,630144,0.8543727795853395,-0.011148502716749262,0.046221687520661595,-0.808151092064678,0.808151092064678,0.75,0.4641825881578905,True,7,7,False,False,False,False
BTCUSDT,absorb_15m,1h,630138,1.0019606165597301,0.21975449530112398,0.28418333801961776,-0.7177772785401124,0.7177772785401124,0.75,0.713572651909017,True,6,7,False,False,False,False
BTCUSDT,absorb_15m,2h,630126,1.6713519439267226,0.5656170945063776,0.2564262743673254,-1.4149256695593972,1.4149256695593972,0.75,1.2781470987858015,True,6,7,False,False,False,False
BTCUSDT,absorb_15m,4h,630102,2.6015009697818914,1.1860325132909078,1.3588337138230369,-1.2426672559588545,1.2426672559588545,0.75,0.8609206081702248,True,5,7,False,False,False,False
BTCUSDT,absorbq_15m,15m,213132,0.9592530637399591,0.47079527444481883,-0.360286965556036,-1.3195400292959951,1.3195400292959951,0.75,0.49954683956119994,True,6,7,False,False,False,False
BTCUSDT,absorbq_15m,30m,213130,1.2937720164615014,0.3614194343911628,-0.1327394390267908,-1.4265114554882923,1.4265114554882923,0.75,1.1698549952616362,True,7,7,False,False,False,False
BTCUSDT,absorbq_15m,1h,213128,1.669137963109663,0.9449862444790238,0.04804879461933761,-1.6210891684903255,1.6210891684903255,1.0,1.240421645313994,True,7,7,False,False,False,False
BTCUSDT,absorbq_15m,2h,213123,2.527972387393269,0.7054817954171217,0.054604222535329566,-2.4733681648579395,2.4733681648579395,1.0,2.1552072605580217,True,7,7,False,False,False,False
BTCUSDT,absorbq_15m,4h,213112,2.988561872923262,1.4475587277179789,1.1419729958656293,-1.8465888770576326,1.8465888770576326,0.75,1.3750366993473129,True,6,7,False,False,False,False
BTCUSDT,flow_30m,15m,630124,0.8160426393640462,-0.15826086026620875,-0.5377584264138762,-1.3538010657779225,1.3538010657779225,0.75,0.2574942583629792,True,7,7,False,False,False,False
BTCUSDT,flow_30m,30m,630121,1.1417653912106653,-0.25701709444575155,-0.5215966645937359,-1.6633620558044013,1.6633620558044013,0.75,0.46152076472009734,True,6,7,False,False,False,False
BTCUSDT,flow_30m,1h,630115,1.3090699202054785,-0.0371243199362401,-0.012045866422753366,-1.321115786628232,1.321115786628232,0.75,0.9578726557306011,True,7,7,False,False,False,False
BTCUSDT,flow_30m,2h,630103,1.6075827039224537,0.37791184810546957,0.030378809848945306,-1.5772038940735085,1.5772038940735085,0.75,1.5996239932958232,False,5,7,False,False,False,False
BTCUSDT,flow_30m,4h,630079,1.836286255301653,1.6917751708818571,1.3309252868943993,-0.5053609684072538,0.5053609684072538,0.5,1.5694566722244336,False,5,7,False,False,False,False
BTCUSDT,ret_30m,15m,630217,0.6683362689146517,0.058220264935066164,-0.37421235073646814,-1.0425486196511198,1.0425486196511198,1.0,0.4018713421677562,True,5,7,False,False,False,False
BTCUSDT,ret_30m,30m,630214,0.9756244681582175,0.07457836959663708,-0.2990945523894213,-1.2747190205476389,1.2747190205476389,0.75,0.14634757774671447,True,5,7,False,False,False,False
BTCUSDT,ret_30m,1h,630208,1.0749685443627812,0.2068361399289403,0.10955831368518655,-0.9654102306775947,0.9654102306775947,0.75,0.8219823216005016,True,5,7,False,False,False,False
BTCUSDT,ret_30m,2h,630196,1.4975344327532643,0.5349428890723688,0.5992356083612906,-0.8982988243919736,0.8982988243919736,0.75,1.9694410412122618,False,5,7,False,False,False,False
BTCUSDT,ret_30m,4h,630172,2.0147943056444033,1.1660587497671724,1.6591477999402346,-0.35564650570416867,0.35564650570416867,0.75,1.307640756302122,False,4,7,False,False,False,False
BTCUSDT,absorb_30m,15m,630123,0.5379775789384593,-0.08466884215196178,-0.029569948728774928,-0.5675475276672343,0.5675475276672343,0.5,0.18754165905327544,True,7,7,False,False,False,False
BTCUSDT,absorb_30m,30m,630120,0.7331100879301737,-0.19282362242142526,0.1534128553301528,-0.5796972326000209,0.5796972326000209,0.5,0.5535958688635864,True,6,7,False,False,False,False
BTCUSDT,absorb_30m,1h,630114,0.8742992850425171,0.1073730340101036,0.3124094563069506,-0.5618898287355665,0.5618898287355665,0.75,0.8603471491618795,False,6,7,False,False,False,False
