sym,feature,horizon,tail,n_trades,fade_bps,hi_bps,lo_bps,hit_rate,null_best,beats_null,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
BTCUSDT,absorbq_1h,1h,0.05,21647,1.0359960238335342,-1.8071322114716957,3.8621011073982676,0.5003926641105003,0.6471797932308161,True,False,False,False,False
BTCUSDT,absorbq_1h,1h,0.02,8958,1.4835920323355243,-2.7498396669095646,5.709469091028761,0.49720919848180395,0.07852818623788864,True,False,False,False,False
BTCUSDT,absorbq_1h,1h,0.01,4721,1.9428954780939298,-4.811102042819862,8.637072691989928,0.4990468121160771,0.48881418909416974,True,False,False,False,False
BTCUSDT,absorbq_1h,2h,0.1,42742,0.11448313109727679,-2.0494352559786897,2.2786040374420384,0.5075569697253287,1.0060401923099898,False,False,False,False,False
BTCUSDT,absorbq_1h,2h,0.05,21647,0.25405449124965496,-2.3313984363494193,2.8240270908923972,0.505612786991269,0.33438875413619107,False,False,False,False,False
BTCUSDT,absorbq_1h,2h,0.02,8958,0.8106523670059832,-3.892328248674708,5.50524042303344,0.5078142442509489,-0.23448874275200068,True,False,False,False,False
BTCUSDT,absorbq_1h,2h,0.01,4721,2.4916170869156904,-5.7107144988111,10.621300438437393,0.5145096377886041,1.1994786190737496,True,False,False,False,False
BTCUSDT,absorbq_1h,4h,0.1,42740,-0.25306392506108816,-4.381263760803867,3.875908692380632,0.5019653720168461,2.209318121863569,False,False,False,False,False
BTCUSDT,absorbq_1h,4h,0.05,21646,0.4383276959142258,-3.5441711348650426,4.397346109819254,0.5033262496535157,2.135031551082243,False,False,False,False,False
BTCUSDT,absorbq_1h,4h,0.02,8958,4.31489171136405,-1.3091560557269635,9.928903256698042,0.5176378655949989,0.5912049872966014,True,False,False,False,False
BTCUSDT,absorbq_1h,4h,0.01,4721,6.551242197438954,-2.9338946687390535,15.952368994367808,0.5202287650921414,3.5300323171146095,True,False,False,False,False
BTCUSDT,flow_2h,15m,0.1,125807,0.4344976426426453,0.11233226903782459,0.756545241414868,0.5363056109755419,0.06721912646915655,True,False,False,False,False
BTCUSDT,flow_2h,15m,0.05,63360,0.3125788140506288,0.13455505626081102,0.49000790640302405,0.5388888888888889,0.05676921606931565,True,False,False,False,False
BTCUSDT,flow_2h,15m,0.02,25610,0.5660116745897892,0.52872438053558,0.6031246610753773,0.5431081608746583,0.2736114484067111,True,False,False,False,False
BTCUSDT,flow_2h,15m,0.01,13116,0.5833269186405629,1.2046262512410184,-0.04578989827372345,0.5464318389752973,0.32753377741613154,True,False,False,False,False
BTCUSDT,flow_2h,30m,0.1,125807,0.5898961968612195,-0.044182672784992695,1.22374326464775,0.536345354392045,0.2192890272558898,True,False,False,False,False
BTCUSDT,flow_2h,30m,0.05,63360,0.28907778805974105,-0.31432847196088626,0.8904684471739874,0.5381944444444444,0.32574260573284075,False,False,False,False,False
BTCUSDT,flow_2h,30m,0.02,25610,0.49884411615127916,0.015650729426343043,0.9797787102619963,0.5437329168293635,0.26929608619679507,True,False,False,False,False
BTCUSDT,flow_2h,30m,0.01,13116,0.47286879012349864,0.4865980249014605,0.45896680757021197,0.548642878926502,0.5130255238413133,False,False,False,False,False
BTCUSDT,flow_2h,1h,0.1,125803,0.6120084810532933,-0.45819276443894447,1.681886510833424,0.5353767398233746,0.3014886237341883,True,False,False,False,False
BTCUSDT,flow_2h,1h,0.05,63358,-0.028815063012940362,-1.2412428345161781,1.1796389135189336,0.5355124846112567,0.47031727285480257,False,False,False,False,False
BTCUSDT,flow_2h,1h,0.02,25610,0.06709182674467751,-1.0949947902027777,1.2237460169670167,0.5399453338539633,0.9474463747158834,False,False,False,False,False
BTCUSDT,flow_2h,1h,0.01,13116,-0.21900319145772437,-0.8302234880611566,0.39990777022495855,0.5420860018298261,0.8113618952548827,False,False,False,False,False
BTCUSDT,flow_2h,2h,0.1,125796,0.7581025311053595,-0.7877425715167874,2.3036527376758804,0.5327752869725587,0.5307755786938166,True,False,False,False,False
BTCUSDT,flow_2h,2h,0.05,63352,0.012334241632524081,-1.6751705924324687,1.694626294807418,0.5301332238919055,0.9360471456131366,False,False,False,False,False
BTCUSDT,flow_2h,2h,0.02,25609,-0.545946220481651,-1.898456672057877,0.8003465190295123,0.5327814440235854,1.7395616081594376,False,False,False,False,False
BTCUSDT,flow_2h,2h,0.01,13116,-1.0549727137086486,-2.3406658169642527,0.24689759293301797,0.5355291247331504,2.494649414812873,False,False,False,False,False
BTCUSDT,flow_2h,4h,0.1,125795,1.3211021832136385,-1.890869530226115,4.532512211378478,0.5276918796454549,1.4878270877721527,False,False,False,False,False
BTCUSDT,flow_2h,4h,0.05,63352,-0.12836202215969358,-3.529080653494727,3.26185163121251,0.5273077408763733,1.7928424680230677,False,False,False,False,False
BTCUSDT,flow_2h,4h,0.02,25609,-0.5036779358361229,-2.6845580437130487,1.6671763089922804,0.5339919559529853,1.3450575113916747,False,False,False,False,False
BTCUSDT,flow_2h,4h,0.01,13116,-2.0378910180306002,-4.6667721668518745,0.6240679663290135,0.5323269289417505,3.441754967619627,False,False,False,False,False
BTCUSDT,absorb_2h,15m,0.1,126294,0.34983939476243875,0.0328981850053761,0.6669010858536927,0.49856683611256275,0.22387052086596632,True,False,False,False,False
BTCUSDT,absorb_2h,15m,0.05,64069,0.3140532299285107,-0.24963445162614334,0.8801567662154741,0.49668326335669355,0.1389979921038953,True,False,False,False,False
BTCUSDT,absorb_2h,15m,0.02,26316,-0.05788465042226999,-1.2611314895212529,1.1349823067503193,0.4925520595835233,0.2315972629978707,False,False,False,False,False
BTCUSDT,absorb_2h,15m,0.01,13679,-0.492077260417249,-2.127279819090854,1.1286060324515388,0.48417281965055925,-0.007187489467963463,False,False,False,False,False
BTCUSDT,absorb_2h,30m,0.1,126294,0.4865964619348908,-0.022663313459662143,0.9960498262200663,0.4998653934470363,0.41776442104788125,True,False,False,False,False
BTCUSDT,absorb_2h,30m,0.05,64069,0.546935861656392,-0.40631953923870867,1.5042767280436609,0.5002575348452449,0.3051051654789557,True,False,False,False,False
BTCUSDT,absorb_2h,30m,0.02,26316,-0.029212495473270726,-2.180677336395404,2.1036926033478314,0.4960860313117495,0.6518429671980644,False,False,False,False,False
BTCUSDT,absorb_2h,30m,0.01,13679,-0.6459775705639821,-3.7300765223895946,2.410737096536542,0.48921704802982674,0.29898498623696823,False,False,False,False,False
BTCUSDT,absorb_2h,1h,0.1,126294,0.8291654344675699,0.20275744438334628,1.4558115459070176,0.5017340491234737,0.45230884091191675,True,False,False,False,False
BTCUSDT,absorb_2h,1h,0.05,64069,1.1075640590333742,0.17673095625140828,2.042386529740045,0.5025051116764738,0.40377376718188257,True,False,False,False,False
BTCUSDT,absorb_2h,1h,0.02,26316,0.626372420049491,-2.2420663006628607,3.4700663799475238,0.49794801641586867,1.2062610268263425,False,False,False,False,False
BTCUSDT,absorb_2h,1h,0.01,13679,-0.40350490362832697,-4.443847683149889,3.6009629254491595,0.4907522479713429,0.8579405591616991,False,False,False,False,False
BTCUSDT,absorb_2h,2h,0.1,126287,1.1972236466157165,0.42487269593775817,1.9699538724088534,0.5046362650154014,1.5495584900973107,False,False,False,False,False
BTCUSDT,absorb_2h,2h,0.05,64067,1.9122414484281594,0.8741119782553309,2.9548853722474027,0.5085301325175208,1.5998707957462248,True,False,False,False,False
BTCUSDT,absorb_2h,2h,0.02,26316,1.8025434682288615,-1.5375988780825651,5.113871873754855,0.5062319501443988,2.374661507841418,False,False,False,False,False
BTCUSDT,absorb_2h,2h,0.01,13679,1.38584648362493,-2.6648122580944045,5.400538677564806,0.5026683237078734,2.3513364426080403,False,False,False,False,False
BTCUSDT,absorb_2h,4h,0.1,126287,0.8069925837798768,-0.20503045571301035,1.8195125931470544,0.5016193274050378,1.5957378062249294,False,False,False,False,False
BTCUSDT,absorb_2h,4h,0.05,64067,0.6745446581303376,0.6330988667263606,0.7161706824527578,0.5013813663820688,1.8950169549750067,False,False,False,False,False
BTCUSDT,absorb_2h,4h,0.02,26316,0.3698510068433402,-0.9726687063697843,1.7007893922239798,0.5010639914880681,2.3002828170113445,False,False,False,False,False
BTCUSDT,absorb_2h,4h,0.01,13679,-0.9360530720625672,-2.12664890119472,0.24397123660713227,0.49696615249652754,2.9169121895544943,False,False,False,False,False
BTCUSDT,absorbq_2h,15m,0.1,44503,0.18399051344435552,-0.4164078484750913,0.7890750434942813,0.5084376334179718,0.22566757723846192,False,False,False,False,False
BTCUSDT,absorbq_2h,15m,0.05,22827,0.00011161065731961287,-0.7233678320088017,0.7226408570499103,0.5026941779471679,0.377352159141968,False,False,False,False,False
BTCUSDT,absorbq_2h,15m,0.02,9659,-0.2741755941319285,-1.6020783512102648,1.0490611135726304,0.49383994202298376,0.15569595028774844,False,False,False,False,False
BTCUSDT,absorbq_2h,15m,0.01,5200,-1.033744990494042,-3.3255053236055248,1.2668467889878123,0.485,-0.09040235384428665,False,False,False,False,False
BTCUSDT,absorbq_2h,30m,0.1,44503,0.43148265319969026,-0.5609690366465164,1.431680525872127,0.5094712715996674,0.4579056473881681,False,False,False,False,False
BTCUSDT,absorbq_2h,30m,0.05,22827,0.5275456934188383,-0.9548781085635867,2.0080225242928016,0.5081263416130022,0.5653453008723638,False,False,False,False,False
BTCUSDT,absorbq_2h,30m,0.02,9659,-0.28499660759725,-2.5702526810976636,1.9922294218251335,0.49466818511233046,0.37824146702349193,False,False,False,False,False
BTCUSDT,absorbq_2h,30m,0.01,5200,-1.1822441626134088,-5.439285080891727,3.0912015376235926,0.4882692307692308,0.0909773734374551,False,False,False,False,False
BTCUSDT,absorbq_2h,1h,0.1,44503,0.7543835316186746,-0.29339265378736534,1.8103377129676537,0.5135384131406872,0.17837655652386142,True,False,False,False,False
BTCUSDT,absorbq_2h,1h,0.05,22827,1.1889646877017208,-0.6971923636810055,3.072644516794741,0.5140403907653218,0.8011411609241837,True,False,False,False,False
BTCUSDT,absorbq_2h,1h,0.02,9659,-0.43108910170912107,-3.5243981655223124,2.6513505420782697,0.4993270524899058,0.31907763751382534,False,False,False,False,False
BTCUSDT,absorbq_2h,1h,0.01,5200,-2.5199665768462447,-8.318144834330766,3.3005553348097005,0.4907692307692308,0.785889137191315,False,False,False,False,False
BTCUSDT,absorbq_2h,2h,0.1,44500,0.6551045262990032,-1.0753002954605606,2.3992513951946415,0.5150337078651686,0.5788649818865669,True,False,False,False,False
BTCUSDT,absorbq_2h,2h,0.05,22826,0.8918749504176957,-2.3941595115296463,4.173880998839008,0.5134933847367038,1.9423607685046955,False,False,False,False,False
BTCUSDT,absorbq_2h,2h,0.02,9659,0.08658225972931681,-5.20675786871613,5.361322391857361,0.5025364944611244,1.1416633634400313,False,False,False,False,False
BTCUSDT,absorbq_2h,2h,0.01,5200,-2.326193960357744,-10.80468905102339,6.184973558402952,0.5011538461538462,1.8033260513706713,False,False,False,False,False
BTCUSDT,absorbq_2h,4h,0.1,44500,0.677982828104938,-2.384188316517816,3.764472270780828,0.5104044943820225,1.590728920825925,False,False,False,False,False
BTCUSDT,absorbq_2h,4h,0.05,22826,0.6771174625514291,-3.308999387935009,4.6583476549024185,0.5103828966967493,2.8644105574443217,False,False,False,False,False
BTCUSDT,absorbq_2h,4h,0.02,9659,-0.5874381101738776,-5.774443759299976,4.58134118590651,0.501501190599441,2.694723655334057,False,False,False,False,False
BTCUSDT,absorbq_2h,4h,0.01,5200,-2.2881831566456436,-12.981533537808202,8.446374740436614,0.4948076923076923,3.8468601926165595,False,False,False,False,False
BTCUSDT,flow_4h,15m,0.1,126011,0.19935759888971602,-0.06435185400339158,0.46345659067510375,0.5277158343319234,0.2835414755962805,False,False,False,False,False
BTCUSDT,flow_4h,15m,0.05,63783,0.25830425337078466,-0.0037923331396084014,0.5211003346801789,0.5357853973629337,0.38086616327207157,False,False,False,False,False
BTCUSDT,flow_4h,15m,0.02,26066,-0.013384897307729059,-0.13234208900719804,0.10621293167585757,0.5371748638072585,0.5798807121222622,False,False,False,False,False
BTCUSDT,flow_4h,15m,0.01,13519,-0.24088979599668991,-0.14721602021535182,-0.33350254195526213,0.5453805754863525,0.7166697248924364,False,False,False,False,False
BTCUSDT,flow_4h,30m,0.1,126011,0.1630467786567267,-0.1925065902037048,0.5191253538149713,0.5291839601304648,0.5091961063305956,False,False,False,False,False
BTCUSDT,flow_4h,30m,0.05,63783,0.06666399130265,-0.3338448068200461,0.4682416847702685,0.5350642020601101,0.6798110458850702,False,False,False,False,False
BTCUSDT,flow_4h,30m,0.02,26066,-0.6324207130599759,-0.9215554137307191,-0.3417288936750496,0.5362541241463976,0.9725910502500603,False,False,False,False,False
BTCUSDT,flow_4h,30m,0.01,13519,-1.392870473834096,-1.9101096031247091,-0.8814900401826972,0.5387972483171832,0.928760337482928,False,False,False,False,False
BTCUSDT,flow_4h,1h,0.1,126006,-0.04022019059177516,-0.3846352682230668,0.30473103530027623,0.5288795771629923,0.7956270881634817,False,False,False,False,False
BTCUSDT,flow_4h,1h,0.05,63780,-0.5109253265201421,-1.1089831191625146,0.08878507824785169,0.5320790216368768,0.9424971360796202,False,False,False,False,False
BTCUSDT,flow_4h,1h,0.02,26066,-1.931953395377158,-2.7571338367080247,-1.1023289910602037,0.5262027161819995,1.6656512986853118,False,False,False,False,False
BTCUSDT,flow_4h,1h,0.01,13519,-3.6141377924524307,-5.175647768442811,-2.0703148226625885,0.5197129965234115,1.733068199717044,False,False,False,False,False
BTCUSDT,flow_4h,2h,0.1,126002,0.0390166946959364,-0.5483085938814716,0.6272936461714359,0.528912239488262,0.9094559313876381,False,False,False,False,False
BTCUSDT,flow_4h,2h,0.05,63777,-1.0752349297122064,-2.3871283146675015,0.24040754603324405,0.5264750615425624,1.3297829387457627,False,False,False,False,False
BTCUSDT,flow_4h,2h,0.02,26066,-2.786749962828813,-4.581000536987713,-0.9828365528343134,0.5200644517762603,2.5170025252871704,False,False,False,False,False
BTCUSDT,flow_4h,2h,0.01,13519,-5.604657095602931,-8.398498149819751,-2.8424614902202796,0.5166062578593091,3.0695212494617174,False,False,False,False,False
BTCUSDT,flow_4h,4h,0.1,126002,0.6888164052417121,-0.5617541455284212,1.941413297492045,0.5273170267138617,2.4785801689767912,False,False,False,False,False
BTCUSDT,flow_4h,4h,0.05,63777,-0.7139666637970905,-1.9885728337991475,0.5642820386758445,0.5236997663734575,2.700715696199344,False,False,False,False,False
BTCUSDT,flow_4h,4h,0.02,26066,-1.8146681572416297,-3.5799765311123095,-0.0398528141317632,0.5172638686411417,3.199910277033043,False,False,False,False,False
BTCUSDT,flow_4h,4h,0.01,13519,-6.301964532126754,-8.382658138882373,-4.244838652308498,0.5052148827576004,2.7812710479098572,False,False,False,False,False
BTCUSDT,absorb_4h,15m,0.1,127186,0.2695378843251755,-0.018109203958723185,0.5576467144964078,0.49621813721636027,0.2816302574746215,False,False,False,False,False
BTCUSDT,absorb_4h,15m,0.05,64942,0.20959191019877133,-0.19373610977921318,0.6123985779411568,0.49536509500785314,0.09474211161355771,True,False,False,False,False
BTCUSDT,absorb_4h,15m,0.02,26852,-0.020912033171236657,-0.9823302296102983,0.9376460764124359,0.4925517652316401,0.30943537793355114,False,False,False,False,False
BTCUSDT,absorb_4h,15m,0.01,14236,-0.6253630227447655,-2.0709011371017847,0.8124785176532273,0.48939308794605224,0.1477683761057916,False,False,False,False,False
BTCUSDT,absorb_4h,30m,0.1,127186,0.44366686941726124,0.03050743358052376,0.8574895242659174,0.4980972748572956,0.5082766012141164,False,False,False,False,False
BTCUSDT,absorb_4h,30m,0.05,64942,0.04575705687955979,-0.44227402673332517,0.5331572988849185,0.4966277601552154,0.26580023493791255,False,False,False,False,False
BTCUSDT,absorb_4h,30m,0.02,26852,-0.44948850425639253,-1.9159058457496543,1.0125664474064564,0.49560554148666763,0.9500741505121334,False,False,False,False,False
BTCUSDT,absorb_4h,30m,0.01,14236,-1.5308404107778542,-4.6516290447947855,1.573332002405023,0.49283506602978366,0.3359952955184569,False,False,False,False,False
BTCUSDT,absorb_4h,1h,0.1,127186,0.5516720668966796,0.015922845442791555,1.0882812930811125,0.4960451622033872,0.6978177954475198,False,False,False,False,False
BTCUSDT,absorb_4h,1h,0.05,64942,0.03223624685846613,-0.2892102210124469,0.35326720470689443,0.4943642019032367,0.30882340131304176,False,False,False,False,False
BTCUSDT,absorb_4h,1h,0.02,26852,-0.6328595136342673,-2.2366220164971944,0.9661320164401338,0.48912557723819455,1.427321096796585,False,False,False,False,False
BTCUSDT,absorb_4h,1h,0.01,14236,-2.1586795288424176,-5.93143296109511,1.5939863833842696,0.4796291093003653,0.39098021805955513,False,False,False,False,False
BTCUSDT,absorb_4h,2h,0.1,127185,0.378536796638069,-0.3095196276805284,1.0677085608427999,0.4991704996658411,1.2081521084918079,False,False,False,False,False
BTCUSDT,absorb_4h,2h,0.05,64942,0.10988192422408226,-0.03590115529258055,0.25547656075971137,0.4969049305534169,0.7171626122041077,False,False,False,False,False
BTCUSDT,absorb_4h,2h,0.02,26852,0.0748018802129774,-1.6641752066018465,1.8086057494558399,0.4898704007150305,0.8014375278149641,False,False,False,False,False
BTCUSDT,absorb_4h,2h,0.01,14236,-1.6968916832734484,-5.7962312399320615,2.3806214893087985,0.4780837313852206,1.8341619161424147,False,False,False,False,False
BTCUSDT,absorb_4h,4h,0.1,127185,0.6492228757801227,0.010290584857628548,1.2891908763383644,0.4995321775366592,1.5834106443417661,False,False,False,False,False
BTCUSDT,absorb_4h,4h,0.05,64942,0.9942489585372232,1.4773001955244724,0.5118221260788891,0.4996304394690647,1.9190373132301126,False,False,False,False,False
BTCUSDT,absorb_4h,4h,0.02,26852,1.6695823389305122,1.674228533378768,1.6649499662714813,0.4975420825264412,1.6982206062544212,False,False,False,False,False
BTCUSDT,absorb_4h,4h,0.01,14236,0.3250880588755209,-0.2783554589831237,0.9253186225967638,0.49150042146670414,3.901928114382019,False,False,False,False,False
BTCUSDT,absorbq_4h,15m,0.1,49102,0.026781741555612866,-0.6012956402522553,0.6517457867561123,0.505335831534357,0.29190109101338796,False,False,False,False,False
BTCUSDT,absorbq_4h,15m,0.05,25316,-0.31211806154682104,-1.4584271506293025,0.8244520893968228,0.5015405277294991,0.07601910340203828,False,False,False,False,False
BTCUSDT,absorbq_4h,15m,0.02,10798,-1.715977638970917,-3.089259671282523,-0.3370882932385876,0.49666604926838304,-0.07538094571153202,False,False,False,False,False
BTCUSDT,absorbq_4h,15m,0.01,6054,-2.713814201999365,-4.577202975074161,-0.8577978869782786,0.48562933597621405,0.04210126909746989,False,False,False,False,False
BTCUSDT,absorbq_4h,30m,0.1,49102,-0.340597983305522,-1.146855205092837,0.46166267659905075,0.5047859557655493,0.49051269708579576,False,False,False,False,False
BTCUSDT,absorbq_4h,30m,0.05,25316,-0.9672618407108562,-2.6005074234321386,0.6521078355492957,0.5021330383946911,0.17654012948685952,False,False,False,False,False
BTCUSDT,absorbq_4h,30m,0.02,10798,-2.798117793379849,-5.441027498425511,-0.14441669755634703,0.4973143174661974,-0.06856519653861122,False,False,False,False,False
BTCUSDT,absorbq_4h,30m,0.01,6054,-4.759630656358657,-8.958555092163563,-0.5773191757893766,0.4859596960687149,0.3246081296168053,False,False,False,False,False
BTCUSDT,absorbq_4h,1h,0.1,49102,-0.8169545292451073,-1.9089082963312842,0.26958649773118354,0.501792187690929,0.5464072445061391,False,False,False,False,False
BTCUSDT,absorbq_4h,1h,0.05,25316,-1.5530684661246932,-3.3772385406709673,0.2556036247800623,0.49664243956391213,0.23111031545557872,False,False,False,False,False
BTCUSDT,absorbq_4h,1h,0.02,10798,-3.4829563436709083,-6.837034224439265,-0.11518326739830066,0.4810150027782923,0.26363854920659785,False,False,False,False,False
BTCUSDT,absorbq_4h,1h,0.01,6054,-5.2773565631250685,-10.25788036189996,-0.3165381008438477,0.46993723158242484,1.3431277924031915,False,False,False,False,False
BTCUSDT,absorbq_4h,2h,0.1,49102,-0.49481423321032925,-2.005056138525631,1.0079415063139576,0.5103254449920573,0.8583345996953907,False,False,False,False,False
BTCUSDT,absorbq_4h,2h,0.05,25316,-0.8841415362359925,-3.644869346420221,1.8531313806584389,0.500592510665192,0.6119675032937266,False,False,False,False,False
BTCUSDT,absorbq_4h,2h,0.02,10798,-1.7228918770800679,-6.440569985890651,3.0140492084183075,0.48203370994628636,1.1993377050866685,False,False,False,False,False
BTCUSDT,absorbq_4h,2h,0.01,6054,-2.1764332083114444,-9.09305291123022,4.712821035842075,0.4849686157912124,4.912553039288339,False,False,False,False,False
BTCUSDT,absorbq_4h,4h,0.1,49102,0.1647434067683334,-2.5534629464027274,2.8694757970315914,0.5117103172986843,2.0094790773258384,False,False,False,False,False
BTCUSDT,absorbq_4h,4h,0.05,25316,-0.4431319399305147,-3.9580347560989373,3.041908580442897,0.5031600568810238,1.717383546714516,False,False,False,False,False
BTCUSDT,absorbq_4h,4h,0.02,10798,-2.132815427533808,-6.835709303311786,2.5892810587243313,0.4870346360437118,2.224241785333133,False,False,False,False,False
BTCUSDT,absorbq_4h,4h,0.01,6054,-2.091733174770605,-10.188747797530132,5.973245781825679,0.4798480343574496,4.233523690046615,False,False,False,False,False
