sym,feature,horizon,tail,n_trades,fade_bps,hi_bps,lo_bps,hit_rate,null_best,beats_null,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
BTCUSDT,absorb_15m,30m,0.02,25480,0.481569863225036,-1.0676130163113302,2.029294230714138,0.48563579277864993,0.18642528396877608,True,False,False,False,False
BTCUSDT,absorb_15m,30m,0.01,12852,0.30858010229332955,-1.9402601962759185,2.5309798280452416,0.4793028322440087,0.29602800495226916,True,False,False,False,False
BTCUSDT,absorb_15m,1h,0.1,125839,0.5314844296092468,-0.253642899071977,1.3154521349768196,0.4966266419790367,0.2864358813293717,True,False,False,False,False
BTCUSDT,absorb_15m,1h,0.05,63054,0.47137035593469956,-0.3730204819859604,1.312766805296732,0.4920544295365877,0.25916511896351596,True,False,False,False,False
BTCUSDT,absorb_15m,1h,0.02,25480,0.5210134967003204,-1.601987121169095,2.642015369283808,0.483320251177394,0.34044130230542097,True,False,False,False,False
BTCUSDT,absorb_15m,1h,0.01,12852,0.5667659242077142,-2.6460433432194654,3.7418008252480655,0.47533457827575476,1.2698031235376526,False,False,False,False,False
BTCUSDT,absorb_15m,2h,0.1,125836,0.944999504420211,-0.2932214886056233,2.1814505708324416,0.49888744079595665,0.734236902522217,True,False,False,False,False
BTCUSDT,absorb_15m,2h,0.05,63053,0.5442512546194221,-0.6836318735185481,1.7678187907358833,0.4929345154076729,0.8992445560137338,False,False,False,False,False
BTCUSDT,absorb_15m,2h,0.02,25479,0.6185886632921508,-2.1018456378257198,3.3366750022827323,0.4881667255386789,-0.18229143578126822,True,False,False,False,False
BTCUSDT,absorb_15m,2h,0.01,12852,0.7602063234552057,-3.7696621259396914,5.236815180932712,0.48373793962029255,0.1740661468795003,True,False,False,False,False
BTCUSDT,absorb_15m,4h,0.1,125826,0.8921565455166884,-1.2595631215311403,3.041005202286826,0.4977349673358447,0.7615470585206294,True,False,False,False,False
BTCUSDT,absorb_15m,4h,0.05,63051,0.8286461547697028,-1.0372604307765116,2.688112467427237,0.49632836909803174,1.1165676330573526,False,False,False,False,False
BTCUSDT,absorb_15m,4h,0.02,25479,0.22135511782129344,-2.81218648138327,3.2522785171363906,0.49134581419992934,0.3198802674674043,False,False,False,False,False
BTCUSDT,absorb_15m,4h,0.01,12852,1.631928881908135,-3.4300698446554616,6.634411534335154,0.49315281668222843,0.30493433908344714,True,False,False,False,False
BTCUSDT,absorbq_15m,15m,0.1,42435,0.7717579156180615,0.4172156780489866,1.1252489902633822,0.5062566277836691,0.31344951957723455,True,False,False,False,False
BTCUSDT,absorbq_15m,15m,0.05,21347,0.8754232004467233,0.30663093348094494,1.4446952809285476,0.5025998969410221,0.27548199055762584,True,False,False,False,False
BTCUSDT,absorbq_15m,15m,0.02,8682,1.0847430981885577,0.18867503503622596,1.9672902440642424,0.4880211932734393,0.3438950599266008,True,False,False,False,False
BTCUSDT,absorbq_15m,15m,0.01,4463,2.194076502999457,1.172499076770458,3.197055050686987,0.48644409589961907,0.5548917207951438,True,False,False,False,False
BTCUSDT,absorbq_15m,30m,0.1,42433,0.6273537509392363,0.004436880328241784,1.2483651390997763,0.5029811703155563,0.19842374005775512,True,False,False,False,False
BTCUSDT,absorbq_15m,30m,0.05,21345,0.6172113611809878,-0.2587054460900302,1.4937028631423137,0.4992269852424455,0.3829179095037525,True,False,False,False,False
BTCUSDT,absorbq_15m,30m,0.02,8681,0.4508455127524352,-0.9096809077181354,1.7905316794114998,0.486464693007718,0.5122795360305104,False,False,False,False,False
BTCUSDT,absorbq_15m,30m,0.01,4463,1.6195209542541142,-0.16461489724465944,3.3711747587229377,0.48106654716558367,0.4849920934618734,True,False,False,False,False
BTCUSDT,absorbq_15m,1h,0.1,42432,0.6844369090816077,-0.1306894621235208,1.497031474531193,0.5027809200603318,0.31404357058555243,True,False,False,False,False
BTCUSDT,absorbq_15m,1h,0.05,21344,0.5445806118622564,-0.590330970897323,1.6801304427703558,0.4983133433283358,0.21922543853729132,True,False,False,False,False
BTCUSDT,absorbq_15m,1h,0.02,8681,-0.21170117484343287,-2.933816443018068,2.4687173116742067,0.47759474714894595,0.37603149891416504,False,False,False,False,False
