symbol,feature,horizon,ic,null_best,beats_null,spread_bps,monotone,clears_1x,clears_2x,years,same_sign_years,n
ADAUSDT,dprem_4h,1h,-0.01224,0.00462,True,-2.57,0.5,False,False,7,0.86,689977
ADAUSDT,dprem_4h,4h,-0.00625,0.00392,True,-1.67,0.5,False,False,7,0.71,689941
ADAUSDT,dprem_4h,8h,-0.00385,0.00405,False,-1.12,0.5,False,False,7,0.57,689893
ADAUSDT,dprem_4h,12h,-0.00652,0.00197,True,-3.76,0.5,False,False,7,0.71,689845
ADAUSDT,dprem_4h,24h,-0.01063,0.00462,True,-13.96,0.5,False,False,7,0.86,689701
ADAUSDT,lev_1h,1h,0.00109,0.0026,False,0.06,0.5,False,False,7,0.71,690013
ADAUSDT,lev_1h,4h,0.00106,0.0042,False,0.9,0.5,False,False,7,0.57,689977
ADAUSDT,lev_1h,8h,-0.00011,0.00358,False,-0.95,0.5,False,False,7,0.71,689929
ADAUSDT,lev_1h,12h,-0.00028,0.00284,False,-2.06,0.5,False,False,7,0.71,689881
ADAUSDT,lev_1h,24h,-0.00162,0.00132,True,-3.29,0.5,False,False,7,0.71,689737
ADAUSDT,lev_4h,1h,0.00173,0.00335,False,0.96,0.75,False,False,7,0.43,689977
ADAUSDT,lev_4h,4h,-0.00042,0.00524,False,0.45,0.5,False,False,7,0.71,689941
ADAUSDT,lev_4h,8h,-0.00095,0.00476,False,-2.72,0.5,False,False,7,0.57,689893
ADAUSDT,lev_4h,12h,-0.00267,0.00498,False,-4.72,0.5,False,False,7,0.57,689845
ADAUSDT,lev_4h,24h,0.00146,0.00798,False,4.1,0.5,False,False,7,0.43,689701
ADAUSDT,gap,1h,0.00195,0.00327,False,-0.21,0.5,False,False,7,0.57,689930
ADAUSDT,gap,4h,-0.00029,0.00271,False,-1.27,0.5,False,False,7,0.71,689894
ADAUSDT,gap,8h,-0.0015,0.0027,False,-1.43,0.5,False,False,7,0.43,689846
ADAUSDT,gap,12h,-0.00263,0.00306,False,-1.79,0.5,False,False,7,0.57,689798
ADAUSDT,gap,24h,-0.00269,0.00495,False,-6.33,0.5,False,False,7,0.57,689654
ADAUSDT,gap_z,1h,0.00349,0.00231,True,0.8,0.5,False,False,7,0.57,689786
ADAUSDT,gap_z,4h,0.00114,0.00308,False,0.38,0.75,False,False,7,0.43,689750
ADAUSDT,gap_z,8h,-1e-05,0.00194,False,0.91,0.5,False,False,7,0.29,689702
ADAUSDT,gap_z,12h,-0.00133,0.00172,False,1.1,0.5,False,False,7,0.57,689654
ADAUSDT,gap_z,24h,-0.00289,0.00473,False,-1.93,0.5,False,False,7,0.57,689510
ADAUSDT,gap_1h,1h,0.00109,0.00537,False,-1.12,0.5,False,False,7,0.57,690002
ADAUSDT,gap_1h,4h,-0.00119,0.00926,False,-2.31,0.75,False,False,7,0.57,689966
ADAUSDT,gap_1h,8h,-0.00124,0.00827,False,-3.41,0.75,False,False,7,0.29,689918
ADAUSDT,gap_1h,12h,-0.00127,0.00716,False,-2.49,0.75,False,False,7,0.43,689870
ADAUSDT,gap_1h,24h,0.00038,0.01226,False,-6.34,0.75,False,False,7,0.57,689726
ADAUSDT,cash_1h,1h,0.00313,0.00219,True,-0.01,0.75,False,False,7,0.43,690004
ADAUSDT,cash_1h,4h,-0.00167,0.00435,False,-2.85,0.5,False,False,7,0.57,689968
ADAUSDT,cash_1h,8h,-0.00297,0.00561,False,-4.74,0.75,False,False,7,0.71,689920
ADAUSDT,cash_1h,12h,-0.00112,0.00379,False,-5.0,0.5,False,False,7,0.43,689872
ADAUSDT,cash_1h,24h,-0.00157,0.00345,False,-9.2,0.5,False,False,7,0.43,689728
ADAUSDT,gap_4h,1h,0.00162,0.00338,False,-1.07,0.5,False,False,7,0.57,689978
ADAUSDT,gap_4h,4h,0.00504,0.01311,False,-1.72,0.5,False,False,7,0.86,689942
ADAUSDT,gap_4h,8h,0.00491,0.00987,False,-2.39,0.5,False,False,7,0.86,689894
ADAUSDT,gap_4h,12h,0.0015,0.00811,False,-3.79,0.5,False,False,7,0.71,689846
ADAUSDT,gap_4h,24h,0.0052,0.02199,False,-11.76,0.5,False,False,7,0.71,689702
ADAUSDT,cash_4h,1h,0.00553,0.00485,True,-0.8,0.75,False,False,7,0.57,689977
ADAUSDT,cash_4h,4h,0.00697,0.00912,False,-1.59,0.75,False,False,7,0.71,689941
ADAUSDT,cash_4h,8h,0.00654,0.01203,False,-0.73,0.75,False,False,7,0.86,689893
ADAUSDT,cash_4h,12h,0.00617,0.00841,False,-1.5,0.5,False,False,7,0.86,689845
ADAUSDT,cash_4h,24h,0.01198,0.00736,True,3.06,0.75,False,False,7,0.86,689701
ADAUSDT,lead_1h,1h,-0.00923,0.0014,True,-2.74,0.75,False,False,7,0.86,690013
ADAUSDT,lead_1h,4h,-0.00776,0.00249,True,-3.56,0.5,False,False,7,0.86,689977
ADAUSDT,lead_1h,8h,-0.0031,0.00156,True,-0.62,0.5,False,False,7,0.71,689929
ADAUSDT,lead_1h,12h,-0.00356,0.00119,True,-2.7,0.5,False,False,7,0.71,689881
ADAUSDT,lead_1h,24h,-0.00426,0.00174,True,-5.15,0.5,False,False,7,0.86,689737
ADAUSDT,lead_4h,1h,-0.01374,0.00412,True,-3.55,0.75,False,False,7,0.86,689977
ADAUSDT,lead_4h,4h,-0.00626,0.00673,False,-2.39,0.5,False,False,7,0.71,689941
ADAUSDT,lead_4h,8h,-0.00295,0.00474,False,-1.67,0.5,False,False,7,0.43,689893
ADAUSDT,lead_4h,12h,-0.00576,0.00163,True,-5.63,0.5,False,False,7,0.71,689845
ADAUSDT,lead_4h,24h,-0.01117,0.00551,True,-17.16,0.75,True,False,7,0.86,689701
AVAXUSDT,ret_1h,1h,-0.03571,0.00759,True,-3.69,0.75,False,False,7,1.0,622236
AVAXUSDT,ret_1h,4h,-0.02006,0.00729,True,-6.95,0.5,False,False,7,1.0,622200
AVAXUSDT,ret_1h,8h,-0.01274,0.00864,True,-7.21,0.5,False,False,7,0.86,622152
AVAXUSDT,ret_1h,12h,-0.0135,0.00334,True,-11.58,0.5,False,False,7,0.86,622104
AVAXUSDT,ret_1h,24h,-0.00772,0.00975,False,-10.44,0.5,False,False,7,1.0,621960
AVAXUSDT,ret_4h,1h,-0.03536,0.00658,True,-3.38,0.5,False,False,7,1.0,622200
AVAXUSDT,ret_4h,4h,-0.0293,0.01411,True,-6.84,0.75,False,False,7,0.86,622164
AVAXUSDT,ret_4h,8h,-0.01906,0.01085,True,-9.87,0.75,False,False,7,0.86,622116
AVAXUSDT,ret_4h,12h,-0.01755,0.01274,True,-12.23,0.75,False,False,7,0.86,622068
AVAXUSDT,ret_4h,24h,-0.01284,0.02118,False,-14.25,0.5,True,False,7,1.0,621924
AVAXUSDT,prem,1h,-0.00462,0.00423,True,-1.48,0.75,False,False,7,0.86,622248
AVAXUSDT,prem,4h,-0.00484,0.01343,False,-0.67,0.75,False,False,7,0.71,622212
AVAXUSDT,prem,8h,-0.00259,0.00976,False,4.98,0.75,False,False,7,1.0,622164
AVAXUSDT,prem,12h,-0.00025,0.01459,False,8.84,0.75,False,False,7,0.71,622116
AVAXUSDT,prem,24h,0.01376,0.01974,False,34.94,0.5,True,True,7,0.14,621972
AVAXUSDT,prem_z,1h,-0.01807,0.00264,True,-3.27,0.75,False,False,7,0.86,622104
AVAXUSDT,prem_z,4h,-0.01685,0.0038,True,-8.42,0.75,False,False,7,0.86,622068
AVAXUSDT,prem_z,8h,-0.01461,0.00918,True,-8.7,0.5,False,False,7,0.71,622020
AVAXUSDT,prem_z,12h,-0.01491,0.0067,True,-14.16,0.75,True,False,7,0.71,621972
AVAXUSDT,prem_z,24h,-0.00872,0.00774,True,-13.19,0.75,False,False,7,0.71,621828
AVAXUSDT,dprem_1h,1h,-0.00456,0.0031,True,-0.44,0.5,False,False,7,0.86,622236
AVAXUSDT,dprem_1h,4h,-0.00577,0.0015,True,-4.71,0.5,False,False,7,0.86,622200
AVAXUSDT,dprem_1h,8h,-0.00368,0.00246,True,-3.37,0.5,False,False,7,0.86,622152
AVAXUSDT,dprem_1h,12h,-0.00302,0.00076,True,-4.52,0.5,False,False,7,1.0,622104
AVAXUSDT,dprem_1h,24h,-0.00361,0.00182,True,-5.66,0.5,False,False,7,0.86,621960
AVAXUSDT,dprem_4h,1h,-0.01237,0.00317,True,-3.6,0.75,False,False,7,0.86,622200
AVAXUSDT,dprem_4h,4h,-0.01026,0.00368,True,-7.21,0.5,False,False,7,0.86,622164
AVAXUSDT,dprem_4h,8h,-0.0082,0.00819,True,-4.87,0.5,False,False,7,0.71,622116
AVAXUSDT,dprem_4h,12h,-0.00662,0.00334,True,-5.97,0.5,False,False,7,0.57,622068
AVAXUSDT,dprem_4h,24h,-0.00595,0.00186,True,-7.13,0.5,False,False,7,0.71,621924
AVAXUSDT,lev_1h,1h,0.00414,0.0039,True,0.94,0.5,False,False,7,0.86,622236
AVAXUSDT,lev_1h,4h,0.00203,0.00302,False,1.46,0.5,False,False,7,0.71,622200
AVAXUSDT,lev_1h,8h,0.003,0.00155,True,1.55,0.5,False,False,7,0.71,622152
AVAXUSDT,lev_1h,12h,0.00064,0.00322,False,-1.78,0.5,False,False,7,0.57,622104
AVAXUSDT,lev_1h,24h,-0.00288,0.00469,False,-5.59,0.5,False,False,7,0.57,621960
AVAXUSDT,lev_4h,1h,0.00087,0.00218,False,0.51,0.5,False,False,7,0.57,622200
AVAXUSDT,lev_4h,4h,0.00234,0.0033,False,2.58,0.5,False,False,7,0.43,622164
AVAXUSDT,lev_4h,8h,-0.00025,0.00338,False,-1.71,0.5,False,False,7,0.43,622116
AVAXUSDT,lev_4h,12h,-0.00381,0.00961,False,-5.27,0.5,False,False,7,0.57,622068
AVAXUSDT,lev_4h,24h,-0.00056,0.00577,False,-2.89,0.5,False,False,7,0.57,621924
AVAXUSDT,gap,1h,0.00497,0.00067,True,1.04,0.75,False,False,7,0.71,621578
AVAXUSDT,gap,4h,0.00688,0.00412,True,4.61,0.75,False,False,7,1.0,621542
AVAXUSDT,gap,8h,0.00482,0.00531,False,4.76,0.75,False,False,7,0.86,621494
AVAXUSDT,gap,12h,0.00562,0.00468,True,6.64,0.5,False,False,7,0.86,621446
AVAXUSDT,gap,24h,0.0061,0.00293,True,8.38,0.75,False,False,7,0.71,621302
AVAXUSDT,gap_z,1h,0.0048,0.00122,True,1.01,0.75,False,False,7,0.71,621434
AVAXUSDT,gap_z,4h,0.00483,0.00404,True,3.01,0.75,False,False,7,0.86,621398
AVAXUSDT,gap_z,8h,0.00211,0.00683,False,2.82,0.75,False,False,7,0.86,621350
AVAXUSDT,gap_z,12h,0.00237,0.00314,False,4.2,0.75,False,False,7,0.86,621302
AVAXUSDT,gap_z,24h,0.00253,0.00295,False,6.63,0.75,False,False,7,0.71,621158
AVAXUSDT,gap_1h,1h,0.01185,0.00625,True,3.44,1.0,False,False,7,0.86,622225
AVAXUSDT,gap_1h,4h,0.01913,0.00765,True,12.84,0.75,False,False,7,0.86,622189
AVAXUSDT,gap_1h,8h,0.01323,0.0137,False,13.02,0.75,False,False,7,1.0,622141
AVAXUSDT,gap_1h,12h,0.01385,0.00961,True,16.25,0.75,True,False,7,1.0,622093
AVAXUSDT,gap_1h,24h,0.01396,0.00636,True,20.79,0.5,True,False,7,0.86,621949
AVAXUSDT,cash_1h,1h,0.00141,0.00414,False,0.29,0.5,False,False,7,0.71,622227
AVAXUSDT,cash_1h,4h,0.00132,0.0066,False,0.61,0.5,False,False,7,0.57,622191
AVAXUSDT,cash_1h,8h,0.00207,0.00584,False,0.79,0.5,False,False,7,0.71,622143
AVAXUSDT,cash_1h,12h,-0.00015,0.00502,False,-0.01,0.5,False,False,7,0.43,622095
AVAXUSDT,cash_1h,24h,-0.00231,0.00946,False,-5.65,0.75,False,False,7,0.29,621951
AVAXUSDT,gap_4h,1h,0.01877,0.00631,True,3.91,0.75,False,False,7,1.0,622201
AVAXUSDT,gap_4h,4h,0.01655,0.00738,True,7.12,0.75,False,False,7,0.86,622165
AVAXUSDT,gap_4h,8h,0.01061,0.02119,False,9.36,0.5,False,False,7,0.71,622117
AVAXUSDT,gap_4h,12h,0.01045,0.01235,False,9.85,0.5,False,False,7,0.71,622069
AVAXUSDT,gap_4h,24h,0.01356,0.00978,True,19.37,0.5,True,False,7,0.86,621925
AVAXUSDT,cash_4h,1h,-0.0,0.00914,False,-0.45,0.5,False,False,7,0.43,622200
AVAXUSDT,cash_4h,4h,0.00529,0.00955,False,1.26,0.5,False,False,7,0.57,622164
AVAXUSDT,cash_4h,8h,0.00649,0.01145,False,2.91,0.5,False,False,7,0.57,622116
AVAXUSDT,cash_4h,12h,0.00037,0.01247,False,0.69,0.5,False,False,7,0.43,622068
AVAXUSDT,cash_4h,24h,-0.00465,0.0107,False,-4.43,0.5,False,False,7,0.43,621924
AVAXUSDT,lead_1h,1h,-0.00573,0.00489,True,-1.74,0.75,False,False,7,0.86,622236
AVAXUSDT,lead_1h,4h,-0.00704,0.00247,True,-5.94,0.75,False,False,7,0.86,622200
AVAXUSDT,lead_1h,8h,-0.00409,0.00226,True,-3.1,0.75,False,False,7,0.86,622152
AVAXUSDT,lead_1h,12h,-0.00389,0.00063,True,-5.26,0.5,False,False,7,1.0,622104
AVAXUSDT,lead_1h,24h,-0.0044,0.00123,True,-8.69,0.5,False,False,7,0.86,621960
AVAXUSDT,lead_4h,1h,-0.01523,0.00414,True,-4.89,1.0,False,False,7,0.86,622200
AVAXUSDT,lead_4h,4h,-0.01253,0.00364,True,-8.06,0.75,False,False,7,0.86,622164
AVAXUSDT,lead_4h,8h,-0.00779,0.00618,True,-6.15,0.5,False,False,7,0.86,622116
AVAXUSDT,lead_4h,12h,-0.00615,0.00396,True,-6.39,0.5,False,False,7,0.71,622068
AVAXUSDT,lead_4h,24h,-0.00709,0.00234,True,-11.57,0.5,False,False,7,0.71,621924
LINKUSDT,ret_1h,1h,-0.04097,0.00223,True,-3.87,0.75,False,False,7,1.0,694037
LINKUSDT,ret_1h,4h,-0.0236,0.00364,True,-6.63,0.5,False,False,7,1.0,694001
LINKUSDT,ret_1h,8h,-0.01191,0.00406,True,-4.94,0.75,False,False,7,0.71,693953
LINKUSDT,ret_1h,12h,-0.00813,0.00331,True,-2.76,0.75,False,False,7,0.71,693905
LINKUSDT,ret_1h,24h,-0.01124,0.00545,True,-15.67,0.5,True,False,7,1.0,693761
LINKUSDT,ret_4h,1h,-0.03589,0.00503,True,-1.89,0.5,False,False,7,1.0,694001
LINKUSDT,ret_4h,4h,-0.02635,0.00439,True,-1.59,0.75,False,False,7,0.71,693965
LINKUSDT,ret_4h,8h,-0.01091,0.01524,False,1.37,0.5,False,False,7,0.71,693917
LINKUSDT,ret_4h,12h,-0.00559,0.01257,False,7.46,0.5,False,False,7,0.57,693869
LINKUSDT,ret_4h,24h,-0.02239,0.01633,True,-24.71,0.75,True,False,7,1.0,693725
LINKUSDT,prem,1h,-0.00685,0.00318,True,-4.43,0.5,False,False,7,0.86,694049
LINKUSDT,prem,4h,-0.00853,0.00961,False,-10.33,0.5,False,False,7,1.0,694013
LINKUSDT,prem,8h,-0.00852,0.01285,False,-13.14,0.5,False,False,7,1.0,693965
LINKUSDT,prem,12h,-0.00442,0.00993,False,-11.57,0.5,False,False,7,1.0,693917
LINKUSDT,prem,24h,-0.00073,0.01506,False,-13.22,0.5,False,False,7,0.86,693773
LINKUSDT,prem_z,1h,-0.02378,0.00123,True,-6.02,1.0,False,False,7,1.0,693905
LINKUSDT,prem_z,4h,-0.02508,0.00504,True,-13.82,1.0,False,False,7,1.0,693869
LINKUSDT,prem_z,8h,-0.02149,0.00454,True,-19.35,1.0,True,False,7,0.86,693821
LINKUSDT,prem_z,12h,-0.01646,0.01335,True,-19.23,1.0,True,False,7,0.86,693773
LINKUSDT,prem_z,24h,-0.01385,0.00803,True,-21.49,1.0,True,False,7,0.71,693629
LINKUSDT,dprem_1h,1h,-0.00926,0.00243,True,-2.18,0.5,False,False,7,0.86,694037
LINKUSDT,dprem_1h,4h,-0.00897,0.00085,True,-5.04,0.75,False,False,7,1.0,694001
LINKUSDT,dprem_1h,8h,-0.0075,0.00106,True,-6.14,0.5,False,False,7,0.71,693953
LINKUSDT,dprem_1h,12h,-0.0056,0.00233,True,-5.83,0.5,False,False,7,0.71,693905
LINKUSDT,dprem_1h,24h,-0.00437,0.0013,True,-7.66,0.5,False,False,7,0.71,693761
LINKUSDT,dprem_4h,1h,-0.01695,0.00191,True,-4.82,1.0,False,False,7,1.0,694001
LINKUSDT,dprem_4h,4h,-0.01392,0.00429,True,-8.09,0.75,False,False,7,0.86,693965
LINKUSDT,dprem_4h,8h,-0.01292,0.00405,True,-13.18,0.75,False,False,7,0.86,693917
LINKUSDT,dprem_4h,12h,-0.00792,0.00665,True,-9.67,0.5,False,False,7,0.57,693869
LINKUSDT,dprem_4h,24h,-0.00792,0.0045,True,-15.13,0.5,True,False,7,0.71,693725
LINKUSDT,lev_1h,1h,0.00345,0.00286,True,1.28,0.5,False,False,7,0.71,694037
LINKUSDT,lev_1h,4h,-0.00106,0.00236,False,-0.65,0.5,False,False,7,0.43,694001
LINKUSDT,lev_1h,8h,-0.00122,0.00124,False,-1.07,0.5,False,False,7,0.43,693953
LINKUSDT,lev_1h,12h,-0.00039,0.00423,False,-0.04,0.5,False,False,7,0.43,693905
LINKUSDT,lev_1h,24h,0.00133,0.00146,False,3.79,0.5,False,False,7,0.57,693761
LINKUSDT,lev_4h,1h,0.00053,0.00237,False,0.13,0.5,False,False,7,0.43,694001
LINKUSDT,lev_4h,4h,-0.00017,0.00598,False,-0.21,0.5,False,False,7,0.57,693965
LINKUSDT,lev_4h,8h,-0.00033,0.00348,False,-2.07,0.5,False,False,7,0.57,693917
LINKUSDT,lev_4h,12h,-0.00206,0.00478,False,-3.33,0.5,False,False,7,0.57,693869
LINKUSDT,lev_4h,24h,0.00139,0.00456,False,4.85,0.5,False,False,7,0.43,693725
LINKUSDT,gap,1h,0.00183,0.0025,False,0.66,0.5,False,False,7,0.57,693956
LINKUSDT,gap,4h,-0.00144,0.00736,False,0.06,0.5,False,False,7,0.71,693920
LINKUSDT,gap,8h,-0.00354,0.00324,True,-1.19,0.5,False,False,7,0.86,693872
LINKUSDT,gap,12h,-0.0013,0.00565,False,-1.44,0.5,False,False,7,0.71,693824
LINKUSDT,gap,24h,-0.00012,0.00422,False,-1.03,0.5,False,False,7,0.43,693680
LINKUSDT,gap_z,1h,0.00251,0.00233,True,1.05,0.75,False,False,7,0.71,693812
LINKUSDT,gap_z,4h,-0.00094,0.00449,False,-0.18,0.5,False,False,7,0.71,693776
LINKUSDT,gap_z,8h,-0.00421,0.0013,True,-1.41,0.5,False,False,7,0.86,693728
LINKUSDT,gap_z,12h,-0.00228,0.00384,False,-1.45,0.5,False,False,7,0.71,693680
LINKUSDT,gap_z,24h,-0.00073,0.00237,False,-0.05,0.5,False,False,7,0.57,693536
LINKUSDT,gap_1h,1h,-0.00042,0.00252,False,-0.57,0.5,False,False,7,0.86,694026
LINKUSDT,gap_1h,4h,-0.00373,0.01336,False,-1.33,0.75,False,False,7,0.57,693990
LINKUSDT,gap_1h,8h,-0.00699,0.00826,False,-4.0,0.75,False,False,7,0.71,693942
LINKUSDT,gap_1h,12h,-0.0015,0.0096,False,-3.1,0.75,False,False,7,0.43,693894
LINKUSDT,gap_1h,24h,0.00096,0.00969,False,-0.27,0.75,False,False,7,0.57,693750
LINKUSDT,cash_1h,1h,0.00627,0.00262,True,0.46,0.5,False,False,7,0.71,694028
LINKUSDT,cash_1h,4h,0.00066,0.00538,False,0.3,0.5,False,False,7,0.71,693992
LINKUSDT,cash_1h,8h,-0.00426,0.00551,False,-2.54,0.5,False,False,7,0.57,693944
LINKUSDT,cash_1h,12h,-0.0052,0.0059,False,-2.36,0.75,False,False,7,0.57,693896
LINKUSDT,cash_1h,24h,-0.00577,0.0014,True,-3.95,0.5,False,False,7,0.71,693752
LINKUSDT,gap_4h,1h,-0.00205,0.00345,False,-0.47,0.75,False,False,7,0.57,694002
LINKUSDT,gap_4h,4h,-0.00594,0.0158,False,-3.14,0.5,False,False,7,0.57,693966
LINKUSDT,gap_4h,8h,-0.00232,0.01445,False,-2.18,0.75,False,False,7,0.43,693918
LINKUSDT,gap_4h,12h,0.0028,0.00861,False,-1.96,0.5,False,False,7,0.57,693870
LINKUSDT,gap_4h,24h,0.00718,0.00974,False,8.62,0.75,False,False,7,0.57,693726
LINKUSDT,cash_4h,1h,0.00775,0.00465,True,-0.25,0.75,False,False,7,0.71,694001
LINKUSDT,cash_4h,4h,0.00927,0.00693,True,2.96,0.5,False,False,7,0.86,693965
LINKUSDT,cash_4h,8h,0.00709,0.00678,True,4.04,0.5,False,False,7,0.86,693917
LINKUSDT,cash_4h,12h,-0.00248,0.01455,False,-4.69,0.5,False,False,7,0.57,693869
LINKUSDT,cash_4h,24h,0.00416,0.00471,False,0.1,0.5,False,False,7,0.86,693725
LINKUSDT,lead_1h,1h,-0.01023,0.00315,True,-3.31,0.75,False,False,7,0.71,694037
LINKUSDT,lead_1h,4h,-0.00868,0.00199,True,-5.68,0.75,False,False,7,0.57,694001
LINKUSDT,lead_1h,8h,-0.00646,0.00115,True,-6.23,0.75,False,False,7,0.86,693953
LINKUSDT,lead_1h,12h,-0.00513,0.00172,True,-7.37,0.5,False,False,7,0.57,693905
LINKUSDT,lead_1h,24h,-0.00481,0.00103,True,-9.5,0.5,False,False,7,0.71,693761
LINKUSDT,lead_4h,1h,-0.01557,0.00274,True,-5.7,1.0,False,False,7,0.71,694001
LINKUSDT,lead_4h,4h,-0.01259,0.00615,True,-8.33,1.0,False,False,7,0.57,693965
LINKUSDT,lead_4h,8h,-0.01285,0.00501,True,-14.53,1.0,True,False,7,0.86,693917
LINKUSDT,lead_4h,12h,-0.00863,0.00833,True,-11.81,0.75,False,False,7,0.57,693869
LINKUSDT,lead_4h,24h,-0.00947,0.0038,True,-16.68,0.5,True,False,7,0.71,693725
DOTUSDT,ret_1h,1h,-0.04309,0.00776,True,-4.08,0.75,False,False,7,1.0,631452
DOTUSDT,ret_1h,4h,-0.02544,0.00578,True,-5.55,0.75,False,False,7,1.0,631416
DOTUSDT,ret_1h,8h,-0.01586,0.00401,True,-4.71,0.5,False,False,7,0.86,631368
DOTUSDT,ret_1h,12h,-0.0128,0.00673,True,-3.05,0.5,False,False,7,0.86,631320
DOTUSDT,ret_1h,24h,-0.01231,0.00464,True,-12.01,0.5,False,False,7,1.0,631176
DOTUSDT,ret_4h,1h,-0.0386,0.00786,True,-2.32,0.5,False,False,7,1.0,631416
DOTUSDT,ret_4h,4h,-0.03026,0.01424,True,-3.02,0.5,False,False,7,1.0,631380
DOTUSDT,ret_4h,8h,-0.02176,0.01318,True,-3.56,0.75,False,False,7,0.86,631332
DOTUSDT,ret_4h,12h,-0.01674,0.01636,True,-4.07,0.75,False,False,7,0.86,631284
DOTUSDT,ret_4h,24h,-0.02235,0.01531,True,-19.86,0.75,True,False,7,0.86,631140
DOTUSDT,prem,1h,-0.00545,0.00619,False,-1.29,0.75,False,False,7,0.86,631464
DOTUSDT,prem,4h,0.00086,0.00445,False,0.97,0.5,False,False,7,0.14,631428
DOTUSDT,prem,8h,0.00211,0.01249,False,5.26,0.5,False,False,7,0.14,631380
DOTUSDT,prem,12h,0.00537,0.01395,False,9.53,0.5,False,False,7,0.14,631332
DOTUSDT,prem,24h,0.01326,0.01132,True,23.99,0.5,True,False,7,0.14,631188
DOTUSDT,prem_z,1h,-0.02071,0.00359,True,-3.81,0.75,False,False,7,1.0,631320
DOTUSDT,prem_z,4h,-0.01466,0.00242,True,-5.16,1.0,False,False,7,1.0,631284
DOTUSDT,prem_z,8h,-0.01203,0.00467,True,-6.02,0.75,False,False,7,0.71,631236
DOTUSDT,prem_z,12h,-0.01478,0.00513,True,-9.0,0.75,False,False,7,0.86,631188
DOTUSDT,prem_z,24h,-0.02088,0.00821,True,-19.62,0.5,True,False,7,0.71,631044
DOTUSDT,dprem_1h,1h,-0.01012,0.00165,True,-2.54,0.5,False,False,7,1.0,631452
DOTUSDT,dprem_1h,4h,-0.00734,0.00181,True,-4.03,0.5,False,False,7,0.86,631416
DOTUSDT,dprem_1h,8h,-0.00408,0.00184,True,-3.52,0.5,False,False,7,0.86,631368
DOTUSDT,dprem_1h,12h,-0.00458,0.00246,True,-4.42,0.5,False,False,7,0.86,631320
DOTUSDT,dprem_1h,24h,-0.00277,0.00202,True,-3.22,0.5,False,False,7,1.0,631176
DOTUSDT,dprem_4h,1h,-0.01556,0.00563,True,-3.22,0.75,False,False,7,0.86,631416
DOTUSDT,dprem_4h,4h,-0.01001,0.00563,True,-4.44,0.5,False,False,7,0.86,631380
DOTUSDT,dprem_4h,8h,-0.00426,0.00358,True,-3.58,0.5,False,False,7,0.71,631332
DOTUSDT,dprem_4h,12h,-0.00497,0.00532,False,-4.36,0.5,False,False,7,0.71,631284
DOTUSDT,dprem_4h,24h,-0.0062,0.00373,True,-7.01,0.5,False,False,7,0.86,631140
DOTUSDT,lev_1h,1h,0.00243,0.00246,False,0.51,0.5,False,False,7,0.71,631452
DOTUSDT,lev_1h,4h,-0.00053,0.00224,False,-0.93,0.5,False,False,7,0.43,631416
DOTUSDT,lev_1h,8h,-0.00257,0.00199,True,-1.31,0.5,False,False,7,0.57,631368
DOTUSDT,lev_1h,12h,-0.00239,0.00283,False,-0.87,0.5,False,False,7,0.57,631320
DOTUSDT,lev_1h,24h,-0.00125,0.00178,False,-0.7,0.5,False,False,7,0.57,631176
DOTUSDT,lev_4h,1h,-0.00071,0.00411,False,0.14,0.5,False,False,7,0.57,631416
DOTUSDT,lev_4h,4h,-0.00782,0.00364,True,-3.26,0.5,False,False,7,1.0,631380
DOTUSDT,lev_4h,8h,-0.00299,0.00575,False,-0.88,0.5,False,False,7,0.43,631332
DOTUSDT,lev_4h,12h,-0.00085,0.00339,False,1.23,0.5,False,False,7,0.57,631284
DOTUSDT,lev_4h,24h,0.00255,0.00737,False,2.48,0.5,False,False,7,0.57,631140
DOTUSDT,gap,1h,0.0004,0.00272,False,-0.51,0.5,False,False,7,0.57,631359
DOTUSDT,gap,4h,0.00064,0.00206,False,-0.72,0.5,False,False,7,0.57,631323
DOTUSDT,gap,8h,-0.00016,0.00219,False,-1.76,0.5,False,False,7,0.43,631275
DOTUSDT,gap,12h,-0.00382,0.00261,True,-4.92,0.5,False,False,7,0.71,631227
DOTUSDT,gap,24h,-0.00273,0.00422,False,-5.42,0.5,False,False,7,0.71,631083
DOTUSDT,gap_z,1h,0.00182,0.00216,False,0.32,0.5,False,False,7,0.57,631215
DOTUSDT,gap_z,4h,0.00192,0.00247,False,0.14,0.75,False,False,7,0.71,631179
DOTUSDT,gap_z,8h,0.00143,0.00197,False,-0.11,0.5,False,False,7,0.57,631131
DOTUSDT,gap_z,12h,-0.00207,0.0037,False,-3.9,0.5,False,False,7,0.71,631083
DOTUSDT,gap_z,24h,-0.00043,0.00316,False,-1.82,0.5,False,False,7,0.71,630939
DOTUSDT,gap_1h,1h,0.00292,0.00505,False,-0.57,0.5,False,False,7,0.57,631441
DOTUSDT,gap_1h,4h,0.00698,0.00524,True,1.74,0.5,False,False,7,0.71,631405
DOTUSDT,gap_1h,8h,0.00018,0.00562,False,-2.98,0.5,False,False,7,0.43,631357
DOTUSDT,gap_1h,12h,-0.00533,0.00662,False,-7.39,0.75,False,False,7,0.57,631309
DOTUSDT,gap_1h,24h,-0.00294,0.0142,False,-6.83,0.5,False,False,7,0.43,631165
DOTUSDT,cash_1h,1h,0.0044,0.0053,False,1.48,0.75,False,False,7,1.0,631443
