signal,look,win,q,band,hold,contrarian,stop_k,trades,tpd,avg_bps,win_rate,pf_0x,tot_0x,pf_1x,tot_1x,pf_2x,tot_2x,pf_3x,tot_3x,symbol,kind
prem_z,0,288,0.02,8640,864,True,0.0,756,0.311,-9.99,0.4735,0.9489,-7549.8,0.8817,-18133.8,0.8196,-28717.8,0.7621,-39301.8,BTCUSDT,shuffled_s0
prem_z,0,288,0.02,8640,864,True,2.0,1201,0.493,-2.81,0.3547,0.9814,-3374.0,0.895,-20188.0,0.818,-37002.0,0.7492,-53816.0,BTCUSDT,shuffled_s0
prem_z,0,288,0.02,8640,864,False,0.0,756,0.311,9.99,0.5265,1.0539,7549.8,0.9791,-3034.2,0.9095,-13618.2,0.8446,-24202.2,BTCUSDT,shuffled_s0
prem_z,0,288,0.02,8640,864,False,2.0,1158,0.476,2.05,0.3566,1.0135,2371.5,0.9257,-13840.5,0.8475,-30052.5,0.7773,-46264.5,BTCUSDT,shuffled_s0
prem_z,0,288,0.02,8640,96,True,0.0,4716,1.938,-0.56,0.4928,0.9906,-2617.5,0.7806,-68641.5,0.6186,-134665.5,0.494,-200689.5,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,96,True,2.0,5108,2.099,-1.53,0.4734,0.9733,-7796.5,0.7609,-79308.5,0.5989,-150820.5,0.4755,-222332.5,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,96,False,0.0,4716,1.938,0.56,0.5072,1.0095,2617.5,0.7949,-63406.5,0.628,-129430.5,0.4996,-195454.5,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,96,False,2.0,5103,2.097,1.99,0.4815,1.0361,10166.3,0.809,-61275.7,0.6353,-132717.7,0.5032,-204159.7,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,288,True,0.0,2049,0.842,-3.58,0.4998,0.9666,-7334.4,0.8462,-36020.4,0.7411,-64706.4,0.6496,-93392.4,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,288,True,2.0,2514,1.033,9.94,0.4356,1.1093,24978.8,0.9589,-10217.2,0.8318,-45413.2,0.724,-80609.2,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,288,False,0.0,2049,0.842,3.58,0.5002,1.0346,7334.4,0.9059,-21351.6,0.7937,-50037.6,0.6963,-78723.6,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,288,False,2.0,2531,1.04,7.99,0.4437,1.0887,20223.8,0.9387,-15210.2,0.8118,-50644.2,0.7043,-86078.2,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,576,True,0.0,1106,0.454,-5.69,0.4919,0.9636,-6294.8,0.8795,-21778.8,0.803,-37262.8,0.7333,-52746.8,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,576,True,2.0,1507,0.619,5.05,0.4048,1.0406,7614.7,0.9327,-13483.3,0.8379,-34581.3,0.7543,-55679.3,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,576,False,0.0,1106,0.454,5.69,0.5081,1.0378,6294.8,0.9473,-9189.2,0.8647,-24673.2,0.7895,-40157.2,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,576,False,2.0,1522,0.625,10.57,0.4008,1.0823,16087.7,0.975,-5220.3,0.8804,-26528.3,0.7969,-47836.3,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,864,True,0.0,754,0.31,-7.98,0.4947,0.9573,-6020.6,0.8868,-16576.6,0.8215,-27132.6,0.7613,-37688.6,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,864,True,2.0,1153,0.474,22.28,0.3755,1.1502,25688.1,1.0527,9546.1,0.9656,-6595.9,0.8874,-22737.9,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,864,False,0.0,754,0.31,7.98,0.5053,1.0446,6020.6,0.9677,-4535.4,0.8965,-15091.4,0.8306,-25647.4,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,864,False,2.0,1180,0.485,-5.93,0.3593,0.9612,-6993.3,0.8769,-23513.3,0.8017,-40033.3,0.7344,-56553.3,BTCUSDT,shuffled_s1
prem_z,0,288,0.02,8640,96,True,0.0,4718,1.938,-3.0,0.4924,0.9493,-14177.1,0.7452,-80229.1,0.5875,-146281.1,0.4665,-212333.1,BTCUSDT,shuffled_s2
prem_z,0,288,0.02,8640,96,True,2.0,5106,2.098,-0.8,0.4806,0.9858,-4081.8,0.7685,-75565.8,0.6024,-147049.8,0.4756,-218533.8,BTCUSDT,shuffled_s2
