symbol,feature,horizon,q1_bps,q2_bps,q3_bps,q4_bps,q5_bps
AVAXUSDT,lev_1h,24h,17.64,-7.85,4.56,-11.96,12.04
AVAXUSDT,lev_4h,1h,0.93,-0.98,-0.05,-0.82,1.44
AVAXUSDT,lev_4h,4h,1.18,-1.42,0.51,-2.01,3.76
AVAXUSDT,lev_4h,8h,5.08,-2.24,1.26,-3.32,3.37
AVAXUSDT,lev_4h,12h,10.12,-2.69,0.24,-5.68,4.85
AVAXUSDT,lev_4h,24h,14.91,-6.3,2.68,-8.8,12.02
AVAXUSDT,gap,1h,-1.0,-0.22,0.53,1.18,0.04
AVAXUSDT,gap,4h,-2.29,-0.19,1.26,1.06,2.32
AVAXUSDT,gap,8h,-2.88,-0.61,2.71,3.16,1.88
AVAXUSDT,gap,12h,-4.0,-1.38,4.86,4.34,2.65
AVAXUSDT,gap,24h,-3.84,-1.59,7.22,8.54,4.55
AVAXUSDT,gap_z,1h,-0.98,-0.32,0.53,1.34,0.02
AVAXUSDT,gap_z,4h,-1.51,0.24,1.49,0.94,1.49
AVAXUSDT,gap_z,8h,-1.35,0.73,3.11,1.45,1.47
AVAXUSDT,gap_z,12h,-1.81,0.81,4.64,2.09,2.39
AVAXUSDT,gap_z,24h,-1.72,1.88,5.87,4.26,4.92
AVAXUSDT,gap_1h,1h,-2.04,0.29,0.44,0.44,1.4
AVAXUSDT,gap_1h,4h,-6.12,0.58,1.63,-0.67,6.72
AVAXUSDT,gap_1h,8h,-8.71,0.35,4.87,3.36,4.31
AVAXUSDT,gap_1h,12h,-11.33,1.86,7.03,3.98,4.92
AVAXUSDT,gap_1h,24h,-13.22,0.43,10.3,9.43,7.56
AVAXUSDT,cash_1h,1h,-0.41,0.17,0.79,0.09,-0.12
AVAXUSDT,cash_1h,4h,-0.87,-0.31,2.74,0.84,-0.26
AVAXUSDT,cash_1h,8h,-1.46,-0.3,4.69,1.93,-0.67
AVAXUSDT,cash_1h,12h,-1.81,0.77,7.9,1.42,-1.81
AVAXUSDT,cash_1h,24h,1.79,1.52,12.1,2.97,-3.86
AVAXUSDT,gap_4h,1h,-2.47,-0.44,0.37,1.61,1.44
AVAXUSDT,gap_4h,4h,-5.81,0.72,1.8,4.0,1.3
AVAXUSDT,gap_4h,8h,-11.21,5.39,3.68,8.15,-1.86
AVAXUSDT,gap_4h,12h,-11.4,8.39,3.83,7.55,-1.55
AVAXUSDT,gap_4h,24h,-15.48,6.61,3.56,15.93,3.9
AVAXUSDT,cash_4h,1h,-0.01,0.46,0.26,0.27,-0.46
AVAXUSDT,cash_4h,4h,-2.46,0.07,3.47,2.15,-1.2
AVAXUSDT,cash_4h,8h,-4.59,1.27,5.6,3.55,-1.68
AVAXUSDT,cash_4h,12h,-6.13,3.32,11.04,4.04,-5.43
AVAXUSDT,cash_4h,24h,-3.59,8.59,11.6,5.94,-8.02
AVAXUSDT,lead_1h,1h,1.89,-0.88,-0.68,0.06,0.14
AVAXUSDT,lead_1h,4h,7.37,-1.6,-2.16,-2.94,1.43
AVAXUSDT,lead_1h,8h,9.9,-2.76,-4.7,-5.07,6.8
AVAXUSDT,lead_1h,12h,15.5,-4.98,-7.92,-6.43,10.24
AVAXUSDT,lead_1h,24h,30.0,-11.44,-15.95,-9.49,21.31
AVAXUSDT,lead_4h,1h,3.48,0.51,-0.84,-1.21,-1.42
AVAXUSDT,lead_4h,4h,7.97,0.15,-2.16,-3.85,-0.09
AVAXUSDT,lead_4h,8h,10.87,-2.52,-5.25,-3.65,4.71
AVAXUSDT,lead_4h,12h,15.32,-4.76,-8.61,-4.04,8.93
AVAXUSDT,lead_4h,24h,29.02,-5.63,-17.45,-8.87,17.45
LINKUSDT,ret_1h,1h,3.49,0.33,-0.78,-1.47,-0.38
LINKUSDT,ret_1h,4h,6.57,-0.28,-0.92,-0.48,-0.07
LINKUSDT,ret_1h,8h,7.19,-0.4,-0.08,0.8,2.25
LINKUSDT,ret_1h,12h,7.69,0.11,0.72,1.25,4.93
LINKUSDT,ret_1h,24h,18.5,2.19,2.34,3.87,2.83
LINKUSDT,ret_4h,1h,1.8,-0.54,0.14,-0.1,-0.09
LINKUSDT,ret_4h,4h,3.88,1.3,-1.04,-1.5,2.28
LINKUSDT,ret_4h,8h,4.7,2.48,-2.34,-1.09,6.06
LINKUSDT,ret_4h,12h,2.19,3.48,-0.21,-0.31,9.65
LINKUSDT,ret_4h,24h,23.09,6.51,-0.66,2.49,-1.62
LINKUSDT,prem,1h,2.36,-0.01,0.31,1.02,-2.07
LINKUSDT,prem,4h,5.49,0.03,1.57,3.99,-4.84
LINKUSDT,prem,8h,7.87,-0.42,2.79,7.7,-5.27
LINKUSDT,prem,12h,7.93,-0.44,3.71,12.16,-3.65
LINKUSDT,prem,24h,15.4,-0.22,4.27,13.6,2.19
LINKUSDT,prem_z,1h,3.49,1.01,0.13,-0.86,-2.53
LINKUSDT,prem_z,4h,8.51,2.96,0.19,-1.42,-5.31
LINKUSDT,prem_z,8h,12.15,4.34,0.89,-0.34,-7.2
LINKUSDT,prem_z,12h,12.55,5.4,2.14,1.5,-6.68
LINKUSDT,prem_z,24h,15.96,13.7,3.29,2.39,-5.53
LINKUSDT,dprem_1h,1h,1.92,0.13,0.31,-0.9,-0.27
LINKUSDT,dprem_1h,4h,4.3,0.76,1.15,-0.65,-0.74
LINKUSDT,dprem_1h,8h,6.29,1.37,2.8,-0.86,0.15
LINKUSDT,dprem_1h,12h,6.87,2.21,4.83,-0.24,1.04
LINKUSDT,dprem_1h,24h,14.86,2.63,5.89,-0.84,7.2
LINKUSDT,dprem_4h,1h,3.01,0.57,0.2,-0.74,-1.81
LINKUSDT,dprem_4h,4h,5.83,1.07,1.19,-0.92,-2.26
LINKUSDT,dprem_4h,8h,10.55,1.13,2.54,-1.78,-2.62
LINKUSDT,dprem_4h,12h,10.63,1.0,3.02,-0.79,0.95
LINKUSDT,dprem_4h,24h,20.0,0.61,3.31,1.01,4.87
LINKUSDT,lev_1h,1h,0.09,-0.33,0.17,-0.09,1.36
LINKUSDT,lev_1h,4h,1.93,0.58,0.92,0.12,1.28
LINKUSDT,lev_1h,8h,3.39,0.97,2.82,0.26,2.32
LINKUSDT,lev_1h,12h,3.59,1.34,5.04,1.19,3.55
LINKUSDT,lev_1h,24h,8.61,0.74,6.17,1.82,12.4
LINKUSDT,lev_4h,1h,0.49,-0.05,0.1,0.07,0.62
LINKUSDT,lev_4h,4h,1.81,-0.1,1.51,0.1,1.59
LINKUSDT,lev_4h,8h,4.86,-0.84,2.91,0.09,2.79
LINKUSDT,lev_4h,12h,7.38,-0.08,3.66,-0.21,4.05
LINKUSDT,lev_4h,24h,9.89,1.38,3.84,-0.06,14.75
LINKUSDT,gap,1h,-0.69,0.41,1.31,0.16,-0.03
LINKUSDT,gap,4h,-0.06,1.61,2.25,0.92,-0.01
LINKUSDT,gap,8h,0.35,3.13,3.97,3.01,-0.84
LINKUSDT,gap,12h,0.24,4.1,6.46,4.96,-1.2
LINKUSDT,gap,24h,2.48,6.47,11.05,8.14,1.44
LINKUSDT,gap_z,1h,-0.57,0.44,0.88,-0.04,0.49
LINKUSDT,gap_z,4h,0.59,0.99,2.06,0.78,0.41
LINKUSDT,gap_z,8h,1.57,2.26,3.55,2.21,0.15
LINKUSDT,gap_z,12h,1.39,3.74,6.15,3.56,-0.06
LINKUSDT,gap_z,24h,3.2,7.42,9.98,5.95,3.15
LINKUSDT,gap_1h,1h,0.4,0.04,1.14,-0.23,-0.16
LINKUSDT,gap_1h,4h,1.33,0.26,2.09,1.14,-0.01
LINKUSDT,gap_1h,8h,2.83,0.69,5.51,1.86,-1.17
LINKUSDT,gap_1h,12h,2.64,-0.11,8.77,3.85,-0.46
LINKUSDT,gap_1h,24h,3.15,1.98,14.2,7.53,2.88
LINKUSDT,cash_1h,1h,-0.33,-0.96,0.84,1.52,0.12
LINKUSDT,cash_1h,4h,-1.06,0.45,3.23,2.97,-0.77
LINKUSDT,cash_1h,8h,0.11,3.79,4.18,4.08,-2.42
LINKUSDT,cash_1h,12h,0.48,6.16,5.91,4.04,-1.88
LINKUSDT,cash_1h,24h,3.72,9.89,10.83,5.54,-0.23
LINKUSDT,gap_4h,1h,0.66,0.07,-0.67,0.96,0.2
LINKUSDT,gap_4h,4h,4.52,-3.63,0.28,2.35,1.39
LINKUSDT,gap_4h,8h,5.62,-3.43,1.75,2.45,3.43
LINKUSDT,gap_4h,12h,7.19,-6.18,3.31,5.25,5.23
LINKUSDT,gap_4h,24h,4.4,-4.84,5.23,12.0,13.02
LINKUSDT,cash_4h,1h,0.52,-0.26,-0.37,1.06,0.27
LINKUSDT,cash_4h,4h,-1.42,0.83,0.61,3.34,1.54
LINKUSDT,cash_4h,8h,-1.63,2.3,1.28,5.45,2.41
LINKUSDT,cash_4h,12h,3.93,1.24,3.6,6.79,-0.76
LINKUSDT,cash_4h,24h,7.69,-4.49,5.32,13.5,7.79
LINKUSDT,lead_1h,1h,2.35,0.11,-0.45,0.15,-0.97
LINKUSDT,lead_1h,4h,5.48,-0.16,-0.31,0.01,-0.2
LINKUSDT,lead_1h,8h,7.51,0.08,0.43,0.46,1.28
LINKUSDT,lead_1h,12h,9.86,0.92,1.33,0.12,2.48
LINKUSDT,lead_1h,24h,17.92,2.0,0.42,0.98,8.42
LINKUSDT,lead_4h,1h,3.53,0.25,-0.01,-0.36,-2.18
LINKUSDT,lead_4h,4h,6.34,0.95,0.06,-0.46,-1.99
LINKUSDT,lead_4h,8h,10.77,2.89,0.36,-0.44,-3.76
LINKUSDT,lead_4h,12h,11.47,3.41,-0.31,0.57,-0.34
LINKUSDT,lead_4h,24h,20.95,4.7,-0.36,0.24,4.27
DOTUSDT,ret_1h,1h,3.09,-0.62,-1.29,-1.52,-0.99
DOTUSDT,ret_1h,4h,5.75,-2.88,-4.3,-4.31,0.2
DOTUSDT,ret_1h,8h,6.23,-5.57,-7.19,-6.13,1.52
DOTUSDT,ret_1h,12h,5.02,-6.84,-9.57,-7.64,1.97
DOTUSDT,ret_1h,24h,11.17,-12.45,-18.49,-14.68,-0.83
DOTUSDT,ret_4h,1h,2.38,-1.88,-0.87,-1.09,0.06
DOTUSDT,ret_4h,4h,4.14,-3.27,-3.96,-3.62,1.12
DOTUSDT,ret_4h,8h,4.66,-4.12,-6.28,-6.76,1.1
DOTUSDT,ret_4h,12h,4.53,-5.06,-7.7,-9.64,0.46
DOTUSDT,ret_4h,24h,13.78,-10.52,-15.47,-17.31,-6.08
DOTUSDT,prem,1h,1.22,-0.84,-2.19,0.6,-0.08
DOTUSDT,prem,4h,0.98,-3.89,-5.79,1.32,1.95
DOTUSDT,prem,8h,0.34,-7.54,-10.88,1.46,5.6
DOTUSDT,prem,12h,-1.21,-11.21,-14.64,1.89,8.33
DOTUSDT,prem,24h,-4.77,-23.0,-28.57,2.04,19.22
DOTUSDT,prem_z,1h,1.85,0.83,-0.25,-1.98,-1.96
DOTUSDT,prem_z,4h,1.27,0.61,-0.1,-3.88,-3.89
DOTUSDT,prem_z,8h,0.16,0.81,-2.21,-5.02,-5.86
DOTUSDT,prem_z,12h,-0.23,2.34,-5.16,-5.83,-9.23
DOTUSDT,prem_z,24h,-0.49,2.44,-9.88,-7.5,-20.11
DOTUSDT,dprem_1h,1h,1.56,-0.81,0.16,-1.26,-0.98
DOTUSDT,dprem_1h,4h,2.5,-2.34,-0.44,-3.74,-1.53
DOTUSDT,dprem_1h,8h,1.7,-5.35,0.03,-5.69,-1.83
DOTUSDT,dprem_1h,12h,1.16,-7.0,0.66,-8.64,-3.25
DOTUSDT,dprem_1h,24h,-1.54,-13.45,-0.9,-14.62,-4.76
DOTUSDT,dprem_4h,1h,2.17,-0.26,-0.33,-1.91,-1.05
DOTUSDT,dprem_4h,4h,2.53,-2.3,-0.03,-3.88,-1.91
DOTUSDT,dprem_4h,8h,1.57,-5.0,-1.2,-4.76,-2.01
DOTUSDT,dprem_4h,12h,0.54,-6.4,-0.99,-6.75,-3.82
DOTUSDT,dprem_4h,24h,0.54,-13.75,-1.73,-14.19,-6.47
DOTUSDT,lev_1h,1h,-0.02,-0.67,-0.01,-1.12,0.49
DOTUSDT,lev_1h,4h,0.95,-2.74,-0.47,-3.31,0.02
DOTUSDT,lev_1h,8h,0.61,-5.07,0.0,-5.99,-0.7
DOTUSDT,lev_1h,12h,-0.6,-7.49,0.43,-7.93,-1.48
DOTUSDT,lev_1h,24h,-2.85,-14.0,-0.81,-14.07,-3.55
DOTUSDT,lev_4h,1h,0.47,-0.92,-0.41,-1.14,0.61
DOTUSDT,lev_4h,4h,2.0,-2.01,-0.59,-3.73,-1.26
DOTUSDT,lev_4h,8h,0.33,-4.06,-1.87,-5.26,-0.54
DOTUSDT,lev_4h,12h,-2.21,-6.65,-1.67,-5.9,-0.98
DOTUSDT,lev_4h,24h,-4.45,-14.22,-2.31,-12.64,-1.97
DOTUSDT,gap,1h,-0.66,0.0,0.43,0.1,-1.17
DOTUSDT,gap,4h,-2.51,-0.05,0.27,0.04,-3.24
DOTUSDT,gap,8h,-4.1,-1.02,0.09,-0.18,-5.85
DOTUSDT,gap,12h,-4.75,-0.69,-0.16,-1.61,-9.67
DOTUSDT,gap,24h,-11.36,-3.58,-1.52,-1.9,-16.78
DOTUSDT,gap_z,1h,-0.92,-0.04,0.49,-0.45,-0.6
DOTUSDT,gap_z,4h,-2.47,-0.65,-0.41,-0.18,-2.33
DOTUSDT,gap_z,8h,-3.47,-2.58,-1.1,-1.44,-3.58
DOTUSDT,gap_z,12h,-3.11,-2.74,-2.57,-2.71,-7.01
DOTUSDT,gap_z,24h,-7.6,-5.95,-7.31,-5.33,-9.42
DOTUSDT,gap_1h,1h,0.32,-1.07,-0.25,-0.07,-0.25
DOTUSDT,gap_1h,4h,-1.43,-0.71,-1.38,-2.33,0.31
DOTUSDT,gap_1h,8h,-0.53,-1.5,-0.61,-4.99,-3.51
DOTUSDT,gap_1h,12h,-1.59,-1.63,0.79,-5.65,-8.98
DOTUSDT,gap_1h,24h,-8.65,-4.37,-0.67,-6.1,-15.48
DOTUSDT,cash_1h,1h,-1.08,0.5,-0.6,-0.55,0.4
DOTUSDT,cash_1h,4h,-1.66,-0.74,-0.3,-0.59,-2.26
DOTUSDT,cash_1h,8h,-4.11,-2.11,0.36,-2.28,-3.01
DOTUSDT,cash_1h,12h,-6.4,-0.29,0.98,-4.5,-6.86
DOTUSDT,cash_1h,24h,-15.93,-3.13,0.01,-3.04,-13.18
DOTUSDT,gap_4h,1h,0.09,-0.15,-1.21,-0.65,0.53
DOTUSDT,gap_4h,4h,-0.76,-1.65,-0.78,-0.76,-1.65
DOTUSDT,gap_4h,8h,0.46,1.68,-1.27,-3.27,-8.98
DOTUSDT,gap_4h,12h,-3.31,0.43,1.61,-2.36,-13.76
DOTUSDT,gap_4h,24h,-12.0,-2.06,-0.74,2.0,-22.79
DOTUSDT,cash_4h,1h,-0.08,-0.27,-0.53,-1.07,0.56
DOTUSDT,cash_4h,4h,-1.58,-3.24,-0.2,-1.63,1.07
DOTUSDT,cash_4h,8h,-5.5,-1.61,2.18,-5.27,-1.19
DOTUSDT,cash_4h,12h,-7.53,3.23,3.07,-9.74,-6.44
DOTUSDT,cash_4h,24h,-18.19,-1.15,5.99,-4.98,-17.26
DOTUSDT,lead_1h,1h,1.81,-0.14,-0.88,-1.24,-0.88
DOTUSDT,lead_1h,4h,2.93,-1.68,-2.67,-2.28,-1.85
DOTUSDT,lead_1h,8h,1.83,-2.9,-5.04,-3.51,-1.51
DOTUSDT,lead_1h,12h,2.49,-4.03,-7.74,-5.79,-2.0
DOTUSDT,lead_1h,24h,0.62,-8.29,-14.14,-10.26,-3.2
DOTUSDT,lead_4h,1h,2.98,-0.05,-1.11,-1.85,-1.36
DOTUSDT,lead_4h,4h,3.15,-1.07,-2.43,-3.9,-1.33
DOTUSDT,lead_4h,8h,2.13,-3.71,-4.95,-5.0,0.14
DOTUSDT,lead_4h,12h,3.79,-5.51,-7.34,-7.23,-1.12
DOTUSDT,lead_4h,24h,5.91,-8.82,-14.9,-13.85,-3.93
LTCUSDT,ret_1h,1h,3.32,1.04,-0.58,-1.3,-2.39
LTCUSDT,ret_1h,4h,5.01,0.43,-1.37,-1.77,-1.97
LTCUSDT,ret_1h,8h,5.47,-0.0,-0.9,-1.03,-2.88
LTCUSDT,ret_1h,12h,3.53,-0.28,-0.97,-1.0,-0.25
LTCUSDT,ret_1h,24h,9.01,0.52,-0.76,-1.5,-5.29
LTCUSDT,ret_4h,1h,2.38,-0.1,-0.05,-0.55,-1.6
LTCUSDT,ret_4h,4h,4.9,0.79,-0.26,-3.04,-2.07
LTCUSDT,ret_4h,8h,5.09,-0.37,0.83,-2.42,-2.43
LTCUSDT,ret_4h,12h,2.76,-0.24,0.08,-2.62,1.09
LTCUSDT,ret_4h,24h,12.02,-1.28,-0.86,-0.91,-6.95
LTCUSDT,prem,1h,1.35,0.04,-0.28,0.23,-1.27
LTCUSDT,prem,4h,3.66,-0.18,-1.05,-0.16,-1.94
LTCUSDT,prem,8h,4.93,-0.12,-1.08,-1.28,-1.81
LTCUSDT,prem,12h,6.62,-0.55,-2.6,-1.21,-1.24
LTCUSDT,prem,24h,9.43,-1.24,-7.15,-1.86,2.78
LTCUSDT,prem_z,1h,2.47,0.19,-0.03,-0.66,-1.88
LTCUSDT,prem_z,4h,6.13,0.04,-1.09,-1.38,-3.33
LTCUSDT,prem_z,8h,7.67,-0.4,-1.93,-2.19,-2.44
LTCUSDT,prem_z,12h,8.56,0.74,-1.9,-2.6,-3.71
LTCUSDT,prem_z,24h,9.25,3.69,-2.03,-3.17,-6.13
LTCUSDT,dprem_1h,1h,1.76,-0.09,-0.15,-0.64,-0.8
LTCUSDT,dprem_1h,4h,4.05,0.05,-0.81,-1.72,-1.24
LTCUSDT,dprem_1h,8h,4.52,-0.35,-1.68,-2.43,0.6
LTCUSDT,dprem_1h,12h,5.65,-0.96,-1.66,-2.96,0.96
LTCUSDT,dprem_1h,24h,8.67,-3.38,-1.79,-4.57,3.05
LTCUSDT,dprem_4h,1h,2.97,0.17,-0.18,-0.94,-1.94
LTCUSDT,dprem_4h,4h,5.14,0.46,-1.55,-2.02,-1.71
LTCUSDT,dprem_4h,8h,6.3,-1.01,-2.26,-1.37,-0.96
LTCUSDT,dprem_4h,12h,7.52,-0.8,-1.82,-2.5,-1.34
LTCUSDT,dprem_4h,24h,10.06,-1.67,-2.58,-3.83,0.03
LTCUSDT,lev_1h,1h,-0.09,-0.22,-0.24,-0.37,0.99
LTCUSDT,lev_1h,4h,-0.19,-1.3,-0.63,-0.44,2.88
LTCUSDT,lev_1h,8h,-0.59,-2.32,-1.12,-0.92,5.6
LTCUSDT,lev_1h,12h,0.71,-3.34,-0.96,-1.13,5.76
LTCUSDT,lev_1h,24h,1.35,-5.11,-1.06,-3.03,9.84
LTCUSDT,lev_4h,1h,0.11,-0.49,-0.12,-0.3,0.87
LTCUSDT,lev_4h,4h,0.55,-0.97,-1.5,-0.83,3.07
LTCUSDT,lev_4h,8h,1.11,-0.92,-1.85,-1.87,4.24
LTCUSDT,lev_4h,12h,2.34,-1.28,-1.36,-2.76,4.11
LTCUSDT,lev_4h,24h,2.49,-2.06,-1.94,-4.45,7.98
LTCUSDT,gap,1h,-0.12,0.14,-0.56,0.16,0.47
LTCUSDT,gap,4h,0.09,0.16,0.18,0.05,-0.17
LTCUSDT,gap,8h,0.58,-0.03,0.93,-0.28,-0.63
LTCUSDT,gap,12h,1.78,0.28,0.82,-1.55,-0.39
LTCUSDT,gap,24h,2.99,0.57,0.21,-1.92,-0.02
LTCUSDT,gap_z,1h,-0.08,-0.07,-0.48,-0.04,0.77
LTCUSDT,gap_z,4h,-0.38,0.28,0.22,0.1,0.13
LTCUSDT,gap_z,8h,-0.51,0.49,1.09,0.3,-0.72
LTCUSDT,gap_z,12h,0.43,0.6,1.22,-0.22,-1.02
LTCUSDT,gap_z,24h,1.82,0.9,0.17,0.31,-1.74
LTCUSDT,gap_1h,1h,-0.21,-0.65,-0.37,0.48,0.84
LTCUSDT,gap_1h,4h,1.4,-1.68,-1.58,0.78,1.39
LTCUSDT,gap_1h,8h,1.32,-1.22,-0.84,1.02,0.35
LTCUSDT,gap_1h,12h,3.26,0.09,-0.23,-2.0,-0.12
LTCUSDT,gap_1h,24h,6.12,0.98,-1.04,-2.49,-1.6
LTCUSDT,cash_1h,1h,-0.08,-0.29,-0.19,0.32,0.32
LTCUSDT,cash_1h,4h,-0.22,0.89,-0.54,1.08,-0.89
LTCUSDT,cash_1h,8h,-0.1,2.02,0.29,0.6,-2.18
LTCUSDT,cash_1h,12h,1.31,3.16,1.44,-1.22,-3.68
LTCUSDT,cash_1h,24h,0.95,6.08,5.05,-3.22,-6.87
LTCUSDT,gap_4h,1h,0.85,-0.52,-0.41,-0.74,0.9
LTCUSDT,gap_4h,4h,2.05,0.66,-2.23,-0.8,0.64
LTCUSDT,gap_4h,8h,5.09,1.93,-3.38,-1.88,-1.05
LTCUSDT,gap_4h,12h,7.73,3.1,-2.15,-4.31,-3.3
LTCUSDT,gap_4h,24h,10.17,6.94,-5.28,-9.16,-0.66
LTCUSDT,cash_4h,1h,0.44,0.1,0.35,-0.34,-0.47
LTCUSDT,cash_4h,4h,-0.02,2.21,0.33,0.3,-2.49
LTCUSDT,cash_4h,8h,-0.25,4.95,1.62,-0.46,-5.15
LTCUSDT,cash_4h,12h,1.07,7.48,4.87,-3.02,-9.34
LTCUSDT,cash_4h,24h,2.51,3.65,7.03,3.72,-14.9
LTCUSDT,lead_1h,1h,1.53,0.02,-0.62,0.02,-0.88
LTCUSDT,lead_1h,4h,3.98,0.07,-0.92,-0.65,-2.15
LTCUSDT,lead_1h,8h,3.18,0.59,-1.55,-0.08,-1.49
LTCUSDT,lead_1h,12h,4.04,1.0,-1.92,0.1,-2.19
LTCUSDT,lead_1h,24h,5.47,1.4,-3.46,0.54,-1.96
LTCUSDT,lead_4h,1h,2.78,0.24,-0.2,-0.59,-2.16
LTCUSDT,lead_4h,4h,4.94,0.77,-0.77,-1.56,-3.05
LTCUSDT,lead_4h,8h,4.53,0.22,-0.42,-0.47,-3.16
LTCUSDT,lead_4h,12h,5.92,0.49,-0.8,-0.26,-4.29
LTCUSDT,lead_4h,24h,8.81,1.74,-3.04,-0.21,-5.29
