symbol,feature,horizon,ic,null_best,beats_null,spread_bps,monotone,clears_1x,clears_2x,years,same_sign_years,n
ETHUSDT,lead_1h,24h,-0.00661,0.00132,True,-8.55,0.5,False,False,7,0.86,698180
ETHUSDT,lead_4h,1h,-0.01865,0.00554,True,-4.55,1.0,False,False,7,1.0,698420
ETHUSDT,lead_4h,4h,-0.02227,0.00513,True,-11.23,0.75,False,False,7,0.86,698384
ETHUSDT,lead_4h,8h,-0.01677,0.00295,True,-12.55,0.5,False,False,7,1.0,698336
ETHUSDT,lead_4h,12h,-0.01537,0.00127,True,-11.68,0.75,False,False,7,1.0,698288
ETHUSDT,lead_4h,24h,-0.01187,0.00675,True,-15.93,0.5,True,False,7,0.86,698144
SOLUSDT,ret_1h,1h,-0.02514,0.00521,True,-0.11,0.75,False,False,7,1.0,623388
SOLUSDT,ret_1h,4h,-0.01361,0.00708,True,-3.01,0.75,False,False,7,0.86,623352
SOLUSDT,ret_1h,8h,-0.00859,0.00886,False,-7.64,0.75,False,False,7,0.86,623304
SOLUSDT,ret_1h,12h,-0.00528,0.00455,True,-3.02,0.75,False,False,7,0.57,623256
SOLUSDT,ret_1h,24h,-0.00635,0.00682,False,-6.56,0.75,False,False,7,0.86,623112
SOLUSDT,ret_4h,1h,-0.02843,0.0067,True,-0.05,0.75,False,False,7,1.0,623352
SOLUSDT,ret_4h,4h,-0.0239,0.00831,True,-7.27,0.75,False,False,7,0.86,623316
SOLUSDT,ret_4h,8h,-0.01135,0.01384,False,-10.25,0.75,False,False,7,0.57,623268
SOLUSDT,ret_4h,12h,-0.00998,0.01512,False,-6.01,0.5,False,False,7,0.71,623220
SOLUSDT,ret_4h,24h,-0.01361,0.01048,True,-14.7,0.5,True,False,7,0.86,623076
SOLUSDT,prem,1h,-0.00181,0.00278,False,0.41,0.5,False,False,7,0.86,623400
SOLUSDT,prem,4h,-0.00639,0.0057,True,4.61,0.5,False,False,7,0.86,623364
SOLUSDT,prem,8h,-0.00351,0.01522,False,14.69,0.5,True,False,7,0.71,623316
SOLUSDT,prem,12h,-0.0004,0.01313,False,25.85,0.75,True,False,7,0.71,623268
SOLUSDT,prem,24h,0.01295,0.03612,False,63.46,0.75,True,True,7,0.43,623124
SOLUSDT,prem_z,1h,-0.01415,0.00413,True,-2.71,0.75,False,False,7,0.86,623256
SOLUSDT,prem_z,4h,-0.02161,0.0065,True,-9.45,1.0,False,False,7,1.0,623220
