sym,feature,horizon,n,q1,q5,spread,abs_spread,monotone,years_same_sign,years,null_1d,beats_1d,null_1w,beats_1w,null_1mo,beats_1mo,beats_all_nulls,clears_taker1x,clears_taker2x,clears_mixed,clears_maker2x
LINKUSDT,dcrowd_4h,1h,493879,1.9406899139195124,-2.2429186129284235,-4.1836085268479355,4.1836085268479355,0.75,6,6,2.7018069929595905,True,2.834465941256018,True,3.1478472999595506,True,True,False,False,False,False
LINKUSDT,dcrowd_4h,2h,493867,3.730440764372968,-4.218567291043501,-7.949008055416469,7.949008055416469,0.75,6,6,5.67194305232399,True,5.602802664962039,True,5.13260475994862,True,True,False,False,False,False
LINKUSDT,dcrowd_4h,4h,493843,4.207454866549443,-8.237161439046876,-12.44461630559632,12.44461630559632,0.75,6,6,8.031839149221115,True,8.642194921830265,True,7.772829088253577,True,True,False,False,True,True
LINKUSDT,dcrowd_4h,8h,493795,7.857082797938174,-15.814807634624252,-23.671890432562428,23.671890432562428,0.75,6,6,15.063107308318973,True,12.748742136098716,True,25.785211866995645,False,False,True,False,True,True
LINKUSDT,dcrowd_4h,24h,493603,-7.2396782496500025,-22.43367892348727,-15.19400067383727,15.19400067383727,0.75,5,6,28.712952437429013,False,42.15143096212602,False,34.07533920453002,False,False,True,False,True,True
DOTUSDT,size_z,1h,407019,-1.003006085857795,-0.8052153892519441,0.1977906966058508,0.1977906966058508,0.75,5,6,3.1315415845883585,False,2.646005554744902,False,3.579025306517795,False,False,False,False,False,False
DOTUSDT,size_z,2h,407007,-1.8743493990390392,-1.1323769591111452,0.741972439927894,0.741972439927894,0.75,4,6,6.698154507483881,False,7.611468622349807,False,6.33317161794096,False,False,False,False,False,False
DOTUSDT,size_z,4h,406983,-1.8517433653503754,-3.235486928833053,-1.3837435634826776,1.3837435634826776,0.5,2,6,9.663373592914716,False,12.286235617215459,False,10.95341662015261,False,False,False,False,False,False
DOTUSDT,size_z,8h,406935,-3.32474949510455,-3.715754127004663,-0.3910046319001128,0.3910046319001128,0.5,3,6,25.938070872397432,False,15.67714682595488,False,24.955353195485976,False,False,False,False,False,False
DOTUSDT,size_z,24h,406743,-22.54341003441343,-1.1607464847482996,21.382663549665132,21.382663549665132,0.75,5,6,45.87225991482224,False,52.37847614691544,False,34.585469208347206,False,False,True,False,True,True
DOTUSDT,crowd_z,1h,493734,1.5595860194979345,-1.205075260844818,-2.764661280342753,2.764661280342753,0.75,5,6,4.3699496398338376,False,2.8000568567367705,False,3.156323137508897,False,False,False,False,False,False
DOTUSDT,crowd_z,2h,493722,2.276461651950427,-2.7805423200875214,-5.057003972037949,5.057003972037949,0.75,6,6,5.030457820371623,True,3.9852266877986713,True,6.516533378876277,False,False,False,False,False,False
DOTUSDT,crowd_z,4h,493698,2.895348374090241,-6.829944662909805,-9.725293037000046,9.725293037000046,1.0,6,6,8.91432460699952,True,11.30725871574526,False,7.4513175020819045,True,False,False,False,True,True
DOTUSDT,crowd_z,8h,493650,0.6796465380267149,-10.831136505376541,-11.510783043403256,11.510783043403256,1.0,4,6,17.27850083359994,False,25.394060505002766,False,17.917729291966527,False,False,False,False,True,True
DOTUSDT,crowd_z,24h,493458,-22.036300424149157,-21.12549411836313,0.9108063057860285,0.9108063057860285,0.5,4,6,48.21109515393925,False,40.973328230639524,False,42.037282751380516,False,False,False,False,False,False
DOTUSDT,disagree,1h,407017,-1.5914589224170428,1.0252217742653558,2.6166806966823986,2.6166806966823986,0.5,6,6,2.4151699900474917,True,3.2178331521236565,False,2.7023816500713513,False,False,False,False,False,False
DOTUSDT,disagree,2h,407005,-2.925345963168566,2.2687116895234203,5.194057652691987,5.194057652691987,0.5,6,6,5.040058338158419,True,5.228766284970053,False,4.76359151048574,True,False,False,False,False,False
DOTUSDT,disagree,4h,406981,-4.838707250400721,3.4069653169225673,8.245672567323288,8.245672567323288,0.5,6,6,11.31850380849918,False,13.207890014707768,False,9.425519232799987,False,False,False,False,False,True
DOTUSDT,disagree,8h,406933,-7.183509791751022,2.4720012411106533,9.655511032861675,9.655511032861675,0.75,5,6,23.431626848350437,False,20.64055447186219,False,28.50625441823594,False,False,False,False,True,True
DOTUSDT,disagree,24h,406741,-12.470984938705751,8.498434065716525,20.969419004422278,20.969419004422278,0.5,5,6,43.80719238580703,False,37.94083910694944,False,35.14072199644482,False,False,True,False,True,True
DOTUSDT,dcrowd_4h,1h,493880,1.2976639832297894,-2.139168510626672,-3.4368324938564614,3.4368324938564614,0.5,5,6,3.3970264566325152,True,2.4912837815060183,True,3.692606150063224,False,False,False,False,False,False
DOTUSDT,dcrowd_4h,2h,493868,1.5926124310289858,-4.653404473711999,-6.246016904740984,6.246016904740984,0.75,5,6,6.032586827103385,True,4.10775530451042,True,5.309838449915366,True,True,False,False,False,False
DOTUSDT,dcrowd_4h,4h,493844,2.1725770786680836,-10.301920740551653,-12.474497819219737,12.474497819219737,0.75,5,6,8.382434840914975,True,12.368961263647488,True,10.14741716609431,True,True,False,False,True,True
DOTUSDT,dcrowd_4h,8h,493796,0.979214750865962,-15.390382143798355,-16.369596894664316,16.369596894664316,1.0,5,6,19.968130671820333,False,19.240487686105897,False,12.373486226256185,True,False,True,False,True,True
DOTUSDT,dcrowd_4h,24h,493604,-19.302937661393052,-27.63964130384091,-8.336703642447858,8.336703642447858,0.5,4,6,37.3917586499302,False,18.11602369769109,False,28.58239136856439,False,False,False,False,False,True
LTCUSDT,size_z,1h,406972,-1.7886932879449526,0.17105363447527108,1.9597469224202237,1.9597469224202237,0.75,6,6,3.022659851795788,False,3.258962005059897,False,2.1427091414510495,False,False,False,False,False,False
LTCUSDT,size_z,2h,406960,-3.707292012913267,1.0027579018826274,4.710049914795895,4.710049914795895,1.0,6,6,4.469720934337149,True,4.933057771806224,False,5.4918301958733435,False,False,False,False,False,False
LTCUSDT,size_z,4h,406936,-7.241220107911753,4.2543815566800784,11.495601664591831,11.495601664591831,1.0,6,6,11.88766031730195,False,9.985703482343528,True,6.143329595959181,True,False,False,False,True,True
LTCUSDT,size_z,8h,406888,-12.608174268650231,7.450503145560919,20.05867741421115,20.05867741421115,1.0,5,6,18.941607172445824,True,13.142605041340087,True,20.927698276346234,False,False,True,False,True,True
LTCUSDT,size_z,24h,406696,-19.4770814832237,5.944537600470059,25.42161908369376,25.42161908369376,0.75,4,6,33.076722372596095,False,37.72934254340067,False,37.397402386470745,False,False,True,False,True,True
LTCUSDT,crowd_z,1h,492248,0.8363320677941464,-1.1118052880101656,-1.948137355804312,1.948137355804312,0.5,5,6,2.8928879337535305,False,3.6009598372887455,False,2.6868318766814356,False,False,False,False,False,False
LTCUSDT,crowd_z,2h,492236,1.2391841273640345,-2.165872842083747,-3.4050569694477817,3.4050569694477817,0.5,4,6,3.3040877415936674,True,4.626392918072748,False,5.698346418724503,False,False,False,False,False,False
LTCUSDT,crowd_z,4h,492212,1.898732546357995,-3.769355495689434,-5.668088042047429,5.668088042047429,0.5,5,6,13.944749175254795,False,8.280015294163519,False,11.111843135060498,False,False,False,False,False,False
LTCUSDT,crowd_z,8h,492164,3.5002998472382165,-9.471674635733425,-12.971974482971643,12.971974482971643,0.5,6,6,13.058856931890046,False,14.398334711534257,False,22.39767883679675,False,False,False,False,True,True
LTCUSDT,crowd_z,24h,491972,-10.065930843648005,-16.213341476606704,-6.1474106329586995,6.1474106329586995,0.5,3,6,45.923378832187424,False,34.92505340648464,False,28.0526990906746,False,False,False,False,False,False
LTCUSDT,disagree,1h,406970,-1.5477303201882089,1.7423379785815754,3.2900682987697842,3.2900682987697842,0.5,5,6,2.5749032041961497,True,3.3546147157782444,False,2.6237828108087733,True,False,False,False,False,False
LTCUSDT,disagree,2h,406958,-3.5577938073582756,3.215173007433353,6.772966814791628,6.772966814791628,0.5,5,6,6.393822122278838,True,7.235274935855595,False,5.729681357666056,True,False,False,False,False,False
LTCUSDT,disagree,4h,406934,-6.668284629558167,7.174880562923751,13.84316519248192,13.84316519248192,0.5,6,6,10.855170211849233,True,8.375330190419026,True,10.91107600099902,True,True,False,False,True,True
LTCUSDT,disagree,8h,406886,-13.526863892446755,14.640383112587452,28.167247005034206,28.167247005034206,1.0,5,6,14.888716496619896,True,17.414901932933184,True,22.163581183914065,True,True,True,True,True,True
LTCUSDT,disagree,24h,406694,-17.003942597062142,11.817340073151495,28.821282670213638,28.821282670213638,1.0,5,6,25.590636353720257,True,35.550184807019406,False,35.81813675887347,False,False,True,True,True,True
LTCUSDT,dcrowd_4h,1h,492396,-0.5878950394764659,-0.9526275121175944,-0.3647324726411285,0.3647324726411285,0.75,3,6,2.113046366597251,False,2.4979722374927587,False,2.1862295946655825,False,False,False,False,False,False
LTCUSDT,dcrowd_4h,2h,492384,-1.0887378691476062,-1.6595476444592088,-0.5708097753116026,0.5708097753116026,0.5,3,6,3.977013558890257,False,5.163667144934645,False,3.732467018622316,False,False,False,False,False,False
LTCUSDT,dcrowd_4h,4h,492360,-2.356449576435148,-2.3103834876379863,0.046066088797161786,0.046066088797161786,0.5,2,6,9.393628668811253,False,7.797411765834053,False,8.240842830999533,False,False,False,False,False,False
LTCUSDT,dcrowd_4h,8h,492312,-1.1698843923349704,-6.20736026436517,-5.0374758720302,5.0374758720302,0.5,5,6,12.657396150229822,False,14.531802769896046,False,16.974003238399796,False,False,False,False,False,False
LTCUSDT,dcrowd_4h,24h,492120,-10.059991007587625,-19.698324869954128,-9.638333862366503,9.638333862366503,0.75,3,6,30.828255223772715,False,21.966918930461507,False,16.165283274506116,False,False,False,False,True,True
BNBUSDT,size_z,1h,407012,0.7807959485453522,-0.060605083361473945,-0.8414010319068261,0.8414010319068261,0.5,4,6,2.326950992000766,False,1.9745766275484455,False,2.0916807767842966,False,False,False,False,False,False
BNBUSDT,size_z,2h,407000,1.1894915906441115,-0.3624940769405343,-1.5519856675846457,1.5519856675846457,0.5,4,6,3.4398231600030966,False,4.329966139135029,False,2.164057317940391,False,False,False,False,False,False
BNBUSDT,size_z,4h,406976,1.0731801111218071,-1.3469152875630999,-2.420095398684907,2.420095398684907,0.5,4,6,5.466610448034294,False,6.497729474279589,False,7.732113782097008,False,False,False,False,False,False
BNBUSDT,size_z,8h,406928,-1.3532797334289435,-5.265030784406075,-3.911751050977131,3.911751050977131,0.5,4,6,13.536444758600261,False,13.441001808260046,False,15.821666228787143,False,False,False,False,False,False
BNBUSDT,size_z,24h,406736,-0.5386886568984932,-5.037907183008373,-4.499218526109879,4.499218526109879,0.5,5,6,28.748668326008517,False,40.80295636213978,False,38.7310221994797,False,False,False,False,False,False
BNBUSDT,crowd_z,1h,493729,1.164172833213214,-0.7117639302912301,-1.875936763504444,1.875936763504444,0.75,6,6,1.9442967738662502,False,2.3020709522810643,False,1.6151441438317864,True,False,False,False,False,False
BNBUSDT,crowd_z,2h,493717,1.849231842293492,-1.444473791060097,-3.2937056333535892,3.2937056333535892,0.5,6,6,3.483717089714446,False,3.146629580744624,True,3.8636069367525705,False,False,False,False,False,False
BNBUSDT,crowd_z,4h,493693,3.614968365005511,-1.8453612921339901,-5.460329657139501,5.460329657139501,0.75,6,6,6.628662034961513,False,6.508204538382053,False,5.299992179885568,True,False,False,False,False,False
BNBUSDT,crowd_z,8h,493645,6.118647002078656,-2.3395246746342804,-8.458171676712936,8.458171676712936,0.75,6,6,11.817509806291136,False,9.03834859732345,False,9.344858518321193,False,False,False,False,False,True
BNBUSDT,crowd_z,24h,493453,7.3866206772151015,-9.209054419482625,-16.595675096697725,16.595675096697725,0.75,4,6,38.88607873620293,False,27.622432840587514,False,28.378851539595914,False,False,True,False,True,True
BNBUSDT,disagree,1h,407010,-0.3875577980793762,0.3217528442472361,0.7093106423266122,0.7093106423266122,0.5,2,6,1.7991123353743257,False,2.1526272553190338,False,1.536072893502197,False,False,False,False,False,False
BNBUSDT,disagree,2h,406998,-0.3754517571101906,1.2939607529078703,1.6694125100180608,1.6694125100180608,1.0,2,6,3.3353311588981347,False,5.146776273528616,False,3.1239480839746356,False,False,False,False,False,False
BNBUSDT,disagree,4h,406974,0.36461596417004655,1.7904936833071996,1.425877719137153,1.425877719137153,0.75,3,6,6.257294727683781,False,6.417472541801693,False,6.645856419352681,False,False,False,False,False,False
BNBUSDT,disagree,8h,406926,-0.7542586473135026,3.0322431129195526,3.786501760233055,3.786501760233055,0.5,3,6,14.86665867343833,False,9.056441607593555,False,15.946394337071148,False,False,False,False,False,False
BNBUSDT,disagree,24h,406734,-0.06573235619631768,6.0577538444176495,6.123486200613967,6.123486200613967,0.5,3,6,36.64930522767115,False,46.83791599434545,False,37.18096897157285,False,False,False,False,False,False
BNBUSDT,dcrowd_4h,1h,493876,1.1682753194270927,-0.7678652878951172,-1.9361406073222098,1.9361406073222098,0.75,6,6,2.1208657222528418,False,2.4961049661879233,False,1.9637609933684077,False,False,False,False,False,False
BNBUSDT,dcrowd_4h,2h,493864,1.6647381199062825,-1.4530931974948367,-3.1178313174011194,3.1178313174011194,0.5,5,6,3.5998846483917353,False,5.070812572021769,False,2.980190596620875,True,False,False,False,False,False
BNBUSDT,dcrowd_4h,4h,493840,2.5488657279361098,-2.4598575834022407,-5.0087233113383505,5.0087233113383505,0.5,6,6,6.229904371230221,False,7.379775741872717,False,8.46885494988515,False,False,False,False,False,False
BNBUSDT,dcrowd_4h,8h,493792,3.5414854584835678,-4.571123273597139,-8.112608732080707,8.112608732080707,1.0,5,6,9.62144786354541,False,7.759606939250714,True,9.49643878955254,False,False,False,False,False,True
BNBUSDT,dcrowd_4h,24h,493600,2.7708349813800512,-10.80728516652774,-13.578120147907791,13.578120147907791,0.75,4,6,19.70341286268992,False,14.238716374282664,False,25.887734822721235,False,False,False,False,True,True
