symbol,feature,horizon,ic,null_best,beats_null,spread_bps,monotone,clears_2x,same_sign_years,n
ADAUSDT,breadth,4h,0.00046,0.01243,False,-9.79,0.5,False,0.5,41138
ADAUSDT,breadth,8h,-0.0057,0.01987,False,-16.82,0.5,False,0.33,41134
ADAUSDT,breadth,24h,-0.00352,0.02533,False,-17.68,0.75,False,0.67,41118
ADAUSDT,disp,1h,-0.00611,0.00682,False,1.77,0.5,False,1.0,41141
ADAUSDT,disp,4h,-0.0079,0.00677,True,2.42,0.5,False,0.83,41138
ADAUSDT,disp,8h,-0.00858,0.01655,False,-0.93,0.5,False,0.67,41134
ADAUSDT,disp,24h,-0.0138,0.01886,False,-6.65,0.5,False,0.5,41118
ADAUSDT,sys_gap,1h,-0.00137,0.00547,False,2.89,0.5,False,0.33,33915
ADAUSDT,sys_gap,4h,0.00367,0.00875,False,6.98,0.5,False,0.67,33912
ADAUSDT,sys_gap,8h,0.00402,0.00894,False,13.52,0.5,False,0.67,33908
ADAUSDT,sys_gap,24h,0.01497,0.02365,False,25.4,0.5,False,0.83,33892
ADAUSDT,idio,1h,0.00658,0.00556,True,-0.67,0.5,False,0.67,41141
ADAUSDT,idio,4h,0.00895,0.01541,False,1.01,0.75,False,0.67,41138
ADAUSDT,idio,8h,0.00468,0.01092,False,-1.17,0.5,False,0.67,41134
ADAUSDT,idio,24h,0.00689,0.0079,False,-8.98,0.75,False,0.33,41118
ADAUSDT,dsys_12,1h,-0.00727,0.00531,True,-3.15,1.0,False,0.5,41131
ADAUSDT,dsys_12,4h,-0.00582,0.00385,True,-4.51,0.75,False,0.5,41128
ADAUSDT,dsys_12,8h,-0.01196,0.00557,True,-6.02,0.5,False,1.0,41124
ADAUSDT,dsys_12,24h,-0.00693,0.00544,True,-7.52,0.5,False,0.67,41108
ADAUSDT,down_12,1h,-0.01063,0.00613,True,-3.61,1.0,False,0.67,41131
ADAUSDT,down_12,4h,-0.00525,0.00559,False,-3.36,0.75,False,0.67,41128
ADAUSDT,down_12,8h,-0.00552,0.00586,False,0.71,0.5,False,0.83,41124
ADAUSDT,down_12,24h,-0.00338,0.00396,False,-2.16,0.75,False,0.83,41108
ADAUSDT,dsys_48,1h,-0.00062,0.00606,False,-3.15,1.0,False,0.33,41125
ADAUSDT,dsys_48,4h,-0.00926,0.00865,True,-9.87,0.75,False,0.83,41122
ADAUSDT,dsys_48,8h,-0.01559,0.00615,True,-11.55,0.5,False,0.83,41118
ADAUSDT,dsys_48,24h,-0.00429,0.00697,False,-1.35,0.5,False,0.67,41102
ADAUSDT,down_48,1h,0.00224,0.00486,False,-3.26,0.75,False,0.5,41125
ADAUSDT,down_48,4h,0.00268,0.01704,False,-2.34,0.5,False,0.5,41122
ADAUSDT,down_48,8h,-0.00138,0.00575,False,1.62,0.5,False,0.67,41118
ADAUSDT,down_48,24h,-0.00127,0.00411,False,-6.99,0.5,False,0.5,41102
ADAUSDT,dsys_144,1h,-0.00023,0.00441,False,-2.02,0.5,False,0.5,41109
ADAUSDT,dsys_144,4h,-0.01484,0.01891,False,-11.82,0.75,False,1.0,41106
ADAUSDT,dsys_144,8h,-0.02511,0.01076,True,-18.98,0.75,False,1.0,41102
ADAUSDT,dsys_144,24h,0.00327,0.01822,False,4.61,0.5,False,0.67,41086
ADAUSDT,down_144,1h,0.00219,0.00126,True,-1.7,0.75,False,0.67,41109
ADAUSDT,down_144,4h,-0.00784,0.01328,False,-4.69,0.5,False,0.67,41106
ADAUSDT,down_144,8h,-0.02224,0.00919,True,-10.39,0.75,False,1.0,41102
ADAUSDT,down_144,24h,0.00314,0.00351,False,0.06,0.75,False,0.5,41086
AVAXUSDT,own,1h,-0.01347,0.00771,True,-4.32,1.0,False,0.67,41137
AVAXUSDT,own,4h,-0.03099,0.0105,True,-11.65,0.75,False,0.83,41134
AVAXUSDT,own,8h,-0.0393,0.01076,True,-21.97,0.75,False,0.83,41130
AVAXUSDT,own,24h,-0.0309,0.01692,True,-32.27,0.75,True,0.67,41114
AVAXUSDT,sys,1h,-0.00763,0.0023,True,-7.28,1.0,False,0.67,41141
AVAXUSDT,sys,4h,-0.02526,0.01373,True,-22.46,1.0,False,0.67,41138
AVAXUSDT,sys,8h,-0.03417,0.01293,True,-32.49,0.75,True,0.67,41134
AVAXUSDT,sys,24h,-0.0212,0.00673,True,-38.16,0.75,True,0.67,41118
AVAXUSDT,breadth,1h,-0.00651,0.00223,True,-6.97,0.75,False,0.67,41141
AVAXUSDT,breadth,4h,-0.02253,0.01026,True,-19.64,0.75,False,0.83,41138
AVAXUSDT,breadth,8h,-0.03361,0.01624,True,-34.81,0.75,True,0.83,41134
AVAXUSDT,breadth,24h,-0.02494,0.00879,True,-47.03,0.75,True,0.67,41118
AVAXUSDT,disp,1h,-0.00523,0.00794,False,-0.43,0.5,False,0.83,41141
AVAXUSDT,disp,4h,-0.01331,0.00961,True,-2.71,0.5,False,0.83,41138
AVAXUSDT,disp,8h,-0.01367,0.01692,False,-10.69,0.75,False,0.67,41134
AVAXUSDT,disp,24h,-0.01735,0.01033,True,-21.51,0.75,False,0.5,41118
AVAXUSDT,sys_gap,1h,0.00767,0.00515,True,4.72,0.5,False,0.67,33915
AVAXUSDT,sys_gap,4h,0.01662,0.01054,True,17.47,1.0,False,0.67,33912
AVAXUSDT,sys_gap,8h,0.02079,0.02287,False,29.16,0.75,True,0.67,33908
AVAXUSDT,sys_gap,24h,0.02099,0.00679,True,38.55,0.5,True,0.67,33892
AVAXUSDT,idio,1h,-0.00928,0.00748,True,-0.84,0.75,False,0.67,41137
AVAXUSDT,idio,4h,-0.01789,0.00797,True,-2.43,0.75,False,0.5,41134
AVAXUSDT,idio,8h,-0.02039,0.00945,True,-5.93,0.75,False,0.5,41130
AVAXUSDT,idio,24h,-0.02069,0.02151,False,-21.2,1.0,False,0.67,41114
AVAXUSDT,dsys_12,1h,-0.0067,0.00601,True,-2.97,0.5,False,0.83,41131
AVAXUSDT,dsys_12,4h,-0.00491,0.0098,False,-4.61,0.75,False,0.67,41128
AVAXUSDT,dsys_12,8h,-0.00993,0.00279,True,-3.76,0.75,False,0.67,41124
AVAXUSDT,dsys_12,24h,-0.00827,0.00464,True,-11.66,0.5,False,0.83,41108
AVAXUSDT,down_12,1h,-0.01008,0.00861,True,-0.64,0.75,False,0.83,41123
AVAXUSDT,down_12,4h,-0.00512,0.00969,False,-4.37,0.5,False,0.5,41120
AVAXUSDT,down_12,8h,-0.00593,0.00337,True,-6.0,0.5,False,0.67,41116
AVAXUSDT,down_12,24h,-0.01105,0.01005,True,-10.93,0.5,False,0.83,41100
AVAXUSDT,dsys_48,1h,-0.00326,0.00825,False,-3.14,0.75,False,0.67,41125
AVAXUSDT,dsys_48,4h,-0.00933,0.01139,False,-8.86,0.75,False,0.83,41122
AVAXUSDT,dsys_48,8h,-0.01792,0.00559,True,-11.14,0.5,False,0.83,41118
AVAXUSDT,dsys_48,24h,-0.00899,0.00911,False,-11.03,1.0,False,0.83,41102
AVAXUSDT,down_48,1h,-0.00587,0.00645,False,-2.79,0.5,False,0.67,41117
AVAXUSDT,down_48,4h,-0.01018,0.00729,True,-4.11,0.5,False,0.67,41114
AVAXUSDT,down_48,8h,-0.01386,0.00601,True,-8.91,0.5,False,0.67,41110
AVAXUSDT,down_48,24h,-0.0124,0.01459,False,-12.93,0.75,False,0.67,41094
AVAXUSDT,dsys_144,1h,-0.00337,0.01105,False,-2.81,0.75,False,0.5,41109
AVAXUSDT,dsys_144,4h,-0.02042,0.01911,True,-12.97,0.75,False,1.0,41106
AVAXUSDT,dsys_144,8h,-0.03741,0.01276,True,-27.52,0.75,False,1.0,41102
AVAXUSDT,dsys_144,24h,-0.00434,0.01631,False,-24.41,0.5,False,0.67,41086
AVAXUSDT,down_144,1h,-0.00702,0.01268,False,-1.89,0.75,False,0.67,41101
AVAXUSDT,down_144,4h,-0.01279,0.0201,False,-3.42,0.5,False,0.67,41098
AVAXUSDT,down_144,8h,-0.02192,0.00709,True,-12.57,1.0,False,0.67,41094
AVAXUSDT,down_144,24h,-0.01861,0.02162,False,-28.67,0.75,True,0.83,41078
LINKUSDT,own,1h,-0.00535,0.00671,False,-5.09,0.75,False,0.83,41141
LINKUSDT,own,4h,-0.01952,0.01281,True,-14.43,0.75,False,0.83,41138
LINKUSDT,own,8h,-0.02688,0.01072,True,-25.38,0.75,False,0.83,41134
LINKUSDT,own,24h,-0.00974,0.01305,False,-15.51,1.0,False,0.67,41118
LINKUSDT,sys,1h,-0.00298,0.00507,False,-5.49,1.0,False,0.5,41141
LINKUSDT,sys,4h,-0.01308,0.01555,False,-15.24,1.0,False,0.83,41138
LINKUSDT,sys,8h,-0.02168,0.0101,True,-21.1,0.75,False,1.0,41134
LINKUSDT,sys,24h,-0.00932,0.02898,False,-28.0,0.75,True,0.67,41118
LINKUSDT,breadth,1h,-0.00273,0.00615,False,-5.61,0.75,False,0.5,41141
LINKUSDT,breadth,4h,-0.01148,0.01597,False,-15.44,0.75,False,0.83,41138
LINKUSDT,breadth,8h,-0.01971,0.00859,True,-23.64,0.75,False,0.83,41134
LINKUSDT,breadth,24h,-0.01205,0.03093,False,-36.19,0.75,True,0.83,41118
LINKUSDT,disp,1h,-0.00302,0.009,False,1.09,0.5,False,0.67,41141
LINKUSDT,disp,4h,-0.00409,0.0064,False,4.13,0.5,False,0.67,41138
LINKUSDT,disp,8h,-0.00601,0.01531,False,-0.65,0.5,False,0.67,41134
LINKUSDT,disp,24h,-0.01066,0.00837,True,-23.17,0.75,False,0.67,41118
LINKUSDT,sys_gap,1h,0.003,0.00711,False,3.04,0.5,False,0.67,33915
LINKUSDT,sys_gap,4h,0.0094,0.0089,True,10.46,0.5,False,0.83,33912
LINKUSDT,sys_gap,8h,0.01168,0.01277,False,15.99,0.75,False,0.83,33908
LINKUSDT,sys_gap,24h,0.01873,0.0118,True,37.84,0.75,True,0.83,33892
LINKUSDT,idio,1h,-0.00603,0.00633,False,-2.69,0.75,False,0.83,41141
LINKUSDT,idio,4h,-0.01725,0.01392,True,-8.32,1.0,False,0.83,41138
LINKUSDT,idio,8h,-0.01962,0.01401,True,-16.37,0.75,False,0.83,41134
LINKUSDT,idio,24h,-0.00686,0.0049,True,1.45,0.5,False,0.67,41118
LINKUSDT,dsys_12,1h,-0.01019,0.00409,True,-3.08,0.75,False,0.83,41131
LINKUSDT,dsys_12,4h,-0.00513,0.0039,True,-2.87,0.75,False,0.67,41128
LINKUSDT,dsys_12,8h,-0.00702,0.00722,False,-1.51,0.75,False,0.67,41124
LINKUSDT,dsys_12,24h,-0.005,0.00355,True,-3.63,0.5,False,0.83,41108
LINKUSDT,down_12,1h,-0.01074,0.00566,True,-3.06,0.75,False,0.83,41130
LINKUSDT,down_12,4h,-0.00603,0.01022,False,-3.63,0.75,False,0.67,41127
LINKUSDT,down_12,8h,-0.00831,0.00775,True,-3.82,0.75,False,0.67,41123
LINKUSDT,down_12,24h,-0.01153,0.0025,True,-14.66,0.75,False,1.0,41107
LINKUSDT,dsys_48,1h,-0.003,0.0056,False,-2.2,0.75,False,0.5,41125
LINKUSDT,dsys_48,4h,-0.00557,0.00486,True,-6.87,0.75,False,0.83,41122
LINKUSDT,dsys_48,8h,-0.01084,0.00779,True,-7.53,0.5,False,0.67,41118
LINKUSDT,dsys_48,24h,-0.0034,0.00631,False,5.49,0.5,False,0.5,41102
LINKUSDT,down_48,1h,-0.00183,0.01351,False,-2.35,0.75,False,0.5,41124
LINKUSDT,down_48,4h,-0.00907,0.01406,False,-6.72,0.75,False,0.67,41121
LINKUSDT,down_48,8h,-0.01617,0.00476,True,-11.0,0.5,False,0.83,41117
LINKUSDT,down_48,24h,-0.00976,0.00573,True,-6.4,0.5,False,0.83,41101
LINKUSDT,dsys_144,1h,-0.00394,0.00943,False,-1.83,0.5,False,0.67,41109
LINKUSDT,dsys_144,4h,-0.0166,0.01351,True,-10.49,1.0,False,1.0,41106
LINKUSDT,dsys_144,8h,-0.03007,0.00775,True,-20.26,0.75,False,1.0,41102
LINKUSDT,dsys_144,24h,0.00217,0.01958,False,-4.55,0.5,False,0.5,41086
LINKUSDT,down_144,1h,-0.00606,0.00861,False,-3.16,0.5,False,0.83,41109
LINKUSDT,down_144,4h,-0.0223,0.02786,False,-13.29,0.75,False,1.0,41106
LINKUSDT,down_144,8h,-0.03405,0.01486,True,-25.21,0.75,False,1.0,41102
LINKUSDT,down_144,24h,-0.01031,0.00697,True,-18.29,0.75,False,0.83,41086
DOTUSDT,own,1h,0.00122,0.0076,False,-2.47,0.5,False,0.33,41141
DOTUSDT,own,4h,-0.00831,0.01456,False,-8.42,0.75,False,0.67,41138
DOTUSDT,own,8h,-0.01191,0.01116,True,-9.78,0.75,False,0.67,41134
DOTUSDT,own,24h,0.0004,0.01683,False,5.96,0.5,False,0.33,41118
DOTUSDT,sys,1h,-0.00314,0.00573,False,-5.13,1.0,False,0.67,41141
DOTUSDT,sys,4h,-0.01051,0.00809,True,-15.27,1.0,False,0.67,41138
DOTUSDT,sys,8h,-0.01572,0.01383,True,-22.59,0.75,False,0.67,41134
DOTUSDT,sys,24h,0.00241,0.02636,False,-14.2,0.5,False,0.5,41118
DOTUSDT,breadth,1h,-0.00157,0.00688,False,-4.26,0.75,False,0.5,41141
DOTUSDT,breadth,4h,-0.00756,0.00803,False,-12.99,0.75,False,0.67,41138
DOTUSDT,breadth,8h,-0.0126,0.01176,True,-22.43,0.75,False,0.67,41134
DOTUSDT,breadth,24h,-0.00086,0.02602,False,-18.26,0.75,False,0.5,41118
DOTUSDT,disp,1h,-0.0032,0.0066,False,0.7,0.5,False,0.5,41141
DOTUSDT,disp,4h,-0.00136,0.00569,False,4.06,0.5,False,0.67,41138
DOTUSDT,disp,8h,-0.00457,0.01857,False,-1.49,0.5,False,0.5,41134
DOTUSDT,disp,24h,-0.01996,0.0277,False,-28.2,0.75,True,0.83,41118
DOTUSDT,sys_gap,1h,0.00443,0.00795,False,3.45,0.75,False,0.83,33915
DOTUSDT,sys_gap,4h,0.0099,0.00699,True,10.74,0.5,False,0.67,33912
DOTUSDT,sys_gap,8h,0.00992,0.00662,True,17.3,0.75,False,0.67,33908
DOTUSDT,sys_gap,24h,0.02188,0.01541,True,32.74,0.5,True,0.83,33892
DOTUSDT,idio,1h,0.00524,0.00717,False,2.23,0.5,False,0.83,41141
DOTUSDT,idio,4h,0.0009,0.02169,False,0.28,0.5,False,0.33,41138
DOTUSDT,idio,8h,0.00094,0.02083,False,0.77,0.5,False,0.33,41134
DOTUSDT,idio,24h,0.00034,0.01262,False,10.16,0.5,False,0.33,41118
DOTUSDT,dsys_12,1h,-0.00969,0.00942,True,-2.01,0.75,False,0.83,41131
DOTUSDT,dsys_12,4h,-0.00833,0.00508,True,-3.16,0.75,False,0.67,41128
DOTUSDT,dsys_12,8h,-0.01327,0.00615,True,-3.28,0.75,False,0.83,41124
DOTUSDT,dsys_12,24h,-0.00674,0.0079,False,-3.32,0.5,False,0.83,41108
DOTUSDT,down_12,1h,0.00089,0.01186,False,-0.61,0.5,False,0.83,41131
DOTUSDT,down_12,4h,0.00045,0.00554,False,-3.14,0.5,False,0.83,41128
DOTUSDT,down_12,8h,-0.00747,0.0046,True,-6.48,0.5,False,0.67,41124
DOTUSDT,down_12,24h,-0.01109,0.0087,True,-3.97,0.5,False,0.83,41108
DOTUSDT,dsys_48,1h,-0.00249,0.00561,False,-1.78,0.5,False,0.5,41125
DOTUSDT,dsys_48,4h,-0.00841,0.00182,True,-7.75,0.5,False,0.67,41122
DOTUSDT,dsys_48,8h,-0.01794,0.00844,True,-10.67,0.75,False,1.0,41118
DOTUSDT,dsys_48,24h,0.00158,0.00711,False,3.43,0.5,False,0.5,41102
DOTUSDT,down_48,1h,0.00438,0.00693,False,-1.33,0.5,False,0.83,41125
DOTUSDT,down_48,4h,-0.00722,0.00624,True,-9.51,0.5,False,0.67,41122
DOTUSDT,down_48,8h,-0.01567,0.00479,True,-10.01,0.75,False,0.83,41118
DOTUSDT,down_48,24h,-0.01126,0.00804,True,-6.13,0.75,False,0.83,41102
DOTUSDT,dsys_144,1h,-0.00482,0.01085,False,-2.49,0.75,False,0.83,41109
DOTUSDT,dsys_144,4h,-0.01768,0.01788,False,-12.61,0.75,False,1.0,41106
DOTUSDT,dsys_144,8h,-0.03152,0.00599,True,-24.5,0.75,False,1.0,41102
DOTUSDT,dsys_144,24h,0.01202,0.00515,True,-3.06,0.5,False,0.5,41086
DOTUSDT,down_144,1h,0.00071,0.01062,False,-0.99,0.5,False,0.5,41109
DOTUSDT,down_144,4h,-0.00757,0.0058,True,-3.18,0.75,False,0.67,41106
DOTUSDT,down_144,8h,-0.01821,0.01359,True,-7.34,0.75,False,0.67,41102
DOTUSDT,down_144,24h,-0.00752,0.00531,True,-9.46,0.75,False,0.67,41086
LTCUSDT,own,1h,0.01089,0.00753,True,-1.56,0.75,False,0.83,41018
LTCUSDT,own,4h,0.00429,0.0155,False,-4.43,0.5,False,0.67,41015
LTCUSDT,own,8h,-0.00654,0.01615,False,-11.44,0.5,False,0.67,41011
LTCUSDT,own,24h,-0.00264,0.00975,False,-4.82,0.75,False,0.5,40995
LTCUSDT,sys,1h,0.00355,0.00397,False,-4.74,1.0,False,0.5,41021
LTCUSDT,sys,4h,-0.0066,0.01646,False,-15.58,1.0,False,0.5,41018
LTCUSDT,sys,8h,-0.01739,0.01029,True,-24.67,1.0,False,0.83,41014
LTCUSDT,sys,24h,-0.01437,0.02225,False,-34.5,1.0,True,0.67,40998
LTCUSDT,breadth,1h,0.00325,0.00415,False,-4.5,0.75,False,0.83,41021
LTCUSDT,breadth,4h,-0.00444,0.01359,False,-13.61,0.75,False,0.5,41018
LTCUSDT,breadth,8h,-0.01507,0.0135,True,-25.35,0.75,False,0.67,41014
LTCUSDT,breadth,24h,-0.01259,0.0186,False,-35.1,0.75,True,0.83,40998
LTCUSDT,disp,1h,-0.00712,0.00521,True,1.25,0.5,False,1.0,41021
LTCUSDT,disp,4h,-0.01023,0.01489,False,1.18,0.75,False,0.83,41018
LTCUSDT,disp,8h,-0.01071,0.00942,True,-1.33,0.5,False,0.67,41014
LTCUSDT,disp,24h,-0.02871,0.00915,True,-28.78,0.75,True,0.83,40998
LTCUSDT,sys_gap,1h,-0.00336,0.00312,True,2.66,0.5,False,0.33,33915
LTCUSDT,sys_gap,4h,0.00498,0.01272,False,10.86,0.75,False,0.83,33912
LTCUSDT,sys_gap,8h,0.00604,0.011,False,17.31,0.75,False,0.67,33908
LTCUSDT,sys_gap,24h,0.0089,0.01125,False,32.94,0.75,True,0.67,33892
LTCUSDT,idio,1h,0.00971,0.00757,True,0.5,0.5,False,0.5,41018
LTCUSDT,idio,4h,0.00959,0.00885,True,2.01,0.5,False,0.5,41015
LTCUSDT,idio,8h,0.00482,0.01264,False,-1.61,0.75,False,0.5,41011
LTCUSDT,idio,24h,0.0056,0.01311,False,16.77,0.5,False,0.67,40995
LTCUSDT,dsys_12,1h,-0.00084,0.00625,False,-1.73,0.5,False,0.83,41011
LTCUSDT,dsys_12,4h,-0.00229,0.00785,False,-1.09,0.75,False,0.67,41008
LTCUSDT,dsys_12,8h,-0.00565,0.00927,False,-1.04,0.5,False,0.67,41004
LTCUSDT,dsys_12,24h,-0.01312,0.01017,True,-7.89,0.75,False,0.83,40988
LTCUSDT,down_12,1h,0.0061,0.0035,True,-1.68,0.75,False,0.67,41007
LTCUSDT,down_12,4h,-3e-05,0.00446,False,-1.01,0.5,False,0.67,41004
LTCUSDT,down_12,8h,-0.00059,0.00882,False,0.79,0.5,False,0.67,41000
LTCUSDT,down_12,24h,-0.01204,0.01055,True,-8.77,0.75,False,1.0,40984
LTCUSDT,dsys_48,1h,0.00049,0.00285,False,-1.15,1.0,False,0.5,41005
LTCUSDT,dsys_48,4h,-0.00324,0.01109,False,-5.91,0.5,False,0.5,41002
LTCUSDT,dsys_48,8h,-0.00961,0.00437,True,-6.94,0.75,False,0.67,40998
LTCUSDT,dsys_48,24h,-0.016,0.01352,True,-8.86,1.0,False,1.0,40982
LTCUSDT,down_48,1h,0.00748,0.00878,False,0.24,0.5,False,0.83,41000
LTCUSDT,down_48,4h,0.0047,0.00483,False,3.65,0.75,False,0.67,40997
LTCUSDT,down_48,8h,-6e-05,0.01447,False,0.77,0.5,False,0.5,40993
LTCUSDT,down_48,24h,-0.01524,0.00668,True,-8.01,0.75,False,0.83,40977
LTCUSDT,dsys_144,1h,0.00114,0.00091,True,-1.45,0.5,False,0.33,40989
LTCUSDT,dsys_144,4h,-0.01132,0.02216,False,-9.03,0.75,False,0.83,40986
LTCUSDT,dsys_144,8h,-0.02444,0.01079,True,-18.13,0.75,False,0.83,40982
LTCUSDT,dsys_144,24h,-0.01974,0.00974,True,-30.82,0.75,True,0.83,40966
LTCUSDT,down_144,1h,0.00249,0.00366,False,-1.3,0.75,False,0.5,40983
LTCUSDT,down_144,4h,-0.00938,0.00808,True,-9.3,0.75,False,0.83,40980
LTCUSDT,down_144,8h,-0.0226,0.00474,True,-19.86,0.75,False,1.0,40976
LTCUSDT,down_144,24h,-0.01717,0.01062,True,-16.93,0.75,False,0.67,40960
