symbol,tf,anchor,entry_level,stop_k,target_mode,rr,min_risk_bps,flow_mode,crowd_mode,revert,trades,tpd,win_rate,avg_r,pf_0x,pf_1x,pf_2x,maxdd_r_2x,total_r_2x,pf_3x
BTCUSDT,30m,roll96,2,2.0,0,0.0,50.0,1,1,1,303,0.124,0.6205,-0.0422,1.0829,0.8881,0.721,-40.79,-34.3,0.5796
BTCUSDT,30m,roll96,2,2.0,0,0.0,50.0,1,1,0,293,0.12,0.0546,-0.5756,0.0348,0.0146,0.0102,-190.08,-190.1,0.0069
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,0,0,1,1477,0.607,0.5911,-0.0983,0.9378,0.7625,0.6127,-255.78,-255.2,0.4851
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,0,0,0,1336,0.549,0.0621,-0.5353,0.04,0.0164,0.0105,-811.76,-811.8,0.0072
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,0,1,1,303,0.124,0.637,-0.0037,1.1546,0.9894,0.8423,-23.73,-17.6,0.7114
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,0,1,0,290,0.119,0.069,-0.5428,0.0301,0.0152,0.0111,-173.0,-173.0,0.0083
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,1,0,1,1322,0.543,0.5862,-0.1028,0.9255,0.7553,0.6094,-233.92,-233.3,0.4848
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,1,0,0,1225,0.503,0.058,-0.5401,0.0376,0.015,0.0093,-749.97,-750.0,0.0062
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,1,1,1,269,0.111,0.6283,-0.0128,1.1208,0.9642,0.8245,-24.92,-17.8,0.6996
BTCUSDT,30m,roll96,2,2.0,0,0.0,100.0,1,1,0,257,0.106,0.0584,-0.5504,0.0285,0.0145,0.0109,-155.14,-155.1,0.0084
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,0,0,1,1580,0.649,0.4753,-0.1423,0.9072,0.7342,0.5921,-382.86,-378.8,0.4749
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,0,0,0,1952,0.802,0.5184,-0.0385,1.1201,0.9177,0.7492,-262.35,-250.0,0.6081
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,0,1,1,341,0.14,0.4956,-0.0645,1.0491,0.864,0.7089,-54.74,-51.2,0.5787
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,0,1,0,394,0.162,0.4873,-0.0973,0.9602,0.8013,0.6675,-70.14,-69.6,0.5542
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,1,0,1,1420,0.583,0.4725,-0.147,0.8947,0.7275,0.5902,-348.59,-344.5,0.4766
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,1,0,0,1750,0.719,0.5206,-0.0377,1.1195,0.9197,0.7526,-232.06,-221.2,0.612
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,1,1,1,303,0.124,0.4983,-0.0714,1.0251,0.8523,0.7066,-51.18,-46.6,0.5838
BTCUSDT,30m,roll96,2,2.0,1,1.0,25.0,1,1,0,344,0.141,0.4855,-0.0983,0.9544,0.8008,0.6704,-64.79,-60.5,0.5592
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,0,0,1,1546,0.635,0.4741,-0.1381,0.9026,0.7407,0.6064,-358.16,-354.1,0.4936
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,0,0,0,1917,0.788,0.5206,-0.0282,1.1318,0.9388,0.776,-227.34,-215.0,0.6373
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,0,1,1,328,0.135,0.4909,-0.0624,1.0298,0.868,0.7304,-49.21,-45.2,0.6119
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,0,1,0,381,0.157,0.4908,-0.0808,0.9761,0.8309,0.706,-58.35,-57.5,0.5978
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,1,0,1,1392,0.572,0.4734,-0.1392,0.8981,0.7395,0.6077,-322.55,-318.5,0.4966
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,1,0,0,1721,0.707,0.5206,-0.0321,1.1204,0.9311,0.7712,-209.67,-198.8,0.6345
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,1,1,1,294,0.121,0.4966,-0.0659,1.0182,0.8627,0.7298,-47.11,-41.1,0.6149
BTCUSDT,30m,roll96,2,2.0,1,1.0,50.0,1,1,0,335,0.138,0.4866,-0.0882,0.9595,0.8185,0.6969,-57.54,-53.0,0.5911
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,0,0,1,1362,0.56,0.4838,-0.0986,0.9473,0.8047,0.6824,-239.03,-235.0,0.5769
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,0,0,0,1687,0.693,0.5139,-0.024,1.1052,0.9471,0.8105,-173.92,-155.7,0.6916
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,0,1,1,284,0.117,0.4965,-0.0258,1.0695,0.942,0.829,-28.66,-22.9,0.7282
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,0,1,0,334,0.137,0.485,-0.0726,0.952,0.8441,0.7482,-44.47,-41.5,0.6626
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,1,0,1,1239,0.509,0.4835,-0.1006,0.942,0.8018,0.6814,-219.53,-215.5,0.5772
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,1,0,0,1528,0.628,0.5137,-0.0293,1.092,0.9362,0.8015,-168.93,-149.6,0.684
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,1,1,1,257,0.106,0.5019,-0.033,1.0487,0.9275,0.8198,-29.75,-22.3,0.7235
BTCUSDT,30m,roll96,2,2.0,1,1.0,100.0,1,1,0,295,0.121,0.4814,-0.0789,0.9385,0.8336,0.7398,-41.22,-38.4,0.6558
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,0,0,1,1362,0.56,0.3884,-0.1134,0.9673,0.8158,0.6919,-289.14,-284.2,0.5893
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,0,0,0,1519,0.624,0.4082,-0.0125,1.157,0.9785,0.8319,-201.78,-162.4,0.7098
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,0,1,1,325,0.134,0.4,-0.0261,1.1147,0.9529,0.8184,-43.71,-35.7,0.7049
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,0,1,0,339,0.139,0.3953,-0.0666,1.0331,0.8853,0.7623,-55.85,-51.1,0.6583
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,1,0,1,1255,0.516,0.3777,-0.1269,0.9431,0.7971,0.6776,-283.16,-278.3,0.5785
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,1,0,0,1396,0.574,0.414,-0.0107,1.1566,0.9816,0.837,-176.27,-144.7,0.716
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,1,1,1,290,0.119,0.3966,-0.051,1.0597,0.9101,0.7853,-47.77,-38.6,0.6796
BTCUSDT,30m,roll96,2,2.0,1,2.0,25.0,1,1,0,299,0.123,0.3846,-0.0944,0.977,0.8422,0.7289,-59.26,-52.7,0.6323
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,0,0,1,1334,0.548,0.3891,-0.109,0.9638,0.8213,0.7035,-268.97,-264.1,0.6051
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,0,0,0,1488,0.611,0.4126,0.002,1.1746,1.0036,0.8612,-172.65,-128.2,0.7413
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,0,1,1,313,0.129,0.3994,-0.0233,1.1006,0.9573,0.8357,-38.33,-30.3,0.7315
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,0,1,0,326,0.134,0.3988,-0.0523,1.0408,0.9077,0.7945,-45.32,-41.1,0.6972
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,1,0,1,1229,0.505,0.38,-0.1171,0.9488,0.8102,0.6954,-257.62,-252.7,0.5991
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,1,0,0,1371,0.563,0.4187,0.0031,1.1736,1.0055,0.8648,-149.59,-115.4,0.7458
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,1,1,1,281,0.115,0.3986,-0.0411,1.0622,0.9263,0.8107,-41.24,-32.0,0.7115
BTCUSDT,30m,roll96,2,2.0,1,2.0,50.0,1,1,0,290,0.119,0.3862,-0.086,0.9761,0.8538,0.7491,-52.27,-46.1,0.6586
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,0,0,1,1183,0.486,0.4066,-0.0588,1.0251,0.897,0.7874,-159.83,-154.7,0.6929
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,0,0,0,1302,0.535,0.4071,-0.0155,1.1084,0.9723,0.8558,-155.74,-112.9,0.7553
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,0,1,1,274,0.113,0.4161,0.025,1.1693,1.0501,0.9447,-20.17,-8.0,0.851
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,0,1,0,282,0.116,0.3936,-0.0717,0.9637,0.8694,0.7862,-39.32,-35.2,0.7125
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,1,0,1,1098,0.451,0.3934,-0.075,0.9941,0.8713,0.7661,-166.37,-161.2,0.6753
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,1,0,0,1208,0.496,0.4123,-0.0198,1.0985,0.9649,0.8501,-143.53,-109.7,0.751
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,1,1,1,247,0.101,0.413,-0.0011,1.108,0.9978,0.9002,-23.22,-13.5,0.8134
BTCUSDT,30m,roll96,2,2.0,1,2.0,100.0,1,1,0,252,0.104,0.381,-0.1039,0.9043,0.818,0.7415,-41.49,-39.4,0.6732
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,0,0,1,1134,0.466,0.3422,-0.0645,1.0555,0.9026,0.7791,-197.29,-183.6,0.6782
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,0,0,0,1237,0.508,0.3209,0.0433,1.2371,1.063,0.9225,-142.28,-72.9,0.8069
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,0,1,1,307,0.126,0.3485,0.0813,1.3023,1.133,0.9947,-36.79,-1.1,0.8798
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,0,1,0,310,0.127,0.3129,-0.0788,1.0144,0.883,0.7744,-54.39,-51.6,0.6834
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,1,0,1,1054,0.433,0.3368,-0.0778,1.033,0.884,0.7639,-201.81,-184.8,0.6656
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,1,0,0,1151,0.473,0.3336,0.0558,1.2564,1.082,0.9406,-111.27,-51.4,0.824
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,1,1,1,278,0.114,0.3453,0.0184,1.1817,1.0295,0.905,-37.2,-18.1,0.8016
BTCUSDT,30m,roll96,2,2.0,2,0.0,25.0,1,1,0,277,0.114,0.3141,-0.1109,0.957,0.8359,0.7352,-63.87,-54.1,0.6501
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,0,0,1,1113,0.457,0.3504,-0.0408,1.0863,0.9369,0.8144,-160.51,-146.8,0.7129
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,0,0,0,1212,0.498,0.3267,0.0523,1.2434,1.0779,0.9422,-128.84,-51.8,0.8292
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,0,1,1,296,0.122,0.3547,0.0573,1.2446,1.0967,0.973,-32.92,-5.2,0.8682
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,0,1,0,298,0.122,0.3154,-0.1005,0.9603,0.8477,0.753,-53.62,-52.7,0.6721
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,1,0,1,1032,0.424,0.3469,-0.0405,1.0861,0.9379,0.8164,-152.89,-135.9,0.7156
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,1,0,0,1130,0.464,0.3398,0.0627,1.2602,1.0941,0.9575,-101.05,-35.2,0.8435
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,1,1,1,269,0.111,0.3532,0.0448,1.2165,1.0744,0.9554,-30.85,-7.9,0.8545
BTCUSDT,30m,roll96,2,2.0,2,0.0,50.0,1,1,0,269,0.111,0.316,-0.1395,0.895,0.7903,0.7018,-65.69,-57.9,0.626
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,0,0,1,999,0.41,0.3834,-0.0214,1.0958,0.9636,0.8508,-118.24,-94.7,0.7539
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,0,0,0,1101,0.452,0.3415,0.0369,1.1949,1.0579,0.9415,-122.84,-44.4,0.8416
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,0,1,1,258,0.106,0.3915,0.077,1.2686,1.1473,1.0404,-17.03,5.8,0.9456
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,0,1,0,258,0.106,0.3295,-0.1017,0.9189,0.8349,0.7609,-43.18,-40.4,0.6954
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,1,0,1,932,0.383,0.3755,-0.0355,1.0683,0.9409,0.8323,-136.03,-101.5,0.7387
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,1,0,0,1029,0.423,0.3547,0.0435,1.2054,1.0684,0.9517,-102.03,-34.1,0.8515
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,1,1,1,234,0.096,0.3889,0.0513,1.2093,1.096,0.9959,-19.99,-0.5,0.9072
BTCUSDT,30m,roll96,2,2.0,2,0.0,100.0,1,1,0,234,0.096,0.3333,-0.1276,0.8731,0.7937,0.7235,-48.23,-42.5,0.6609
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,0,0,1,1616,0.664,0.6479,-0.1011,0.8804,0.6791,0.5118,-270.77,-270.4,0.3796
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,0,0,0,1388,0.57,0.0728,-0.4462,0.0538,0.0254,0.0176,-707.75,-707.7,0.0127
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,0,1,1,354,0.145,0.7034,-0.0138,1.1887,0.9446,0.7379,-28.81,-25.2,0.571
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,0,1,0,335,0.138,0.0746,-0.4861,0.0411,0.0179,0.0125,-183.04,-183.0,0.0084
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,1,0,1,1433,0.589,0.6483,-0.0942,0.8968,0.6977,0.5312,-227.65,-227.3,0.3974
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,1,0,0,1270,0.522,0.0701,-0.4493,0.0504,0.0226,0.0153,-650.88,-650.9,0.0108
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,1,1,1,305,0.125,0.7049,-0.0056,1.2133,0.9772,0.7739,-21.44,-18.3,0.6056
BTCUSDT,30m,roll96,2,3.0,0,0.0,25.0,1,1,0,293,0.12,0.0683,-0.4868,0.0416,0.0197,0.0142,-159.61,-159.6,0.01
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,0,0,1,1606,0.66,0.6513,-0.0964,0.8886,0.6907,0.5238,-258.17,-257.8,0.3903
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,0,0,0,1377,0.566,0.0733,-0.4445,0.0526,0.0257,0.0179,-696.4,-696.4,0.0129
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,0,1,1,349,0.143,0.7077,-0.0075,1.1989,0.9694,0.7707,-24.68,-21.1,0.605
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,0,1,0,329,0.135,0.076,-0.4805,0.0384,0.0184,0.013,-175.99,-176.0,0.0088
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,1,0,1,1423,0.585,0.6514,-0.0911,0.9004,0.706,0.5411,-218.73,-218.3,0.4069
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,1,0,0,1258,0.517,0.0707,-0.4461,0.0497,0.023,0.0157,-637.39,-637.4,0.0111
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,1,1,1,301,0.124,0.7076,-0.0029,1.2082,0.988,0.7954,-19.61,-16.1,0.6314
BTCUSDT,30m,roll96,2,3.0,0,0.0,50.0,1,1,0,288,0.118,0.0694,-0.4795,0.0402,0.0203,0.0148,-153.27,-153.3,0.0105
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,0,0,1,1526,0.627,0.6553,-0.0855,0.8998,0.72,0.5642,-217.57,-217.2,0.4326
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,0,0,0,1310,0.538,0.0786,-0.4301,0.0523,0.0265,0.0186,-634.01,-634.0,0.0136
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,0,1,1,324,0.133,0.7253,0.0152,1.2671,1.0663,0.885,-14.88,-9.0,0.7243
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,0,1,0,303,0.124,0.0858,-0.4577,0.0391,0.0213,0.015,-151.73,-151.7,0.0104
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,1,0,1,1362,0.56,0.6564,-0.0806,0.9131,0.734,0.5783,-186.25,-185.9,0.4459
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,1,0,0,1203,0.494,0.0773,-0.4312,0.0498,0.0241,0.0163,-583.44,-583.4,0.0114
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,1,1,1,282,0.116,0.7234,0.0202,1.2885,1.0894,0.9091,-12.23,-6.1,0.7484
BTCUSDT,30m,roll96,2,3.0,0,0.0,100.0,1,1,0,266,0.109,0.0789,-0.4607,0.0406,0.0232,0.0169,-133.72,-133.7,0.0122
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,0,0,1,1346,0.553,0.477,-0.0941,0.9336,0.7929,0.6727,-217.25,-215.9,0.5695
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,0,0,0,1518,0.624,0.4987,-0.0378,1.0634,0.91,0.7775,-159.65,-152.1,0.6629
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,0,1,1,328,0.135,0.5122,0.0275,1.2575,1.0751,0.9178,-18.2,-10.6,0.7819
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,0,1,0,353,0.145,0.4533,-0.1425,0.8033,0.6935,0.5981,-71.04,-70.6,0.5152
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,1,0,1,1233,0.507,0.4793,-0.087,0.9484,0.8072,0.6863,-189.3,-187.9,0.5824
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,1,0,0,1375,0.565,0.4945,-0.0442,1.0451,0.8952,0.7657,-153.24,-145.9,0.6534
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,1,1,1,291,0.12,0.5223,0.025,1.2396,1.0667,0.9169,-15.49,-9.7,0.7871
BTCUSDT,30m,roll96,2,3.0,1,1.0,25.0,1,1,0,308,0.127,0.4545,-0.1382,0.8115,0.7025,0.6073,-60.41,-59.9,0.5243
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,0,0,1,1336,0.549,0.4783,-0.0887,0.9399,0.8032,0.6855,-204.92,-203.5,0.5836
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,0,0,0,1507,0.619,0.4977,-0.0371,1.0587,0.9115,0.7838,-153.75,-146.2,0.6723
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,0,1,1,323,0.133,0.5108,0.0305,1.253,1.0838,0.9365,-15.56,-8.0,0.8074
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,0,1,0,348,0.143,0.454,-0.1365,0.8061,0.7033,0.6131,-67.18,-65.9,0.5334
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,1,0,1,1222,0.502,0.4795,-0.0836,0.9497,0.8135,0.6963,-180.13,-178.7,0.5946
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,1,0,0,1363,0.56,0.4945,-0.0414,1.0456,0.9014,0.776,-144.5,-137.1,0.6665
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,1,1,1,286,0.118,0.521,0.0283,1.2344,1.0761,0.9376,-12.85,-7.1,0.8156
BTCUSDT,30m,roll96,2,3.0,1,1.0,50.0,1,1,0,303,0.124,0.4554,-0.1311,0.8148,0.7141,0.625,-56.55,-55.3,0.5457
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,0,0,1,1267,0.521,0.4767,-0.0827,0.9347,0.813,0.7066,-176.73,-175.3,0.6134
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,0,0,0,1427,0.586,0.4968,-0.031,1.0566,0.9245,0.8082,-127.77,-119.6,0.7055
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,0,1,1,295,0.121,0.5051,0.037,1.2431,1.1057,0.9834,-14.23,-1.8,0.8741
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,0,1,0,320,0.131,0.4562,-0.12,0.8128,0.7278,0.6514,-52.42,-51.8,0.5823
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,1,0,1,1163,0.478,0.4781,-0.0775,0.9463,0.8239,0.717,-156.03,-154.6,0.6232
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,1,0,0,1294,0.532,0.4923,-0.0387,1.0358,0.9064,0.7925,-125.66,-118.2,0.6918
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,1,1,1,263,0.108,0.5171,0.0349,1.227,1.097,0.9808,-11.17,-1.9,0.8767
BTCUSDT,30m,roll96,2,3.0,1,1.0,100.0,1,1,0,280,0.115,0.4571,-0.1166,0.8199,0.7359,0.6599,-44.78,-44.1,0.5909
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,0,0,1,1127,0.463,0.417,-0.0622,1.0059,0.874,0.7617,-144.38,-143.3,0.6656
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,0,0,0,1252,0.514,0.4265,-0.0139,1.1135,0.9715,0.8501,-111.8,-98.9,0.7453
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,0,1,1,302,0.124,0.4305,0.0168,1.1867,1.0384,0.9113,-22.47,-12.6,0.8016
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,0,1,0,317,0.13,0.3849,-0.1194,0.8755,0.7682,0.676,-58.39,-56.9,0.5963
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,1,0,1,1050,0.431,0.4267,-0.0502,1.0316,0.8975,0.7832,-121.5,-120.4,0.6851
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,1,0,0,1156,0.475,0.423,-0.0331,1.0683,0.9337,0.8182,-123.42,-112.7,0.7185
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,1,1,1,270,0.111,0.437,-0.0052,1.1282,0.9884,0.8685,-24.27,-17.2,0.7651
BTCUSDT,30m,roll96,2,3.0,1,2.0,25.0,1,1,0,284,0.117,0.3732,-0.134,0.8446,0.7448,0.6587,-58.53,-54.6,0.5836
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,0,0,1,1119,0.46,0.4173,-0.0605,1.004,0.8768,0.7679,-138.6,-137.4,0.6742
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,0,0,0,1242,0.51,0.4259,-0.0149,1.1056,0.9693,0.8521,-109.24,-96.1,0.7506
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,0,1,1,298,0.122,0.4329,0.0258,1.1998,1.0601,0.9388,-19.78,-8.4,0.8331
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,0,1,0,312,0.128,0.3878,-0.1091,0.8858,0.7843,0.696,-54.21,-51.3,0.6186
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,1,0,1,1043,0.429,0.4276,-0.0466,1.034,0.9042,0.7928,-114.26,-113.1,0.6967
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,1,0,0,1145,0.47,0.4236,-0.0309,1.0673,0.9376,0.8256,-117.45,-106.1,0.7283
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,1,1,1,266,0.109,0.4398,0.0046,1.1409,1.0104,0.8969,-20.03,-12.9,0.7978
BTCUSDT,30m,roll96,2,3.0,1,2.0,50.0,1,1,0,279,0.115,0.3763,-0.1228,0.8548,0.7616,0.6798,-53.47,-49.0,0.6076
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,0,0,1,1065,0.438,0.4225,-0.056,0.9977,0.8824,0.7819,-119.45,-118.2,0.6943
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,0,0,0,1178,0.484,0.4295,-0.0101,1.1015,0.9785,0.8709,-91.9,-76.6,0.7764
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,0,1,1,275,0.113,0.4291,0.007,1.1288,1.017,0.9179,-24.47,-9.9,0.8301
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,0,1,0,286,0.118,0.3916,-0.1054,0.8631,0.7808,0.7074,-42.98,-42.5,0.6416
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,1,0,1,995,0.409,0.4332,-0.0398,1.0345,0.9156,0.812,-95.63,-94.4,0.7214
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,1,0,0,1094,0.449,0.4269,-0.0282,1.0592,0.9414,0.8383,-103.35,-90.9,0.7476
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,1,1,1,245,0.101,0.4408,-0.0041,1.0965,0.9903,0.8959,-22.4,-11.4,0.812
BTCUSDT,30m,roll96,2,3.0,1,2.0,100.0,1,1,0,257,0.106,0.3813,-0.1138,0.845,0.7678,0.6986,-41.2,-40.0,0.6361
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,0,0,1,1008,0.414,0.4048,-0.0227,1.0932,0.9547,0.8379,-99.18,-88.8,0.739
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,0,0,0,1101,0.452,0.3787,0.0054,1.1498,1.0099,0.8917,-97.73,-69.9,0.7908
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,0,1,1,292,0.12,0.3938,0.0272,1.1991,1.0573,0.9379,-22.94,-9.3,0.8366
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,0,1,0,302,0.124,0.3411,-0.1412,0.8473,0.7495,0.666,-64.05,-61.3,0.5939
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,1,0,1,951,0.391,0.4122,-0.0188,1.1023,0.9627,0.8451,-103.34,-80.4,0.7452
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,1,0,0,1039,0.427,0.3831,-0.0149,1.1056,0.9725,0.8598,-108.3,-85.5,0.7634
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,1,1,1,262,0.108,0.4008,-0.0176,1.0932,0.9639,0.8549,-31.47,-20.1,0.7625
BTCUSDT,30m,roll96,2,3.0,2,0.0,25.0,1,1,0,271,0.111,0.3395,-0.1567,0.8142,0.7222,0.6433,-61.04,-58.7,0.5748
BTCUSDT,30m,roll96,2,3.0,2,0.0,50.0,0,0,1,1004,0.412,0.4094,-0.0087,1.1206,0.9824,0.865,-87.73,-72.6,0.7648
BTCUSDT,30m,roll96,2,3.0,2,0.0,50.0,0,0,0,1094,0.449,0.3812,0.0034,1.1412,1.0063,0.8914,-93.77,-68.6,0.7928
BTCUSDT,30m,roll96,2,3.0,2,0.0,50.0,0,1,1,288,0.118,0.3993,0.0471,1.2382,1.1021,0.9853,-19.53,-2.1,0.8847
BTCUSDT,30m,roll96,2,3.0,2,0.0,50.0,0,1,0,297,0.122,0.3434,-0.1452,0.8285,0.7384,0.6604,-64.26,-60.0,0.5924
